,Concept_ID,hi,is
101,Geschmack::N,स्वाद,smekkur
102,Geschmack::N,ज़ायक़ा,smekkur
103,Geruch::N,बू,lykt
104,Geruch::N,गंध,lykt
105,Schlaf::N,नींद,svefn
106,Schlaf::N,निद्रा,svefn
107,Traum::N,सपना,draumur
108,Traum::N,स्वप्न,draumur
109,Himmel::N,आकाश,himinn
110,Himmel::N,आसमान,himinn
111,Sonne::N,रवि,sól
112,Sonne::N,सूरज,sól
113,Sonne::N,सूर्य,sól
114,Mond::N,चाँद,tungl
115,Mond::N,चंद्र,tungl
116,Stern::N,तारा,stjarna
117,Stern::N,सितारा,stjarna
118,Luft::N,हवा,loft
119,Luft::N,वायु,loft
120,Wind::N,पाद,vindur
121,Welle::N,लहर,alda
122,Welle::N,लहर,bylgja
123,Welle::N,तरंग,alda
124,Welle::N,तरंग,bylgja
125,Wasser::N,जल,vatn
126,Wasser::N,पानी,vatn
127,Stein::N,पत्थर,steinn
128,Boden::N,मिट्टी,botn
129,Erde::N,भूमि,jörð
130,Erde::N,ज़मीन,jörð
131,Staub::N,धूल,ryk
132,Staub::N,धूल,duft
133,Rauch::N,धूआँ,reykur
134,Rauch::N,धुम्र,reykur
135,Funke::N,चिनगारी,neisti
136,Funke::N,स्फुलिंग,neisti
137,Feuer::N,आग,eldur
138,Feuer::N,आतिश,eldur
139,Feuer::N,अग्नि,eldur
140,Licht::N,रोशनी,ljós
141,Licht::N,प्रकाश,ljós
142,Schatten::N,छाया,skuggi
143,Schatten::N,परछाई,skuggi
144,Wetter::N,ऋतु,veður
145,Wetter::N,मौसम,veður
146,Nebel::N,धुँध,þoka
147,Nebel::N,कुहरा,þoka
148,Wolke::N,मेघ,ský
149,Wolke::N,अभ्र,ský
150,Regen::N,मेंह,regn
151,Regen::N,बारिश,regn
152,Schnee::N,हिम,snjór
153,Schnee::N,बर्फ़,snjór
154,Eis::N,हिम,ís
155,Eis::N,बर्फ़,ís
156,Frost::N,ठंड,frost
157,Kälte::N,सर्दी,kuldi
158,Kälte::N,शीतलता,kuldi
159,Hitze::N,ताप,hiti
160,Hitze::N,गरमी,hiti
161,Raureif::N,पाला,hrím
162,Regenbogen::N,इंद्र-धनुष,regnbogi
163,Donner::N,गरज,þruma
164,Donner::N,मेघ-गर्जन,þruma
165,Strömung::N,बहाव,straumur
166,Strömung::N,प्रवाह,straumur
167,Tropfen::N,बूँद,dropi
168,Schaum::N,झाग,froða
169,Schmutz::N,गंद,óhreinindi
170,Schmutz::N,कीचड़,óhreinindi
171,See::N,झील,stöðuvatn
172,See::N,सरोवर,stöðuvatn
173,Sumpf::N,दलदल,fen
174,Sumpf::N,धँसान,fen
175,Moor::N,झाबर,mýri
176,Moor::N,धँसान,mýri
177,Wiese::N,घास-स्थल,engi
178,Wald::N,जंगल,skógur
179,Hügel::N,टीला,hæð
180,Hügel::N,टीला,hóll
181,Hügel::N,पहाड़,hæð
182,Hügel::N,पहाड़,hóll
183,Anhöhe::N,टीला,hæð
184,Anhöhe::N,टीला,hóll
185,Anhöhe::N,पहाड़ी,hæð
186,Anhöhe::N,पहाड़ी,hóll
187,Berg::N,पहाड़,fell
188,Berg::N,पहाड़,fjall
189,Gipfel::N,शिखर,tindur
190,Höhle::N,गुहा,hellir
191,Höhle::N,गुफ़ा,hellir
192,Abhang::N,ढाल,hlíð
193,Abhang::N,ढाल,brekka
194,Abhang::N,ढलान,hlíð
195,Abhang::N,ढलान,brekka
196,Quelle::N,चश्मा,lind
197,Quelle::N,चश्मा,uppspretta
198,Bach::N,सोता,lækur
199,Bach::N,नदिका,lækur
200,Fluss::N,नदी,á
201,Fluss::N,नदी,fljót
202,Fluss::N,सरिता,á
203,Fluss::N,सरिता,fljót
204,Ufer::N,तट,árbakki
205,Ufer::N,तट,sjávarbakki
206,Ufer::N,किनारा,árbakki
207,Ufer::N,किनारा,sjávarbakki
208,Küste::N,समुद्र-तट,strönd
209,Festland::N,महाद्वीप,meginland
210,Meer::N,सागर,haf
211,Meer::N,सागर,sjór
212,Meer::N,समुद्र,haf
213,Meer::N,समुद्र,sjór
214,Bucht::N,खाड़ी,vík
215,Insel::N,टापू,eyja
216,Insel::N,द्वीप,eyja
217,Blume::N,फूल,blóm
218,Blume::N,पुष्प,blóm
219,Gras::N,घास,gras
220,Wurzel::N,मूल,rót
221,Baum::N,पेड़,tré
222,Baum::N,वृक्ष,tré
223,Stamm::N,धड़,stofn
224,Rinde::N,छाल,börkur
225,Rinde::N,वल्कल,börkur
226,Ast::N,डाल,grein
227,Ast::N,शाखा,grein
228,Zweig::N,टहनी,angi
229,Zweig::N,टहनी,kvistur
230,Blatt::N,पत्र,blað
231,Blatt::N,पत्ता,blað
232,Birke::N,भूर्ज,birki
233,Kiefer[Baum]::N,पाइन-वृक्ष,fura
234,Weide[Baum]::N,बेंत,víðir
235,Tanne::N,फ़र,greni
236,Horn::N,सींग,horn
237,Horn::N,विषाण,horn
238,Feder::N,पर,fjöður
239,Feder::N,पंख,fjöður
240,Fell::N,खाल,skinn
241,Fell::N,पशु-चर्म,skinn
242,Flügel::N,पंख,vængur
243,Flügel::N,डैना,vængur
244,Klaue::N,पंजा,kló
245,Kralle::N,पंजा,kló
246,Kralle::N,नाख़ून,kló
247,Schwanz::N,पूँछ,rófa
248,Schwanz::N,पूँछ,skott
249,Ei::N,अंडा,egg
250,Nest::N,नीड़,hreiður
251,Nest::N,घोंसला,hreiður
252,Bau::N,बिल,greni
253,Bau::N,बिल,bæli
254,Bau::N,माँद,greni
255,Bau::N,माँद,bæli
256,Tier::N,पशु,dýr
257,Tier::N,जानवर,dýr
258,Herde::N,गल्ला,hjörð
259,Kuh::N,गौ,kýr
260,Kuh::N,गाय,kýr
261,Bulle::N,साँड़,boli
262,Pferd::N,अश्व,hestur
263,Pferd::N,घोड़ा,hestur
264,Schaf::N,भेड़,kind
265,Schwein::N,शूकर,svín
266,Hund::N,श्वान,hundur
267,Hund::N,कुत्ता,hundur
268,Katze::N,बिल्ली,köttur
269,Bär::N,रीछ,björn
270,Bär::N,भालू,björn
271,Eichhörnchen::N,गिलहरी,íkorni
272,Elch::N,एल्क,elgur
273,Fuchs::N,लोमड़ी,refur
274,Hase::N,खरहा,héri
275,Hase::N,ख़रगोश,héri
276,Maus::N,मूष,mús
277,Maus::N,चूहा,mús
278,Wolf::N,वृक,úlfur
279,Wolf::N,भेड़िया,úlfur
280,Vogel::N,पक्षी,fugl
281,Vogel::N,चिड़िया,fugl
282,Schwarm::N,झुंड,sægur
283,Huhn::N,मुर्ग़ी,hæna
284,Hahn::N,मुर्ग़ा,hani
285,Gans::N,हंस,gæs
286,Gans::N,हंसिनी,gæs
287,Adler::N,उक़ाब,örn
288,Ente::N,बतख़,önd
289,Ente::N,बत्तक,önd
290,Eule::N,उल्लू,uggla
291,Kranich::N,सारस,trana
292,Kranich::N,क्रौंंच,trana
293,Krähe::N,काक,kráka
294,Kuckuck::N,कोयल,gaukur
295,Kuckuck::N,कोकिल,gaukur
296,Schwan::N,हंस,svanur
297,Schwan::N,मराल,svanur
298,Fisch::N,मछली,fiskur
299,Fisch::N,मत्स्य,fiskur
300,Barsch::N,पर्च,aborri
301,Hecht::N,पाइक,gedda
302,Schlange[Tier]::N,सर्प,naðra
303,Wurm::N,कृमि,ormur
304,Wurm::N,कीड़ा,ormur
305,Spinne::N,लूता,kónguló
306,Spinne::N,मकड़ी,kónguló
307,Ameise::N,चींटी,maur
308,Laus::N,जूँ,lús
309,Mücke::N,डाँस,mý
310,Mücke::N,डाँस,mýfluga
311,Fliege::N,मक्खी,fluga
312,Fliege::N,मक्षिका,fluga
313,Schmetterling::N,तितली,fiðrildi
314,Beere::N,बेरी,ber
315,Apfel::N,सेब,epli
316,Pilz::N,खुंबी,sveppur
317,Zwiebel::N,प्याज़,laukur
318,Saat::N,बीज,fræ
319,Saat::N,बीज,útsæði
320,Korn::N,दाना,korn
321,Heu::N,मूखी घास,hey
322,Schale::N,बकला,hýði
323,Schale::N,छिलका,hýði
324,Grube::N,गड्ढा,gryfja
325,Falle::N,जाल,gildra
326,Falle::N,फँदा,gildra
327,Schlinge::N,फँदा,snara
328,Spur::N,सुराग़,spor
329,Spur::N,पद-चिह्न,spor
330,Asche::N,राख,aska
331,Dreck::N,मैल,óþverri
332,Dreck::N,गंदगी,óþverri
333,Eisen::N,लोहा,járn
334,Gold::N,सोना,gull
335,Gold::N,स्वर्ण,gull
336,Silber::N,रजत,silfur
337,Silber::N,चाँदी,silfur
338,Kohle::N,कोयला,kol
339,Glas::N,काँच,gler
340,Lehm::N,चिकनी मिट्टी,leir
341,Sand::N,रेत,sandur
342,Sand::N,बालू,sandur
343,Mensch::N,मानव,maður
344,Mensch::N,मानव,manneskja
345,Mensch::N,इनसान,maður
346,Mensch::N,इनसान,manneskja
347,Mensch::N,मनुष्य,maður
348,Mensch::N,मनुष्य,manneskja
349,Mann::N,आदमी,maður
350,Mann::N,आदमी,karlmaður
351,Mann::N,पुरुष,maður
352,Mann::N,पुरुष,karlmaður
353,Frau::N,औरत,kona
354,Frau::N,महिला,kona
355,Frau::N,स्त्री,kona
356,Kind::N,बाल,barn
357,Kind::N,बाल,krakki
358,Kind::N,बच्चा,barn
359,Kind::N,बच्चा,krakki
360,Junge::N,लड़का,drengur
361,Mädchen::N,लड़की,stelpa
362,Mädchen::N,कुमारी,stelpa
363,Familie::N,परिवार,fjölskylda
364,Großvater::N,दादा,afi
365,Großmutter::N,नानी,amma
366,Eltern::N,माँ-बाप,foreldrar
367,Eltern::N,माता-पिता,foreldrar
368,Vater::N,बाप,faðir
369,Vater::N,पिता,faðir
370,Mutter::N,माँ,móðir
371,Mutter::N,माता,móðir
372,Sohn::N,बेटा,sonur
373,Sohn::N,पुत्र,sonur
374,Tochter::N,बेटी,dóttir
375,Tochter::N,पुत्री,dóttir
376,Bruder::N,भाई,bróðir
377,Bruder::N,भ्राता,bróðir
378,Schwester::N,बहन,systir
379,Schwester::N,भगिनी,systir
380,Onkel::N,ताऊ,föðurbróðir
381,Onkel::N,काका,föðurbróðir
382,Tante::N,बूआ,frænka
383,Tante::N,बूआ,móðursystir
384,Tante::N,फूफी,frænka
385,Tante::N,फूफी,móðursystir
386,Tante::N,ख़ाला,frænka
387,Tante::N,ख़ाला,móðursystir
388,Ehemann::N,पति,eiginmaður
389,Ehemann::N,शौहर,eiginmaður
390,Ehefrau::N,बीवी,eiginkona
391,Freude::N,आनंद,gleði
392,Freude::N,प्रसन्नता,gleði
393,Gelächter::N,हँसी,hlátur
394,Gelächter::N,क़हक़हा,hlátur
395,Glück::N,आनंद,gæfa
396,Glück::N,ख़ुशी,gæfa
397,Kummer::N,शोक,sorg
398,Kummer::N,दुःख,sorg
399,Wunsch::N,इच्छा,ósk
400,Wunsch::N,अभिलाषा,ósk
401,Lust::N,चाह,fýsn
402,Lust::N,चाह,löngun
403,Lust::N,कामना,fýsn
404,Lust::N,कामना,löngun
405,Geist::N,जान,andi
406,Geist::N,प्राण,andi
407,Gedanke::N,विचार,hugsun
408,Gedächtnis::N,याददाश्त,minni
409,Gedächtnis::N,स्मरण-शक्ति,minni
410,Verstand::N,समझ,vit
411,Verstand::N,अक़्ल,vit
412,Verstand::N,बुद्धि,vit
413,Sinn::N,अर्थ,merking
414,Grund::N,वजह,ástæða
415,Grund::N,कारण,ástæða
416,Wahrheit::N,सत्य,sannleikur
417,Wahrheit::N,सच्चाई,sannleikur
418,Gespräch::N,चर्चा,samtal
419,Gespräch::N,वार्ता,samtal
420,Gespräch::N,बात-चीत,samtal
421,Märchen::N,क़िस्सा,ævintýri
422,Erzählung::N,कथा,saga
423,Erzählung::N,कहानी,saga
424,Nachricht::N,सूचना,frétt
425,Nachricht::N,समाचार,frétt
426,Neuigkeit::N,ख़बर,frétt
427,Neuigkeit::N,समाचार,frétt
428,Name::N,नाम,nafn
429,Rätsel::N,पहेली,gáta
430,Rede::N,वचन,ræða
431,Rede::N,भाषण,ræða
432,Sprache::N,भाषा,mál
433,Sprache::N,भाषा,tungumál
434,Sprache::N,ज़बान,mál
435,Sprache::N,ज़बान,tungumál
436,Stimme::N,स्वर,rödd
437,Stimme::N,आवाज़,rödd
438,Wort::N,शब्द,orð
439,Wort::N,लफ़्ज़,orð
440,Zeichen::N,निशान,tákn
441,Zeichen::N,निशान,merki
442,Ruf::N,पुकार,kall
443,Ruf::N,आह्वान,kall
444,Lärm::N,शोर,hávaði
445,Lärm::N,हुल्लड़,hávaði
446,Laut::N,स्वर,hljóð
447,Laut::N,ध्वनि,hljóð
448,Ton::N,सुर,tónn
449,Ton::N,स्वर,tónn
450,Lied::N,गीत,ljóð
451,Lied::N,गीत,söngur
452,Ruhe::N,आराम,ró
453,Ruhe::N,आराम,kyrrð
454,Ruhe::N,ख़ामोशी,ró
455,Ruhe::N,ख़ामोशी,kyrrð
456,Leute::N,लोग,fólk
457,Volk::N,क़ौम,þjóð
458,Volk::N,प्रजा,þjóð
459,Arbeit::N,काम,vinna
460,Gast::N,अतिथि,gestur
461,Gast::N,मेहमान,gestur
462,Geschenk::N,उपहार,gjöf
463,Geschenk::N,तोहफ़ा,gjöf
464,Spiel::N,खेल,leikur
465,Spiel::N,क्रीड़ा,leikur
466,Gesellschaft::N,साथ,selskapur
467,Hilfe::N,मदद,hjálp
468,Hilfe::N,सहायता,hjálp
469,Freund::N,मित्र,vinur
470,Kamerad::N,साथी,félagi
471,Kamerad::N,कामरेड,félagi
472,Angelegenheit::N,बात,mál
473,Angelegenheit::N,बात,málefni
474,Angelegenheit::N,मामला,mál
475,Angelegenheit::N,मामला,málefni
476,Anzahl::N,तादाद,tala
477,Anzahl::N,तादाद,fjöldi
478,Anzahl::N,संख्या,tala
479,Anzahl::N,संख्या,fjöldi
480,Art::N,तरह,tegund
481,Art::N,क़िस्म,tegund
482,Stück::N,फाँक,biti
483,Stück::N,फाँक,stykki
484,Stück::N,टुकड़ा,biti
485,Stück::N,टुकड़ा,stykki
486,Teil::N,भाग,hluti
487,Teil::N,भाग,partur
488,Teil::N,हिस्सा,hluti
489,Teil::N,हिस्सा,partur
490,Hälfte::N,अर्धभाग,helmingur
491,Kreis::N,चक्कर,hringur
492,Kreuz::N,सलीब,kross
493,Kreuz::N,सलीब,krossmark
494,Kreuz::N,क्रूस,kross
495,Kreuz::N,क्रूस,krossmark
496,Linie::N,लाइन,lína
497,Strich::N,लकीर,strik
498,Abstand::N,अंतर,millibil
499,Abstand::N,फ़ासला,millibil
500,Entfernung::N,दूरी,fjarlægð
501,Entfernung::N,फ़ासला,fjarlægð
502,Gegend::N,इलाक़ा,hérað
503,Platz::N,जगह,pláss
504,Platz::N,स्थान,pláss
505,Ort::N,स्थल,staður
506,Ort::N,स्थान,staður
507,Seite::N,ओर,hlið
508,Seite::N,तरफ़,hlið
509,Mitte::N,बीच,miðja
510,Mitte::N,मध्य,miðja
511,Gegenstand::N,चीज़,hlutur
512,Gegenstand::N,पदार्थ,hlutur
513,Sache::N,चीज़,mál
514,Sache::N,वस्तु,mál
515,Rand::N,छोर,brún
516,Rand::N,उपांत,brún
517,Kante::N,कोर,rönd
518,Kante::N,किनारा,rönd
519,Ecke::N,कोना,horn
520,Ecke::N,नुक्कड़,horn
521,Spitze::N,नोक,oddur
522,Ende::N,छोर,endi
523,Ende::N,सिरा,endi
524,Loch::N,छेद,gat
525,Loch::N,छेद,hola
526,Loch::N,सूराख़,gat
527,Loch::N,सूराख़,hola
528,Winkel::N,कोण,skot
529,Winkel::N,कोण,krókur
530,Winkel::N,कोना,skot
531,Winkel::N,कोना,krókur
532,Muster::N,नमूना,munstur
533,Muster::N,डिज़ाइन,munstur
534,Größe::N,परिमाण,stærð
535,Größe::N,विस्तार,stærð
536,Länge::N,लंबाई,lengd
537,Höhe::N,ऊँचाई,hæð
538,Höhe::N,उच्चता,hæð
539,Gewicht::N,भार,vigt
540,Gewicht::N,भार,þyngd
541,Gewicht::N,वज़न,vigt
542,Gewicht::N,वज़न,þyngd
543,Menge::N,मात्रा,magn
544,Haufen::N,ढेर,hrúga
545,Haufen::N,ढेर,haugur
546,Haufen::N,अंबार,hrúga
547,Haufen::N,अंबार,haugur
548,Reihe::N,क़तार,röð
549,Reihe::N,पंक्ति,röð
550,Boot::N,नाव,bátur
551,Boot::N,नौका,bátur
552,Ruder::N,चप्पू,ár
553,Schlitten::N,बर्फ़-गाड़ी,sleði
554,Ski::N,स्की,skíði
555,Lagerfeuer::N,अलाव,varðeldur
556,Lagerfeuer::N,कैंप-फ़ायर,varðeldur
557,Last::N,भार,byrði
558,Last::N,भार,farmur
559,Gang::N,चाल,ganga
560,Schritt::N,डग,skref
561,Schritt::N,क़दम,skref
562,Norden::N,उत्तर,norður
563,Süden::N,दक्खिन,suður
564,Westen::N,पश्चिम,vestur
565,Osten::N,पूरब,austur
566,Holz::N,काठ,viður
567,Holz::N,काष्ठ,viður
568,Brett::N,पटरा,fjöl
569,Brett::N,तख़्ता,fjöl
570,Platte::N,फलक,flötur
571,Platte::N,तख़्ता,flötur
572,Stütze::N,टेक,stoð
573,Stütze::N,थूनी,stoð
574,Stange::N,छड़,stöng
575,Stange::N,बाँस,stöng
576,Stock::N,लाठी,prik
577,Stock::N,लाठी,stafur
578,Stab::N,लग्गा,prik
579,Stab::N,लग्गा,stafur
580,Rohr::N,नल,rör
581,Rohr::N,नल,pípa
582,Haus::N,घर,hús
583,Haus::N,मकान,hús
584,Heim::N,घर,heimili
585,Heim::N,गृह,heimili
586,Ofen::N,चूल्हा,ofn
587,Fußboden::N,फ़र्श,gólf
588,Tisch::N,मेज़,borð
589,Stuhl::N,कुरसी,stóll
590,Wiege::N,पालना,vagga
591,Wiege::N,हिंडोला,vagga
592,Bett::N,खाट,rúm
593,Bett::N,खाट,hvíla
594,Bett::N,पलंग,rúm
595,Bett::N,पलंग,hvíla
596,Regal::N,शेल्फ़,hilla
597,Kiste::N,पेटी,kassi
598,Kiste::N,डिब्बा,kassi
599,Fenster::N,खिड़की,gluggi
600,Tür::N,द्वार,dyr
601,Tür::N,द्वार,hurð
602,Tür::N,दरवाज़ा,dyr
603,Tür::N,दरवाज़ा,hurð
604,Tor::N,फाटक,hlið
605,Zaun::N,बाड़ा,girðing
606,Zaun::N,बाड़ा,limgarður
607,Dach::N,छत,þak
608,Dach::N,छप्पर,þak
609,Leiter::N,सीढ़ी,stigi
610,Besen::N,झाड़ू,sópur
611,Besen::N,बुहारी,sópur
612,Spaten::N,कुदाल,spaði
613,Schaufel::N,बेलचा,skófla
614,Schaufel::N,फावड़ा,skófla
615,Gabel::N,काँटा,gaffall
616,Löffel::N,चम्मच,skeið
617,Messer::N,छुरा,hnífur
618,Messer::N,चाक़ू,hnífur
619,Nagel::N,कील,nögl
620,Nagel::N,मेख़,nögl
621,Netz::N,जाल,net
622,Haken::N,अंकुश,krókur
623,Griff::N,मूठ,tak
624,Griff::N,हत्था,tak
625,Schloss::N,ताला,lás
626,Bild::N,चित्र,mynd
627,Figur::N,मूर्ति,stytta
628,Puppe::N,पुतली,brúða
629,Puppe::N,गुड़िया,brúða
630,Beutel::N,झोला,poki
631,Beutel::N,झोला,baggi
632,Bündel::N,पुलिंदा,böggull
633,Tasche::N,बेग,veski
634,Tasche::N,बस्ता,veski
635,Eimer::N,बाल्टी,fata
636,Deckel::N,ढक्कन,lok
637,Geschirr::N,बरतन-भाँड़े,leirtau
638,Sack::N,बोरा,sekkur
639,Tasse::N,प्याला,bolli
640,Topf::N,देग़चा,pottur
641,Kessel::N,देग़,ketill
642,Kessel::N,बटलोई,ketill
643,Essen::N,खाना,matur
644,Nahrung::N,भोजन,fæða
645,Speise::N,खाना,réttur
646,Speise::N,खाना,matarréttur
647,Speise::N,व्यंजन,réttur
648,Speise::N,व्यंजन,matarréttur
649,Fleisch::N,मांस,kjöt
650,Fleisch::N,गोश्त,kjöt
651,Getreide::N,अनाज,korn
652,Brei::N,भरता,grautur
653,Brei::N,दलिया,grautur
654,Brot::N,रोटी,brauð
655,Scheibe::N,कतला,sneið
656,Fett::N,वसा,fita
657,Fett::N,चरबी,fita
658,Butter::N,मक्खन,smjör
659,Öl::N,तेल,olía
660,Salz::N,नमक,salt
661,Suppe::N,सूप,súpa
662,Suppe::N,शोरबा,súpa
663,Honig::N,शहद,hunang
664,Milch::N,दूध,mjólk
665,Tee::N,चाय,te
666,Leder::N,चमड़ा,skinn
667,Wolle::N,ऊन,ull
668,Stoff::N,कपड़ा,dúkur
669,Nadel::N,सूई,nál
670,Faden::N,डोरा,þráður
671,Knopf::N,बटन,tala
672,Knopf::N,बटन,hnappur
673,Knopf::N,घुंडी,tala
674,Knopf::N,घुंडी,hnappur
675,Knoten::N,गाँठ,hnútur
676,Knoten::N,गुत्थी,hnútur
677,Farbe::N,रंग,málning
678,Farbe::N,वर्ण,málning
679,Kleidung::N,पहनावा,búningur
680,Kleidung::N,पहनावा,klæðnaður
681,Hemd::N,कुरता,skyrta
682,Hemd::N,क़मीज़,skyrta
683,Kragen::N,गरदनी,kragi
684,Kragen::N,गरदनी,flibbi
685,Kragen::N,गरेबान,kragi
686,Kragen::N,गरेबान,flibbi
687,Ärmel::N,आस्तीन,ermi
688,Hose::N,पैंट,buxur
689,Hose::N,पतलून,buxur
690,Gürtel::N,पेटी,belti
691,Gürtel::N,मेखला,belti
692,Mütze::N,टोपी,húfa
693,Schuh::N,जूता,skór
694,Stiefel::N,बूट,stígvél
695,Ring::N,अँगूठी,hringur
696,Band::N,पट्टी,band
697,Kamm::N,कंघी,greiða
698,Spiegel::N,आईना,spegill
699,Spiegel::N,दर्पण,spegill
700,Riemen::N,तसमा,ól
701,Riemen::N,तसमा,reim
702,Riemen::N,पट्टा,ól
703,Riemen::N,पट्टा,reim
704,Schnur::N,डोरी,snúra
705,Schnur::N,सुतली,snúra
706,Leine::N,रस्सी,band
707,Decke::N,रज़ाई,teppi
708,Kissen::N,तकिया,koddi
709,Kissen::N,गाद्दा,koddi
710,Tuch::N,रूमाल,klútur
711,Tuch::N,वस्त्र,klútur
712,Handtuch::N,अँगोछा,þurrka
713,Handtuch::N,अँगोछा,handklæði
714,Kraft::N,ज़ोर,afl
715,Kraft::N,ज़ोर,kraftur
716,Kraft::N,शक्ति,afl
717,Kraft::N,शक्ति,kraftur
718,Stärke::N,बल,styrkur
719,Stärke::N,ताक़त,styrkur
720,Gesundheit::N,स्वास्थ्य,heilsa
721,Gesundheit::N,स्वास्थ्य,heilbrigði
722,Gesundheit::N,तंदुरुस्ती,heilsa
723,Gesundheit::N,तंदुरुस्ती,heilbrigði
724,Krankheit::N,रोग,sjúkdómur
725,Krankheit::N,बीमारी,sjúkdómur
726,Schmerz::N,दर्द,sársauki
727,Schmerz::N,पीड़ा,sársauki
728,Wunde::N,घाव,sár
729,Wunde::N,ज़ख़्म,sár
730,Fieber::N,ज्वर,hitasótt
731,Fieber::N,बुख़ार,hitasótt
732,Arznei::N,दवा,lyf
733,Arznei::N,औषाधि,lyf
734,Brücke::N,पुल,brú
735,Brücke::N,सेतु,brú
736,Brunnen::N,कुआँ,brunnur
737,Weide::N,चरागाह,hagi
738,Pfad::N,पथ,stígur
739,Pfad::N,पगडंडी,stígur
740,Weg::N,मार्ग,vegur
741,Straße::N,राह,gata
742,Straße::N,राह,stræti
743,Straße::N,रास्ता,gata
744,Straße::N,रास्ता,stræti
745,Dorf::N,गाँव,þorp
746,Dorf::N,ग्राम,þorp
747,Stadt::N,शहर,borg
748,Brief::N,ख़त,bréf
749,Brief::N,पत्र,bréf
750,Brief::N,चिट्ठी,bréf
751,Buch::N,किताब,bók
752,Buch::N,पुस्तक,bók
753,Buchstabe::N,अक्षर,bókstafur
754,Zeitung::N,अख़बार,dagblað
755,Zeitung::N,समाचार-पत्र,dagblað
756,Leben::N,जीवन,líf
757,Leben::N,ज़िंदगी,líf
758,Tod::N,मौत,dauði
759,Tod::N,मृत्यु,dauði
760,Grab::N,क़ब्र,gröf
761,Kirche::N,चर्च,kirkja
762,Kirche::N,गिरजा,kirkja
763,Sünde::N,पाप,synd
764,Sünde::N,गुनाह,synd
