,Concept_ID,zh,de
829,machen::V,做,machen
830,herstellen::V,生产,herstellen
831,bauen::V,建造,bauen
832,reparieren::V,修理,reparieren
833,verbessern::V,改进,verbessern
834,ändern::V,改变,ändern
835,graben::V,挖,graben
836,beugen::V,弯下,beugen
837,biegen::V,弯,biegen
838,drehen::V,转动,drehen
839,wenden::V,转动,wenden
840,umdrehen::V,转动,umdrehen
841,heben::V,举起,heben
842,hochheben::V,抬高,hochheben
843,ergreifen::V,抓住,ergreifen
844,halten::V,拿着,halten
845,drücken::V,压,drücken
846,schieben::V,推,schieben
847,kratzen::V,搔,kratzen
848,lecken::V,舔,lecken
849,beißen::V,咬,beißen
850,abreißen::V,撕下,abreißen
851,abschneiden::V,切断,abschneiden
852,binden::V,捆,binden
853,stecken::V,插,stecken
854,brechen::V,断裂,brechen
855,klopfen::V,敲,klopfen
856,hauen::V,揍,hauen
857,kleben::V,粘,kleben
858,reiben::V,摩擦,reiben
859,streichen::V,涂,streichen
860,schleifen::V,拖曳,schleifen
861,schneiden::V,切,schneiden
862,rütteln::V,颠簸,rütteln
863,schütteln::V,摇动,schütteln
864,schwenken::V,摇动,schwenken
865,schütten::V,倒,schütten
866,füllen::V,填满,füllen
867,einwickeln::V,包,einwickeln
868,tragen::V,提,tragen
869,schleppen::V,扛,schleppen
870,ziehen::V,拉,ziehen
871,aufbewahren::V,保存,aufbewahren
872,werfen::V,扔,werfen
873,fangen::V,捕捉,fangen
874,packen::V,抓住,packen
875,verstecken::V,藏,verstecken
876,teilen::V,分,teilen
877,schicken::V,派遣,schicken
878,bringen::V,带来,bringen
879,hinzufügen::V,添加,hinzufügen
880,bekommen::V,得到,bekommen
881,erhalten::V,接到,erhalten
882,nehmen::V,拿,nehmen
883,wählen::V,挑选,wählen
884,auswählen::V,选择,auswählen
885,bewahren::V,保持,bewahren
886,behindern::V,防碍,behindern
887,verderben::V,败坏,verderben
888,beschädigen::V,损坏,beschädigen
889,zerbrechen::V,破碎,zerbrechen
890,zerreißen::V,撕碎,zerreißen
891,zerstören::V,毁坏,zerstören
892,verbrennen::V,燃烧,verbrennen
893,geben::V,给,geben
894,reichen::V,递给,reichen
895,schenken::V,赠送,schenken
896,versprechen::V,许诺,versprechen
897,wünschen::V,祝,wünschen
898,loben::V,表扬,loben
899,küssen::V,亲,küssen
900,wiegen::V,轻摇,wiegen
901,zudecken::V,盖上,zudecken
902,wecken::V,唤起,wecken
903,zeigen::V,指,zeigen
904,führen::V,带领,führen
905,lehren::V,教,lehren
906,unterrichten::V,讲课,unterrichten
907,aufziehen::V,抚养,aufziehen
908,leiten::V,领导,leiten
909,antreiben::V,催促,antreiben
910,lassen::V,让,lassen
911,einladen::V,邀请,einladen
912,vereinigen::V,统一,vereinigen
913,besuchen::V,参观,besuchen
914,treffen::V,会面,treffen
915,sich versammeln::V,聚集,sich versammeln
916,spielen::V,玩,spielen
917,singen::V,唱歌,singen
918,tanzen::V,跳舞,tanzen
919,sich trennen::V,分别,sich trennen
920,verlassen::V,离开,verlassen
921,retten::V,救,retten
922,bewachen::V,守卫,bewachen
923,schützen::V,保护,schützen
924,verteidigen::V,保卫,verteidigen
925,sich schlagen::V,打架,sich schlagen
926,schießen::V,射击,schießen
927,siegen::V,获胜,siegen
928,ärgern::V,激怒,ärgern
929,schlagen::V,打,schlagen
930,treten::V,踢,treten
931,stechen::V,刺,stechen
932,stoßen::V,撞,stoßen
933,stehlen::V,盗窃,stehlen
934,stören::V,干扰,stören
935,belästigen::V,打搅,belästigen
936,verbergen::V,隐藏,verbergen
937,täuschen::V,欺骗,täuschen
938,betrügen::V,欺骗,betrügen
939,töten::V,杀,töten
940,wohnen::V,居住,wohnen
941,arbeiten::V,工作,arbeiten
942,sammeln::V,收集,sammeln
943,pflücken::V,采,pflücken
944,jagen::V,打猎,jagen
945,fischen::V,捕鱼,fischen
946,fassen::V,捉住,fassen
947,hüten::V,守护,hüten
948,treiben::V,漂,treiben
949,anbinden::V,拴,anbinden
950,füttern::V,喂,füttern
951,melken::V,挤奶,melken
952,hacken::V,剁细,hacken
953,gießen::V,浇,gießen
954,reifen::V,成熟,reifen
955,kochen::V,煮,kochen
956,backen::V,烤,backen
957,braten::V,煎,braten
958,umrühren::V,搅拌,umrühren
959,stricken::V,织,stricken
960,nähen::V,缝,nähen
961,färben::V,染色,färben
962,reinigen::V,清洁,reinigen
963,waschen::V,洗,waschen
964,abwischen::V,擦掉,abwischen
965,spülen::V,清洗,spülen
966,fegen::V,扫,fegen
967,kehren::V,打扫,kehren
968,baden::V,给...洗澡,baden
969,sich waschen::V,洗澡,sich waschen
970,ausziehen::V,脱,ausziehen
971,anziehen::V,穿,anziehen
972,sich anziehen::V,穿衣,sich anziehen
973,kämmen::V,梳,kämmen
974,schmücken::V,装饰,schmücken
975,sagen::V,说,sagen
976,sprechen::V,说,sprechen
977,reden::V,讲,reden
978,sich unterhalten::V,聊天,sich unterhalten
979,fragen::V,问,fragen
980,bitten::V,请,bitten
981,erzählen::V,叙述,erzählen
982,mitteilen::V,通知,mitteilen
983,nennen::V,叫做,nennen
984,rufen::V,叫,rufen
985,prahlen::V,吹牛,prahlen
986,übersetzen::V,翻译,übersetzen
987,denken::V,想,denken
988,glauben::V,以为,glauben
989,bemerken::V,发觉,bemerken
990,erkennen::V,识别,erkennen
991,begreifen::V,理解,begreifen
992,verstehen::V,明白,verstehen
993,lernen::V,学,lernen
994,wissen::V,知道,wissen
995,sich erinnern an::V,回忆,sich erinnern an
996,vergessen::V,忘记,vergessen
997,messen::V,测量,messen
998,zählen::V,数,zählen
999,rechnen::V,计算,rechnen
1000,lesen::V,读,lesen
1001,malen::V,画,malen
1002,zeichnen::V,绘制,zeichnen
1003,schreiben::V,写,schreiben
1004,besitzen::V,占有,besitzen
1005,kaufen::V,买,kaufen
1006,verkaufen::V,卖,verkaufen
1007,bezahlen::V,付钱,bezahlen
1008,zahlen::V,支付,zahlen
1009,beherrschen::V,统治,beherrschen
1010,ertragen::V,忍耐,ertragen
1011,vergebens::ADV,,vergebens
1012,klirren::V,,klirren
1013,rauschen::V,,rauschen
1014,rühren::V,,rühren
1015,zubereiten::V,,zubereiten
