,Concept_ID,sl,be
254,Glück::N,sréča,шчасце
255,Kummer::N,gorjé,гора
256,Wunsch::N,žêlja,жаданне
257,Lust::N,poželênje,цяга
258,Geist::N,dúša,дух
259,Gedanke::N,mísel,думка
260,Gedächtnis::N,pámet,памяць
261,Sinn::N,pomèn,сэнс
262,Sinn::N,smísel,сэнс
263,Grund::N,vzròk,зачэпка
264,Wahrheit::N,resníca,праўда
265,Gespräch::N,pogóvor,размова
266,Märchen::N,právljica,казка
267,Erzählung::N,povést,расказ
268,Erzählung::N,povést,апавяданне
269,Nachricht::N,sporočílo,вестка
270,Nachricht::N,sporočílo,паведамленне
271,Neuigkeit::N,novóst,навіна
272,Name::N,imé,імя
273,Rätsel::N,ugánka,загадка
274,Rede::N,góvor,прамова
275,Sprache::N,jêzik,мова
276,Stimme::N,glás,голас
277,Wort::N,beséda,слова
278,Zeichen::N,znák,знак
279,Ruf::N,klíc,кліч
280,Lärm::N,hrúp,шум
281,Lärm::N,trúšč,шум
282,Laut::N,glás,гук
283,Ton::N,tón,гучанне
284,Lied::N,pésem,песня
285,Ruhe::N,pokòj,спакой
286,Leute::N,ljudjé,людзі
287,Volk::N,národ,народ
288,Arbeit::N,délo,праца
289,Arbeit::N,délo,работа
290,Gast::N,gòst,госць
291,Geschenk::N,darílo,падарунак
292,Spiel::N,ígra,гульня
293,Gesellschaft::N,drúžba,таварыства
294,Hilfe::N,pomóč,дапамога
295,Freund::N,prijátelj,друг
296,Freund::N,prijátelj,сябар
297,Kamerad::N,továriš,прыяцель
298,Angelegenheit::N,zadéva,справа
299,Anzahl::N,števílo,колькасць
300,Art::N,vŕsta,від
301,Stück::N,kós,кусок
302,Stück::N,kós,кавалак
303,Teil::N,dél,частка
304,Hälfte::N,polovíca,палова
305,Hälfte::N,polovíca,палавіна
306,Kreis::N,króg,круг
307,Kreis::N,kolobár,круг
308,Kreuz::N,kríž,крыж
309,Linie::N,próga,лінія
310,Strich::N,čŕta,рыса
311,Abstand::N,preslédek,прамежак
312,Entfernung::N,oddáljenost,адлегласць
313,Gegend::N,kràj,мясцовасць
314,Gegend::N,dežêla,мясцовасць
315,Platz::N,prôstor,месца
316,Ort::N,mésto,месца
317,Seite::N,bòk,бок
318,Seite::N,strán,бок
319,Mitte::N,sredína,сярэдзіна
320,Gegenstand::N,prédmet,прадмет
321,Sache::N,réč,рэч
322,Sache::N,stvár,рэч
323,Rand::N,kràj,край
324,Kante::N,rób,руб
325,Kante::N,rób,кант
326,Ecke::N,vogál,вугал
327,Spitze::N,óst,кончык
328,Ende::N,kônec,канец
329,Loch::N,lúknja,дзірка
330,Winkel::N,kót,вугал
331,Muster::N,vzórec,узор
332,Größe::N,veličína,памер
333,Länge::N,dolžína,даўжыня
334,Höhe::N,vršína,вышыня
335,Gewicht::N,téža,вага
336,Menge::N,količína,колькасць
337,Haufen::N,kùp,куча
338,Haufen::N,kopíca,куча
339,Reihe::N,níz,рад
340,Reihe::N,vŕsta,рад
341,Boot::N,čóln,лодка
342,Ruder::N,vêslo,вясло
343,Schlitten::N,saní,сані
344,Ski::N,smučí,лыжа
345,Lagerfeuer::N,táborni ôgenj,вогнішча
346,Last::N,tôvor,цяжар
347,Gang::N,hòd,ход
348,Schritt::N,korák,шаг
349,Schritt::N,korák,крок
350,Norden::N,séver,поўнач
351,Süden::N,júg,поўдзень
352,Westen::N,zapàd,захад
353,Osten::N,vzhòd,усход
354,Holz::N,lés,дрэва
355,Holz::N,lés,драўніна
356,Brett::N,deskà,дошка
357,Platte::N,plôča,пліта
358,Stütze::N,opóra,падпорка
359,Stütze::N,zaslómba,падпорка
360,Stange::N,gréd,жэрдка
361,Stock::N,pálica,палка
362,Stab::N,pálica,шост
363,Rohr::N,cév,труба
364,Haus::N,híša,дом
365,Heim::N,dóm,дом
366,Heim::N,dóm,хата
367,Ofen::N,péč,печ
368,Fußboden::N,pòd,падлога
369,Tisch::N,míza,стол
370,Stuhl::N,stòl,стул
371,Stuhl::N,stòl,крэсла
372,Wiege::N,zíbel,калыска
373,Bett::N,póstelja,ложак
374,Bett::N,póstelja,пасцель
375,Regal::N,políca,паліца
376,Kiste::N,zabòj,скрынка
377,Fenster::N,ôkno,акно
378,Tür::N,vráta,дзверы
379,Tor::N,velíka vráta,вароты
380,Zaun::N,ográja,агароджа
381,Dach::N,stréha,дах
382,Leiter::N,léstev,лесвіца
383,Besen::N,mêtla,мятла
384,Spaten::N,lopáta,лапата
385,Spaten::N,lopáta,жалязняк
386,Schaufel::N,lopáta,шуфлік
387,Schaufel::N,lopáta,лапатка
388,Gabel::N,vílice,відэлец
389,Löffel::N,žlíca,лыжка
390,Messer::N,nòž,нож
391,Nagel::N,žebèlj,цвік
392,Netz::N,mréža,сетка
393,Haken::N,kljúka,крук
394,Griff::N,ročáj,ручка
395,Griff::N,oprijèm,ручка
396,Schloss::N,ključávnica,замок
397,Bild::N,slíka,карціна
398,Figur::N,figúra,фігура
399,Figur::N,postáva,фігура
400,Puppe::N,lútka,лялька
401,Beutel::N,môšnja,мяшок
402,Bündel::N,cúla,вязка
403,Bündel::N,svéženj,вязка
404,Tasche::N,tórba,торба
405,Tasche::N,tobôlec,торба
406,Eimer::N,vêdro,вядро
407,Deckel::N,pokròv,накрыўка
408,Deckel::N,poklópec,накрыўка
409,Geschirr::N,posóda,пасуда
410,Sack::N,vréča,мех
411,Tasse::N,skodélica,кубак
412,Topf::N,lônec,каструля
413,Kessel::N,kôtel,кацёл
414,Essen::N,hrána,ежа
415,Nahrung::N,živílo,харч
416,Speise::N,jéd,страва
417,Fleisch::N,mesó,мяса
418,Getreide::N,žíto,збожжа
419,Brei::N,káša,каша
420,Brot::N,krùh,хлеб
421,Scheibe::N,réženj,луста
422,Scheibe::N,réženj,скібка
423,Fett::N,mást,тлушч
424,Fett::N,maščôba,тлушч
425,Butter::N,máslo,масла
426,Öl::N,ólje,алей
427,Salz::N,sól,соль
428,Suppe::N,júha,суп
429,Honig::N,méd,мёд
430,Milch::N,mléko,малако
431,Tee::N,čáj,чай
432,Tee::N,čáj,гарбата
433,Leder::N,úsnje,скура
434,Wolle::N,vólna,воўна
435,Stoff::N,blagó,тканіна
436,Nadel::N,ígla,іголка
437,Faden::N,nít,нітка
438,Knopf::N,gúmb,гузік
439,Knoten::N,vôzel,вузел
440,Farbe::N,bárva,фарба
441,Kleidung::N,obléka,адзенне
442,Hemd::N,srájca,кашуля
443,Kragen::N,ovrátnik,каўнер
444,Ärmel::N,rokáv,рукаў
445,Hose::N,hláče,штаны
446,Gürtel::N,pás,пояс
447,Mütze::N,kápa,шапка
448,Mütze::N,čépica,шапка
449,Schuh::N,čévelj,чаравік
450,Stiefel::N,škórenj,бот
451,Ring::N,pŕstan,кольца
452,Band::N,trák,стужка
453,Kamm::N,glavník,расчоска
454,Spiegel::N,zrcálo,люстра
455,Spiegel::N,ogledálo,люстра
456,Riemen::N,jêrmen,рэмень
457,Schnur::N,vŕvca,вяроўка
458,Leine::N,konôpec,павадок
459,Decke::N,odéja,коўдра
460,Kissen::N,blazína,падушка
461,Tuch::N,pŕt,хустка
462,Tuch::N,rúta,хустка
463,Handtuch::N,brisáča,ручнік
464,Kraft::N,síla,сіла
465,Stärke::N,jákost,моц
466,Gesundheit::N,zdrávje,здароўе
467,Krankheit::N,bolézen,хвароба
468,Schmerz::N,ból,боль
469,Schmerz::N,bolečína,боль
470,Wunde::N,rána,рана
471,Fieber::N,vročína,гарачка
472,Fieber::N,vročína,ліхаманка
473,Arznei::N,lék,лекі
474,Arznei::N,zdravílo,лекі
475,Brücke::N,móst,мост
476,Brunnen::N,vodnják,калодзеж
477,Weide::N,páša,паша
478,Pfad::N,stezà,сцежка
479,Weg::N,pót,шлях
480,Weg::N,pót,дарога
481,Straße::N,césta,вуліца
482,Dorf::N,vás,вёска
483,Stadt::N,mésto,горад
484,Brief::N,písmo,ліст
485,Brief::N,písmo,пісьмо
486,Buch::N,knjíga,кніга
487,Buchstabe::N,čŕka,літара
488,Zeitung::N,čásnik,газета
489,Leben::N,življênje,жыццё
490,Tod::N,smŕt,смерць
491,Grab::N,gròb,магіла
492,Kirche::N,cérkev,касцёл
493,Kirche::N,cérkev,царква
494,Sünde::N,gréh,грэх
495,Gott::N,bóg,бог
496,Arbeiter::N,délavec,рабочы
497,Chef::N,šéf,начальнік
498,Meister::N,mójster,майстар
499,Arzt::N,zdravník,урач
500,Lehrer::N,učítelj,настаўнік
501,Geld::N,denár,грошы
502,Geschäft::N,kupčíja,заняцце
503,Laden::N,trgovína,крама
504,Laden::N,trgovína,магазін
505,Preis::N,céna,цана
506,Ware::N,róba,тавар
507,Nutzen::N,príd,выгада
508,Reichtum::N,bogástvo,багацце
509,Welt::N,svét,свет
510,Land::N,dežêla,краіна
511,Staat::N,držáva,дзяржава
512,König::N,králj,кароль
513,Macht::N,oblást,улада
514,Grenze::N,mêja,граніца
515,Krieg::N,vôjna,вайна
516,Feind::N,sovrážnik,вораг
517,Gewalt::N,nasílje,насілле
518,Kampf::N,bòj,барацьба
519,Kampf::N,bórba,барацьба
520,Bogen[Waffe]::N,lók,лук
521,Pfeil::N,puščíca,страла
522,Gewehr::N,púška,ружжо
523,Fehler::N,zmóta,памылка
524,Lüge::N,láž,хлусня
525,Schaden::N,okvára,шкода
526,Unglück::N,nesréča,ліха
527,Unglück::N,nesréča,бядота
528,Schuld::N,krívda,віна
529,Alter::N,dôba,узрост
530,Schluss::N,kônec,канец
531,Zeit::N,čàs,час
532,Tag::N,dán,дзень
533,Morgen::N,jútro,ранак
534,Morgen::N,jútro,раніца
535,Mittag::N,póldan,паўдня
536,Mittag::N,póldan,поўдзень
537,Abend::N,večér,вечар
538,Nacht::N,nóč,ноч
539,Woche::N,téden,тыдзень
540,Monat::N,mésec,месяц
541,Jahr::N,léto,год
542,Frühling::N,pomlád,вясна
543,Sommer::N,polétje,лета
544,Herbst::N,jesén,восень
545,Winter::N,zíma,зіма
546,Januar::N,jánuar,студзень
547,Februar::N,fébruar,люты
548,März::N,márec,сакавік
549,April::N,apríl,красавік
550,Mai::N,máj,май
551,Mai::N,máj,травень
552,Juni::N,júnij,чэрвень
553,Juli::N,júlij,ліпень
554,August::N,avgúst,жнівень
555,September::N,septêmber,верасень
556,Oktober::N,október,кастрычнік
557,November::N,novêmber,лістапад
558,Dezember::N,decémber,снежань
559,Montag::N,ponedéljek,панядзелак
560,Dienstag::N,tôrek,аўторак
561,Mittwoch::N,sréda,серада
562,Donnerstag::N,četŕtek,чацвер
563,Freitag::N,pétek,пятніца
564,Samstag::N,sobóta,субота
565,Sonntag::N,nedélja,нядзеля
566,groß::A,vêlik,вялікі
567,klein::A,májhen,маленькі
568,lang::A,dólg,доўгі
569,kurz::A,krátek,кароткі
570,breit::A,širòk,шырокі
571,schmal::A,ózek,вузкі
572,dicht::A,góst,густы
573,dick[Gegenstand]::A,dêbel,тоўсты
574,dünn::A,tánek,тонкі
575,fein::A,drôben,тонкі
576,fest::A,tŕden,моцны
577,flach::A,plán,плоскі
578,flach::A,plòsk,плоскі
579,glatt::A,gládek,гладкі
580,hart::A,tŕd,цвёрды
581,weich::A,mehák,мяккі
582,rund::A,okrógel,круглы
583,spitz::A,šílast,спічасты
584,spitz::A,šílast,востраканцовы
585,scharf::A,óster,востры
586,stumpf::A,tóp,тупы
587,stumpf::A,skŕhan,тупы
588,schwer::A,têžek,цяжкі
589,schön::A,lép,прыгожы
590,schön::A,krásen,прыгожы
591,heiß::A,vròč,гарачы
592,warm::A,tôpel,цёплы
593,kalt::A,mŕzel,холадны
594,kalt::A,hláden,холадны
595,kühl::A,hláden,халаднаваты
596,frisch::A,svéž,свежы
597,feucht::A,vlážen,вільготны
598,nass::A,móker,мокры
599,trocken::A,súh,сухі
600,voll::A,póln,поўны
601,leer::A,prázen,пусты
602,offen::A,odpŕt,адкрыты
603,offen::A,odpŕt,адчынены
604,geschlossen::A,zapŕt,закрыты
605,geschlossen::A,zapŕt,зачынены
606,sauber::A,číst,чысты
607,sauber::A,líčen,чысты
608,schmutzig::A,umázan,брудны
609,roh::A,suròv,сыры
610,reif::A,zrèl,спелы
611,lecker::A,okúsen,смачны
612,süß::A,sládek,салодкі
613,bitter::A,grenák,горкі
614,sauer::A,kísel,кіслы
615,hell::A,svetèl,светлы
616,dunkel::A,temèn,цёмны
617,schwarz::A,čŕn,чорны
618,weiß::A,bél,белы
619,rot::A,rdèč,чырвоны
620,gelb::A,žólt,жоўты
621,gelb::A,rumèn,жоўты
622,blau::A,móder,сіні
623,grün::A,zelèn,зялёны
624,grau::A,sív,шэры
625,bunt::A,písan,пяресты
626,billig::A,pocéni,танны
627,teuer::A,drág,дарагі
628,wertvoll::A,dragocén,цэнны
629,wertvoll::A,dragocén,каштоўны
630,blind::A,slép,сляпы
631,taub::A,glúh,глухі
632,kräftig::A,močán,магутны
633,stark::A,ják,сільны
634,schwach::A,šíbek,слабы
635,fett::A,dêbel,тлусты
636,schlank::A,vítek,стройны
637,hübsch::A,lép,чароўны
638,böse::A,zèl,злы
639,böse::A,hudôben,злы
640,dumm::A,glúp,дурны
641,dumm::A,bédast,дурны
642,faul::A,lén,лянівы
643,fleißig::A,marljív,руплівы
644,geizig::A,škŕt,прагны
645,klug::A,pámeten,разумны
646,geschickt::A,spréten,умелы
647,lieb::A,míl,мілы
648,lieb::A,ljúb,мілы
649,lustig::A,vesél,вясёлы
650,sanft::A,láhek,ласкавы
651,hungrig::A,láčen,галодны
652,krank::A,bolán,хворы
653,nackt::A,nág,голы
654,traurig::A,túžen,сумны
655,lebendig::A,žív,жывы
656,gut::A,dóber,добры
657,schlecht::A,malopríden,кепскі
658,richtig::A,pravílen,правільны
659,schlimm::A,húd,агідны
660,wahr::A,resníčen,сапраўдны
661,alt::A,stàr,стары
662,neu::A,nòv,новы
663,ehemalig::A,nekdánji,былы
664,alt[Lebewesen]::A,stàr,стары
665,jung::A,mlád,малады
666,arm::A,ubóg,бедны
667,arm::A,réven,бедны
668,reich::A,bogàt,багаты
669,bekannt::A,znán,знаёмы
670,berühmt::A,sláven,славуты
671,berühmt::A,znamenít,славуты
672,fremd::A,túj,чужы
673,verschieden::A,razlíčen,розны
674,nah::A,blížnji,блізкі
675,fern::A,dáleč,далёкі
676,linker::A,lévi,левы
677,rechter::A,désni,правы
678,anderer::A,drúgi,іншы
679,anderer::A,drúgi,другі
680,erster::A,pŕvi,першы
681,zweiter::A,drúgi,другі
682,dritter::A,trétji,трэці
683,letzter::A,poslédnji,апошні
684,allein::ADV,sám,сам
685,allein::ADV,sám,адзін
686,auf einmal::ADV,obênem,адразу
687,zusammen::ADV,skúpaj,разам
688,lange::ADV,dólgo,доўга
689,plötzlich::ADV,náglo,раптам
690,plötzlich::ADV,nenádoma,раптам
691,sofort::ADV,prècej,зараз
692,später::ADV,poznêje,пазней
693,jetzt::ADV,zdàj,цяпер
694,heute::ADV,dánes,сёння
695,morgen::ADV,jútri,заўтра
696,bald::ADV,kmálu,хутка
697,bald::ADV,kmálu,неўзабаве
698,dann::ADV,nató,потым
699,gestern::ADV,včéraj,учора
700,einst::ADV,nékdaj,аднойчы
701,damals::ADV,tedàj,тады
702,damals::ADV,takràt,тады
703,danach::ADV,potèm,затым
704,vorher::ADV,poprèj,раней
705,zuerst::ADV,spŕva,спярша
706,zuerst::ADV,spŕva,спачатку
707,einmal::ADV,ênkrat,адзін раз
708,manchmal::ADV,včásih,часам
709,oft::ADV,pogósto,часта
710,immer::ADV,védno,заўсёды
711,immer::ADV,zméraj,заўсёды
712,niemals::ADV,nikdàr,ніколі
713,hier::ADV,tù,тут
714,hier::ADV,túkaj,тут
715,hierhin::ADV,sèmkaj,сюды
716,von hier::ADV,od tú,адсюль
717,von hier::ADV,od tú,адгэтуль
718,dort::ADV,tàm,там
719,dorthin::ADV,tjà,туды
720,geradeaus::ADV,rávno napréj,прама
721,vorwärts::ADV,napréj,наперад
722,rückwärts::ADV,zádaj,назад
723,zurück::ADV,nazáj,назад
724,unten::ADV,dôli,унізе
725,unten::ADV,spôdaj,унізе
726,hinab::ADV,dôl,уніз
727,oben::ADV,gôri,угары
728,oben::ADV,gôri,наверсе
729,oben::ADV,zgôraj,угары
730,oben::ADV,zgôraj,наверсе
731,hinauf::ADV,gôr,угару
732,überall::ADV,povsód,усюды
733,nicht::ADV,ne,не
734,ein wenig::ADV,málo,трошкі
735,kaum::ADV,kómaj,ледзьве
736,sehr::ADV,zeló,вельмі
737,so::ADV,takó,так
738,noch::ADV,še,яшчэ
739,nur::ADV,samó,толькі
740,schon::ADV,žè,ужо
741,wieder::ADV,spét,зноў
742,vergebens::ADV,zamàn,дарма
743,vergebens::ADV,zamàn,дарэмна
744,vergebens::ADV,zastónj,дарма
745,vergebens::ADV,zastónj,дарэмна
746,vor::PRP,pred,перад
747,hinter::PRP,za,за
748,hinter::PRP,za,ззаду
749,unter::PRP,pod,пад
750,durch::PRP,skózi,праз
751,neben::PRP,kràj,каля
752,neben::PRP,póleg,каля
753,zwischen::PRP,med,між
754,zwischen::PRP,med,паміж
755,zwischen::PRP,izmed,між
756,zwischen::PRP,izmed,паміж
757,wegen::PRP,zarádi,з-за
758,dies::PRN,tó,гэта
759,das::PRN,tó,тое
760,alles::PRN,vsè,усё
761,ich::PRN,jàz,я
762,du::PRN,tí,ты
763,er::PRN,òn,ён
764,wir::PRN,mí,мы
765,ihr::PRN,ví,вы
766,sie::PRN,ôni,яны
767,was::FPRN,káj,што
768,wer::FPRN,kdó,хто
769,wo::FADV,kjé,дзе
770,wohin::FADV,kám,куды
771,wie::FADV,kakó,як
772,warum::FADV,zakáj,чаму
773,wieviel::FNUM,kóliko,колькі
774,eins::NUM,êden,адзін
775,zwei::NUM,dvá,два
776,drei::NUM,trí,тры
777,vier::NUM,štíri,чатыры
778,fünf::NUM,pét,пяць
779,sechs::NUM,šést,шесць
780,sieben::NUM,sédem,сем
781,acht::NUM,ósem,восем
782,neun::NUM,devét,дзевяць
783,zehn::NUM,desét,дзесяць
784,elf::NUM,enájst,адзінаццаць
785,zwölf::NUM,dvánajst,дванаццаць
786,zwanzig::NUM,dvájset,дваццаць
787,dreißig::NUM,trídeset,трыццаць
788,vierzig::NUM,štírideset,сорак
789,fünfzig::NUM,pétdeset,пядзесят
790,sechzig::NUM,šéstdeset,шесдзесят
791,siebzig::NUM,sédemdeset,семдзесят
792,achtzig::NUM,ósemdeset,восемдзесят
793,neunzig::NUM,devétdeset,дзевяноста
794,hundert::NUM,stó,сто
795,tausend::NUM,tísoč,тысяча
796,und::CNJ,in,і
797,und::CNJ,in,ды
798,oder::CNJ,áli,або
799,stehen::V,státi,стаяць
800,sitzen::V,sedéti,сядзець
801,liegen::V,ležáti,ляжаць
802,hängen::V,viséti,вісець
803,werden::V,postáti,стаць
804,werden::V,postáti,зрабіцца
805,passieren::V,zgodíti se,трапіцца
806,beginnen::V,začéti se,пачацца
807,enden::V,končáti se,кончыцца
808,wechseln::V,ménjati se,мяняцца
809,aufgehen[Sonne]::V,vzíti,узысці
