,Concept_ID,zh,tt
842,hinfallen::V,跌倒,егылу
843,laufen::V,步行,җәяүләү
844,schreiten::V,迈步,атлау
845,spazierengehen::V,散步,йөрү
846,spazierengehen::V,散步,йөргенү
847,eilen::V,急忙,ашыгу
848,sich beeilen::V,赶快,ашыгу
849,sich beeilen::V,赶快,кызулау
850,sausen::V,疾驰,җилдерү
851,rennen::V,奔跑,йөгерү
852,springen::V,跳,сикерү
853,klettern::V,攀缘,үрмәләү
854,schaukeln::V,荡秋千,атыну
855,kriechen::V,爬行,шуышу
856,kriechen::V,爬行,үрмәләү
857,schwimmen::V,游泳,йөзү
858,tauchen::V,潜水,чуму
859,rudern::V,划船,ишү
860,fahren::V,行驶,бару
861,fliegen::V,飞,очу
862,gehen::V,走,йөрү
863,weggehen::V,离去,китү
864,abfahren::V,出发,кузгалу
865,anhalten::V,停住,тукталу
866,hineingehen::V,进去,инү
867,eintreten::V,进入,инү
868,kommen::V,来,килү
869,ankommen::V,到达,бару
870,zurückkommen::V,回来,кире кайту
871,bleiben::V,停留,калу
872,warten::V,等,көтү
873,erwarten::V,等候,көтү
874,suchen::V,找,эзләү
875,finden::V,找到,табу
876,versuchen::V,尝试,маташу
877,vorbereiten::V,预备,хәзерләү
878,lieben::V,爱,сөю
879,lieben::V,爱,ярату
880,mögen::V,喜欢,өнәү
881,lachen::V,笑,көлү
882,weinen::V,哭,елау
883,schimpfen::V,骂,сүгү
884,schimpfen::V,骂,сүгенү
885,sich ärgern::V,生气,ачулану
886,sich fürchten::V,害怕,курку
887,fürchten::V,害怕,калтырау
888,fürchten::V,害怕,калтырану
889,fliehen::V,逃走,арка бирү
890,flüchten::V,逃跑,качу
891,sehen::V,看,күрү
892,anschauen::V,注视,карау
893,ansehen::V,注视,карау
894,ansehen::V,注视,күзәтү
895,hören::V,听,ишетү
896,zuhören::V,倾听,тыңлау
897,probieren::V,尝,тату
898,riechen::V,闻,иснәү
899,fühlen::V,感到,тою
900,fühlen::V,感到,сизү
901,scheinen::V,照耀,күренү
902,zu sehen sein::V,可以看到,күренү
903,vernehmen::V,审讯,ишетү
904,frieren::V,觉得冷,өшү
905,frieren::V,觉得冷,күшегү
906,tun::V,作,итү
907,können::V,能,алу
908,wollen::V,要,теләү
909,anfangen::V,开始,керешү
910,beenden::V,结束,бетерү
911,beenden::V,结束,тәмамлау
912,aufhören::V,停止,бетү
913,gelingen::V,成功,уңу
914,geraten::V,陷于,сабышу
915,öffnen::V,打开,ачу
916,schließen::V,关,ябу
917,stellen::V,放,кую
918,setzen::V,放,утырту
919,legen::V,摆,яткыру
920,berühren::V,触,тию
921,verbinden::V,联结,ялгау
922,bedecken::V,覆盖,өрту
923,bedecken::V,覆盖,каплау
924,bedecken::V,覆盖,томалау
925,aufhängen::V,挂,асу
926,anzünden::V,点,кабызу
927,aufheben::V,拾起,күтәрү
928,zurücklassen::V,遗留,калдыру
929,verlieren::V,丧失,югалту
930,fallen lassen::V,让掉下,төшерү
931,machen::V,做,ясау
932,machen::V,做,эшләү
933,herstellen::V,生产,ясау
934,bauen::V,建造,кору
935,reparieren::V,修理,төзәтү
936,verbessern::V,改进,яхшырту
937,ändern::V,改变,үзгәртү
938,graben::V,挖,казу
939,beugen::V,弯下,ию
940,biegen::V,弯,бөгү
941,drehen::V,转动,бору
942,drehen::V,转动,бөтерү
943,wenden::V,转动,бору
944,umdrehen::V,转动,түнтәрү
945,heben::V,举起,күтәрү
946,hochheben::V,抬高,күтәрү
947,ergreifen::V,抓住,эләктерү
948,halten::V,拿着,тоту
949,drücken::V,压,кысу
950,schieben::V,推,кузгату
951,kratzen::V,搔,тырнау
952,lecken::V,舔,ялау
953,beißen::V,咬,тешләү
954,abreißen::V,撕下,өзү
955,abschneiden::V,切断,кыю
956,abschneiden::V,切断,кисү
957,binden::V,捆,бәйләү
958,stecken::V,插,төртү
959,stecken::V,插,тыгу
960,brechen::V,断裂,сындыру
961,klopfen::V,敲,шаку
962,klopfen::V,敲,шакылдау
963,hauen::V,揍,кыйнау
964,kleben::V,粘,ябыштыру
965,reiben::V,摩擦,ышку
966,streichen::V,涂,ягу
967,schleifen::V,拖曳,кайрау
968,schneiden::V,切,кисү
969,rütteln::V,颠簸,селкетү
970,schütteln::V,摇动,селкетү
971,schwenken::V,摇动,болгау
972,schütten::V,倒,кою
973,füllen::V,填满,тутыру
974,einwickeln::V,包,төрү
975,tragen::V,提,ташу
976,schleppen::V,扛,сөйрәү
977,schleppen::V,扛,өстерәү
978,ziehen::V,拉,тарту
979,aufbewahren::V,保存,саклау
980,werfen::V,扔,ыргыту
981,fangen::V,捕捉,тоту
982,packen::V,抓住,эләктерү
983,verstecken::V,藏,яшерү
984,teilen::V,分,бүлү
985,schicken::V,派遣,җибәрү
986,bringen::V,带来,китерү
987,hinzufügen::V,添加,өстәү
988,bekommen::V,得到,алу
989,erhalten::V,接到,алу
990,nehmen::V,拿,алу
991,wählen::V,挑选,сайлау
992,auswählen::V,选择,сайлау
993,bewahren::V,保持,саклау
994,behindern::V,防碍,комачаулау
995,verderben::V,败坏,бозу
996,beschädigen::V,损坏,бозу
997,zerbrechen::V,破碎,вату
998,zerreißen::V,撕碎,өзү
999,zerreißen::V,撕碎,ерту
1000,zerstören::V,毁坏,җимерү
1001,verbrennen::V,燃烧,яндыру
1002,verbrennen::V,燃烧,көйдерү
1003,geben::V,给,бирү
1004,reichen::V,递给,тапшыру
1005,schenken::V,赠送,бүләкләү
1006,versprechen::V,许诺,вәгъдә бирү
1007,wünschen::V,祝,котлау
1008,loben::V,表扬,мактау
1009,küssen::V,亲,үбү
1010,wiegen::V,轻摇,тирбәтү
1011,zudecken::V,盖上,ябу
1012,zudecken::V,盖上,бөркәү
1013,wecken::V,唤起,уяту
1014,zeigen::V,指,күрсәтү
1015,führen::V,带领,йөртү
1016,lehren::V,教,өйрәтү
1017,unterrichten::V,讲课,укыту
1018,aufziehen::V,抚养,асрау
1019,leiten::V,领导,җитәкләү
1020,antreiben::V,催促,куалау
1021,antreiben::V,催促,әйдәләү
1022,antreiben::V,催促,ашыктыру
1023,lassen::V,让,мәҗбүр итү
1024,einladen::V,邀请,чакыру
1025,vereinigen::V,统一,берләштерү
1026,besuchen::V,参观,керешү
1027,treffen::V,会面,очрату
1028,sich versammeln::V,聚集,җыелышу
1029,spielen::V,玩,уйнау
1030,singen::V,唱歌,җырлау
1031,tanzen::V,跳舞,бию
1032,sich trennen::V,分别,аерылу
1033,sich trennen::V,分别,ташлашу
1034,verlassen::V,离开,ташлау
1035,verlassen::V,离开,калдыру
1036,retten::V,救,коткару
1037,bewachen::V,守卫,каравыллау
1038,schützen::V,保护,ышыклау
1039,verteidigen::V,保卫,яклау
1040,verteidigen::V,保卫,саклау
1041,sich schlagen::V,打架,сугышу
1042,schießen::V,射击,ату
1043,siegen::V,获胜,җиңү
1044,ärgern::V,激怒,ачуландыру
1045,schlagen::V,打,ору
1046,schlagen::V,打,бәрү
1047,schlagen::V,打,тукмау
1048,treten::V,踢,тибү
1049,stechen::V,刺,кадау
1050,stoßen::V,撞,этү
1051,stehlen::V,盗窃,урлау
1052,stören::V,干扰,комачаулау
1053,belästigen::V,打搅,борчу
1054,belästigen::V,打搅,билмазалау
1055,verbergen::V,隐藏,яшерү
1056,täuschen::V,欺骗,алдату
1057,betrügen::V,欺骗,хәрәмләшү
1058,töten::V,杀,үтерү
1059,wohnen::V,居住,яшәү
1060,arbeiten::V,工作,эшләү
1061,sammeln::V,收集,туплау
1062,pflücken::V,采,өзү
1063,jagen::V,打猎,аулау
1064,fischen::V,捕鱼,балык тоту
1065,fassen::V,捉住,тоту
1066,hüten::V,守护,көтү
1067,treiben::V,漂,куалау
1068,anbinden::V,拴,бәйләү
1069,füttern::V,喂,туйдыру
1070,melken::V,挤奶,саву
1071,hacken::V,剁细,чабу
1072,gießen::V,浇,сугару
1073,reifen::V,成熟,җитешү
1074,kochen::V,煮,пешерү
1075,kochen::V,煮,кайнату
1076,backen::V,烤,пешерү
1077,braten::V,煎,куыру
1078,braten::V,煎,кыздыру
1079,umrühren::V,搅拌,бутау
1080,umrühren::V,搅拌,болгату
1081,stricken::V,织,бәйләү
1082,nähen::V,缝,тегү
1083,färben::V,染色,ману
1084,reinigen::V,清洁,чистарту
1085,waschen::V,洗,юу
1086,abwischen::V,擦掉,сөртү
1087,spülen::V,清洗,чайкау
1088,fegen::V,扫,себерү
1089,kehren::V,打扫,себерү
1090,baden::V,给...洗澡,коену
1091,sich waschen::V,洗澡,юыну
1092,ausziehen::V,脱,чишенү
1093,anziehen::V,穿,кию
1094,sich anziehen::V,穿衣,киенү
1095,kämmen::V,梳,тарау
1096,schmücken::V,装饰,бизәү
1097,schmücken::V,装饰,бизәкләү
1098,sagen::V,说,дию
1099,sagen::V,说,әйтү
1100,sprechen::V,说,сөйләү
1101,sprechen::V,说,сөйләшү
1102,reden::V,讲,сөйләү
1103,sich unterhalten::V,聊天,сөйләшү
1104,fragen::V,问,сорау
1105,fragen::V,问,сорашу
1106,bitten::V,请,үтенү
1107,erzählen::V,叙述,сөйләү
1108,mitteilen::V,通知,белдерү
1109,nennen::V,叫做,дию
1110,rufen::V,叫,дәшү
1111,prahlen::V,吹牛,мактану
1112,prahlen::V,吹牛,шапырыну
1113,übersetzen::V,翻译,күчерү
1114,denken::V,想,уйлау
1115,glauben::V,以为,инану
1116,bemerken::V,发觉,искәрү
1117,erkennen::V,识别,тану
1118,begreifen::V,理解,аңлау
1119,begreifen::V,理解,төшенү
1120,verstehen::V,明白,аңлау
1121,verstehen::V,明白,төшенү
1122,lernen::V,学,уку
1123,lernen::V,学,өйрәнү
1124,wissen::V,知道,белү
1125,sich erinnern an::V,回忆,хәтерләү
1126,vergessen::V,忘记,оныту
1127,messen::V,测量,үлчәү
1128,zählen::V,数,санау
1129,rechnen::V,计算,исәпләү
1130,lesen::V,读,уку
1131,malen::V,画,рәсем ясау
1132,malen::V,画,сурәт ясау
1133,malen::V,画,сурәтләү
1134,zeichnen::V,绘制,язу-сызу
1135,zeichnen::V,绘制,сурәт ясау
1136,schreiben::V,写,язу
1137,besitzen::V,占有,биләү
1138,kaufen::V,买,алу
1139,verkaufen::V,卖,сату
1140,bezahlen::V,付钱,түләү
1141,zahlen::V,支付,түләү
1142,beherrschen::V,统治,ия булу
1143,ertragen::V,忍耐,чыдау
1144,vergebens::ADV,,юкка
1145,klirren::V,,чылтырау
1146,rauschen::V,,кыштырдау
1147,rühren::V,,дулкынландыру
1148,zubereiten::V,,пешеренү
