,Concept_ID,be,sl
811,untergehen[Sonne]::V,зайсці,zaíti
812,scheinen[Sonne]::V,свяціць,sijáti
813,donnern::V,грымець,grméti
814,wehen::V,дзьмуць,píhati
815,strömen::V,ліцца,líti
816,fließen::V,цячы,têči
817,sich drehen::V,круціцца,vrtéti se
818,sich drehen::V,варочацца,vrtéti se
819,schwanken::V,хістацца,kolébati
820,schwingen::V,гайдацца,níhati
821,schwingen::V,калыхацца,níhati
822,fallen::V,падаць,pádati
823,brennen::V,гарэць,goréti
824,rauchen::V,дымець,kadíti se
825,regnen::V,дажджыць,deževáti
826,gefrieren::V,замерзнуць,zmŕzniti
827,tauen::V,раставаць,tájati
828,schmelzen::V,плавіцца,kopnéti
829,trocknen::V,сохнуць,sušíti se
830,sieden::V,кіпець,kipéti
831,faulen::V,гнісці,gníti
832,verfaulen::V,згнісці,zgníti
833,reißen::V,ірвацца,tŕgati se
834,versinken::V,тануць,pogrézniti se
835,vergehen::V,праходзіць,miníti
836,erscheinen::V,зʼявіцца,pojáviti se
837,verschwinden::V,знікнуць,izgíniti
838,sinken::V,спадаць,péšati
839,abnehmen::V,паменшыцца,pojémati
840,zunehmen::V,павялічвацца,véčati se
841,zunehmen::V,павялічвацца,množíti se
842,steigen::V,паднімацца,dvígati se
843,wachsen::V,расці,rásti
844,glänzen::V,блішчаць,sijáti
845,funkeln::V,бліскаць,ískriti se
846,lärmen::V,шумець,ropotáti
847,lärmen::V,шумець,razgrájati
848,läuten::V,званіць,zvoníti
849,klingeln::V,званіць,zvončkljáti
850,klirren::V,бразгаць,žvenketáti
851,brausen::V,бушаваць,šuméti
852,rauschen::V,шастаць,šuštéti
853,rauschen::V,шастаць,šelestéti
854,klingen::V,гучаць,zvenéti
855,bellen::V,брахаць,lájati
856,heulen::V,выць,zavíjati
857,blasen::V,дзьмухнуць,píhniti
858,pfeifen::V,свістаць,pískati
859,pfeifen::V,свістаць,žvížgati
860,schreien::V,крычаць,kričáti
861,stöhnen::V,стагнаць,stókati
862,zittern::V,дрыжаць,drgetáti
863,leben::V,жыць,živéti
864,geboren werden::V,нарадзіцца,rodíti se
865,atmen::V,дыхаць,díhati
866,trinken::V,піць,píti
867,essen::V,есці,jésti
868,schlucken::V,глытаць,požírati
869,müde werden::V,стаміцца,péšati
870,müde werden::V,стаміцца,utrúditi se
871,einschlafen::V,заснуць,zaspáti
872,schlafen::V,спаць,spáti
873,aufwachen::V,рассыпацца,zbudíti se
874,aufstehen::V,устаць,vstáti
875,sich erholen::V,адпачываць,oddahníti se
876,krank werden::V,захварэць,oboléti
877,krank sein::V,хварэць,bíti bolán
878,schmerzen::V,балець,boléti
879,husten::V,кашляць,kášljati
880,genesen::V,паправіцца,okrévati
881,genesen::V,паздаравець,okrévati
882,sterben::V,памерці,umréti
883,umkommen::V,загінуць,pogíniti
884,sich bewegen::V,рухацца,zganíti se
885,sich rühren::V,варушыцца,premakníti se
886,sich erheben::V,устаць,vstájati
887,sich erheben::V,устаць,vzdígniti se
888,sich setzen::V,сесці,sésti
889,hinfallen::V,упасці,pásti dôl
890,laufen::V,хадзіць,hodíti
891,schreiten::V,шагаць,stópati
892,schreiten::V,крочыць,stópati
893,spazierengehen::V,гуляць,na sprehòd íti
894,eilen::V,спяшацца,drvéti
895,sich beeilen::V,спяшацца,hitéti
896,sausen::V,імчацца,dírkati
897,rennen::V,бегаць,dírjati
898,springen::V,скакаць,skákati
899,klettern::V,лазіць,plézati
900,schaukeln::V,гайдацца,kolébati
901,kriechen::V,поўзаць,pláziti se
902,schwimmen::V,плаваць,plávati
903,tauchen::V,ныраць,potápljati se
904,rudern::V,веславаць,vesláti
905,fahren::V,ехаць,vozíti se
906,fahren::V,ехаць,peljáti se
907,fliegen::V,лятаць,létati
908,gehen::V,ісці,íti
909,weggehen::V,пайсці,odíti
910,abfahren::V,адʼяжджаць,odpeljáti se
911,anhalten::V,спыніцца,ustáviti se
912,anhalten::V,затрымацца,ustáviti se
913,hineingehen::V,уваходзіць,íti nóter
914,eintreten::V,увайсці,vstopíti
915,kommen::V,прыйсці,príti
916,ankommen::V,прыбыць,prispéti
917,ankommen::V,прыбыць,prihájati
918,zurückkommen::V,вярнуцца,vrníti se
919,bleiben::V,застацца,ostáti
920,warten::V,чакаць,čákati
921,erwarten::V,чакаць,pričakováti
922,suchen::V,шукаць,iskáti
923,finden::V,знайсці,nájti
924,versuchen::V,прабаваць,poskúšati
925,vorbereiten::V,падрыхтаваць,pripráviti
926,lieben::V,кахаць,ljubíti
927,mögen::V,любіць,márati
928,lachen::V,смяяцца,smejáti se
929,rühren::V,расчуліць,ganíti
930,weinen::V,плакаць,jókati
931,weinen::V,плакаць,plákati
932,schimpfen::V,лаяцца,psováti
933,schimpfen::V,лаяцца,zmérjati
934,sich ärgern::V,сердаваць,jezíti se
935,sich fürchten::V,баяцца,báti se
936,fürchten::V,баяцца,báti se
937,fliehen::V,уцякаць,bežáti
938,flüchten::V,уцячы,pobégniti
939,sehen::V,бачыць,vídeti
940,anschauen::V,паглядзець,oglédati
941,ansehen::V,глядзець,glédati
942,hören::V,чуць,slíšati
943,zuhören::V,слухаць,poslúšati
944,probieren::V,каштаваць,poskúšati
945,riechen::V,нюхаць,dúhati
946,fühlen::V,адчуваць,čutíti
947,scheinen::V,здавацца,zdéti se
948,zu sehen sein::V,віднецца,vídeti se
949,vernehmen::V,пачуць,čúti
950,frieren::V,мёрзнуць,zébsti
951,tun::V,рабіць,délati
952,können::V,умець,môči
953,wollen::V,хацець,hotéti
954,anfangen::V,пачаць,začéti
955,beenden::V,закончыць,dokončáti
956,aufhören::V,перастаць,prenéhati
957,gelingen::V,удацца,uspéti
958,gelingen::V,удацца,posréčiti se
959,geraten::V,аказацца,obnêsti se
960,öffnen::V,адчыніць,odpréti
961,schließen::V,зачыніць,zapréti
962,stellen::V,паставіць,postáviti
963,setzen::V,пасадзіць,posadíti
964,legen::V,класці,položíti
965,berühren::V,чапаць,dotíkati se
966,verbinden::V,звязаць,obvézati
967,bedecken::V,накрыць,pokríti
968,aufhängen::V,павесіць,obésiti
969,anzünden::V,запаліць,zažgáti
970,aufheben::V,падняць,vzdígniti
971,zurücklassen::V,пакінуць,zapustíti
972,verlieren::V,згубіць,izgubíti
973,fallen lassen::V,упусціць,navréči
974,machen::V,зрабіць,naredíti
975,machen::V,зрабіць,napráviti
976,herstellen::V,вырабіць,izdélati
977,bauen::V,будаваць,gradíti
978,reparieren::V,правіць,popráviti
979,verbessern::V,палепшыць,izbóljšati
980,ändern::V,змяніць,spremeníti
981,graben::V,капаць,kopáti
982,graben::V,капаць,grêbsti
983,beugen::V,сагнуць,upogníti
984,biegen::V,пагнуць,zavíjati
985,drehen::V,вярцець,vrtéti
986,wenden::V,павярнуць,obrníti
987,umdrehen::V,перавярнуць,zasúkati
988,heben::V,падымаць,dvígati
989,hochheben::V,падняць,privzdígniti
990,ergreifen::V,схапіць,zgrábiti
991,ergreifen::V,схваціць,zgrábiti
992,halten::V,трымаць,držáti
993,drücken::V,націскаць,tiščáti
994,schieben::V,пхаць,ríniti
995,schieben::V,штурхаць,ríniti
996,kratzen::V,скрэбці,práskati
997,lecken::V,лізаць,lízati
998,beißen::V,кусаць,grísti
999,abreißen::V,адарваць,odtŕgati
1000,abschneiden::V,адрэзаць,odrézati
1001,binden::V,вязаць,vézati
1002,stecken::V,уваткнуць,vtakníti
1003,brechen::V,зламаць,lomíti
1004,klopfen::V,стукаць,tólči
1005,hauen::V,біць,séči
1006,kleben::V,клеіць,lépiti
1007,reiben::V,церці,tréti
1008,reiben::V,церці,dŕgniti
1009,streichen::V,намазаць,namázati
1010,schleifen::V,тачыць,brúsiti
1011,schneiden::V,рэзаць,rézati
1012,rütteln::V,хістаць,strésti
1013,schütteln::V,трэсці,majáti
1014,schwenken::V,махаць,obrníti
1015,schütten::V,наліць,sípati
1016,füllen::V,напоўніць,napolníti
1017,einwickeln::V,загарнуць,zavíti
1018,tragen::V,несці,nêsti
1019,schleppen::V,цягнуць,vláčiti
1020,ziehen::V,цягнуць,vléči
1021,aufbewahren::V,захоўваць,shranjeváti
1022,werfen::V,кідаць,lúčati
1023,fangen::V,лавіць,ujéti
1024,packen::V,схапіць,prijéti
1025,packen::V,схваціць,prijéti
1026,verstecken::V,схаваць,skríti
1027,teilen::V,раздзяліць,razdelíti
1028,schicken::V,пасылаць,pošíljati
1029,bringen::V,прынесці,prinêsti
1030,hinzufügen::V,дабавіць,pristáviti
1031,bekommen::V,дастаць,dobíti
1032,erhalten::V,атрымаць,prejéti
1033,nehmen::V,ўзяць,vzéti
1034,wählen::V,выбраць,izbírati
1035,auswählen::V,адабраць,izbráti
1036,bewahren::V,захаваць,ohraníti
1037,behindern::V,перашкаджаць,ovírati
1038,verderben::V,сапсаваць,pokváriti
1039,beschädigen::V,пашкодзіць,poškodováti
1040,zerbrechen::V,разбіць,razlomíti
1041,zerreißen::V,разадраць,raztŕgati
1042,zerstören::V,разбурыць,razrúšiti
1043,verbrennen::V,спаліць,sežgáti
1044,geben::V,даць,dáti
1045,reichen::V,перадаць,séči
1046,reichen::V,перадаць,molíti
1047,schenken::V,дарыць,podáriti
1048,versprechen::V,абяцаць,obljubíti
1049,wünschen::V,жадаць,vóščiti
1050,loben::V,хваліць,hváliti
1051,küssen::V,цалаваць,poljubováti
1052,wiegen::V,гушкаць,zíbati
1053,wiegen::V,калыхаць,zíbati
1054,zudecken::V,накрыць,pokríti
1055,wecken::V,пабудзіць,zbudíti
1056,zeigen::V,паказаць,pokázati
1057,führen::V,весці,vêsti
1058,lehren::V,вучыць,učíti
1059,unterrichten::V,выкладаць,poučeváti
1060,aufziehen::V,выхаваць,vzgojíti
1061,leiten::V,кіраваць,uprávljati
1062,antreiben::V,падганяць,goníti
1063,lassen::V,прымусіць,povzročíti
1064,einladen::V,запрасіць,povábiti
1065,vereinigen::V,абʼяднаць,zdrúžiti
1066,besuchen::V,наведаць,obiskáti
1067,treffen::V,сустрэць,pogodíti
1068,sich versammeln::V,сабрацца,zbráti se
1069,spielen::V,гуляць,igráti se
1070,singen::V,пець,péti
1071,singen::V,спяваць,péti
1072,tanzen::V,танцаваць,plésati
1073,sich trennen::V,расстацца,ločíti se
1074,verlassen::V,пакінуць,zapustíti
1075,retten::V,выратаваць,réšiti
1076,bewachen::V,ахоўваць,strážiti
1077,schützen::V,уберагаць,sčítiti
1078,verteidigen::V,абараніць,braníti
1079,sich schlagen::V,біцца,têpsti se
1080,sich schlagen::V,драцца,têpsti se
1081,schießen::V,страляць,stréljati
1082,siegen::V,перамагчы,zmágati
1083,ärgern::V,злаваць,jezíti
1084,ärgern::V,злаваць,razbúriti
1085,schlagen::V,ударыць,têpsti
1086,schlagen::V,ударыць,udáriti
1087,treten::V,штурхаць,teptáti
1088,stechen::V,укалоць,ubôsti
1089,stoßen::V,папхнуць,peháti
1090,stoßen::V,папхнуць,drégniti
1091,stehlen::V,украсці,ukrásti
1092,stehlen::V,украсці,pokrásti
1093,stören::V,перашкодзіць,motíti
1094,belästigen::V,дакучаць,nadlegováti
1095,verbergen::V,скрыць,skríti
1096,verbergen::V,схаваць,skríti
1097,täuschen::V,падмануць,slepíti
1098,betrügen::V,змахляваць,várati
1099,betrügen::V,змахляваць,ogoljufáti
1100,töten::V,забіць,ubíti
1101,wohnen::V,жыць,prebívati
1102,arbeiten::V,працаваць,délati
1103,sammeln::V,сабраць,zbráti
1104,pflücken::V,зрываць,obráti
1105,jagen::V,паляваць,lovíti
1106,fischen::V,рыбачыць,ribáriti
1107,fassen::V,злавіць,zajéti
1108,hüten::V,пасвіць,pásti
1109,treiben::V,гнаць,pogánjati
1110,anbinden::V,прывязаць,privézati
1111,füttern::V,карміць,kŕmiti
1112,melken::V,даіць,mólsti
1113,hacken::V,сячы,sékati
1114,gießen::V,паліць,ulíti
1115,reifen::V,паспець,zoréti
1116,zubereiten::V,зварыць,pripráviti
1117,zubereiten::V,згатаваць,pripráviti
1118,kochen::V,варыць,kúhati
1119,backen::V,пячы,cvréti
1120,braten::V,смажыць,pêči
1121,umrühren::V,перамяшаць,preméšati
1122,stricken::V,вязаць,plêsti
1123,nähen::V,шыць,šívati
1124,färben::V,пафарбаваць,bárvati
1125,reinigen::V,ачысціць,očístiti
1126,waschen::V,мыць,opráti
1127,abwischen::V,выцерці,obrísati
1128,spülen::V,паласкаць,splakováti
1129,fegen::V,падмятаць,pométati
1130,kehren::V,месці,mésti
1131,baden::V,купацца,kópati se
1132,sich waschen::V,мыцца,umíti se
1133,ausziehen::V,зняць,izvléči
1134,anziehen::V,надзець,obléči
1135,sich anziehen::V,адзецца,obléči se
1136,kämmen::V,прычасаць,česáti
1137,schmücken::V,аздобіць,okrasíti
1138,sagen::V,сказаць,dejáti
1139,sprechen::V,гаварыць,govoríti
1140,reden::V,размаўляць,rêči
1141,sich unterhalten::V,гутарыць,razgovárjati se
1142,fragen::V,спытаць,vprášati
1143,bitten::V,прасіць,prosíti
1144,erzählen::V,расказаць,práviti
1145,mitteilen::V,паведаміць,naznániti
1146,nennen::V,назваць,imenováti
1147,rufen::V,зваць,klícati
1148,prahlen::V,хваліцца,baháti se
1149,übersetzen::V,перакласці,prevêsti
1150,denken::V,думаць,mísliti
1151,glauben::V,верыць,verjéti
1152,bemerken::V,заўважыць,opáziti
1153,erkennen::V,пазнаць,spoznáti
1154,begreifen::V,спасцігнуць,pôjmiti
1155,verstehen::V,пачуць,razuméti
1156,lernen::V,вучыцца,učíti se
1157,wissen::V,знаць,znáti
1158,wissen::V,знаць,védeti
1159,sich erinnern an::V,памятаць,spómniti se
1160,vergessen::V,забыць,pozábiti
1161,messen::V,мераць,mériti
1162,zählen::V,лічыць,štéti
1163,rechnen::V,лічыць,račúnati
1164,lesen::V,чытаць,bráti
1165,lesen::V,чытаць,čítati
1166,malen::V,маляваць,slíkati
1167,zeichnen::V,рысаваць,rísati
1168,schreiben::V,пісаць,písati
1169,besitzen::V,мець,iméti
1170,kaufen::V,купіць,kupíti
1171,verkaufen::V,прадаць,prodáti
1172,bezahlen::V,заплаціць,pláčati
1173,zahlen::V,плаціць,plačeváti
1174,beherrschen::V,уладаць,obvládati
1175,beherrschen::V,валодаць,obvládati
1176,ertragen::V,выцерпець,prenêsti
