,Concept_ID,lv,lbe
88,Oberschenkel::N,ciska,жира
89,Oberschenkel::N,augšstilbs,жира
90,Bein::N,кок,ччан
91,Bein::N,kāja,ччан
92,Körper::N,туша,чурх
93,Körper::N,вывтыр,чурх
94,Körper::N,miesa,чурх
95,Körper::N,ķermenis,чурх
96,Haut::N,ку,бурчу
97,Haut::N,āda,бурчу
98,Blut::N,вир,оь
99,Blut::N,asins,оь
100,Ader::N,сӧн,тунну
101,Ader::N,asinsvads,тунну
102,Sehne::N,вез,хьхьа
103,Sehne::N,dzīsla,хьхьа
104,Knochen::N,лы,ттаркӏ
105,Knochen::N,kauls,ттаркӏ
106,Gehirn::N,вем,ня
107,Gehirn::N,smadzenes,ня
108,Herz::N,сьӧлӧм,дакӏ
109,Herz::N,сьӧлӧм,къюкӏ
110,Herz::N,sirds,дакӏ
111,Herz::N,sirds,къюкӏ
112,Magen::N,кынӧм,лякьа
113,Magen::N,kuņģis,лякьа
114,Leber::N,мус,
115,Leber::N,aknas,
116,Atem::N,лов,ссихӏ ласаву
117,Atem::N,лов,ссихӏ бигьаву
118,Atem::N,elpa,ссихӏ ласаву
119,Atem::N,elpa,ссихӏ бигьаву
120,Hunger::N,тшыг,ккаши
121,Hunger::N,bads,ккаши
122,Hunger::N,izsalkums,ккаши
123,Träne::N,синва,макь
124,Träne::N,asara,макь
125,Geschmack::N,кӧр,тӏин
126,Geschmack::N,кӧр,тӏааьн
127,Geschmack::N,чӧсмӧс,тӏин
128,Geschmack::N,чӧсмӧс,тӏааьн
129,Geschmack::N,garša,тӏин
130,Geschmack::N,garša,тӏааьн
131,Geruch::N,зын,кьанкь
132,Geruch::N,дук,кьанкь
133,Geruch::N,smaka,кьанкь
134,Schlaf::N,узьӧм,шану
135,Schlaf::N,miegs,шану
136,Traum::N,вӧт,макӏру
137,Traum::N,вӧтасьӧм,макӏру
138,Traum::N,sapnis,макӏру
139,Himmel::N,енэж,ссав
140,Himmel::N,debess,ссав
141,Sonne::N,шонді,баргъ
142,Sonne::N,saule,баргъ
143,Mond::N,тӧлысь,барз
144,Mond::N,mēness,барз
145,Stern::N,кодзув,цӏуку
146,Stern::N,zvaigzne,цӏуку
147,Luft::N,сынӧд,гьава
148,Luft::N,gaiss,гьава
149,Wind::N,тӧв,марч
150,Wind::N,vējš,марч
151,Welle::N,гы,щатӏи
152,Welle::N,vilnis,щатӏи
153,Wasser::N,ва,щин
154,Wasser::N,ūdens,щин
155,Stein::N,из,чару
156,Stein::N,akmens,чару
157,Boden::N,му,аьрщи
158,Boden::N,augsne,аьрщи
159,Erde::N,му,аьрщи
160,Erde::N,му-ва,аьрщи
161,Erde::N,zeme,аьрщи
162,Staub::N,бус,ххит
163,Staub::N,putekļi,ххит
164,Rauch::N,тшын,пуркӏу
165,Rauch::N,dūmi,пуркӏу
166,Funke::N,кинь,пиягь
167,Funke::N,би кинь,пиягь
168,Funke::N,dzirkstele,пиягь
169,Feuer::N,би,цӏу
170,Feuer::N,uguns,цӏу
171,Licht::N,югӧр,чани
172,Licht::N,gaisma,чани
173,Schatten::N,вуджӧр,ххют
174,Schatten::N,ēna,ххют
175,Wetter::N,поводдя,гьава
176,Wetter::N,laiks,гьава
177,Nebel::N,ру,шархь ттурлу
178,Nebel::N,онь,шархь ттурлу
179,Nebel::N,migla,шархь ттурлу
180,Wolke::N,кымӧр,ттурлу
181,Wolke::N,mākonis,ттурлу
182,Regen::N,зэр,гъарал
183,Regen::N,lietus,гъарал
184,Schnee::N,лым,марххала
185,Schnee::N,sniegs,марххала
186,Eis::N,йи,микӏ
187,Eis::N,ledus,микӏ
188,Frost::N,кӧдзыд,дяркъу
189,Frost::N,кӧдзыд,замгьар
190,Frost::N,sals,дяркъу
191,Frost::N,sals,замгьар
192,Kälte::N,кӧдзыд,дяркъу
193,Kälte::N,saltums,дяркъу
194,Kälte::N,aukstums,дяркъу
195,Hitze::N,пӧсь,кӏиришиву
196,Hitze::N,гожӧд,кӏиришиву
197,Hitze::N,karstums,кӏиришиву
198,Raureif::N,пуж,сил
199,Raureif::N,пуж,бурса
200,Raureif::N,гыӧр,сил
201,Raureif::N,гыӧр,бурса
202,Raureif::N,sarma,сил
203,Raureif::N,sarma,бурса
204,Regenbogen::N,ӧшкамӧшка,ссурул ккуртта
205,Regenbogen::N,varavīksne,ссурул ккуртта
206,Donner::N,гым,къув
207,Donner::N,pērkons,къув
208,Strömung::N,ва ныр,экьинанаву
209,Strömung::N,визувтӧм,экьинанаву
210,Strömung::N,straume,экьинанаву
211,Strömung::N,strāvojums,экьинанаву
212,Tropfen::N,войт,кӏунтӏ
213,Tropfen::N,lāse,кӏунтӏ
214,Schaum::N,быг,хьама
215,Schaum::N,быгзьӧм,хьама
216,Schaum::N,putas,хьама
217,Schmutz::N,няйт,кьяркьи
218,Schmutz::N,dubļi,кьяркьи
219,See::N,ты,бяр
220,See::N,ezers,бяр
221,Sumpf::N,гыбад,кунцӏа
222,Sumpf::N,кад,кунцӏа
223,Sumpf::N,dumbrājs,кунцӏа
224,Sumpf::N,staignājs,кунцӏа
225,Moor::N,нюр,
226,Moor::N,purvs,
227,Moor::N,muklājs,
228,Wiese::N,видз,кьан
229,Wiese::N,pļava,кьан
230,Wald::N,вӧр,вацӏа
231,Wald::N,mežs,вацӏа
232,Hügel::N,дзиб,бакӏу
233,Hügel::N,мыльк,бакӏу
234,Hügel::N,нӧрыс,бакӏу
235,Hügel::N,paugurs,бакӏу
236,Anhöhe::N,мыльк,
237,Anhöhe::N,нӧрыс,
238,Anhöhe::N,paugurs,
239,Berg::N,чой,зунтту
240,Berg::N,керӧс,зунтту
241,Berg::N,kalns,зунтту
242,Gipfel::N,чук,мицӏ
243,Gipfel::N,virsotne,мицӏ
244,Höhle::N,рудӧг,нух
245,Höhle::N,ala,нух
246,Abhang::N,ньывк,сун
247,Abhang::N,бокша,сун
248,Abhang::N,nogāze,сун
249,Quelle::N,ӧшмӧс,дайдихьу
250,Quelle::N,ӧшмӧс,бакӏ
251,Quelle::N,avots,дайдихьу
252,Quelle::N,avots,бакӏ
253,Bach::N,шор,чӏрир нех
254,Bach::N,urga,чӏрир нех
255,Bach::N,strauts,чӏрир нех
256,Fluss::N,ю,нех
257,Fluss::N,upe,нех
258,Ufer::N,вадор,зума
259,Ufer::N,krasts,зума
260,Küste::N,вадор,зумаинхалу
261,Küste::N,вадор,зуманицӏалу
262,Küste::N,piekraste,зумаинхалу
263,Küste::N,piekraste,зуманицӏалу
264,Festland::N,му,кьири
265,Festland::N,sauszeme,кьири
266,Meer::N,саридз,хьхьири
267,Meer::N,jūra,хьхьири
268,Bucht::N,куръя,
269,Bucht::N,līcis,
270,Insel::N,ді,жазира
271,Insel::N,sala,жазира
272,Blume::N,дзоридз,тӏутӏи
273,Blume::N,puķe,тӏутӏи
274,Blume::N,zieds,тӏутӏи
275,Gras::N,турун,уртту
276,Gras::N,zāle,уртту
277,Wurzel::N,вуж,мархха
278,Wurzel::N,sakne,мархха
279,Baum::N,пу,мурхь
280,Baum::N,koks,мурхь
281,Stamm::N,пучер,ттарцӏ
282,Stamm::N,stumbrs,ттарцӏ
283,Rinde::N,кырсь,ккамара
284,Rinde::N,miza,ккамара
285,Ast::N,ув,матӏи
286,Ast::N,zars,матӏи
287,Zweig::N,вож,къяртта
288,Zweig::N,nozare,къяртта
289,Blatt::N,кор,чӏапӏи
290,Blatt::N,lapa,чӏапӏи
291,Birke::N,кыдз,кӏялахӏи
292,Birke::N,кыдз,кӏялахӏилул мурхь
293,Birke::N,bērzs,кӏялахӏи
294,Birke::N,bērzs,кӏялахӏилул мурхь
295,Kiefer[Baum]::N,пожӧм,ттар
296,Kiefer[Baum]::N,пожӧм,ттарлил мурхь
297,Kiefer[Baum]::N,priede,ттар
298,Kiefer[Baum]::N,priede,ттарлил мурхь
299,Weide[Baum]::N,бадь,щавщи
300,Weide[Baum]::N,kārkls,щавщи
301,Tanne::N,коз,ттарлил мурхь
302,Tanne::N,egle,ттарлил мурхь
303,Horn::N,сюр,хъи
304,Horn::N,rags,хъи
305,Feder::N,гӧн,лелуххул тӏиму
306,Feder::N,тывборд,лелуххул тӏиму
307,Feder::N,spalva,лелуххул тӏиму
308,Fell::N,ку,бурчу
309,Fell::N,āda,бурчу
310,Flügel::N,борд,хъа
311,Flügel::N,борд,ххурупӏайрал тӏиму
312,Flügel::N,spārns,хъа
313,Flügel::N,spārns,ххурупӏайрал тӏиму
314,Klaue::N,гыж,михь
315,Klaue::N,nags,михь
316,Kralle::N,гыж,ххяппа
317,Kralle::N,nags,ххяппа
318,Schwanz::N,бӧж,магъ
319,Schwanz::N,ļipa,магъ
320,Ei::N,кольк,ккунук
321,Ei::N,ola,ккунук
322,Nest::N,поз,кюру
323,Nest::N,ligzda,кюру
324,Bau::N,горс,цукъуккутӏ
325,Bau::N,пырмӧс,цукъуккутӏ
326,Bau::N,гу,цукъуккутӏ
327,Bau::N,ala,цукъуккутӏ
328,Tier::N,пемӧс,хӏайван
329,Tier::N,dzīvnieks,хӏайван
330,Herde::N,стада,газу
331,Herde::N,кельӧб,газу
332,Herde::N,ganāmpulks,газу
333,Kuh::N,мӧс,оьл
334,Kuh::N,govs,оьл
335,Bulle::N,ӧш,ниц
336,Bulle::N,bullis,ниц
337,Pferd::N,вӧв,чу
338,Pferd::N,zirgs,чу
339,Schaf::N,ыж,тта
340,Schaf::N,aita,тта
341,Schwein::N,порсь,дунгъуз
342,Schwein::N,cūka,дунгъуз
343,Hund::N,пон,ккаччи
344,Hund::N,suns,ккаччи
345,Katze::N,кань,ччиту
346,Katze::N,kaķis,ччиту
347,Bär::N,ош,цуша
348,Bär::N,lācis,цуша
349,Eichhörnchen::N,ур,бюрхттукку
350,Eichhörnchen::N,vāvere,бюрхттукку
351,Elch::N,йӧра,ниц-бюрин
352,Elch::N,alnis,ниц-бюрин
353,Fuchs::N,руч,цулчӏа
354,Fuchs::N,руч,куча цулчӏа
355,Fuchs::N,lapsa,цулчӏа
356,Fuchs::N,lapsa,куча цулчӏа
357,Hase::N,кӧч,бюрх
358,Hase::N,zaķis,бюрх
359,Maus::N,шыр,кӏулу
360,Maus::N,pele,кӏулу
361,Wolf::N,кӧин,барцӏ
362,Wolf::N,vilks,барцӏ
363,Vogel::N,кай,лелуххи
364,Vogel::N,лэбач,лелуххи
365,Vogel::N,putns,лелуххи
366,Schwarm::N,чукӧр,гьухъала
367,Schwarm::N,spiets,гьухъала
368,Huhn::N,курӧг,аьнакӏи
369,Huhn::N,vista,аьнакӏи
370,Hahn::N,петук,ажари
371,Hahn::N,gailis,ажари
372,Gans::N,дзодзӧг,къаз
373,Gans::N,zoss,къаз
374,Adler::N,кутш,барзу
375,Adler::N,ērglis,барзу
376,Ente::N,утка,урдак
377,Ente::N,pīle,урдак
378,Eule::N,сюзь,ису
379,Eule::N,сюзь,ччиккумяв
380,Eule::N,pūce,ису
381,Eule::N,pūce,ччиккумяв
382,Kranich::N,тури,кьурукь
383,Kranich::N,dzērve,кьурукь
384,Krähe::N,рака,хъатӏу
385,Krähe::N,vārna,хъатӏу
386,Kuckuck::N,кӧк,ччикку
387,Kuckuck::N,dzeguze,ччикку
388,Schwan::N,юсь,урттил къаз
389,Schwan::N,gulbis,урттил къаз
390,Fisch::N,чери,чавахъ
391,Fisch::N,zivs,чавахъ
392,Barsch::N,ёкыш,
393,Barsch::N,asaris,
394,Hecht::N,сир,
395,Hecht::N,līdaka,
396,Schlange[Tier]::N,кый,шатта
397,Schlange[Tier]::N,čūska,шатта
398,Wurm::N,номыр,кьюнукьай шатта
399,Wurm::N,tārps,кьюнукьай шатта
400,Spinne::N,черань,ххялцу
401,Spinne::N,zirneklis,ххялцу
402,Ameise::N,кодзувкот,митӏикьукьу
403,Ameise::N,skudra,митӏикьукьу
404,Laus::N,той,
405,Laus::N,uts,
406,Mücke::N,ном,мичӏак
407,Mücke::N,ods,мичӏак
408,Fliege::N,гут,зимиз
409,Fliege::N,muša,зимиз
410,Schmetterling::N,бобув,чӏимучӏали
411,Schmetterling::N,tauriņš,чӏимучӏали
412,Beere::N,тусь,хӏаллил ахъулсса
413,Beere::N,вотӧс,хӏаллил ахъулсса
414,Beere::N,oga,хӏаллил ахъулсса
415,Apfel::N,яблӧг,гьивч
416,Apfel::N,ābols,гьивч
417,Pilz::N,тшак,ттуккул иис
418,Pilz::N,sēne,ттуккул иис
419,Zwiebel::N,луккок,лаччул чсмусул бакӏ
420,Zwiebel::N,йӧнгыль,лаччул чсмусул бакӏ
421,Zwiebel::N,sīpols,лаччул чсмусул бакӏ
422,Saat::N,тусь,гьанна
423,Saat::N,кӧйдыс,гьанна
424,Saat::N,sēkla,гьанна
425,Korn::N,тусь,къама
426,Korn::N,grauds,къама
427,Heu::N,турун,ххулув
428,Heu::N,siens,ххулув
429,Schale::N,кор,ккиртту
430,Schale::N,čaula,ккиртту
431,Schale::N,čaumala,ккиртту
432,Grube::N,гу,кӏаланг
433,Grube::N,bedre,кӏаланг
434,Falle::N,лэч,къатӏа
435,Falle::N,slazds,къатӏа
436,Falle::N,lamatas,къатӏа
437,Schlinge::N,лэч,хӏатӏ
438,Schlinge::N,cilpa,хӏатӏ
439,Spur::N,туй,ша
440,Spur::N,pēda,ша
441,Asche::N,пӧм,лах
442,Asche::N,pelni,лах
443,Dreck::N,няйт,кьяркьи
444,Dreck::N,няйт,венп
445,Dreck::N,dubļi,кьяркьи
446,Dreck::N,dubļi,венп
447,Eisen::N,кӧрт,мах
448,Eisen::N,dzelzs,мах
449,Gold::N,зарни,муси
450,Gold::N,zelts,муси
451,Silber::N,эзысь,арцу
452,Silber::N,sudrabs,арцу
453,Kohle::N,шом,кӏалаш
454,Kohle::N,шом,хъуручӏ
455,Kohle::N,ogle,кӏалаш
456,Kohle::N,ogle,хъуручӏ
457,Glas::N,стеклӧ,пюрун
458,Glas::N,stikls,пюрун
459,Lehm::N,сёй,сина аьрщи
460,Lehm::N,māls,сина аьрщи
461,Sand::N,лыа,къун
462,Sand::N,smiltis,къун
463,Mensch::N,морт,инсан
464,Mensch::N,cilvēks,инсан
465,Mann::N,аймӧрт,чув
466,Mann::N,аймӧрт,адимина
467,Mann::N,мужичӧй,чув
468,Mann::N,мужичӧй,адимина
469,Mann::N,vīrietis,чув
470,Mann::N,vīrietis,адимина
471,Frau::N,ань,щарсса
472,Frau::N,ань,хъамитайпа
473,Frau::N,нывбаба,щарсса
474,Frau::N,нывбаба,хъамитайпа
475,Frau::N,sieviete,щарсса
476,Frau::N,sieviete,хъамитайпа
477,Kind::N,кага,чӏиви оьрчӏ
478,Kind::N,bērns,чӏиви оьрчӏ
479,Junge::N,пи,оьрчӏ
480,Junge::N,пи,бурхьин оьрчӏ
481,Junge::N,zēns,оьрчӏ
482,Junge::N,zēns,бурхьин оьрчӏ
483,Junge::N,puika,оьрчӏ
484,Junge::N,puika,бурхьин оьрчӏ
485,Junge::N,puisis,оьрчӏ
486,Junge::N,puisis,бурхьин оьрчӏ
487,Mädchen::N,ныв,душ
488,Mädchen::N,meiča,душ
489,Mädchen::N,skuķis,душ
490,Mädchen::N,meitene,душ
491,Familie::N,семья,кулпат
492,Familie::N,ģimene,кулпат
493,Großvater::N,пӧль,ттатта
494,Großvater::N,пӧль,ниттил ппу
495,Großvater::N,vecaistēvs,ттатта
496,Großvater::N,vecaistēvs,ниттил ппу
497,Großmutter::N,баб,буттал нину
498,Großmutter::N,vecāmāte,буттал нину
499,Eltern::N,ай-мам,нину-ппу
500,Eltern::N,бать-мам,нину-ппу
501,Eltern::N,vecāki,нину-ппу
502,Vater::N,бать,ппу
503,Vater::N,ай,ппу
504,Vater::N,tēvs,ппу
505,Mutter::N,мам,нину
506,Mutter::N,māte,нину
507,Sohn::N,пи,арс
508,Sohn::N,dēls,арс
509,Tochter::N,ныв,душ
510,Tochter::N,meita,душ
511,Bruder::N,вок,уссу
512,Bruder::N,brālis,уссу
513,Schwester::N,чой,ссу
514,Schwester::N,māsa,ссу
515,Onkel::N,дядь,буттауссу
516,Onkel::N,tēvocis,буттауссу
517,Tante::N,тьӧт,буттал ссу
518,Tante::N,tante,буттал ссу
519,Ehemann::N,верӧс,лас
520,Ehemann::N,vīrs,лас
521,Ehefrau::N,гӧтыр,щар
522,Ehefrau::N,гӧтыр,щарсса
523,Ehefrau::N,sieva,щар
524,Ehefrau::N,sieva,щарсса
525,Freude::N,радлун,шадшиву
526,Freude::N,радлун,ххаришиву
527,Freude::N,prieks,шадшиву
528,Freude::N,prieks,ххаришиву
529,Gelächter::N,серам,хъяхъаву
530,Gelächter::N,smiekli,хъяхъаву
531,Glück::N,шуд,талихӏ
532,Glück::N,laime,талихӏ
533,Kummer::N,шог,дард
534,Kummer::N,bēdas,дард
535,Kummer::N,raizes,дард
536,Wunsch::N,кӧсйӧм,мурад
537,Wunsch::N,vēlme,мурад
538,Wunsch::N,vēlējums,мурад
539,Lust::N,кыскӧм,гьавас
540,Lust::N,кыскӧм,ччаву
541,Lust::N,радейтӧм,гьавас
542,Lust::N,радейтӧм,ччаву
543,Lust::N,kāre,гьавас
544,Lust::N,kāre,ччаву
545,Geist::N,лов,рухӏ
546,Geist::N,gars,рухӏ
547,Gedanke::N,мӧвп,пикри
548,Gedanke::N,doma,пикри
549,Gedächtnis::N,паметь,дакӏний личӏаву
550,Gedächtnis::N,atmiņa,дакӏний личӏаву
551,Verstand::N,вежӧр,аькьлу
552,Verstand::N,prāts,аькьлу
553,Sinn::N,мог,мяъна
554,Sinn::N,вежӧртас,мяъна
555,Sinn::N,nozīme,мяъна
556,Grund::N,помка,багьана
557,Grund::N,pamats,багьана
558,Grund::N,iemesls,багьана
559,Wahrheit::N,збыль,тӏайламур
560,Wahrheit::N,збыль,хӏакьмур
561,Wahrheit::N,збыльтор,тӏайламур
562,Wahrheit::N,збыльтор,хӏакьмур
563,Wahrheit::N,taisnība,тӏайламур
564,Wahrheit::N,taisnība,хӏакьмур
565,Wahrheit::N,patiesība,тӏайламур
566,Wahrheit::N,patiesība,хӏакьмур
567,Gespräch::N,сёрни,ихтилат
568,Gespräch::N,saruna,ихтилат
569,Märchen::N,мойд,магьа
570,Märchen::N,pasaka,магьа
571,Erzählung::N,висьт,хавар
572,Erzählung::N,stāsts,хавар
573,Erzählung::N,nostāsts,хавар
574,Nachricht::N,юӧртӧм,хавар
575,Nachricht::N,ziņa,хавар
576,Neuigkeit::N,выльтор,хавар
577,Neuigkeit::N,jaunums,хавар
578,Name::N,ним,цӏа
579,Name::N,vārds,цӏа
580,Rätsel::N,нӧдкыв,ссигьа
581,Rätsel::N,mīkla,ссигьа
582,Rede::N,сёрни,гъалгъа
583,Rede::N,runa,гъалгъа
584,Sprache::N,кыв,маз
585,Sprache::N,valoda,маз
586,Stimme::N,гӧлӧс,чӏу
587,Stimme::N,гӧлӧс,чӏукӏа
588,Stimme::N,вом шы,чӏу
589,Stimme::N,вом шы,чӏукӏа
590,Stimme::N,balss,чӏу
591,Stimme::N,balss,чӏукӏа
592,Wort::N,кыв,махъ
593,Wort::N,vārds,махъ
594,Zeichen::N,пас,лишан
595,Zeichen::N,zīme,лишан
596,Ruf::N,чукӧстчӧм,
597,Ruf::N,корӧм,
598,Ruf::N,sauciens,
599,Lärm::N,шы,чӏу
600,Lärm::N,зык,чӏу
601,Lärm::N,зычитӧм,чӏу
602,Lärm::N,troksnis,чӏу
603,Laut::N,шы,чӏу
604,Laut::N,skaņa,чӏу
605,Ton::N,шы,чӏу
606,Ton::N,tonis,чӏу
607,Lied::N,сьылан,балай
608,Lied::N,сьыланкыв,балай
609,Lied::N,dziesma,балай
610,Ruhe::N,чӧв,дигьалагру
611,Ruhe::N,miers,дигьалагру
612,Leute::N,йӧз,инсантал
613,Leute::N,войтыр,инсантал
614,Leute::N,ļaudis,инсантал
615,Leute::N,cilvēki,инсантал
616,Volk::N,йӧз,ил
617,Volk::N,йӧз,халкь
618,Volk::N,войтыр,ил
619,Volk::N,войтыр,халкь
620,Volk::N,tauta,ил
621,Volk::N,tauta,халкь
622,Arbeit::N,удж,заву
623,Arbeit::N,darbs,заву
624,Gast::N,гӧсть,хъамаличу
625,Gast::N,viešņa,хъамаличу
626,Gast::N,ciemiņš,хъамаличу
627,Geschenk::N,козин,бухчакарши
628,Geschenk::N,козин,лажинккакку
629,Geschenk::N,dāvana,бухчакарши
630,Geschenk::N,dāvana,лажинккакку
631,Spiel::N,ворсан,тӏуркӏу
632,Spiel::N,rotaļa,тӏуркӏу
633,Gesellschaft::N,котыр,жямат
634,Gesellschaft::N,котыр,ккуран
635,Gesellschaft::N,biedrība,жямат
636,Gesellschaft::N,biedrība,ккуран
637,Gesellschaft::N,kompānija,жямат
638,Gesellschaft::N,kompānija,ккуран
639,Hilfe::N,отсӧг,кумаг
640,Hilfe::N,palīdzība,кумаг
641,Freund::N,ёрт,дус
642,Freund::N,draugs,дус
643,Kamerad::N,ёрт,хӏаласу
644,Kamerad::N,biedrs,хӏаласу
645,Angelegenheit::N,мог,иш
646,Angelegenheit::N,делӧ,иш
647,Angelegenheit::N,darīšana,иш
648,Anzahl::N,лыд,аьдад
649,Anzahl::N,тшӧт,аьдад
650,Anzahl::N,skaits,аьдад
651,Anzahl::N,daudzums,аьдад
652,Art::N,сикас,жинс
653,Art::N,suga,жинс
654,Art::N,šķira,жинс
655,Stück::N,тор,касак
656,Stück::N,gabals,касак
657,Teil::N,юкӧн,бутӏа
658,Teil::N,daļa,бутӏа
659,Hälfte::N,пӧв,дачӏи
660,Hälfte::N,джын,дачӏи
661,Hälfte::N,puse,дачӏи
662,Kreis::N,кытш,кюрщан
663,Kreis::N,aplis,кюрщан
664,Kreis::N,riņķis,кюрщан
665,Kreuz::N,перна,ххач
666,Kreuz::N,крест,ххач
667,Kreuz::N,krusts,ххач
668,Linie::N,визь,щва
669,Linie::N,līnija,щва
670,Strich::N,визь,щва
671,Strich::N,svītra,щва
672,Abstand::N,кост,манзил
673,Abstand::N,коласт,манзил
674,Abstand::N,atstarpe,манзил
675,Entfernung::N,ылна,манзил
676,Entfernung::N,attālums,манзил
677,Entfernung::N,atstatums,манзил
678,Gegend::N,му-ва,кӏану
679,Gegend::N,apvidus,кӏану
680,Gegend::N,apgabals,кӏану
681,Platz::N,ылдӧс,
682,Platz::N,йир,
683,Platz::N,гӧгӧртас,
684,Platz::N,vieta,
685,Ort::N,ин,кӏану
686,Ort::N,места,кӏану
687,Ort::N,vieta,кӏану
688,Seite::N,бок,чул
689,Seite::N,бок,чулухалу
690,Seite::N,ӧтарладор,чул
691,Seite::N,ӧтарладор,чулухалу
692,Seite::N,sāns,чул
693,Seite::N,sāns,чулухалу
694,Mitte::N,шӧр,дя
695,Mitte::N,vidus,дя
696,Gegenstand::N,кӧлуй,зат
697,Gegenstand::N,priekšmets,зат
698,Sache::N,добра,зат
699,Sache::N,lieta,зат
700,Rand::N,дор,зума
701,Rand::N,mala,зума
702,Rand::N,apmale,зума
703,Kante::N,дор,
704,Kante::N,šķautne,
705,Ecke::N,пельӧс,мурцӏу
706,Ecke::N,kakts,мурцӏу
707,Ecke::N,stūris,мурцӏу
708,Spitze::N,йыв,мицӏ
709,Spitze::N,smaile,мицӏ
710,Spitze::N,galotne,мицӏ
711,Ende::N,пом,зума
712,Ende::N,gals,зума
713,Ende::N,uzgalis,зума
714,Loch::N,розь,ккутӏ
715,Loch::N,caurums,ккутӏ
716,Winkel::N,пельӧс,мурцӏу
717,Winkel::N,leņķis,мурцӏу
718,Muster::N,сер,накьич
719,Muster::N,piemērs,накьич
720,Größe::N,ыджда,
721,Größe::N,lielums,
722,Länge::N,кузьта,лахъишиву
723,Länge::N,garums,лахъишиву
724,Höhe::N,джуджда,лахъшиву
725,Höhe::N,augstums,лахъшиву
726,Gewicht::N,сьӧкта,дуццин
727,Gewicht::N,сьӧкта,кӏушиву
728,Gewicht::N,сьӧкталун,дуццин
729,Gewicht::N,сьӧкталун,кӏушиву
730,Gewicht::N,svars,дуццин
731,Gewicht::N,svars,кӏушиву
732,Gewicht::N,smagums,дуццин
733,Gewicht::N,smagums,кӏушиву
734,Menge::N,лун,
735,Menge::N,числӧ,
736,Menge::N,masa,
737,Menge::N,daudzums,
738,Haufen::N,чукӧр,бакӏу
739,Haufen::N,čupa,бакӏу
