,Concept_ID,fr,cy
186,Huhn::N,poule,cyw
187,Hahn::N,coq,ceiliog
188,Gans::N,oie,gŵydd
189,Adler::N,aigle,eryr
190,Ente::N,canard,hwyad
191,Eule::N,hibou,tylluan
192,Kranich::N,grue,garan
193,Kranich::N,grue,crychydd
194,Krähe::N,corneille,brân
195,Kuckuck::N,coucou,cog
196,Kuckuck::N,coucou,cwcw
197,Schwan::N,cygne,alarch
198,Fisch::N,poisson,pysgod
199,Barsch::N,perche,draenog
200,Hecht::N,brochet,penhwyad
201,Schlange[Tier]::N,serpent,neidr
202,Wurm::N,ver,abwydyn
203,Wurm::N,ver,pryf genwair
204,Spinne::N,araignée,cor
205,Spinne::N,araignée,pryf copyn
206,Ameise::N,fourmi,morgrugyn
207,Laus::N,pou,lleuen
208,Mücke::N,moucheron,gwybedyn
209,Fliege::N,mouche,cleren
210,Schmetterling::N,papillon,glöyn byw
211,Schmetterling::N,papillon,iâr fach yr haf
212,Beere::N,baie,aeronen
213,Apfel::N,pomme,afal
214,Pilz::N,champignon,madarch
215,Zwiebel::N,oignon,nionyn
216,Zwiebel::N,oignon,winwnsyn
217,Saat::N,semence,had
218,Korn::N,grain,grawn
219,Heu::N,foin,gwair
220,Schale::N,pelure,croen
221,Schale::N,pelure,plisgyn
222,Grube::N,fosse,pwll
223,Grube::N,fosse,pydew
224,Falle::N,piège,magl
225,Schlinge::N,lacs,cwlwm rhedeg
226,Spur::N,trace,ôl
227,Asche::N,cendre,lludw
228,Dreck::N,crotte,baw
229,Dreck::N,crotte,budreddi
230,Eisen::N,fer,haearn
231,Gold::N,or,aur
232,Silber::N,argent,arian
233,Kohle::N,charbon,glo
234,Glas::N,verre,gwydr
235,Lehm::N,glaise,clai
236,Sand::N,sable,tywod
237,Mensch::N,homme,dyn
238,Mann::N,homme,dyn
239,Frau::N,femme,merch
240,Frau::N,femme,gwraig
241,Kind::N,enfant,plentyn
242,Junge::N,garçon,hogyn
243,Junge::N,garçon,bachgen
244,Mädchen::N,fille,merch
245,Mädchen::N,fille,geneth
246,Mädchen::N,jeune fille,merch
247,Mädchen::N,jeune fille,geneth
248,Familie::N,famille,teulu
249,Familie::N,famille,tylwyth
250,Großvater::N,grand-père,taid
251,Großvater::N,grand-père,tad-cu
252,Großmutter::N,grand-mère,nain
253,Großmutter::N,grand-mère,mam-gu
254,Eltern::N,parents,rhieni
255,Vater::N,père,tad
256,Mutter::N,mère,mam
257,Sohn::N,fils,mab
258,Tochter::N,fille,merch
259,Bruder::N,frère,brawd
260,Schwester::N,sœur,chwaer
261,Onkel::N,oncle,ewythr
262,Tante::N,tante,modryb
263,Ehemann::N,mari,gŵr
264,Ehemann::N,époux,gŵr
265,Ehefrau::N,femme,gwraig
266,Ehefrau::N,épouse,gwraig
267,Freude::N,joie,gorfoledd
268,Freude::N,plaisir,gorfoledd
269,Gelächter::N,rires,chwerthin
270,Glück::N,bonheur,hapusrwydd
271,Kummer::N,peine,galar
272,Kummer::N,chagrin,galar
273,Wunsch::N,désir,dymuniad
274,Lust::N,envie,chwant
275,Geist::N,esprit,ysbryd
276,Gedanke::N,idée,meddwl
277,Gedanke::N,pensée,meddwl
278,Gedächtnis::N,mémoire,cof
279,Verstand::N,raison,meddwl
280,Sinn::N,sens,ystyr
281,Grund::N,cause,achos
282,Grund::N,cause,rheswm
283,Grund::N,raison,achos
284,Grund::N,raison,rheswm
285,Wahrheit::N,vérité,gwir
286,Wahrheit::N,vérité,gwirionedd
287,Gespräch::N,conversation,sgwrs
288,Märchen::N,conte,chwedl werin
289,Märchen::N,conte de fées,chwedl werin
290,Erzählung::N,conte,stori
291,Erzählung::N,narration,stori
292,Nachricht::N,message,neges
293,Neuigkeit::N,nouvelle,newydd
294,Name::N,nom,enw
295,Rätsel::N,énigme,pos
296,Rätsel::N,devinette,pos
297,Rede::N,parole,araith
298,Rede::N,discours,araith
299,Sprache::N,langue,iaith
300,Sprache::N,langage,iaith
301,Stimme::N,voix,llais
302,Wort::N,mot,gair
303,Zeichen::N,signe,arwydd
304,Ruf::N,cri,galwad
305,Ruf::N,appel,galwad
306,Lärm::N,bruit,trwst
307,Laut::N,son,sain
308,Ton::N,ton,tôn
309,Lied::N,chant,cân
310,Lied::N,chanson,cân
311,Ruhe::N,calme,tawelwch
312,Ruhe::N,tranquillité,tawelwch
313,Leute::N,gens,pobl
314,Volk::N,peuple,pobl
315,Arbeit::N,travail,gwaith
316,Gast::N,hôte,gwestai
317,Gast::N,invité,gwestai
318,Geschenk::N,cadeau,rhodd
319,Geschenk::N,cadeau,anrheg
320,Geschenk::N,présent,rhodd
321,Geschenk::N,présent,anrheg
322,Spiel::N,jeu,chwarae
323,Gesellschaft::N,compagnie,cwmni
324,Hilfe::N,aide,cymorth
325,Hilfe::N,secours,cymorth
326,Freund::N,ami,cyfaill
327,Kamerad::N,copain,cydymaith
328,Kamerad::N,camarade,cydymaith
329,Angelegenheit::N,affaire,pwnc
330,Anzahl::N,nombre,cyfrif
331,Art::N,sorte,bath
332,Art::N,espèce,bath
333,Stück::N,morceau,darn
334,Teil::N,part,rhan
335,Teil::N,partie,rhan
336,Hälfte::N,moitié,hanner
337,Kreis::N,cercle,cylch
338,Kreuz::N,croix,croes
339,Linie::N,ligne,llinell
340,Strich::N,trait,strôc
341,Strich::N,trait,trawiad
342,Abstand::N,écart,bwlch
343,Abstand::N,écart,pellter
344,Entfernung::N,distance,pellter
345,Gegend::N,région,cylch
346,Gegend::N,contrée,cylch
347,Platz::N,place,lle
348,Ort::N,lieu,lle
349,Ort::N,endroit,lle
350,Seite::N,côté,ochr
351,Mitte::N,milieu,canol
352,Gegenstand::N,objet,eitem
353,Sache::N,chose,peth
354,Rand::N,bord,cwr
355,Rand::N,bord,ymyl
356,Kante::N,arête,min
357,Kante::N,arête,ymyl
358,Ecke::N,coin,cornel
359,Ecke::N,tournant,cornel
360,Spitze::N,cime,blaen
361,Spitze::N,pointe,blaen
362,Ende::N,bout,pen
363,Loch::N,trou,twll
364,Winkel::N,coin,congl
365,Winkel::N,réduit,congl
366,Muster::N,dessin,patrwm
367,Größe::N,grandeur,maint
368,Größe::N,grandeur,maintioli
369,Länge::N,longueur,hyd
370,Höhe::N,hauteur,uchder
371,Höhe::N,altitude,uchder
372,Gewicht::N,poids,pwysau
373,Menge::N,quantité,swm
374,Menge::N,quantité,maint
375,Haufen::N,tas,pentwr
376,Reihe::N,file,rhes
377,Reihe::N,rangée,rhes
378,Boot::N,canot,cwch
379,Boot::N,bateau,cwch
380,Ruder::N,rame,rhwyf
381,Ruder::N,aviron,rhwyf
382,Schlitten::N,traîneau,sled
383,Schlitten::N,traîneau,car llusg
384,Ski::N,ski,sgi
385,Lagerfeuer::N,feu de camp,coelcerth
386,Last::N,charge,llwyth
387,Last::N,fardeau,llwyth
388,Gang::N,tour,tro
389,Gang::N,marche,tro
390,Schritt::N,pas,cam
391,Norden::N,nord,gogledd
392,Süden::N,sud,de
393,Westen::N,ouest,gorllewin
394,Westen::N,occident,gorllewin
395,Osten::N,est,dwyrain
396,Osten::N,orient,dwyrain
397,Holz::N,bois,pren
398,Brett::N,planche,bwrdd
399,Brett::N,planche,astell
400,Platte::N,plaque,llech
401,Stütze::N,appui,ateg
402,Stütze::N,appui,cynhalydd
403,Stütze::N,soutien,ateg
404,Stütze::N,soutien,cynhalydd
405,Stange::N,barre,polyn
406,Stange::N,perche,polyn
407,Stock::N,canne,ffon
408,Stock::N,canne,brigyn
409,Stab::N,bâton,ffon
410,Rohr::N,tube,pibell
411,Rohr::N,tuyau,pibell
412,Haus::N,maison,tŷ
413,Heim::N,maison,cartref
414,Ofen::N,poêle,stof
415,Fußboden::N,plancher,llawr
416,Tisch::N,table,bwrdd
417,Stuhl::N,chaise,cadair
418,Wiege::N,berceau,crud
419,Bett::N,lit,gwely
420,Regal::N,étagère,silff
421,Kiste::N,caisse,bocs
422,Kiste::N,caisse,blwch
423,Fenster::N,fenêtre,ffenestr
424,Tür::N,porte,drws
425,Tor::N,porte,porth
426,Tor::N,portail,porth
427,Zaun::N,clôture,ffens
428,Dach::N,toit,to
429,Leiter::N,échelle,ysgol
430,Besen::N,balai,ysgub
431,Spaten::N,bêche,rhaw
432,Schaufel::N,pelle,rhaw
433,Gabel::N,fourchette,fforc
434,Löffel::N,cuiller,llwy
435,Messer::N,couteau,cyllell
436,Nagel::N,clou,hoel
437,Netz::N,filet,gwe
438,Netz::N,filet,rhwyd
439,Haken::N,croc,bach
440,Haken::N,crochet,bach
441,Griff::N,prise,carn
442,Griff::N,manche,carn
443,Schloss::N,serrure,clo
444,Bild::N,image,llun
445,Bild::N,image,pictiwr
446,Bild::N,tableau,llun
447,Bild::N,tableau,pictiwr
448,Figur::N,figure,ffigur
449,Puppe::N,poupée,dol
450,Beutel::N,sac,cwd
451,Beutel::N,petit sac,cwd
452,Bündel::N,paquet,bwndel
453,Bündel::N,paquet,coflaid
454,Bündel::N,faisceau,bwndel
455,Bündel::N,faisceau,coflaid
456,Tasche::N,sac,cod
457,Eimer::N,seau,bwced
458,Eimer::N,seau,cunnog
459,Deckel::N,couvercle,caead
460,Geschirr::N,vaisselle,llestri
461,Sack::N,sac,sach
462,Tasse::N,tasse,cwpan
463,Topf::N,pot,pot
464,Topf::N,pot,crochan
465,Topf::N,marmite,pot
466,Topf::N,marmite,crochan
467,Kessel::N,chaudron,tegell
468,Essen::N,repas,pryd o fwyd
469,Essen::N,manger,pryd o fwyd
470,Nahrung::N,nourriture,bwyd
471,Speise::N,plat,saig
472,Fleisch::N,viande,cig
473,Getreide::N,blé,ŷd
474,Getreide::N,blé,llafur
475,Getreide::N,céréales,ŷd
476,Getreide::N,céréales,llafur
477,Brei::N,purée,uwd
478,Brei::N,bouillie,uwd
479,Brot::N,pain,bara
480,Scheibe::N,tranche,tafell
481,Fett::N,graisse,saim
482,Fett::N,graisse,braster
483,Butter::N,beurre,ymenyn
484,Öl::N,huile,olew
485,Salz::N,sel,halen
486,Suppe::N,soupe,cawl
487,Suppe::N,potage,cawl
488,Honig::N,miel,mêl
489,Milch::N,lait,llaeth
490,Milch::N,lait,llefrith
491,Tee::N,thé,te
492,Leder::N,cuir,lledr
493,Wolle::N,laine,gwlân
494,Stoff::N,tissu,lliain
495,Stoff::N,tissu,brethyn
496,Stoff::N,étoffe,lliain
497,Stoff::N,étoffe,brethyn
498,Nadel::N,aiguille,nodwydd
499,Faden::N,fil,edau
500,Faden::N,fil,edefyn
501,Knopf::N,bouton,botwm
502,Knoten::N,nœud,cwlwm
503,Farbe::N,peinture,paent
504,Kleidung::N,vêtements,dillad
505,Kleidung::N,vêtements,gwisgoedd
506,Kleidung::N,habillement,dillad
507,Kleidung::N,habillement,gwisgoedd
508,Hemd::N,chemise,crys
509,Kragen::N,col,coler
510,Ärmel::N,manche,llawes
511,Hose::N,pantalon,trowsus
512,Gürtel::N,ceinture,gwregys
513,Mütze::N,bonnet,cap
514,Mütze::N,casquette,cap
515,Schuh::N,soulier,esgid
516,Schuh::N,chaussure,esgid
517,Stiefel::N,botte,botasen
518,Ring::N,bague,modrwy
519,Band::N,ruban,rhuban
520,Kamm::N,peigne,crib
521,Spiegel::N,glace,drych
522,Spiegel::N,miroir,drych
523,Riemen::N,lanière,strap
524,Riemen::N,courroie,strap
525,Schnur::N,corde,llinyn
526,Schnur::N,ficelle,llinyn
527,Leine::N,laisse,tennyn
528,Decke::N,couverture,blanced
529,Decke::N,couverture,gwrthban
530,Kissen::N,oreiller,clustog
531,Kissen::N,oreiller,gobennydd
532,Tuch::N,drap,sgarff
533,Tuch::N,fichu,sgarff
534,Handtuch::N,serviette,tywel
535,Handtuch::N,serviette,lliain sychu
536,Handtuch::N,essuie-mains,tywel
537,Handtuch::N,essuie-mains,lliain sychu
538,Kraft::N,force,grym
539,Stärke::N,vigueur,nerth
540,Stärke::N,vigueur,cryfder
541,Gesundheit::N,santé,iechyd
542,Krankheit::N,maladie,afiechyd
543,Krankheit::N,maladie,anhwylder
544,Schmerz::N,douleur,poen
545,Schmerz::N,douleur,gwayw
546,Wunde::N,plaie,clwyf
547,Wunde::N,blessure,clwyf
548,Fieber::N,fièvre,twymyn
549,Arznei::N,remède,meddyginiaeth
550,Arznei::N,médecine,meddyginiaeth
551,Brücke::N,pont,pont
552,Brunnen::N,puits,ffynnon
553,Weide::N,pâturage,porfa
554,Pfad::N,sentier,llwybr
555,Weg::N,voie,ffordd
556,Weg::N,chemin,ffordd
557,Straße::N,route,heol
558,Straße::N,route,ffordd
559,Dorf::N,village,pentref
560,Stadt::N,cité,tref
561,Stadt::N,ville,tref
562,Brief::N,lettre,llythyr
563,Buch::N,livre,llyfr
564,Buchstabe::N,lettre,llythyren
565,Buchstabe::N,caractère,llythyren
566,Zeitung::N,journal,papur newydd
567,Leben::N,vie,bywyd
568,Tod::N,mort,marwolaeth
569,Grab::N,tombe,bedd
570,Kirche::N,église,eglwys
571,Sünde::N,péché,pechod
572,Gott::N,dieu,duw
573,Arbeiter::N,ouvrier,gweithiwr
574,Arbeiter::N,travailleur,gweithiwr
575,Chef::N,chef,pennaeth
576,Chef::N,patron,pennaeth
577,Meister::N,maître,meistr
578,Arzt::N,médecin,meddyg
579,Lehrer::N,professeur,athro
580,Lehrer::N,instituteur,athro
581,Geld::N,argent,pres
582,Geld::N,argent,arian
583,Geschäft::N,affaire,busnes
584,Geschäft::N,commerce,busnes
585,Laden::N,magasin,siop
586,Laden::N,boutique,siop
587,Preis::N,prix,pris
588,Ware::N,marchandise,nwydd
589,Nutzen::N,profit,elw
590,Nutzen::N,profit,budd
591,Reichtum::N,richesse,cyfoeth
592,Welt::N,monde,byd
593,Land::N,pays,gwlad
594,Staat::N,État,gwladwriaeth
595,König::N,roi,brenin
596,Macht::N,pouvoir,grym
597,Macht::N,pouvoir,awdurdod
598,Macht::N,puissance,grym
599,Macht::N,puissance,awdurdod
600,Grenze::N,frontière,ffin
601,Grenze::N,frontière,goror
602,Krieg::N,guerre,rhyfel
603,Feind::N,ennemi,gelyn
604,Gewalt::N,violence,ffyrnigrwydd
605,Kampf::N,lutte,brwydr
606,Kampf::N,combat,brwydr
607,Bogen[Waffe]::N,arc,bwa
608,Pfeil::N,flèche,saeth
609,Gewehr::N,fusil,dryll
610,Fehler::N,faute,gwall
611,Fehler::N,faute,camgymeriad
612,Fehler::N,erreur,gwall
613,Fehler::N,erreur,camgymeriad
614,Lüge::N,mensonge,celwydd
615,Lüge::N,mensonge,anwiredd
616,Schaden::N,dégât,niwed
617,Schaden::N,dégât,difrod
618,Schaden::N,dommage,niwed
619,Schaden::N,dommage,difrod
620,Unglück::N,malheur,anffawd
621,Schuld::N,faute,bai
622,Schuld::N,culpabilité,bai
623,Alter::N,âge,oed
624,Schluss::N,fin,diwedd
625,Zeit::N,temps,amser
626,Tag::N,jour,dydd
627,Tag::N,jour,diwrnod
628,Tag::N,journée,dydd
629,Tag::N,journée,diwrnod
630,Morgen::N,matin,bore
631,Morgen::N,matinée,bore
632,Mittag::N,midi,nawn
633,Abend::N,soir,noswaith
634,Abend::N,soirée,noswaith
635,Nacht::N,nuit,nos
636,Woche::N,semaine,wythnos
637,Monat::N,mois,mis
638,Jahr::N,an,blwyddyn
639,Jahr::N,année,blwyddyn
640,Frühling::N,printemps,gwanwyn
641,Sommer::N,été,haf
642,Herbst::N,automne,hydref
643,Winter::N,hiver,gaeaf
644,Januar::N,janvier,Ionawr
645,Februar::N,février,Chwefror
646,März::N,mars,Mawrth
647,April::N,avril,Ebrill
648,Mai::N,mai,Mai
649,Juni::N,juin,Mehefin
650,Juli::N,juillet,Gorffennaf
651,August::N,août,Awst
652,September::N,septembre,Medi
653,Oktober::N,octobre,Hydref
654,November::N,novembre,Tachwedd
655,Dezember::N,décembre,Rhagfyr
656,Montag::N,lundi,dydd Llun
657,Dienstag::N,mardi,dydd Mawrth
658,Mittwoch::N,mercredi,dydd Mercher
659,Donnerstag::N,jeudi,dydd Iau
660,Freitag::N,vendredi,dydd Gwener
661,Samstag::N,samedi,dydd Sadwrn
662,Sonntag::N,dimanche,dydd Sul
663,groß::A,grand,mawr
664,klein::A,petit,bach
665,lang::A,long,hir
666,kurz::A,court,byr
667,kurz::A,court,cwta
668,breit::A,large,llydan
669,schmal::A,étroit,cul
670,dicht::A,dense,dwys
671,dick[Gegenstand]::A,épais,trwchus
672,dünn::A,mince,tenau
673,fein::A,fin,main
674,fein::A,menu,main
675,fest::A,ferme,cadarn
676,fest::A,solide,cadarn
677,flach::A,plat,gwastad
678,glatt::A,poli,llyfn
679,glatt::A,lisse,llyfn
680,hart::A,dur,caled
681,weich::A,mou,meddal
682,rund::A,rond,crwn
683,spitz::A,aigu,pigfain
684,spitz::A,pointu,pigfain
685,scharf::A,tranchant,miniog
686,stumpf::A,mousse,pŵl
687,stumpf::A,émoussé,pŵl
688,schwer::A,lourd,trwm
689,schwer::A,pesant,trwm
690,schön::A,beau,teg
691,schön::A,beau,hardd
692,schön::A,beau,prydferth
693,heiß::A,chaud,poeth
694,heiß::A,très chaud,poeth
695,warm::A,chaud,twym
696,warm::A,chaud,cynnes
697,kalt::A,froid,oer
698,kühl::A,frais,oeraidd
699,frisch::A,frais,iach
700,feucht::A,humide,llaith
701,nass::A,mouillé,gwlyb
702,trocken::A,sec,sych
703,voll::A,plein,llawn
704,voll::A,rempli,llawn
705,leer::A,vide,gwag
706,offen::A,ouvert,agored
707,geschlossen::A,clos,caead
708,geschlossen::A,clos,caeëdig
709,geschlossen::A,fermé,caead
710,geschlossen::A,fermé,caeëdig
711,sauber::A,net,glân
712,sauber::A,propre,glân
713,schmutzig::A,sale,budr
714,schmutzig::A,sale,brwnt
715,schmutzig::A,crasseux,budr
716,schmutzig::A,crasseux,brwnt
717,roh::A,cru,amrwd
718,roh::A,brut,amrwd
719,reif::A,mûr,aeddfed
720,lecker::A,délicieux,blasus
721,lecker::A,délicieux,danteithiol
722,lecker::A,appétissant,blasus
723,lecker::A,appétissant,danteithiol
724,süß::A,doux,melys
725,bitter::A,amer,chwerw
726,sauer::A,aigre,sur
727,hell::A,clair,disglair
728,dunkel::A,sombre,tywyll
729,schwarz::A,noir,du
730,weiß::A,blanc,gwyn
731,rot::A,rouge,coch
732,gelb::A,jaune,melyn
733,blau::A,bleu,glas
734,grün::A,vert,gwyrdd
735,grau::A,gris,llwyd
736,bunt::A,multicolore,lliwgar
737,billig::A,bon marché,rhad
738,teuer::A,cher,drud
739,wertvoll::A,précieux,gwerthfawr
740,blind::A,aveugle,dall
741,taub::A,sourd,byddar
742,kräftig::A,fort,nerthol
743,kräftig::A,fort,grymus
744,kräftig::A,vigoureux,nerthol
745,kräftig::A,vigoureux,grymus
746,stark::A,fort,cryf
747,stark::A,fort,cadarn
748,stark::A,puissant,cryf
749,stark::A,puissant,cadarn
750,schwach::A,faible,gwan
751,fett::A,gras,tew
752,schlank::A,svelte,main
753,hübsch::A,joli,tlws
754,böse::A,mauvais,drwg
755,dumm::A,sot,twp
756,dumm::A,bête,twp
757,faul::A,fainéant,diog
758,faul::A,paresseux,diog
759,fleißig::A,appliqué,dyfal
760,geizig::A,avare,crintach
761,geizig::A,avare,cybyddlyd
762,klug::A,intelligent,deallus
763,geschickt::A,habile,medrus
764,geschickt::A,habile,deheuig
765,lieb::A,cher,hoff
766,lieb::A,cher,annwyl
767,lieb::A,gentil,hoff
768,lieb::A,gentil,annwyl
769,lustig::A,gai,llon
770,lustig::A,joyeux,llon
771,sanft::A,doux,mwyn
772,hungrig::A,affamé,newynog
773,krank::A,malade,sâl
774,krank::A,malade,gwael
775,nackt::A,nu,noeth
776,traurig::A,triste,trist
777,lebendig::A,vivant,yn fyw
778,gut::A,bon,da
779,schlecht::A,mauvais,drwg
780,schlecht::A,mauvais,gwael
781,richtig::A,juste,cywir
782,richtig::A,correct,cywir
783,schlimm::A,grave,enbyd
784,schlimm::A,mauvais,enbyd
785,wahr::A,vrai,gwir
786,wahr::A,véritable,gwir
787,alt::A,vieux,hen
788,neu::A,neuf,newydd
789,neu::A,nouveau,newydd
790,ehemalig::A,ancien,blaenorol
791,alt[Lebewesen]::A,âgé,oedrannus
792,alt[Lebewesen]::A,vieux,oedrannus
793,jung::A,jeune,ifanc
794,arm::A,pauvre,tlawd
795,reich::A,riche,cyfoethog
796,bekannt::A,connu,cynefin
797,bekannt::A,connu,cyfarwydd
798,berühmt::A,fameux,enwog
799,berühmt::A,célèbre,enwog
800,fremd::A,étranger,estron
801,verschieden::A,différent,gwahanol
802,nah::A,lié,agos
803,nah::A,proche,agos
804,fern::A,éloigné,pell
805,fern::A,lointain,pell
806,linker::A,gauche,aswy
807,linker::A,gauche,chwith
808,rechter::A,droit,de
809,rechter::A,droit,deau
810,anderer::A,autre,arall
811,erster::A,premier,cyntaf
812,zweiter::A,second,ail
813,zweiter::A,deuxième,ail
814,dritter::A,troisième,trydydd
815,letzter::A,dernier,olaf
816,allein::ADV,seul,unig
817,allein::ADV,seul,ar ei ben ei hun
818,auf einmal::ADV,à la fois,ar yr un pryd
819,zusammen::ADV,ensemble,ynghyd
820,zusammen::ADV,ensemble,gyda'i gilydd
821,lange::ADV,longtemps,amser hir
822,plötzlich::ADV,tout à coup,yn sydyn
823,sofort::ADV,immédiatement,ar unwaith
824,später::ADV,plus tard,yn ddiweddarach
825,jetzt::ADV,maintenant,yn awr
826,heute::ADV,aujourd'hui,heddiw
827,morgen::ADV,demain,yfory
828,bald::ADV,bientôt,yn fuan
