,Concept_ID,de,fi
69,Welle::N,Welle,aalto
70,Wasser::N,Wasser,vesi
71,Stein::N,Stein,kivi
72,Boden::N,Boden,maa
73,Boden::N,Boden,maaperä
74,Erde::N,Erde,maa
75,Staub::N,Staub,pöly
76,Rauch::N,Rauch,savu
77,Funke::N,Funke,kipinä
78,Feuer::N,Feuer,tuli
79,Licht::N,Licht,valo
80,Schatten::N,Schatten,varjo
81,Wetter::N,Wetter,sää
82,Nebel::N,Nebel,sumu
83,Wolke::N,Wolke,pilvi
84,Regen::N,Regen,sade
85,Schnee::N,Schnee,lumi
86,Eis::N,Eis,jää
87,Frost::N,Frost,halla
88,Frost::N,Frost,pakkanen
89,Kälte::N,Kälte,vilu
90,Kälte::N,Kälte,kylmyys
91,Hitze::N,Hitze,helle
92,Hitze::N,Hitze,kuumuus
93,Raureif::N,Raureif,huurre
94,Regenbogen::N,Regenbogen,sateenkaari
95,Donner::N,Donner,jyrinä
96,Strömung::N,Strömung,virtaus
97,Tropfen::N,Tropfen,tippa
98,Tropfen::N,Tropfen,pisara
99,Schaum::N,Schaum,vaahto
100,Schmutz::N,Schmutz,loka
101,See::N,See,järvi
102,Sumpf::N,Sumpf,suo
103,Moor::N,Moor,räme
104,Wiese::N,Wiese,niitty
105,Wald::N,Wald,metsä
106,Hügel::N,Hügel,mäki
107,Hügel::N,Hügel,kumpu
108,Hügel::N,Hügel,kukkula
109,Anhöhe::N,Anhöhe,mäki
110,Anhöhe::N,Anhöhe,kumpare
111,Berg::N,Berg,mäki
112,Berg::N,Berg,vuori
113,Gipfel::N,Gipfel,laki
114,Gipfel::N,Gipfel,huippu
115,Höhle::N,Höhle,luola
116,Abhang::N,Abhang,rinne
117,Quelle::N,Quelle,lähde
118,Bach::N,Bach,puro
119,Fluss::N,Fluss,joki
120,Ufer::N,Ufer,ranta
121,Küste::N,Küste,rannikko
122,Festland::N,Festland,manner
123,Meer::N,Meer,meri
124,Bucht::N,Bucht,lahti
125,Insel::N,Insel,saari
126,Blume::N,Blume,kukka
127,Gras::N,Gras,ruoho
128,Wurzel::N,Wurzel,juuri
129,Baum::N,Baum,puu
130,Stamm::N,Stamm,runko
131,Rinde::N,Rinde,kuori
132,Rinde::N,Rinde,parkki
133,Ast::N,Ast,oksa
134,Zweig::N,Zweig,haara
135,Blatt::N,Blatt,lehti
136,Birke::N,Birke,koivu
137,Kiefer[Baum]::N,Kiefer,mänty
138,Kiefer[Baum]::N,Kiefer,petäjä
139,Weide[Baum]::N,Weide,paju
140,Tanne::N,Tanne,kuusi
141,Horn::N,Horn,sarvi
142,Feder::N,Feder,sulka
143,Feder::N,Feder,höyhen
144,Fell::N,Fell,talja
145,Flügel::N,Flügel,siipi
146,Klaue::N,Klaue,kynsi
147,Kralle::N,Kralle,kynsi
148,Schwanz::N,Schwanz,häntä
149,Schwanz::N,Schwanz,pyrstö
150,Ei::N,Ei,muna
151,Nest::N,Nest,pesä
152,Bau::N,Bau,pesä
153,Tier::N,Tier,eläin
154,Herde::N,Herde,lauma
155,Kuh::N,Kuh,lehmä
156,Bulle::N,Bulle,sonni
157,Pferd::N,Pferd,hevonen
158,Schaf::N,Schaf,lammas
159,Schwein::N,Schwein,sika
160,Hund::N,Hund,koira
161,Katze::N,Katze,kissa
162,Bär::N,Bär,karhu
163,Eichhörnchen::N,Eichhörnchen,orava
164,Elch::N,Elch,hirvi
165,Fuchs::N,Fuchs,kettu
166,Hase::N,Hase,jänis
167,Maus::N,Maus,hiiri
168,Wolf::N,Wolf,susi
169,Vogel::N,Vogel,lintu
170,Schwarm::N,Schwarm,parvi
171,Huhn::N,Huhn,kana
172,Hahn::N,Hahn,kukko
173,Gans::N,Gans,hanhi
174,Adler::N,Adler,kotka
175,Ente::N,Ente,ankka
176,Eule::N,Eule,pöllö
177,Kranich::N,Kranich,kurki
178,Krähe::N,Krähe,varis
179,Kuckuck::N,Kuckuck,käki
180,Schwan::N,Schwan,joutsen
181,Fisch::N,Fisch,kala
182,Barsch::N,Barsch,ahven
183,Hecht::N,Hecht,hauki
184,Schlange[Tier]::N,Schlange,käärme
185,Wurm::N,Wurm,mato
186,Spinne::N,Spinne,hämähäkki
187,Ameise::N,Ameise,muurahainen
188,Laus::N,Laus,täi
189,Mücke::N,Mücke,sääski
190,Mücke::N,Mücke,hyttynen
191,Fliege::N,Fliege,kärpänen
192,Schmetterling::N,Schmetterling,perhonen
193,Beere::N,Beere,marja
194,Apfel::N,Apfel,omena
195,Pilz::N,Pilz,sieni
196,Zwiebel::N,Zwiebel,sipuli
197,Saat::N,Saat,siemenet
198,Korn::N,Korn,jyvä
199,Korn::N,Korn,vilja
200,Heu::N,Heu,heinä
201,Schale::N,Schale,kuori
202,Grube::N,Grube,kuoppa
203,Falle::N,Falle,loukku
204,Schlinge::N,Schlinge,ansa
205,Spur::N,Spur,jälki
206,Asche::N,Asche,tuhka
207,Dreck::N,Dreck,lika
208,Eisen::N,Eisen,rauta
209,Gold::N,Gold,kulta
210,Silber::N,Silber,hopea
211,Kohle::N,Kohle,hiili
212,Glas::N,Glas,lasi
213,Lehm::N,Lehm,savi
214,Sand::N,Sand,hiekka
215,Mensch::N,Mensch,ihminen
216,Mann::N,Mann,mies
217,Frau::N,Frau,nainen
218,Kind::N,Kind,lapsi
219,Junge::N,Junge,poika
220,Mädchen::N,Mädchen,tyttö
221,Familie::N,Familie,perhe
222,Großvater::N,Großvater,isoisä
223,Großmutter::N,Großmutter,isoäiti
224,Eltern::N,Eltern,vanhemmat
225,Vater::N,Vater,isä
226,Mutter::N,Mutter,äiti
227,Sohn::N,Sohn,poika
228,Tochter::N,Tochter,tytär
229,Bruder::N,Bruder,veli
230,Schwester::N,Schwester,sisko
231,Onkel::N,Onkel,eno
232,Onkel::N,Onkel,setä
233,Tante::N,Tante,täti
234,Ehemann::N,Ehemann,mies
235,Ehemann::N,Ehemann,aviomies
236,Ehefrau::N,Ehefrau,vaimo
237,Ehefrau::N,Ehefrau,aviovaimo
238,Freude::N,Freude,ilo
239,Freude::N,Freude,riemu
240,Gelächter::N,Gelächter,nauru
241,Glück::N,Glück,onni
242,Kummer::N,Kummer,suru
243,Kummer::N,Kummer,murhe
244,Wunsch::N,Wunsch,toive
245,Wunsch::N,Wunsch,toivomus
246,Lust::N,Lust,himo
247,Geist::N,Geist,henki
248,Gedanke::N,Gedanke,aate
249,Gedanke::N,Gedanke,ajatus
250,Gedächtnis::N,Gedächtnis,muisti
251,Verstand::N,Verstand,äly
252,Verstand::N,Verstand,järki
253,Verstand::N,Verstand,ymmärrys
254,Sinn::N,Sinn,merkitys
255,Grund::N,Grund,syy
256,Grund::N,Grund,peruste
257,Wahrheit::N,Wahrheit,tosi
258,Wahrheit::N,Wahrheit,totuus
259,Gespräch::N,Gespräch,puhelu
260,Gespräch::N,Gespräch,keskustelu
261,Märchen::N,Märchen,satu
262,Erzählung::N,Erzählung,tarina
263,Erzählung::N,Erzählung,kertomus
264,Nachricht::N,Nachricht,tieto
265,Nachricht::N,Nachricht,ilmoitus
266,Neuigkeit::N,Neuigkeit,uutinen
267,Name::N,Name,nimi
268,Rätsel::N,Rätsel,arvoitus
269,Rede::N,Rede,puhe
270,Sprache::N,Sprache,kieli
271,Stimme::N,Stimme,ääni
272,Wort::N,Wort,sana
273,Zeichen::N,Zeichen,merkki
274,Ruf::N,Ruf,kutsu
275,Lärm::N,Lärm,melu
276,Lärm::N,Lärm,hälinä
277,Laut::N,Laut,ääni
278,Ton::N,Ton,sävel
279,Lied::N,Lied,laulu
280,Ruhe::N,Ruhe,lepo
281,Ruhe::N,Ruhe,rauha
282,Leute::N,Leute,väki
283,Leute::N,Leute,ihmiset
284,Volk::N,Volk,kansa
285,Arbeit::N,Arbeit,työ
286,Gast::N,Gast,vieras
287,Geschenk::N,Geschenk,lahja
288,Spiel::N,Spiel,peli
289,Spiel::N,Spiel,leikki
290,Gesellschaft::N,Gesellschaft,seura
291,Hilfe::N,Hilfe,apu
292,Freund::N,Freund,ystävä
293,Kamerad::N,Kamerad,toveri
294,Angelegenheit::N,Angelegenheit,asia
295,Anzahl::N,Anzahl,lukumäärä
296,Art::N,Art,laji
297,Stück::N,Stück,pala
298,Stück::N,Stück,kappale
299,Teil::N,Teil,osa
300,Hälfte::N,Hälfte,puoli
301,Kreis::N,Kreis,ympyrä
302,Kreuz::N,Kreuz,risti
303,Linie::N,Linie,viiva
304,Strich::N,Strich,piirto
305,Abstand::N,Abstand,väli
306,Abstand::N,Abstand,väljyys
307,Entfernung::N,Entfernung,etäisyys
308,Gegend::N,Gegend,seutu
309,Platz::N,Platz,tila
310,Ort::N,Ort,kohta
311,Ort::N,Ort,paikka
312,Seite::N,Seite,sivu
313,Seite::N,Seite,kylki
314,Mitte::N,Mitte,keskus
315,Mitte::N,Mitte,puoliväli
316,Gegenstand::N,Gegenstand,kalu
317,Gegenstand::N,Gegenstand,esine
318,Sache::N,Sache,asia
319,Rand::N,Rand,ääri
320,Rand::N,Rand,syrjä
321,Kante::N,Kante,särmä
322,Ecke::N,Ecke,nurkka
323,Spitze::N,Spitze,terä
324,Spitze::N,Spitze,kärki
325,Ende::N,Ende,pää
326,Ende::N,Ende,perä
327,Loch::N,Loch,kolo
328,Loch::N,Loch,reikä
329,Winkel::N,Winkel,kulma
330,Muster::N,Muster,kuvio
331,Größe::N,Größe,koko
332,Größe::N,Größe,suuruus
333,Länge::N,Länge,pituus
334,Höhe::N,Höhe,korkeus
335,Gewicht::N,Gewicht,paino
336,Menge::N,Menge,määrä
337,Haufen::N,Haufen,kasa
338,Reihe::N,Reihe,rivi
339,Boot::N,Boot,vene
340,Ruder::N,Ruder,airo
341,Schlitten::N,Schlitten,reki
342,Schlitten::N,Schlitten,kelkka
343,Ski::N,Ski,suksi
344,Lagerfeuer::N,Lagerfeuer,nuotio
345,Last::N,Last,kuorma
346,Gang::N,Gang,kulku
347,Gang::N,Gang,käynti
348,Schritt::N,Schritt,askel
349,Norden::N,Norden,pohjoinen
350,Süden::N,Süden,etelä
351,Westen::N,Westen,länsi
352,Osten::N,Osten,itä
353,Holz::N,Holz,puu
354,Brett::N,Brett,lauta
355,Platte::N,Platte,levy
356,Stütze::N,Stütze,noja
357,Stange::N,Stange,tanko
358,Stock::N,Stock,keppi
359,Stab::N,Stab,sauva
360,Stab::N,Stab,seiväs
361,Rohr::N,Rohr,putki
362,Haus::N,Haus,talo
363,Heim::N,Heim,koti
364,Ofen::N,Ofen,uuni
365,Fußboden::N,Fußboden,lattia
366,Tisch::N,Tisch,pöytä
367,Stuhl::N,Stuhl,tuoli
368,Wiege::N,Wiege,kehto
369,Bett::N,Bett,sänky
370,Regal::N,Regal,hylly
371,Kiste::N,Kiste,arkku
372,Kiste::N,Kiste,kirstu
373,Kiste::N,Kiste,laatikko
374,Fenster::N,Fenster,ikkuna
375,Tür::N,Tür,ovi
376,Tor::N,Tor,portti
377,Zaun::N,Zaun,aita
378,Dach::N,Dach,katto
379,Leiter::N,Leiter,tikkaat
380,Leiter::N,Leiter,tikapuut
381,Besen::N,Besen,luuta
382,Spaten::N,Spaten,lapio
383,Schaufel::N,Schaufel,lapio
384,Gabel::N,Gabel,haarukka
385,Löffel::N,Löffel,lusikka
386,Messer::N,Messer,veitsi
387,Nagel::N,Nagel,naula
388,Netz::N,Netz,verkko
389,Haken::N,Haken,haka
390,Haken::N,Haken,koukku
391,Griff::N,Griff,ripa
392,Griff::N,Griff,kahva
393,Schloss::N,Schloss,lukko
394,Bild::N,Bild,kuva
395,Figur::N,Figur,kuvio
396,Puppe::N,Puppe,nukke
397,Beutel::N,Beutel,pussi
398,Bündel::N,Bündel,nippu
399,Bündel::N,Bündel,kimppu
400,Tasche::N,Tasche,laukku
401,Eimer::N,Eimer,sanko
402,Eimer::N,Eimer,ämpäri
403,Deckel::N,Deckel,kansi
404,Geschirr::N,Geschirr,astia
405,Sack::N,Sack,säkki
406,Tasse::N,Tasse,kuppi
407,Topf::N,Topf,pata
408,Kessel::N,Kessel,kattila
409,Essen::N,Essen,syönti
410,Nahrung::N,Nahrung,ruoka
411,Nahrung::N,Nahrung,ravinto
412,Speise::N,Speise,ruoka
413,Fleisch::N,Fleisch,liha
414,Getreide::N,Getreide,vilja
415,Brei::N,Brei,puuro
416,Brot::N,Brot,leipä
417,Scheibe::N,Scheibe,viipale
418,Fett::N,Fett,rasva
419,Butter::N,Butter,voi
420,Öl::N,Öl,öljy
421,Salz::N,Salz,suola
422,Suppe::N,Suppe,keitto
423,Honig::N,Honig,hunaja
424,Milch::N,Milch,maito
425,Tee::N,Tee,tee
426,Leder::N,Leder,nahka
427,Wolle::N,Wolle,villa
428,Stoff::N,Stoff,kangas
429,Nadel::N,Nadel,neula
430,Faden::N,Faden,lanka
431,Knopf::N,Knopf,nappi
432,Knoten::N,Knoten,solmu
433,Farbe::N,Farbe,maali
434,Kleidung::N,Kleidung,vaatteet
435,Hemd::N,Hemd,paita
436,Kragen::N,Kragen,kaulus
437,Ärmel::N,Ärmel,hiha
438,Hose::N,Hose,housut
439,Gürtel::N,Gürtel,vyö
440,Mütze::N,Mütze,lakki
441,Schuh::N,Schuh,kenkä
442,Stiefel::N,Stiefel,saapas
443,Ring::N,Ring,sormus
444,Band::N,Band,nauha
445,Kamm::N,Kamm,kampa
446,Spiegel::N,Spiegel,peili
447,Riemen::N,Riemen,hihna
448,Schnur::N,Schnur,naru
449,Schnur::N,Schnur,nuora
450,Leine::N,Leine,talutushihna
451,Decke::N,Decke,peite
452,Kissen::N,Kissen,tyyny
453,Kissen::N,Kissen,pielus
454,Tuch::N,Tuch,huivi
455,Handtuch::N,Handtuch,pyyheliina
456,Kraft::N,Kraft,väki
457,Kraft::N,Kraft,voima
458,Stärke::N,Stärke,vahvuus
459,Gesundheit::N,Gesundheit,terveys
460,Krankheit::N,Krankheit,tauti
461,Krankheit::N,Krankheit,sairaus
462,Schmerz::N,Schmerz,kipu
463,Schmerz::N,Schmerz,särky
464,Wunde::N,Wunde,haava
465,Fieber::N,Fieber,kuume
466,Arznei::N,Arznei,lääke
467,Brücke::N,Brücke,silta
468,Brunnen::N,Brunnen,kaivo
469,Weide::N,Weide,laidun
470,Pfad::N,Pfad,polku
471,Weg::N,Weg,tie
472,Straße::N,Straße,katu
473,Dorf::N,Dorf,kylä
474,Stadt::N,Stadt,kaupunki
475,Brief::N,Brief,kirje
476,Buch::N,Buch,kirja
477,Buchstabe::N,Buchstabe,kirjain
478,Zeitung::N,Zeitung,lehti
479,Zeitung::N,Zeitung,sanomalehti
480,Leben::N,Leben,elo
481,Leben::N,Leben,elämä
482,Tod::N,Tod,kuolema
483,Grab::N,Grab,hauta
484,Kirche::N,Kirche,kirkko
485,Sünde::N,Sünde,synti
486,Gott::N,Gott,jumala
487,Arbeiter::N,Arbeiter,työläinen
488,Chef::N,Chef,päällikkö
489,Meister::N,Meister,mestari
490,Arzt::N,Arzt,lääkäri
491,Lehrer::N,Lehrer,opettaja
492,Geld::N,Geld,raha
493,Geschäft::N,Geschäft,liike
494,Laden::N,Laden,puoti
495,Laden::N,Laden,kauppa
496,Preis::N,Preis,hinta
497,Ware::N,Ware,tavara
498,Nutzen::N,Nutzen,hyöty
499,Reichtum::N,Reichtum,rikkaus
500,Welt::N,Welt,maailma
501,Land::N,Land,maa
502,Staat::N,Staat,valtio
503,König::N,König,kuningas
504,Macht::N,Macht,mahti
505,Grenze::N,Grenze,raja
506,Krieg::N,Krieg,sota
507,Feind::N,Feind,vihollinen
508,Gewalt::N,Gewalt,väkivalta
509,Kampf::N,Kampf,taistelu
510,Bogen[Waffe]::N,Bogen,jousi
511,Pfeil::N,Pfeil,nuoli
512,Gewehr::N,Gewehr,kivääri
513,Fehler::N,Fehler,vika
514,Fehler::N,Fehler,virhe
515,Lüge::N,Lüge,valhe
516,Schaden::N,Schaden,vaurio
517,Schaden::N,Schaden,vahinko
518,Unglück::N,Unglück,vahinko
519,Unglück::N,Unglück,onnettomuus
520,Schuld::N,Schuld,syy
521,Alter::N,Alter,ikä
522,Schluss::N,Schluss,loppu
523,Zeit::N,Zeit,aika
524,Tag::N,Tag,päivä
525,Morgen::N,Morgen,aamu
526,Morgen::N,Morgen,huomen
527,Mittag::N,Mittag,keskipäivä
528,Abend::N,Abend,ilta
529,Nacht::N,Nacht,yö
530,Woche::N,Woche,viikko
531,Monat::N,Monat,kuukausi
532,Jahr::N,Jahr,vuosi
533,Frühling::N,Frühling,kevät
534,Sommer::N,Sommer,kesä
535,Herbst::N,Herbst,syksy
536,Winter::N,Winter,talvi
537,Januar::N,Januar,tammikuu
538,Februar::N,Februar,helmikuu
539,März::N,März,maaliskuu
540,April::N,April,huhtikuu
541,Mai::N,Mai,toukokuu
542,Juni::N,Juni,kesäkuu
543,Juli::N,Juli,heinäkuu
544,August::N,August,elokuu
545,September::N,September,syyskuu
546,Oktober::N,Oktober,lokakuu
547,November::N,November,marraskuu
548,Dezember::N,Dezember,joulukuu
549,Montag::N,Montag,maanantai
550,Dienstag::N,Dienstag,tiistai
551,Mittwoch::N,Mittwoch,keskiviikko
552,Donnerstag::N,Donnerstag,torstai
553,Freitag::N,Freitag,perjantai
554,Samstag::N,Samstag,lauantai
555,Sonntag::N,Sonntag,sunnuntai
556,groß::A,groß,iso
557,groß::A,groß,suuri
558,klein::A,klein,pieni
559,lang::A,lang,pitkä
560,kurz::A,kurz,lyhyt
561,breit::A,breit,leveä
562,schmal::A,schmal,kapea
563,dicht::A,dicht,taaja
564,dick[Gegenstand]::A,dick,paksu
565,dünn::A,dünn,ohut
566,fein::A,fein,hieno
567,fest::A,fest,luja
568,flach::A,flach,litteä
569,flach::A,flach,tasainen
570,glatt::A,glatt,sileä
571,glatt::A,glatt,siloinen
572,hart::A,hart,kova
573,weich::A,weich,pehmeä
574,rund::A,rund,pyöreä
575,spitz::A,spitz,terävä
576,scharf::A,scharf,terävä
577,stumpf::A,stumpf,tylsä
578,schwer::A,schwer,raskas
579,schwer::A,schwer,painava
580,schön::A,schön,kaunis
581,heiß::A,heiß,kuuma
582,warm::A,warm,lämmin
583,kalt::A,kalt,kylmä
584,kalt::A,kalt,viluinen
585,kühl::A,kühl,viileä
586,frisch::A,frisch,tuore
587,feucht::A,feucht,kostea
588,nass::A,nass,märkä
589,trocken::A,trocken,kuiva
590,voll::A,voll,täysi
591,leer::A,leer,tyhjä
592,offen::A,offen,avonainen
593,geschlossen::A,geschlossen,suljettu
594,sauber::A,sauber,puhdas
595,schmutzig::A,schmutzig,likainen
596,roh::A,roh,raaka
597,reif::A,reif,kypsä
598,lecker::A,lecker,herkullinen
599,süß::A,süß,makea
600,bitter::A,bitter,karvas
601,bitter::A,bitter,kitkerä
602,sauer::A,sauer,hapan
603,hell::A,hell,kirkas
604,hell::A,hell,valoisa
605,dunkel::A,dunkel,pimeä
606,schwarz::A,schwarz,musta
607,weiß::A,weiß,valkea
608,rot::A,rot,punainen
609,gelb::A,gelb,keltainen
610,blau::A,blau,sininen
611,grün::A,grün,vihreä
612,grau::A,grau,harmaa
613,bunt::A,bunt,kirjava
614,billig::A,billig,halpa
615,billig::A,billig,huokea
616,teuer::A,teuer,kallis
617,wertvoll::A,wertvoll,arvokas
618,blind::A,blind,sokea
619,taub::A,taub,kuuro
620,kräftig::A,kräftig,väkevä
621,kräftig::A,kräftig,voimakas
622,stark::A,stark,vahva
623,schwach::A,schwach,heikko
624,fett::A,fett,lihava
625,schlank::A,schlank,hoikka
626,schlank::A,schlank,solakka
627,hübsch::A,hübsch,soma
628,hübsch::A,hübsch,sievä
629,böse::A,böse,paha
630,böse::A,böse,häijy
631,dumm::A,dumm,tyhmä
632,dumm::A,dumm,typerä
633,faul::A,faul,laiska
634,fleißig::A,fleißig,ahkera
635,geizig::A,geizig,saita
636,klug::A,klug,älykäs
637,geschickt::A,geschickt,taitava
638,lieb::A,lieb,rakas
639,lustig::A,lustig,hauska
640,lustig::A,lustig,iloinen
641,sanft::A,sanft,lauha
642,sanft::A,sanft,lempeä
643,hungrig::A,hungrig,nälkäinen
644,krank::A,krank,sairas
645,nackt::A,nackt,alaston
646,traurig::A,traurig,surullinen
647,traurig::A,traurig,murheellinen
648,lebendig::A,lebendig,elävä
649,gut::A,gut,hyvä
650,schlecht::A,schlecht,paha
651,schlecht::A,schlecht,huono
652,richtig::A,richtig,oikea
653,schlimm::A,schlimm,paha
654,wahr::A,wahr,tosi
655,alt::A,alt,vanha
656,neu::A,neu,uusi
657,ehemalig::A,ehemalig,entinen
658,ehemalig::A,ehemalig,muinainen
659,alt[Lebewesen]::A,alt,vanha
660,jung::A,jung,nuori
661,arm::A,arm,köyhä
662,reich::A,reich,rikas
663,bekannt::A,bekannt,tuttu
664,bekannt::A,bekannt,tunnettu
665,berühmt::A,berühmt,kuuluisa
666,fremd::A,fremd,vieras
667,verschieden::A,verschieden,eri
668,verschieden::A,verschieden,erilainen
669,nah::A,nah,läheinen
670,fern::A,fern,etäinen
671,linker::A,linker,vasen
672,rechter::A,rechter,oikea
673,anderer::A,anderer,muu
674,anderer::A,anderer,toinen
675,erster::A,erster,ensimmäinen
676,zweiter::A,zweiter,toinen
677,dritter::A,dritter,kolmas
678,letzter::A,letzter,viimeinen
679,allein::ADV,allein,yksin
680,auf einmal::ADV,auf einmal,yhdellä kertaa
681,zusammen::ADV,zusammen,yhdessä
682,lange::ADV,lange,kauan
683,lange::ADV,lange,pitkään
684,plötzlich::ADV,plötzlich,äkkiä
685,sofort::ADV,sofort,heti
686,später::ADV,später,myöhemmin
687,jetzt::ADV,jetzt,nyt
688,heute::ADV,heute,tänään
689,morgen::ADV,morgen,huomenna
690,bald::ADV,bald,pian
691,dann::ADV,dann,sitten
692,gestern::ADV,gestern,eilen
693,einst::ADV,einst,aikanaan
694,damals::ADV,damals,silloin
695,damals::ADV,damals,siihen aikaan
696,danach::ADV,danach,sen jälkeen
697,vorher::ADV,vorher,ennen
698,zuerst::ADV,zuerst,ensin
699,zuerst::ADV,zuerst,ensiksi
700,einmal::ADV,einmal,kerran
701,manchmal::ADV,manchmal,joskus
702,oft::ADV,oft,usein
703,immer::ADV,immer,aina
704,niemals::ADV,niemals,ei koskaan
705,hier::ADV,hier,tässä
706,hier::ADV,hier,täällä
707,hierhin::ADV,hierhin,tähän
708,von hier::ADV,von hier,tästä
709,von hier::ADV,von hier,täältä
710,dort::ADV,dort,siinä
711,dort::ADV,dort,siellä
712,dorthin::ADV,dorthin,sinne
713,dorthin::ADV,dorthin,tuonne
714,geradeaus::ADV,geradeaus,suoraan
715,vorwärts::ADV,vorwärts,eteenpäin
716,rückwärts::ADV,rückwärts,taaksepäin
717,zurück::ADV,zurück,takaisin
718,unten::ADV,unten,alhaalla
719,hinab::ADV,hinab,alas
720,oben::ADV,oben,ylhäällä
721,hinauf::ADV,hinauf,ylös
722,überall::ADV,überall,kaikkialla
723,nicht::ADV,nicht,ei
724,ein wenig::ADV,ein wenig,vähän
725,kaum::ADV,kaum,tuskin
726,sehr::ADV,sehr,kovin
727,sehr::ADV,sehr,oikein
728,so::ADV,so,näin
729,noch::ADV,noch,vielä
730,nur::ADV,nur,vain
731,nur::ADV,nur,ainoastaan
732,schon::ADV,schon,jo
733,wieder::ADV,wieder,taas
734,wieder::ADV,wieder,jälleen
735,vergebens::ADV,vergebens,turhaan
736,vor::PRP,vor,edessä
737,hinter::PRP,hinter,takana
738,unter::PRP,unter,alla
739,durch::PRP,durch,läpi
740,durch::PRP,durch,kautta
741,neben::PRP,neben,vieressä
742,zwischen::PRP,zwischen,välillä
743,wegen::PRP,wegen,takia
744,wegen::PRP,wegen,vuoksi
745,dies::PRN,dies,tämä
746,das::PRN,das,se
747,alles::PRN,alles,kaikki
748,ich::PRN,ich,minä
749,du::PRN,du,sinä
750,er::PRN,er,hän
751,wir::PRN,wir,me
752,ihr::PRN,ihr,te
753,sie::PRN,sie,he
754,was::FPRN,was,mikä
755,wer::FPRN,wer,ken
756,wer::FPRN,wer,kuka
757,wo::FADV,wo,missä
758,wohin::FADV,wohin,mihin
759,wie::FADV,wie,miten
760,wie::FADV,wie,kuinka
761,warum::FADV,warum,miksi
762,wieviel::FNUM,wieviel,paljonko
763,wieviel::FNUM,wieviel,kuinka paljon
764,eins::NUM,eins,yksi
765,zwei::NUM,zwei,kaksi
766,drei::NUM,drei,kolme
767,vier::NUM,vier,neljä
768,fünf::NUM,fünf,viisi
769,sechs::NUM,sechs,kuusi
770,sieben::NUM,sieben,seitsemän
771,acht::NUM,acht,kahdeksan
772,neun::NUM,neun,yhdeksän
773,zehn::NUM,zehn,kymmenen
774,elf::NUM,elf,yksitoista
775,zwölf::NUM,zwölf,kaksitoista
776,zwanzig::NUM,zwanzig,kaksikymmentä
777,dreißig::NUM,dreißig,kolmekymmentä
778,vierzig::NUM,vierzig,neljäkymmentä
779,fünfzig::NUM,fünfzig,viisikymmentä
780,sechzig::NUM,sechzig,kuusikymmentä
781,siebzig::NUM,siebzig,seitsemänkymmentä
782,achtzig::NUM,achtzig,kahdeksankymmentä
783,neunzig::NUM,neunzig,yhdeksänkymmentä
784,hundert::NUM,hundert,sata
785,tausend::NUM,tausend,tuhat
786,und::CNJ,und,ja
787,oder::CNJ,oder,tai
788,stehen::V,stehen,seisoa
789,sitzen::V,sitzen,istua
