,Concept_ID,zh,hu
863,essen::V,吃,eszik
864,schlucken::V,咽,nyel
865,müde werden::V,疲倦,elfárad
866,müde werden::V,疲倦,kifárad
867,einschlafen::V,入睡,elalszik
868,schlafen::V,睡觉,alszik
869,aufwachen::V,睡醒,felébred
870,aufstehen::V,起床,felkel
871,sich erholen::V,休养,pihen
872,krank werden::V,生病,megbetegedik
873,krank werden::V,生病,belebetegszik
874,krank sein::V,生病,betegeskedik
875,schmerzen::V,疼痛,fáj
876,husten::V,咳,köhög
877,genesen::V,痊愈,meggyógyul
878,sterben::V,死,hal
879,umkommen::V,丧命,elpusztul
880,sich bewegen::V,移动,mozog
881,sich rühren::V,动弹,mozdul
882,sich erheben::V,站起,feláll
883,sich erheben::V,站起,felemelkedik
884,sich setzen::V,坐,ül
885,sich setzen::V,坐,leül
886,hinfallen::V,跌倒,bukik
887,hinfallen::V,跌倒,elesik
888,laufen::V,步行,jár
889,schreiten::V,迈步,lép
890,spazierengehen::V,散步,sétál
891,eilen::V,急忙,siet
892,sich beeilen::V,赶快,siet
893,sausen::V,疾驰,robog
894,rennen::V,奔跑,fut
895,rennen::V,奔跑,szalad
896,springen::V,跳,ugrik
897,klettern::V,攀缘,kúszik
898,schaukeln::V,荡秋千,hintázik
899,kriechen::V,爬行,kúszik
900,schwimmen::V,游泳,úszik
901,tauchen::V,潜水,merül
902,rudern::V,划船,evez
903,fahren::V,行驶,jár
904,fahren::V,行驶,megy
905,fahren::V,行驶,utazik
906,fliegen::V,飞,száll
907,gehen::V,走,megy
908,weggehen::V,离去,elmegy
909,abfahren::V,出发,indul
910,anhalten::V,停住,megáll
911,hineingehen::V,进去,bemegy
912,eintreten::V,进入,belép
913,kommen::V,来,jön
914,ankommen::V,到达,érkezik
915,ankommen::V,到达,megérkezik
916,zurückkommen::V,回来,visszajön
917,bleiben::V,停留,marad
918,bleiben::V,停留,megmarad
919,warten::V,等,vár
920,warten::V,等,várakozik
921,erwarten::V,等候,vár
922,erwarten::V,等候,megvár
923,suchen::V,找,kutat
924,finden::V,找到,talál
925,versuchen::V,尝试,megpróbál
926,versuchen::V,尝试,megkísérel
927,vorbereiten::V,预备,előkészít
928,lieben::V,爱,szeret
929,mögen::V,喜欢,szeret
930,lachen::V,笑,nevet
931,weinen::V,哭,sír
932,schimpfen::V,骂,szid
933,schimpfen::V,骂,szitkozódik
934,sich ärgern::V,生气,mérgelődik
935,sich ärgern::V,生气,bosszankodik
936,sich fürchten::V,害怕,fél
937,sich fürchten::V,害怕,retteg
938,fürchten::V,害怕,fél
939,fliehen::V,逃走,menekül
940,flüchten::V,逃跑,elmenekül
941,sehen::V,看,néz
942,anschauen::V,注视,megnéz
943,ansehen::V,注视,néz
944,ansehen::V,注视,ránéz
945,ansehen::V,注视,megnéz
946,hören::V,听,hall
947,zuhören::V,倾听,hallgat
948,zuhören::V,倾听,meghallgat
949,probieren::V,尝,kóstol
950,probieren::V,尝,megkóstol
951,riechen::V,闻,szagol
952,fühlen::V,感到,érez
953,scheinen::V,照耀,tűnik
954,scheinen::V,照耀,látszik
955,zu sehen sein::V,可以看到,mutatkozik
956,vernehmen::V,审讯,hall
957,frieren::V,觉得冷,fázik
958,tun::V,作,csinál
959,tun::V,作,cselekszik
960,können::V,能,tud
961,wollen::V,要,akar
962,anfangen::V,开始,kezd
963,beenden::V,结束,befejez
964,aufhören::V,停止,megszűnik
965,gelingen::V,成功,sikerül
966,geraten::V,陷于,kerül
967,geraten::V,陷于,jut
968,öffnen::V,打开,nyit
969,öffnen::V,打开,kinyit
970,schließen::V,关,csuk
971,schließen::V,关,becsuk
972,stellen::V,放,állít
973,stellen::V,放,helyez
974,setzen::V,放,ültet
975,setzen::V,放,helyez
976,legen::V,摆,tesz
977,legen::V,摆,fektet
978,berühren::V,触,érint
979,verbinden::V,联结,beköt
980,verbinden::V,联结,összeköt
981,bedecken::V,覆盖,betakar
982,bedecken::V,覆盖,beborít
983,aufhängen::V,挂,felakaszt
984,anzünden::V,点,gyújt
985,anzünden::V,点,meggyújt
986,aufheben::V,拾起,felemel
987,zurücklassen::V,遗留,hátrahagy
988,verlieren::V,丧失,veszít
989,verlieren::V,丧失,elveszít
990,fallen lassen::V,让掉下,elejt
991,machen::V,做,tesz
992,machen::V,做,csinál
993,herstellen::V,生产,gyárt
994,herstellen::V,生产,előállít
995,bauen::V,建造,épít
996,reparieren::V,修理,javít
997,reparieren::V,修理,kijavít
998,reparieren::V,修理,megjavít
999,verbessern::V,改进,megjavít
1000,ändern::V,改变,változtat
1001,ändern::V,改变,megváltoztat
1002,graben::V,挖,ás
1003,beugen::V,弯下,meghajt
1004,biegen::V,弯,hajlít
1005,drehen::V,转动,forgat
1006,wenden::V,转动,fordít
1007,wenden::V,转动,megfordít
1008,umdrehen::V,转动,megfordít
1009,umdrehen::V,转动,megforgat
1010,heben::V,举起,emel
1011,hochheben::V,抬高,felemel
1012,ergreifen::V,抓住,megfog
1013,halten::V,拿着,tart
1014,drücken::V,压,nyom
1015,drücken::V,压,megnyom
1016,schieben::V,推,tol
1017,kratzen::V,搔,vakar
1018,lecken::V,舔,nyal
1019,beißen::V,咬,harap
1020,abreißen::V,撕下,letép
1021,abschneiden::V,切断,levág
1022,binden::V,捆,köt
1023,binden::V,捆,kötöz
1024,stecken::V,插,dug
1025,brechen::V,断裂,tör
1026,brechen::V,断裂,eltör
1027,klopfen::V,敲,kopogtat
1028,hauen::V,揍,vág
1029,hauen::V,揍,levág
1030,kleben::V,粘,tapaszt
1031,reiben::V,摩擦,dörzsöl
1032,reiben::V,摩擦,súrol
1033,streichen::V,涂,simít
1034,schleifen::V,拖曳,fen
1035,schleifen::V,拖曳,csiszol
1036,schleifen::V,拖曳,köszörül
1037,schneiden::V,切,vág
1038,schneiden::V,切,szel
1039,schneiden::V,切,metsz
1040,rütteln::V,颠簸,ráz
1041,schütteln::V,摇动,ráz
1042,schütteln::V,摇动,megráz
1043,schwenken::V,摇动,lóbál
1044,schwenken::V,摇动,lobogtat
1045,schütten::V,倒,önt
1046,füllen::V,填满,tölt
1047,füllen::V,填满,megtölt
1048,einwickeln::V,包,becsavar
1049,tragen::V,提,hord
1050,schleppen::V,扛,vonszol
1051,ziehen::V,拉,húz
1052,aufbewahren::V,保存,megőriz
1053,werfen::V,扔,dob
1054,werfen::V,扔,hajít
1055,fangen::V,捕捉,fog
1056,packen::V,抓住,megragad
1057,verstecken::V,藏,eldug
1058,verstecken::V,藏,elrejt
1059,teilen::V,分,oszt
1060,teilen::V,分,megoszt
1061,schicken::V,派遣,küld
1062,bringen::V,带来,hoz
1063,bringen::V,带来,visz
1064,hinzufügen::V,添加,hozzáad
1065,bekommen::V,得到,kap
1066,bekommen::V,得到,megkap
1067,erhalten::V,接到,kap
1068,erhalten::V,接到,megkap
1069,nehmen::V,拿,vesz
1070,wählen::V,挑选,választ
1071,auswählen::V,选择,kiválaszt
1072,bewahren::V,保持,megtart
1073,behindern::V,防碍,akadályoz
1074,behindern::V,防碍,gátol
1075,verderben::V,败坏,elront
1076,beschädigen::V,损坏,rongál
1077,zerbrechen::V,破碎,eltör
1078,zerbrechen::V,破碎,széttör
1079,zerbrechen::V,破碎,kettétör
1080,zerreißen::V,撕碎,eltép
1081,zerreißen::V,撕碎,széttép
1082,zerstören::V,毁坏,elpusztít
1083,verbrennen::V,燃烧,éget
1084,verbrennen::V,燃烧,eléget
1085,geben::V,给,ad
1086,reichen::V,递给,nyújt
1087,schenken::V,赠送,ajándékoz
1088,versprechen::V,许诺,ígér
1089,wünschen::V,祝,kíván
1090,loben::V,表扬,dicsér
1091,küssen::V,亲,csókol
1092,wiegen::V,轻摇,ringat
1093,zudecken::V,盖上,betakar
1094,wecken::V,唤起,kelt
1095,wecken::V,唤起,ébreszt
1096,zeigen::V,指,mutat
1097,führen::V,带领,visz
1098,führen::V,带领,vezet
1099,lehren::V,教,tanít
1100,unterrichten::V,讲课,tanít
1101,aufziehen::V,抚养,felnevel
1102,leiten::V,领导,vezet
1103,leiten::V,领导,vezérel
1104,antreiben::V,催促,hajt
1105,lassen::V,让,-tat
1106,lassen::V,让,-at
1107,einladen::V,邀请,meghív
1108,vereinigen::V,统一,egyesít
1109,besuchen::V,参观,látogat
1110,treffen::V,会面,talál
1111,sich versammeln::V,聚集,gyülekezik
1112,sich versammeln::V,聚集,összegyűlik
1113,spielen::V,玩,játszik
1114,singen::V,唱歌,énekel
1115,tanzen::V,跳舞,táncol
1116,sich trennen::V,分别,elválik
1117,verlassen::V,离开,elhagy
1118,retten::V,救,ment
1119,bewachen::V,守卫,őriz
1120,schützen::V,保护,óv
1121,schützen::V,保护,véd
1122,verteidigen::V,保卫,véd
1123,sich schlagen::V,打架,verekszik
1124,schießen::V,射击,lő
1125,siegen::V,获胜,győz
1126,ärgern::V,激怒,bosszant
1127,schlagen::V,打,üt
1128,schlagen::V,打,ver
1129,treten::V,踢,rúg
1130,stechen::V,刺,döf
1131,stechen::V,刺,szúr
1132,stoßen::V,撞,lök
1133,stehlen::V,盗窃,lop
1134,stören::V,干扰,zavar
1135,belästigen::V,打搅,zaklat
1136,verbergen::V,隐藏,rejt
1137,verbergen::V,隐藏,elrejt
1138,täuschen::V,欺骗,megtéveszt
1139,betrügen::V,欺骗,csal
1140,töten::V,杀,öl
1141,wohnen::V,居住,lakik
1142,arbeiten::V,工作,dolgozik
1143,sammeln::V,收集,szed
1144,sammeln::V,收集,gyűjt
1145,pflücken::V,采,szed
1146,jagen::V,打猎,vadászik
1147,fischen::V,捕鱼,halászik
1148,fassen::V,捉住,fog
1149,hüten::V,守护,őriz
1150,hüten::V,守护,legeltet
1151,treiben::V,漂,hajt
1152,anbinden::V,拴,köt
1153,füttern::V,喂,etet
1154,melken::V,挤奶,fej
1155,hacken::V,剁细,vág
1156,gießen::V,浇,öntöz
1157,reifen::V,成熟,érik
1158,kochen::V,煮,főz
1159,backen::V,烤,süt
1160,braten::V,煎,süt
1161,umrühren::V,搅拌,megkever
1162,stricken::V,织,köt
1163,nähen::V,缝,varr
1164,färben::V,染色,fest
1165,reinigen::V,清洁,tisztít
1166,waschen::V,洗,mos
1167,abwischen::V,擦掉,letöröl
1168,spülen::V,清洗,mosogat
1169,fegen::V,扫,söpör
1170,kehren::V,打扫,söpör
1171,baden::V,给...洗澡,fürdik
1172,sich waschen::V,洗澡,mosdik
1173,sich waschen::V,洗澡,mosakszik
1174,ausziehen::V,脱,levesz
1175,anziehen::V,穿,felölt
1176,anziehen::V,穿,felvesz
1177,sich anziehen::V,穿衣,öltözik
1178,sich anziehen::V,穿衣,felöltözik
1179,kämmen::V,梳,fésül
1180,schmücken::V,装饰,díszít
1181,sagen::V,说,mond
1182,sprechen::V,说,beszél
1183,reden::V,讲,beszél
1184,sich unterhalten::V,聊天,beszélget
1185,fragen::V,问,kérdez
1186,bitten::V,请,kér
1187,erzählen::V,叙述,mesél
1188,erzählen::V,叙述,elbeszél
1189,mitteilen::V,通知,közöl
1190,nennen::V,叫做,hív
1191,nennen::V,叫做,nevez
1192,rufen::V,叫,hív
1193,prahlen::V,吹牛,dicsekszik
1194,übersetzen::V,翻译,fordít
1195,denken::V,想,gondol
1196,glauben::V,以为,hisz
1197,bemerken::V,发觉,észrevesz
1198,erkennen::V,识别,ráismer
1199,erkennen::V,识别,felismer
1200,begreifen::V,理解,felfog
1201,verstehen::V,明白,ért
1202,verstehen::V,明白,megért
1203,lernen::V,学,tanul
1204,lernen::V,学,megtanul
1205,wissen::V,知道,tud
1206,sich erinnern an::V,回忆,emlékszik
1207,vergessen::V,忘记,felejt
1208,vergessen::V,忘记,elfelejt
1209,messen::V,测量,mér
1210,messen::V,测量,megmér
1211,zählen::V,数,számol
1212,zählen::V,数,megszámol
1213,rechnen::V,计算,számít
1214,lesen::V,读,olvas
1215,malen::V,画,fest
1216,zeichnen::V,绘制,rajzol
1217,schreiben::V,写,ír
1218,besitzen::V,占有,birtokol
1219,kaufen::V,买,vesz
1220,kaufen::V,买,megvesz
1221,verkaufen::V,卖,elad
1222,bezahlen::V,付钱,fizet
1223,bezahlen::V,付钱,kifizet
1224,zahlen::V,支付,fizet
1225,zahlen::V,支付,megfizet
1226,beherrschen::V,统治,ural
1227,ertragen::V,忍耐,elbír
1228,ertragen::V,忍耐,elvisel
1229,vergebens::ADV,,hiába
1230,klirren::V,,csörömpöl
1231,rauschen::V,,zúg
1232,rühren::V,,mozdít
1233,zubereiten::V,,elkészít
