,Concept_ID,ady,br
0,Auge::N,нэ,lagad
1,Ohr::N,тхьакӏу́м,skouarn
2,Nase::N,пэ,fri
3,Mund::N,жэ,genoù
4,Zahn::N,цэ,dant
5,Zunge::N,бзэгу,teod
6,Lippe::N,ӏупшӏэ́,muzell
7,Wange::N,нэкӏу́шъу,chot
8,Gesicht::N,нэ́гу,dremm
9,Stirn::N,натӏэ́,tal
10,Haar::N,шъхьацы́,blev
11,Bart::N,жакӏэ́,barv
12,Kinn::N,жэкӏэпэпкъ,groñj
13,Kiefer[Anatomie]::N,жэпкъы́,javed
14,Kehle::N,чый,gouzoug
15,Hals::N,пшъэ,gouzoug
16,Genick::N,шъхьэпхэтыку,choug
17,Kopf::N,шъхьэ́,penn
18,Rücken::N,кӏыбы́,kein
19,Bauch::N,ныбэ́,kof
20,Busen::N,бгъэ́,bronn
21,Brust::N,бгъэ́,bruched
22,Schulter::N,блыпкъ,skoaz
23,Arm::N,ӏэ,brec'h
24,Ellenbogen::N,ӏэнтэ́гъу,ilin
25,Hand::N,ӏэтхьэцу,dorn
26,Handfläche::N,ӏэ́гу,palv
27,Finger::N,ӏэхъуа́мб,biz
28,Fingernagel::N,ӏэбжъа́н,ivin
29,Nagel[Anatomie]::N,ӏэбжъа́н,ivin
30,Zeh::N,ӏэхъуа́мб,biz-troad
31,Fuß::N,лъэгу,troad
32,Ferse::N,лъэдакъэ,seul
33,Knie::N,лъагуа́ндж,glin
34,Oberschenkel::N,ко,morzhed
35,Bein::N,лъакъо́,gar
36,Körper::N,пкъышъол,korf
37,Haut::N,кӏы́шъу,kroc'hen
38,Blut::N,лъы,gwad
39,Ader::N,льытф,gwazhi
40,Sehne::N,фэ,stir
41,Knochen::N,къупшъхьэ́,askorn
42,Gehirn::N,куцӏы,empenn
43,Herz::N,гу,kalon
44,Magen::N,мышкӏу,stomog
45,Leber::N,шӏу,avu
46,Atem::N,къэщэныр,anal
47,Hunger::N,гъаблэ́,naon
48,Träne::N,нэпсы,daer
49,Geschmack::N,ӏэшӏугъа́кӏ,blaz
50,Geruch::N,мэ,c'hwezh
51,Schlaf::N,пчыхьы́пӏ,kousked
52,Traum::N,пчыхьы́пӏ,hune
53,Himmel::N,уашъо́,oabl
54,Sonne::N,тыгъэ,heol
55,Mond::N,мазэ,loar
56,Stern::N,жъуагъо́,steredenn
57,Luft::N,жьы,aer
58,Wind::N,жьыбгъэ́,avel
59,Welle::N,ор,houlenn
60,Welle::N,оры,houlenn
61,Wasser::N,псы,dour
62,Stein::N,мыжъо́,maen
63,Boden::N,чӏ́ыгу,tachenn
64,Erde::N,чӏ́ыгу,douar
65,Staub::N,сап,poultr
66,Rauch::N,ӏугъо́,moged
67,Funke::N,мэшӏуа́ч,ful
68,Feuer::N,машӏо́,tan
69,Licht::N,нэфы,gouloù
70,Licht::N,нэфын,gouloù
71,Schatten::N,жьау́,disheol
72,Schatten::N,ныбжьыкъу,disheol
73,Nebel::N,пща́гъу,brumenn
74,Wolke::N,ошъуапщэ,koumoulenn
75,Regen::N,ощхы,glav
76,Schnee::N,осы́,erc'h
77,Eis::N,мылы,skorn
78,Kälte::N,чъыӏэ́,yen
79,Hitze::N,фэба́е,tommder
80,Regenbogen::N, лэгъупэкъо́пс,gwareg-ar-glav
81,Donner::N,шыблэ́,kurun
82,Strömung::N,ток,red
83,Tropfen::N,ткӏопс,bannac'h
84,Tropfen::N,ткӏопс,takenn
85,Tropfen::N,гъуаткӏу,bannac'h
86,Tropfen::N,гъуаткӏу,takenn
87,Schaum::N,тхъурбэ,spoum
88,Schmutz::N,псынжъы,fank
89,See::N,хыку́м,lenn
90,See::N,псыхъура́й,lenn
91,Sumpf::N,орыжъ,gwern
92,Moor::N,орыжъ,taouarc'heg
93,Wiese::N,хъупӏэ́,prad
94,Wiese::N,мэкъупӏ,prad
95,Wald::N,мэзы́,koad
96,Hügel::N,ӏуашъхь,torgenn
97,Anhöhe::N,чӏыӏэтыгъ,run
98,Berg::N,къушъхьэ́,menez
99,Gipfel::N,шыгу,barr
100,Höhle::N,гъочӏэгъ,kav
101,Abhang::N,чапэ,naou
102,Quelle::N,псынэчэ́чъ,feunteun
103,Bach::N,псышкуашку,gwazh
104,Fluss::N,псыхъо́,stêr
105,Ufer::N,нэпкъы,ribl
106,Küste::N,ӏушъо,aod
107,Festland::N,чӏл́ыгу,douar
108,Meer::N,хы,mor
109,Bucht::N,хыблыгу,mor-bihan
110,Insel::N,хыгъэхъу́н,enez
111,Blume::N,къэгъа́гь,bleunienn
112,Gras::N,уцы́,geot
113,Wurzel::N,лъапсэ́,gwrizienn
114,Baum::N,чъыгы́,gwezenn
115,Stamm::N,пкъы,kef
116,Rinde::N,пхъашъо́,rusk
117,Ast::N,куамэ,barr
118,Zweig::N,къутамэ́,bod
119,Blatt::N,тхьап,delienn
120,Birke::N,пчэн,bezvenn
121,Kiefer[Baum]::N,сэснэй,pinenn
122,Weide[Baum]::N,пце́л,halegenn
123,Tanne::N,ель,sapenn
124,Horn::N,бжъэ,korn
125,Feder::N,къамӏы́й,pluñv
126,Fell::N,шъо,kreoñ
127,Flügel::N,тамэ́,askell
128,Klaue::N,лъэбжъа́н,skilf
129,Kralle::N,лъакъо,skilf
130,Schwanz::N,кӏэ,lost
131,Ei::N,кӏэнкӏэ́,vi
132,Nest::N,набгъо́,neizh
133,Bau::N,гъу,douarenn
134,Bau::N,бы,douarenn
135,Tier::N,псэу́шъхь,loen
136,Herde::N,ӏэхъогъу,tropell
137,Kuh::N,чэмы́,buoc'h
138,Bulle::N,цу,tarv
139,Pferd::N,шы,marc'h
140,Schaf::N,мэлы́,dañvad
141,Schwein::N,къо,pemoc'h
142,Hund::N,бьэ,ki
143,Katze::N,чэты́у,kazh
144,Bär::N,мышъэ́,arzh
145,Eichhörnchen::N,цызэ́,gwiñver
146,Elch::N,лось,karv-dour
147,Fuchs::N,баджэ́,louarn
148,Hase::N,тхьакӏумкӏы́хь,gad
149,Maus::N,цыгъо́,logodenn
150,Wolf::N,тыгъу́жъ,bleiz
151,Vogel::N,бзы́у,labous
152,Schwarm::N,отэр,nijad
153,Huhn::N,чэты́,yar
154,Hahn::N,атакъэ́,kilhog
155,Gans::N,къа́з,gwazenn
156,Ente::N,псычэ́т,houad
157,Eule::N,тыгъурыгъу,toud
158,Kranich::N,къэрэ́у,garan
159,Krähe::N,къолэ́жъ,bran
160,Kuckuck::N,куку́у,koukoug
161,Fisch::N,пцэжъы́й,pesk
162,Barsch::N,тхыкъэц,brell
163,Hecht::N,лэнд,beked
164,Schlange[Tier]::N,блэ́,naer
165,Wurm::N,хьамлыу,preñv
166,Spinne::N,бэдж,kevnidenn
167,Ameise::N,къамзэ́гу,merion
168,Laus::N,цӏэ,laouenn
169,Mücke::N,аргъо́й,moustik
170,Fliege::N,бадзэ́,kelienenn
171,Schmetterling::N,хьампӏыра́шъу,balafenn
172,Beere::N,маткӏо,hog
173,Apfel::N,мыӏэры́с,aval
174,Pilz::N,хьаӏу,kabell-touseg
175,Zwiebel::N,бжьыны́,ognonenn
176,Saat::N,чылапхъ,had
177,Korn::N,цэ,ed
178,Heu::N,мэкъу,foenn
179,Schale::N,кӏы́шъу,peliadur
180,Grube::N,машэ́,
181,Falle::N,зэраубытырэ́ ӏэмэпсы́м,pech
182,Schlinge::N,бзыуубыт,krouglas
183,Spur::N,ужы,
184,Spur::N,лъэуж,
185,Asche::N,яжьэ́,ludu
186,Dreck::N,псынжъы,fank
187,Eisen::N,гыучӏы́,houarn
188,Eisen::N,къэнджа́л,houarn
189,Gold::N,дышъэ́,aour
190,Silber::N,тыжьы́н,arc'hant
191,Kohle::N,шӏомыкӏ,glaou
192,Glas::N,апч,gwer
193,Lehm::N,етӏагъо́,
194,Sand::N,пшахъо,traezh
195,Mensch::N,цӏыфы́,den
196,Mann::N,хъулъфы́гъ,den
197,Frau::N,бӏылъфыгъэ́,maouez
198,Kind::N,кӏэлэцӏы́кӏу,bugel
199,Junge::N,кӏэлэцӏы́кӏу,paotr
200,Mädchen::N,пшъэшъэжъый,plac'h
201,Familie::N,быны́,familh
202,Familie::N,уна́гъу,familh
203,Großvater::N,тэтэ́жъ,tad-kozh
204,Großmutter::N,нэнэ́жъ,mamm-gozh
205,Eltern::N,ны-тыхэ́р,kerent
206,Vater::N,ты,tad
207,Mutter::N,ны,mamm
208,Sohn::N,къо,mab
209,Tochter::N,пхъу,merc'h
210,Bruder::N,шы,breur
211,Schwester::N,шы́пхъу,c'hoar
212,Onkel::N,янэ́ш,eontr
213,Tante::N,атэшыпхъу,moereb
214,Ehemann::N,лӏы,gwaz
215,Ehefrau::N,шъу́з,gwreg
216,Freude::N,гушӏуа́гъу,levenez
217,Gelächter::N,щхыныр,c'hoarzherezh
218,Glück::N,насы́п,chañs
219,Kummer::N,тхьамыкӏагъу,doan
220,Wunsch::N,шӏонгъоны́гъ,c'hoant
221,Lust::N,шӏонгъоны́гъ,c'hoant
222,Geist::N,гу,spered
223,Gedanke::N,гупшыс,soñj
224,Gedächtnis::N,память,eñvor
225,Verstand::N,акъы́л,skiant
226,Sinn::N,мэхьанэ,ster
227,Grund::N,ушъхьагъу,kaoz
228,Wahrheit::N,шъыпкъэ́,gwirionez
229,Gespräch::N,гущыӏ,kaozeadenn
230,Märchen::N,пшысэ,kaoz korriganez
231,Erzählung::N,къэба́р,kontadenn
232,Nachricht::N,къэба́р,keloù
233,Neuigkeit::N,къэбарыкӏ,kelaouenn
234,Name::N,цӏэ,anv
235,Rätsel::N,коджэхь-къоджэшх,divinatez
236,Rede::N,гущыӏ,diskour
237,Sprache::N,бзэ,yezh
238,Stimme::N,макъэ́,mouezh
239,Wort::N,гущыӏ,ger
240,Zeichen::N,тамы́гъ,sin
241,Ruf::N,джэ макъ,galv
242,Lärm::N,макъэ,trouz
243,Laut::N,макъэ,
244,Lied::N,орэ́д,kanaouenn
245,Ruhe::N,самбырыныгъ,sioulded
246,Leute::N,цӏыфхэ́р,tud
247,Volk::N,цӏыф лъэпкъ,pobl
248,Arbeit::N,ӏофшӏакӏэ́н,labour
249,Gast::N,хьакӏэ́,kouviad
250,Geschenk::N,шӏухьафтын,prof
251,Spiel::N,еоны́р,c'hoari
252,Spiel::N,джэгуны́р,c'hoari
253,Spiel::N,къегъэӏоны́р,c'hoari
254,Gesellschaft::N,обществ,kompagnunezh
255,Gesellschaft::N,обществ,kavandad
256,Hilfe::N,ӏэпыӏэгъу,sikour
257,Freund::N,ныбджэгъу,mignon
258,Kamerad::N,ныбджэгъу,kamarad
259,Angelegenheit::N,ӏофы́,afer
260,Anzahl::N,пчъагъэ́,niver
261,Art::N,изэрэщы́т,sort
262,Art::N,лъэпкъ,sort
263,Stück::N,такъы́р,tamm
264,Teil::N,щыщ,pezh
265,Teil::N,ӏахь,pezh
266,Hälfte::N,ныкъо́,hanterenn
267,Kreis::N,хъура́й,kelc'h
268,Kreuz::N,къащ,kroaz
269,Linie::N,хъахъ,linenn
270,Linie::N,итхъа́гъ,linenn
271,Strich::N,хъахъ,tenn
272,Strich::N,итхъагъ,tenn
273,Abstand::N,азыфагу,distok
274,Entfernung::N,чӏыгууанэ,keid
275,Entfernung::N,чӏыгууанэ,kehid
276,Gegend::N,чӏыпӏэ́,korn-bro
277,Platz::N,азыфагу,plasenn
278,Ort::N,чӏыпӏэ́,lec'h
279,Seite::N,лъэны́къу,tu
280,Mitte::N,гузэ́гу,kreiz
281,Gegenstand::N,пкъыгъо,tra
282,Rand::N,цакӏэ́,kantenn
283,Kante::N,цэгэналъ,kantenn
284,Ecke::N,къогъу,korn
285,Spitze::N,пакӏэ,begell
286,Ende::N,кӏэ,dibenn
287,Loch::N,гъуа́н,toull
288,Winkel::N,къогъу,
289,Muster::N,тхыпхъэ,tresadenn
290,Größe::N,иина́гъ,ment
291,Länge::N,икӏыхьа́гъ,hirder
292,Höhe::N,лъэгагъ,uhelder
293,Gewicht::N,онтэгъугъэ́,pouez
294,Menge::N,пчъагъэ́,bern
295,Haufen::N,ӏат,bern
296,Reihe::N,саты́р,steud
297,Boot::N,къуашъо́,bag
298,Ruder::N,къошъобэ́щ,roeñv
299,Ski::N,лыжэхэр,ski
300,Lagerfeuer::N,пхъэмашӏу,
301,Gang::N,кӏоныр,kerzh
302,Schritt::N,лъэубэ́къу,paz
303,Norden::N,темы́р,norzh
304,Norden::N,темы́р,hanternoz
305,Süden::N,къыблэ́,su
306,Süden::N,къыблэ́,kreisteiz
307,Westen::N,тыгъэкъохьа́пӏ,kuzh-heol
308,Osten::N,тыгьэкъокӏы́пӏ,reter
309,Osten::N,тыгьэкъокӏы́пӏ,sav-heol
310,Holz::N,чъыгы́,koad
311,Brett::N,пхъэ́мбгъу,plankenn
312,Platte::N,упсыхьагъ,plakenn
313,Stütze::N,кӏэгъэкъон,harp
314,Stange::N,къорэ́гъ,sparl
315,Stock::N,бэщ,bazh
316,Stab::N,бэщ кӏы́хь,bazh
317,Rohr::N,онджэкъ,tub
318,Rohr::N,онджэкъ,korz
319,Haus::N,унэ́,ti
320,Heim::N,унэ́,kêr
321,Ofen::N,гъэжъэн,forn
322,Fußboden::N,джэхашъу,plañchod
323,Tisch::N,стол,taol
324,Stuhl::N,пхъэнтӏэ́кӏу,kador
325,Wiege::N,кушъэ́,kavell
326,Bett::N,пӏэкӏо́р,gwele
327,Regal::N,мэкӏай,estajerenn
328,Kiste::N,ящык,kased
329,Fenster::N,шъхьаныгъу́пчъ,prenestr
330,Tür::N,пчъэ,dor
331,Tor::N,къэла́пчъ,portal
332,Zaun::N,шӏыхьагъэ́,sklotur
333,Dach::N,шъхьэ́,toenn
334,Leiter::N,лъэо́й,skeul
335,Leiter::N,дэкӏояпӏэ́,skeul
336,Besen::N,пхъэнкӏы́пхъ,skubell
337,Spaten::N,къазгъы́р,pal
338,Schaufel::N,хэӏалъ,pal
339,Gabel::N,цацэ,fourchetez
340,Löffel::N,джэмы́шх,loa
341,Messer::N,шъэжъы́й,kontell
342,Nagel::N,гъучӏыӏу́н,tach
343,Netz::N,хъытыу,roued
344,Haken::N,хьажтӏаркъу,krog
345,Griff::N,къопс,kemer
346,Schloss::N,ӏункӏы́бз,potenn
347,Bild::N,сурэ́т,skeudenn
348,Puppe::N,нысхъа́п,merc'hodenn
349,Beutel::N,дзыо́,sac'h
350,Tasche::N,ӏэлъмэ́къ,sac'h
351,Eimer::N,щалъ,sailh
352,Deckel::N,шъхьэ,pallenn
353,Geschirr::N,хьакъу-шыкъу,listriaj
354,Sack::N,дзыо́,sac'h
355,Tasse::N,чашк,tas
356,Topf::N,кастрюль,pod
357,Kessel::N,шыуа́н,chaodouron
358,Essen::N,шхэн,pred
359,Nahrung::N,шхэн,boued
360,Speise::N,шхыныгъу,meuz
361,Fleisch::N,лы,kig
362,Getreide::N,лэжьыгъацэ́,ed
363,Brei::N,пӏастэ́,yod
364,Brot::N,хьалыгъу,bara
365,Scheibe::N,такъы́р,tailhenn
366,Fett::N,дагъэ́,lard
367,Butter::N,тхъу,amann
368,Öl::N,тхъу,eoul
369,Salz::N,щыгъу,holen
370,Suppe::N,хьантхъупс,soubenn
371,Honig::N,шъоу́,mel
372,Milch::N,щэ,laezh
373,Tee::N,щай,te
374,Leder::N,кӏы́шъу,lêr
375,Wolle::N,цы,gloan
376,Stoff::N,шэкӏы,danvez
377,Nadel::N,бгъэ́хаӏу,nadoz
378,Faden::N,ӏуда́н,neudenn
379,Knopf::N,занкӏэу,bouton
380,Knoten::N,зэкъодзапӏэ,skoulm
381,Farbe::N,краск,liv
382,Kleidung::N,щыгъы́ны,dilhad
383,Hemd::N,джан,roc'hed
384,Kragen::N,пшъапӏ,gouzoug
385,Ärmel::N,гъуап,milgin
386,Hose::N,гъончэ́дж,bragoù
387,Gürtel::N,бгыры́пх,gouriz
388,Mütze::N,паӏо́,boned
389,Stiefel::N,щазым,botez
390,Ring::N,ӏэлъы́н,gwalenn
391,Band::N,лент,bagad
392,Kamm::N,мажь,krib
393,Spiegel::N,гъундж,melezour
394,Riemen::N,бгыры́пх,lerenn
395,Schnur::N,кӏапсэ́,kordenn
396,Leine::N,шъокӏапс,roll
397,Decke::N,чыхӏэн,golo
398,Kissen::N,шъхьант,goubenner
399,Tuch::N,шъхьэтехъу,mezher
400,Handtuch::N,ӏаплъэкӏ,toailhon
401,Kraft::N,къары́у,nerzh
402,Kraft::N,кӏуачӏэ́,nerzh
403,Stärke::N,кӏуачӏэ́,nerzhder
404,Gesundheit::N,псауныгъ,yec'hed
405,Krankheit::N,узы,klañved
406,Schmerz::N,узы,poan
407,Schmerz::N,узы,droug
408,Wunde::N,уӏагъэ́,gloazadenn
409,Fieber::N,техьа́гъу,terzhienn
410,Fieber::N,жъоку,terzhienn
411,Arznei::N,ӏэзэ́гъу,louzoù
412,Brücke::N,лъэмы́д ж,pont
413,Brunnen::N,псынэ́,puñs
414,Weide::N,хъупӏэ́,prad
415,Pfad::N,лъагъу,gwenodenn
416,Weg::N,гъо́гу,hent
417,Straße::N,гъо́гу,ru
418,Straße::N,гъо́гу,hent
419,Dorf::N,къуа́дж,kêr
420,Dorf::N,къуа́дж,kêriadenn
421,Stadt::N,къалэ́,kêr
422,Brief::N,тхэн,lizher
423,Brief::N,письмэ,lizher
424,Buch::N,тхы́лъ,levr
425,Buchstabe::N,хьары́ф,lizherenn
426,Zeitung::N,газет,kazetenn
427,Leben::N,гъашӏэ́,buhez
428,Tod::N,аджал,marv
429,Grab::N,бэны́,bez
430,Kirche::N,чылы́с,iliz
431,Sünde::N,гунахь,pec'hed
432,Gott::N,тхьэ,doue
433,Arbeiter::N,рабоч,labourer
434,Arbeiter::N,рабоч,micherour
435,Chef::N,гъэр,penn
436,Meister::N,ӏэпыӏа́с,mestr
437,Lehrer::N,кӏэлэегъа́дж,skolaer
438,Lehrer::N,кӏэлэегъа́дж,kelenner
439,Geld::N,ахъщ,arc'hant
440,Geschäft::N,ӏофшӏэн,stal
441,Laden::N,туча́н,stal
442,Preis::N,уасэ́,priz
443,Ware::N,хьап-щып,marc'hadourezh
444,Nutzen::N,чар,gounidegezh
445,Nutzen::N,чар,lañs
446,Nutzen::N,чар,profit
447,Nutzen::N,чар,spleit
448,Nutzen::N,федэ́,gounidegezh
449,Nutzen::N,федэ́,lañs
450,Nutzen::N,федэ́,profit
451,Nutzen::N,федэ́,spleit
452,Reichtum::N,байныгъ,pinvidigezh
453,Welt::N,дуна́й,douar
454,Land::N,хэгъэ́́гу,bro
455,Staat::N,къэралыгъу,stad
456,König::N,пачъы́хь,roue
457,Macht::N,шынэгъакзэ́,galloud
458,Grenze::N,гъуна́пкъ,harzoù
459,Krieg::N,зао́,brezel
460,Feind::N,пы́и,eneber
461,Gewalt::N,егъэзыгъэныгъ,tâerder
462,Kampf::N,бэнэныгъ,kann
463,Bogen[Waffe]::N,щабз,gwareg
464,Pfeil::N,щэбза́щ,saezh
465,Gewehr::N,шхонч,fuzuilh
466,Fehler::N,хэукъоныгъ,fazi
467,Lüge::N,пцӏы,gaou
468,Schaden::N,зэра́р,gwall
469,Unglück::N,тхьамыкӏагъу,gwalleur
470,Schuld::N,мысагъэ́,kablusted
471,Schuld::N,мысагъэ́,pec'hedigezh
472,Alter::N,ныбжь,oad
473,Schluss::N,кӏэ,diwezh
474,Zeit::N,уахътэ́,amzer
475,Tag::N,мафэ́,deizh
476,Morgen::N,пчэды́жь,beure
477,Morgen::N,пчэды́жь,mintin
478,Mittag::N,щэджагьу́,kreisteiz
479,Abend::N,пчыхьэ́,abardaez
480,Nacht::N,чэщы́,noz
481,Woche::N,тхьамафэ́,sizhun
482,Monat::N,мазэ́,miz
483,Jahr::N,илъэ́с,bloaz
484,Frühling::N,гъатхэ́,nevezamzer
485,Sommer::N,гъэмафэ́,hañv
486,Herbst::N,бжыхьэ́,diskaramzer
487,Winter::N,кӏыма́ф,goañv
488,Januar::N,январь,Genver
489,Februar::N,февраль,C'hwevrer
490,März::N,март,Meurzh
491,April::N,апрель,Ebrel
492,Mai::N,май,Mae
493,Juni::N,июнь,Mezheven
494,Juli::N,июль,Gouhere
495,August::N,август,Eost
496,September::N,сентябрь,Gwengolo
497,Oktober::N,октябрь,Here
498,November::N,ноябрь,Du
499,Dezember::N,декабрь,Kerzu
500,Montag::N,блыпэ́,Lun
501,Dienstag::N,гъубдж,Meurzh
502,Mittwoch::N,бэрэскэжъый,Merc'her
503,Donnerstag::N,мэфэ́ку,Yaou
504,Freitag::N,бэрэскэшху,Gwener
505,Samstag::N,шэмбэ́т,Sadorn
506,Sonntag::N,тхьаума́ф,Sul
507,groß::A,ины́,bras
508,klein::A,цӏы́кӏу,bihan
509,lang::A,кӏыхьэ́,hir
510,kurz::A,кӏэкӏы́,berr
511,breit::A,шъуамбгъо́,ledan
512,schmal::A,бгъузэ́,strizh
513,dicht::A,ӏужъу́,stank
514,dick[Gegenstand]::A,ӏужъу́,tev
515,dünn::A,пӏуакӏэ́,moan
516,fein::A,пӏуакӏэ́,munut
517,fest::A,пытэ́,start
518,flach::A,тешъо́,plaen
519,glatt::A,зэны́бжь,lintr
520,glatt::A,зэны́бжь,levn
521,hart::A,пытэ́,kalet
522,weich::A,шъабэ́,blot
523,rund::A,хъура́й,ront
524,spitz::A,папцӏэ́,poentet
525,scharf::A,чан,dremm
526,stumpf::A,цако́,talsoc'h
527,schwer::A,онтэ́гъу,pounner
528,schön::A,дахэ́,kaer
529,heiß::A,жъо́ркъ,tomm
530,warm::A,фабэ́у,tomm
531,kalt::A,чъыӏэ́,yen
532,kühl::A,чъыӏэтагъ,yen
533,frisch::A,чъыӏэтагъ,fresk
534,feucht::A,шынагъэ зиӏэ,gleb
535,feucht::A,шынэгъакӏэ зиӏэ,gleb
536,nass::A,цӏынэ́,gleb
537,trocken::A,гъушъ,sec'h
538,trocken::A,чъэпхъыгъ,sec'h
539,voll::A,из,leun
540,voll::A,изыбз,leun
541,leer::A,нэкӏы́,goullo
542,offen::A,зэдэхыгъэ,digor
543,geschlossen::A,зэфэшӏыгъ,serr
544,sauber::A,къабзэ́,naet
545,schmutzig::A,шӏо́и,lous
546,roh::A,мыжъо́,kriz
547,reif::A,чъэпхъыгъ,darev
548,lecker::A,го́хьы,lipous
549,lecker::A,го́хьы,saourus
550,süß::A,ӏэшӏу,dous
551,bitter::A,дыджы́,c'hwerv
552,sauer::A,хафэ́,trenk
553,hell::A,нэфын,sklaer
554,dunkel::A,мэзэхэ,teñval
555,schwarz::A,шӏуцӏэ,du
556,weiß::A,фыжьы́,gwenn
557,rot::A,плъыжьы́,ruz
558,gelb::A,гъожьы́,melen
559,blau::A,шхъуантӏэ,glas
560,grün::A,шхъуантӏэ,gwer
561,grau::A,шхъо,louet
562,bunt::A,къолэны,liesliv
563,billig::A,пыут,marc'had-mat
564,teuer::A,сикӏа́с,ker
565,teuer::A,силъа́пӏ,ker
566,wertvoll::A,пкӏэ зиӏ,prizius
567,wertvoll::A,уасэ́ зыфа́шӏ,prizius
568,blind::A,нэшъу́,dall
569,taub::A,дэгу,bouzar
570,kräftig::A,лъэ́ш,start
571,stark::A,лъэ́ш,kreñv
572,schwach::A,хъыбэй,gwan
573,fett::A,пщэры́,lard
574,schlank::A,ищыгъэ,sinkl
575,hübsch::A,дахэ́,koant
576,böse::A,ябгэ,gwall
