,Concept_ID,ady,br
577,dumm::A,делэ,glep
578,faul::A,шъхьахы́нэ,lezirek
579,fleißig::A,егугъурэ,studius
580,geizig::A,тхьацэ,tost
581,klug::A,акъылышӏу́,speredek
582,geschickt::A,ӏэпэӏэсэ́,dornet
583,geschickt::A,шо́у шӏыгъэ́,dornet
584,lieb::A,псэм фэд,koant
585,lustig::A,чэф,laouen
586,sanft::A,ӏушъа́б,flour
587,hungrig::A,гъаблэ́,marnaon
588,krank::A,сыма́дж,klañv
589,nackt::A,пцӏанэ́,noazh
590,traurig::A,нэшхъэй,trist
591,gut::A,дэгъу́,mad
592,schlecht::A,дэи,fall
593,schlecht::A,дэи,gwall
594,richtig::A,тэрэз,reizh
595,schlimm::A,щынэгъо,gwall
596,wahr::A,шъыпкъэ́,gwir
597,alt::A,жъы,kozh
598,neu::A,кӏэ,nevez
599,ehemalig::A,-щтыгъэ,kozh
600,ehemalig::A,-гъэ,kozh
601,alt[Lebewesen]::A,жъы,kozh
602,jung::A,ныбжьыкӏэ́,yaouank
603,arm::A,тхьамы́кӏ,paour
604,reich::A,бай,pinvidik
605,bekannt::A,нэӏуа́с,anavezet
606,berühmt::A,цӏэры́ӏу,brudet
607,fremd::A,хымэ,dizanav
608,verschieden::A,зэфэшъхьафы,disheñel
609,nah::A,благъэ́,nes
610,fern::A,чыжьэ,diabell
611,linker::A,сэмэ́гу,kleiz
612,rechter::A,джабгъу,dehoù
613,anderer::A,нэмы́кӏ,all
614,erster::A,апэр,kentañ
615,zweiter::A,я́тӏонэр,eil
616,dritter::A,ящэнэр,trede
617,letzter::A,аужыр,diwezhañ
618,allein::ADV,зы,e-unan
619,auf einmal::ADV,ардэдэм,ar un dro
620,auf einmal::ADV,асыхьатым,ar un dro
621,zusammen::ADV,зэгъусэхэ́у,asambles
622,lange::ADV,бэрэ́,pell
623,plötzlich::ADV,зэкӏэм,en un taol
624,sofort::ADV,ардэдэм,diouzhtu
625,sofort::ADV,асыхьатым,diouzhtu
626,später::ADV,нэужым,diwezhatoc'h
627,jetzt::ADV,джы,bremañ
628,heute::ADV,непэ́,hiziv
629,morgen::ADV,неу́щы,arc'hoazh
630,bald::ADV,псынкӏэу,hepdale
631,dann::ADV,нэужым,a-c'houde
632,gestern::ADV,тыгъуа́с,dec'h
633,einst::ADV,зэгорэ́м,gwechall
634,damals::ADV,армэ,neuze
635,damals::ADV,ащыгъум,neuze
636,danach::ADV,нэужым,goude
637,vorher::ADV,нахьыпэм,diagent
638,einmal::ADV,зэ,ur wech
639,oft::ADV,бэрэ,alies
640,immer::ADV,ренэ́у,atav
641,immer::ADV,ренэ́у,bepred
642,dort::ADV,модэ,aze
643,dort::ADV,модэ,ahont
644,dorthin::ADV,модэ́,di
645,dorthin::ADV,модэ́,aze
646,dorthin::ADV,модэ́,ahont
647,geradeaus::ADV,занкӏэу,war-eeun
648,vorwärts::ADV,ыпэкӏэ,war-raok
649,rückwärts::ADV,ыужыкӏэ́,war-lerc'h
650,zurück::ADV,ыужыкӏэ́,war-dreñv
651,unten::ADV,ычӏэкӏэ́,en traoñ
652,hinab::ADV,ычӏэгъы́,a-izel
653,hinab::ADV,ычӏэкӏэ́,a-izel
654,oben::ADV,ышъхьагъы,en nec'h
655,hinauf::ADV,ышъхьагъыкӏэ,e-krec'h
656,überall::ADV,тыди́,dre-holl
657,überall::ADV,тыдэкӏи́,dre-holl
658,nicht::ADV,-п,ne ... ket
659,nicht::ADV,мы-,ne ... ket
660,ein wenig::ADV,тӏэкӏу,un tammig
661,kaum::ADV,къоды́й,a-boan
662,sehr::ADV,дэд,-tre
663,sehr::ADV,дэд,-kenañ
664,so::ADV,ащ фэд,evel-se
665,so::ADV,мыщ фэд,evel-se
666,so::ADV,джащ фэд,evel-se
667,noch::ADV,джыри,c'hoazh
668,nur::ADV,ныӏэ́п,hepken
669,wieder::ADV,джыри,adarre
670,vergebens::ADV,пкӏэнчъэ́у,
671,vor::PRP,пашъхьэ́,dirak
672,hinter::PRP,кӏы́б,a-drek
673,hinter::PRP,кӏы́б,a-dreñv
674,unter::PRP,чӏэ-,dindan
675,durch::PRP,пхыры-,dre
676,neben::PRP,дэжь,e-kichen
677,zwischen::PRP,азыфа́гу,etre
678,wegen::PRP,къы-,abalamour da
679,dies::PRN,ар,hemañ
680,das::PRN,а,se
681,das::PRN,а,hennezh
682,das::PRN,мо,se
683,das::PRN,мо,hennezh
