,Concept_ID,ca,ar
824,wieviel::FNUM,quant,كم
825,eins::NUM,u,واحد
826,zwei::NUM,dos,اثنين
827,drei::NUM,tres,ثلاثة
828,vier::NUM,quatre,أربعة
829,fünf::NUM,cinc,خمسة
830,sechs::NUM,sis,ستة
831,sieben::NUM,set,سبعة
832,acht::NUM,vuit,ثمانية
833,neun::NUM,nou,تسعة
834,zehn::NUM,deu,عشرة
835,elf::NUM,onze,أحد عشر
836,zwölf::NUM,dotze,اثنا عشر
837,zwanzig::NUM,vint,عشرون
838,dreißig::NUM,trenta,ثلاثون
839,vierzig::NUM,quaranta,أربعون
840,fünfzig::NUM,cinquanta,خمسون
841,sechzig::NUM,seixanta,ستون
842,siebzig::NUM,setanta,سبعون
843,achtzig::NUM,vuitanta,ثمانون
844,neunzig::NUM,noranta,تسعون
845,hundert::NUM,cent,مئة
846,tausend::NUM,mil,ألف
847,und::CNJ,i,و
848,oder::CNJ,o,أو
849,stehen::V,estar de peu,وقف
850,sitzen::V,seure,جلس
851,liegen::V,jeure,رقد
852,hängen::V,penjar,تعلق
853,werden::V,fer-se,صار
854,werden::V,fer-se,أصبح
855,werden::V,posar-se,صار
856,werden::V,posar-se,أصبح
857,passieren::V,succeir,حدث
858,beginnen::V,iniciar-se,ابتدأ
859,enden::V,acabar-se,انتهى
860,enden::V,terminar-se,انتهى
861,wechseln::V,canviar,تغير
862,aufgehen[Sonne]::V,sortir,شرق
863,untergehen[Sonne]::V,posar-se,غرب
864,scheinen[Sonne]::V,brillar,أضاء
865,donnern::V,tronar,رعد
866,wehen::V,bufar,هب
867,strömen::V,afluir,جرى
868,fließen::V,fluir,سال
869,sich drehen::V,girar,دار
870,schwanken::V,vacil·lar,ترنح
871,schwingen::V,oscil·lar,ترجح
872,fallen::V,caure,سقط
873,fallen::V,tombar,سقط
874,brennen::V,cremar,احترق
875,rauchen::V,fumejar,دخن
876,regnen::V,ploure,أمطر
877,gefrieren::V,gelar-se,تجمد
878,tauen::V,fondre's,ذاب
879,schmelzen::V,fondre's,ذاب
880,trocknen::V,assecar-se,نشف
881,sieden::V,bullir,غلى
882,faulen::V,podrir-se,فسد
883,verfaulen::V,podrir-se,تعفن
884,reißen::V,trencar-se,انقطع
885,versinken::V,enfonsar-se,غرق
886,vergehen::V,passar,مضى
887,erscheinen::V,aparèixer,لاح
888,erscheinen::V,aparèixer,ظهر
889,verschwinden::V,desaparèixer,غاب
890,sinken::V,baixar,هبط
891,sinken::V,descendir,هبط
892,abnehmen::V,decréixer,نقص
893,zunehmen::V,augmentar,ازداد
894,steigen::V,pujar,صعد
895,steigen::V,pujar,ارتفع
896,wachsen::V,créixer,نما
897,wachsen::V,créixer,نبت
898,glänzen::V,brillar,لمع
899,glänzen::V,resplendir,لمع
900,funkeln::V,espurnejar,تلألأ
901,lärmen::V,fer soroll,ضج
902,lärmen::V,fer soroll,صخب
903,läuten::V,sonar,قرع
904,klingeln::V,trucar,دق
905,klirren::V,dringar,قعقع
906,brausen::V,rugir,عج
907,rauschen::V,murmurar,حف
908,klingen::V,sonar,رن
909,bellen::V,lladrar,نبح
910,heulen::V,udolar,عوى
911,blasen::V,bufar,نفخ
912,pfeifen::V,xiular,صفر
913,schreien::V,cridar,صرخ
914,stöhnen::V,gemegar,أن
915,zittern::V,tremolar,ارتعش
916,leben::V,vīure,عاش
917,geboren werden::V,néixer,ولد
918,atmen::V,respirar,تنفس
919,trinken::V,beure,شرب
920,essen::V,menjar,أكل
921,schlucken::V,empassar-se,جرع
922,müde werden::V,cansar-se,تعب
923,einschlafen::V,adormir-se,نام
924,schlafen::V,dormir,نام
925,aufwachen::V,despertar-se,استيقظ
926,aufstehen::V,llevar-se,قام
927,sich erholen::V,descansar,استجم
928,krank werden::V,posar-se malalt,مرض
929,krank sein::V,estar malalt,مرض
930,schmerzen::V,doldre,آلم
931,husten::V,tossir,كح
932,husten::V,tossir,سعل
933,genesen::V,recuperar-se,نقه
934,sterben::V,morir,مات
935,umkommen::V,perir,هلك
936,sich bewegen::V,moure's,تحرك
937,sich rühren::V,moure's,تحرك
938,sich erheben::V,aixecar-se,قام
939,sich setzen::V,asseure's,جلس
940,hinfallen::V,caure's,وقع
941,laufen::V,caminar,مشى
942,schreiten::V,procedir,خطا
943,spazierengehen::V,passejar,تنزه
944,eilen::V,anar corrent,عجل
945,sich beeilen::V,afanyar-se,استعجل
946,sausen::V,córrer,أسرع
947,rennen::V,córrer,عدا
948,rennen::V,córrer,ركض
949,springen::V,saltar,قفز
950,klettern::V,escalar,تسلق
951,schaukeln::V,gronxar-se,تأرجح
952,schaukeln::V,balancejar-se,تأرجح
953,kriechen::V,reptar,دب
954,kriechen::V,reptar,زحف
955,kriechen::V,arrossegar-se,دب
956,kriechen::V,arrossegar-se,زحف
957,schwimmen::V,nadar,سبح
958,tauchen::V,bussejar,غطس
959,tauchen::V,submergir-se,غطس
960,rudern::V,remar,جذف
961,fahren::V,anar,ركب
962,fahren::V,anar,سافر
963,fliegen::V,volar,طار
964,gehen::V,caminar,سار
965,gehen::V,caminar,ذهب
966,weggehen::V,anar-se'n,ذهب
967,weggehen::V,anar-se'n,انصرف
968,abfahren::V,partir,رحل
969,anhalten::V,aturar-se,توقف
970,hineingehen::V,entrar,دخل
971,eintreten::V,entrar,دخل
972,kommen::V,venir,أتى
973,kommen::V,venir,جاء
974,ankommen::V,arribar,وصل
975,zurückkommen::V,tornar,عاد
976,zurückkommen::V,tornar,رجع
977,bleiben::V,quedar-se,مكث
978,warten::V,esperar,انتظر
979,erwarten::V,esperar,ترقب
980,erwarten::V,esperar,انتظر
981,suchen::V,buscar,بحث
982,finden::V,trobar,وجد
983,versuchen::V,intentar,حاول
984,vorbereiten::V,preparar,أعد
985,vorbereiten::V,preparar,حضر
986,lieben::V,estimar,أحب
987,mögen::V,agradar a,أحب
988,lachen::V,riure,ضحك
989,rühren::V,commoure,أثر
990,rühren::V,emocionar,أثر
991,weinen::V,plorar,بكى
992,schimpfen::V,renyar,سب
993,schimpfen::V,renyar,شتم
994,sich ärgern::V,enfadar-se,زعل
995,sich fürchten::V,tenir por,هاب
996,fürchten::V,témer,خاف
997,fürchten::V,témer,خشي
998,fliehen::V,fugir,هرب
999,flüchten::V,refugiar-se,فر
1000,sehen::V,veure,رأى
1001,anschauen::V,mirar,نظر
1002,ansehen::V,mirar,نظر
1003,hören::V,oir,سمع
1004,zuhören::V,escoltar,أصغى
1005,probieren::V,provar,ذاق
1006,riechen::V,olorar,شم
1007,riechen::V,olorar,استنشق
1008,fühlen::V,sentīr,شعر
1009,scheinen::V,semblar,ظهر
1010,zu sehen sein::V,poder-se veure,ظهر
1011,vernehmen::V,percebre,سمع
1012,frieren::V,tenir fred,بردان
1013,tun::V,fer,فعل
1014,können::V,poder,قدر
1015,können::V,poder,استطاع
1016,wollen::V,voler,شاء
1017,wollen::V,voler,أراد
1018,anfangen::V,iniciar,بدأ
1019,beenden::V,acabar,أنهى
1020,aufhören::V,deixar,توقف
1021,aufhören::V,deixar,انقطع
1022,gelingen::V,sortir bé,نجح
1023,geraten::V,sortir,طلع
1024,öffnen::V,obrir,فتح
1025,schließen::V,tancar,أغلق
1026,stellen::V,posar,وضع
1027,stellen::V,posar,أقام
1028,stellen::V,col·locar,وضع
1029,stellen::V,col·locar,أقام
1030,setzen::V,assentar,أجلس
1031,legen::V,posar,وضع
1032,berühren::V,tocar,مس
1033,berühren::V,tocar,لمس
1034,verbinden::V,unir,ربط
1035,verbinden::V,unir,وصل
1036,verbinden::V,connectar,ربط
1037,verbinden::V,connectar,وصل
1038,bedecken::V,tapar,غطى
1039,bedecken::V,cobrir,غطى
1040,aufhängen::V,penjar,علق
1041,anzünden::V,encendre,أوقد
1042,aufheben::V,aixecar,لقط
1043,zurücklassen::V,deixar,ترك
1044,verlieren::V,pērdre,فقد
1045,fallen lassen::V,deixar caure,أسقط
1046,machen::V,fer,فعل
1047,herstellen::V,producir,صنع
1048,herstellen::V,producir,أنتج
1049,bauen::V,construir,بنى
1050,bauen::V,construir,شيد
1051,reparieren::V,reparar,صلح
1052,verbessern::V,millorar,صحح
1053,ändern::V,canviar,غير
1054,graben::V,cavar,حفر
1055,beugen::V,doblegar,ثنى
1056,beugen::V,doblegar,أحنى
1057,biegen::V,corbar,لوى
1058,biegen::V,arquejar,لوى
1059,drehen::V,girar,أدار
1060,drehen::V,girar,دور
1061,wenden::V,girar,قلب
1062,umdrehen::V,voltar,قلب
1063,heben::V,pujar,رفع
1064,heben::V,aixecar,رفع
1065,hochheben::V,aixecar,رفع
1066,ergreifen::V,agafar,مسك
1067,halten::V,mantenir,مسك
1068,drücken::V,prémer,ضغط
1069,drücken::V,estrènyer,ضغط
1070,schieben::V,empènyer,حرك
1071,kratzen::V,raspar,خدش
1072,lecken::V,llepar,لعق
1073,beißen::V,mossegar,عض
1074,abreißen::V,arrencar,قلع
1075,abschneiden::V,tallar,قطع
1076,binden::V,lligar,ربط
1077,stecken::V,ficar,دس
1078,brechen::V,trencar,كسر
1079,klopfen::V,trucar,طرق
1080,hauen::V,picar,ضرب
1081,hauen::V,colpejar,ضرب
1082,kleben::V,enganxar,ألصق
1083,reiben::V,fregar,حك
1084,streichen::V,untar,نشر
1085,schleifen::V,afilar,سن
1086,schleifen::V,esmolar,سن
1087,schneiden::V,tallar,قطع
1088,rütteln::V,sacsejar,رج
1089,schütteln::V,agitar,هز
1090,schütteln::V,sacsejar,هز
1091,schwenken::V,agitar,لوح
1092,schütten::V,abocar,صب
1093,füllen::V,omplir,ملأ
1094,einwickeln::V,embolicar,لف
1095,tragen::V,dur,حمل
1096,tragen::V,portar,حمل
1097,schleppen::V,arrossegar,سحب
1098,ziehen::V,tirar,سحب
1099,ziehen::V,estirar,سحب
1100,aufbewahren::V,conservar,حفظ
1101,werfen::V,llançar,رمى
1102,werfen::V,llançar,ألقى
1103,fangen::V,agafar,التقط
1104,fangen::V,atrapar,التقط
1105,packen::V,engrapar,مسك
1106,verstecken::V,amagar,خبأ
1107,teilen::V,dividir,قسم
1108,schicken::V,enviar,بعث
1109,schicken::V,enviar,أرسل
1110,bringen::V,portar,جلب
1111,hinzufügen::V,afegir,أضاف
1112,bekommen::V,obtenir,حصل
1113,erhalten::V,rebre,استلم
1114,nehmen::V,prendre,أخذ
1115,wählen::V,triar,اختار
1116,wählen::V,elegir,اختار
1117,auswählen::V,escollir,انتقى
1118,auswählen::V,seleccionar,انتقى
1119,bewahren::V,conservar,حافظ
1120,behindern::V,impedir,عاق
1121,behindern::V,obstaculitzar,عاق
1122,verderben::V,espatllar,أفسد
1123,beschädigen::V,danyar,أضر
1124,beschädigen::V,destrossar,أضر
1125,zerbrechen::V,trencar,كسر
1126,zerreißen::V,estripar,مزق
1127,zerstören::V,destruir,دمر
1128,verbrennen::V,cremar,حرق
1129,geben::V,donar,أعطى
1130,reichen::V,passar,ناول
1131,schenken::V,regalar,وهب
1132,versprechen::V,prometre,وعد
1133,wünschen::V,desitjar,تمنى
1134,loben::V,elogiar,مدح
1135,küssen::V,fer un petó a,قبل
1136,wiegen::V,bressolar,هدهد
1137,zudecken::V,tapar,غطى
1138,zudecken::V,cobrir,غطى
1139,wecken::V,despertar,أيقظ
1140,zeigen::V,mostrar,أرى
1141,zeigen::V,ensenyar,أرى
1142,führen::V,guiar,دل
1143,führen::V,conduir,دل
1144,lehren::V,ensenyar,علم
1145,unterrichten::V,ensenyar,علم
1146,aufziehen::V,criar,ربى
1147,leiten::V,dirigir,دل
1148,leiten::V,dirigir,أدار
1149,antreiben::V,impel·lir,حث
1150,lassen::V,fer,حدا
1151,einladen::V,invitar,دعا
1152,einladen::V,convidar,دعا
1153,vereinigen::V,unir,وحد
1154,besuchen::V,visitar,زار
1155,besuchen::V,anar a veure,زار
1156,treffen::V,trobar,قابل
1157,sich versammeln::V,reunir-se,اجتمع
1158,spielen::V,jugar,لعب
1159,singen::V,cantār,غنى
1160,tanzen::V,ballar,رقص
1161,sich trennen::V,separar-se,افترق
1162,verlassen::V,deixar,ترك
1163,verlassen::V,abandonar,ترك
1164,retten::V,salvar,نجى
1165,retten::V,salvar,أنقذ
1166,bewachen::V,vigilar,حرس
1167,schützen::V,protegir,حمى
1168,verteidigen::V,defensar,دافع
1169,sich schlagen::V,barallar-se,تضارب
1170,schießen::V,tirar,أطلق
1171,schießen::V,disparar,أطلق
1172,siegen::V,vèncer,انتصر
1173,ärgern::V,enfadar,أزعل
1174,schlagen::V,pegar,ضرب
1175,schlagen::V,colpejar,ضرب
1176,treten::V,donar un cop de peu a,رفس
1177,stechen::V,punxar,شك
1178,stechen::V,apunyalar,شك
1179,stoßen::V,empènyer,دفع
1180,stehlen::V,robar,سرق
1181,stören::V,molestar,ضايق
1182,belästigen::V,importunar,أزعج
1183,verbergen::V,amagar,كتم
1184,verbergen::V,ocultar,كتم
1185,täuschen::V,enganyar,خدع
1186,betrügen::V,estafar,غش
1187,töten::V,matar,قتل
1188,wohnen::V,vīure,سكن
1189,wohnen::V,habitar,سكن
1190,arbeiten::V,treballar,عمل
1191,arbeiten::V,treballar,اشتغل
1192,sammeln::V,col·leccionar,جمع
1193,pflücken::V,collir,جنى
1194,pflücken::V,collir,قطف
1195,jagen::V,caçar,صاد
1196,fischen::V,pescar,اصطاد
1197,fassen::V,atrapar,قبض
1198,hüten::V,pasturar,رعى
1199,treiben::V,arriar,ساق
1200,anbinden::V,lligar,ربط
1201,füttern::V,donar menjar a,علف
1202,melken::V,munyir,حلب
1203,hacken::V,picar,فرم
1204,hacken::V,tallar,فرم
1205,gießen::V,regar,سقى
1206,reifen::V,madurar,نضج
1207,zubereiten::V,preparar,حضر
1208,kochen::V,coure,طبخ
1209,backen::V,coure al forn,خبز
1210,braten::V,rostir,قلى
1211,braten::V,rostir,حمر
1212,umrühren::V,remenar,قلب
1213,stricken::V,tricotar,حاك
1214,stricken::V,fer punt de mitja,حاك
1215,nähen::V,cosir,خاط
1216,färben::V,tenyir,صبغ
1217,färben::V,tenyir,لون
1218,reinigen::V,netejar,نظف
1219,waschen::V,rentār,غسل
1220,abwischen::V,eixugar,مسح
1221,spülen::V,esbandir,شطف
1222,fegen::V,escombrar,كنس
1223,kehren::V,escombrar,كنس
1224,baden::V,banyar-se,استحم
1225,sich waschen::V,rentār-se,اغتسل
1226,ausziehen::V,treure's,خلع
1227,anziehen::V,posar-se,لبس
1228,sich anziehen::V,vestir-se,اكتسى
1229,kämmen::V,pentinar,مشط
1230,schmücken::V,adornar,زين
1231,sagen::V,dir,قال
1232,sprechen::V,parlar,تكلم
1233,reden::V,parlar,تكلم
1234,sich unterhalten::V,conversar,تحادث
1235,fragen::V,preguntar,سأل
1236,bitten::V,demanar,رجا
1237,erzählen::V,contar,حكي
1238,erzählen::V,explicar,حكي
1239,mitteilen::V,comunicar,بلغ
1240,nennen::V,nomenar,سمى
1241,rufen::V,cridar,نادى
1242,prahlen::V,lloar-se,فشر
1243,prahlen::V,lloar-se,تفاخر
1244,prahlen::V,jactar-se,فشر
1245,prahlen::V,jactar-se,تفاخر
1246,übersetzen::V,traduir,ترجم
1247,denken::V,pensar,فكر
1248,glauben::V,creure,اعتقد
1249,bemerken::V,notar,لاحظ
1250,erkennen::V,reconèixer,عرف
1251,begreifen::V,comprendre,فهم
1252,begreifen::V,comprendre,أدرك
1253,verstehen::V,entendre,فهم
1254,lernen::V,aprendre,درس
1255,wissen::V,saber,علم
1256,sich erinnern an::V,recordar,تذكر
1257,vergessen::V,oblidar,نسي
1258,messen::V,mesurar,قاس
1259,zählen::V,comptar,عد
1260,zählen::V,comptar,أحصى
1261,rechnen::V,calcular,حسب
1262,lesen::V,llegir,قرأ
1263,malen::V,pintar,صور
1264,zeichnen::V,dibuixar,رسم
1265,schreiben::V,escrīure,كتب
1266,besitzen::V,posseir,حاز
1267,besitzen::V,posseir,ملك
1268,kaufen::V,comprar,اشترى
1269,verkaufen::V,vendre,باع
1270,bezahlen::V,pagar,دفع
1271,zahlen::V,pagar per,سدد
1272,beherrschen::V,dominar,حكم
1273,ertragen::V,aguantar,أطاق
1274,ertragen::V,aguantar,تحمل
