,Concept_ID,sq,uz
791,siebzig::NUM,shtatëdhjetë,etmish
792,achtzig::NUM,tetëdhjetë,sakson
793,neunzig::NUM,nëntëdhjetë,to'qson
794,hundert::NUM,qind,yuz
795,tausend::NUM,mijë,ming
796,und::CNJ,e,va
797,und::CNJ,dhe,va
798,oder::CNJ,a,yo
799,oder::CNJ,apo,yo
800,stehen::V,rri,turmoq
801,sitzen::V,rri,o'tirmoq
802,liegen::V,rri shtrirë,yotmoq
803,hängen::V,varem,osilmoq
804,werden::V,bëhem,bo'lmoq
805,passieren::V,ndodh,bo'lib o'tmoq
806,beginnen::V,filloj,boshlanmoq
807,enden::V,përfundoj,bitmoq
808,wechseln::V,ndërroj,o'zgarmoq
809,aufgehen[Sonne]::V,hapem,chiqmoq
810,untergehen[Sonne]::V,hyj,botmoq
811,untergehen[Sonne]::V,perëndoj,botmoq
812,scheinen[Sonne]::V,ndriçoj,yaraqlamoq
813,donnern::V,gjëmoj,gulduramoq
814,donnern::V,bubulloj,gulduramoq
815,wehen::V,fryj,elpimoq
816,strömen::V,derdh,oqmoq
817,fließen::V,rrjedh,oqmoq
818,sich drehen::V,rrotullohem,aylanmoq
819,schwanken::V,dyzoj,qoqilmoq
820,schwingen::V,dridhem,lopillamoq
821,fallen::V,bie,tushmoq
822,brennen::V,digjem,yonmoq
823,rauchen::V,nxjerr tym,tutamoq
824,regnen::V,bie shi,yomg'ir yog'moq
825,gefrieren::V,ngrij,muzlamoq
826,tauen::V,shkrij,ärimoq
827,schmelzen::V,shkrij,ärimoq
828,trocknen::V,thaj,qurimoq
829,sieden::V,ziej,qaynamoq
830,faulen::V,kalbem,chirimoq
831,faulen::V,prishem,chirimoq
832,verfaulen::V,kalbem,chirimoq
833,reißen::V,grisem,qayt qilmoq
834,reißen::V,shqyhem,qayt qilmoq
835,versinken::V,humboj,g'arq bo'lmoq
836,vergehen::V,kaloj,o'tmoq
837,erscheinen::V,dukem,zuhur ätmoq
838,verschwinden::V,zhdukem,yo'qolmoq
839,sinken::V,ulem,pasaymoq
840,abnehmen::V,pakësohem,kamaymoq
841,abnehmen::V,zvogëlohem,kamaymoq
842,zunehmen::V,shtohem,urchimoq
843,steigen::V,rritem,oshmoq
844,wachsen::V,rritem,o'smoq
845,glänzen::V,vezulloj,porlamoq
846,funkeln::V,xixoj,yalt ätmoq
847,funkeln::V,xixëlloj,yalt ätmoq
848,lärmen::V,oshtij,taraq ätmoq
849,lärmen::V,zhurmoj,taraq ätmoq
850,läuten::V,bie,jiringlamoq
851,klingeln::V,i bie ziles,jiringlamoq
852,klirren::V,kërcëlloj,sharaqlamoq
853,brausen::V,gjëmoj,vag'illamoq
854,rauschen::V,fëshfërij,shitirlamoq
855,klingen::V,tingëlloj,yangramoq
856,bellen::V,leh,hurmoq
857,heulen::V,ulërij,uvlamoq
858,blasen::V,fryj,puflamoq
859,pfeifen::V,fishkëllej,xushtak chalmoq 
860,schreien::V,bërtas,qiyqirmoq
861,stöhnen::V,rënkoj,nola qilmoq
862,zittern::V,trembem,titramoq
863,leben::V,rroj,yashamoq
864,leben::V,jetoj,yashamoq
865,geboren werden::V,lind,tug'ilmoq
866,atmen::V,marr frymë,nafas chiqarmoq
867,trinken::V,pi,ichmoq
868,essen::V,ha,emoq
869,schlucken::V,gëlltis,yutmoq
870,schlucken::V,kapërdij,yutmoq
871,müde werden::V,lodhem,horimoq
872,einschlafen::V,bie të fle,uxlab qolmoq
873,schlafen::V,fle,uxlamoq
874,aufwachen::V,zgjohem,uyg'onmoq
875,aufstehen::V,çohem,qo'pmoq
876,aufstehen::V,ngrihem,qo'pmoq
877,sich erholen::V,qetësohem,dam olmoq
878,sich erholen::V,shtendosem,dam olmoq
879,krank werden::V,bie i sëmurë,kasallanmoq
880,krank sein::V,jam i sëmurë,betob yotmoq
881,schmerzen::V,dhemb,og'rimoq
882,husten::V,kollitem,yo'talmoq
883,genesen::V,shërohem,tuzalmoq
884,sterben::V,vdes,o'lmoq
885,umkommen::V,vdes,halok bo'lmoq
886,umkommen::V,mbaroj,halok bo'lmoq
887,sich bewegen::V,shkundem,harakat qilmoq
888,sich rühren::V,lëviz,qimirlamoq
889,sich erheben::V,ngrihem,qo'pmoq
890,sich setzen::V,ulem,o'tirmoq
891,hinfallen::V,gremisem,yiqilmoq
892,laufen::V,eci,yurmoq
893,schreiten::V,çapem,yurmoq
894,spazierengehen::V,shëtis,sayr ätmoq
895,eilen::V,ngas,tezlamoq
896,sich beeilen::V,nxitoj,shoshmoq
897,sausen::V,eci shpejt,chopqillamoq
898,rennen::V,vrapoj,yugurmoq
899,springen::V,kërcej,sakramoq
900,klettern::V,hipi,yuqorilamoq
901,schaukeln::V,kolovitem,irg'amoq
902,kriechen::V,zvarritem,ämaklamoq
903,schwimmen::V,notoj,suzmoq
904,tauchen::V,zhytem,chu'mmoq
905,rudern::V,vozis,eshkak eshmoq
906,fahren::V,shkoj,haydamoq
907,fliegen::V,fluturoj,uchmoq
908,gehen::V,eci,bormoq
909,gehen::V,shkoj,bormoq
910,weggehen::V,vete,ketoq
911,abfahren::V,nisem,jo'namoq
912,anhalten::V,ndalem,to'xtamoq
913,hineingehen::V,futem,kirmoq
914,eintreten::V,hyj,kirmoq
915,kommen::V,vij,kelmoq
916,ankommen::V,arrij,etib kelmoq
917,ankommen::V,mbërrij,etib kelmoq
918,zurückkommen::V,kthehem,qaytib kelmoq
919,bleiben::V,mbetem,qolmoq
920,bleiben::V,qëndroj,qolmoq
921,warten::V,pres,poylamoq
922,erwarten::V,pres,kutmoq
923,suchen::V,kërkoj,izlamoq
924,finden::V,gjej,topmoq
925,versuchen::V,mundohem,chalishmoq
926,vorbereiten::V,përgatis,hozirlamoq
927,lieben::V,dashuroj,sevmoq
928,mögen::V,dua,ardoqlamoq
929,lachen::V,qesh,kulmoq
930,rühren::V,mallëngjej,ta'sirlantirmoq
931,weinen::V,qaj,yig'lamoq
932,schimpfen::V,shaj,koyinmoq
933,sich ärgern::V,bëhem verem,g'azab qilmoq
934,sich fürchten::V,kam frikë,hurkmoq
935,sich fürchten::V,frikësohem,hurkmoq
936,fürchten::V,kam frikë nga,qo'rqmoq
937,fliehen::V,arratisem,qochmoq
938,flüchten::V,iki,qochmoq
939,sehen::V,shoh,ko'rmoq
940,anschauen::V,shikoj,razm solmoq
941,ansehen::V,shikoj,razm qilmoq
942,hören::V,dëgjoj,äshitmoq
943,zuhören::V,veshtoj,tinglamoq
944,probieren::V,provoj,tatib ko'rmoq
945,riechen::V,nuhas,iskamoq
946,fühlen::V,ndiej,sezmoq
947,scheinen::V,ndriçoj,tuyilmoq
948,zu sehen sein::V,dukem,ko'rinmoq
949,vernehmen::V,dëgjoj,äshitmoq
950,frieren::V,mërdhij,sovuq qotmoq
951,tun::V,bëj,ätmoq
952,können::V,mund,-a olmoq
953,können::V,mund,-y olmoq
954,wollen::V,dua,istamoq
955,wollen::V,dëshiroj,istamoq
956,anfangen::V,filloj,boshlamoq
957,beenden::V,kryej,bitirmoq
958,beenden::V,mbaroj,bitirmoq
959,aufhören::V,pushoj,tinmoq
960,gelingen::V,më shkon mbarë,muvaffaqiyat qozonmoq
961,geraten::V,del,bo'lmoq
962,öffnen::V,hap,ochmoq
963,schließen::V,mbyll,yopmoq
964,stellen::V,vë,qo'ymoq
965,setzen::V,vë,o'tqazmoq
966,legen::V,vë,yotqizmoq
967,berühren::V,rrok,tegmoq
968,verbinden::V,bashkoj,ulamoq
969,bedecken::V,mbuloj,bekitmoq
970,aufhängen::V,var,ildirmoq
971,anzünden::V,ndez,yondirmoq
972,aufheben::V,ngre,ko'tarmoq
973,zurücklassen::V,lë pas,ayrilmoq
974,verlieren::V,humb,yo'qotmoq
975,fallen lassen::V,lëshoj,tushirmoq
976,machen::V,bëj,qilmoq
977,herstellen::V,prodhoj,chiqarmoq
978,bauen::V,ndërtoj,solmoq
979,reparieren::V,ndreq,tuzatmoq
980,reparieren::V,meremetoj,tuzatmoq
981,verbessern::V,përmirësoj,isloh qilmoq
982,ändern::V,ndërroj,o'zgartirmoq
983,graben::V,gërmoj,qazimoq
984,beugen::V,kërrus,bukmoq
985,biegen::V,përkul,bukmoq
986,drehen::V,dredh,aylantirmoq
987,drehen::V,rrotulloj,aylantirmoq
988,wenden::V,kthej,burmoq
989,umdrehen::V,kthej,ag'darmoq
990,heben::V,ngre,yuksaltirmoq
991,hochheben::V,ngre,ko'tarmoq
992,ergreifen::V,rrëmbej,tutamlamoq
993,halten::V,mbaj,tutmoq
994,drücken::V,shtyp,bosmoq
995,schieben::V,shtyj,surmoq
996,kratzen::V,kruaj,qashimoq
997,kratzen::V,gërvisht,qashimoq
998,lecken::V,lëpij,mijimoq
999,beißen::V,kafshoj,tishlamoq
1000,abreißen::V,shkëpus,emirmoq
1001,abschneiden::V,cungoj,cho'rt kesmoq
1002,binden::V,lidh,bog'lamoq
1003,stecken::V,fus,suqmoq
1004,stecken::V,ngul,suqmoq
1005,brechen::V,thyej,sindirmoq
1006,klopfen::V,trokas,dukurlamoq
1007,hauen::V,godas,urmoq
1008,kleben::V,ngjis,yopishtirmoq
1009,reiben::V,fërkoj,surkamoq
1010,streichen::V,lyej,surkamoq
1011,schleifen::V,mpreh,qayramoq
1012,schneiden::V,pres,kesmoq
1013,rütteln::V,shkund,chayqamoq
1014,schütteln::V,lëkund,chayqamoq
1015,schwenken::V,valëvit,chayqatmoq
1016,schütten::V,mbush,quymoq
1017,füllen::V,mbush,to'ldirmoq
1018,einwickeln::V,mbështjell,chulg'amoq
1019,tragen::V,mbaj,tashimoq
1020,tragen::V,mbart,tashimoq
1021,schleppen::V,heq,sudramoq
1022,schleppen::V,zhgërryej,sudramoq
1023,ziehen::V,tërheq,tortmoq
1024,aufbewahren::V,ruaj,tutmoq
1025,werfen::V,hedh,tashlamoq
1026,fangen::V,kap,tutmoq
1027,packen::V,rrëmbej,opqochmoq
1028,verstecken::V,fsheh,yashirmoq
1029,teilen::V,ndaj,bo'lmoq
1030,schicken::V,dërgoj,yubormoq
1031,bringen::V,sjell,keltirmoq
1032,hinzufügen::V,shtoj,tirkamoq
1033,bekommen::V,kap,olmoq
1034,erhalten::V,marr,olmoq
1035,nehmen::V,marr,olmoq
1036,wählen::V,zgjedh,saylamoq
1037,auswählen::V,përzgjedh,saylamoq
1038,bewahren::V,ruaj,saqlamoq
1039,behindern::V,pengoj,xalal bermoq
1040,verderben::V,prish,xazon qilmoq
1041,beschädigen::V,dëmtoj,buzmoq
1042,zerbrechen::V,thyej,sindirmoq
1043,zerreißen::V,çjerr,yirtmoq
1044,zerreißen::V,zheloj,yirtmoq
1045,zerstören::V,prish,vayron qilmoq
1046,zerstören::V,shkatërroj,vayron qilmoq
1047,verbrennen::V,djeg,kuydirmoq
1048,geben::V,jap,bermoq
1049,reichen::V,jap,bermoq
1050,schenken::V,fal,sovg'a qilmoq
1051,schenken::V,dhuroj,sovg'a qilmoq
1052,versprechen::V,premtoj,va'da bermoq
1053,wünschen::V,uroj,orziqmoq
1054,loben::V,lëvdoj,maqtamoq
1055,loben::V,lavdëroj,maqtamoq
1056,küssen::V,puth,o'pmoq
1057,wiegen::V,tund,tebratmoq
1058,zudecken::V,mbuloj,yopmoq
1059,wecken::V,zgjoj,uyg'otmoq
1060,zeigen::V,dëftej,ko'rsatmoq
1061,führen::V,çoj,boshlik bo'lmoq
1062,lehren::V,arsej,o'rgatmoq
1063,unterrichten::V,arsimoj,dars bermoq
1064,aufziehen::V,rris,o'stirmoq
1065,leiten::V,udhëheq,boshqarmoq
1066,antreiben::V,nxis,shoshiltirmoq
1067,lassen::V,detyroj,ruxsat bermoq
1068,einladen::V,ftoj,taklif kilmoq
1069,vereinigen::V,bashkoj,qo'shmoq
1070,besuchen::V,vizitoj,mehmonga bormoq
1071,treffen::V,ndesh,duchor bo'lmoq
1072,sich versammeln::V,tubohem,to'planmoq
1073,spielen::V,loz,o'ynamoq
1074,spielen::V,luaj,o'ynamoq
1075,singen::V,këndoj,yalla qilmoq
1076,tanzen::V,kërcej,raqs qilmoq
1077,tanzen::V,vallëzoj,raqs qilmoq
1078,sich trennen::V,ndahem,yakkalanmoq
1079,verlassen::V,braktis,qoldirmoq
1080,retten::V,shpëtoj,qutqazmoq
1081,bewachen::V,ruaj,qo'rimoq
1082,schützen::V,ruaj,yoniga olmoq
1083,schützen::V,mbroj,yoniga olmoq
1084,verteidigen::V,mbroj,yoqlamoq
1085,sich schlagen::V,zihem,yoqalashmoq
1086,schießen::V,shtie,otmoq
1087,siegen::V,fitoj,engmoq
1088,siegen::V,ngadhënjej,engmoq
1089,ärgern::V,zemëroj,jahl chiqarmoq
1090,schlagen::V,rrah,urmoq
1091,schlagen::V,godas,urmoq
1092,treten::V,shtyj,tepmoq
1093,treten::V,shtyj më këmbë,tepmoq
1094,stechen::V,ther,qadamoq
1095,stechen::V,shpoj,qadamoq
1096,stoßen::V,shtyj,turtmoq
1097,stehlen::V,vjedh,o'g'rilamoq
1098,stören::V,pengoj,tebratmoq
1099,belästigen::V,bezdis,g'ashini keltirmoq
1100,verbergen::V,fsheh,berkitmoq
1101,täuschen::V,mashtroj,aldamoq
1102,betrügen::V,kobis,tirriq qilmoq
1103,töten::V,vras,o'ldirmoq
1104,wohnen::V,banoj,istiqomat qilmoq
1105,arbeiten::V,punoj,ishlamoq
1106,arbeiten::V,vardoj,ishlamoq
1107,sammeln::V,mbledh,yig'moq
1108,sammeln::V,grumbulloj,yig'moq
1109,pflücken::V,vjel,termoq
1110,pflücken::V,mbledh,termoq
1111,jagen::V,gjuaj,ov qilmoq
1112,fischen::V,peshkoj,baliq ovlamoq
1113,fischen::V,gjuaj peshk,baliq ovlamoq
1114,fassen::V,zë,ilinmoq
1115,hüten::V,kullos,boqtirmoq
1116,treiben::V,vë përpara,haydamoq
1117,anbinden::V,lidh,bog'lamoq
1118,füttern::V,grazhdoj,edirmoq
1119,melken::V,mjel,sog'moq
1120,hacken::V,grij,chopmoq
1121,gießen::V,ujis,oqizmoq
1122,reifen::V,piqem,qizarmoq
1123,zubereiten::V,gatuaj,pishirmoq
1124,kochen::V,ziej,qaynatmoq
1125,backen::V,pjek,yopmoq
1126,backen::V,furroj,yopmoq
1127,braten::V,fërgoj,qovurmoq
1128,braten::V,tiganis,qovurmoq
1129,umrühren::V,trazoj,atalamoq
1130,stricken::V,thur,to'qimoq
1131,nähen::V,qep,tikmoq
1132,färben::V,ngjyej,bo'yoqlamoq
1133,färben::V,bojatis,bo'yoqlamoq
1134,reinigen::V,qëroj,tozalamoq
1135,reinigen::V,pastroj,tozalamoq
1136,waschen::V,laj,yuvmoq
1137,waschen::V,finjos,yuvmoq
1138,abwischen::V,fshij,surkamoq
1139,spülen::V,kulloj,chaymoq
1140,fegen::V,fshij,cho'tkalamoq
1141,kehren::V,fshij,supurmoq
1142,baden::V,lahem,cho'milmoq
1143,sich waschen::V,lahem,yuvinmoq
1144,ausziehen::V,heq,echintirmoq
1145,ausziehen::V,zbath,echintirmoq
1146,anziehen::V,vesh,kiymoq
1147,anziehen::V,mbath,kiymoq
1148,sich anziehen::V,vishem,kiyinmoq
1149,kämmen::V,kreh,taramoq
1150,schmücken::V,hijeshoj,yasatmoq
1151,sagen::V,them,aytmoq
1152,sprechen::V,flas,so'zlamoq
1153,reden::V,fjalos,gapirmoq
1154,reden::V,fjalëtoj,gapirmoq
1155,sich unterhalten::V,bisedoj,suhbatlashmoq
1156,fragen::V,pyes,so'ramoq
1157,bitten::V,lus,iltimos qilmoq
1158,bitten::V,lutem,iltimos qilmoq
1159,erzählen::V,rrëfej,aytib bermoq
1160,mitteilen::V,kumtoj,bildirmoq
1161,nennen::V,quaj,atamoq
1162,rufen::V,thërras,chaqirmoq
1163,prahlen::V,mburrem,gerdaymoq
1164,prahlen::V,kapardisem,gerdaymoq
1165,übersetzen::V,përkthej,tarjima qilmoq
1166,denken::V,mendoj,o'ylamoq
1167,glauben::V,besoj,ishonmoq
1168,bemerken::V,vërej,payqamoq
1169,erkennen::V,njoh,tanimoq
1170,erkennen::V,shquaj,tanimoq
1171,begreifen::V,marr vesh,tushunmoq
1172,verstehen::V,marr vesh,anglamoq
1173,lernen::V,mësoj,o'qimoq
1174,wissen::V,di,bilmoq
1175,sich erinnern an::V,kujtoj,äsni tanimoq
1176,vergessen::V,harroj,unutmoq
1177,messen::V,mas,o'lchamoq
1178,zählen::V,njeh,raqamlamoq
1179,rechnen::V,llogaris,cho'tlamoq
1180,lesen::V,lexoj,o'qimoq
1181,lesen::V,këndoj,o'qimoq
1182,malen::V,lyej,rasm solmoq
1183,zeichnen::V,vizatoj,chizmoq
1184,schreiben::V,shkruaj,yozmoq
1185,besitzen::V,kam,ägalamoq
1186,kaufen::V,blej,olmoq
1187,verkaufen::V,shes,sotmoq
1188,bezahlen::V,paguaj,to'lamoq
1189,zahlen::V,paguaj,to'lamoq
1190,beherrschen::V,zotëroj,ägalamoq
1191,ertragen::V,duroj,chidamoq
