,Concept_ID,kn,ja
580,faul::A,ಆಲಸ,怠惰な
581,fleißig::A,ಕಡಗುವ,勤勉な
582,geizig::A,ಜುಗ್ಗ,けちな
583,klug::A,ಚತುರ,賢い
584,klug::A,ಚತುರ,頭のいい
585,geschickt::A,ದಕ್ಷ,器用な
586,lieb::A,ಪ್ರಿಯ,愛らしい
587,lustig::A,ಖುಷಿಯಾದ,楽しい
588,sanft::A,ಸೌಮ್ಯ,温和な
589,hungrig::A,ಹಸಿದ,空腹の
590,krank::A,ಅಸ್ವಸ್ಥ,病気の
591,nackt::A,ನಗ್ನ,裸の
592,traurig::A,ದುಃಖಿತ,悲しい
593,lebendig::A,ಜೀವಂತ,生きた
594,gut::A,ಒಳ್ಳೆಯ,良い
595,schlecht::A,ದುಷ್ಟ,悪い
596,schlecht::A,ದುಷ್ಟ,駄目な
597,richtig::A,ಸರಿ,正しい
598,schlimm::A,ಅಸಹ್ಯ,ひどい
599,wahr::A,ನಿಜ,本当の
600,alt::A,ಮುದಿ,古い
601,neu::A,ಹೊಸ,新しい
602,ehemalig::A,ಮಾಜೀ,以前の
603,alt[Lebewesen]::A,ವೃದ್ಧ,年を取った
604,jung::A,ಎಳ,若い
605,arm::A,ಬಡ,貧乏な
606,reich::A,ಶ್ರೀಮಂತ,裕福な
607,bekannt::A,ಅಪ್ತ,有名な
608,berühmt::A,ಪ್ರಸಿದ್ಧ,有名な
609,fremd::A,ಪರಕೀಯ,見知らぬ
610,verschieden::A,ಬೇರೆ,色々な
611,nah::A,ಹತ್ತಿರವಾದ,近い
612,fern::A,ದೂರದ,遠い
613,linker::A,ಎಡ,左の
614,rechter::A,ಬಲ,右の
615,anderer::A,ಇತರ,別の
616,erster::A,ಪ್ರಥಮ,一番目
617,zweiter::A,ದ್ವಿತೀಯ,二番目
618,dritter::A,ಮೂರನೆಯಜಗತ್ತು,三番目
619,letzter::A,ಅಂತ್ಯ,最後の
620,allein::ADV,ಒಬ್ಬನೇ,一人で
621,auf einmal::ADV,ಒಡನೆ,同時に
622,zusammen::ADV,ಒಟ್ಟಿಗೆ,一緒に
623,lange::ADV,ದೀರ್ಘ,長い間
624,plötzlich::ADV,ಅನಾಮತ್ತು,急に
625,sofort::ADV,ಜಾಗ್ರತೆ,すぐに
626,später::ADV,ತರುವಾಯ,後で
627,jetzt::ADV,ಈಗ,今
628,heute::ADV,ಇಂದು,今日
629,morgen::ADV,ನಾಳೆ,明日
630,bald::ADV,ಬೇಗ,間もなく
631,dann::ADV,ಆಗ,それから
632,gestern::ADV,ನಿನ್ನೆ,昨日
633,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,過去に
634,damals::ADV,ಆಗ,あの時
635,danach::ADV,ಆಮೇಲೆ,その後で
636,vorher::ADV,ಮುಂಚೆ,以前に
637,zuerst::ADV,ಮೊದಲಿಗೆ,まず
638,zuerst::ADV,ಮೊದಲಿಗೆ,最初に
639,einmal::ADV,ಒಮ್ಮೆ,一回
640,manchmal::ADV,ಆಗಾಗ,時々
641,oft::ADV,ಅನೇಕಸಲ,よく
642,immer::ADV,ಯಾವಾಗಲೂ,いつも
643,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,一度も...ない
644,hier::ADV,ಇಲ್ಲಿ,こちら
645,hierhin::ADV,ಇತ್ತ,ここへ
646,hierhin::ADV,ಇತ್ತ,こちらへ
647,von hier::ADV,ಇಲ್ಲಿಂದ,ここから
648,dort::ADV,ಅಲ್ಲಿ,そちら
649,dorthin::ADV,ಅಲ್ಲಿಗೆ,そこへ
650,dorthin::ADV,ಅಲ್ಲಿಗೆ,そちらへ
651,geradeaus::ADV,ಸೀದಾ,真っ直ぐに
652,vorwärts::ADV,ಮುನ್ನೆಡೆವ,前へ
653,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,後ろへ
654,zurück::ADV,ಹಿಂದಕ್ಕೆ,後ろへ
655,unten::ADV,ಕೆಳಗೆ,下に
656,hinab::ADV,ಕೆಳಕ್ಕೆ,下へ
657,oben::ADV,ಮೇಲೆ,上に
658,hinauf::ADV,ಮೇಲಕ್ಕೆ,上へ
659,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,どこでも
660,nicht::ADV,ಇಲ್ಲ,ない
661,nicht::ADV,ಅಲ್ಲ,ない
662,ein wenig::ADV,ತುಸು,少し
663,ein wenig::ADV,ತುಸು,ちょっと
664,kaum::ADV,ಕಠಿನವಾಗಿ,ほとんど～ない
665,sehr::ADV,ಬಹು,とても
666,so::ADV,ಅಷ್ಟು,こう
667,noch::ADV,ಇನ್ನು,まだ
668,nur::ADV,ಕೇವಲ,～だけ
669,schon::ADV,ಆಗಲೇ,もう
670,wieder::ADV,ಪುನಃ,再び
671,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,無駄に
672,vor::PRP,ಮುಂದೆ,前に
673,hinter::PRP,ಹಿಂದ,後ろに
674,unter::PRP,ಕೆಳ,下に
675,durch::PRP,ನೇರವಾಗಿ,通して
676,neben::PRP,ಅಧರ ಬಲಿಕ,横に
677,zwischen::PRP,ನಡುವೆ,間に
678,wegen::PRP,ಅಧಕ್ಕಗಿ,為に
679,wegen::PRP,ಅಧಕ್ಕಗಿ,せいで
680,dies::PRN,ಈ,これ
681,das::PRN,ಅದು,それ
682,alles::PRN,ಎಲ್ಲ,全部
683,ich::PRN,ನಾನು,私
684,du::PRN,ನೀನು,あなた
685,er::PRN,ಅವನು,彼
686,er::PRN,ಇವನು,彼
687,wir::PRN,ನಾವು,私達
688,ihr::PRN,ನೀವು,あなた達
689,sie::PRN,ಅವರು,彼ら
690,was::FPRN,ಏನು,何
691,wer::FPRN,ಯಾರಿಗೆ,誰
692,wer::FPRN,ಯಾರಿಗೆ,どなた
693,wo::FADV,ಎಲ್ಲಿ,どこ
694,wo::FADV,ಎಲ್ಲಿ,どこに
695,wohin::FADV,ಎಲ್ಲಿಗೆ,どこへ
696,wie::FADV,ಹೇಗೆ,どう
697,warum::FADV,ಏಕೆ,何故
698,warum::FADV,ಏಕೆ,どうして
699,wieviel::FNUM,ಎಷ್ಟು,どのくらい
700,eins::NUM,ಒಂದು,一
701,zwei::NUM,ಎರಡು,二
702,zwei::NUM,ಎರಡು,二つ
703,drei::NUM,ಮೂರು,三
704,drei::NUM,ಮೂರು,三つ
705,vier::NUM,ನಾಲ್ಕು,四
706,vier::NUM,ನಾಲ್ಕು,四つ
707,fünf::NUM,ಅಯ್ದು,五
708,fünf::NUM,ಅಯ್ದು,五つ
709,sechs::NUM,ಆರು,六
710,sechs::NUM,ಆರು,六つ
711,sieben::NUM,ಏಳು,七
712,sieben::NUM,ಏಳು,七つ
713,acht::NUM,ಎಂಟು,八
714,acht::NUM,ಎಂಟು,八つ
715,neun::NUM,ಒಂಭಬತ್ತು,九
716,neun::NUM,ಒಂಭಬತ್ತು,九つ
717,zehn::NUM,ಹತ್ತು,十
718,elf::NUM,ಹನ್ನೊಂದು,十一
719,zwölf::NUM,ಹನ್ನೆರಡು,十二
720,zwanzig::NUM,ಇಪ್ಪತ್ತು,二十
721,dreißig::NUM,ಮೂವತ್ತು,三十
722,vierzig::NUM,ನಲವತ್ತು,四十
723,fünfzig::NUM,ಐವತ್ತು,五十
724,sechzig::NUM,ಅರುವತ್ತು,六十
725,siebzig::NUM,ಎಪ್ಪತ್ತು,七十
726,achtzig::NUM,ಎಂಬತ್ತು,八十
727,neunzig::NUM,ತೊಂಬತ್ತು,九十
728,hundert::NUM,ನೂರು,百
729,tausend::NUM,ಸಾವಿರ,千
730,und::CNJ,ಮತ್ತು,-と
731,und::CNJ,ಮತ್ತು,そして
732,oder::CNJ,ಅಥವಾ,或いは
733,stehen::V,ನಿಲ್ಲು,立っている
734,sitzen::V,ಕುಳ್ಳಿರು,座っている
735,liegen::V,ಮಲಗಿಕೊ,横になっている
736,hängen::V,ಇಳಿಯಬಿಡು,掛かっている
737,werden::V,ಆಗು,なる
738,passieren::V,ಆಗು,起こる
739,beginnen::V,ಆರಂಭಿಸು,始まる
740,enden::V,ಕೊನೆಗಾಣು,終わる
741,wechseln::V,ಮಾರ್ಪಡಿಸು,変わる
742,aufgehen[Sonne]::V,ಮೂಡು,出る
743,untergehen[Sonne]::V,ಮುಳುಗು,沈む
744,scheinen[Sonne]::V,ಹೊಳೆ,輝く
745,donnern::V,ಗುಡುಗಾಗು,雷が鳴る
746,wehen::V,ತೀಡು,吹く
747,strömen::V,ಹರಿ,流れる
748,fließen::V,ಹರಿ,流れる
749,sich drehen::V,ಸುತ್ತು,回転する
750,schwanken::V,ಓಲಾಡು,揺れる
751,schwingen::V,ತೂಗು,振動する
752,fallen::V,ಉದುರು,落ちる
753,brennen::V,ಉರಿ,燃える
754,rauchen::V,ಹೊಗೆಬಿಡು,煙を出す
755,regnen::V,ಸುರಿ,雨が降る
756,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,凍る
757,tauen::V,ಬೆಚ್ಚಗಾಗು,溶ける
758,schmelzen::V,ಕರಗು,溶ける
759,trocknen::V,ಒಣಗು,乾く
760,sieden::V,ಕುದಿ,沸く
761,faulen::V,ಕೊಳೆ,腐る
762,verfaulen::V,ನಶಿಸು,朽ちる
763,reißen::V,ಒಡೆ,切れる
764,versinken::V,ಮುಳುಗು,沈む
765,vergehen::V,ಸಾಗು,経つ
766,erscheinen::V,ತೋರು,現れる
767,verschwinden::V,ಮಾಯವಾಗು,消える
768,sinken::V,ಕುಸಿ,下がる
769,abnehmen::V,ತಗ್ಗು,減る
770,zunehmen::V,ಬೆಳೆ,増える
771,steigen::V,ಉಬ್ಬು,上がる
772,wachsen::V,ಬೆಳೆ,伸びる
773,glänzen::V,ಮಿರುಗು,輝く
774,funkeln::V,ಮಿನುಗು,ぴかぴか光る
775,lärmen::V,ಶಬ್ದ ಮಾಡಲು,騒ぐ
776,läuten::V,ಬಾರಿಸು,鳴る
777,klingeln::V,ಅನುರಣಿಸು,鳴る
778,klirren::V,ಕಿಣಿಕಿಣಿಸು,がらんがらんと鳴る
779,brausen::V,ಅಬ್ಬರಿಸು,逆巻く
780,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,戦ぐ
781,klingen::V,ಉಸಿರು,鳴る
782,bellen::V,ಬಗುಳು,吠える
783,heulen::V,ಅರಚು,きゃんきゃん鳴く
784,blasen::V,ಗಾಳಿ ಊದು,吹く
785,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,口笛を吹く
786,schreien::V,ಕರೆ,叫ぶ
787,stöhnen::V,ನರಳು,うめく
788,zittern::V,ನಡುಗು,震える
789,leben::V,ಇರು,生きている
790,geboren werden::V,ಉಂಟಾಗು,生まれる
791,atmen::V,ಉಸಿರು,呼吸する
792,trinken::V,ಕುಡಿ,飲む
793,essen::V,ತಿನ್ನು,食べる
794,schlucken::V,ನುಂಗು,飲み込む
795,müde werden::V,ಬಳಲು,眠くなる
796,einschlafen::V,ನಿದ್ಧೆಹೋಗು,寝付く
797,schlafen::V,ನಿದ್ರಿಸು,眠る
798,aufwachen::V,ಏಳು,目が覚める
799,aufstehen::V,ಏಳು,起きる
800,sich erholen::V,ಸುಧಾರಿಸು,休養する
801,krank werden::V,ಬೇನೆಬೀಳು,病気になる
802,krank sein::V,ಕೆಟ್ಟ ಎಂದು,病気である
803,schmerzen::V,ಕಚ್ಚು,痛む
804,husten::V,ಕೆಮ್ಮು,咳をする
805,genesen::V,ಮತ್ತೆಹೊದಿಸು,元気になる
806,sterben::V,ಮೃತಪಡು,死ぬ
807,sterben::V,ಮೃತಪಡು,亡くなる
808,umkommen::V,ಹಾಳಾಗು,死亡する
809,sich bewegen::V,ಚಲಿಸು,移動する
810,sich rühren::V,ಕದಲು,動く
811,sich erheben::V,ಏಳು,立ち上がる
812,sich setzen::V,ಕೂರು,座る
813,hinfallen::V,ಬೀಳು,転ぶ
814,laufen::V,ನಡೆ,歩く
815,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,跨ぐ
816,spazierengehen::V,ವಿಹರಿಸು,散歩する
817,eilen::V,ಮುನ್ನುಗ್ಗು,急ぐ
818,sich beeilen::V,ಆತುರಪಡು,焦る
819,sausen::V,ಒಗೆ,疾駆する
820,rennen::V,ಓಡು,走る
821,springen::V,ಜಿಗಿ,跳ぶ
822,klettern::V,ಏರು,よじ登る
823,schaukeln::V,ತೂಗು,ぶらんこに乗る
824,kriechen::V,ತೆವಳು,這う
825,schwimmen::V,ಈಜು,泳ぐ
826,tauchen::V,ಕೆಳಗಿಳಿ,潜る
827,rudern::V,ಸಾಗಿಸು,漕ぐ
828,fahren::V,ನಡೆಸು,行く
829,fahren::V,ನಡೆಸು,乗車する
830,fliegen::V,ಹಾರು,飛ぶ
831,gehen::V,ಹೋಗು,行く
832,weggehen::V,ಹೊರಡು,立ち去る
833,abfahren::V,ತೆರಳು,出発する
834,anhalten::V,ನಿಲ್ಲು,止まる
835,hineingehen::V,ಒಳಹೊಗು,入る
836,eintreten::V,ಒಳಹೊಗು,中に入る
837,kommen::V,ಬರು,来る
838,ankommen::V,ಬರು,着く
839,ankommen::V,ಬರು,到着する
840,zurückkommen::V,ಹಿಂದಿರುಗು,帰る
841,bleiben::V,ಇರು,留まる
842,warten::V,ಇರು,待つ
843,erwarten::V,ನಿರೀಕ್ಷಿಸು,期待する
844,suchen::V,ಹುಡುಕು,探る
845,finden::V,ಕಂಡುಕೊ,見つける
846,versuchen::V,ಪ್ರಯತ್ನಿಸು,試す
847,vorbereiten::V,ಸಿದ್ಧವಾಗು,準備する
848,lieben::V,ಪ್ರೀತಿಸು,愛する
849,mögen::V,ಇಷ್ಟಪಡು,好きである
850,lachen::V,ನಗು,笑う
851,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,感情を動かす
852,weinen::V,ಅಳು,泣く
853,schimpfen::V,ಗೊಣಗು,叱る
854,sich ärgern::V,ಗಣಗಾಡು,怒る
855,sich ärgern::V,ಗಣಗಾಡು,腹を立てる
856,sich fürchten::V,ನಡುಗು,怖がる
857,fürchten::V,ಹೆದರು,恐れる
858,fliehen::V,ಓಡಿಹೋಗು,逃げる
859,flüchten::V,ಪಾರಾಗು,逃亡する
860,sehen::V,ಕಾಣು,見る
861,anschauen::V,ನೋಡು,眺める
862,ansehen::V,ನಿರೀಕ್ಷಿಸು,見る
863,hören::V,ಕೇಳು,聞く
864,zuhören::V,ಆಲಿಸು,聴く
865,probieren::V,ರುಚಿ ನೋಡು,食べてみる
866,riechen::V,ಮೂಸು,気取る
867,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,感じる
868,scheinen::V,ತೋರು,ように見える
869,zu sehen sein::V,ಕಾಣಿಸು,見える
870,vernehmen::V,ಕೇಳು,承る
871,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,寒気がする
872,tun::V,ಮಾಡು,する
873,können::V,ಮಾಡಬಲ್ಲ,出来る
874,wollen::V,ಬಯಸು,-たい
875,anfangen::V,ಪ್ರಾರಂಭಿಸು,始める
876,beenden::V,ನಿಲ್ಲಿಸು,終える
877,aufhören::V,ಮುಗಿಸು,止める
878,gelingen::V,ಯಶಸ್ವಿಯಾಗು,成功する
879,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,当たる
880,öffnen::V,ತೆರೆ,開く
881,öffnen::V,ತೆರೆ,開ける
882,schließen::V,ಮುಚ್ಚು,閉める
883,stellen::V,ಇಕ್ಕು,置く
884,stellen::V,ಇಕ್ಕು,据える
885,setzen::V,ಇಡು,座らせる
886,legen::V,ಇಡು,置く
887,berühren::V,ತಾಕು,触る
888,berühren::V,ತಾಕು,触れる
889,verbinden::V,ಕೂಡಿಸು,結びつける
890,bedecken::V,ಮುಚ್ಚು,覆う
891,aufhängen::V,ತೂಗುಹಾಕು,掛ける
892,anzünden::V,ಹತ್ತಿಸು,燃やす
893,anzünden::V,ಹತ್ತಿಸು,火をつける
894,aufheben::V,ಆಯಿ,拾う
895,zurücklassen::V,ಬಿಡು,残す
896,verlieren::V,ಕಳೆ,無くす
897,fallen lassen::V,ಬೀಳಿಸು,落とす
898,machen::V,ಮಾಡು,作る
899,herstellen::V,ತಯಾರಿಸು,製造する
900,bauen::V,ಕಟ್ಟು,建設する
901,reparieren::V,ಸರಿಪಡಿಸು,直す
902,reparieren::V,ಸರಿಪಡಿಸು,修理する
903,verbessern::V,ತಿದ್ದು,改良する
904,ändern::V,ಬದಲಾಯಿಸು,変える
905,graben::V,ಅಗೆ,掘る
906,beugen::V,ಬಗ್ಗಿಸು,折る
907,biegen::V,ಬಗ್ಗಿಸು,曲げる
908,drehen::V,ತಿರುಗು,回す
909,wenden::V,ತಿರುಗು,裏返す
910,umdrehen::V,ತಿರುಗಿಸು,裏返す
911,heben::V,ಎತ್ತು,挙げる
912,hochheben::V,ಎತ್ತು,持ち上げる
913,ergreifen::V,ಆಕ್ರಮಿಸು,取り上げる
914,halten::V,ಹಿಡಿ,持つ
915,drücken::V,ಒತ್ತು,押す
916,schieben::V,ನೂಕು,ずらす
917,kratzen::V,ತರಚಿಕೊಳ್ಳು,引っ掻く
918,lecken::V,ನೆಕ್ಕು,なめる
919,beißen::V,ಕಚ್ಚು,噛む
920,abreißen::V,ಹರಿ,剝ぎ取る
921,abschneiden::V,ಕತ್ತರಿಸು,切り取る
922,binden::V,ಕಟ್ಟು,縛る
923,stecken::V,ಸಿಕ್ಕಿಸು,差し込む
924,brechen::V,ಮುರಿ,破る
925,klopfen::V,ತಟ್ಟು,とんとん叩く
926,hauen::V,ಹೊಡೆ,叩く
927,kleben::V,ಅಂಟಿಸು,貼る
928,kleben::V,ಅಂಟಿಸು,くっ付ける
929,reiben::V,ಉಜ್ಜು,擦る
930,streichen::V,ಹರಡು,塗る
931,schleifen::V,ಮಸೆ,研ぐ
932,schneiden::V,ಕತ್ತರಿಸು,切る
933,rütteln::V,ಕುಲುಕಿಸು,揺さぶる
934,schütteln::V,ಅಲುಗಿಸು,振る
935,schütteln::V,ಅಲುಗಿಸು,揺さぶる
936,schwenken::V,ತೂಗಾಡು,振る
937,schütten::V,ಎರೆ,注ぐ
938,füllen::V,ತುಂಬಿಸು,いっぱいにする
939,einwickeln::V,ಹೊದಿಸು,包む
940,tragen::V,ಹೊರು,運ぶ
941,schleppen::V,ಜಗ್ಗು,引きずる
942,ziehen::V,ಎಳೆ,引く
943,aufbewahren::V,ಇಟ್ಟುಕೊ,預かる
944,werfen::V,ಎಸೆ,投げる
945,fangen::V,ಹಿಡಿ,受ける
946,packen::V,ಸೆಳೆ,掴む
947,verstecken::V,ಮುಚ್ಚಿಡು,隠す
948,teilen::V,ವಿಭಜಿಸು,分ける
949,schicken::V,ಕಳುಹಿಸು,送る
950,bringen::V,ತರು,持って行く
951,hinzufügen::V,ಕೂಡಿಸು,加える
952,bekommen::V,ಸಂಪಾದಿಸು,得る
953,erhalten::V,ಪಡೆ,受ける
954,nehmen::V,ಹಿಡಿ,取る
955,wählen::V,ಆರಿಸು,選ぶ
956,auswählen::V,ಆಯಿ,選ぶ
957,bewahren::V,ರಕ್ಷಿಸಿಡು,保存する
958,behindern::V,ಅಡ್ಡಿಮಾಡು,妨害する
959,verderben::V,ಕೆಡಿಸು,台無しにする
960,beschädigen::V,ಹಾಳುಮಾಡು,損傷する
961,zerbrechen::V,ಮುರಿ,割る
962,zerreißen::V,ಸೀಳು,引き裂く
963,zerstören::V,ಅಳಿಸು,破壊する
964,verbrennen::V,ಸುಡು,焼く
965,geben::V,ಕೊಡು,上げる
966,reichen::V,ಕೊಡು,渡す
967,schenken::V,ಅರ್ಪಿಸು,贈る
968,versprechen::V,ವಾಗ್ದಾನಮಾಡು,約束する
969,wünschen::V,ಬಯಸು,望む
970,loben::V,ಹೊಗಳು,褒める
971,küssen::V,ಚುಂಬಿಸು,キスする
972,wiegen::V,ತೂಗು,揺する
973,zudecken::V,ಹಾಸು,覆う
974,wecken::V,ಎಬ್ಬಿಸು,起こす
975,zeigen::V,ತೋರಿಸು,見せる
976,führen::V,ದಾರಿತೋರಿಸು,案内する
977,lehren::V,ಕಲಿಸು,教える
978,unterrichten::V,ಬೋಧಿಸು,通知する
979,aufziehen::V,ಸಲಹು,育てる
980,leiten::V,ಮುಂದಾಳಾಗಿರು ,導く
981,antreiben::V,ಓಡಿಸು,励ます
982,lassen::V,ಮಾಡಲುಬಿಡು,～させる
983,einladen::V,ಆಹ್ವಾನಿಸು,誘う
984,einladen::V,ಆಹ್ವಾನಿಸು,招待する
985,vereinigen::V,ಒಂದಾಗು,一つにする
986,besuchen::V,ಭೇಟಿಯಾಗು,訪ねる
987,treffen::V,ಸಂಧಿಸು,出会う
988,sich versammeln::V,ನೆರೆ,集まる
989,spielen::V,ಆಡು,遊ぶ
990,singen::V,ಹಾಡು,歌う
991,tanzen::V,ಕುಣಿ,踊る
992,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,別れる
993,verlassen::V,ಕಳೆ,別れる
994,retten::V,ರಕ್ಷಿಸು,救う
995,retten::V,ರಕ್ಷಿಸು,助ける
996,bewachen::V,ಕಾಪಾಡು,見張る
997,bewachen::V,ಕಾಪಾಡು,軽微する
998,schützen::V,ಸಂರಕ್ಷಿಸು,保護する
999,verteidigen::V,ಕಾಪಿಡು,守る
1000,sich schlagen::V,ಕಿತ್ತಾಟ,殴る
1001,schießen::V,ಎಸೆ,撃つ
1002,siegen::V,ಗೆಲ್ಲು,勝つ
1003,ärgern::V,ರೇಗಿಸು,怒らせる
1004,schlagen::V,ಹೊಡೆ,殴る
1005,treten::V,ಒದೆ,蹴る
1006,stechen::V,ಚುಚ್ಚು,突く
1007,stoßen::V,ತಳ್ಳು,突く
1008,stehlen::V,ಕದಿ,盗る
1009,stören::V,ಕತಕು,構う
1010,belästigen::V,ತೊಂದರೆ,邪魔する
1011,verbergen::V,ಮರೆಮಾಜು,隠す
1012,täuschen::V,ಠಕ್ಕಿಸು,だます
1013,betrügen::V,ವಂಚಿಸು,だます
1014,töten::V,ಕೊಲ್ಲು,殺す
1015,wohnen::V,ವಾಸಿಸು,住む
1016,arbeiten::V,ಕೆಲಸ ಮಾಡು,働く
1017,sammeln::V,ಸಂಚಯಿಸು,集める
1018,sammeln::V,ಸಂಚಯಿಸು,収集する
1019,pflücken::V,ಬಿಡಿಸು,摘む
1020,jagen::V,ಬೇಟೆಯಾಡು,狩りをする
1021,fischen::V,ಮೀನು ಹಿಡಿ,釣る
1022,fassen::V,ಹಿಡಿ,捕る
1023,hüten::V,ಗುಂಪುಸೇರಿಸು,放牧する
1024,treiben::V,ದಬ್ಬು,追う
1025,anbinden::V,ಬಿಗಿ,繋ぐ
1026,füttern::V,ಮೇಯಿಸು,餌をやる
1027,melken::V,ಹಾಲು ಕರೆ,搾乳する
1028,hacken::V,ತುಂಡರಿಸು,刻む
1029,gießen::V,ನೀರುಹಾಕು,水をやる
1030,reifen::V,ಕಳಿ,熟す
1031,zubereiten::V,ಅಡಿಗೆಮಾಡು,調理する
1032,kochen::V,ಅಡು,煮る
1033,backen::V,ಬೇಯಿಸು,焼く
1034,braten::V,ಕರಿ,焼く
1035,braten::V,ಕರಿ,炒める
1036,umrühren::V,ಕಲಕು,混ぜる
1037,stricken::V,ಹೆಣೆ,編む
1038,nähen::V,ಹೊಲಿ,縫う
1039,färben::V,ಬಣ್ಣ ಹತ್ತು,染める
1040,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,掃除する
1041,waschen::V,ತೊಳೆ,洗う
1042,waschen::V,ತೊಳೆ,洗濯する
1043,abwischen::V,ಒರಸು,拭く
1044,spülen::V,ಗಲಬರಿಸು,洗う
1045,spülen::V,ಗಲಬರಿಸು,すすぐ
1046,fegen::V,ಗುಡಿಸು,掃除する
1047,kehren::V,ಗುಡಿಸು,掃く
1048,baden::V,ಸ್ನಾನಮಾಡು,入浴する
1049,sich waschen::V,ತೊಳೆ,洗う
1050,ausziehen::V,ಬಿಚ್ಚು,脱ぐ
1051,anziehen::V,ಹಾಕು,着る
1052,sich anziehen::V,ಹಾಕು,着る
1053,kämmen::V,ಬಾಚು,梳く
1054,schmücken::V,ಅಲಂಕರಿಸು,飾る
1055,sagen::V,ಹೇಳು,言う
1056,sprechen::V,ನುಡಿ,話す
1057,reden::V,ನುಡಿ,話す
1058,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,話をする
1059,fragen::V,ವಿಚಾರಿಸು,聞く
1060,bitten::V,ಬೇಡು,頼む
1061,bitten::V,ಬೇಡು,お願いする
1062,erzählen::V,ಹೇಳು,物語る
1063,mitteilen::V,ತಿಳಿಸು,伝える
1064,nennen::V,ಹೆಸರಿಡು,名づける
1065,rufen::V,ಕರೆ,呼ぶ
1066,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,自慢する
1067,übersetzen::V,ಭಾಷಾಂತರಿಸು,訳す
1068,denken::V,ಯೋಚಿಸು,考える
1069,glauben::V,ನಂಬು,信じる
1070,bemerken::V,ಗಮನಿಸು,気が付く
1071,erkennen::V,ಗುರುತುಹಿಡಿ,認識する
1072,begreifen::V,ಗ್ರಹಿಸು,分かる
1073,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,聞き取る
1074,lernen::V,ಕಲಿ,学ぶ
1075,lernen::V,ಕಲಿ,勉強する
1076,wissen::V,ಅರಿ,知っている
1077,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,思い出す
1078,vergessen::V,ಮರೆತುವಿಡು,忘れる
1079,messen::V,ಅಳೆ,計る
1080,messen::V,ಅಳೆ,測定する
1081,zählen::V,ಗಣಿಸು,数える
1082,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,計算する
1083,lesen::V,ಓದು,読む
1084,malen::V,ಬಿಡಿಸು,描く
1085,zeichnen::V,ಬಿಡಿಸು,写生する
1086,schreiben::V,ಬರೆ,書く
1087,besitzen::V,ಒಡೆಯನಾಗಿರು,所持する
1088,kaufen::V,ಕೊಳ್ಳು,買う
1089,verkaufen::V,ಕೊಡು,売る
1090,bezahlen::V,ಬೆಲೆತೆರು,払う
1091,zahlen::V,ಹಣವನ್ನುಕೊಡು,支払う
1092,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,支配する
1093,ertragen::V,ಸಹಿಸು,耐える
