,Concept_ID,ca,lbe
772,einmal::ADV,una vegada,цал
773,manchmal::ADV,de vegades,ваксса-таксса
774,oft::ADV,sovint,чӏявуну
775,immer::ADV,sempre,мудан
776,immer::ADV,sempre,даиман
777,niemals::ADV,no ... mai,тачӏав
778,hier::ADV,aquí,шикку
779,hierhin::ADV,per aquí,шиккун
780,von hier::ADV,des d'aquí,шичча
781,dort::ADV,allí,гикку
782,dorthin::ADV,hi,тиккун
783,geradeaus::ADV,tot dret,тӏайланм
784,vorwärts::ADV,endavānt,хьхьичӏунмай
785,rückwärts::ADV,endarrera,махъа-хьхьичӏунмай
786,zurück::ADV,darrere,махъунмай
787,unten::ADV,a baix,лув
788,hinab::ADV,cap avall,бакӏ-ялавай
789,hinab::ADV,cap avall,бакӏъялавай
790,oben::ADV,dalt,ялув
791,hinauf::ADV,cap amunt,лавай
792,überall::ADV,pertot,гьариий
793,überall::ADV,pertot,хьу-хьуний
794,überall::ADV,pertot,гьарца кӏанай
795,überall::ADV,per tot arreu,гьариий
796,überall::ADV,per tot arreu,хьу-хьуний
797,überall::ADV,per tot arreu,гьарца кӏанай
798,nicht::ADV,no,къа-
799,ein wenig::ADV,una mica,чанни
800,ein wenig::ADV,una mica,ца чансса
801,kaum::ADV,a penes,дахьа
802,sehr::ADV,molt,оьну
803,sehr::ADV,molt,гужну
804,sehr::ADV,molt,хъинну
805,so::ADV,així,укукн
806,noch::ADV,encara,гьала
807,noch::ADV,encara,уттигу
808,noch::ADV,encara,цакьинва
809,noch::ADV,encara,ттигу-шилагу
810,nur::ADV,només,анжагь
811,schon::ADV,ja,
812,wieder::ADV,de nou,цӏуницӏа
813,vergebens::ADV,en va,аьдада
814,vergebens::ADV,en va,нахӏакь
815,vor::PRP,davānt,хьхьичӏ
816,vor::PRP,enfront de,хьхьичӏ
817,hinter::PRP,darrera,махъ
818,unter::PRP,sota,лув
819,durch::PRP,per,-х
820,neben::PRP,al costāt de,чӏарав
821,zwischen::PRP,entre,дянив
822,wegen::PRP,a causa de,цӏаний
823,dies::PRN,aquest,ва
824,das::PRN,això,та
825,das::PRN,això,кӏа
826,das::PRN,això,га
827,alles::PRN,tot,щала
828,ich::PRN,jo,на
829,du::PRN,tu,ина
830,er::PRN,ell,му
831,wir::PRN,nosaltres,жу
832,ihr::PRN,vosaltres,зу
833,sie::PRN,ells,
834,sie::PRN,elles,
835,was::FPRN,què,ци
836,wer::FPRN,qui,цу
837,wo::FADV,on,чув
838,wohin::FADV,cap a on,чун
839,wie::FADV,com,цукун
840,warum::FADV,per què,цан
841,wieviel::FNUM,quant,циксса
842,eins::NUM,u,ца
843,zwei::NUM,dos,кӏива
844,drei::NUM,tres,шамма
845,vier::NUM,quatre,мукьа
846,vier::NUM,quatre,мукьва
847,fünf::NUM,cinc,ххюва
848,sechs::NUM,sis,ряхва
849,sieben::NUM,set,арула
850,acht::NUM,vuit,мяйва
851,neun::NUM,nou,урчӏва
852,zehn::NUM,deu,ацӏва
853,elf::NUM,onze,ацӏния цава
854,zwölf::NUM,dotze,ацӏиия кӏива
855,zwanzig::NUM,vint,кьува
856,dreißig::NUM,trenta,зувира
857,vierzig::NUM,quaranta,мукьцӏала
858,fünfzig::NUM,cinquanta,ххюцӏала
859,sechzig::NUM,seixanta,ряхцӏала
860,siebzig::NUM,setanta,
861,achtzig::NUM,vuitanta,мяйцӏала
862,neunzig::NUM,noranta,урчӏцӏала
863,hundert::NUM,cent,ттурш
864,hundert::NUM,cent,ттуршва
865,tausend::NUM,mil,азарва
866,und::CNJ,i,-гу
867,oder::CNJ,o,я
868,oder::CNJ,o,ягу
869,stehen::V,estar de peu,ацӏан
870,sitzen::V,seure,щяивкӏун икӏан
871,liegen::V,jeure,утту нвхьуну икӏан
872,hängen::V,penjar,зурчӏай тӏун
873,werden::V,fer-se,хьун
874,werden::V,posar-se,хьун
875,passieren::V,succeir,хьун
876,beginnen::V,iniciar-se,дайдишин
877,beginnen::V,iniciar-se,дайдирхьуну дикӏан
878,enden::V,acabar-se,къуртал дан
879,enden::V,terminar-se,къуртал дан
880,wechseln::V,canviar,даххана хьун
881,wechseln::V,canviar,даххана дуллан
882,aufgehen[Sonne]::V,sortir,буклай бур
883,untergehen[Sonne]::V,posar-se,лаглай бур
884,scheinen[Sonne]::V,brillar,битан
885,scheinen[Sonne]::V,brillar,чани буллан
886,donnern::V,tronar,тӏий бур
887,wehen::V,bufar,бишлай бур
888,strömen::V,afluir,экьинан
889,fließen::V,fluir,экьинан
890,sich drehen::V,girar,гьанан
891,schwanken::V,vacil·lar,хъюлчу тӏун
892,schwanken::V,vacil·lar,хӏуркку тӏун
893,schwingen::V,oscil·lar,хъюлчай тӏун
894,schwingen::V,oscil·lar,хъюлчу тӏун
895,fallen::V,caure,багьлан
896,fallen::V,tombar,багьлан
897,brennen::V,cremar,ччучлан
898,rauchen::V,fumejar,пуркӏу тӏун
899,regnen::V,ploure,лачӏун
900,regnen::V,ploure,лачIлай дур
901,gefrieren::V,gelar-se,микӏ лачӏун
902,tauen::V,fondre's,баслан
903,schmelzen::V,fondre's,баслан
904,trocknen::V,assecar-se,кьакьан
905,sieden::V,bullir,щаран
906,faulen::V,podrir-se,аьллан
907,verfaulen::V,podrir-se,аьллан
908,verfaulen::V,podrir-se,аьян
909,reißen::V,trencar-se,ххя дукан
910,versinken::V,enfonsar-se,оькьлан
911,versinken::V,enfonsar-se,оькьан
912,vergehen::V,passar,лялиян
913,erscheinen::V,aparèixer,буккан
914,erscheinen::V,aparèixer,загьир хьун
915,verschwinden::V,desaparèixer,бат хьун
916,verschwinden::V,desaparèixer,акъа хьун
917,sinken::V,baixar,чахь учин
918,sinken::V,descendir,чахь учин
919,abnehmen::V,decréixer,чан хьун
920,abnehmen::V,decréixer,ссуссукьу хьун
921,zunehmen::V,augmentar,гьарза хьун
922,steigen::V,pujar,гьаз хьун
923,wachsen::V,créixer,ххяххан
924,glänzen::V,brillar,цӏай буккан
925,glänzen::V,resplendir,цӏай буккан
926,funkeln::V,espurnejar,цӏай-цӏай тӏун
927,lärmen::V,fer soroll,чӏу буллан
928,lärmen::V,fer soroll,аьлагъужа буллан
929,läuten::V,sonar,занг ришлан
930,läuten::V,sonar,занг дуллан
931,klingeln::V,trucar,занг ришлан
932,klingeln::V,trucar,занг дуллан
933,klirren::V,dringar,
934,brausen::V,rugir,никъащилан
935,rauschen::V,murmurar,щурщур тӏун
936,klingen::V,sonar,чӏу буклан
937,bellen::V,lladrar,хӏап тӏун
938,heulen::V,udolar,
939,blasen::V,bufar,уф тӏун
940,pfeifen::V,xiular,щютӏа тӏун
941,schreien::V,cridar,чӏу бан
942,stöhnen::V,gemegar,угь-къак тӏун
943,zittern::V,tremolar,зурзу чин
944,zittern::V,tremolar,зурзу тӏун
945,leben::V,vīure,ялапар хъанан
946,geboren werden::V,néixer,ан
947,atmen::V,respirar,ссихӏ ласлан
948,atmen::V,respirar,ссихӏ бигьлан
949,trinken::V,beure,хӏачӏан
950,trinken::V,beure,хӏачӏлан
951,essen::V,menjar,канан
952,schlucken::V,empassar-se,кьюлтӏа тӏун
953,müde werden::V,cansar-se,аьхчӏин
954,einschlafen::V,adormir-se,шанан икӏан
955,schlafen::V,dormir,шанан
956,aufwachen::V,despertar-se,чантӏ учин
957,aufstehen::V,llevar-se,бизан
958,sich erholen::V,descansar,бигьалаган
959,krank werden::V,posar-se malalt,къашай хьун
960,krank sein::V,estar malalt,къашай хъанан
961,krank sein::V,estar malalt,къашавай икӏан
962,schmerzen::V,doldre,цӏун
963,husten::V,tossir,хъугьу чин
964,husten::V,tossir,хъугьу тӏун
965,genesen::V,recuperar-se,хъин хьун
966,genesen::V,recuperar-se,сагъ лаган
967,sterben::V,morir,ивчӏан
968,umkommen::V,perir,лиллан
969,umkommen::V,perir,литӏлан
970,umkommen::V,perir,ажал биян
971,umkommen::V,perir,личӏи хьун
972,umkommen::V,perir,иакьлу хьун
973,umkommen::V,perir,ахир жан хъанан
974,umkommen::V,perir,рухӏирачӏа икӏан
975,sich bewegen::V,moure's,сукку хьун
976,sich rühren::V,moure's,сукку хьун
977,sich erheben::V,aixecar-se,бизан
978,sich setzen::V,asseure's,щяикӏан
979,sich setzen::V,asseure's,щябикӏан
980,hinfallen::V,caure's,багьан
981,laufen::V,caminar,занан
982,schreiten::V,procedir,ша ласлан
983,spazierengehen::V,passejar,сайр буллан
984,eilen::V,anar corrent,анавар буккан
985,sich beeilen::V,afanyar-se,анавар буккан
986,sausen::V,córrer,никъа щилан
987,sausen::V,córrer,никъа щун
988,rennen::V,córrer,лечлан
989,springen::V,saltar,тӏанкӏ дан
990,klettern::V,escalar,лахълан
991,schaukeln::V,gronxar-se,гьайжак бигьлан
992,schaukeln::V,balancejar-se,гьайжак бигьлан
993,kriechen::V,reptar,ххярк тӏун
994,kriechen::V,arrossegar-se,ххярк тӏун
995,schwimmen::V,nadar,гьузун
996,tauchen::V,bussejar,лултту уккан
997,tauchen::V,submergir-se,лултту уккан
998,rudern::V,remar,бяхлан
999,rudern::V,remar,батӏлан
1000,rudern::V,remar,ххялаххи дуклан
1001,fahren::V,anar,гьан
1002,fliegen::V,volar,лехлан
1003,gehen::V,caminar,нан
1004,weggehen::V,anar-se'n,ялагьан
1005,abfahren::V,partir,гьан
1006,anhalten::V,aturar-se,бацӏан
1007,hineingehen::V,entrar,буххан
1008,eintreten::V,entrar,буххан
1009,kommen::V,venir,учӏан
1010,ankommen::V,arribar,биян
1011,ankommen::V,arribar,бучӏан
1012,zurückkommen::V,tornar,зана хъун
1013,zurückkommen::V,tornar,зана бикӏан
1014,bleiben::V,quedar-se,личӏан
1015,warten::V,esperar,ялугьлан
1016,erwarten::V,esperar,ялугьлан
1017,suchen::V,buscar,луглан
1018,finden::V,trobar,лякъин
1019,versuchen::V,intentar,ххал буллан
1020,vorbereiten::V,preparar,хӏадур бан
1021,lieben::V,estimar,эшкьи хьуиу бикӏан
1022,mögen::V,agradar a,ххиран бикӏан
1023,lachen::V,riure,хъян
1024,rühren::V,commoure,
1025,rühren::V,emocionar,
1026,weinen::V,plorar,аьтӏун
1027,schimpfen::V,renyar,дяъван
1028,schimpfen::V,renyar,ссугайи агьан
1029,sich ärgern::V,enfadar-se,ссибизлан
1030,sich fürchten::V,tenir por,ингъауслан
1031,fürchten::V,témer,хӏучӏ тӏун
1032,fliehen::V,fugir,ака бан
1033,flüchten::V,refugiar-se,лихъан
1034,sehen::V,veure,чӏалан
1035,anschauen::V,mirar,урган
1036,ansehen::V,mirar,буруглан
1037,hören::V,oir,баллан
1038,zuhören::V,escoltar,вичӏи дихьлан
1039,probieren::V,provar,тӏин ххал буллан
1040,riechen::V,olorar,ссунтӏа тӏун
1041,fühlen::V,sentīr,дакӏнил буслан
1042,scheinen::V,semblar,ххан
1043,scheinen::V,semblar,бизан
1044,scheinen::V,semblar,ххан бикӏлай бикӏан
1045,zu sehen sein::V,poder-se veure,
1046,vernehmen::V,percebre,баян
1047,frieren::V,tenir fred,лигьулул хъанан
1048,tun::V,fer,бан
1049,können::V,poder,хьун
1050,wollen::V,voler,
1051,anfangen::V,iniciar,дайдишин
1052,beenden::V,acabar,къуртал бан
1053,aufhören::V,deixar,кьабагьан
1054,gelingen::V,sortir bé,бюхъан
1055,geraten::V,sortir,
1056,öffnen::V,obrir,тӏитӏин
1057,schließen::V,tancar,лакьин
1058,stellen::V,posar,дацӏан дан
1059,stellen::V,posar,бишин
1060,stellen::V,col·locar,дацӏан дан
1061,stellen::V,col·locar,бишин
1062,setzen::V,assentar,щяитан
1063,legen::V,posar,бишин
1064,berühren::V,tocar,ка щун
1065,verbinden::V,unir,бахӏин
1066,verbinden::V,unir,дахӏин
1067,verbinden::V,connectar,бахӏин
1068,verbinden::V,connectar,дахӏин
1069,bedecken::V,tapar,ялтту бущин
1070,bedecken::V,tapar,ялтту бакьин
1071,bedecken::V,cobrir,ялтту бущин
1072,bedecken::V,cobrir,ялтту бакьин
1073,aufhängen::V,penjar,лахъан
1074,anzünden::V,encendre,лахъан
1075,aufheben::V,aixecar,гьаз бан
1076,zurücklassen::V,deixar,кьаитан
1077,zurücklassen::V,deixar,битан
1078,verlieren::V,pērdre,дакъа дан
1079,fallen lassen::V,deixar caure,рутан
1080,machen::V,fer,дан
1081,herstellen::V,producir,яраг ишла бувиу бан
1082,bauen::V,construir,дан
1083,reparieren::V,reparar,дакьин дан
1084,verbessern::V,millorar,ххуй дан
1085,ändern::V,canviar,баххана бан
1086,graben::V,cavar,дуклан
1087,beugen::V,doblegar,лахӏан бан
1088,beugen::V,doblegar,кьус бикӏан
1089,biegen::V,corbar,баччин
1090,biegen::V,corbar,лахӏан бан
1091,biegen::V,arquejar,баччин
1092,biegen::V,arquejar,лахӏан бан
1093,drehen::V,girar,гьанан
1094,wenden::V,girar,кӏура баен бан
1095,umdrehen::V,voltar,кӏура баен бан
1096,heben::V,pujar,гьаз бан
1097,heben::V,aixecar,гьаз бан
1098,hochheben::V,aixecar,гьаз бан
1099,ergreifen::V,agafar,хъап дан
1100,ergreifen::V,agafar,хъап увиу угьан
1101,halten::V,mantenir,бугьлан
1102,drücken::V,prémer,кьюч бигьлан
1103,drücken::V,estrènyer,кьюч бигьлан
1104,schieben::V,empènyer,щун
1105,kratzen::V,raspar,
1106,lecken::V,llepar,ланцӏа тӏун
1107,beißen::V,mossegar,хъапа тӏун
1108,beißen::V,mossegar,кьацӏа тӏун
1109,abreißen::V,arrencar,буцан
1110,abschneiden::V,tallar,бухъан
1111,abschneiden::V,tallar,кьукьин
1112,binden::V,lligar,бахӏин
1113,binden::V,lligar,дахӏин
1114,stecken::V,ficar,
1115,brechen::V,trencar,гъагъан
1116,klopfen::V,trucar,кьутӏа тӏун
1117,hauen::V,picar,рищун
1118,hauen::V,colpejar,рищун
1119,kleben::V,enganxar,лачӏун буллан
1120,reiben::V,fregar,ссуку буллан
1121,streichen::V,untar,дугъан
1122,streichen::V,untar,аьгъу дан
1123,schleifen::V,afilar,
1124,schleifen::V,esmolar,
1125,schneiden::V,tallar,духълан
1126,schneiden::V,tallar,кьукьлан
1127,rütteln::V,sacsejar,
1128,schütteln::V,agitar,хъюлчу буллан
1129,schütteln::V,sacsejar,хъюлчу буллан
1130,schwenken::V,agitar,палцӏ дуллан
1131,schütten::V,abocar,рутӏин
1132,füllen::V,omplir,буцӏин бан
1133,einwickeln::V,embolicar,кай-кай бан
1134,tragen::V,dur,ларсун занан
1135,tragen::V,dur,ларсун ачин
1136,tragen::V,portar,ларсун занан
1137,tragen::V,portar,ларсун ачин
1138,schleppen::V,arrossegar,ххилан
1139,ziehen::V,tirar,
1140,ziehen::V,estirar,
1141,aufbewahren::V,conservar,ядан
1142,aufbewahren::V,conservar,ядуллан
1143,werfen::V,llançar,личин
1144,fangen::V,agafar,бугьан
1145,fangen::V,agafar,бугьлан
1146,fangen::V,atrapar,бугьан
1147,fangen::V,atrapar,бугьлан
1148,packen::V,engrapar,
1149,verstecken::V,amagar,ладитан
1150,verstecken::V,amagar,кьюлтӏ дан
1151,verstecken::V,amagar,дахьлаган дан
1152,teilen::V,dividir,бачӏин
1153,teilen::V,dividir,бутӏа бан
1154,schicken::V,enviar,тӏайла буккан
1155,bringen::V,portar,диян дан
1156,hinzufügen::V,afegir,ххи бан
1157,bekommen::V,obtenir,ласун
1158,erhalten::V,rebre,ласун
1159,nehmen::V,prendre,ласун
1160,wählen::V,triar,бувчӏин
1161,wählen::V,elegir,бувчӏин
1162,auswählen::V,escollir,бувчӏин
1163,auswählen::V,escollir,язи бугьан
1164,auswählen::V,seleccionar,бувчӏин
1165,auswählen::V,seleccionar,язи бугьан
1166,bewahren::V,conservar,ядан
1167,behindern::V,impedir,дайщишруду дуллан
1168,behindern::V,obstaculitzar,дайщишруду дуллан
1169,verderben::V,espatllar,зия дан
1170,beschädigen::V,danyar,зарал буллан
1171,beschädigen::V,destrossar,зарал буллан
1172,zerbrechen::V,trencar,гьагъан
1173,zerbrechen::V,trencar,гьагъан бан
1174,zerreißen::V,estripar,ххяхха дуккан
1175,zerstören::V,destruir,лекьан дан
1176,verbrennen::V,cremar,ччуччин
1177,geben::V,donar,дулун
1178,reichen::V,passar,дулун
1179,schenken::V,regalar,пишкаш дан
1180,schenken::V,regalar,багъишла дан
1181,schenken::V,regalar,ихӏсандалун дуллун
1182,versprechen::V,prometre,банна чин
1183,wünschen::V,desitjar,
1184,loben::V,elogiar,цӏа дан
1185,küssen::V,fer un petó a,ппай тӏун
1186,wiegen::V,bressolar,гьуркку тӏун
1187,wiegen::V,bressolar,гьуркку буллан
1188,wiegen::V,bressolar,гьуркку бан
1189,zudecken::V,tapar,
1190,zudecken::V,cobrir,
1191,wecken::V,despertar,чантӏ учин ан
1192,zeigen::V,mostrar,ккаккан бан
1193,zeigen::V,ensenyar,ккаккан бан
1194,führen::V,guiar,буцин
1195,führen::V,conduir,буцин
1196,lehren::V,ensenyar,лахьхьин бан
1197,lehren::V,ensenyar,лахьхьин буллан
1198,unterrichten::V,ensenyar,дарс дишаван
1199,aufziehen::V,criar,хъуна ан
1200,aufziehen::V,criar,тарбия ан
1201,leiten::V,dirigir,каялувшиву дан
1202,antreiben::V,impel·lir,
1203,lassen::V,fer,
1204,einladen::V,invitar,хъамалу оьвчин
1205,einladen::V,convidar,хъамалу оьвчин
1206,vereinigen::V,unir,ца бан
1207,besuchen::V,visitar,ялун уххан
1208,besuchen::V,anar a veure,ялун уххан
1209,treffen::V,trobar,хьуна бакьин
1210,sich versammeln::V,reunir-se,батӏин
1211,spielen::V,jugar,тӏуркӏу тӏун
1212,singen::V,cantār,балай тӏун
1213,tanzen::V,ballar,къавтӏун
1214,sich trennen::V,separar-se,ппив хьун
1215,verlassen::V,deixar,увккун гьан
1216,verlassen::V,abandonar,увккун гьан
1217,retten::V,salvar,ххассал бан
1218,bewachen::V,vigilar,къарал бан
1219,schützen::V,protegir,ябан
1220,verteidigen::V,defensar,буруччин
1221,sich schlagen::V,barallar-se,биян
1222,schießen::V,tirar,битлан
1223,schießen::V,disparar,битлан
1224,siegen::V,vèncer,ххув хьун
1225,siegen::V,vèncer,ххувшаву ласун
1226,ärgern::V,enfadar,ссибизан уллан
1227,schlagen::V,pegar,рищун
1228,schlagen::V,colpejar,рищун
1229,treten::V,donar un cop de peu a,
1230,stechen::V,punxar,кьутӏин
1231,stechen::V,apunyalar,кьутӏин
1232,stoßen::V,empènyer,щун
1233,stehlen::V,robar,дацин
1234,stören::V,molestar,кьючин
1235,belästigen::V,importunar,бизар уллан
1236,verbergen::V,amagar,лабитан
1237,verbergen::V,amagar,кӏучӏ бан
1238,verbergen::V,ocultar,лабитан
1239,verbergen::V,ocultar,кӏучӏ бан
1240,täuschen::V,enganyar,хъяврин ан
1241,betrügen::V,estafar,аьикьин ан
1242,töten::V,matar,ивчӏан
1243,wohnen::V,vīure,оьрму бутлан
1244,wohnen::V,habitar,оьрму бутлан
1245,arbeiten::V,treballar,зун
1246,sammeln::V,col·leccionar,ттихӏин
1247,sammeln::V,col·leccionar,вив дишин
1248,pflücken::V,collir,риттун
1249,jagen::V,caçar,авли занан
1250,fischen::V,pescar,чавахъру бугьлан
1251,fassen::V,atrapar,бугьан
1252,hüten::V,pasturar,урттуйн бакьлан
1253,treiben::V,arriar,дачин дуллан
1254,treiben::V,arriar,лихъан буллан
1255,anbinden::V,lligar,бахӏин
1256,füttern::V,donar menjar a,канаки буллан
1257,melken::V,munyir,ттизин
1258,hacken::V,picar,мюрш буллан
1259,hacken::V,picar,мюрш бан
1260,hacken::V,tallar,мюрш буллан
1261,hacken::V,tallar,мюрш бан
1262,gießen::V,regar,щин дишин
1263,reifen::V,madurar,диян
1264,zubereiten::V,preparar,хӏадур дан
1265,zubereiten::V,preparar,хӏадур бан
1266,kochen::V,coure,шашан
1267,kochen::V,coure,шашан дуллан
1268,backen::V,coure al forn,бишлан
1269,backen::V,coure al forn,шахьлан
1270,braten::V,rostir,цӏарайх дуллан
1271,umrühren::V,remenar,хӏала бан
1272,stricken::V,tricotar,щащлан
1273,stricken::V,tricotar,щащан
1274,stricken::V,fer punt de mitja,щащлан
1275,stricken::V,fer punt de mitja,щащан
1276,nähen::V,cosir,дуруххан
1277,färben::V,tenyir,ранг щун
1278,reinigen::V,netejar,марцӏ бан
1279,waschen::V,rentār,шюшин
1280,abwischen::V,eixugar,лишин
1281,spülen::V,esbandir,вилаган
1282,fegen::V,escombrar,башин
1283,kehren::V,escombrar,бахьлан
1284,baden::V,banyar-se,щинавун учӏлан
1285,sich waschen::V,rentār-se,диссун
1286,sich waschen::V,rentār-se,лажин диссун
1287,sich waschen::V,rentār-se,лажин дислан
1288,sich waschen::V,rentār-se,биссун
1289,sich waschen::V,rentār-se,чурх бислан
1290,ausziehen::V,treure's,ликкан
1291,anziehen::V,posar-se,лаххан
1292,sich anziehen::V,vestir-se,янна лаххан
1293,kämmen::V,pentinar,ттарал дуккан
1294,schmücken::V,adornar,чӏюлу бан
1295,sagen::V,dir,учин
1296,sprechen::V,parlar,гъалгъа тӏун
1297,reden::V,parlar,гъалгъа тӏун
1298,sich unterhalten::V,conversar,гъалгъа тӏун
1299,fragen::V,preguntar,цӏуххин
1300,bitten::V,demanar,тавакъю буллан
1301,erzählen::V,contar,хавар бусан
1302,erzählen::V,explicar,хавар бусан
1303,mitteilen::V,comunicar,баян бан
1304,mitteilen::V,comunicar,хавар бан
1305,nennen::V,nomenar,цӏа дизан
1306,rufen::V,cridar,оьвтӏун
1307,prahlen::V,lloar-se,цӏа дуллан
1308,prahlen::V,jactar-se,цӏа дуллан
1309,übersetzen::V,traduir,таржума бан
1310,denken::V,pensar,пикри буллан
1311,glauben::V,creure,вих хьун
1312,bemerken::V,notar,хӏисав хъун
1313,erkennen::V,reconèixer,увчӏин
1314,begreifen::V,comprendre,бувчӏин
1315,verstehen::V,entendre,
1316,lernen::V,aprendre,лахьлан
1317,lernen::V,aprendre,лахьхьин
1318,wissen::V,saber,кӏулну бикӏан
1319,wissen::V,saber,хавар бикӏан
1320,sich erinnern an::V,recordar,дакӏнин бутан
1321,vergessen::V,oblidar,хъама битан
1322,messen::V,mesurar,дуцин дуллан
1323,messen::V,mesurar,дуцин дан
1324,zählen::V,comptar,дуккин
1325,rechnen::V,calcular,хӏисав дан
1326,lesen::V,llegir,ккалан
1327,malen::V,pintar,сурат дуллан
1328,zeichnen::V,dibuixar,сурат дуллан
1329,schreiben::V,escrīure,чичин
1330,schreiben::V,escrīure,чичлан
1331,besitzen::V,posseir,дуну икӏан
1332,besitzen::V,posseir,дуну дикӏан
1333,besitzen::V,posseir,заллуну икӏан
1334,kaufen::V,comprar,машан ласун
1335,verkaufen::V,vendre,баххан
1336,bezahlen::V,pagar,арцу дулун
1337,bezahlen::V,pagar,багьа булун
1338,zahlen::V,pagar per,арцу дулун
1339,zahlen::V,pagar per,багьа булун
1340,beherrschen::V,dominar,дуну икӏан
1341,beherrschen::V,dominar,заллуну икӏан
1342,ertragen::V,aguantar,бухӏан
