,Concept_ID,mn,az
106,Schaum::N,хөөс,köpük
107,Schmutz::N,хир,çamır
108,Schmutz::N,шавхай,çamır
109,See::N,нуур,göl
110,Sumpf::N,намаг,bataqlıq
111,Sumpf::N,балчиг,bataqlıq
112,Moor::N,хүлрийн намаг,bataqlıq
113,Wiese::N,нуга,çəmən
114,Wald::N,ой,meşə
115,Hügel::N,болдог,təpə
116,Anhöhe::N,гүвээ,təpə
117,Berg::N,уул,dağ
118,Gipfel::N,орой,zirvə
119,Gipfel::N,оргил,zirvə
120,Höhle::N,агуй,mağara
121,Abhang::N,хүр,yamac
122,Quelle::N,булаг,bulaq
123,Bach::N,горхи,kiçik çay
124,Fluss::N,гол,çay
125,Fluss::N,мөрөн,çay
126,Ufer::N,эрэг,kənar
127,Küste::N,эрэг,sahil
128,Festland::N,хуурай газар,materik
129,Meer::N,далай,dəniz
130,Meer::N,тэнгис,dəniz
131,Bucht::N,булан,körfəz
132,Bucht::N,далайн тохой,körfəz
133,Insel::N,арал,ada
134,Blume::N,цэцэг,çiçək
135,Gras::N,өвс,ot
136,Gras::N,ногоо,ot
137,Wurzel::N,үндэс,kök
138,Baum::N,мод,ağac
139,Stamm::N,иш,gövdə
140,Stamm::N,гуалин,gövdə
141,Rinde::N,холтос,qabıq
142,Ast::N,гишүү,şax
143,Zweig::N,салаа,budaq
144,Blatt::N,навч,yarpaq
145,Birke::N,хус,tozağacı
146,Kiefer[Baum]::N,нарс,şam
147,Weide[Baum]::N,уд,söyüd
148,Weide[Baum]::N,бургас,söyüd
149,Tanne::N,гачуур,küknar
150,Horn::N,эвэр,buynuz
151,Feder::N,өд,tük
152,Feder::N,өд,lələk
153,Fell::N,арьс,xəz
154,Flügel::N,жигүүр,qanad
155,Flügel::N,далавч,qanad
156,Klaue::N,савар,pəncə
157,Klaue::N,хумс,pəncə
158,Kralle::N,савар,dırnaq
159,Schwanz::N,сүүл,quyruq
160,Ei::N,өндөг,yumurta
161,Nest::N,үүр,yuva
162,Bau::N,нүх,yuva
163,Bau::N,элүү,yuva
164,Tier::N,амьтан,heyvan
165,Tier::N,адгуус,heyvan
166,Herde::N,сүрэг,sürü
167,Kuh::N,үнээ,inək
168,Bulle::N,бух,öküz
169,Pferd::N,морь,at
170,Pferd::N,адуу,at
171,Schaf::N,хонь,qoyun
172,Schwein::N,гахай,donuz
173,Hund::N,нохой,it
174,Hund::N,нохой,köpək
175,Katze::N,муур,pişik
176,Katze::N,мигуй,pişik
177,Bär::N,баавгай,ayı
178,Eichhörnchen::N,хэрэм,dələ
179,Elch::N,хандгай,sığın
180,Fuchs::N,үнэг,tülkü
181,Hase::N,туулай,dovşan
182,Maus::N,хулгана,siçan
183,Wolf::N,чоно,qurd
184,Vogel::N,шувуу,quş
185,Schwarm::N,сүрэг,sürü
186,Huhn::N,тахиа,toyuq
187,Hahn::N,эр тахиа,xoruz
188,Gans::N,галуу,qaz
189,Adler::N,бүргэд,qartal
190,Adler::N,бүргэд,qaraquş
191,Ente::N,нугас,ördək
192,Eule::N,ууль,bayquş
193,Kranich::N,тогоруу,durna
194,Krähe::N,хэрээ,qarğa
195,Kuckuck::N,хөхөө,ququ
196,Schwan::N,хун,qu quşu
197,Fisch::N,загас,balıq
198,Barsch::N,алгана,tar
199,Hecht::N,цурхай,durnabalığı
200,Schlange[Tier]::N,могой,ilan
201,Wurm::N,өт,qurd
202,Wurm::N,хорхой,qurd
203,Spinne::N,аалз,hörümçək
204,Ameise::N,шоргоолж,qarışqa
205,Laus::N,бөөс,bit
206,Mücke::N,шумуул,ağcaqanad
207,Fliege::N,ялаа,milçək
208,Schmetterling::N,эрвээхэй,kəpənək
209,Beere::N,жимсгэнэ,gilə
210,Apfel::N,алим,alma
211,Pilz::N,мөөг,göbələk
212,Zwiebel::N,сонгино,soğan
213,Saat::N,тариа,əkin
214,Korn::N,үр,taxıl
215,Korn::N,мөхлөг,taxıl
216,Heu::N,өвс,quru ot
217,Schale::N,хальс,qabıq
218,Grube::N,алам,çuxur
219,Grube::N,нүх,çuxur
220,Falle::N,хавх,tələ
221,Falle::N,хавх,duzaq
222,Falle::N,занга,tələ
223,Falle::N,занга,duzaq
224,Schlinge::N,урхи,ilmək
225,Spur::N,мөр,iz
226,Asche::N,үнс,kül
227,Dreck::N,хир,kir
228,Eisen::N,төмөр,dəmir
229,Gold::N,алт,altun
230,Silber::N,мөнгө,gümüş
231,Kohle::N,нүүрс,kömür
232,Glas::N,шил,şüşə
233,Lehm::N,шавар,gil
234,Lehm::N,шавар,palçıq
235,Sand::N,элс,qum
236,Mensch::N,хүн,adam
237,Mensch::N,хүн,insan
238,Mann::N,эр,kişi
239,Mann::N,эрэгтэй,kişi
240,Frau::N,эмэгтэй,qadın
241,Frau::N,хатагтай,qadın
242,Kind::N,хүүхэд,uşaq
243,Junge::N,хүү,oğlan
244,Mädchen::N,охин,qız
245,Mädchen::N,бүсгүй,qız
246,Familie::N,айл,ailə
247,Großvater::N,өвгөн аав,baba
248,Großmutter::N,эмэг эх,nənə
249,Großmutter::N,эмгээ,nənə
250,Eltern::N,эцэг эх,valideyn
251,Vater::N,аав,ata
252,Vater::N,эцэг,ata
253,Mutter::N,эх,ana
254,Mutter::N,ээж,ana
255,Sohn::N,хүү,oğul
256,Tochter::N,охин,qız
257,Bruder::N,ах,qardaş
258,Bruder::N,дүү,qardaş
259,Schwester::N,эгч,bacı
260,Schwester::N,охин дүү,bacı
261,Onkel::N,авга ах,əmi
262,Onkel::N,авга ах,dayı
263,Onkel::N,нагац ах,əmi
264,Onkel::N,нагац ах,dayı
265,Tante::N,авга эгч,bibi
266,Tante::N,нагац эгч,bibi
267,Ehemann::N,нөхөр,ər
268,Ehefrau::N,эхнэр,arvad
269,Ehefrau::N,гэргий,arvad
270,Freude::N,баяр,nəşə
271,Freude::N,баяр,sevinc
272,Freude::N,баясгалан,nəşə
273,Freude::N,баясгалан,sevinc
274,Gelächter::N,инээдэм,gülüş
275,Gelächter::N,инээдэм,qəhqəhə
276,Glück::N,жаргалан,səadət
277,Glück::N,жаргалан,xoşbəxtlik
278,Kummer::N,гаслан,qəm
279,Kummer::N,гаслан,kədər
280,Wunsch::N,ерөөл,arzu
281,Lust::N,дур,həvəs
282,Lust::N,хүсэл,həvəs
283,Geist::N,оюун,ruh
284,Gedanke::N,сэтгэл,fikir
285,Gedanke::N,сэтгэл,düşüncə
286,Gedächtnis::N,ой,xatir
287,Gedächtnis::N,ой,hafizə
288,Gedächtnis::N,цээж,xatir
289,Gedächtnis::N,цээж,hafizə
290,Verstand::N,ухаан,ağıl
291,Sinn::N,утга,məna
292,Grund::N,учир,səbəb
293,Wahrheit::N,үнэн,haqq
294,Wahrheit::N,үнэн,doğruluq
295,Gespräch::N,яриа,söhbət
296,Gespräch::N,яриа,qonuşma
297,Märchen::N,явган үлгэр,nağıl
298,Erzählung::N,тууж,hekayə
299,Nachricht::N,мэдээ,xəbər
300,Neuigkeit::N,сонин,xəbər
301,Neuigkeit::N,сонин,yenilik
302,Name::N,нэр,ad
303,Rätsel::N,оньсого,tapmaca
304,Rede::N,хэлсэн үг,nitq
305,Sprache::N,хэл,dil
306,Stimme::N,дуу,səs
307,Wort::N,үг,söz
308,Wort::N,үг,kəlmə
309,Zeichen::N,тамга,nişan
310,Zeichen::N,тэмдэг,nişan
311,Ruf::N,дуудлага,çığırtı
312,Lärm::N,шуугиан,gurultu
313,Lärm::N,чимээ,gurultu
314,Laut::N,анир,səs
315,Laut::N,дуу,səs
316,Ton::N,авиа,ton
317,Ton::N,аялгуу,ton
318,Lied::N,дуу,mahnı
319,Ruhe::N,энх,sakitlik
320,Ruhe::N,тайван,sakitlik
321,Leute::N,хүмүүс,xalq
322,Volk::N,улс,millət
323,Arbeit::N,ажил,iş
324,Arbeit::N,ажил,əmək
325,Arbeit::N,хөдөлмөр,iş
326,Arbeit::N,хөдөлмөр,əmək
327,Gast::N,зочин,qonaq
328,Gast::N,зочин,müsafir
329,Gast::N,айлчин,qonaq
330,Gast::N,айлчин,müsafir
331,Geschenk::N,бэлэг,hədiyyə
332,Spiel::N,наадам,oyun
333,Spiel::N,наадам,tamaşa
334,Spiel::N,тоглоом,oyun
335,Spiel::N,тоглоом,tamaşa
336,Gesellschaft::N,хамт байх,cəmiyyet
337,Hilfe::N,тусламж,kömək
338,Hilfe::N,тусламж,yardım
339,Freund::N,найз,dost
340,Freund::N,нөхөр,dost
341,Kamerad::N,хань,yoldaş
342,Kamerad::N,нөхөр,yoldaş
343,Angelegenheit::N,хэрэг,iş
344,Anzahl::N,тоо,say
345,Art::N,төрөл,çeşid
346,Art::N,янз,çeşid
347,Stück::N,хэсэг,dənə
348,Stück::N,хэсэг,parça
349,Teil::N,хувь,qisim
350,Teil::N,хэсэг,qisim
351,Hälfte::N,хагас,yarım
352,Kreis::N,тойрог,dairə
353,Kreis::N,хүрээ,dairə
354,Kreuz::N,загалмай,xaç
355,Linie::N,шугам,xətt
356,Strich::N,зураас,cızıq
357,Abstand::N,зай,məsafə
358,Entfernung::N,зай,məsafə
359,Entfernung::N,зай,uzaqlıq
360,Entfernung::N,хол ойр,məsafə
361,Entfernung::N,хол ойр,uzaqlıq
362,Gegend::N,хавь,bölgə
363,Gegend::N,газар,bölgə
364,Platz::N,зай,yer
365,Platz::N,завсар,yer
366,Ort::N,газар,yer
367,Ort::N,байр,yer
368,Seite::N,тал,yan
369,Seite::N,тал,tərəf
370,Seite::N,этгээд,yan
371,Seite::N,этгээд,tərəf
372,Mitte::N,төв,orta
373,Mitte::N,дунд,orta
374,Gegenstand::N,юм,şey
375,Sache::N,үйл,şey
376,Sache::N,хэрэг,şey
377,Rand::N,зах,kənar
378,Rand::N,хөвөө,kənar
379,Kante::N,ирмэг,tiyə
380,Kante::N,ирмэг,kənar
381,Ecke::N,өнцөг,bucaq
382,Spitze::N,үзүүр,uc
383,Ende::N,зах,son
384,Ende::N,зах,axır
385,Ende::N,үзүүр,son
386,Ende::N,үзүүр,axır
387,Loch::N,цоорхой,deşik
388,Loch::N,онгорхой,deşik
389,Winkel::N,өнцөг,guşə
390,Muster::N,хээ,ülgü
391,Muster::N,угалз,ülgü
392,Größe::N,хэмжээ,böyüklük
393,Länge::N,урт,uzunluq
394,Höhe::N,өндөр,yüksəklik
395,Gewicht::N,жин,çəki
396,Gewicht::N,жин,ağırlıq
397,Menge::N,тоо,miqdar
398,Haufen::N,бөөн,yığın
399,Reihe::N,эгнээ,səf
400,Reihe::N,эгнээ,sıra
401,Boot::N,завь,qayıq
402,Ruder::N,сэлүүр,kürək
403,Schlitten::N,чарга,kirşə
404,Ski::N,цана,xizək
405,Lagerfeuer::N,түүдэг,düşərgə tonqalı
406,Last::N,ачаа,yük
407,Gang::N,явдал,yeriş
408,Schritt::N,алхам,addım
409,Norden::N,умар,şimal
410,Süden::N,урд,cənub
411,Süden::N,өмнө,cənub
412,Westen::N,өрнө,qərb
413,Westen::N,баруун,qərb
414,Osten::N,зүүн,şərq
415,Osten::N,дорно,şərq
416,Holz::N,мод,ağac
417,Holz::N,мод,taxta
418,Brett::N,банз,taxta
419,Platte::N,хавтан,lövhə
420,Stütze::N,тулгуур,dayaq
421,Stütze::N,тулгуур,dəstək
422,Stütze::N,тулга,dayaq
423,Stütze::N,тулга,dəstək
424,Stange::N,сургааг,şüvül
425,Stock::N,саваа,dəyənək
426,Stab::N,таяг,əsa
427,Stab::N,таяг,şüvül
428,Rohr::N,хоолой,boru
429,Rohr::N,хоолой,truba
430,Haus::N,гэр,ev
431,Haus::N,байшин,ev
432,Heim::N,гэр,ev
433,Ofen::N,зуух,peç
434,Ofen::N,зуух,soba
435,Ofen::N,пийшин,peç
436,Ofen::N,пийшин,soba
437,Fußboden::N,шал,döşəmə
438,Tisch::N,ширээ,masa
439,Stuhl::N,сандал,stul
440,Wiege::N,өлгий,beşik
441,Bett::N,ор,yataq
442,Regal::N,тавиур,rəf
443,Kiste::N,авдар,yeşik
444,Kiste::N,авдар,sandıq
445,Kiste::N,хайрцаг,yeşik
446,Kiste::N,хайрцаг,sandıq
447,Fenster::N,гэгээвч,pəncərə
448,Tür::N,үүд,qapı
449,Tür::N,хаалга,qapı
450,Tor::N,хаалга,darvaza
451,Zaun::N,хашаа,çəpər
452,Dach::N,дээвэр,dam
453,Leiter::N,шат,nərdivan
454,Besen::N,хамуур,süpürgə
455,Besen::N,туужуу,süpürgə
456,Spaten::N,хүрз,kürək
457,Schaufel::N,хүрз,kürək
458,Gabel::N,сэрээ,çəngəl
459,Löffel::N,халбага,qaşıq
460,Messer::N,хутга,bıçaq
461,Nagel::N,хадаас,mıx
462,Netz::N,өөш,tor
463,Netz::N,тор,tor
464,Haken::N,гох,çəngəl
465,Griff::N,иш,qulp
466,Griff::N,иш,tutacaq
467,Griff::N,сэнж,qulp
468,Griff::N,сэнж,tutacaq
469,Schloss::N,цуурга,qıfıl
470,Schloss::N,цоож,qıfıl
471,Bild::N,зураг,rəsm
472,Figur::N,баримал,şəkil
473,Figur::N,баримал,heykəl
474,Puppe::N,хүүхэлдэй,kukla
475,Puppe::N,хүүхэлдэй,gəlincik
476,Beutel::N,агсаа,kisə
477,Beutel::N,агсаа,torba
478,Beutel::N,уут,kisə
479,Beutel::N,уут,torba
480,Bündel::N,боодол,bağlama
481,Tasche::N,цүнх,çanta
482,Eimer::N,хөнөг,vedrə
483,Eimer::N,хөнөг,çəllək
484,Eimer::N,хувин,vedrə
485,Eimer::N,хувин,çəllək
486,Deckel::N,таг,qapaq
487,Deckel::N,хавхаг,qapaq
488,Geschirr::N,сав суулга,qab-qazan
489,Sack::N,шуудай,çuval
490,Tasse::N,аяга,fincan
491,Topf::N,тогоо,qazan
492,Kessel::N,тогоо,qazan
493,Essen::N,идээ,yemək
494,Nahrung::N,хүнс,qida
495,Speise::N,идээ,xörək
496,Fleisch::N,мах,ət
497,Getreide::N,будаа,taxıl
498,Brei::N,богшмол,aş
499,Brei::N,богшмол,sıyıq
500,Brei::N,будаа,aş
501,Brei::N,будаа,sıyıq
502,Brot::N,талх,çörək
503,Scheibe::N,зүсэм,dilim
504,Scheibe::N,хэрчим,dilim
505,Fett::N,өөх,yağ
506,Butter::N,тос,kərə yağı
507,Öl::N,тос,yağ
508,Salz::N,давс,duz
509,Suppe::N,шөл,şorba
510,Honig::N,бал,bal
511,Milch::N,сүү,süd
512,Tee::N,цай,çay
513,Leder::N,арьс,dəri
514,Leder::N,савхи,dəri
515,Wolle::N,ноос,yun
516,Wolle::N,унгас,yun
517,Stoff::N,бөс,qumaş
518,Nadel::N,зүү,iynə
519,Faden::N,боолт,sap
520,Faden::N,утас,sap
521,Knopf::N,товч,düymə
522,Knoten::N,зангилаа,düyün
523,Farbe::N,будаг,boya
524,Kleidung::N,хувцас,geyim
525,Hemd::N,цамц,köynək
526,Kragen::N,зах заам,yaxa
527,Ärmel::N,ханцуй,qol
528,Hose::N,өмд,şalvar
529,Gürtel::N,бүс,kəmər
530,Mütze::N,малгай,şapka
531,Mütze::N,бүрх,şapka
532,Schuh::N,туфли,tufli
533,Schuh::N,туфли,ayaqqabı
534,Stiefel::N,гутал,çəkmə
535,Ring::N,бөгж,üzük
536,Band::N,тууз,lent
537,Kamm::N,сам,daraq
538,Spiegel::N,толь,güzgü
539,Riemen::N,тасам,qayış
540,Riemen::N,сур,qayış
541,Schnur::N,татлага,ip
542,Leine::N,оосор,kəmsik
543,Decke::N,хөнжил,ədyal
544,Decke::N,хөнжил,yorğan
545,Decke::N,хучлага,ədyal
546,Decke::N,хучлага,yorğan
547,Kissen::N,дэр,yastıq
548,Tuch::N,алчуур,şarf
549,Tuch::N,алчуур,kaşne
550,Tuch::N,даавуу,şarf
551,Tuch::N,даавуу,kaşne
552,Handtuch::N,алчуур,dəsmal
553,Kraft::N,чадал,güc
554,Kraft::N,хүч,güc
555,Stärke::N,эрч,qüvvət
556,Stärke::N,тэнхээ,qüvvət
557,Gesundheit::N,бие,sağlamlıq
558,Gesundheit::N,эрүүл мэнд,sağlamlıq
559,Krankheit::N,эмгэг,xəstəlik
560,Schmerz::N,өвчин,ağrı
561,Schmerz::N,өвчин,sancı
562,Wunde::N,шарх,yara
563,Fieber::N,халуун,isitmə
564,Fieber::N,халуун,qızdırma
565,Arznei::N,эм,ilaç
566,Arznei::N,эм,dərman
567,Brücke::N,гүүр,körpü
568,Brunnen::N,худаг,quyu
569,Weide::N,бэлчээр,otlaq
570,Pfad::N,жим,cığır
571,Pfad::N,зөрөг,cığır
572,Weg::N,зам,yol
573,Weg::N,харгуй,yol
574,Straße::N,зам,küçə
575,Straße::N,харгуй,küçə
576,Dorf::N,тосгон,kənd
577,Dorf::N,гацаа,kənd
578,Stadt::N,хот,şəhər
579,Brief::N,захидал,məktub
580,Brief::N,захиа,məktub
581,Buch::N,ном,kitab
582,Buch::N,бичиг,kitab
583,Buchstabe::N,үсэг,hərf
584,Zeitung::N,сонин,qəzet
585,Leben::N,амь,həyat
586,Leben::N,амьдрал,həyat
587,Tod::N,үхэл,ölüm
588,Grab::N,булш,qəbir
589,Kirche::N,сүм,kilsə
590,Sünde::N,нүгэл,günah
591,Sünde::N,хилэнц,günah
592,Gott::N,бурхан,tanrı
593,Arbeiter::N,ажилчин,işçi
594,Arbeiter::N,хөдөлмөрчин,işçi
595,Chef::N,дарга,şef
596,Chef::N,дарга,rəis
597,Meister::N,дархан,usta
598,Arzt::N,эмч,həkim
599,Arzt::N,эмч,doktor
600,Lehrer::N,багш,müəllim
601,Geld::N,цаас,pul
602,Geld::N,мөнгө,pul
603,Geschäft::N,наймаа,ticarət
604,Laden::N,дэлгүүр,dükan
605,Preis::N,үнэ,qiymət
606,Ware::N,таваар,mal
607,Ware::N,бараа,mal
608,Nutzen::N,ашиг,fayda
609,Reichtum::N,баялаг,zənginlik
610,Welt::N,дэлхий,aləm
611,Welt::N,дэлхий,dünya
612,Welt::N,орчлон,aləm
613,Welt::N,орчлон,dünya
614,Land::N,улс,ölkə
615,Land::N,орон,ölkə
616,Staat::N,төр,dövlət
617,Staat::N,гүрэн,dövlət
618,König::N,ван,kral
619,König::N,ван,məlik
620,Macht::N,засаг,qüdrət
621,Grenze::N,хил,hüdud
622,Grenze::N,хил,sərhət
623,Krieg::N,дайн,hərb
624,Krieg::N,дайн,müharibə
625,Feind::N,дайсан,düşmən
626,Gewalt::N,хүчирхэх,cəbr
627,Kampf::N,тэмцэл,savaş
628,Kampf::N,байлдаан,savaş
629,Bogen[Waffe]::N,нум,yay
630,Pfeil::N,годил,ox
631,Pfeil::N,сум,ox
632,Gewehr::N,буу,tüfəng
633,Fehler::N,эндэл,xəta
634,Fehler::N,алдаа,xəta
635,Lüge::N,худал,yalan
636,Schaden::N,хор,ziyan
637,Schaden::N,хөнөөл,ziyan
638,Unglück::N,гай,bəla
639,Unglück::N,гамшиг,bəla
640,Schuld::N,гэм,təqsir
641,Schuld::N,буруу,təqsir
642,Alter::N,нас,yaş
643,Schluss::N,эцэс,son
644,Schluss::N,төгсгөл,son
645,Zeit::N,цаг,vaxt
646,Zeit::N,цаг,zaman
647,Tag::N,өдөр,gün
648,Morgen::N,өглөө,sabah
649,Mittag::N,үд,günorta
650,Abend::N,үдэш,axşam
651,Nacht::N,шөнө,gecə
652,Woche::N,долоо хоног,həftə
653,Monat::N,сар,ay
654,Jahr::N,жил,il
655,Frühling::N,хавар,yaz
656,Frühling::N,хавар,bahar
657,Sommer::N,зун,yay
658,Herbst::N,намар,payız
659,Winter::N,өвөл,qış
660,Januar::N,нэгдүгээр сар,Janvar
661,Februar::N,хоёрдугаар сар,Fevral
662,März::N,гуравдугаар сар,Mart
663,April::N,дөрөвдүгээр сар,Aprel
664,Mai::N,тавдугаар сар,May
665,Juni::N,зургаадугаар сар,İyun
666,Juli::N,долдугаар сар,İyul
667,August::N,наймдугаар сар,Avqust
668,September::N,есдүгээр сар,Sentyabr
669,Oktober::N,аравдугаар сар,Oktyabr
670,November::N,арван нэгдүгээр сар,Noyabr
671,Dezember::N,арван хоёрдугаар сар,Dekabr
672,Montag::N,даваа,bazar ertəsi
673,Dienstag::N,мягмар,çərşənbə axşamı
674,Mittwoch::N,лхагва,çərşənbə
675,Donnerstag::N,пүрэв,cüme axşamı
676,Freitag::N,баасан,cüme
677,Samstag::N,бямба,şənbə
678,Sonntag::N,ням,bazar
679,groß::A,их,böyük
680,groß::A,том,böyük
681,klein::A,бага,kiçik
682,klein::A,жаахан,kiçik
683,lang::A,урт,uzun
684,kurz::A,охор,qısa
685,kurz::A,богино,qısa
686,breit::A,өргөн,enli
687,breit::A,өргөн,geniş
688,schmal::A,уйтан,dar
689,schmal::A,нарийн,dar
690,dicht::A,нягт,sıx
691,dicht::A,чигжүү,sıx
692,dick[Gegenstand]::A,зузаан,qalın
693,dünn::A,нимгэн,nazik
694,fein::A,нарийн,incə
695,fest::A,бөх,bərk
696,fest::A,бөх,möhkəm
697,fest::A,хатуу,bərk
698,fest::A,хатуу,möhkəm
699,flach::A,хавтгай,düz
700,glatt::A,цагаан,hamar
701,hart::A,хатуу,sərt
702,weich::A,зөөлөн,yumşaq
703,rund::A,дугуй,yuvarlaq
704,rund::A,дугариг,yuvarlaq
705,spitz::A,шовх,uclu
706,spitz::A,шовх,sivri
707,spitz::A,шовгор,uclu
708,spitz::A,шовгор,sivri
709,scharf::A,хурц,kəskin
710,scharf::A,иртэй,kəskin
711,stumpf::A,мохоо,küt
712,schwer::A,хүнд,ağır
713,schön::A,гуа,gözəl
714,schön::A,гуа,gəşəng
715,schön::A,сайхан,gözəl
716,schön::A,сайхан,gəşəng
717,heiß::A,халуун,isti
718,warm::A,дулаан,ilıq
719,kalt::A,хүйтэн,soyuq
720,kühl::A,сэрүүн,sərin
721,frisch::A,эрүүл,təzə
722,frisch::A,жихүүн,təzə
723,feucht::A,чийгтэй,nəm
724,nass::A,нойтон,yaş
725,trocken::A,хатсан,quru
726,voll::A,дүүрэн,dolu
727,leer::A,хоосон,boş
728,offen::A,онгорхой,açıq
729,geschlossen::A,битүү,qapalı
730,geschlossen::A,хаалтай,qapalı
731,sauber::A,цэвэр,təmiz
732,sauber::A,хиргүй,təmiz
733,schmutzig::A,бохир,kirli
734,schmutzig::A,хиртэй,kirli
735,roh::A,түүхий,çiy
736,reif::A,болсон,yetişmiş
737,lecker::A,амттай,dadlı
738,lecker::A,амттай,ləzzətli
739,süß::A,амттай,şirin
740,süß::A,чихэрлэг,şirin
741,bitter::A,гашуун,acı
742,sauer::A,эсгэлэн,turş
743,hell::A,гэгээн,aydın
744,hell::A,гэрэлтэй,aydın
745,dunkel::A,бараан,qaranlıq
746,dunkel::A,харанхуй,qaranlıq
747,schwarz::A,хар,qara
748,weiß::A,цагаан,ağ
749,rot::A,улаан,qırmızı
750,gelb::A,шар,sarı
751,blau::A,хөх,göy
752,blau::A,хөх,mavi
753,blau::A,цэнхэр,göy
754,blau::A,цэнхэр,mavi
755,grün::A,ногоон,yaşıl
756,grau::A,орог,boz
757,grau::A,саарал,boz
758,bunt::A,эрээн,əlvan
759,bunt::A,эрээн,rəngli
760,billig::A,хямд,ucuz
761,teuer::A,үнэтэй,bahalı
762,wertvoll::A,үнэт,qiymətli
763,blind::A,сохор,kor
764,taub::A,чих хатуу,kar
765,kräftig::A,чийрэг,güclü
766,stark::A,хүчтэй,qüvvətli
767,stark::A,чадалтай,qüvvətli
768,schwach::A,сул,zəif
769,schwach::A,сул,gücsüz
770,fett::A,тарган,şişman
771,fett::A,голигор,şişman
772,schlank::A,голшиг,zərif
773,hübsch::A,сайхан,göyçək
774,hübsch::A,хөөрхөн,göyçək
775,böse::A,муу,fəna
776,böse::A,хортой,fəna
777,dumm::A,тэнэг,axmaq
778,faul::A,залхуу,tənbəl
779,fleißig::A,чармайлтгай,çalışqan
780,geizig::A,харамч,xəsis
781,klug::A,цэцэн,ağıllı
782,geschickt::A,дүйтэй,bacarıqlı
783,lieb::A,хайрт,əziz
784,lieb::A,хайрт,sevimli
