,Concept_ID,ja,kn
580,faul::A,怠惰な,ಆಲಸ
581,fleißig::A,勤勉な,ಕಡಗುವ
582,geizig::A,けちな,ಜುಗ್ಗ
583,klug::A,賢い,ಚತುರ
584,klug::A,頭のいい,ಚತುರ
585,geschickt::A,器用な,ದಕ್ಷ
586,lieb::A,愛らしい,ಪ್ರಿಯ
587,lustig::A,楽しい,ಖುಷಿಯಾದ
588,sanft::A,温和な,ಸೌಮ್ಯ
589,hungrig::A,空腹の,ಹಸಿದ
590,krank::A,病気の,ಅಸ್ವಸ್ಥ
591,nackt::A,裸の,ನಗ್ನ
592,traurig::A,悲しい,ದುಃಖಿತ
593,lebendig::A,生きた,ಜೀವಂತ
594,gut::A,良い,ಒಳ್ಳೆಯ
595,schlecht::A,悪い,ದುಷ್ಟ
596,schlecht::A,駄目な,ದುಷ್ಟ
597,richtig::A,正しい,ಸರಿ
598,schlimm::A,ひどい,ಅಸಹ್ಯ
599,wahr::A,本当の,ನಿಜ
600,alt::A,古い,ಮುದಿ
601,neu::A,新しい,ಹೊಸ
602,ehemalig::A,以前の,ಮಾಜೀ
603,alt[Lebewesen]::A,年を取った,ವೃದ್ಧ
604,jung::A,若い,ಎಳ
605,arm::A,貧乏な,ಬಡ
606,reich::A,裕福な,ಶ್ರೀಮಂತ
607,bekannt::A,有名な,ಅಪ್ತ
608,berühmt::A,有名な,ಪ್ರಸಿದ್ಧ
609,fremd::A,見知らぬ,ಪರಕೀಯ
610,verschieden::A,色々な,ಬೇರೆ
611,nah::A,近い,ಹತ್ತಿರವಾದ
612,fern::A,遠い,ದೂರದ
613,linker::A,左の,ಎಡ
614,rechter::A,右の,ಬಲ
615,anderer::A,別の,ಇತರ
616,erster::A,一番目,ಪ್ರಥಮ
617,zweiter::A,二番目,ದ್ವಿತೀಯ
618,dritter::A,三番目,ಮೂರನೆಯಜಗತ್ತು
619,letzter::A,最後の,ಅಂತ್ಯ
620,allein::ADV,一人で,ಒಬ್ಬನೇ
621,auf einmal::ADV,同時に,ಒಡನೆ
622,zusammen::ADV,一緒に,ಒಟ್ಟಿಗೆ
623,lange::ADV,長い間,ದೀರ್ಘ
624,plötzlich::ADV,急に,ಅನಾಮತ್ತು
625,sofort::ADV,すぐに,ಜಾಗ್ರತೆ
626,später::ADV,後で,ತರುವಾಯ
627,jetzt::ADV,今,ಈಗ
628,heute::ADV,今日,ಇಂದು
629,morgen::ADV,明日,ನಾಳೆ
630,bald::ADV,間もなく,ಬೇಗ
631,dann::ADV,それから,ಆಗ
632,gestern::ADV,昨日,ನಿನ್ನೆ
633,einst::ADV,過去に,ಪೂರ್ವದಲ್ಲಿ
634,damals::ADV,あの時,ಆಗ
635,danach::ADV,その後で,ಆಮೇಲೆ
636,vorher::ADV,以前に,ಮುಂಚೆ
637,zuerst::ADV,まず,ಮೊದಲಿಗೆ
638,zuerst::ADV,最初に,ಮೊದಲಿಗೆ
639,einmal::ADV,一回,ಒಮ್ಮೆ
640,manchmal::ADV,時々,ಆಗಾಗ
641,oft::ADV,よく,ಅನೇಕಸಲ
642,immer::ADV,いつも,ಯಾವಾಗಲೂ
643,niemals::ADV,一度も...ない,ಯಾವಾಗಲೂ ಇಲ್ಲ
644,hier::ADV,こちら,ಇಲ್ಲಿ
645,hierhin::ADV,ここへ,ಇತ್ತ
646,hierhin::ADV,こちらへ,ಇತ್ತ
647,von hier::ADV,ここから,ಇಲ್ಲಿಂದ
648,dort::ADV,そちら,ಅಲ್ಲಿ
649,dorthin::ADV,そこへ,ಅಲ್ಲಿಗೆ
650,dorthin::ADV,そちらへ,ಅಲ್ಲಿಗೆ
651,geradeaus::ADV,真っ直ぐに,ಸೀದಾ
652,vorwärts::ADV,前へ,ಮುನ್ನೆಡೆವ
653,rückwärts::ADV,後ろへ,ಹಿಂದುಗಡೆಗೆ
654,zurück::ADV,後ろへ,ಹಿಂದಕ್ಕೆ
655,unten::ADV,下に,ಕೆಳಗೆ
656,hinab::ADV,下へ,ಕೆಳಕ್ಕೆ
657,oben::ADV,上に,ಮೇಲೆ
658,hinauf::ADV,上へ,ಮೇಲಕ್ಕೆ
659,überall::ADV,どこでも,ಎಲ್ಲಸ್ಥಳಗಳು
660,nicht::ADV,ない,ಇಲ್ಲ
661,nicht::ADV,ない,ಅಲ್ಲ
662,ein wenig::ADV,少し,ತುಸು
663,ein wenig::ADV,ちょっと,ತುಸು
664,kaum::ADV,ほとんど～ない,ಕಠಿನವಾಗಿ
665,sehr::ADV,とても,ಬಹು
666,so::ADV,こう,ಅಷ್ಟು
667,noch::ADV,まだ,ಇನ್ನು
668,nur::ADV,～だけ,ಕೇವಲ
669,schon::ADV,もう,ಆಗಲೇ
670,wieder::ADV,再び,ಪುನಃ
671,vergebens::ADV,無駄に,ನಿಷ್ಫಲವಾಗಿ
672,vor::PRP,前に,ಮುಂದೆ
673,hinter::PRP,後ろに,ಹಿಂದ
674,unter::PRP,下に,ಕೆಳ
675,durch::PRP,通して,ನೇರವಾಗಿ
676,neben::PRP,横に,ಅಧರ ಬಲಿಕ
677,zwischen::PRP,間に,ನಡುವೆ
678,wegen::PRP,為に,ಅಧಕ್ಕಗಿ
679,wegen::PRP,せいで,ಅಧಕ್ಕಗಿ
680,dies::PRN,これ,ಈ
681,das::PRN,それ,ಅದು
682,alles::PRN,全部,ಎಲ್ಲ
683,ich::PRN,私,ನಾನು
684,du::PRN,あなた,ನೀನು
685,er::PRN,彼,ಅವನು
686,er::PRN,彼,ಇವನು
687,wir::PRN,私達,ನಾವು
688,ihr::PRN,あなた達,ನೀವು
689,sie::PRN,彼ら,ಅವರು
690,was::FPRN,何,ಏನು
691,wer::FPRN,誰,ಯಾರಿಗೆ
692,wer::FPRN,どなた,ಯಾರಿಗೆ
693,wo::FADV,どこ,ಎಲ್ಲಿ
694,wo::FADV,どこに,ಎಲ್ಲಿ
695,wohin::FADV,どこへ,ಎಲ್ಲಿಗೆ
696,wie::FADV,どう,ಹೇಗೆ
697,warum::FADV,何故,ಏಕೆ
698,warum::FADV,どうして,ಏಕೆ
699,wieviel::FNUM,どのくらい,ಎಷ್ಟು
700,eins::NUM,一,ಒಂದು
701,zwei::NUM,二,ಎರಡು
702,zwei::NUM,二つ,ಎರಡು
703,drei::NUM,三,ಮೂರು
704,drei::NUM,三つ,ಮೂರು
705,vier::NUM,四,ನಾಲ್ಕು
706,vier::NUM,四つ,ನಾಲ್ಕು
707,fünf::NUM,五,ಅಯ್ದು
708,fünf::NUM,五つ,ಅಯ್ದು
709,sechs::NUM,六,ಆರು
710,sechs::NUM,六つ,ಆರು
711,sieben::NUM,七,ಏಳು
712,sieben::NUM,七つ,ಏಳು
713,acht::NUM,八,ಎಂಟು
714,acht::NUM,八つ,ಎಂಟು
715,neun::NUM,九,ಒಂಭಬತ್ತು
716,neun::NUM,九つ,ಒಂಭಬತ್ತು
717,zehn::NUM,十,ಹತ್ತು
718,elf::NUM,十一,ಹನ್ನೊಂದು
719,zwölf::NUM,十二,ಹನ್ನೆರಡು
720,zwanzig::NUM,二十,ಇಪ್ಪತ್ತು
721,dreißig::NUM,三十,ಮೂವತ್ತು
722,vierzig::NUM,四十,ನಲವತ್ತು
723,fünfzig::NUM,五十,ಐವತ್ತು
724,sechzig::NUM,六十,ಅರುವತ್ತು
725,siebzig::NUM,七十,ಎಪ್ಪತ್ತು
726,achtzig::NUM,八十,ಎಂಬತ್ತು
727,neunzig::NUM,九十,ತೊಂಬತ್ತು
728,hundert::NUM,百,ನೂರು
729,tausend::NUM,千,ಸಾವಿರ
730,und::CNJ,-と,ಮತ್ತು
731,und::CNJ,そして,ಮತ್ತು
732,oder::CNJ,或いは,ಅಥವಾ
733,stehen::V,立っている,ನಿಲ್ಲು
734,sitzen::V,座っている,ಕುಳ್ಳಿರು
735,liegen::V,横になっている,ಮಲಗಿಕೊ
736,hängen::V,掛かっている,ಇಳಿಯಬಿಡು
737,werden::V,なる,ಆಗು
738,passieren::V,起こる,ಆಗು
739,beginnen::V,始まる,ಆರಂಭಿಸು
740,enden::V,終わる,ಕೊನೆಗಾಣು
741,wechseln::V,変わる,ಮಾರ್ಪಡಿಸು
742,aufgehen[Sonne]::V,出る,ಮೂಡು
743,untergehen[Sonne]::V,沈む,ಮುಳುಗು
744,scheinen[Sonne]::V,輝く,ಹೊಳೆ
745,donnern::V,雷が鳴る,ಗುಡುಗಾಗು
746,wehen::V,吹く,ತೀಡು
747,strömen::V,流れる,ಹರಿ
748,fließen::V,流れる,ಹರಿ
749,sich drehen::V,回転する,ಸುತ್ತು
750,schwanken::V,揺れる,ಓಲಾಡು
751,schwingen::V,振動する,ತೂಗು
752,fallen::V,落ちる,ಉದುರು
753,brennen::V,燃える,ಉರಿ
754,rauchen::V,煙を出す,ಹೊಗೆಬಿಡು
755,regnen::V,雨が降る,ಸುರಿ
756,gefrieren::V,凍る,ಹೆಪ್ಪುಗಟ್ಟು
757,tauen::V,溶ける,ಬೆಚ್ಚಗಾಗು
758,schmelzen::V,溶ける,ಕರಗು
759,trocknen::V,乾く,ಒಣಗು
760,sieden::V,沸く,ಕುದಿ
761,faulen::V,腐る,ಕೊಳೆ
762,verfaulen::V,朽ちる,ನಶಿಸು
763,reißen::V,切れる,ಒಡೆ
764,versinken::V,沈む,ಮುಳುಗು
765,vergehen::V,経つ,ಸಾಗು
766,erscheinen::V,現れる,ತೋರು
767,verschwinden::V,消える,ಮಾಯವಾಗು
768,sinken::V,下がる,ಕುಸಿ
769,abnehmen::V,減る,ತಗ್ಗು
770,zunehmen::V,増える,ಬೆಳೆ
771,steigen::V,上がる,ಉಬ್ಬು
772,wachsen::V,伸びる,ಬೆಳೆ
773,glänzen::V,輝く,ಮಿರುಗು
774,funkeln::V,ぴかぴか光る,ಮಿನುಗು
775,lärmen::V,騒ぐ,ಶಬ್ದ ಮಾಡಲು
776,läuten::V,鳴る,ಬಾರಿಸು
777,klingeln::V,鳴る,ಅನುರಣಿಸು
778,klirren::V,がらんがらんと鳴る,ಕಿಣಿಕಿಣಿಸು
779,brausen::V,逆巻く,ಅಬ್ಬರಿಸು
780,rauschen::V,戦ぐ,ಮರ್ಮರಗುಟ್ಟಿಸು
781,klingen::V,鳴る,ಉಸಿರು
782,bellen::V,吠える,ಬಗುಳು
783,heulen::V,きゃんきゃん鳴く,ಅರಚು
784,blasen::V,吹く,ಗಾಳಿ ಊದು
785,pfeifen::V,口笛を吹く,ಸಿಳ್ಳೆಯೂದು
786,schreien::V,叫ぶ,ಕರೆ
787,stöhnen::V,うめく,ನರಳು
788,zittern::V,震える,ನಡುಗು
789,leben::V,生きている,ಇರು
790,geboren werden::V,生まれる,ಉಂಟಾಗು
791,atmen::V,呼吸する,ಉಸಿರು
792,trinken::V,飲む,ಕುಡಿ
793,essen::V,食べる,ತಿನ್ನು
794,schlucken::V,飲み込む,ನುಂಗು
795,müde werden::V,眠くなる,ಬಳಲು
796,einschlafen::V,寝付く,ನಿದ್ಧೆಹೋಗು
797,schlafen::V,眠る,ನಿದ್ರಿಸು
798,aufwachen::V,目が覚める,ಏಳು
799,aufstehen::V,起きる,ಏಳು
800,sich erholen::V,休養する,ಸುಧಾರಿಸು
801,krank werden::V,病気になる,ಬೇನೆಬೀಳು
802,krank sein::V,病気である,ಕೆಟ್ಟ ಎಂದು
803,schmerzen::V,痛む,ಕಚ್ಚು
804,husten::V,咳をする,ಕೆಮ್ಮು
805,genesen::V,元気になる,ಮತ್ತೆಹೊದಿಸು
806,sterben::V,死ぬ,ಮೃತಪಡು
807,sterben::V,亡くなる,ಮೃತಪಡು
808,umkommen::V,死亡する,ಹಾಳಾಗು
809,sich bewegen::V,移動する,ಚಲಿಸು
810,sich rühren::V,動く,ಕದಲು
811,sich erheben::V,立ち上がる,ಏಳು
812,sich setzen::V,座る,ಕೂರು
813,hinfallen::V,転ぶ,ಬೀಳು
814,laufen::V,歩く,ನಡೆ
815,schreiten::V,跨ぐ,ಮೆಲ್ಲಗೆ ನಡೆ
816,spazierengehen::V,散歩する,ವಿಹರಿಸು
817,eilen::V,急ぐ,ಮುನ್ನುಗ್ಗು
818,sich beeilen::V,焦る,ಆತುರಪಡು
819,sausen::V,疾駆する,ಒಗೆ
820,rennen::V,走る,ಓಡು
821,springen::V,跳ぶ,ಜಿಗಿ
822,klettern::V,よじ登る,ಏರು
823,schaukeln::V,ぶらんこに乗る,ತೂಗು
824,kriechen::V,這う,ತೆವಳು
825,schwimmen::V,泳ぐ,ಈಜು
826,tauchen::V,潜る,ಕೆಳಗಿಳಿ
827,rudern::V,漕ぐ,ಸಾಗಿಸು
828,fahren::V,行く,ನಡೆಸು
829,fahren::V,乗車する,ನಡೆಸು
830,fliegen::V,飛ぶ,ಹಾರು
831,gehen::V,行く,ಹೋಗು
832,weggehen::V,立ち去る,ಹೊರಡು
833,abfahren::V,出発する,ತೆರಳು
834,anhalten::V,止まる,ನಿಲ್ಲು
835,hineingehen::V,入る,ಒಳಹೊಗು
836,eintreten::V,中に入る,ಒಳಹೊಗು
837,kommen::V,来る,ಬರು
838,ankommen::V,着く,ಬರು
839,ankommen::V,到着する,ಬರು
840,zurückkommen::V,帰る,ಹಿಂದಿರುಗು
841,bleiben::V,留まる,ಇರು
842,warten::V,待つ,ಇರು
843,erwarten::V,期待する,ನಿರೀಕ್ಷಿಸು
844,suchen::V,探る,ಹುಡುಕು
845,finden::V,見つける,ಕಂಡುಕೊ
846,versuchen::V,試す,ಪ್ರಯತ್ನಿಸು
847,vorbereiten::V,準備する,ಸಿದ್ಧವಾಗು
848,lieben::V,愛する,ಪ್ರೀತಿಸು
849,mögen::V,好きである,ಇಷ್ಟಪಡು
850,lachen::V,笑う,ನಗು
851,rühren::V,感情を動かす,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
852,weinen::V,泣く,ಅಳು
853,schimpfen::V,叱る,ಗೊಣಗು
854,sich ärgern::V,怒る,ಗಣಗಾಡು
855,sich ärgern::V,腹を立てる,ಗಣಗಾಡು
856,sich fürchten::V,怖がる,ನಡುಗು
857,fürchten::V,恐れる,ಹೆದರು
858,fliehen::V,逃げる,ಓಡಿಹೋಗು
859,flüchten::V,逃亡する,ಪಾರಾಗು
860,sehen::V,見る,ಕಾಣು
861,anschauen::V,眺める,ನೋಡು
862,ansehen::V,見る,ನಿರೀಕ್ಷಿಸು
863,hören::V,聞く,ಕೇಳು
864,zuhören::V,聴く,ಆಲಿಸು
865,probieren::V,食べてみる,ರುಚಿ ನೋಡು
866,riechen::V,気取る,ಮೂಸು
867,fühlen::V,感じる,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
868,scheinen::V,ように見える,ತೋರು
869,zu sehen sein::V,見える,ಕಾಣಿಸು
870,vernehmen::V,承る,ಕೇಳು
871,frieren::V,寒気がする,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
872,tun::V,する,ಮಾಡು
873,können::V,出来る,ಮಾಡಬಲ್ಲ
874,wollen::V,-たい,ಬಯಸು
875,anfangen::V,始める,ಪ್ರಾರಂಭಿಸು
876,beenden::V,終える,ನಿಲ್ಲಿಸು
877,aufhören::V,止める,ಮುಗಿಸು
878,gelingen::V,成功する,ಯಶಸ್ವಿಯಾಗು
879,geraten::V,当たる,ಉತ್ಪತ್ತಿಮಾಡು
880,öffnen::V,開く,ತೆರೆ
881,öffnen::V,開ける,ತೆರೆ
882,schließen::V,閉める,ಮುಚ್ಚು
883,stellen::V,置く,ಇಕ್ಕು
884,stellen::V,据える,ಇಕ್ಕು
885,setzen::V,座らせる,ಇಡು
886,legen::V,置く,ಇಡು
887,berühren::V,触る,ತಾಕು
888,berühren::V,触れる,ತಾಕು
889,verbinden::V,結びつける,ಕೂಡಿಸು
890,bedecken::V,覆う,ಮುಚ್ಚು
891,aufhängen::V,掛ける,ತೂಗುಹಾಕು
892,anzünden::V,燃やす,ಹತ್ತಿಸು
893,anzünden::V,火をつける,ಹತ್ತಿಸು
894,aufheben::V,拾う,ಆಯಿ
895,zurücklassen::V,残す,ಬಿಡು
896,verlieren::V,無くす,ಕಳೆ
897,fallen lassen::V,落とす,ಬೀಳಿಸು
898,machen::V,作る,ಮಾಡು
899,herstellen::V,製造する,ತಯಾರಿಸು
900,bauen::V,建設する,ಕಟ್ಟು
901,reparieren::V,直す,ಸರಿಪಡಿಸು
902,reparieren::V,修理する,ಸರಿಪಡಿಸು
903,verbessern::V,改良する,ತಿದ್ದು
904,ändern::V,変える,ಬದಲಾಯಿಸು
905,graben::V,掘る,ಅಗೆ
906,beugen::V,折る,ಬಗ್ಗಿಸು
907,biegen::V,曲げる,ಬಗ್ಗಿಸು
908,drehen::V,回す,ತಿರುಗು
909,wenden::V,裏返す,ತಿರುಗು
910,umdrehen::V,裏返す,ತಿರುಗಿಸು
911,heben::V,挙げる,ಎತ್ತು
912,hochheben::V,持ち上げる,ಎತ್ತು
913,ergreifen::V,取り上げる,ಆಕ್ರಮಿಸು
914,halten::V,持つ,ಹಿಡಿ
915,drücken::V,押す,ಒತ್ತು
916,schieben::V,ずらす,ನೂಕು
917,kratzen::V,引っ掻く,ತರಚಿಕೊಳ್ಳು
918,lecken::V,なめる,ನೆಕ್ಕು
919,beißen::V,噛む,ಕಚ್ಚು
920,abreißen::V,剝ぎ取る,ಹರಿ
921,abschneiden::V,切り取る,ಕತ್ತರಿಸು
922,binden::V,縛る,ಕಟ್ಟು
923,stecken::V,差し込む,ಸಿಕ್ಕಿಸು
924,brechen::V,破る,ಮುರಿ
925,klopfen::V,とんとん叩く,ತಟ್ಟು
926,hauen::V,叩く,ಹೊಡೆ
927,kleben::V,貼る,ಅಂಟಿಸು
928,kleben::V,くっ付ける,ಅಂಟಿಸು
929,reiben::V,擦る,ಉಜ್ಜು
930,streichen::V,塗る,ಹರಡು
931,schleifen::V,研ぐ,ಮಸೆ
932,schneiden::V,切る,ಕತ್ತರಿಸು
933,rütteln::V,揺さぶる,ಕುಲುಕಿಸು
934,schütteln::V,振る,ಅಲುಗಿಸು
935,schütteln::V,揺さぶる,ಅಲುಗಿಸು
936,schwenken::V,振る,ತೂಗಾಡು
937,schütten::V,注ぐ,ಎರೆ
938,füllen::V,いっぱいにする,ತುಂಬಿಸು
939,einwickeln::V,包む,ಹೊದಿಸು
940,tragen::V,運ぶ,ಹೊರು
941,schleppen::V,引きずる,ಜಗ್ಗು
942,ziehen::V,引く,ಎಳೆ
943,aufbewahren::V,預かる,ಇಟ್ಟುಕೊ
944,werfen::V,投げる,ಎಸೆ
945,fangen::V,受ける,ಹಿಡಿ
946,packen::V,掴む,ಸೆಳೆ
947,verstecken::V,隠す,ಮುಚ್ಚಿಡು
948,teilen::V,分ける,ವಿಭಜಿಸು
949,schicken::V,送る,ಕಳುಹಿಸು
950,bringen::V,持って行く,ತರು
951,hinzufügen::V,加える,ಕೂಡಿಸು
952,bekommen::V,得る,ಸಂಪಾದಿಸು
953,erhalten::V,受ける,ಪಡೆ
954,nehmen::V,取る,ಹಿಡಿ
955,wählen::V,選ぶ,ಆರಿಸು
956,auswählen::V,選ぶ,ಆಯಿ
957,bewahren::V,保存する,ರಕ್ಷಿಸಿಡು
958,behindern::V,妨害する,ಅಡ್ಡಿಮಾಡು
959,verderben::V,台無しにする,ಕೆಡಿಸು
960,beschädigen::V,損傷する,ಹಾಳುಮಾಡು
961,zerbrechen::V,割る,ಮುರಿ
962,zerreißen::V,引き裂く,ಸೀಳು
963,zerstören::V,破壊する,ಅಳಿಸು
964,verbrennen::V,焼く,ಸುಡು
965,geben::V,上げる,ಕೊಡು
966,reichen::V,渡す,ಕೊಡು
967,schenken::V,贈る,ಅರ್ಪಿಸು
968,versprechen::V,約束する,ವಾಗ್ದಾನಮಾಡು
969,wünschen::V,望む,ಬಯಸು
970,loben::V,褒める,ಹೊಗಳು
971,küssen::V,キスする,ಚುಂಬಿಸು
972,wiegen::V,揺する,ತೂಗು
973,zudecken::V,覆う,ಹಾಸು
974,wecken::V,起こす,ಎಬ್ಬಿಸು
975,zeigen::V,見せる,ತೋರಿಸು
976,führen::V,案内する,ದಾರಿತೋರಿಸು
977,lehren::V,教える,ಕಲಿಸು
978,unterrichten::V,通知する,ಬೋಧಿಸು
979,aufziehen::V,育てる,ಸಲಹು
980,leiten::V,導く,ಮುಂದಾಳಾಗಿರು 
981,antreiben::V,励ます,ಓಡಿಸು
982,lassen::V,～させる,ಮಾಡಲುಬಿಡು
983,einladen::V,誘う,ಆಹ್ವಾನಿಸು
984,einladen::V,招待する,ಆಹ್ವಾನಿಸು
985,vereinigen::V,一つにする,ಒಂದಾಗು
986,besuchen::V,訪ねる,ಭೇಟಿಯಾಗು
987,treffen::V,出会う,ಸಂಧಿಸು
988,sich versammeln::V,集まる,ನೆರೆ
989,spielen::V,遊ぶ,ಆಡು
990,singen::V,歌う,ಹಾಡು
991,tanzen::V,踊る,ಕುಣಿ
992,sich trennen::V,別れる,ಪ್ರತ್ಯೇಮಾಡು
993,verlassen::V,別れる,ಕಳೆ
994,retten::V,救う,ರಕ್ಷಿಸು
995,retten::V,助ける,ರಕ್ಷಿಸು
996,bewachen::V,見張る,ಕಾಪಾಡು
997,bewachen::V,軽微する,ಕಾಪಾಡು
998,schützen::V,保護する,ಸಂರಕ್ಷಿಸು
999,verteidigen::V,守る,ಕಾಪಿಡು
1000,sich schlagen::V,殴る,ಕಿತ್ತಾಟ
1001,schießen::V,撃つ,ಎಸೆ
1002,siegen::V,勝つ,ಗೆಲ್ಲು
1003,ärgern::V,怒らせる,ರೇಗಿಸು
1004,schlagen::V,殴る,ಹೊಡೆ
1005,treten::V,蹴る,ಒದೆ
1006,stechen::V,突く,ಚುಚ್ಚು
1007,stoßen::V,突く,ತಳ್ಳು
1008,stehlen::V,盗る,ಕದಿ
1009,stören::V,構う,ಕತಕು
1010,belästigen::V,邪魔する,ತೊಂದರೆ
1011,verbergen::V,隠す,ಮರೆಮಾಜು
1012,täuschen::V,だます,ಠಕ್ಕಿಸು
1013,betrügen::V,だます,ವಂಚಿಸು
1014,töten::V,殺す,ಕೊಲ್ಲು
1015,wohnen::V,住む,ವಾಸಿಸು
1016,arbeiten::V,働く,ಕೆಲಸ ಮಾಡು
1017,sammeln::V,集める,ಸಂಚಯಿಸು
1018,sammeln::V,収集する,ಸಂಚಯಿಸು
1019,pflücken::V,摘む,ಬಿಡಿಸು
1020,jagen::V,狩りをする,ಬೇಟೆಯಾಡು
1021,fischen::V,釣る,ಮೀನು ಹಿಡಿ
1022,fassen::V,捕る,ಹಿಡಿ
1023,hüten::V,放牧する,ಗುಂಪುಸೇರಿಸು
1024,treiben::V,追う,ದಬ್ಬು
1025,anbinden::V,繋ぐ,ಬಿಗಿ
1026,füttern::V,餌をやる,ಮೇಯಿಸು
1027,melken::V,搾乳する,ಹಾಲು ಕರೆ
1028,hacken::V,刻む,ತುಂಡರಿಸು
1029,gießen::V,水をやる,ನೀರುಹಾಕು
1030,reifen::V,熟す,ಕಳಿ
1031,zubereiten::V,調理する,ಅಡಿಗೆಮಾಡು
1032,kochen::V,煮る,ಅಡು
1033,backen::V,焼く,ಬೇಯಿಸು
1034,braten::V,焼く,ಕರಿ
1035,braten::V,炒める,ಕರಿ
1036,umrühren::V,混ぜる,ಕಲಕು
1037,stricken::V,編む,ಹೆಣೆ
1038,nähen::V,縫う,ಹೊಲಿ
1039,färben::V,染める,ಬಣ್ಣ ಹತ್ತು
1040,reinigen::V,掃除する,ಸ್ವಚ್ಛಮಾಡು
1041,waschen::V,洗う,ತೊಳೆ
1042,waschen::V,洗濯する,ತೊಳೆ
1043,abwischen::V,拭く,ಒರಸು
1044,spülen::V,洗う,ಗಲಬರಿಸು
1045,spülen::V,すすぐ,ಗಲಬರಿಸು
1046,fegen::V,掃除する,ಗುಡಿಸು
1047,kehren::V,掃く,ಗುಡಿಸು
1048,baden::V,入浴する,ಸ್ನಾನಮಾಡು
1049,sich waschen::V,洗う,ತೊಳೆ
1050,ausziehen::V,脱ぐ,ಬಿಚ್ಚು
1051,anziehen::V,着る,ಹಾಕು
1052,sich anziehen::V,着る,ಹಾಕು
1053,kämmen::V,梳く,ಬಾಚು
1054,schmücken::V,飾る,ಅಲಂಕರಿಸು
1055,sagen::V,言う,ಹೇಳು
1056,sprechen::V,話す,ನುಡಿ
1057,reden::V,話す,ನುಡಿ
1058,sich unterhalten::V,話をする,ಹರಟೆ ಹೊಡಿ
1059,fragen::V,聞く,ವಿಚಾರಿಸು
1060,bitten::V,頼む,ಬೇಡು
1061,bitten::V,お願いする,ಬೇಡು
1062,erzählen::V,物語る,ಹೇಳು
1063,mitteilen::V,伝える,ತಿಳಿಸು
1064,nennen::V,名づける,ಹೆಸರಿಡು
1065,rufen::V,呼ぶ,ಕರೆ
1066,prahlen::V,自慢する,ಜಂಬ ಕೊಚ್ಚು
1067,übersetzen::V,訳す,ಭಾಷಾಂತರಿಸು
1068,denken::V,考える,ಯೋಚಿಸು
1069,glauben::V,信じる,ನಂಬು
1070,bemerken::V,気が付く,ಗಮನಿಸು
1071,erkennen::V,認識する,ಗುರುತುಹಿಡಿ
1072,begreifen::V,分かる,ಗ್ರಹಿಸು
1073,verstehen::V,聞き取る,ಅರ್ಥಮಾಡಿಕೊ
1074,lernen::V,学ぶ,ಕಲಿ
1075,lernen::V,勉強する,ಕಲಿ
1076,wissen::V,知っている,ಅರಿ
1077,sich erinnern an::V,思い出す,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1078,vergessen::V,忘れる,ಮರೆತುವಿಡು
1079,messen::V,計る,ಅಳೆ
1080,messen::V,測定する,ಅಳೆ
1081,zählen::V,数える,ಗಣಿಸು
1082,rechnen::V,計算する,ಲೆಕ್ಕ ಹಾಕು
1083,lesen::V,読む,ಓದು
1084,malen::V,描く,ಬಿಡಿಸು
1085,zeichnen::V,写生する,ಬಿಡಿಸು
1086,schreiben::V,書く,ಬರೆ
1087,besitzen::V,所持する,ಒಡೆಯನಾಗಿರು
1088,kaufen::V,買う,ಕೊಳ್ಳು
1089,verkaufen::V,売る,ಕೊಡು
1090,bezahlen::V,払う,ಬೆಲೆತೆರು
1091,zahlen::V,支払う,ಹಣವನ್ನುಕೊಡು
1092,beherrschen::V,支配する,ಅಧಿಕಾರ ನಡೆಸು
1093,ertragen::V,耐える,ಸಹಿಸು
