,Concept_ID,lez,uk
801,sich drehen::V,элкъуьн,обертатися
802,schwanken::V,юзун,коливатися
803,schwingen::V,галтад хьун,хитатися
804,schwingen::V,галтад хьун,гойдатися
805,fallen::V,аватун,падати
806,brennen::V,кун,горіти
807,brennen::V,ккун,горіти
808,regnen::V,къун,дощити
809,gefrieren::V,муркӏади кьун,змерзнути
810,tauen::V,цӏурун,танути
811,schmelzen::V,цӏурун,плавитися
812,trocknen::V,кьурун,сохнути
813,sieden::V,ругун,кипіти
814,faulen::V,кутӏун,гнити
815,verfaulen::V,чуьруьтмиш хьун,згнити
816,verfaulen::V,кутӏун,згнити
817,reißen::V,атӏун,рватися
818,reißen::V,къазунун,рватися
819,versinken::V,батмиш хьун,тонути
820,vergehen::V,алатун,проходити
821,erscheinen::V,майдандиз акъатун,з’явитися
822,verschwinden::V,квахьун,щезнути
823,verschwinden::V,квахьун,зникнути
824,sinken::V,элекьун,спадати
825,abnehmen::V,тӏимил хьун,поменшитися
826,abnehmen::V,гъвечӏи хьун,поменшитися
827,zunehmen::V,артух хьун,збільшуватися
828,steigen::V,хкаж хьун,підніматися
829,wachsen::V,экъечӏун,рости
830,glänzen::V,цӏарцӏар гун,блищати
831,funkeln::V,нур гун,блискати
832,lärmen::V,ван авун,шуміти
833,läuten::V,зенг ягъун,дзвонити
834,klingeln::V,зенг ягъун,дзвонити
835,klirren::V,зигринг авун,дзвякати
836,brausen::V,къати хьун,бушувати
837,rauschen::V,вишриш авун,шелестіти
838,klingen::V,ван авун,лунати
839,klingen::V,ван авун,звучати
840,bellen::V,элуькьун,гавкати
841,heulen::V,къув ягъун,вити
842,blasen::V,уф гун,дунути
843,pfeifen::V,уьфт ягъун,свистіти
844,schreien::V,гьараюн,кричати
845,stöhnen::V,суза авун,стогнати
846,zittern::V,зурзун,тремтіти
847,leben::V,яшамиш хьун,жити
848,geboren werden::V,хьун,народитися
849,atmen::V,нефес чӏугун,дихати
850,trinken::V,хъун,пити
851,essen::V,тӏуьн,їсти
852,schlucken::V,туькьуьнун,ковтати
853,müde werden::V,галатун,втомитися
854,müde werden::V,юргъун хьун,втомитися
855,einschlafen::V,ксун,заснути
856,schlafen::V,ксун,спати
857,aufwachen::V,ахварай аватун,прокинутися
858,aufstehen::V,къарагъун,встати
859,sich erholen::V,ял ягъун,відпочивати
860,krank werden::V,кефсуз хьун,захворіти
861,krank sein::V,тӏа хьун,хворіти
862,schmerzen::V,тӏа хьун,боліти
863,husten::V,уьгьуь ягъун,кашляти
864,genesen::V,сагъ хъхьун,одужати
865,genesen::V,сагъ хъхьун,видужати
866,sterben::V,кьин,померти
867,umkommen::V,терг хьун,згинути
868,sich bewegen::V,юзун,рухатися
869,sich rühren::V,юзун,ворушитися
870,sich erheben::V,къарагъун,встати
871,sich setzen::V,ацукьун,сісти
872,hinfallen::V,алукьун,упасти
873,laufen::V,къекъуьн,ходити
874,schreiten::V,ккамар къачун,крокувати
875,spazierengehen::V,сейр авун,гуляти
876,eilen::V,тади авун,спішити
877,sich beeilen::V,гьерекатун,поспішати
878,sausen::V,чкурун,мчатися
879,rennen::V,катун,бігати
880,rennen::V,зверун,бігати
881,springen::V,хкадарун,скакати
882,springen::V,хкадарун,стрибати
883,klettern::V,акьахун,лазити
884,kriechen::V,капаралди фин,повзати
885,schwimmen::V,сирнав авун,пливти
886,schwimmen::V,сирнав авун,плавати
887,tauchen::V,кьилихъди циз вегьин,пірнати
888,rudern::V,кьусуйралди лодка гьалун,гребти
889,rudern::V,кьусуйралди лодка гьалун,веслувати
890,rudern::V,цуьруьгъуьлдалди кӏватӏун,гребти
891,rudern::V,цуьруьгъуьлдалди кӏватӏун,веслувати
892,fahren::V,фин,їхати
893,fliegen::V,лув гун,літати
894,fliegen::V,цавай фин,літати
895,gehen::V,фин,іти
896,weggehen::V,хъфин,піти
897,abfahren::V,фин,від’їхати
898,abfahren::V,фин,відправитися
899,abfahren::V,рекье гьатун,від’їхати
900,abfahren::V,рекье гьатун,відправитися
901,anhalten::V,акъвазун,зупинитися
902,hineingehen::V,гьахьун,входити
903,eintreten::V,гьахьун,увійти
904,kommen::V,атун,прийти
905,ankommen::V,атун,прибути
906,zurückkommen::V,хтун,повернутися
907,bleiben::V,амукьун,залишитися
908,warten::V,гуьзлемишун,чекати
909,erwarten::V,вил алаз акъвазун,чекати
910,suchen::V,къекъуьн,шукати
911,finden::V,жугъун,знайти
912,versuchen::V,алахъун,випробовувати
913,vorbereiten::V,гьазурун,підготувати
914,lieben::V,кӏан хьун,любити
915,mögen::V,рикӏ ацукьун,любити
916,mögen::V,рикӏ ацукьун,подобатися
917,lachen::V,хъуьруьн,сміятися
918,weinen::V,шехьун,плакати
919,schimpfen::V,сеперар гун,лаятися
920,schimpfen::V,экъуьгъунар авун,лаятися
921,sich ärgern::V,хъел акатун,сердитися
922,sich fürchten::V,кичӏе хьун,боятися
923,fürchten::V,къурхутмиш хьун,боятися
924,fliehen::V,катун,тікати
925,flüchten::V,катун,утекти
926,sehen::V,акун,бачити
927,anschauen::V,вил вегьин,поглянути
928,ansehen::V,килигун,дивитися на
929,hören::V,ван хьун,чути
930,zuhören::V,яб гун,слухати
931,probieren::V,дад акун,покуштувати
932,riechen::V,ни чӏугун,нюхати
933,fühlen::V,гьисс авун,відчувати
934,frieren::V,кьун,мерзнути
935,frieren::V,мекьи хьун,мерзнути
936,tun::V,авун,робити
937,können::V,хьун,могти
938,können::V,акъакьун,могти
939,wollen::V,кӏан хьун,хотіти
940,anfangen::V,башламишун,почати
941,beenden::V,куьтягьун,закінчити
942,aufhören::V,акъвазун,перестати
943,gelingen::V,арадал атун,вдатися
944,geraten::V,акъатун,опинитися
945,öffnen::V,ахъаюн,відкрити
946,schließen::V,акьалун,закрити
947,stellen::V,эцигун,поставити
948,setzen::V,ацукьарун,посадити
949,legen::V,эцигун,класти
950,berühren::V,хкӏурун,чіпати
951,verbinden::V,гилигун,зв’язати
952,bedecken::V,кӏевун,покрити
953,aufhängen::V,куьрсарун,повісити
954,anzünden::V,куькӏуьрун,запалити
955,aufheben::V,хкажун,підняти
956,zurücklassen::V,тун,залишити
957,verlieren::V,квадарун,загубити
958,fallen lassen::V,авадрун,упустити
959,machen::V,авун,зробити
960,machen::V,кар авун,зробити
961,herstellen::V,расун,виготовити
962,bauen::V,туькӏуьрун,будувати
963,reparieren::V,расун,лагодити
964,verbessern::V,хъсанрун,поліпшити
965,ändern::V,табдил авун,змінити
966,graben::V,эгъуьнун,копати
967,beugen::V,акӏажарун,зігнути
968,beugen::V,кангур авун,зігнути
969,biegen::V,патахъарун,погнути
970,drehen::V,алчударун,вертіти
971,umdrehen::V,элкъуьрун,перевернути
972,heben::V,хкажун,піднімати
973,hochheben::V,хкажун,підняти
974,ergreifen::V,агалчна кьун,схопити
975,halten::V,кьун,тримати
976,drücken::V,чуькьуьн,натискати
977,schieben::V,хуртӏ гун,пхати
978,schieben::V,хуртӏ гун,штовхати
979,kratzen::V,къадгъунун,шкребти
980,lecken::V,мез гун,лизати
981,beißen::V,кӏасун,кусати
982,abreißen::V,галудун,відірвати
983,abschneiden::V,атӏун,відрізати
984,stecken::V,сухун,увіткнути
985,brechen::V,хун,зламати
986,brechen::V,кукӏварун,зламати
987,klopfen::V,тахъ-тахъ авун,стукати
988,hauen::V,ягъун,бити
989,kleben::V,алкӏурун,клеїти
990,kleben::V,кукӏурун,клеїти
991,reiben::V,тӏушунун,терти
992,streichen::V,алтадун,намазати
993,schleifen::V,кӏвенкӏв авун,точити
994,schneiden::V,атӏун,різати
995,rütteln::V,къарсурун,хитати
996,schütteln::V,къарсурун,трясти
997,schwenken::V,элягъун,махати
998,schwenken::V,галтадун,махати
999,schütten::V,цун,налити
1000,füllen::V,ацӏурун,наповнити
1001,einwickeln::V,кутун,загорнути
1002,einwickeln::V,элкъуьрун,загорнути
1003,tragen::V,тухун,нести
1004,schleppen::V,галчӏурун,тягти
1005,ziehen::V,ялун,тягнути
1006,ziehen::V,чӏугун,тягнути
1007,aufbewahren::V,хуьн,зберігати
1008,werfen::V,гадрун,кидати
1009,fangen::V,кьун,ловити
1010,packen::V,кьун,схопити
1011,verstecken::V,кӏевун,сховати
1012,teilen::V,паюн,розділити
1013,schicken::V,ракъурун,посилати
1014,bringen::V,гъун,принести
1015,hinzufügen::V,алава авун,додати
1016,bekommen::V,къачун,дістати
1017,bekommen::V,жугъурун,дістати
1018,erhalten::V,къачун,одержати
1019,nehmen::V,къачун,взяти
1020,wählen::V,хкягъун,вибрати
1021,auswählen::V,хкягъун,відібрати
1022,bewahren::V,хуьн,зберегти
1023,behindern::V,манийвал авун,перешкоджати
1024,verderben::V,чӏурун,зіпсувати
1025,beschädigen::V,нукьсанвал гун,зашкодити
1026,zerbrechen::V,хун,розбити
1027,zerreißen::V,къазунун,розірвати
1028,zerstören::V,чӏурун,зруйнувати
1029,zerstören::V,барбатӏун,зруйнувати
1030,verbrennen::V,ккун,спалити
1031,geben::V,гун,дати
1032,reichen::V,вугун,передати
1033,reichen::V,гун,передати
1034,schenken::V,пишкеш авун,дарувати
1035,versprechen::V,гаф гун,обіцяти
1036,wünschen::V,дуьа авун,бажати
1037,loben::V,тариф авун,хвалити
1038,küssen::V,темен гун,цілувати
1039,wiegen::V,эчӏягъун,качати
1040,zudecken::V,гьалдун,накрити
1041,wecken::V,ахварай авудун,розбудити
1042,zeigen::V,къалурун,показати
1043,führen::V,тухун,вести
1044,lehren::V,кӏелиз тун,вчити
1045,unterrichten::V,тарс гун,викладати
1046,aufziehen::V,тербия гун,виховати
1047,aufziehen::V,тербияламишун,виховати
1048,leiten::V,идара авун,керувати
1049,antreiben::V,тади кутун,підганяти
1050,einladen::V,теклиф авун,запросити
1051,vereinigen::V,сад авун,об’єднати
1052,besuchen::V,кьилив атун,завітати
1053,besuchen::V,кьилив атун,відвідати
1054,treffen::V,гьалтун,зустріти
1055,sich versammeln::V,алтӏушун,зібратися
1056,spielen::V,къугъун,грати
1057,singen::V,лугьун,співати
1058,singen::V,мани лугьун,співати
1059,tanzen::V,кьуьл авун,танцювати
1060,sich trennen::V,къакъатун,розлучитися
1061,verlassen::V,гъил къачун,покинути
1062,retten::V,къутармишун,врятувати
1063,bewachen::V,хуьн,охороняти
1064,schützen::V,хуьн,уберігати
1065,verteidigen::V,хуьн,захистити
1066,sich schlagen::V,кукӏун,битися
1067,sich schlagen::V,кукӏун,дратися
1068,schießen::V,акъатун,стріляти
1069,siegen::V,гъалиб хьун,перемогти
1070,ärgern::V,хъел гъун,сердити
1071,ärgern::V,хъел кутун,сердити
1072,schlagen::V,ягъун,ударити
1073,schlagen::V,галукьарун,ударити
1074,treten::V,кьуьл къекъягъун,штовхати
1075,treten::V,кьуьл эцягъун,штовхати
1076,stechen::V,акьадарун,вколоти
1077,stoßen::V,эцягъун,штовхнути
1078,stehlen::V,чуьнуьхун,украсти
1079,stören::V,хкуьрун,перешкодити
1080,belästigen::V,хкуьрун,докучати
1081,belästigen::V,азият гун,докучати
1082,verbergen::V,далдаламишун,сховати
1083,täuschen::V,алцурарун,обдурити
1084,täuschen::V,алцуррун,обдурити
1085,betrügen::V,алцурарун,зшахраювати
1086,betrügen::V,гьарамзадавал авун,зшахраювати
1087,töten::V,яна кьин,убити
1088,wohnen::V,дуланмиш хьун,жити
1089,wohnen::V,дуланмиш хьун,мешкати
1090,arbeiten::V,кӏвалахун,працювати
1091,arbeiten::V,кӏвалах авун,працювати
1092,sammeln::V,кӏватӏун,зібрати
1093,pflücken::V,атӏун,зривати
1094,jagen::V,гъуьрч авун,полювати
1095,fischen::V,гъетер кьун,рибалити
1096,fassen::V,кьун,піймати
1097,hüten::V,чӏура хуьн,пасти
1098,treiben::V,гьалун,гнати
1099,anbinden::V,акалун,прив’язати
1100,füttern::V,ем гун,годувати
1101,füttern::V,ем гун,харчувати
1102,melken::V,ацун,доїти
1103,hacken::V,куьткуьнун,рубати
1104,gießen::V,яд гун,полити
1105,reifen::V,чурун,дозріти
1106,reifen::V,агакьун,дозріти
1107,zubereiten::V,гьазурун,зготовити
1108,zubereiten::V,гьазурун,приготувати
1109,kochen::V,ругун,варити
1110,kochen::V,ругун,готувати
1111,backen::V,чурун,пекти
1112,braten::V,чурун,смажити
1113,umrühren::V,какадарун,переміщати
1114,stricken::V,хурун,в’язати
1115,nähen::V,цун,шити
1116,färben::V,шир ягъун,пофарбувати
1117,reinigen::V,михьун,очистити
1118,waschen::V,чуьхуьн,мити
1119,abwischen::V,гуьцӏун,витерти
1120,spülen::V,экъуьрун,полоскати
1121,fegen::V,шуткун,підмітати
1122,kehren::V,кул алтадун,мести
1123,baden::V,эхъуьн,купатися
1124,sich waschen::V,жендек чуьхуьн,митися
1125,ausziehen::V,хутӏунун,зняти
1126,ausziehen::V,галудун,зняти
1127,anziehen::V,алукӏун,надіти
1128,sich anziehen::V,алукӏун,одягтися
1129,sich anziehen::V,алукӏун,одягнутися
1130,sich anziehen::V,парталар алукӏун,одягтися
1131,sich anziehen::V,парталар алукӏун,одягнутися
1132,kämmen::V,эвягъун,зачесати
1133,schmücken::V,безетмишун,оздобити
1134,schmücken::V,гуьрчегарун,оздобити
1135,sagen::V,лугьун,сказати
1136,sprechen::V,рахун,говорити
1137,reden::V,рахун,розмовляти
1138,sich unterhalten::V,ихтилат авун,бесідувати
1139,fragen::V,жузун,запитати
1140,bitten::V,тӏалабун,просити
1141,erzählen::V,ахъаюн,розповісти
1142,mitteilen::V,хабар гун,повідомити
1143,nennen::V,тӏвар гун,назвати
1144,rufen::V,эверун,кликати
1145,prahlen::V,яцӏу гафар авун,хвалитися
1146,übersetzen::V,таржума авун,перекласти
1147,übersetzen::V,гафладун,перекласти
1148,denken::V,фикир авун,думати
1149,denken::V,фикир авун,мислити
1150,glauben::V,агъун,вірити
1151,bemerken::V,фикир гун,помітити
1152,begreifen::V,гъавурда акьун,осягнути
1153,lernen::V,кӏелун,навчатися
1154,wissen::V,чир хьун,знати
1155,wissen::V,чирхьун,знати
1156,sich erinnern an::V,рикӏел хуьн,пам’ятати
1157,vergessen::V,рикӏелай фин,забути
1158,vergessen::V,рикӏелай алатун,забути
1159,messen::V,алцумун,міряти
1160,zählen::V,гьисабун,лічити
1161,rechnen::V,гьисабун,рахувати
1162,lesen::V,кӏелун,читати
1163,malen::V,кхьин,малювати
1164,malen::V,шикилар чӏугун,малювати
1165,zeichnen::V,чӏугун,рисувати
1166,schreiben::V,кхьин,писати
1167,besitzen::V,иеси хьун,мати
1168,kaufen::V,къачун,купити
1169,kaufen::V,маса къачун,купити
1170,verkaufen::V,гун,продати
1171,verkaufen::V,маса гун,продати
1172,bezahlen::V,къимет гун,заплатити
1173,bezahlen::V,эвезда авун,заплатити
1174,bezahlen::V,гьакъи агакьрун,заплатити
1175,zahlen::V,къимет гун,платити
1176,zahlen::V,эвезда авун,платити
1177,zahlen::V,гьакъи агакьрун,платити
1178,beherrschen::V,иеси хьун,володіти
1179,ertragen::V,таб гун,витерпіти
1180,Oberschenkel::N,,стегно
1181,Strömung::N,,струмина
1182,Moor::N,,болото
1183,Gedächtnis::N,,пам’ять
1184,Ski::N,,лижа
1185,Platte::N,,плита
1186,Leine::N,,шворка
1187,Geschäft::N,,заняття
1188,dick[Gegenstand]::A,,товстий
1189,auf einmal::ADV,,відразу
1190,zurück::ADV,,назад
1191,wieder::ADV,,знову
1192,wehen::V,,віяти
1193,rauchen::V,,диміти
1194,schaukeln::V,,гойдатися
1195,rühren::V,,розчулити
1196,scheinen::V,,здаватися
1197,zu sehen sein::V,,виднітися
1198,vernehmen::V,,почути
1199,wenden::V,,повернути
1200,binden::V,,в’язати
1201,lassen::V,,змусити
1202,erkennen::V,,пізнати
1203,verstehen::V,,почути
