,Concept_ID,ps,hy
468,Honig::N,شات,մեղր
469,Milch::N,شوده,կաթ
470,Tee::N,چای,թեյ
471,Leder::N,څرمن,կաշի
472,Wolle::N,پشم,բուրդ
473,Stoff::N,ټوټه,գործվածք
474,Nadel::N,ستن,ասեղ
475,Faden::N,تار,թել
476,Knopf::N,تڼۍ,կոճակ
477,Knopf::N,تکمه,կոճակ
478,Knoten::N,غوټه,հանգույց
479,Farbe::N,رنګ,ներկ
480,Kleidung::N,کالي,հագուստ
481,Hemd::N,کميس,վերնաշապիկ
482,Kragen::N,غاړه,օձիք
483,Ärmel::N,لستوڼی,թեւք
484,Hose::N,پطلون,շալվար
485,Gürtel::N,کمربند,գոտի
486,Mütze::N,خولۍ,կեպի
487,Schuh::N,بوټ,կոշիկ
488,Stiefel::N,موزه,երկարաճիթ կոշիկ
489,Ring::N,ګوته,զնգալ
490,Band::N,فيته,ժապավեն
491,Kamm::N,ګمنځ,սանր
492,Spiegel::N,ایینه,հայելի
493,Spiegel::N,هنداره,հայելի
494,Riemen::N,تسمه,փոկ
495,Schnur::N,مزی,լար
496,Leine::N,رسۍ,փոկ
497,Decke::N,بړستن,վերմակ
498,Kissen::N,بالښت,բարձ
499,Tuch::N,ټیکری,թաշկինակ
500,Handtuch::N,دسمال,սրբիչ
501,Kraft::N,زور,ուժ
502,Kraft::N,توان,ուժ
503,Stärke::N,قوت,պնդություն
504,Stärke::N,قوت,ամրություն
505,Gesundheit::N,صحت,առողջություն
506,Gesundheit::N,روغتیا,առողջություն
507,Krankheit::N,مرض,ախտ
508,Krankheit::N,مرض,հիվանդություն
509,Krankheit::N,ناروغي,ախտ
510,Krankheit::N,ناروغي,հիվանդություն
511,Schmerz::N,درد,ցավ
512,Schmerz::N,درد,տանջանք
513,Wunde::N,ټپ,վերք
514,Wunde::N,زخم,վերք
515,Fieber::N,تبه,տենդ
516,Arznei::N,دوا,դեղ
517,Arznei::N,دارو,դեղ
518,Brücke::N,پول,կամուրջ
519,Brunnen::N,څاه,հոր
520,Brunnen::N,څاه,ջրհոր
521,Brunnen::N,کوهی,հոր
522,Brunnen::N,کوهی,ջրհոր
523,Weide::N,وله,արոտավայր
524,Pfad::N,تړه,արահետ
525,Weg::N,لیار,ուղի
526,Straße::N,سړک,ճանապարհ
527,Dorf::N,کلی,գյուղ
528,Stadt::N,ښار,քաղաք
529,Brief::N,لیک,նամակ
530,Brief::N,مکتوب,նամակ
531,Buch::N,کتاب,գիրք
532,Buchstabe::N,حرف,տառ
533,Buchstabe::N,حرف,գիր
534,Buchstabe::N,توری,տառ
535,Buchstabe::N,توری,գիր
536,Zeitung::N,اخبار,լրագիր
537,Leben::N,ژوند,կյանք
538,Tod::N,مرګ,մահ
539,Tod::N,مړینه,մահ
540,Grab::N,قبر,գերեզման
541,Grab::N,ډورۍ,գերեզման
542,Kirche::N,کلیسا,եկեղեցի
543,Sünde::N,ګناه,մեղք
544,Gott::N,خدای,աստված
545,Arbeiter::N,کاریګر,բանվոր
546,Arbeiter::N,کاریګر,աշխատող
547,Chef::N,آمر,տեր
548,Meister::N,استاد,վարպետ
549,Arzt::N,طبیب,բժիշկ
550,Arzt::N,ډاکټر,բժիշկ
551,Lehrer::N,معلم,ուսուցիչ
552,Lehrer::N,ښوونکی,ուսուցիչ
553,Geld::N,پیسې,փող
554,Geschäft::N,سوداګري,գործ
555,Geschäft::N,سوداګري,աշխատանք
556,Laden::N,دکان,կրպակ
557,Laden::N,دکان,խանութ
558,Laden::N,مغازه,կրպակ
559,Laden::N,مغازه,խանութ
560,Preis::N,بیه,գին
561,Ware::N,مال,ապրանք
562,Nutzen::N,ګټه,օգուտ
563,Reichtum::N,شتمني,հարստություն
564,Welt::N,نړۍ,աշխարհ
565,Welt::N,دنیا,աշխարհ
566,Land::N,هېواد,երկիր
567,Staat::N,دولت,պետություն
568,König::N,باچا,արքա
569,König::N,باچا,թագավոր
570,König::N,پادشاه,արքա
571,König::N,پادشاه,թագավոր
572,Macht::N,قدرت,իշխանություն
573,Grenze::N,حد,սահման
574,Grenze::N,سرحد,սահման
575,Krieg::N,جګړه,պատերազմ
576,Feind::N,دښمن,թշնամի
577,Gewalt::N,زور,բռնություն
578,Gewalt::N,زور,սաստկություն
579,Gewalt::N,تشدد,բռնություն
580,Gewalt::N,تشدد,սաստկություն
581,Kampf::N,جنګ,մարտ
582,Kampf::N,مبارزه,մարտ
583,Bogen[Waffe]::N,لیندۍ,աղեղ
584,Pfeil::N,غشی,նետ
585,Gewehr::N,ټوپک,հրացան
586,Fehler::N,خطا,սխալ
587,Fehler::N,غلطي,սխալ
588,Lüge::N,دروغ,սուտ
589,Schaden::N,زیان,վնաս
590,Schaden::N,تاوان,վնաս
591,Unglück::N,بدبختي,դժբախտություն
592,Schuld::N,ګناه,պակասություն
593,Alter::N,منګ,հասակ
594,Schluss::N,اخر,վերջ
595,Schluss::N,اخر,վախճան
596,Zeit::N,وخت,ժամանակ
597,Tag::N,ورځ,օր
598,Morgen::N,سبا,առավոտ
599,Morgen::N,سهار,առավոտ
600,Mittag::N,غرمه,կեսօր
601,Abend::N,ماښام,երեկո
602,Nacht::N,شپه,գիշեր
603,Woche::N,اونۍ,շաբաթ
604,Monat::N,مياشت,ամիս
605,Jahr::N,کال,տարի
606,Frühling::N,پسرلی,գարուն
607,Sommer::N,دوبی,ամառ
608,Herbst::N,منی,աշուն
609,Herbst::N,خزان,աշուն
610,Winter::N,ژمی,ձմեռ
611,Januar::N,جنوري,հունվար
612,Februar::N,فبروري,փետրվար
613,März::N,مارچ,մարտ
614,April::N,اپریل,ապրիլ
615,Mai::N,مې,մայիս
616,Juni::N,جون,հունիս
617,Juli::N,جولای,հուլիս
618,August::N,اګست,օգոստոս
619,September::N,سپټامبر,սեպտեմբեր
620,Oktober::N,اکتوبر,հոկտեմբեր
621,November::N,نومبر,նոյեմբեր
622,Dezember::N,دسمبر,դեկտեմբեր
623,Montag::N,دوشنبه,երկուշաբթի
624,Dienstag::N,سه شنبه,երեքշաբթի
625,Mittwoch::N,چارشنبه,չորեքշաբթի
626,Donnerstag::N,پنجشنبه,հինգշաբթի
627,Freitag::N,جمعه,ուրբաթ
628,Samstag::N,خالي,շաբաթ
629,Sonntag::N,یکشنبه,կիրակի
630,groß::A,لوی,մեծ
631,groß::A,لوی,խոշոր
632,klein::A,وړوکی,պստիկ
633,klein::A,وړوکی,փոքրիկ
634,lang::A,اوړد,երկար
635,kurz::A,لنډ,կարճ
636,breit::A,پراخه,լայն
637,schmal::A,تنګ,նեղ
638,dicht::A,ګڼ,խիտ
639,dick[Gegenstand]::A,پنډ,հաստ
640,dünn::A,نری,բարակ
641,fein::A,نازک,նուրբ
642,fest::A,کلک,ամուր
643,fest::A,کلک,պինդ
644,fest::A,ټینګ,ամուր
645,fest::A,ټینګ,պինդ
646,flach::A,هوار,տափակ
647,glatt::A,ښوی,հարթ
648,hart::A,کلک,կարծր
649,weich::A,نرم,մեղմ
650,weich::A,نرم,փափուկ
651,weich::A,پوست,մեղմ
652,weich::A,پوست,փափուկ
653,rund::A,ګرد,կլոր
654,spitz::A,تېره,սրածայր
655,scharf::A,تېز,սուր
656,scharf::A,تېره,սուր
657,stumpf::A,پڅ,գուլ
658,schwer::A,دروند,ծանր
659,schön::A,ښکلی,սիրուն
660,schön::A,ښکلی,գեղեցիկ
661,heiß::A,تود,թեժ
662,warm::A,تود,տաք
663,warm::A,تود,ջերմ
664,kalt::A,ېخ,ցուրտ
665,kalt::A,سوړ,ցուրտ
666,kühl::A,ېخ,զով
667,kühl::A,سوړ,զով
668,frisch::A,تازه,թարմ
669,feucht::A,مرطوب,ղոնավ
670,nass::A,لوند,թաց
671,trocken::A,وچ,ցամաք
672,voll::A,ډک,լի
673,voll::A,ډک,լիքը
674,leer::A,خالی,դատարկ
675,offen::A,خلاص,բաց
676,offen::A,پرانیستی,բաց
677,geschlossen::A,تړلی,գոց
678,sauber::A,پاک,մաքուր
679,schmutzig::A,چټل,կեղտոտ
680,roh::A,خام,հում
681,reif::A,پوخ,հասած
682,reif::A,پوخ,հասուն
683,reif::A,رسېدلی,հասած
684,reif::A,رسېدلی,հասուն
685,lecker::A,خوندور,համեղ
686,lecker::A,مزه دار,համեղ
687,süß::A,خوږ,անուշ
688,süß::A,شیرین,անուշ
689,bitter::A,تریخ,կծու
690,sauer::A,ټاک,թթու
691,sauer::A,ټاک,թթված
692,sauer::A,تريو,թթու
693,sauer::A,تريو,թթված
694,hell::A,روڼ,պայծառ
695,hell::A,روڼ,խելամիտ
696,hell::A,روښان,պայծառ
697,hell::A,روښان,խելամիտ
698,dunkel::A,تیاره,մութ
699,schwarz::A,تور,սեւ
700,weiß::A,سپين,սպիտակ
701,rot::A,سور,կարմիր
702,gelb::A,زېړ,դեղին
703,blau::A,شین,կապույտ
704,blau::A,اسماني رنګه,կապույտ
705,grün::A,زرغون,կանաչ
706,grau::A,خړ,գորշ
707,bunt::A,رنګارنګ,գոյնզգոյն
708,billig::A,ارزان,էժան
709,teuer::A,ګران,թանկ
710,wertvoll::A,قیمتي,թանկարժեք
711,blind::A,ړوند,կույր
712,taub::A,کوڼ,խուլ
713,kräftig::A,قوی,հզոր
714,stark::A,قوی,ուժեղ
715,stark::A,تکړه,ուժեղ
716,schwach::A,ضعیف,տկար
717,schwach::A,ضعیف,թույլ
718,schwach::A,کمزوری,տկար
719,schwach::A,کمزوری,թույլ
720,fett::A,چاغ,գեր
721,schlank::A,خوش اندام,նիհար
722,hübsch::A,ښکلی,գրավիչ
723,hübsch::A,ښکلی,սիրունիկ
724,hübsch::A,ښایسته,գրավիչ
725,hübsch::A,ښایسته,սիրունիկ
726,böse::A,شریر,չար
727,böse::A,قهرناک,չար
728,dumm::A,احمق,հիմար
729,faul::A,لټ,ծույլ
730,faul::A,تنبل,ծույլ
731,fleißig::A,زحمت کښ,ջանասեր
732,fleißig::A,زحمت کښ,փութաջան
733,geizig::A,بخیل,ագահ
