,Concept_ID,ru,sk
839,fallen::V,падать,padať
840,brennen::V,гореть,páliť
841,brennen::V,гореть,horieť
842,rauchen::V,дымить,dymiť sa
843,regnen::V,дождить,pršať
844,gefrieren::V,замерзнуть,zamrznút
845,tauen::V,таять,taviť sa
846,schmelzen::V,плавиться,taviť sa
847,trocknen::V,сохнуть,schnúť
848,sieden::V,кипеть,vrieť
849,faulen::V,гнить,hniť
850,verfaulen::V,сгнить,zhniť
851,reißen::V,рваться,pretrhnúť sa
852,versinken::V,тонуть,zapadnúť
853,versinken::V,тонуть,potopiť sa
854,vergehen::V,проходить,plynúť
855,erscheinen::V,появиться,objaviť sa
856,verschwinden::V,исчезнуть,zmiznúť
857,sinken::V,спадать,klesať
858,abnehmen::V,уменьшиться,ubúdať
859,zunehmen::V,увеличиваться,pribúdať
860,steigen::V,подниматься,stúpať
861,wachsen::V,расти,rásť
862,glänzen::V,блестеть,jagať sa
863,glänzen::V,блестеть,lesknúť sa
864,funkeln::V,сверкать,iskriť sa
865,lärmen::V,шуметь,lomoziť
866,läuten::V,звонить,cengať
867,klingeln::V,звонить,zvoniť
868,klirren::V,звякать,rinčať
869,brausen::V,бушевать,hučať
870,rauschen::V,шелестеть,šumieť
871,klingen::V,звучать,znieť
872,klingen::V,звучать,zvoniť
873,bellen::V,лаять,štekať
874,bellen::V,лаять,brechať
875,heulen::V,выть,vyť
876,blasen::V,дунуть,duť
877,blasen::V,дунуть,fúkať
878,pfeifen::V,свистеть,pískať
879,pfeifen::V,свистеть,hvízdať
880,schreien::V,кричать,kričať
881,stöhnen::V,стонать,stenať
882,zittern::V,дрожать,triasť sa
883,leben::V,жить,žiť
884,geboren werden::V,родиться,narodiť sa
885,atmen::V,дышать,dýchať
886,trinken::V,пить,piť
887,essen::V,есть,jesť
888,essen::V,кушать,jesť
889,schlucken::V,глотать,zhltnuť
890,müde werden::V,устать,unaviť sa
891,einschlafen::V,заснуть,usnúť
892,einschlafen::V,заснуть,zaspať
893,schlafen::V,спать,spať
894,aufwachen::V,проснуться,zobudiť sa
895,aufstehen::V,встать,vstať
896,sich erholen::V,отдыхать,zotavovať sa
897,sich erholen::V,отдыхать,oddýchovať si
898,krank werden::V,заболеть,ochorieť
899,krank sein::V,болеть,chorieť
900,krank sein::V,болеть,byť chorý
901,schmerzen::V,болеть,bolieť
902,husten::V,кашлять,kašľať
903,genesen::V,поправиться,uzdraviť sa
904,sterben::V,умереть,umrieť
905,sterben::V,умереть,zomrieť
906,umkommen::V,погибнуть,zahynúť
907,sich bewegen::V,двигаться,pohybovať sa
908,sich rühren::V,шевельнуться,hnúť sa
909,sich erheben::V,встать,zdvihnúť sa
910,sich setzen::V,сесть,sadnúť si
911,hinfallen::V,упасть,spadnúť
912,laufen::V,ходить,bežať
913,schreiten::V,шагать,kráčať
914,spazierengehen::V,гулять,prechádzať sa
915,eilen::V,спешить,súriť
916,sich beeilen::V,торопиться,ponáhľať sa
917,sausen::V,мчаться,hučať
918,rennen::V,бегать,bežať
919,springen::V,прыгать,skákať
920,klettern::V,лазать,liezť
921,schaukeln::V,раскачиваться,húpať
922,schaukeln::V,раскачиваться,hojdať
923,kriechen::V,ползать,liezť
924,kriechen::V,ползать,plaziť sa
925,schwimmen::V,плавать,plávať
926,tauchen::V,нырять,ponoriť sa
927,rudern::V,грести,veslovať
928,fahren::V,ехать,ísť
929,fahren::V,ехать,jazdiť
930,fliegen::V,летать,letieť
931,gehen::V,идти,ísť
932,weggehen::V,уйти,odísť
933,weggehen::V,уйти,odchádzať
934,abfahren::V,отправиться,odcestovať
935,anhalten::V,остановиться,zadržať sa
936,anhalten::V,остановиться,zastaviť sa
937,hineingehen::V,входить,vchádzať
938,eintreten::V,войти,vojsť
939,eintreten::V,войти,vstúpiť
940,kommen::V,прийти,prísť
941,ankommen::V,прибыть,prísť
942,ankommen::V,прибыть,doraziť
943,zurückkommen::V,возвратиться,vrátiť sa
944,bleiben::V,остаться,ostať
945,bleiben::V,остаться,zostať
946,warten::V,ждать,čakať
947,erwarten::V,ожидать,očakávať
948,suchen::V,искать,hľadať
949,finden::V,найти,nájsť
950,versuchen::V,пытаться,skúsiť
951,versuchen::V,пытаться,pokúsiť sa
952,vorbereiten::V,подготовить,pripraviť
953,lieben::V,любить,ľúbiť
954,lieben::V,любить,milovať
955,mögen::V,любить,mať rád
956,lachen::V,смеяться,smiať sa
957,rühren::V,растрогать,dojať
958,weinen::V,плакать,plakať
959,schimpfen::V,ругаться,nadávať
960,sich ärgern::V,сердиться,hnevať sa
961,sich ärgern::V,сердиться,zlostiť sa
962,sich fürchten::V,бояться,báť sa
963,fürchten::V,бояться,báť sa
964,fliehen::V,убегать,utekať
965,flüchten::V,убежать,utiecť
966,sehen::V,видеть,vidieť
967,anschauen::V,посмотреть,pozrieť sa na
968,ansehen::V,смотреть,pozrieť
969,hören::V,слышать,počúvať
970,zuhören::V,слушать,počúvať
971,probieren::V,пробовать,ochutnať
972,riechen::V,нюхать,ňuchať
973,fühlen::V,чувствовать,cítiť
974,fühlen::V,чувствовать,pociťovať
975,scheinen::V,казаться,zdať sa
976,zu sehen sein::V,виднеться,byť vidieť
977,vernehmen::V,услышать,počuť
978,frieren::V,мерзнуть,mrznúť
979,frieren::V,мерзнуть,oziabať
980,tun::V,делать,robiť
981,können::V,мочь,môcť
982,können::V,уметь,môcť
983,wollen::V,хотеть,chcieť
984,anfangen::V,начать,začať
985,beenden::V,закончить,skončiť
986,aufhören::V,перестать,prestať
987,gelingen::V,удаться,podariť sa
988,geraten::V,оказаться,dariť sa
989,öffnen::V,открыть,otvoriť
990,schließen::V,закрыть,zavrieť
991,stellen::V,поставить,postaviť
992,setzen::V,посадить,posadiť
993,legen::V,класть,klásť
994,legen::V,класть,položiť
995,berühren::V,трогать,dotykať sa
996,verbinden::V,связать,spojiť
997,bedecken::V,покрыть,pokryť
998,aufhängen::V,повесить,zavesiť
999,anzünden::V,зажечь,zapáliť
1000,aufheben::V,поднять,zdvihnúť
1001,zurücklassen::V,оставить,zanechať
1002,verlieren::V,потерять,stratiť
1003,fallen lassen::V,уронить,pustiť
1004,machen::V,сделать,robiť
1005,herstellen::V,изготовить,vyrobiť
1006,bauen::V,строить,stavať
1007,bauen::V,строить,budovať
1008,reparieren::V,чинить,opraviť
1009,verbessern::V,улучшить,zlepšiť
1010,ändern::V,изменить,zmeniť
1011,ändern::V,изменить,preinačiť
1012,graben::V,копать,ryť
1013,graben::V,копать,kopať
1014,beugen::V,согнуть,ohnúť
1015,biegen::V,погнуть,ohnúť
1016,drehen::V,вертеть,točiť
1017,drehen::V,вертеть,krútiť
1018,wenden::V,повернуть,obrátiť
1019,wenden::V,повернуть,prevrátiť
1020,umdrehen::V,перевернуть,otočiť
1021,umdrehen::V,перевернуть,obrátiť
1022,heben::V,поднимать,dvíhať
1023,heben::V,поднимать,povzniesť
1024,hochheben::V,поднять,zdvihnúť
1025,ergreifen::V,схватить,uchopiť sa
1026,halten::V,держать,držať
1027,drücken::V,нажимать,tisnúť
1028,schieben::V,толкать,posunovať
1029,kratzen::V,скрести,škrabať
1030,lecken::V,лизать,lízať
1031,beißen::V,кусать,kúsať
1032,abreißen::V,оторвать,odtrhnúť
1033,abschneiden::V,отрезать,odrezať
1034,abschneiden::V,отрезать,odkrojiť
1035,binden::V,вязать,zaviazať
1036,binden::V,вязать,priviazať
1037,stecken::V,воткнуть,strčiť
1038,brechen::V,сломать,zlomiť
1039,klopfen::V,стучать,tĺcť
1040,klopfen::V,стучать,klopať
1041,hauen::V,бить,nabiť
1042,kleben::V,клеить,lepiť
1043,kleben::V,клеить,nalepiť
1044,reiben::V,тереть,trieť
1045,streichen::V,намазать,namazať
1046,schleifen::V,точить,ostríť
1047,schneiden::V,резать,rezať
1048,schneiden::V,резать,strihať
1049,rütteln::V,шатать,triasť
1050,rütteln::V,шатать,lomcovať
1051,schütteln::V,трясти,triasť
1052,schütteln::V,трясти,potriasť
1053,schwenken::V,махать,mávať
1054,schütten::V,налить,sypať
1055,füllen::V,наполнить,plniť
1056,einwickeln::V,завернуть,zabaliť
1057,tragen::V,нести,niesť
1058,schleppen::V,тащить,vliecť
1059,ziehen::V,тянуть,ťahať
1060,aufbewahren::V,хранить,uložiť
1061,aufbewahren::V,хранить,uschovať
1062,werfen::V,бросать,hodiť
1063,werfen::V,бросать,vrhnúť
1064,fangen::V,ловить,chytať
1065,packen::V,схватить,baliť
1066,packen::V,схватить,chytiť
1067,verstecken::V,спрятать,skryť
1068,verstecken::V,спрятать,schovať
1069,teilen::V,разделить,podeliť
1070,teilen::V,разделить,rozdeliť
1071,schicken::V,посылать,posielať
1072,bringen::V,принести,priniesť
1073,hinzufügen::V,добавить,pripojiť
1074,bekommen::V,достать,dostať
1075,erhalten::V,получить,prijať
1076,nehmen::V,взять,vziať
1077,wählen::V,выбрать,voliť
1078,auswählen::V,отобрать,vybrať
1079,auswählen::V,отобрать,vyvoliť
1080,bewahren::V,сохранить,zachovať
1081,behindern::V,препятствовать,zavadzať
1082,behindern::V,препятствовать,byť v ceste
1083,verderben::V,испортить,skaziť
1084,beschädigen::V,повредить,ublížiť
1085,beschädigen::V,повредить,poškodiť
1086,zerbrechen::V,разбить,rozbiť
1087,zerbrechen::V,разбить,prelomiť
1088,zerreißen::V,разорвать,pretrhnúť
1089,zerstören::V,разрушить,zničiť
1090,verbrennen::V,сжечь,spáliť
1091,geben::V,дать,dať
1092,reichen::V,передать,podať
1093,schenken::V,дарить,darovať
1094,versprechen::V,обещать,sľúbiť
1095,wünschen::V,желать,želať
1096,loben::V,хвалить,chváliť
1097,küssen::V,целовать,bozkať
1098,wiegen::V,качать,kolísať
1099,zudecken::V,накрыть,prikryť
1100,wecken::V,разбудить,zobudiť
1101,zeigen::V,показать,ukázať
1102,führen::V,вести,viesť
1103,lehren::V,учить,učiť
1104,unterrichten::V,преподавать,vyučovať
1105,aufziehen::V,воспитать,vychovať
1106,leiten::V,руководить,viesť
1107,antreiben::V,подгонять,popudiť
1108,lassen::V,заставить,dať
1109,einladen::V,пригласить,pozvať
1110,einladen::V,пригласить,povolať
1111,vereinigen::V,объединить,spojiť
1112,vereinigen::V,объединить,zjednotiť
1113,besuchen::V,посетить,navštíviť
1114,treffen::V,встретить,stretnúť
1115,sich versammeln::V,собраться,zhromaždiť sa
1116,spielen::V,играть,hrať
1117,singen::V,петь,spievať
1118,tanzen::V,плясать,tancovať
1119,tanzen::V,танцевать,tancovať
1120,sich trennen::V,расстаться,rozísť sa
1121,verlassen::V,покинуть,opustiť
1122,retten::V,спасти,zachrániť
1123,bewachen::V,охранять,strážiť
1124,schützen::V,уберегать,chrániť
1125,verteidigen::V,защитить,brániť
1126,sich schlagen::V,драться,biť sa
1127,schießen::V,стрелять,streliť
1128,schießen::V,стрелять,strieľať
1129,siegen::V,победить,zvíťaziť
1130,ärgern::V,сердить,hnevať
1131,ärgern::V,сердить,zlostiť
1132,schlagen::V,ударить,biť
1133,schlagen::V,ударить,udrieť
1134,treten::V,пинать,kopnúť
1135,stechen::V,уколоть,bodnúť
1136,stechen::V,уколоть,pichnúť
1137,stoßen::V,толкнуть,udrieť
1138,stehlen::V,украсть,kradnúť
1139,stören::V,помешать,vyrušiť
1140,belästigen::V,надоедать,obťažovať
1141,verbergen::V,скрыть,skryť
1142,täuschen::V,обмануть,sklamať
1143,betrügen::V,смошенничать,klamať
1144,betrügen::V,смошенничать,podvádzať
1145,töten::V,убить,zabiť
1146,töten::V,убить,usmrtiť
1147,wohnen::V,проживать,bývať
1148,arbeiten::V,работать,pracovať
1149,sammeln::V,собрать,zbierať
1150,pflücken::V,рвать,trhať
1151,pflücken::V,рвать,oberať
1152,pflücken::V,срывать,trhať
1153,pflücken::V,срывать,oberať
1154,jagen::V,охотиться,poľovať
1155,fischen::V,рыбачить,loviť ryby
1156,fischen::V,рыбачить,chytať ryby
1157,fassen::V,поймать,uloviť
1158,hüten::V,пасти,pásť
1159,treiben::V,гнать,hnať
1160,anbinden::V,привязать,priviazať
1161,füttern::V,кормить,kŕmiť
1162,melken::V,доить,dojiť
1163,hacken::V,рубить,seknúť
1164,gießen::V,полить,polievať
1165,reifen::V,созреть,dozrieť
1166,zubereiten::V,приготовить,pripraviť
1167,kochen::V,варить,variť
1168,backen::V,печь,piecť
1169,backen::V,печь,smažiť
1170,braten::V,жарить,piecť
1171,braten::V,жарить,pražiť
1172,umrühren::V,перемешать,pomiešať
1173,stricken::V,вязать,pliesť
1174,nähen::V,шить,šiť
1175,färben::V,покрасить,zafarbiť
1176,reinigen::V,очистить,čistiť
1177,waschen::V,стирать,myť
1178,abwischen::V,вытереть,utrieť
1179,spülen::V,полоскать,vyplachovať
1180,fegen::V,подметать,zametať
1181,kehren::V,мести,zametať
1182,baden::V,купаться,kúpať sa
1183,sich waschen::V,мыться,umývať sa
1184,ausziehen::V,снять,zobliecť
1185,anziehen::V,надеть,obliecť
1186,sich anziehen::V,одеться,obliecť sa
1187,kämmen::V,причесать,česať
1188,schmücken::V,украсить,ozdobiť
1189,sagen::V,сказать,povedať
1190,sprechen::V,говорить,hovoriť
1191,reden::V,разговаривать,rozprávať
1192,sich unterhalten::V,беседовать,rozprávať sa
1193,fragen::V,спросить,spýtať sa
1194,bitten::V,просить,prosiť
1195,erzählen::V,рассказать,rozprávať
1196,mitteilen::V,сообщить,oznámiť
1197,nennen::V,назвать,nazvať
1198,nennen::V,назвать,menovať
1199,rufen::V,звать,volať
1200,rufen::V,звать,zavolať
1201,prahlen::V,хвастаться,vystatovať sa
1202,übersetzen::V,перевести,preložiť
1203,denken::V,думать,myslieť
1204,glauben::V,верить,veriť
1205,bemerken::V,заметить,podotknuť
1206,bemerken::V,заметить,spozorovať
1207,erkennen::V,узнать,poznať
1208,begreifen::V,понять,pochopiť
1209,begreifen::V,понять,porozumieť
1210,begreifen::V,постичь,pochopiť
1211,begreifen::V,постичь,porozumieť
1212,verstehen::V,услышать,rozumieť
1213,lernen::V,учиться,učiť sa
1214,wissen::V,знать,vedieť
1215,sich erinnern an::V,вспомнить,pamätať si na
1216,vergessen::V,забыть,zabudnuť
1217,messen::V,мерить,merať
1218,zählen::V,считать,počítať
1219,rechnen::V,считать,rátať
1220,rechnen::V,считать,počítať
1221,lesen::V,читать,čítať
1222,malen::V,рисовать,maľovať
1223,zeichnen::V,рисовать,kresliť
1224,schreiben::V,писать,písať
1225,besitzen::V,иметь,mať
1226,besitzen::V,иметь,vlastniť
1227,kaufen::V,купить,kúpiť
1228,verkaufen::V,продать,predať
1229,bezahlen::V,заплатить,zaplatiť
1230,zahlen::V,платить,platiť
1231,beherrschen::V,владеть,ovládať
1232,ertragen::V,вытерпеть,znášať
1233,ertragen::V,вытерпеть,vydržať
