,Concept_ID,mn,lbe
730,voll::A,дүүрэн,бувцӏусса
731,leer::A,хоосон,бачӏвасса
732,offen::A,онгорхой,тӏивтӏусса
733,geschlossen::A,битүү,лавкьусса
734,geschlossen::A,хаалтай,лавкьусса
735,sauber::A,цэвэр,марцӏсса
736,sauber::A,хиргүй,марцӏсса
737,schmutzig::A,бохир,чапалсса
738,schmutzig::A,хиртэй,чапалсса
739,roh::A,түүхий,шакъавхьсса
740,reif::A,болсон,дирсса
741,lecker::A,амттай,нахӏусса
742,lecker::A,амттай,тӏааьнсса
743,süß::A,амттай,нацӏусса
744,süß::A,чихэрлэг,нацӏусса
745,bitter::A,гашуун,кьурчӏисса
746,sauer::A,эсгэлэн,туршсса
747,hell::A,гэгээн,чаннасса
748,hell::A,гэрэлтэй,чаннасса
749,dunkel::A,бараан,цӏансса
750,dunkel::A,харанхуй,цӏансса
751,schwarz::A,хар,лухӏисса
752,weiß::A,цагаан,кӏяласса
753,rot::A,улаан,ятӏулсса
754,gelb::A,шар,хъахъисса
755,blau::A,хөх,някӏсса
756,blau::A,цэнхэр,някӏсса
757,grün::A,ногоон,щюлисса
758,grau::A,орог,оьрусса
759,grau::A,саарал,оьрусса
760,bunt::A,эрээн,оьрчӏикӏурисса
761,billig::A,хямд,кьювкьусса
762,teuer::A,үнэтэй,ххирасса
763,wertvoll::A,үнэт,багьасса
764,blind::A,сохор,мурчӏисса
765,taub::A,чих хатуу,къюкӏсса
766,kräftig::A,чийрэг,гужсса
767,stark::A,хүчтэй,кьянкьасса
768,stark::A,чадалтай,кьянкьасса
769,schwach::A,сул,заэвсса
770,fett::A,тарган,бучсса
771,fett::A,голигор,бучсса
772,schlank::A,голшиг,бювхъусса
773,hübsch::A,сайхан,янусса
774,hübsch::A,хөөрхөн,янусса
775,böse::A,муу,оьсса
776,böse::A,хортой,оьсса
777,dumm::A,тэнэг,ахӏмакьсса
778,faul::A,залхуу,танмалсса
779,faul::A,залхуу,курчӏилсса
780,fleißig::A,чармайлтгай,хӏарачат бусса
781,geizig::A,харамч,янттарцӏансса
782,klug::A,цэцэн,аькьлу бусса
783,geschickt::A,дүйтэй,паргалсса
784,lieb::A,хайрт,аьзизсса
785,lustig::A,цэнгэлтэй,тяхъасса
786,sanft::A,наалинхай,иминсса
787,hungrig::A,өлөн,ккашилсса
788,hungrig::A,өлссөн,ккашилсса
789,krank::A,өвчтэй,къашавайсса
790,nackt::A,нүцгэн,кӏачӏасса
791,traurig::A,гунигт,пашмансса
792,lebendig::A,амьд,уттавасса
793,lebendig::A,амьтай,уттавасса
794,gut::A,сайн,ххуйсса
795,schlecht::A,муу,оьккисса
796,schlecht::A,өөдгүй,оьккисса
797,richtig::A,зөв,саргъунсса
798,richtig::A,зүйтэй,саргъунсса
799,schlimm::A,муухай,оьккисса
800,wahr::A,үнэн,хӏакьсса
801,wahr::A,жинхэнэ,хӏакьсса
802,alt::A,хуучин,кугьнасса
803,neu::A,шинэ,цӏусса
804,ehemalig::A,агсан,хъхъичӏвасса
805,ehemalig::A,байсан,хъхъичӏвасса
806,alt[Lebewesen]::A,өвгөн,агьилсса
807,alt[Lebewesen]::A,хижээл,агьилсса
808,jung::A,залуу,чӏавасса
809,jung::A,залуу,жагьилсса
810,arm::A,ядуу,мискинсса
811,reich::A,баян,авадансса
812,reich::A,баялаг,авадансса
813,bekannt::A,танил,дусъсса
814,berühmt::A,цуутай,машгьурсса
815,berühmt::A,алдартай,машгьурсса
816,fremd::A,харь,чил
817,fremd::A,гадаад,чил
818,verschieden::A,ондоо,личӏи-личӏисса
819,verschieden::A,янз янзын,личӏи-личӏисса
820,nah::A,ойрын,гъансса
821,nah::A,дөтийн,гъансса
822,fern::A,холын,архсса
823,linker::A,буруу,кияхсса
824,linker::A,буруу,кюччахсса
825,rechter::A,баруун,урчӏахсса
826,anderer::A,өөр,цамур
827,anderer::A,нөгөө,цамур
828,erster::A,нэгдэх,цалчинмур
829,erster::A,нэгдэх,цалчиннсса
830,erster::A,нэгдүгээр,цалчинмур
831,erster::A,нэгдүгээр,цалчиннсса
832,zweiter::A,хоёрдугаар,кӏилчиимур
833,dritter::A,гуравдугаар,шамулчинмур
834,letzter::A,сүүлийн,махъва-махъмур
835,allein::ADV,ганцаараа,ялгъузну
836,auf einmal::ADV,нэгмөсөн,
837,zusammen::ADV,цуг,цачӏу
838,zusammen::ADV,цуг,архӏал
839,zusammen::ADV,хамт,цачӏу
840,zusammen::ADV,хамт,архӏал
841,lange::ADV,удаан,батӏи къабуклай
842,lange::ADV,удаан,хъунмасса хӏаллай
843,plötzlich::ADV,гэнэт,цакуну
844,sofort::ADV,дороо,мугьлат бакъа
845,später::ADV,дараа,махъ
846,jetzt::ADV,өнөө,утти
847,jetzt::ADV,өнөө,цӏана
848,heute::ADV,өнөө,хӏакьину
849,heute::ADV,өнөөдөр,хӏакьину
850,morgen::ADV,маргааш,гьуит
851,morgen::ADV,маргааш,гьунттий
852,morgen::ADV,маргаадар,гьуит
853,morgen::ADV,маргаадар,гьунттий
854,bald::ADV,түргэн,
855,bald::ADV,удахгүй,
856,dann::ADV,хожим,яла
857,dann::ADV,тэгээд,яла
858,gestern::ADV,өчигдөр,лахьхьу
859,einst::ADV,нэг,
860,damals::ADV,тэгэхэд,та чӏумал
861,danach::ADV,тэгээд,яла
862,danach::ADV,дараа нь,яла
863,vorher::ADV,урьд,хьхьнчӏ
864,vorher::ADV,урьд,хьхьичӏва
865,zuerst::ADV,анх,бакӏрай
866,zuerst::ADV,анх,цӏу бутӏуй
867,zuerst::ADV,эхлээд,бакӏрай
868,zuerst::ADV,эхлээд,цӏу бутӏуй
869,einmal::ADV,нэг удаа,цал
870,manchmal::ADV,хааяа,ваксса-таксса
871,manchmal::ADV,заримдаа,ваксса-таксса
872,oft::ADV,олонтоо,чӏявуну
873,immer::ADV,байнга,мудан
874,immer::ADV,байнга,даиман
875,niemals::ADV,хэзээ ч,тачӏав
876,niemals::ADV,хэдийд ч,тачӏав
877,hier::ADV,энд,шикку
878,hierhin::ADV,нааш,шиккун
879,von hier::ADV,эндээс,шичча
880,dort::ADV,тэнд,гикку
881,dorthin::ADV,тийш,тиккун
882,geradeaus::ADV,шулуун,тӏайланм
883,vorwärts::ADV,урагшаа,хьхьичӏунмай
884,rückwärts::ADV,буцаан,махъа-хьхьичӏунмай
885,rückwärts::ADV,сөөргөө,махъа-хьхьичӏунмай
886,zurück::ADV,буцаж,махъунмай
887,zurück::ADV,гэдрэг,махъунмай
888,unten::ADV,дор,лув
889,hinab::ADV,уруу,бакӏ-ялавай
890,hinab::ADV,уруу,бакӏъялавай
891,oben::ADV,дээр,ялув
892,hinauf::ADV,өөд,лавай
893,hinauf::ADV,дээш,лавай
894,überall::ADV,хааяагүй,гьариий
895,überall::ADV,хааяагүй,хьу-хьуний
896,überall::ADV,хааяагүй,гьарца кӏанай
897,überall::ADV,энд тэндгүй,гьариий
898,überall::ADV,энд тэндгүй,хьу-хьуний
899,überall::ADV,энд тэндгүй,гьарца кӏанай
900,nicht::ADV,эс,къа-
901,nicht::ADV,-гүй,къа-
902,ein wenig::ADV,жаахан,чанни
903,ein wenig::ADV,жаахан,ца чансса
904,kaum::ADV,арай,дахьа
905,kaum::ADV,арай гэж,дахьа
906,sehr::ADV,тун,оьну
907,sehr::ADV,тун,гужну
908,sehr::ADV,тун,хъинну
909,so::ADV,тэгж,укукн
910,so::ADV,ингээд,укукн
911,noch::ADV,дахин,гьала
912,noch::ADV,дахин,уттигу
913,noch::ADV,дахин,цакьинва
914,noch::ADV,дахин,ттигу-шилагу
915,noch::ADV,дахиад,гьала
916,noch::ADV,дахиад,уттигу
917,noch::ADV,дахиад,цакьинва
918,noch::ADV,дахиад,ттигу-шилагу
919,nur::ADV,зөвхөн,анжагь
920,nur::ADV,гагцхүү,анжагь
921,schon::ADV,нэгэнт,
922,wieder::ADV,дахин,цӏуницӏа
923,wieder::ADV,дахиад,цӏуницӏа
924,vergebens::ADV,хий,аьдада
925,vergebens::ADV,хий,нахӏакь
926,vor::PRP,өмнө,хьхьичӏ
927,hinter::PRP,ард,махъ
928,unter::PRP,доор,лув
929,durch::PRP,дундуур,-х
930,neben::PRP,хажууд,чӏарав
931,zwischen::PRP,завсар,дянив
932,zwischen::PRP,хооронд,дянив
933,wegen::PRP,төлөө,цӏаний
934,wegen::PRP,дээрээс,цӏаний
935,dies::PRN,энэ,ва
936,das::PRN,тэр,та
937,das::PRN,тэр,кӏа
938,das::PRN,тэр,га
939,alles::PRN,цөм,щала
940,alles::PRN,бүгд,щала
941,ich::PRN,би,на
942,du::PRN,чи,ина
943,er::PRN,тэр,му
944,er::PRN,тэр хүн,му
945,wir::PRN,бид,жу
946,ihr::PRN,та нар,зу
947,sie::PRN,тэд,
948,was::FPRN,юу,ци
949,wer::FPRN,хэн,цу
950,wo::FADV,хаа,чув
951,wo::FADV,хаана,чув
952,wohin::FADV,хааш,чун
953,wohin::FADV,хаана,чун
954,wie::FADV,яаж,цукун
955,wie::FADV,хэрхэн,цукун
956,warum::FADV,юунд,цан
957,warum::FADV,яагаад,цан
958,wieviel::FNUM,хэдий,циксса
959,wieviel::FNUM,хэд,циксса
960,eins::NUM,нэг,ца
961,zwei::NUM,хоёр,кӏива
962,drei::NUM,гурав,шамма
963,vier::NUM,дөрөв,мукьа
964,vier::NUM,дөрөв,мукьва
965,fünf::NUM,тав,ххюва
966,sechs::NUM,зургаа,ряхва
967,sieben::NUM,долоо,арула
968,acht::NUM,найм,мяйва
969,neun::NUM,ес,урчӏва
970,zehn::NUM,арав,ацӏва
971,elf::NUM,арван нэг,ацӏния цава
972,zwölf::NUM,арван хоёр,ацӏиия кӏива
973,zwanzig::NUM,хорь,кьува
974,dreißig::NUM,гуч,зувира
975,vierzig::NUM,дөч,мукьцӏала
976,fünfzig::NUM,тавь,ххюцӏала
977,sechzig::NUM,жар,ряхцӏала
978,siebzig::NUM,дал,
979,achtzig::NUM,ная,мяйцӏала
980,neunzig::NUM,ер,урчӏцӏала
981,hundert::NUM,зуу,ттурш
982,hundert::NUM,зуу,ттуршва
983,tausend::NUM,мянга,азарва
984,und::CNJ,ч,-гу
985,und::CNJ,болон,-гу
986,oder::CNJ,буюу,я
987,oder::CNJ,буюу,ягу
988,stehen::V,зогсох,ацӏан
989,sitzen::V,суух,щяивкӏун икӏан
990,liegen::V,хэвтэх,утту нвхьуну икӏан
991,hängen::V,өлгөөтэй байх,зурчӏай тӏун
992,hängen::V,дүүжлээтэй байх,зурчӏай тӏун
993,werden::V,болох,хьун
994,passieren::V,тохиох,хьун
995,beginnen::V,эхлэх,дайдишин
996,beginnen::V,эхлэх,дайдирхьуну дикӏан
997,enden::V,дүүрэх,къуртал дан
998,wechseln::V,хувирах,даххана хьун
999,wechseln::V,хувирах,даххана дуллан
1000,aufgehen[Sonne]::V,мандах,буклай бур
1001,untergehen[Sonne]::V,жаргах,лаглай бур
1002,scheinen[Sonne]::V,гэрэлтэх,битан
1003,scheinen[Sonne]::V,гэрэлтэх,чани буллан
1004,donnern::V,дуугарах,тӏий бур
1005,wehen::V,салхилах,бишлай бур
1006,wehen::V,хөөрөгдөх,бишлай бур
1007,strömen::V,гүйх,экьинан
1008,strömen::V,урсах,экьинан
1009,fließen::V,урсах,экьинан
1010,sich drehen::V,эргэлдэх,гьанан
1011,schwanken::V,хэлбэлзэх,хъюлчу тӏун
1012,schwanken::V,хэлбэлзэх,хӏуркку тӏун
1013,schwingen::V,ганхах,хъюлчай тӏун
1014,schwingen::V,ганхах,хъюлчу тӏун
1015,schwingen::V,хэлбэлзэх,хъюлчай тӏун
1016,schwingen::V,хэлбэлзэх,хъюлчу тӏун
1017,fallen::V,унах,багьлан
1018,brennen::V,шатах,ччучлан
1019,rauchen::V,баагих,пуркӏу тӏун
1020,regnen::V,бороо орно,лачӏун
1021,regnen::V,бороо орно,лачIлай дур
1022,gefrieren::V,хөлдөх,микӏ лачӏун
1023,tauen::V,хайлах,баслан
1024,schmelzen::V,уярах,баслан
1025,trocknen::V,хатах,кьакьан
1026,sieden::V,буцлах,щаран
1027,sieden::V,даргилах,щаран
1028,faulen::V,үжрэх,аьллан
1029,faulen::V,өмхийрөх,аьллан
1030,verfaulen::V,бээх,аьллан
1031,verfaulen::V,бээх,аьян
1032,verfaulen::V,өгрөх,аьллан
1033,verfaulen::V,өгрөх,аьян
1034,reißen::V,цуурах,ххя дукан
1035,versinken::V,живэх,оькьлан
1036,versinken::V,живэх,оькьан
1037,vergehen::V,нөгчих,лялиян
1038,vergehen::V,өнгөрөх,лялиян
1039,erscheinen::V,гарах,буккан
1040,erscheinen::V,гарах,загьир хьун
1041,erscheinen::V,бултайх,буккан
1042,erscheinen::V,бултайх,загьир хьун
1043,verschwinden::V,далд орох,бат хьун
1044,verschwinden::V,далд орох,акъа хьун
1045,verschwinden::V,алга болох,бат хьун
1046,verschwinden::V,алга болох,акъа хьун
1047,sinken::V,татрах,чахь учин
1048,sinken::V,доошлох,чахь учин
1049,abnehmen::V,багасах,чан хьун
1050,abnehmen::V,багасах,ссуссукьу хьун
1051,abnehmen::V,хорогдох,чан хьун
1052,abnehmen::V,хорогдох,ссуссукьу хьун
1053,zunehmen::V,ихсэх,гьарза хьун
1054,steigen::V,нэмэгдэх,гьаз хьун
1055,wachsen::V,өсөх,ххяххан
1056,wachsen::V,ургах,ххяххан
1057,glänzen::V,гилгэнэх,цӏай буккан
1058,glänzen::V,гилбэгнэх,цӏай буккан
1059,funkeln::V,гялжах,цӏай-цӏай тӏун
1060,funkeln::V,гялалзах,цӏай-цӏай тӏун
1061,lärmen::V,шуугих,чӏу буллан
1062,lärmen::V,шуугих,аьлагъужа буллан
1063,läuten::V,цохих,занг ришлан
1064,läuten::V,цохих,занг дуллан
1065,klingeln::V,хонхдох,занг ришлан
1066,klingeln::V,хонхдох,занг дуллан
1067,klingeln::V,дуугарах,занг ришлан
1068,klingeln::V,дуугарах,занг дуллан
1069,klirren::V,хангир жингэр хийх,
1070,brausen::V,бургилах,никъащилан
1071,rauschen::V,сэржигнэх,щурщур тӏун
1072,klingen::V,хангинах,чӏу буклан
1073,bellen::V,хуцах,хӏап тӏун
1074,heulen::V,улих,
1075,blasen::V,үлзэх,уф тӏун
1076,pfeifen::V,исгэрэх,щютӏа тӏун
1077,schreien::V,хашгирах,чӏу бан
1078,stöhnen::V,ёолох,угь-къак тӏун
1079,stöhnen::V,гэнгэнэх,угь-къак тӏун
1080,zittern::V,дагжих,зурзу чин
1081,zittern::V,дагжих,зурзу тӏун
1082,leben::V,амьдрах,ялапар хъанан
1083,geboren werden::V,төрөх,ан
1084,atmen::V,амьсгалах,ссихӏ ласлан
1085,atmen::V,амьсгалах,ссихӏ бигьлан
1086,trinken::V,уух,хӏачӏан
1087,trinken::V,уух,хӏачӏлан
1088,essen::V,идэх,канан
1089,schlucken::V,залгих,кьюлтӏа тӏун
1090,müde werden::V,ядрах,аьхчӏин
1091,einschlafen::V,унтчих,шанан икӏан
1092,schlafen::V,унтах,шанан
1093,aufwachen::V,сэрэх,чантӏ учин
1094,aufstehen::V,босох,бизан
1095,sich erholen::V,амрах,бигьалаган
1096,krank werden::V,өвдөж эхлэх,къашай хьун
1097,krank sein::V,өвдөх,къашай хъанан
1098,krank sein::V,өвдөх,къашавай икӏан
1099,schmerzen::V,өвдөх,цӏун
1100,schmerzen::V,шархирах,цӏун
1101,husten::V,ханиах,хъугьу чин
1102,husten::V,ханиах,хъугьу тӏун
1103,genesen::V,засрах,хъин хьун
1104,genesen::V,засрах,сагъ лаган
1105,sterben::V,үхэх,ивчӏан
1106,sterben::V,нас барах,ивчӏан
1107,umkommen::V,үхэх,лиллан
1108,umkommen::V,үхэх,литӏлан
1109,umkommen::V,үхэх,ажал биян
1110,umkommen::V,үхэх,личӏи хьун
1111,umkommen::V,үхэх,иакьлу хьун
1112,umkommen::V,үхэх,ахир жан хъанан
1113,umkommen::V,үхэх,рухӏирачӏа икӏан
1114,sich bewegen::V,хөдлөх,сукку хьун
1115,sich rühren::V,хөдлөх,сукку хьун
1116,sich erheben::V,босох,бизан
1117,sich setzen::V,суух,щяикӏан
1118,sich setzen::V,суух,щябикӏан
1119,hinfallen::V,ойчих,багьан
1120,laufen::V,явган явах,занан
1121,schreiten::V,алхах,ша ласлан
1122,spazierengehen::V,зугаалах,сайр буллан
1123,eilen::V,хурдлах,анавар буккан
1124,sich beeilen::V,яарах,анавар буккан
1125,sich beeilen::V,шамдах,анавар буккан
1126,sausen::V,давхих,никъа щилан
1127,sausen::V,давхих,никъа щун
1128,rennen::V,гүйх,лечлан
1129,springen::V,харайх,тӏанкӏ дан
1130,springen::V,дэвхрэх,тӏанкӏ дан
1131,klettern::V,авирах,лахълан
1132,schaukeln::V,ганхалзах,гьайжак бигьлан
1133,kriechen::V,мөлхөх,ххярк тӏун
1134,schwimmen::V,сэлэх,гьузун
1135,tauchen::V,шунгах,лултту уккан
1136,rudern::V,сэлүүрдэх,бяхлан
1137,rudern::V,сэлүүрдэх,батӏлан
1138,rudern::V,сэлүүрдэх,ххялаххи дуклан
1139,fahren::V,явах,гьан
1140,fliegen::V,нисэх,лехлан
1141,gehen::V,явах,нан
1142,weggehen::V,явах,ялагьан
1143,abfahren::V,одох,гьан
1144,abfahren::V,хөдлөх,гьан
1145,anhalten::V,зогсох,бацӏан
1146,hineingehen::V,орох,буххан
1147,eintreten::V,орох,буххан
1148,kommen::V,ирэх,учӏан
1149,ankommen::V,хүрэх,биян
1150,ankommen::V,хүрэх,бучӏан
1151,zurückkommen::V,харих,зана хъун
1152,zurückkommen::V,харих,зана бикӏан
1153,zurückkommen::V,буцаж ирэх,зана хъун
1154,zurückkommen::V,буцаж ирэх,зана бикӏан
1155,bleiben::V,үлдэх,личӏан
1156,warten::V,хүлээх,ялугьлан
1157,erwarten::V,хүлээх,ялугьлан
1158,suchen::V,эрэх,луглан
1159,suchen::V,бэдрэх,луглан
1160,finden::V,олох,лякъин
1161,versuchen::V,оролдох,ххал буллан
1162,vorbereiten::V,бэлтгэх,хӏадур бан
1163,lieben::V,янаглах,эшкьи хьуиу бикӏан
1164,mögen::V,таалах,ххиран бикӏан
1165,lachen::V,инээх,хъян
1166,rühren::V,сэтгэл уяруулах,
1167,weinen::V,уйлах,аьтӏун
1168,schimpfen::V,хараах,дяъван
1169,schimpfen::V,хараах,ссугайи агьан
1170,sich ärgern::V,уурлах,ссибизлан
1171,sich fürchten::V,айх,ингъауслан
1172,fürchten::V,айх,хӏучӏ тӏун
1173,fliehen::V,зугтах,ака бан
1174,fliehen::V,гүйж очих,ака бан
1175,flüchten::V,оргох,лихъан
1176,sehen::V,үзэх,чӏалан
1177,anschauen::V,харах,урган
1178,ansehen::V,харах,буруглан
1179,hören::V,дуулах,баллан
1180,zuhören::V,чагнах,вичӏи дихьлан
1181,probieren::V,амсаж үзэх,тӏин ххал буллан
1182,riechen::V,үнэрлэх,ссунтӏа тӏун
1183,fühlen::V,мэдрэх,дакӏнил буслан
1184,scheinen::V,шиг үзэгдэх,ххан
1185,scheinen::V,шиг үзэгдэх,бизан
1186,scheinen::V,шиг үзэгдэх,ххан бикӏлай бикӏан
1187,zu sehen sein::V,үзэгдэх,
1188,zu sehen sein::V,харагдах,
1189,vernehmen::V,дуулах,баян
1190,frieren::V,даарах,лигьулул хъанан
1191,tun::V,хийх,бан
1192,tun::V,үйлдэх,бан
1193,können::V,болох,хьун
1194,wollen::V,хүсэх,
1195,anfangen::V,эхлэх,дайдишин
1196,beenden::V,дуусгах,къуртал бан
1197,aufhören::V,болих,кьабагьан
1198,aufhören::V,зогсох,кьабагьан
1199,gelingen::V,бүтэх,бюхъан
1200,geraten::V,илрэх,
1201,öffnen::V,нээх,тӏитӏин
1202,öffnen::V,тайлах,тӏитӏин
1203,schließen::V,хаах,лакьин
1204,stellen::V,тавих,дацӏан дан
1205,stellen::V,тавих,бишин
1206,stellen::V,босгох,дацӏан дан
1207,stellen::V,босгох,бишин
1208,setzen::V,суулгах,щяитан
1209,legen::V,хийх,бишин
1210,legen::V,тавих,бишин
1211,berühren::V,шүргэх,ка щун
1212,verbinden::V,залгах,бахӏин
1213,verbinden::V,залгах,дахӏин
1214,bedecken::V,бүрэх,ялтту бущин
1215,bedecken::V,бүрэх,ялтту бакьин
1216,aufhängen::V,өлгөх,лахъан
1217,aufhängen::V,дүүжлэх,лахъан
1218,anzünden::V,асаах,лахъан
1219,anzünden::V,ноцоох,лахъан
1220,aufheben::V,өргөх,гьаз бан
1221,zurücklassen::V,орхих,кьаитан
1222,zurücklassen::V,орхих,битан
1223,zurücklassen::V,үлдээх,кьаитан
1224,zurücklassen::V,үлдээх,битан
1225,verlieren::V,гээх,дакъа дан
1226,fallen lassen::V,унагах,рутан
1227,machen::V,хийх,дан
1228,machen::V,гаргах,дан
1229,herstellen::V,бүтээх,яраг ишла бувиу бан
1230,bauen::V,барих,дан
1231,reparieren::V,засах,дакьин дан
1232,reparieren::V,сэлбэх,дакьин дан
1233,verbessern::V,засах,ххуй дан
1234,verbessern::V,сайжруулах,ххуй дан
1235,ändern::V,өөрчлөх,баххана бан
1236,graben::V,малтах,дуклан
1237,beugen::V,бөгтийлгөх,лахӏан бан
1238,beugen::V,бөгтийлгөх,кьус бикӏан
1239,biegen::V,матах,баччин
1240,biegen::V,матах,лахӏан бан
1241,biegen::V,муруйлгах,баччин
1242,biegen::V,муруйлгах,лахӏан бан
1243,drehen::V,эргүүлэх,гьанан
1244,wenden::V,эргүүлэх,кӏура баен бан
1245,umdrehen::V,хөрвүүлэх,кӏура баен бан
1246,heben::V,өргөх,гьаз бан
1247,hochheben::V,өргөх,гьаз бан
1248,ergreifen::V,атгах,хъап дан
1249,ergreifen::V,атгах,хъап увиу угьан
1250,halten::V,барих,бугьлан
1251,drücken::V,дарах,кьюч бигьлан
1252,schieben::V,түлхэх,щун
1253,kratzen::V,хусах,
1254,kratzen::V,маажих,
1255,lecken::V,долоох,ланцӏа тӏун
1256,beißen::V,зуух,хъапа тӏун
1257,beißen::V,зуух,кьацӏа тӏун
1258,beißen::V,хазах,хъапа тӏун
1259,beißen::V,хазах,кьацӏа тӏун
1260,abreißen::V,таслах,буцан
1261,abschneiden::V,тайрах,бухъан
1262,abschneiden::V,тайрах,кьукьин
1263,binden::V,боох,бахӏин
1264,binden::V,боох,дахӏин
1265,binden::V,хүлэх,бахӏин
1266,binden::V,хүлэх,дахӏин
1267,stecken::V,шаах,
1268,stecken::V,шигтгэх,
1269,brechen::V,хугалах,гъагъан
1270,klopfen::V,цохих,кьутӏа тӏун
1271,klopfen::V,тогших,кьутӏа тӏун
1272,hauen::V,дэлдэх,рищун
1273,kleben::V,наах,лачӏун буллан
1274,reiben::V,нухах,ссуку буллан
1275,reiben::V,нидчих,ссуку буллан
1276,streichen::V,нялах,дугъан
1277,streichen::V,нялах,аьгъу дан
1278,streichen::V,түрхэх,дугъан
1279,streichen::V,түрхэх,аьгъу дан
1280,schleifen::V,билүүдэх,
1281,schleifen::V,гуранздах,
1282,schneiden::V,огтлох,духълан
1283,schneiden::V,огтлох,кьукьлан
1284,rütteln::V,холхнулах,
1285,schütteln::V,сэгсрэх,хъюлчу буллан
1286,schwenken::V,дэвэх,палцӏ дуллан
1287,schwenken::V,даллах,палцӏ дуллан
1288,schütten::V,цутгах,рутӏин
1289,schütten::V,аягалах,рутӏин
1290,füllen::V,дүүргэх,буцӏин бан
1291,einwickeln::V,боох,кай-кай бан
1292,einwickeln::V,ороох,кай-кай бан
1293,tragen::V,авчрах,ларсун занан
1294,tragen::V,авчрах,ларсун ачин
1295,schleppen::V,чирэх,ххилан
1296,ziehen::V,татах,
1297,aufbewahren::V,хадгалах,ядан
1298,aufbewahren::V,хадгалах,ядуллан
1299,werfen::V,хаях,личин
1300,werfen::V,шидэх,личин
1301,fangen::V,барих,бугьан
1302,fangen::V,барих,бугьлан
1303,packen::V,шүүрэх,
1304,verstecken::V,нуух,ладитан
1305,verstecken::V,нуух,кьюлтӏ дан
1306,verstecken::V,нуух,дахьлаган дан
1307,teilen::V,хуваах,бачӏин
1308,teilen::V,хуваах,бутӏа бан
1309,schicken::V,илгээх,тӏайла буккан
1310,schicken::V,явуулах,тӏайла буккан
1311,bringen::V,авчрах,диян дан
1312,bringen::V,аваачих,диян дан
1313,hinzufügen::V,нэмэх,ххи бан
1314,bekommen::V,хүлээн авах,ласун
1315,erhalten::V,хүлээн авах,ласун
1316,nehmen::V,авах,ласун
1317,wählen::V,сонгох,бувчӏин
1318,auswählen::V,шилэх,бувчӏин
1319,auswählen::V,шилэх,язи бугьан
1320,bewahren::V,гамнах,ядан
1321,behindern::V,саад хийх,дайщишруду дуллан
1322,behindern::V,тотгор болох,дайщишруду дуллан
1323,verderben::V,эвдэх,зия дан
1324,beschädigen::V,гэмтээх,зарал буллан
1325,zerbrechen::V,хагалах,гьагъан
1326,zerbrechen::V,хагалах,гьагъан бан
1327,zerbrechen::V,хага цохих,гьагъан
1328,zerbrechen::V,хага цохих,гьагъан бан
1329,zerreißen::V,урах,ххяхха дуккан
1330,zerstören::V,эвдэх,лекьан дан
1331,zerstören::V,сүйтгэх,лекьан дан
1332,verbrennen::V,шатаах,ччуччин
1333,geben::V,өгөх,дулун
1334,reichen::V,өгөх,дулун
1335,reichen::V,дамжуулах,дулун
1336,schenken::V,бэлэглэх,пишкаш дан
1337,schenken::V,бэлэглэх,багъишла дан
1338,schenken::V,бэлэглэх,ихӏсандалун дуллун
1339,versprechen::V,амлах,банна чин
1340,wünschen::V,ерөөх,
1341,loben::V,магтах,цӏа дан
1342,loben::V,сайшаах,цӏа дан
1343,küssen::V,озох,ппай тӏун
1344,küssen::V,үнсэх,ппай тӏун
1345,wiegen::V,бүүвэйлэх,гьуркку тӏун
1346,wiegen::V,бүүвэйлэх,гьуркку буллан
1347,wiegen::V,бүүвэйлэх,гьуркку бан
1348,zudecken::V,хучих,
1349,zudecken::V,бүтээх,
1350,wecken::V,сэрээх,чантӏ учин ан
1351,zeigen::V,үзүүлэх,ккаккан бан
1352,führen::V,хөтлөх,буцин
1353,lehren::V,заах,лахьхьин бан
1354,lehren::V,заах,лахьхьин буллан
1355,unterrichten::V,сургах,дарс дишаван
1356,aufziehen::V,өсгөх,хъуна ан
1357,aufziehen::V,өсгөх,тарбия ан
1358,aufziehen::V,хүмүүжүүлэх,хъуна ан
1359,aufziehen::V,хүмүүжүүлэх,тарбия ан
1360,leiten::V,удирдах,каялувшиву дан
1361,antreiben::V,шамдуулах,
1362,lassen::V,-уулах,
1363,einladen::V,залах,хъамалу оьвчин
1364,vereinigen::V,нэгтгэх,ца бан
1365,vereinigen::V,хамтруулах,ца бан
1366,besuchen::V,зочлох,ялун уххан
1367,treffen::V,учрах,хьуна бакьин
1368,treffen::V,дайралдах,хьуна бакьин
1369,sich versammeln::V,хуралдах,батӏин
1370,spielen::V,наадах,тӏуркӏу тӏун
1371,singen::V,дуулах,балай тӏун
1372,tanzen::V,бүжиглэх,къавтӏун
1373,sich trennen::V,салах,ппив хьун
1374,verlassen::V,хаях,увккун гьан
1375,retten::V,гэтэлгэх,ххассал бан
1376,bewachen::V,сахих,къарал бан
1377,schützen::V,хамгаалах,ябан
1378,verteidigen::V,хамгаалах,буруччин
1379,sich schlagen::V,зодолдох,биян
1380,schießen::V,харвах,битлан
1381,schießen::V,буу буудах,битлан
1382,siegen::V,ялах,ххув хьун
1383,siegen::V,ялах,ххувшаву ласун
1384,ärgern::V,уурлуулах,ссибизан уллан
1385,ärgern::V,уур хүргэх,ссибизан уллан
1386,schlagen::V,цохих,рищун
1387,treten::V,өшиглөх,
1388,stechen::V,хатгах,кьутӏин
1389,stoßen::V,ёврох,щун
