,Concept_ID,zh,ko
862,graben::V,挖,파다
863,beugen::V,弯下,구부리다
864,biegen::V,弯,굽히다
865,drehen::V,转动,회전
866,wenden::V,转动,회전시키다
867,umdrehen::V,转动,회전시키다
868,heben::V,举起,일으아키다
869,hochheben::V,抬高,틀어올리다
870,ergreifen::V,抓住,잡다
871,halten::V,拿着,잡다
872,drücken::V,压,누르다
873,schieben::V,推,밀다
874,kratzen::V,搔,긁다
875,lecken::V,舔,핥다
876,beißen::V,咬,물다
877,abreißen::V,撕下,
878,abschneiden::V,切断,귾어내다
879,binden::V,捆,매다
880,stecken::V,插,찌르다
881,brechen::V,断裂,금
882,klopfen::V,敲,치다
883,hauen::V,揍,때리다
884,kleben::V,粘,들러붙다
885,reiben::V,摩擦,문지르다
886,streichen::V,涂,쓰다듬다
887,schleifen::V,拖曳,갈다
888,schneiden::V,切,베다
889,rütteln::V,颠簸,흔들다
890,schütteln::V,摇动,흔들다
891,schwenken::V,摇动,흔들다
892,schütten::V,倒,따르다
893,füllen::V,填满,담다
894,einwickeln::V,包,싸다
895,tragen::V,提,지우다
896,schleppen::V,扛,끌다
897,ziehen::V,拉,당기다
898,aufbewahren::V,保存,간직하다
899,werfen::V,扔,던지다
900,fangen::V,捕捉,밥다
901,packen::V,抓住,쥐다
902,verstecken::V,藏,숨기다
903,teilen::V,分,나누다
904,schicken::V,派遣,보내다
905,bringen::V,带来,가겨
906,hinzufügen::V,添加,부가하다
907,bekommen::V,得到,얻다
908,erhalten::V,接到,지니다
909,nehmen::V,拿,잡다
910,wählen::V,挑选,선거하다
911,auswählen::V,选择,선출하다
912,bewahren::V,保持,저장보종
913,behindern::V,防碍,훼방하다
914,verderben::V,败坏,못쓰게 되다
915,beschädigen::V,损坏,상하게하다
916,zerbrechen::V,破碎,깨뜨리다
917,zerreißen::V,撕碎,잡아쫓다
918,zerstören::V,毁坏,파괴하다
919,verbrennen::V,燃烧,소실하다
920,geben::V,给,주다
921,reichen::V,递给,내일다
922,schenken::V,赠送,주다
923,versprechen::V,许诺,약속하다
924,wünschen::V,祝,바라다
925,loben::V,表扬,칭찬하다
926,küssen::V,亲,키스하다
927,wiegen::V,轻摇,어르다
928,zudecken::V,盖上,뚜꺼을하다
929,wecken::V,唤起,깨우다
930,zeigen::V,指,보이다
931,führen::V,带领,가게하다
932,lehren::V,教,가르치다
933,unterrichten::V,讲课,가르지다
934,aufziehen::V,抚养,사육하다
935,leiten::V,领导,이끌다
936,antreiben::V,催促,몰다
937,lassen::V,让,내버려두다
938,einladen::V,邀请,초청하다
939,vereinigen::V,统一,하나로하다
940,besuchen::V,参观,방문하다
941,treffen::V,会面,만나다
942,sich versammeln::V,聚集,조립하다
943,spielen::V,玩,눌다
944,singen::V,唱歌,노래하다
945,tanzen::V,跳舞,춤추하다
946,sich trennen::V,分别,가르다
947,verlassen::V,离开,버림받은
948,retten::V,救,구조하다
949,bewachen::V,守卫,치키다
950,schützen::V,保护,보호하다
951,verteidigen::V,保卫,막다
952,sich schlagen::V,打架,치다
953,schießen::V,射击,쏘다
954,siegen::V,获胜,이기다
955,ärgern::V,激怒,성을내게하다
956,schlagen::V,打,치다
957,treten::V,踢,디디다
958,stechen::V,刺,찌르다
959,stoßen::V,撞,찌르다
960,stehlen::V,盗窃,훔치다
961,stören::V,干扰,움직이다
962,belästigen::V,打搅,괴롭히다
963,verbergen::V,隐藏,숨기다
964,täuschen::V,欺骗,속이다
965,betrügen::V,欺骗,속이다
966,töten::V,杀,죽이다
967,wohnen::V,居住,실다
968,arbeiten::V,工作,일하다
969,sammeln::V,收集,모으다
970,pflücken::V,采,꿔다
971,jagen::V,打猎,사냥하다
972,fischen::V,捕鱼,고기를잡다
973,fassen::V,捉住,움켜쥐다
974,hüten::V,守护,망보다
975,treiben::V,漂,몰아세우다
976,anbinden::V,拴,묶다
977,füttern::V,喂,사료를주다
978,melken::V,挤奶,젖을짜다
979,hacken::V,剁细,자르다
980,gießen::V,浇,물을대다
981,reifen::V,成熟,성숙하다
982,kochen::V,煮,요리하다
983,backen::V,烤,쿱다
984,braten::V,煎,굽다
985,umrühren::V,搅拌,교반하다
986,stricken::V,织,뜨개질하다
987,nähen::V,缝,꿰매다
988,färben::V,染色,채색하다
989,reinigen::V,清洁,청소하다
990,waschen::V,洗,씻다
991,abwischen::V,擦掉,닦다
992,spülen::V,清洗,씻다
993,fegen::V,扫,소체하다
994,kehren::V,打扫,청소하다
995,baden::V,给...洗澡,감다
996,sich waschen::V,洗澡,모믈 씻다
997,ausziehen::V,脱,벗다
998,anziehen::V,穿,끌어움직이다
999,sich anziehen::V,穿衣,
1000,kämmen::V,梳,빗다
1001,schmücken::V,装饰,치레하다
1002,sagen::V,说,말하다
1003,sprechen::V,说,말하다
1004,reden::V,讲,이야기하다
1005,sich unterhalten::V,聊天,
1006,fragen::V,问,질문하다
1007,bitten::V,请,원하다
1008,erzählen::V,叙述,이야기하다
1009,mitteilen::V,通知,이야기하다
1010,nennen::V,叫做,부르다
1011,rufen::V,叫,불러내다
1012,prahlen::V,吹牛,자랑하다
1013,übersetzen::V,翻译,번역하다
1014,denken::V,想,생각하다
1015,glauben::V,以为,믿다
1016,bemerken::V,发觉,인자하다
1017,erkennen::V,识别,인식하다
1018,begreifen::V,理解,파악하다
1019,verstehen::V,明白,이해하다
1020,lernen::V,学,배우다
1021,wissen::V,知道,알다
1022,sich erinnern an::V,回忆,상기하다
1023,vergessen::V,忘记,잊다
1024,messen::V,测量,측정하다
1025,zählen::V,数,세다
1026,rechnen::V,计算,게산하다
1027,lesen::V,读,읽다
1028,malen::V,画,그리다
1029,zeichnen::V,绘制,소묘하다
1030,schreiben::V,写,쓰다
1031,besitzen::V,占有,소유하다
1032,kaufen::V,买,사다
1033,verkaufen::V,卖,팔다
1034,bezahlen::V,付钱,지불하다
1035,zahlen::V,支付,치르다
1036,beherrschen::V,统治,지배하다
1037,ertragen::V,忍耐,참다
1038,vergebens::ADV,,헛되이
1039,klirren::V,,탁탁울리다
1040,rauschen::V,,솨솨
1041,rühren::V,,건드리다
1042,zubereiten::V,,조제하다
