,Concept_ID,ar,no
819,neunzig::NUM,تسعون,nitti
820,hundert::NUM,مئة,hundre
821,tausend::NUM,ألف,tusen
822,und::CNJ,و,og
823,oder::CNJ,أو,eller
824,stehen::V,وقف,stå
825,sitzen::V,جلس,sitte
826,liegen::V,رقد,ligge
827,hängen::V,تعلق,henge
828,werden::V,صار,bli
829,werden::V,أصبح,bli
830,passieren::V,حدث,skje
831,passieren::V,حدث,hende
832,beginnen::V,ابتدأ,begynne
833,enden::V,انتهى,ende
834,enden::V,انتهى,slutte
835,wechseln::V,تغير,veksle
836,aufgehen[Sonne]::V,شرق,stå opp
837,untergehen[Sonne]::V,غرب,gå ned
838,scheinen[Sonne]::V,أضاء,skinne
839,donnern::V,رعد,tordne
840,wehen::V,هب,blåse
841,strömen::V,جرى,strømme
842,fließen::V,سال,flyte
843,sich drehen::V,دار,dreie seg
844,schwanken::V,ترنح,svaie
845,schwingen::V,ترجح,svinge
846,fallen::V,سقط,falle
847,brennen::V,احترق,brenne
848,rauchen::V,دخن,ryke
849,regnen::V,أمطر,regne
850,gefrieren::V,تجمد,fryse
851,tauen::V,ذاب,tine
852,schmelzen::V,ذاب,smelte
853,trocknen::V,نشف,tørre
854,sieden::V,غلى,koke
855,faulen::V,فسد,råtne
856,verfaulen::V,تعفن,råtne
857,reißen::V,انقطع,briste
858,versinken::V,غرق,synke
859,versinken::V,غرق,synke ned
860,vergehen::V,مضى,forløpe
861,erscheinen::V,لاح,synes
862,erscheinen::V,ظهر,synes
863,verschwinden::V,غاب,forsvinne
864,sinken::V,هبط,synke
865,abnehmen::V,نقص,avta
866,abnehmen::V,نقص,minske
867,zunehmen::V,ازداد,tilta
868,steigen::V,صعد,stige
869,steigen::V,ارتفع,stige
870,wachsen::V,نما,gro
871,wachsen::V,نما,vokse
872,wachsen::V,نبت,gro
873,wachsen::V,نبت,vokse
874,glänzen::V,لمع,skinne
875,funkeln::V,تلألأ,tindre
876,lärmen::V,ضج,bråke
877,lärmen::V,صخب,bråke
878,läuten::V,قرع,ringe
879,klingeln::V,دق,ringe
880,klirren::V,قعقع,klirre
881,brausen::V,عج,bruse
882,rauschen::V,حف,suse
883,klingen::V,رن,lyde
884,klingen::V,رن,klinge
885,bellen::V,نبح,gjø
886,bellen::V,نبح,bjeffe
887,heulen::V,عوى,ule
888,blasen::V,نفخ,blåse
889,pfeifen::V,صفر,plystre
890,schreien::V,صرخ,skrike
891,stöhnen::V,أن,stønne
892,zittern::V,ارتعش,dirre
893,zittern::V,ارتعش,skjelve
894,leben::V,عاش,leve
895,geboren werden::V,ولد,fødes
896,atmen::V,تنفس,ånde
897,atmen::V,تنفس,puste
898,trinken::V,شرب,drikke
899,essen::V,أكل,spise
900,schlucken::V,جرع,svelge
901,müde werden::V,تعب,bli trett
902,einschlafen::V,نام,sovne
903,schlafen::V,نام,sove
904,aufwachen::V,استيقظ,våkne
905,aufstehen::V,قام,stå opp
906,sich erholen::V,استجم,bli bra
907,sich erholen::V,استجم,komme seg
908,krank werden::V,مرض,bli syk
909,krank sein::V,مرض,være syk
910,schmerzen::V,آلم,gjøre vondt
911,husten::V,كح,hoste
912,husten::V,سعل,hoste
913,genesen::V,نقه,komme seg
914,sterben::V,مات,dø
915,umkommen::V,هلك,omkomme
916,sich bewegen::V,تحرك,bevege seg
917,sich rühren::V,تحرك,røre på seg
918,sich erheben::V,قام,reise seg
919,sich setzen::V,جلس,sette sig
920,hinfallen::V,وقع,falle over ende
921,laufen::V,مشى,løpe
922,schreiten::V,خطا,skride
923,spazierengehen::V,تنزه,spasere
924,spazierengehen::V,تنزه,gå en tur
925,eilen::V,عجل,ile
926,sich beeilen::V,استعجل,skynde seg
927,sausen::V,أسرع,suse
928,rennen::V,عدا,løpe
929,rennen::V,ركض,løpe
930,springen::V,قفز,hoppe
931,springen::V,قفز,springe
932,klettern::V,تسلق,klatre
933,schaukeln::V,تأرجح,huske
934,kriechen::V,دب,krype
935,kriechen::V,زحف,krype
936,schwimmen::V,سبح,svømme
937,tauchen::V,غطس,dykke
938,rudern::V,جذف,ro
939,fahren::V,ركب,kjøre
940,fahren::V,سافر,kjøre
941,fliegen::V,طار,fly
942,gehen::V,سار,gå
943,gehen::V,ذهب,gå
944,weggehen::V,ذهب,gå bort
945,weggehen::V,انصرف,gå bort
946,abfahren::V,رحل,reise
947,anhalten::V,توقف,stanse
948,hineingehen::V,دخل,gå inn
949,eintreten::V,دخل,tre inn
950,kommen::V,أتى,komme
951,kommen::V,جاء,komme
952,ankommen::V,وصل,ankomme
953,ankommen::V,وصل,komme til
954,zurückkommen::V,عاد,komme tilbake
955,zurückkommen::V,رجع,komme tilbake
956,bleiben::V,مكث,bli
957,bleiben::V,مكث,forbli
958,warten::V,انتظر,vente
959,erwarten::V,ترقب,vente
960,erwarten::V,انتظر,vente
961,suchen::V,بحث,søke
962,finden::V,وجد,finne
963,versuchen::V,حاول,prøve
964,versuchen::V,حاول,forsøke
965,vorbereiten::V,أعد,forberede
966,vorbereiten::V,حضر,forberede
967,lieben::V,أحب,elske
968,mögen::V,أحب,like
969,lachen::V,ضحك,le
970,rühren::V,أثر,røre
971,weinen::V,بكى,gråte
972,schimpfen::V,سب,skjelle
973,schimpfen::V,شتم,skjelle
974,sich ärgern::V,زعل,ergre seg
975,sich fürchten::V,هاب,være redd
976,fürchten::V,خاف,være redd for
977,fürchten::V,خشي,være redd for
978,fliehen::V,هرب,rømme
979,fliehen::V,هرب,flykte
980,flüchten::V,فر,flykte
981,sehen::V,رأى,se
982,anschauen::V,نظر,se på
983,anschauen::V,نظر,betrakte
984,ansehen::V,نظر,anse
985,hören::V,سمع,høre
986,zuhören::V,أصغى,tilhøre
987,probieren::V,ذاق,smake
988,probieren::V,ذاق,smake på
989,riechen::V,شم,lukte
990,riechen::V,استنشق,lukte
991,fühlen::V,شعر,føle
992,scheinen::V,ظهر,se ut
993,zu sehen sein::V,ظهر,synes
994,vernehmen::V,سمع,få vite
995,frieren::V,بردان,fryse
996,tun::V,فعل,gjøre
997,können::V,قدر,kunne
998,können::V,استطاع,kunne
999,wollen::V,شاء,ville
1000,wollen::V,أراد,ville
1001,anfangen::V,بدأ,begynne
1002,beenden::V,أنهى,avslutte
1003,aufhören::V,توقف,slutte
1004,aufhören::V,توقف,holde opp
1005,aufhören::V,انقطع,slutte
1006,aufhören::V,انقطع,holde opp
1007,gelingen::V,نجح,lykkes
1008,geraten::V,طلع,bli
1009,öffnen::V,فتح,åpne
1010,schließen::V,أغلق,lukke
1011,schließen::V,أغلق,stenge
1012,stellen::V,وضع,stille
1013,stellen::V,أقام,stille
1014,setzen::V,أجلس,sette
1015,legen::V,وضع,legge
1016,berühren::V,مس,berøre
1017,berühren::V,لمس,berøre
1018,verbinden::V,ربط,forbinde
1019,verbinden::V,وصل,forbinde
1020,bedecken::V,غطى,dekke
1021,aufhängen::V,علق,henge
1022,aufhängen::V,علق,henge opp
1023,anzünden::V,أوقد,tenne
1024,anzünden::V,أوقد,antenne
1025,anzünden::V,أوقد,tenne på
1026,aufheben::V,لقط,løfte
1027,aufheben::V,لقط,ta opp
1028,zurücklassen::V,ترك,slippe tilbake
1029,verlieren::V,فقد,miste
1030,fallen lassen::V,أسقط,droppe
1031,fallen lassen::V,أسقط,la falle
1032,machen::V,فعل,lage
1033,machen::V,فعل,gjøre
1034,herstellen::V,صنع,fremstille
1035,herstellen::V,أنتج,fremstille
1036,bauen::V,بنى,bygge
1037,bauen::V,شيد,bygge
1038,reparieren::V,صلح,reparere
1039,verbessern::V,صحح,rette
1040,verbessern::V,صحح,forbedre
1041,ändern::V,غير,forandre
1042,graben::V,حفر,grave
1043,beugen::V,ثنى,bøye
1044,beugen::V,أحنى,bøye
1045,biegen::V,لوى,bøye
1046,drehen::V,أدار,dreie
1047,drehen::V,دور,dreie
1048,wenden::V,قلب,vende
1049,umdrehen::V,قلب,snu
1050,heben::V,رفع,heve
1051,hochheben::V,رفع,løfte
1052,ergreifen::V,مسك,gripe
1053,ergreifen::V,مسك,få tak i
1054,halten::V,مسك,holde
1055,drücken::V,ضغط,trykke
1056,schieben::V,حرك,skyve
1057,kratzen::V,خدش,klø
1058,kratzen::V,خدش,klore
1059,lecken::V,لعق,slikke
1060,beißen::V,عض,bite
1061,abreißen::V,قلع,rive av
1062,abschneiden::V,قطع,skjære av
1063,binden::V,ربط,binde
1064,stecken::V,دس,stikke
1065,brechen::V,كسر,bryte
1066,brechen::V,كسر,briste
1067,klopfen::V,طرق,banke
1068,hauen::V,ضرب,hogge
1069,kleben::V,ألصق,klistre
1070,reiben::V,حك,gni
1071,streichen::V,نشر,stryke
1072,schleifen::V,سن,slipe
1073,schneiden::V,قطع,klippe
1074,rütteln::V,رج,ruske
1075,schütteln::V,هز,riste
1076,schwenken::V,لوح,svinge
1077,schütten::V,صب,helle
1078,füllen::V,ملأ,fylle
1079,einwickeln::V,لف,vikle inn
1080,tragen::V,حمل,bære
1081,schleppen::V,سحب,slepe
1082,ziehen::V,سحب,dra
1083,ziehen::V,سحب,trekke
1084,aufbewahren::V,حفظ,oppbevare
1085,aufbewahren::V,حفظ,ta vare på
1086,werfen::V,رمى,kaste
1087,werfen::V,ألقى,kaste
1088,fangen::V,التقط,fange
1089,packen::V,مسك,gripe
1090,packen::V,مسك,gripe tak i
1091,verstecken::V,خبأ,gjemme
1092,teilen::V,قسم,dele
1093,schicken::V,بعث,sende
1094,schicken::V,أرسل,sende
1095,bringen::V,جلب,bringe
1096,hinzufügen::V,أضاف,tilføye
1097,bekommen::V,حصل,få
1098,erhalten::V,استلم,få
1099,nehmen::V,أخذ,ta
1100,wählen::V,اختار,velge
1101,auswählen::V,انتقى,velge ut
1102,bewahren::V,حافظ,bevare
1103,behindern::V,عاق,hindre
1104,behindern::V,عاق,forhindre
1105,verderben::V,أفسد,ødelegge
1106,beschädigen::V,أضر,skade
1107,zerbrechen::V,كسر,brekke i stykker
1108,zerreißen::V,مزق,rive i stykker
1109,zerstören::V,دمر,ødelegge
1110,verbrennen::V,حرق,brenne
1111,verbrennen::V,حرق,brenne opp
1112,geben::V,أعطى,gi
1113,reichen::V,ناول,rekke
1114,schenken::V,وهب,forære
1115,schenken::V,وهب,skjenke
1116,versprechen::V,وعد,love
1117,wünschen::V,تمنى,ønske
1118,loben::V,مدح,rose
1119,küssen::V,قبل,kysse
1120,wiegen::V,هدهد,vogge
1121,zudecken::V,غطى,dekke til
1122,wecken::V,أيقظ,vekke
1123,zeigen::V,أرى,vise
1124,führen::V,دل,føre
1125,lehren::V,علم,lære
1126,unterrichten::V,علم,undervise
1127,aufziehen::V,ربى,oppdra
1128,leiten::V,دل,lede
1129,leiten::V,أدار,lede
1130,antreiben::V,حث,drive på
1131,lassen::V,حدا,få til å
1132,einladen::V,دعا,be
1133,einladen::V,دعا,invitere
1134,vereinigen::V,وحد,forene
1135,besuchen::V,زار,besøke
1136,treffen::V,قابل,møte
1137,treffen::V,قابل,treffe
1138,sich versammeln::V,اجتمع,forsamles
1139,spielen::V,لعب,leke
1140,spielen::V,لعب,spille
1141,singen::V,غنى,synge
1142,tanzen::V,رقص,danse
1143,sich trennen::V,افترق,skilles
1144,verlassen::V,ترك,forlate
1145,retten::V,نجى,redde
1146,retten::V,أنقذ,redde
1147,bewachen::V,حرس,bevokte
1148,schützen::V,حمى,verne
1149,schützen::V,حمى,beskytte
1150,verteidigen::V,دافع,forsvare
1151,sich schlagen::V,تضارب,slåss
1152,schießen::V,أطلق,skyte
1153,siegen::V,انتصر,seire
1154,ärgern::V,أزعل,ergre
1155,schlagen::V,ضرب,
1156,treten::V,رفس,sparke
1157,stechen::V,شك,stikke
1158,stoßen::V,دفع,støte
1159,stehlen::V,سرق,stjele
1160,stören::V,ضايق,forstyrre
1161,belästigen::V,أزعج,plage
1162,belästigen::V,أزعج,sjenere
1163,verbergen::V,كتم,gjemme
1164,täuschen::V,خدع,villede
1165,betrügen::V,غش,bedra
1166,töten::V,قتل,drepe
1167,wohnen::V,سكن,bo
1168,arbeiten::V,عمل,arbeide
1169,arbeiten::V,اشتغل,arbeide
1170,sammeln::V,جمع,samle
1171,pflücken::V,جنى,plukke
1172,pflücken::V,قطف,plukke
1173,jagen::V,صاد,jage
1174,fischen::V,اصطاد,fiske
1175,fassen::V,قبض,fange
1176,hüten::V,رعى,vokte
1177,treiben::V,ساق,drive
1178,anbinden::V,ربط,feste
1179,füttern::V,علف,fore
1180,melken::V,حلب,melke
1181,hacken::V,فرم,hakke
1182,gießen::V,سقى,helle
1183,reifen::V,نضج,modne
1184,zubereiten::V,حضر,lage
1185,zubereiten::V,حضر,tilberede
1186,kochen::V,طبخ,koke
1187,backen::V,خبز,bake
1188,braten::V,قلى,steke
1189,braten::V,حمر,steke
1190,umrühren::V,قلب,røre om
1191,stricken::V,حاك,strikke
1192,nähen::V,خاط,sy
1193,färben::V,صبغ,farge
1194,färben::V,لون,farge
1195,reinigen::V,نظف,rense
1196,reinigen::V,نظف,gjøre ren
1197,waschen::V,غسل,vaske
1198,abwischen::V,مسح,tørke av
1199,spülen::V,شطف,spyle
1200,spülen::V,شطف,skylle
1201,fegen::V,كنس,feie
1202,kehren::V,كنس,koste
1203,baden::V,استحم,bade
1204,sich waschen::V,اغتسل,vaske seg
1205,ausziehen::V,خلع,ta av
1206,anziehen::V,لبس,ta på
1207,sich anziehen::V,اكتسى,kle på seg
1208,kämmen::V,مشط,gre
1209,kämmen::V,مشط,kjemme
1210,schmücken::V,زين,pynte
1211,schmücken::V,زين,smykke
1212,sagen::V,قال,si
1213,sprechen::V,تكلم,snakke
1214,reden::V,تكلم,tale
1215,reden::V,تكلم,snakke
1216,sich unterhalten::V,تحادث,samtale
1217,fragen::V,سأل,spørre
1218,bitten::V,رجا,be
1219,erzählen::V,حكي,fortelle
1220,mitteilen::V,بلغ,meddele
1221,nennen::V,سمى,kalle
1222,rufen::V,نادى,rope
1223,prahlen::V,فشر,skryte
1224,prahlen::V,تفاخر,skryte
1225,übersetzen::V,ترجم,oversette
1226,denken::V,فكر,tenke
1227,glauben::V,اعتقد,tro
1228,bemerken::V,لاحظ,bemerke
1229,bemerken::V,لاحظ,legge merke til
1230,erkennen::V,عرف,gjenkjenne
1231,begreifen::V,فهم,begripe
1232,begreifen::V,أدرك,begripe
1233,verstehen::V,فهم,forstå
1234,verstehen::V,فهم,skjønne
1235,lernen::V,درس,lære
1236,wissen::V,علم,vite
1237,sich erinnern an::V,تذكر,huske på
1238,vergessen::V,نسي,glemme
1239,messen::V,قاس,måle
1240,zählen::V,عد,telle
1241,zählen::V,أحصى,telle
1242,rechnen::V,حسب,regne
1243,lesen::V,قرأ,lese
1244,malen::V,صور,male
1245,zeichnen::V,رسم,tegne
1246,schreiben::V,كتب,skrive
1247,besitzen::V,حاز,eie
1248,besitzen::V,حاز,inneha
1249,besitzen::V,ملك,eie
1250,besitzen::V,ملك,inneha
1251,kaufen::V,اشترى,kjøpe
1252,verkaufen::V,باع,selge
1253,bezahlen::V,دفع,betale
1254,zahlen::V,سدد,betale
1255,beherrschen::V,حكم,beherske
1256,ertragen::V,أطاق,orke
1257,ertragen::V,تحمل,orke
