,Concept_ID,hi,tt
92,Atem::N,साँस,сулыш
93,Atem::N,श्वास,сулыш
94,Hunger::N,भूख,ачлык
95,Hunger::N,क्षुधा,ачлык
96,Träne::N,आँसू,яшь
97,Träne::N,अश्रु,яшь
98,Geschmack::N,स्वाद,тәм
99,Geschmack::N,स्वाद,зәвык
100,Geschmack::N,ज़ायक़ा,тәм
101,Geschmack::N,ज़ायक़ा,зәвык
102,Geruch::N,बू,ис
103,Geruch::N,गंध,ис
104,Schlaf::N,नींद,йокы
105,Schlaf::N,निद्रा,йокы
106,Traum::N,सपना,төш
107,Traum::N,स्वप्न,төш
108,Himmel::N,आकाश,күк
109,Himmel::N,आसमान,күк
110,Sonne::N,रवि,кояш
111,Sonne::N,सूरज,кояш
112,Sonne::N,सूर्य,кояш
113,Mond::N,चाँद,ай
114,Mond::N,चंद्र,ай
115,Stern::N,तारा,йолдыз
116,Stern::N,सितारा,йолдыз
117,Luft::N,हवा,һава
118,Luft::N,वायु,һава
119,Wind::N,पाद,җил
120,Welle::N,लहर,дулкын
121,Welle::N,तरंग,дулкын
122,Wasser::N,जल,су
123,Wasser::N,पानी,су
124,Stein::N,पत्थर,таш
125,Boden::N,मिट्टी,туфрак
126,Erde::N,भूमि,җир
127,Erde::N,ज़मीन,җир
128,Staub::N,धूल,тузан
129,Rauch::N,धूआँ,төтен
130,Rauch::N,धुम्र,төтен
131,Funke::N,चिनगारी,очкын
132,Funke::N,स्फुलिंग,очкын
133,Feuer::N,आग,ут
134,Feuer::N,आतिश,ут
135,Feuer::N,अग्नि,ут
136,Licht::N,रोशनी,якты
137,Licht::N,प्रकाश,якты
138,Schatten::N,छाया,күләгә
139,Schatten::N,परछाई,күләгә
140,Wetter::N,ऋतु,һава
141,Wetter::N,मौसम,һава
142,Nebel::N,धुँध,томан
143,Nebel::N,कुहरा,томан
144,Wolke::N,मेघ,болыт
145,Wolke::N,अभ्र,болыт
146,Regen::N,मेंह,яңгыр
147,Regen::N,बारिश,яңгыр
148,Schnee::N,हिम,кар
149,Schnee::N,बर्फ़,кар
150,Eis::N,हिम,боз
151,Eis::N,बर्फ़,боз
152,Frost::N,ठंड,суык
153,Frost::N,ठंड,салкын
154,Kälte::N,सर्दी,суык
155,Kälte::N,सर्दी,салкын
156,Kälte::N,शीतलता,суык
157,Kälte::N,शीतलता,салкын
158,Hitze::N,ताप,эсселек
159,Hitze::N,गरमी,эсселек
160,Raureif::N,पाला,бәс
161,Raureif::N,पाला,сыкы
162,Regenbogen::N,इंद्र-धनुष,салават күпере
163,Donner::N,गरज,күкрәү
164,Donner::N,मेघ-गर्जन,күкрәү
165,Strömung::N,बहाव,агыш'агым
166,Strömung::N,प्रवाह,агыш'агым
167,Tropfen::N,बूँद,тамчы
168,Schaum::N,झाग,күбек
169,Schmutz::N,गंद,пычрак
170,Schmutz::N,कीचड़,пычрак
171,See::N,झील,күл
172,See::N,सरोवर,күл
173,Sumpf::N,दलदल,саз
174,Sumpf::N,धँसान,саз
175,Moor::N,झाबर,торфлык
176,Moor::N,धँसान,торфлык
177,Wiese::N,घास-स्थल,болын
178,Wald::N,जंगल,урман
179,Hügel::N,टीला,калку
180,Hügel::N,पहाड़,калку
181,Anhöhe::N,टीला,үр
182,Anhöhe::N,पहाड़ी,үр
183,Berg::N,पहाड़,тау
184,Gipfel::N,शिखर,оч
185,Höhle::N,गुहा,мәгарә
186,Höhle::N,गुफ़ा,мәгарә
187,Abhang::N,ढाल,кабырга
188,Abhang::N,ढलान,кабырга
189,Quelle::N,चश्मा,чишмә
190,Bach::N,सोता,елга
191,Bach::N,नदिका,елга
192,Fluss::N,नदी,дәрья
193,Fluss::N,सरिता,дәрья
194,Ufer::N,तट,су кырые
195,Ufer::N,किनारा,су кырые
196,Küste::N,समुद्र-तट,яр буе
197,Festland::N,महाद्वीप,коры җир
198,Meer::N,सागर,диңгез
199,Meer::N,समुद्र,диңгез
200,Bucht::N,खाड़ी,бухта
201,Bucht::N,खाड़ी,култык
202,Insel::N,टापू,атау
203,Insel::N,टापू,утрау
204,Insel::N,द्वीप,атау
205,Insel::N,द्वीप,утрау
206,Blume::N,फूल,чәчкә
207,Blume::N,पुष्प,чәчкә
208,Gras::N,घास,үлән
209,Wurzel::N,मूल,тамыр
210,Baum::N,पेड़,агач
211,Baum::N,वृक्ष,агач
212,Stamm::N,धड़,кәүсә
213,Rinde::N,छाल,кабык
214,Rinde::N,वल्कल,кабык
215,Ast::N,डाल,ботак
216,Ast::N,शाखा,ботак
217,Zweig::N,टहनी,ботак
218,Zweig::N,टहनी,тармак
219,Blatt::N,पत्र,яфрак
220,Blatt::N,पत्ता,яфрак
221,Birke::N,भूर्ज,каен
222,Kiefer[Baum]::N,पाइन-वृक्ष,нарат
223,Weide[Baum]::N,बेंत,тал
224,Tanne::N,फ़र,чыршы
225,Horn::N,सींग,мөгез
226,Horn::N,विषाण,мөгез
227,Feder::N,पर,йон
228,Feder::N,पंख,йон
229,Fell::N,खाल,тире
230,Fell::N,पशु-चर्म,тире
231,Flügel::N,पंख,канат
232,Flügel::N,डैना,канат
233,Klaue::N,पंजा,тырнак
234,Kralle::N,पंजा,тырнак
235,Kralle::N,नाख़ून,тырнак
236,Schwanz::N,पूँछ,койрык
237,Ei::N,अंडा,күкәй
238,Ei::N,अंडा,йомырка
239,Nest::N,नीड़,оя
240,Nest::N,घोंसला,оя
241,Bau::N,बिल,өн
242,Bau::N,माँद,өн
243,Tier::N,पशु,хайван
244,Tier::N,जानवर,хайван
245,Herde::N,गल्ला,көтү
246,Kuh::N,गौ,сыер
247,Kuh::N,गाय,сыер
248,Bulle::N,साँड़,үгез
249,Pferd::N,अश्व,ат
250,Pferd::N,घोड़ा,ат
251,Schaf::N,भेड़,сарык
252,Schwein::N,शूकर,дуңгыз
253,Hund::N,श्वान,эт
254,Hund::N,कुत्ता,эт
255,Katze::N,बिल्ली,песи
256,Bär::N,रीछ,аю
257,Bär::N,भालू,аю
258,Eichhörnchen::N,गिलहरी,тиен
259,Elch::N,एल्क,поши
260,Fuchs::N,लोमड़ी,төлке
261,Hase::N,खरहा,куян
262,Hase::N,ख़रगोश,куян
263,Maus::N,मूष,тычкан
264,Maus::N,चूहा,тычкан
265,Wolf::N,वृक,бүре
266,Wolf::N,भेड़िया,бүре
267,Vogel::N,पक्षी,кош
268,Vogel::N,चिड़िया,кош
269,Schwarm::N,झुंड,көтү
270,Huhn::N,मुर्ग़ी,тавык
271,Hahn::N,मुर्ग़ा,әтәч
272,Gans::N,हंस,каз
273,Gans::N,हंसिनी,каз
274,Adler::N,उक़ाब,каракош
275,Ente::N,बतख़,үрдәк
276,Ente::N,बत्तक,үрдәк
277,Eule::N,उल्लू,ябалак
278,Kranich::N,सारस,торна
279,Kranich::N,क्रौंंच,торна
280,Krähe::N,काक,карга
281,Kuckuck::N,कोयल,күке
282,Kuckuck::N,कोयल,кәккүк
283,Kuckuck::N,कोकिल,күке
284,Kuckuck::N,कोकिल,кәккүк
285,Schwan::N,हंस,аккош
286,Schwan::N,मराल,аккош
287,Fisch::N,मछली,балык
288,Fisch::N,मत्स्य,балык
289,Barsch::N,पर्च,алабуга
290,Hecht::N,पाइक,чуртан
291,Schlange[Tier]::N,सर्प,елан
292,Wurm::N,कृमि,корт
293,Wurm::N,कीड़ा,корт
294,Spinne::N,लूता,үрмәкүч
295,Spinne::N,मकड़ी,үрмәкүч
296,Ameise::N,चींटी,кырмыска
297,Laus::N,जूँ,бет
298,Mücke::N,डाँस,черки
299,Mücke::N,डाँस,озынборын
300,Fliege::N,मक्खी,чебен
301,Fliege::N,मक्षिका,чебен
302,Schmetterling::N,तितली,күбәләк
303,Beere::N,बेरी,җиләк
304,Apfel::N,सेब,алма
305,Pilz::N,खुंबी,гөмбә
306,Zwiebel::N,प्याज़,суган
307,Zwiebel::N,प्याज़,суганбаш
308,Saat::N,बीज,орлык
309,Korn::N,दाना,иген
310,Korn::N,दाना,орлык
311,Heu::N,मूखी घास,печән
312,Schale::N,बकला,кабык
313,Schale::N,छिलका,кабык
314,Grube::N,गड्ढा,баз
315,Grube::N,गड्ढा,чокыр
316,Falle::N,जाल,тозак
317,Falle::N,जाल,капкын
318,Falle::N,फँदा,тозак
319,Falle::N,फँदा,капкын
320,Schlinge::N,फँदा,элмәк
321,Spur::N,सुराग़,эз
322,Spur::N,पद-चिह्न,эз
323,Asche::N,राख,көл
324,Dreck::N,मैल,пычрак
325,Dreck::N,गंदगी,пычрак
326,Eisen::N,लोहा,тимер
327,Gold::N,सोना,алтын
328,Gold::N,स्वर्ण,алтын
329,Silber::N,रजत,көмеш
330,Silber::N,चाँदी,көмеш
331,Kohle::N,कोयला,күмер
332,Glas::N,काँच,пыяла
333,Lehm::N,चिकनी मिट्टी,балчык
334,Sand::N,रेत,ком
335,Sand::N,बालू,ком
336,Mensch::N,मानव,адәм
337,Mensch::N,मानव,инсан
338,Mensch::N,इनसान,адәм
339,Mensch::N,इनसान,инсан
340,Mensch::N,मनुष्य,адәм
341,Mensch::N,मनुष्य,инсан
342,Mann::N,आदमी,ир
343,Mann::N,पुरुष,ир
344,Frau::N,औरत,хатын
345,Frau::N,महिला,хатын
346,Frau::N,स्त्री,хатын
347,Kind::N,बाल,бала
348,Kind::N,बच्चा,бала
349,Junge::N,लड़का,малай
350,Mädchen::N,लड़की,кыз
351,Mädchen::N,कुमारी,кыз
352,Familie::N,परिवार,гаилә
353,Großvater::N,दादा,бабай
354,Großmutter::N,नानी,әби
355,Eltern::N,माँ-बाप,ата-ана
356,Eltern::N,माता-पिता,ата-ана
357,Vater::N,बाप,ата
358,Vater::N,पिता,ата
359,Mutter::N,माँ,ана
360,Mutter::N,माता,ана
361,Sohn::N,बेटा,ул
362,Sohn::N,पुत्र,ул
363,Tochter::N,बेटी,кыз
364,Tochter::N,पुत्री,кыз
365,Bruder::N,भाई,кардәш
366,Bruder::N,भ्राता,кардәш
367,Schwester::N,बहन,апа
368,Schwester::N,बहन,сеңел
369,Schwester::N,भगिनी,апа
370,Schwester::N,भगिनी,сеңел
371,Onkel::N,ताऊ,дәдә
372,Onkel::N,ताऊ,дәдәй
373,Onkel::N,काका,дәдә
374,Onkel::N,काका,дәдәй
375,Tante::N,बूआ,түти
376,Tante::N,बूआ,тәтәй
377,Tante::N,फूफी,түти
378,Tante::N,फूफी,тәтәй
379,Tante::N,ख़ाला,түти
380,Tante::N,ख़ाला,тәтәй
381,Ehemann::N,पति,ир
382,Ehemann::N,शौहर,ир
383,Ehefrau::N,बीवी,хатын
384,Freude::N,आनंद,сөенеч
385,Freude::N,प्रसन्नता,сөенеч
386,Gelächter::N,हँसी,көлү
387,Gelächter::N,हँसी,көлеш
388,Gelächter::N,क़हक़हा,көлү
389,Gelächter::N,क़हक़हा,көлеш
390,Glück::N,आनंद,бәхет
391,Glück::N,ख़ुशी,бәхет
392,Kummer::N,शोक,хәсрәт
393,Kummer::N,दुःख,хәсрәт
394,Wunsch::N,इच्छा,теләк
395,Wunsch::N,अभिलाषा,теләк
396,Lust::N,चाह,теләк
397,Lust::N,चाह,теләү
398,Lust::N,कामना,теләк
399,Lust::N,कामना,теләү
400,Geist::N,जान,рух
401,Geist::N,प्राण,рух
402,Gedanke::N,विचार,уй
403,Gedanke::N,विचार,фикер
404,Gedächtnis::N,याददाश्त,хәтер
405,Gedächtnis::N,स्मरण-शक्ति,хәтер
406,Verstand::N,समझ,акыл
407,Verstand::N,अक़्ल,акыл
408,Verstand::N,बुद्धि,акыл
409,Sinn::N,अर्थ,мәгънә
410,Grund::N,वजह,сәбәп
411,Grund::N,कारण,сәбәп
412,Wahrheit::N,सत्य,хак
413,Wahrheit::N,सच्चाई,хак
414,Gespräch::N,चर्चा,әңгәмә
415,Gespräch::N,वार्ता,әңгәмә
416,Gespräch::N,बात-चीत,әңгәмә
417,Märchen::N,क़िस्सा,әкият
418,Erzählung::N,कथा,хикәя
419,Erzählung::N,कहानी,хикәя
420,Nachricht::N,सूचना,хәбәр
421,Nachricht::N,समाचार,хәбәр
422,Neuigkeit::N,ख़बर,яңалык
423,Neuigkeit::N,समाचार,яңалык
424,Name::N,नाम,исем
425,Rätsel::N,पहेली,табышмак
426,Rede::N,वचन,нотык
427,Rede::N,भाषण,нотык
428,Sprache::N,भाषा,тел
429,Sprache::N,ज़बान,тел
430,Stimme::N,स्वर,тавыш
431,Stimme::N,आवाज़,тавыш
432,Wort::N,शब्द,сүз
433,Wort::N,लफ़्ज़,сүз
434,Zeichen::N,निशान,ишарә
435,Ruf::N,पुकार,дәшү
436,Ruf::N,आह्वान,дәшү
437,Lärm::N,शोर,шау
438,Lärm::N,हुल्लड़,шау
439,Laut::N,स्वर,аваз
440,Laut::N,ध्वनि,аваз
441,Ton::N,सुर,шалтырату
442,Ton::N,स्वर,шалтырату
443,Lied::N,गीत,җыр
444,Ruhe::N,आराम,тынлык
445,Ruhe::N,ख़ामोशी,тынлык
446,Leute::N,लोग,халык
447,Volk::N,क़ौम,халык
448,Volk::N,प्रजा,халык
449,Arbeit::N,काम,эш
450,Arbeit::N,काम,хезмәт
451,Gast::N,अतिथि,кунак
452,Gast::N,मेहमान,кунак
453,Geschenk::N,उपहार,бүләк
454,Geschenk::N,तोहफ़ा,бүләк
455,Spiel::N,खेल,уен
456,Spiel::N,क्रीड़ा,уен
457,Gesellschaft::N,साथ,җәмгыять
458,Hilfe::N,मदद,ярдәм
459,Hilfe::N,मदद,булышлык
460,Hilfe::N,सहायता,ярдәм
461,Hilfe::N,सहायता,булышлык
462,Freund::N,मित्र,дус
463,Kamerad::N,साथी,иптәш
464,Kamerad::N,कामरेड,иптәш
465,Angelegenheit::N,बात,эш
466,Angelegenheit::N,मामला,эш
467,Anzahl::N,तादाद,микъдар
468,Anzahl::N,संख्या,микъдар
469,Art::N,तरह,төр
470,Art::N,क़िस्म,төр
471,Stück::N,फाँक,кисәк
472,Stück::N,टुकड़ा,кисәк
473,Teil::N,भाग,өлеш
474,Teil::N,हिस्सा,өлеш
475,Hälfte::N,अर्धभाग,ярым
476,Kreis::N,चक्कर,түгәрәк
477,Kreuz::N,सलीब,хач
478,Kreuz::N,सलीब,тәре
479,Kreuz::N,क्रूस,хач
480,Kreuz::N,क्रूस,тәре
481,Linie::N,लाइन,сызык
482,Strich::N,लकीर,сызык
483,Abstand::N,अंतर,ара
484,Abstand::N,फ़ासला,ара
485,Entfernung::N,दूरी,ераклык
486,Entfernung::N,फ़ासला,ераклык
487,Gegend::N,इलाक़ा,урын
488,Platz::N,जगह,бушлык
489,Platz::N,स्थान,бушлык
490,Ort::N,स्थल,урын
491,Ort::N,स्थान,урын
492,Seite::N,ओर,як
493,Seite::N,तरफ़,як
494,Mitte::N,बीच,урта
495,Mitte::N,मध्य,урта
496,Gegenstand::N,चीज़,нәрсә
497,Gegenstand::N,पदार्थ,нәрсә
498,Sache::N,चीज़,нәрсә
499,Sache::N,वस्तु,нәрсә
500,Rand::N,छोर,чит
501,Rand::N,उपांत,чит
502,Kante::N,कोर,кырый
503,Kante::N,किनारा,кырый
504,Ecke::N,कोना,почмак
505,Ecke::N,नुक्कड़,почмак
506,Spitze::N,नोक,оч
507,Ende::N,छोर,азак
508,Ende::N,सिरा,азак
509,Loch::N,छेद,тишек
510,Loch::N,सूराख़,тишек
511,Winkel::N,कोण,почмак
512,Winkel::N,कोना,почмак
513,Muster::N,नमूना,парча
514,Muster::N,डिज़ाइन,парча
515,Größe::N,परिमाण,зурлык
516,Größe::N,विस्तार,зурлык
517,Länge::N,लंबाई,озынлык
518,Höhe::N,ऊँचाई,биеклек
519,Höhe::N,उच्चता,биеклек
520,Gewicht::N,भार,авырлык
521,Gewicht::N,वज़न,авырлык
522,Menge::N,मात्रा,микъдар
523,Haufen::N,ढेर,өем
524,Haufen::N,अंबार,өем
525,Reihe::N,क़तार,рәт
526,Reihe::N,पंक्ति,рәт
527,Boot::N,नाव,каек
528,Boot::N,नाव,көймә
529,Boot::N,नौका,каек
530,Boot::N,नौका,көймә
531,Ruder::N,चप्पू,ишкәк
532,Schlitten::N,बर्फ़-गाड़ी,чана
533,Ski::N,स्की,чаңгы
534,Lagerfeuer::N,अलाव,костёр
535,Lagerfeuer::N,कैंप-फ़ायर,костёр
536,Last::N,भार,йөк
537,Gang::N,चाल,йөреш
538,Schritt::N,डग,адым
539,Schritt::N,क़दम,адым
540,Norden::N,उत्तर,төньяк
541,Süden::N,दक्खिन,көньяк
542,Westen::N,पश्चिम,көнбатыш
543,Osten::N,पूरब,шәрык
544,Osten::N,पूरब,көнчыгыш
545,Holz::N,काठ,агач
546,Holz::N,काष्ठ,агач
547,Brett::N,पटरा,такта
548,Brett::N,तख़्ता,такта
549,Platte::N,फलक,плитә
550,Platte::N,तख़्ता,плитә
551,Stütze::N,टेक,таяу
552,Stütze::N,थूनी,таяу
553,Stange::N,छड़,колга
554,Stange::N,बाँस,колга
555,Stock::N,लाठी,таяк
556,Stab::N,लग्गा,таяк
557,Rohr::N,नल,торба
558,Haus::N,घर,өй
559,Haus::N,घर,йорт
560,Haus::N,मकान,өй
561,Haus::N,मकान,йорт
562,Heim::N,घर,гаилә
563,Heim::N,घर,нәсел
564,Heim::N,गृह,гаилә
565,Heim::N,गृह,нәсел
566,Ofen::N,चूल्हा,мич
567,Fußboden::N,फ़र्श,идән
568,Tisch::N,मेज़,өстәл
569,Stuhl::N,कुरसी,утыргыч
570,Wiege::N,पालना,бишек
571,Wiege::N,हिंडोला,бишек
572,Bett::N,खाट,ятак
573,Bett::N,खाट,урын-җир
574,Bett::N,पलंग,ятак
575,Bett::N,पलंग,урын-җир
576,Regal::N,शेल्फ़,киштә
577,Regal::N,शेल्फ़,шүрлек
578,Kiste::N,पेटी,әрҗә
579,Kiste::N,डिब्बा,әрҗә
580,Fenster::N,खिड़की,тәрәзә
581,Tür::N,द्वार,ишек
582,Tür::N,दरवाज़ा,ишек
583,Tor::N,फाटक,капка
584,Zaun::N,बाड़ा,койма
585,Dach::N,छत,түбә
586,Dach::N,छप्पर,түбә
587,Leiter::N,सीढ़ी,баскыч
588,Besen::N,झाड़ू,себерке
589,Besen::N,बुहारी,себерке
590,Spaten::N,कुदाल,көрәк
591,Schaufel::N,बेलचा,көрәк
592,Schaufel::N,फावड़ा,көрәк
593,Gabel::N,काँटा,чәннечке
594,Löffel::N,चम्मच,кашык
595,Messer::N,छुरा,пычак
596,Messer::N,चाक़ू,пычак
597,Nagel::N,कील,кадак
598,Nagel::N,मेख़,кадак
599,Netz::N,जाल,челтәр
600,Haken::N,अंकुश,ыргак
601,Griff::N,मूठ,тотка
602,Griff::N,हत्था,тотка
603,Schloss::N,ताला,йозак
604,Bild::N,चित्र,рәсем
605,Bild::N,चित्र,картина
606,Figur::N,मूर्ति,сын
607,Figur::N,मूर्ति,фигура
608,Puppe::N,पुतली,курчак
609,Puppe::N,गुड़िया,курчак
610,Beutel::N,झोला,луза
611,Bündel::N,पुलिंदा,бәйләм
612,Tasche::N,बेग,букча
613,Tasche::N,बस्ता,букча
614,Eimer::N,बाल्टी,чиләк
615,Deckel::N,ढक्कन,капкач
616,Geschirr::N,बरतन-भाँड़े,савыт-саба
617,Geschirr::N,बरतन-भाँड़े,кашык-аяк
618,Sack::N,बोरा,капчык
619,Tasse::N,प्याला,чынаяк
620,Topf::N,देग़चा,чүлмәк
621,Kessel::N,देग़,казан
622,Kessel::N,बटलोई,казан
623,Essen::N,खाना,ашау
624,Nahrung::N,भोजन,азык
625,Nahrung::N,भोजन,тәгам
626,Nahrung::N,भोजन,ашамлык
627,Speise::N,खाना,ризык
628,Speise::N,व्यंजन,ризык
629,Fleisch::N,मांस,ит
630,Fleisch::N,गोश्त,ит
631,Getreide::N,अनाज,ашлык
632,Brei::N,भरता,ботка
633,Brei::N,दलिया,ботка
634,Brot::N,रोटी,ипи
635,Brot::N,रोटी,икмәк
636,Scheibe::N,कतला,телем
637,Fett::N,वसा,май
638,Fett::N,चरबी,май
639,Butter::N,मक्खन,май
640,Öl::N,तेल,май
641,Salz::N,नमक,тоз
642,Suppe::N,सूप,шулпа
643,Suppe::N,शोरबा,шулпа
644,Honig::N,शहद,бал
645,Milch::N,दूध,сөт
646,Tee::N,चाय,чәй
647,Leder::N,चमड़ा,күн
648,Wolle::N,ऊन,йон
649,Stoff::N,कपड़ा,тукыма
650,Nadel::N,सूई,энә
651,Faden::N,डोरा,җеп
652,Knopf::N,बटन,төймә
653,Knopf::N,घुंडी,төймә
654,Knoten::N,गाँठ,төен
655,Knoten::N,गुत्थी,төен
656,Farbe::N,रंग,буяу
657,Farbe::N,वर्ण,буяу
658,Kleidung::N,पहनावा,кием
659,Hemd::N,कुरता,күлмәк
660,Hemd::N,क़मीज़,күлмәк
661,Kragen::N,गरदनी,яка
662,Kragen::N,गरेबान,яка
663,Ärmel::N,आस्तीन,җиң
664,Hose::N,पैंट,чалбар
665,Hose::N,पतलून,чалбар
666,Gürtel::N,पेटी,билбау
667,Gürtel::N,मेखला,билбау
668,Mütze::N,टोपी,бүрек
669,Schuh::N,जूता,башмак
670,Stiefel::N,बूट,итек
671,Ring::N,अँगूठी,балдак
672,Band::N,पट्टी,тасма
673,Kamm::N,कंघी,тарак
674,Spiegel::N,आईना,көзге
675,Spiegel::N,दर्पण,көзге
676,Riemen::N,तसमा,каеш
677,Riemen::N,पट्टा,каеш
678,Schnur::N,डोरी,бау
679,Schnur::N,सुतली,бау
680,Leine::N,रस्सी,тезген
681,Decke::N,रज़ाई,юрган
682,Kissen::N,तकिया,мендәр
683,Kissen::N,गाद्दा,мендәр
684,Tuch::N,रूमाल,яулык
685,Tuch::N,वस्त्र,яулык
686,Handtuch::N,अँगोछा,сөлгә
687,Kraft::N,ज़ोर,егәр
688,Kraft::N,ज़ोर,дәрман
689,Kraft::N,शक्ति,егәр
690,Kraft::N,शक्ति,дәрман
691,Stärke::N,बल,көч
692,Stärke::N,बल,дәрман
693,Stärke::N,ताक़त,көч
694,Stärke::N,ताक़त,дәрман
695,Gesundheit::N,स्वास्थ्य,саулык
696,Gesundheit::N,तंदुरुस्ती,саулык
697,Krankheit::N,रोग,чир
698,Krankheit::N,रोग,хаста
699,Krankheit::N,रोग,сырхау
700,Krankheit::N,बीमारी,чир
701,Krankheit::N,बीमारी,хаста
702,Krankheit::N,बीमारी,сырхау
703,Schmerz::N,दर्द,авырту
704,Schmerz::N,पीड़ा,авырту
705,Wunde::N,घाव,яра
706,Wunde::N,घाव,җәрәхәт
707,Wunde::N,ज़ख़्म,яра
708,Wunde::N,ज़ख़्म,җәрәхәт
709,Fieber::N,ज्वर,бизгәк
710,Fieber::N,बुख़ार,бизгәк
711,Arznei::N,दवा,дару
712,Arznei::N,औषाधि,дару
713,Brücke::N,पुल,күпер
714,Brücke::N,सेतु,күпер
715,Brunnen::N,कुआँ,кое
716,Weide::N,चरागाह,утлавык
717,Pfad::N,पथ,сукмак
718,Pfad::N,पगडंडी,сукмак
719,Weg::N,मार्ग,юл
720,Straße::N,राह,урам
721,Straße::N,रास्ता,урам
722,Dorf::N,गाँव,авыл
723,Dorf::N,ग्राम,авыл
724,Stadt::N,शहर,шәһәр
725,Brief::N,ख़त,хат
726,Brief::N,पत्र,хат
727,Brief::N,चिट्ठी,хат
728,Buch::N,किताब,китап
729,Buch::N,पुस्तक,китап
730,Buchstabe::N,अक्षर,хәреф
731,Zeitung::N,अख़बार,газет
732,Zeitung::N,अख़बार,газета
733,Zeitung::N,समाचार-पत्र,газет
734,Zeitung::N,समाचार-पत्र,газета
735,Leben::N,जीवन,гомер
736,Leben::N,जीवन,тормыш
737,Leben::N,जीवन,тереклек
738,Leben::N,ज़िंदगी,гомер
739,Leben::N,ज़िंदगी,тормыш
740,Leben::N,ज़िंदगी,тереклек
741,Tod::N,मौत,үлем
742,Tod::N,मृत्यु,үлем
743,Grab::N,क़ब्र,гүр
744,Grab::N,क़ब्र,кабер
745,Kirche::N,चर्च,чиркәү
746,Kirche::N,गिरजा,чиркәү
747,Sünde::N,पाप,язык
748,Sünde::N,पाप,гөнаһ
749,Sünde::N,गुनाह,язык
750,Sünde::N,गुनाह,гөнаһ
751,Gott::N,देव,алла
752,Gott::N,देव,ходай
753,Gott::N,ईश्वर,алла
754,Gott::N,ईश्वर,ходай
755,Arbeiter::N,मज़दूर,эшче
756,Chef::N,अध्यक्ष,башлык
757,Meister::N,शिल्पज्ञ,оста
