,Concept_ID,hr,myv
830,zusammen::ADV,skupa,вейс
831,zusammen::ADV,skupa,вейсэ
832,zusammen::ADV,zajedno,вейс
833,zusammen::ADV,zajedno,вейсэ
834,lange::ADV,dugo,кувать
835,plötzlich::ADV,naglo,апак учо
836,plötzlich::ADV,iznenada,апак учо
837,sofort::ADV,odmah,курок
838,sofort::ADV,odmah,нейке
839,später::ADV,kasnije,мейле
840,jetzt::ADV,sad,ней
841,jetzt::ADV,sada,ней
842,heute::ADV,danas,течи
843,morgen::ADV,sutra,ванды
844,bald::ADV,skoro,курок
845,bald::ADV,doskora,курок
846,dann::ADV,zatim,мейле
847,dann::ADV,zatim,седе мейле
848,gestern::ADV,juče,исяк
849,gestern::ADV,jučer,исяк
850,einst::ADV,negda,весть
851,einst::ADV,negda,зярдо-бути
852,einst::ADV,nekada,весть
853,einst::ADV,nekada,зярдо-бути
854,damals::ADV,tada,сестэ
855,damals::ADV,onda,сестэ
856,danach::ADV,poslije,мейле
857,danach::ADV,poslije,седе мейле
858,danach::ADV,nakon toga,мейле
859,danach::ADV,nakon toga,седе мейле
860,vorher::ADV,prije,васняяк
861,vorher::ADV,prije toga,васняяк
862,zuerst::ADV,prvo,васня
863,zuerst::ADV,najprije,васня
864,einmal::ADV,jednom,весть
865,einmal::ADV,jedanput,весть
866,manchmal::ADV,katkad,лиясто
867,manchmal::ADV,katkada,лиясто
868,oft::ADV,često,сеетьстэ
869,immer::ADV,vazda,свал
870,immer::ADV,uvijek,свал
871,niemals::ADV,nikad,а зярдояк
872,niemals::ADV,nikada,а зярдояк
873,hier::ADV,tu,тесэ
874,hier::ADV,ovdje,тесэ
875,hierhin::ADV,amo,тей
876,hierhin::ADV,ovamo,тей
877,von hier::ADV,odavde,тестэ
878,dort::ADV,ondje,тосо
879,dorthin::ADV,onamo,тов
880,geradeaus::ADV,ravno,витьстэ
881,vorwärts::ADV,naprijed,икелев
882,rückwärts::ADV,natrag,мекев
883,zurück::ADV,nazad,мекев
884,zurück::ADV,natrag,мекев
885,unten::ADV,dolje,ало
886,hinab::ADV,nizbrdo,алов
887,oben::ADV,gore,вере
888,hinauf::ADV,uzbrdo,верев
889,überall::ADV,svuda,эрьва косо
890,überall::ADV,svagdje,эрьва косо
891,nicht::ADV,ne,а
892,ein wenig::ADV,malo,аламошка
893,kaum::ADV,tek,ансяк
894,kaum::ADV,jedva,ансяк
895,sehr::ADV,jako,пек
896,sehr::ADV,jako,вельть
897,sehr::ADV,veoma,пек
898,sehr::ADV,veoma,вельть
899,so::ADV,tako,истя
900,so::ADV,ovako,истя
901,noch::ADV,još,таго
902,nur::ADV,samo,ансяк
903,schon::ADV,već,уш
904,wieder::ADV,opet,таго
905,wieder::ADV,ponovo,таго
906,vergebens::ADV,uzalud,стяко
907,vergebens::ADV,zabadava,стяко
908,vor::PRP,pred,икеле
909,vor::PRP,ispred,икеле
910,hinter::PRP,za,вельде
911,hinter::PRP,iza,вельде
912,unter::PRP,pod,ало
913,unter::PRP,ispod,ало
914,durch::PRP,po,пачк
915,durch::PRP,kroz,пачк
916,neben::PRP,kraj,вакссо
917,neben::PRP,pored,вакссо
918,neben::PRP,pokraj,вакссо
919,zwischen::PRP,među,ютксо
920,zwischen::PRP,između,ютксо
921,wegen::PRP,radi,кис
922,wegen::PRP,radi,коряс
923,wegen::PRP,radi,кувалт
924,wegen::PRP,zbog,кис
925,wegen::PRP,zbog,коряс
926,wegen::PRP,zbog,кувалт
927,dies::PRN,ovo,те
928,das::PRN,to,те
929,das::PRN,to,тона
930,das::PRN,ono,те
931,das::PRN,ono,тона
932,alles::PRN,sve,весе
933,alles::PRN,sve,весемесь
934,ich::PRN,ja,мон
935,du::PRN,ti,тон
936,er::PRN,on,сон
937,wir::PRN,mi,минь
938,ihr::PRN,vi,тынь
939,sie::PRN,oni,сынь
940,was::FPRN,što,мезе
941,wer::FPRN,tko,ки
942,wo::FADV,gdje,косо
943,wohin::FADV,kuda,ков
944,wohin::FADV,kuda,козо
945,wohin::FADV,kamo,ков
946,wohin::FADV,kamo,козо
947,wie::FADV,kako,кода
948,warum::FADV,zašto,мекс
949,wieviel::FNUM,koliko,зяро
950,eins::NUM,jedan,вейке
951,zwei::NUM,dva,кавто
952,drei::NUM,tri,колмо
953,vier::NUM,četiri,ниле
954,fünf::NUM,pet,вете
955,sechs::NUM,šest,кото
956,sieben::NUM,sedam,сисем
957,acht::NUM,osam,кавксо
958,neun::NUM,devet,вейксэ
959,zehn::NUM,deset,кемень
960,elf::NUM,jedanaest,кевейкее
961,zwölf::NUM,dvanaest,кемгавтово
962,zwanzig::NUM,dvadeset,комсь
963,dreißig::NUM,trideset,колоньгемень
964,vierzig::NUM,četrdeset,ниленьгемень
965,fünfzig::NUM,pedeset,ведьгемень
966,sechzig::NUM,šezdeset,кодгемень
967,siebzig::NUM,sedamdeset,сизьгемень
968,achtzig::NUM,osamdeset,кавксоньгемень
969,neunzig::NUM,devetdeset,вейксэньгемень
970,hundert::NUM,sto,сядо
971,tausend::NUM,tisuća,тыща
972,und::CNJ,i,ды
973,und::CNJ,te,ды
974,oder::CNJ,ili,или
975,stehen::V,stajati,аштемс стядо
976,sitzen::V,sjediti,аштемс озадо
977,liegen::V,ležati,мадезь аштемс
978,hängen::V,visiti,нурьгемс
979,werden::V,postati,арамс
980,werden::V,činiti se,арамс
981,passieren::V,desiti se,лисэмс
982,passieren::V,dogoditi se,лисэмс
983,beginnen::V,početi,ушодомс
984,enden::V,prestati,лоткамс
985,enden::V,svršiti se,лоткамс
986,wechseln::V,mijenjati se,полавтнемс
987,aufgehen[Sonne]::V,izići,лисемс
988,aufgehen[Sonne]::V,izići,стямс
989,untergehen[Sonne]::V,zaći,валгомс
990,scheinen[Sonne]::V,sijati,валдомтомс
991,donnern::V,grmjeti,цярномс
992,donnern::V,grmjeti,галдордомс
993,wehen::V,duhati,пувамс
994,strömen::V,strujati,чудемс
995,fließen::V,teći,чудемс
996,sich drehen::V,obrtati se,велямс
997,sich drehen::V,vrtjeti se,велямс
998,schwanken::V,teturati,лыкамс
999,schwanken::V,teturati,якамс
1000,schwanken::V,kolebati se,лыкамс
1001,schwanken::V,kolebati se,якамс
1002,schwingen::V,njihati,нурсемс
1003,schwingen::V,njihati,лыкамс
1004,schwingen::V,titrati,нурсемс
1005,schwingen::V,titrati,лыкамс
1006,fallen::V,padati,прамс
1007,fallen::V,padati,сяворемс
1008,brennen::V,gorjeti,паломс
1009,rauchen::V,dimiti se,качадомс
1010,regnen::V,kišiti,пиземс
1011,regnen::V,daždjeti,пиземс
1012,gefrieren::V,smrznuti se,кельмемс
1013,tauen::V,kopnjeti,соламс
1014,tauen::V,kraviti se,соламс
1015,schmelzen::V,topiti se,соламс
1016,trocknen::V,sušiti se,коськемс
1017,sieden::V,kipjeti,лакамс
1018,sieden::V,kipjeti,пиксемс
1019,sieden::V,ključati,лакамс
1020,sieden::V,ključati,пиксемс
1021,faulen::V,gnjiti,наксадомс
1022,verfaulen::V,sagnjiti,наксадомс
1023,reißen::V,otrgnuti se,сезневемс
1024,versinken::V,tonuti,ваямс
1025,versinken::V,propasti,ваямс
1026,vergehen::V,prolaziti,ютамс
1027,erscheinen::V,pojaviti se,лисемс
1028,verschwinden::V,nestati,ёмамс
1029,verschwinden::V,izgubiti se,ёмамс
1030,sinken::V,trgnuti,явамс
1031,sinken::V,spustiti se,явамс
1032,abnehmen::V,opasti,киремемс
1033,zunehmen::V,povećati se,ламолгадомс
1034,zunehmen::V,povećati se,раштамс
1035,steigen::V,uzići,куземс
1036,steigen::V,uzići,кепсевемс
1037,steigen::V,nadoći,куземс
1038,steigen::V,nadoći,кепсевемс
1039,wachsen::V,rasti,касомс
1040,glänzen::V,blistati,цитнемс
1041,glänzen::V,sjati se,цитнемс
1042,funkeln::V,svjetlucati,пиндолдомс
1043,funkeln::V,svjetlucati,цивтёрдомс
1044,lärmen::V,bučati,шалномс
1045,lärmen::V,galamiti,шалномс
1046,läuten::V,zvoniti,гайгезевемс
1047,klingeln::V,zvoniti,чавомс баягас
1048,klirren::V,zvečati,калдордомс
1049,klirren::V,zvečati,кальцяемс
1050,brausen::V,hujati,лакамс
1051,rauschen::V,šumiti,лажномс
1052,rauschen::V,šuškati,лажномс
1053,klingen::V,zvučati,гайгемс
1054,bellen::V,lajati,онгомс
1055,heulen::V,zavijati,урномс
1056,blasen::V,puhati,пувамс
1057,pfeifen::V,fućkati,вешкемс
1058,schreien::V,vikati,пижнемс
1059,schreien::V,kričati,пижнемс
1060,stöhnen::V,stenjati,кувсемс
1061,zittern::V,drhtati,тарномс
1062,zittern::V,trepetati,тарномс
1063,leben::V,živjeti,эрямс
1064,geboren werden::V,roditi se,чачомс
1065,atmen::V,disati,лексемс
1066,trinken::V,piti,симемс
1067,essen::V,jesti,ярсамс
1068,schlucken::V,gutati,нилемс
1069,schlucken::V,gutati,порнемс
1070,müde werden::V,umoriti se,сиземс
1071,einschlafen::V,usnuti,матедевемс
1072,einschlafen::V,zaspati,матедевемс
1073,schlafen::V,spati,удомс
1074,aufwachen::V,probuditi se,сыргоземс
1075,aufstehen::V,ustati,стямс
1076,sich erholen::V,odmoriti se,оймсемс
1077,krank werden::V,oboljeti se,сэредезевемс
1078,krank werden::V,razboljeti se,сэредезевемс
1079,krank sein::V,bolovati,сэредемс
1080,schmerzen::V,boljeti,сэредемс
1081,husten::V,kašljati,козомс
1082,genesen::V,ozdraviti,пичкамс
1083,genesen::V,oporaviti se,пичкамс
1084,sterben::V,umrijeti,куломс
1085,umkommen::V,skapati,чавовомс
1086,umkommen::V,skapati,ёмамс
1087,sich bewegen::V,gibati se,шаштомс
1088,sich bewegen::V,kretati se,шаштомс
1089,sich rühren::V,maknuti se,сыргамс
1090,sich erheben::V,dići se,куземс
1091,sich setzen::V,sjesti,озамс
1092,hinfallen::V,pasti,прамс
1093,hinfallen::V,pasti,сяворемс
1094,laufen::V,hodati,якамс
1095,schreiten::V,stupati,эскелямс
1096,schreiten::V,stupati,молемс
1097,spazierengehen::V,šetati se,якамс
1098,eilen::V,hitati,эрзкалемс
1099,eilen::V,hitati,капшамс
1100,sich beeilen::V,požuriti se,капшамс
1101,sausen::V,juriti,ливтямс
1102,rennen::V,trčati,чийнемс
1103,rennen::V,trčati,ардтнемс
1104,springen::V,skakati,кирнявтнемс
1105,klettern::V,popeti se,куземс
1106,klettern::V,penjati se,куземс
1107,schaukeln::V,ljuljati se,нурямс
1108,kriechen::V,puzati,ёзмолдомс
1109,kriechen::V,gmizati,ёзмолдомс
1110,schwimmen::V,plivati,уемс
1111,tauchen::V,roniti,чопавтомс
1112,tauchen::V,roniti,чопавтнемс
1113,tauchen::V,gnjuriti,чопавтомс
1114,tauchen::V,gnjuriti,чопавтнемс
1115,rudern::V,veslati,миледемс
1116,fahren::V,voziti se,ардомс
1117,fliegen::V,letjeti,ливтямс
1118,fliegen::V,lijetati,ливтямс
1119,gehen::V,ići,туемс
1120,gehen::V,ići,молемс
1121,weggehen::V,otići,туемс
1122,abfahren::V,krenuti,туемс
1123,abfahren::V,otputovati,туемс
1124,anhalten::V,stati,лоткамс
1125,anhalten::V,zaustaviti,лоткамс
1126,hineingehen::V,ulaziti,совамс
1127,eintreten::V,ući,совамс
1128,eintreten::V,ući,эскельдямс
1129,kommen::V,doći,самс
1130,ankommen::V,stići,самс
1131,ankommen::V,stići,пачкодемс
1132,zurückkommen::V,vratiti se,велявтомс
1133,zurückkommen::V,povratiti se,велявтомс
1134,bleiben::V,ostati,кадовомс
1135,warten::V,čekati,учомс
1136,erwarten::V,očekivati,учомс
1137,suchen::V,tražiti,вешнемс
1138,finden::V,naći,муемс
1139,versuchen::V,pokušati,варштамс
1140,vorbereiten::V,spremiti,анокстамс
1141,vorbereiten::V,pripremiti,анокстамс
1142,lieben::V,voljeti,вечкемс
1143,mögen::V,voljeti,вечкемс
1144,lachen::V,smijati se,пейдемс
1145,rühren::V,taknuti,токамс седейс
1146,weinen::V,plakati,авардемс
1147,schimpfen::V,psovati,сёвномс
1148,sich ärgern::V,ljutiti se,кежиявтнемс
1149,sich fürchten::V,bojati se,пелемс
1150,fürchten::V,bojati se,пелемс
1151,fliehen::V,pobjeći,оргодемс
1152,flüchten::V,utjeći,ворьгодемс
1153,flüchten::V,utjeći,чадомс
1154,sehen::V,vidjeti,неемс
1155,anschauen::V,ogledati,ваномс
1156,ansehen::V,gledati,ваномс
1157,hören::V,čuti,марямс
1158,zuhören::V,slušati,кунсоломс
1159,probieren::V,probati,варшамс
1160,riechen::V,osjećati miris,никсемс
1161,fühlen::V,osjećati,марямс
1162,scheinen::V,činiti se,марявомс
1163,zu sehen sein::V,biti vidljiv,неявомс
1164,vernehmen::V,saznati,марямс
1165,frieren::V,zima je,кельмемс
1166,tun::V,raditi,теемс
1167,können::V,moći,маштомс
1168,wollen::V,htjeti,бажамс
1169,anfangen::V,početi,кармамс
1170,beenden::V,svršiti,прядомс
1171,beenden::V,dovršiti,прядомс
1172,aufhören::V,prestati,лоткамс
1173,gelingen::V,uspjeti,удаламс
1174,geraten::V,desiti se,лисемс
1175,öffnen::V,otvoriti,панжомс
1176,schließen::V,zatvoriti,пекстамс
1177,schließen::V,zatvoriti,сёлгомс
1178,schließen::V,zatvoriti,конямс
1179,stellen::V,metnuti,аравтомс
1180,stellen::V,postaviti,аравтомс
1181,setzen::V,posaditi,ойсевтемс
1182,setzen::V,posaditi,озавтнемс
1183,legen::V,polagati,путомс
1184,berühren::V,doticati,токамс
1185,berühren::V,dodirivati,токамс
1186,verbinden::V,spojiti,содомс
1187,verbinden::V,zavezati,содомс
1188,bedecken::V,pokriti,вельтямс
1189,aufhängen::V,objesiti,понгавтомс
1190,anzünden::V,upaliti,кирвастемс
1191,anzünden::V,zapaliti,кирвастемс
1192,aufheben::V,podići,кепедемс
1193,aufheben::V,podignuti,кепедемс
1194,zurücklassen::V,ostaviti,кадомс
1195,zurücklassen::V,pustiti natrag,кадомс
1196,verlieren::V,izgubiti,ёмавтомс
1197,fallen lassen::V,ispustiti,правтомс
1198,machen::V,uraditi,теемс
1199,machen::V,načiniti,теемс
1200,machen::V,napraviti,теемс
1201,herstellen::V,proizvesti,анокстамс
1202,bauen::V,graditi,путомс
1203,reparieren::V,popraviti,витемс
1204,verbessern::V,poboljšati,паролгавтомс
1205,verbessern::V,poboljšati,вадрялгавтомс
1206,ändern::V,promijeniti,полавтомс
1207,graben::V,kopati,чувомс
1208,graben::V,kopati,таргамс
1209,graben::V,kopkati,чувомс
1210,graben::V,kopkati,таргамс
1211,beugen::V,saviti,мендемс
1212,biegen::V,saviti,комавтомс
1213,biegen::V,sagnuti,комавтомс
1214,drehen::V,vrtjeti,чаравтомс
1215,drehen::V,vrtjeti,велявтнемс
1216,wenden::V,obrnuti,велявтомс
1217,umdrehen::V,okrenuti,велявтомс
1218,umdrehen::V,prevŕnuti,велявтомс
1219,heben::V,dizati,кепедемс
1220,hochheben::V,dignuti,кепедемс
1221,ergreifen::V,uhvatiti,кундамс
1222,ergreifen::V,prihvatiti,кундамс
1223,halten::V,držati,кирдемс
1224,drücken::V,pritiskivati,нуемс
1225,schieben::V,gurati,шаштомс
1226,kratzen::V,česati,ангордамс
1227,kratzen::V,grepsti,ангордамс
1228,lecken::V,lizati,нолсемс
1229,beißen::V,ujesti,сускомс
1230,beißen::V,gristi,сускомс
1231,abreißen::V,otkinuti,сеземс
1232,abschneiden::V,odrezati,печкемс
1233,binden::V,vezati,кодамс
1234,binden::V,vezati,сюлмамс
1235,stecken::V,turiti,сялгомс
1236,brechen::V,slomiti,синдемс
1237,brechen::V,slomiti,калавтомс
1238,klopfen::V,lupati,калтаямс
1239,klopfen::V,kucati,калтаямс
1240,hauen::V,tući,чавомс
1241,hauen::V,udarati,чавомс
1242,kleben::V,lijepiti,педявтнемс
1243,reiben::V,trti,ёзамс
1244,streichen::V,namazati,вадемс
1245,schleifen::V,brusiti,човамс
1246,schneiden::V,rezati,керямс
1247,rütteln::V,drmati,чукамс
1248,rütteln::V,drmati,лыкавтомс
1249,schütteln::V,tresti,чукамс
1250,schwenken::V,mahati,яхолемс
1251,schütten::V,sipati,каямс
1252,schütten::V,lijevati,каямс
1253,füllen::V,napuniti,пештямс
1254,einwickeln::V,umotati,тапарямс
1255,einwickeln::V,zamotati,тапарямс
1256,tragen::V,nositi,кандомс
1257,schleppen::V,tegliti,ускомс
1258,ziehen::V,vući,ускомс
1259,aufbewahren::V,čuvati,ванстомс
1260,werfen::V,bacati,ёртомс
1261,fangen::V,loviti,кундамс
1262,fangen::V,hvatati,кундамс
1263,packen::V,ščepati,кундамс
1264,packen::V,zgrabiti,кундамс
1265,verstecken::V,sakriti,кекшемс
1266,teilen::V,podijeliti,явомс
1267,schicken::V,slati,кучомс
1268,bringen::V,donijeti,кандомс
1269,hinzufügen::V,dodati,путомс
1270,hinzufügen::V,dodati,максомс
1271,hinzufügen::V,pridati,путомс
1272,hinzufügen::V,pridati,максомс
1273,bekommen::V,dobiti,саемс
1274,erhalten::V,primiti,саемс
1275,nehmen::V,uzeti,саемс
1276,wählen::V,izabrati,кочкамс
1277,auswählen::V,odabrati,кочкамс
1278,bewahren::V,sačuvati,ванстомс
1279,behindern::V,smetati,кирдемс
1280,verderben::V,pokvariti,коламс
1281,beschädigen::V,oštetiti,теемс зыян
1282,zerbrechen::V,razbiti,коламс
1283,zerbrechen::V,prelomiti,коламс
1284,zerreißen::V,poderati,сеземс
1285,zerreißen::V,rastrgnuti,сеземс
1286,zerstören::V,razoriti,калавтомс
1287,zerstören::V,razrušiti,калавтомс
1288,verbrennen::V,spaliti,пултамс
1289,verbrennen::V,sagorjeti,пултамс
1290,geben::V,dati,максомс
1291,reichen::V,pružiti,максомс
1292,schenken::V,darivati,каземс
1293,versprechen::V,obećati,алтамс
1294,wünschen::V,željeti,арсемс
1295,loben::V,hvaliti,шнамс
1296,küssen::V,ljubiti,палсемс
1297,wiegen::V,njihati,нурсемс
1298,wiegen::V,ljuljati,нурсемс
1299,zudecken::V,pokriti,тавадомс
1300,zudecken::V,pokriti,вельтямс
1301,wecken::V,probuditi,стявтомс
1302,zeigen::V,pokazati,невтемс
1303,führen::V,voditi,ветямс
1304,lehren::V,učiti,тонавтомс
1305,unterrichten::V,poučiti,тонавтомс
1306,aufziehen::V,uzgajati,трямс
1307,aufziehen::V,uzgajati,кастомс
1308,leiten::V,upravljati,ветямс
1309,leiten::V,upravljati,азоркстамс
1310,antreiben::V,natjeravati,ветямс
1311,lassen::V,dati,кармавтомс
1312,einladen::V,pozvati,тердемс
1313,vereinigen::V,ujediniti,вейсэндямс
1314,vereinigen::V,ujediniti,вейс путомс
1315,vereinigen::V,ujediniti,вейс пурнамс
1316,besuchen::V,posjetiti,варштамс
1317,treffen::V,sresti,вастомс
1318,sich versammeln::V,okupiti se,промокшномс
1319,spielen::V,igrati se,налксемс
1320,singen::V,pjevati,морамс
1321,tanzen::V,plesati,киштемс
1322,sich trennen::V,razići se,явомс
1323,verlassen::V,ostaviti,кадомс
1324,verlassen::V,napustiti,кадомс
1325,retten::V,spasiti,идемс
1326,bewachen::V,čuvati,ванстомс
1327,bewachen::V,stražariti,ванстомс
1328,schützen::V,čuvati,аштемс
1329,verteidigen::V,obraniti,ваномс
1330,sich schlagen::V,biti se,тюремс
1331,sich schlagen::V,udariti se,тюремс
1332,schießen::V,pucati,ледемс
1333,schießen::V,strijeljati,ледемс
1334,siegen::V,pobijediti,изнямс
1335,ärgern::V,ljutiti,кежейгавтомс
1336,schlagen::V,biti,токамс
1337,schlagen::V,udariti,токамс
1338,treten::V,šutnuti,тапамс
1339,stechen::V,ubosti,пупамс
1340,stoßen::V,gurnuti,тулкадемс
1341,stehlen::V,ukrasti,саламс
1342,stören::V,smetati,пирямс ки
1343,belästigen::V,smetati,а максомс
1344,belästigen::V,smetati,а кадомс оймамо
1345,belästigen::V,dosaditi,а максомс
1346,belästigen::V,dosaditi,а кадомс оймамо
1347,verbergen::V,skriti,сёпомс
1348,verbergen::V,skriti,кекшемс
1349,täuschen::V,obmanuti,манямс
1350,betrügen::V,prevarati,манчемс
1351,töten::V,ubiti,чавномс
1352,töten::V,ubiti,маштнемс
1353,wohnen::V,stanovati,эрямс
1354,arbeiten::V,raditi,важодемс
1355,sammeln::V,sabrati,пурнамс
1356,pflücken::V,ubrati,ноцковтнемс
1357,jagen::V,loviti,кундамс
1358,fischen::V,ribati,калонь кундамс
1359,fischen::V,loviti ribu,калонь кундамс
1360,fassen::V,uloviti,кундамс
1361,hüten::V,pasti,ваномс
1362,treiben::V,goniti,панемс
1363,anbinden::V,privezati,сюлмамс
1364,füttern::V,hraniti,андомс
1365,melken::V,musti,потявтомс
1366,hacken::V,sjeckati,лазномс
1367,gießen::V,politi,валомс
1368,reifen::V,sazreti,кенеремс
1369,zubereiten::V,prigotoviti,анокстамс
1370,kochen::V,kuhati,пидемс
1371,backen::V,peći,пидемс
1372,braten::V,peći,пуштамс
1373,braten::V,pržiti,пуштамс
1374,umrühren::V,promiješati,човорямс
1375,stricken::V,plesti,кодамс
1376,nähen::V,šiti,стамс
1377,färben::V,obojiti,артомс
1378,reinigen::V,očistiti,урядамс
1379,reinigen::V,počistiti,урядамс
1380,waschen::V,prati,муськемс
1381,abwischen::V,otrti,нардамс
1382,spülen::V,isprati,ёрвалдомс
1383,spülen::V,oplakati,ёрвалдомс
1384,fegen::V,mesti,тенсемс
1385,fegen::V,pomesti,тенсемс
1386,kehren::V,mesti,тенсемс
1387,baden::V,kupati se,экшелямс
1388,sich waschen::V,umiti se,шлямс
1389,sich waschen::V,prati se,шлямс
1390,ausziehen::V,svući,кайсевтемс
1391,anziehen::V,obući,оршамс
1392,sich anziehen::V,obući se,оршамс
1393,kämmen::V,češljati,судрямс
1394,schmücken::V,uresiti,мазылгавтомс
1395,schmücken::V,uresiti,наряжамс
1396,schmücken::V,nakititi,мазылгавтомс
1397,schmücken::V,nakititi,наряжамс
1398,sagen::V,reći,меремс
1399,sagen::V,kazati,меремс
1400,sprechen::V,govoriti,кортамс
1401,reden::V,govoriti,кортамс
1402,reden::V,besjediti,кортамс
1403,sich unterhalten::V,razgovarati se,кортнемс
1404,fragen::V,pitati,кевкстемс
1405,bitten::V,moliti,вешемс
1406,erzählen::V,ispričati,ёвтнемс
1407,erzählen::V,pripovjediti,ёвтнемс
1408,mitteilen::V,saopćiti,ёвтамс
1409,nennen::V,nazvati,лемдемс
1410,nennen::V,nazvati,путомс лем
1411,rufen::V,zvati,тердемс
1412,rufen::V,zvati,серьгедемс
1413,rufen::V,dozvati,тердемс
1414,rufen::V,dozvati,серьгедемс
1415,prahlen::V,hvalisati se,шнамс пря
1416,übersetzen::V,prevesti,ютавтомс
1417,denken::V,misliti,арсемс
1418,glauben::V,vjerovati,кемемс
1419,bemerken::V,zapaziti,неемс
1420,bemerken::V,primijetiti,неемс
1421,erkennen::V,prepoznati,содамс
1422,begreifen::V,pojmiti,пачкодемс
1423,begreifen::V,shvatiti,пачкодемс
1424,verstehen::V,razabrati,чарькодемс
1425,lernen::V,učiti se,тонавтнемс
1426,wissen::V,znati,содамс
1427,sich erinnern an::V,sjetiti se,ледстямс
1428,vergessen::V,zaboraviti,стувтомс
1429,messen::V,mjeriti,онкстнемс
1430,zählen::V,brojiti,ловомс
1431,rechnen::V,računati,ловомс
1432,lesen::V,čitati,ловномс
1433,malen::V,slikati,рисовамс
1434,zeichnen::V,crtati,рисовамс
1435,schreiben::V,pisati,сёрмадомс
1436,besitzen::V,imati,улемс
1437,besitzen::V,imati,улемс азорокс
1438,besitzen::V,posjedovati,улемс
1439,besitzen::V,posjedovati,улемс азорокс
1440,kaufen::V,kupiti,рамамс
1441,verkaufen::V,prodati,миемс
1442,verkaufen::V,raspačati,миемс
1443,bezahlen::V,platiti,пандомс
1444,zahlen::V,plaćati,пандомс
1445,beherrschen::V,vladati,азоркстамс
1446,beherrschen::V,gospodariti,азоркстамс
1447,ertragen::V,trpjeti,кирдемс
1448,ertragen::V,podnijeti,кирдемс
1449,Gehirn::N,,удем
