,Concept_ID,pt,et
851,so::ADV,tão,nii
852,so::ADV,assim,nii
853,noch::ADV,ainda,veel
854,nur::ADV,só,ainult
855,nur::ADV,apenas,ainult
856,nur::ADV,somente,ainult
857,schon::ADV,já,juba
858,wieder::ADV,outra vez,jälle
859,vergebens::ADV,em vão,asjata
860,vor::PRP,diante de,ees
861,hinter::PRP,atrás de,taha
862,unter::PRP,sob,all
863,unter::PRP,debaixo de,all
864,durch::PRP,por,läbi
865,durch::PRP,por,kaudu
866,durch::PRP,através de,läbi
867,durch::PRP,através de,kaudu
868,neben::PRP,junto de,kõrval
869,neben::PRP,ao lado de,kõrval
870,zwischen::PRP,entre,vahel
871,wegen::PRP,por,tõttu
872,wegen::PRP,por,pärast
873,wegen::PRP,por causa de,tõttu
874,wegen::PRP,por causa de,pärast
875,dies::PRN,isto,see
876,das::PRN,isso,see
877,das::PRN,aquilo,see
878,alles::PRN,todo,kõik
879,ich::PRN,eu,mina
880,du::PRN,tu,sina
881,er::PRN,ele,tema
882,wir::PRN,nós,me
883,ihr::PRN,vós,te
884,ihr::PRN,vocês,te
885,sie::PRN,eles,nad
886,was::FPRN,quê,mis
887,wer::FPRN,quem,kes
888,wo::FADV,onde,kus
889,wohin::FADV,aonde,kuhu
890,wohin::FADV,para onde,kuhu
891,wie::FADV,como,kuidas
892,warum::FADV,porquê,miks
893,warum::FADV,por que,miks
894,wieviel::FNUM,quanto,mitu
895,wieviel::FNUM,quanto,kui palju
896,eins::NUM,um,üks
897,zwei::NUM,dois,kaks
898,drei::NUM,três,kolm
899,vier::NUM,quatro,neli
900,fünf::NUM,cinco,viis
901,sechs::NUM,seis,kuus
902,sieben::NUM,sete,seitse
903,acht::NUM,oito,kaheksa
904,neun::NUM,nove,üheksa
905,zehn::NUM,dez,kümme
906,elf::NUM,onze,üksteist
907,zwölf::NUM,doze,kaksteist
908,zwanzig::NUM,vinte,kakskümmend
909,dreißig::NUM,trinta,kolmkümmend
910,vierzig::NUM,quarenta,nelikümmend
911,fünfzig::NUM,cinquenta,viiskümmend
912,sechzig::NUM,sessenta,kuuskümmend
913,siebzig::NUM,setenta,seitsekümmend
914,achtzig::NUM,oitenta,kaheksakümmend
915,neunzig::NUM,noventa,üheksakümmend
916,hundert::NUM,cem,sada
917,hundert::NUM,cento,sada
918,tausend::NUM,mil,tuhat
919,und::CNJ,e,ja
920,oder::CNJ,ou,või
921,stehen::V,estar em pé,seisma
922,sitzen::V,estar sentado,istuma
923,liegen::V,jazer,lamama
924,liegen::V,estar deitado,lamama
925,hängen::V,pender,rippuma
926,hängen::V,estar pendurado,rippuma
927,werden::V,tornar-se,saama
928,werden::V,tornar-se,hakkama
929,passieren::V,acontecer,juhtuma
930,beginnen::V,começar,algama
931,beginnen::V,começar,hakkama
932,enden::V,acabar,lõppema
933,enden::V,terminar,lõppema
934,wechseln::V,variar,vahelduma
935,wechseln::V,alternar,vahelduma
936,aufgehen[Sonne]::V,nascer,tõusma
937,untergehen[Sonne]::V,pôr-se,loojuma
938,scheinen[Sonne]::V,brilhar,paistma
939,donnern::V,trovejar,kõmisema
940,wehen::V,soprar,puhuma
941,strömen::V,correr,voolama
942,fließen::V,fluir,voolama
943,sich drehen::V,girar,pöörduma
944,schwanken::V,oscilar,kõikuma
945,schwingen::V,vibrar,võnkuma
946,fallen::V,cair,langema
947,brennen::V,arder,põlema
948,rauchen::V,fumegar,suitsema
949,regnen::V,chover,sadama
950,gefrieren::V,gelar,kinni külmuma
951,gefrieren::V,congelar,kinni külmuma
952,tauen::V,derreter,sulama
953,tauen::V,descongelar,sulama
954,schmelzen::V,fundir-se,sulama
955,trocknen::V,secar,kuivama
956,sieden::V,ferver,keema
957,faulen::V,estragar-se,mädanema
958,verfaulen::V,apodrecer,mädanema
959,reißen::V,romper-se,rebenema
960,versinken::V,afundar-se,uppuma
961,vergehen::V,passar,mööduma
962,erscheinen::V,aparecer,ilmuma
963,verschwinden::V,desaparecer,kaduma
964,sinken::V,descer,vajuma
965,sinken::V,descer,langema
966,abnehmen::V,diminuir,vähenema
967,abnehmen::V,diminuir,kahenema
968,abnehmen::V,decrescer,vähenema
969,abnehmen::V,decrescer,kahenema
970,zunehmen::V,crescer,kasvama
971,zunehmen::V,aumentar,kasvama
972,steigen::V,subir,tõusma
973,steigen::V,subir,üles minema
974,wachsen::V,crescer,kasvama
975,glänzen::V,brilhar,läikimä
976,funkeln::V,cintilar,sädelema
977,lärmen::V,fazer barulho,lärmama
978,läuten::V,chocalhar,helisema
979,klingeln::V,tocar,helisema
980,klirren::V,tinir,kõlisema
981,brausen::V,bramar,kohisema
982,rauschen::V,murmurar,kohisema
983,rauschen::V,rumorejar,kohisema
984,klingen::V,soar,kõlama
985,bellen::V,ladrar,haukuma
986,heulen::V,uivar,uluma
987,blasen::V,soprar,puhuma
988,pfeifen::V,assobiar,vilistama
989,schreien::V,gritar,karjuma
990,stöhnen::V,gemer,oigama
991,zittern::V,tremer,värisema
992,leben::V,viver,elama
993,leben::V,viver,elus olema
994,geboren werden::V,nascer,sündima
995,atmen::V,respirar,hingama
996,trinken::V,beber,jooma
997,essen::V,comer,sööma
998,schlucken::V,engolir,neelama
999,müde werden::V,cansar-se,väsima
1000,einschlafen::V,adormecer,uinuma
1001,schlafen::V,dormir,magama
1002,aufwachen::V,acordar,ärkama
1003,aufstehen::V,levantar-se,ärkama
1004,aufstehen::V,levantar-se,üles tõusma
1005,sich erholen::V,descansar,puhkama
1006,krank werden::V,adoecer,haigestuma
1007,krank werden::V,adoecer,haigeks jääma
1008,krank werden::V,ficar doente,haigestuma
1009,krank werden::V,ficar doente,haigeks jääma
1010,krank sein::V,estar doente,haige olema
1011,schmerzen::V,doer,valutama
1012,husten::V,tossir,köhima
1013,genesen::V,convalescer,toibuma
1014,sterben::V,morrer,surema
1015,umkommen::V,perecer,surma saama
1016,sich bewegen::V,mover-se,liikuma
1017,sich rühren::V,mexer-se,liikuma
1018,sich erheben::V,levantar-se,kerkima
1019,sich setzen::V,sentar-se,istet võtma
1020,hinfallen::V,cair,kukkuma
1021,hinfallen::V,cair,maha kukkuma
1022,laufen::V,andar,kõndima
1023,laufen::V,caminhar,kõndima
1024,schreiten::V,andar,astuma
1025,schreiten::V,caminhar,astuma
1026,spazierengehen::V,passear,jalutama
1027,eilen::V,apressar-se,ruttama
1028,eilen::V,apressar-se,kiirustama
1029,sich beeilen::V,apressar-se,ruttama
1030,sich beeilen::V,apressar-se,kiirustama
1031,sich beeilen::V,despachar-se,ruttama
1032,sich beeilen::V,despachar-se,kiirustama
1033,sausen::V,correr,kihutama
1034,sausen::V,correr,tormama
1035,rennen::V,correr,jooksma
1036,rennen::V,correr,kihutama
1037,springen::V,saltar,hüppama
1038,klettern::V,trepar,ronima
1039,schaukeln::V,baloiçar,kiikuma
1040,kriechen::V,rastejar,roomama
1041,kriechen::V,arrastar-se,roomama
1042,schwimmen::V,nadar,ujuma
1043,tauchen::V,mergulhar,sukelduma
1044,rudern::V,remar,sõudma
1045,fahren::V,ir,sõitma
1046,fliegen::V,voar,lendama
1047,gehen::V,ir,käima
1048,gehen::V,ir,minema
1049,gehen::V,andar,käima
1050,gehen::V,andar,minema
1051,weggehen::V,partir,ära minema
1052,weggehen::V,partir,välja minema
1053,weggehen::V,ir-se embora,ära minema
1054,weggehen::V,ir-se embora,välja minema
1055,abfahren::V,sair,väljuma
1056,abfahren::V,sair,ära sõitma
1057,abfahren::V,partir,väljuma
1058,abfahren::V,partir,ära sõitma
1059,anhalten::V,parar,peatuma
1060,hineingehen::V,entrar,sisenema
1061,hineingehen::V,entrar,sisse minema
1062,eintreten::V,entrar,sisenema
1063,eintreten::V,entrar,sisse astuma
1064,kommen::V,vir,tulema
1065,ankommen::V,chegar,saabuma
1066,zurückkommen::V,voltar,tagasi tulema
1067,zurückkommen::V,regressar,tagasi tulema
1068,bleiben::V,ficar,jääma
1069,bleiben::V,permanecer,jääma
1070,warten::V,esperar,ootama
1071,erwarten::V,esperar,ootama
1072,erwarten::V,esperar,lootma
1073,erwarten::V,aguardar,ootama
1074,erwarten::V,aguardar,lootma
1075,suchen::V,buscar,otsima
1076,suchen::V,procurar,otsima
1077,finden::V,achar,leidma
1078,finden::V,encontrar,leidma
1079,versuchen::V,tentar,püüdma
1080,versuchen::V,tentar,üritama
1081,versuchen::V,tentar,katsetama
1082,vorbereiten::V,preparar,valmistama
1083,lieben::V,amar,armastama
1084,lieben::V,querer,armastama
1085,mögen::V,gostar de,sallima
1086,mögen::V,gostar de,meeldima
1087,lachen::V,rir,naerma
1088,lachen::V,rir-se,naerma
1089,rühren::V,comover,liigutama
1090,rühren::V,comover,heldima panema
1091,weinen::V,chorar,nutma
1092,schimpfen::V,ralhar,sõimama
1093,sich ärgern::V,zangar-se,ärrituma
1094,sich ärgern::V,zangar-se,vihastuma
1095,sich fürchten::V,ter medo de,kartma
1096,sich fürchten::V,ter medo de,hirmu tundma
1097,sich fürchten::V,ter receio de,kartma
1098,sich fürchten::V,ter receio de,hirmu tundma
1099,fürchten::V,temer,kartma
1100,fürchten::V,recear,kartma
1101,fliehen::V,fugir,põgenema
1102,flüchten::V,refugiar-se,põgenema
1103,sehen::V,ver,nägema
1104,anschauen::V,olhar,vaatama
1105,ansehen::V,mirar,vaatama
1106,hören::V,ouvir,kuulma
1107,zuhören::V,escutar,kuulama
1108,probieren::V,provar,proovima
1109,probieren::V,saborear,proovima
1110,riechen::V,cheirar,nuusutama
1111,fühlen::V,sentir,tundma
1112,scheinen::V,parecer,näida
1113,scheinen::V,parecer,ilmuda
1114,zu sehen sein::V,estar à vista,ilmuma
1115,vernehmen::V,ouvir,üle kuulama
1116,frieren::V,ter frio,külmetada
1117,tun::V,fazer,tegema
1118,können::V,saber,võima
1119,können::V,saber,oskama
1120,wollen::V,querer,tahtma
1121,anfangen::V,iniciar,hakkama
1122,anfangen::V,iniciar,alustama
1123,beenden::V,acabar,lõpetama
1124,beenden::V,terminar,lõpetama
1125,aufhören::V,cessar,lakkama
1126,aufhören::V,desistir,lakkama
1127,gelingen::V,sair bem,õnnestuma
1128,gelingen::V,dar bom resultado,õnnestuma
1129,geraten::V,sair,jõudma
1130,geraten::V,dar resultado,jõudma
1131,öffnen::V,abrir,avama
1132,schließen::V,fechar,sulgema
1133,stellen::V,pôr,panema
1134,stellen::V,pôr,asetama
1135,stellen::V,colocar,panema
1136,stellen::V,colocar,asetama
1137,setzen::V,pôr,panema
1138,setzen::V,meter,panema
1139,legen::V,pôr,panema
1140,legen::V,pôr,asetama
1141,legen::V,meter,panema
1142,legen::V,meter,asetama
1143,berühren::V,tocar,riivama
1144,berühren::V,tocar,puudutama
1145,verbinden::V,unir,ühendama
1146,verbinden::V,ligar,ühendama
1147,bedecken::V,cobrir,katma
1148,aufhängen::V,pendurar,riputama
1149,anzünden::V,acender,süütama
1150,aufheben::V,apanhar,üles tõstma
1151,aufheben::V,levantar,üles tõstma
1152,zurücklassen::V,deixar,jätma
1153,verlieren::V,perder,kaotama
1154,fallen lassen::V,deixar cair,maha pillama
1155,fallen lassen::V,deixar cair,kukkuda laskma
1156,machen::V,fazer,tegema
1157,herstellen::V,produzir,valmistama
1158,bauen::V,edificar,ehitama
1159,bauen::V,construir,ehitama
1160,reparieren::V,reparar,parandama
1161,reparieren::V,consertar,parandama
1162,verbessern::V,melhorar,parandama
1163,ändern::V,mudar,muutma
1164,ändern::V,mudar,ümber tegema
1165,ändern::V,alterar,muutma
1166,ändern::V,alterar,ümber tegema
1167,graben::V,cavar,kaevama
1168,beugen::V,curvar,painutama
1169,biegen::V,vergar,painutama
1170,drehen::V,girar,keerama
1171,wenden::V,virar,ümber pöörama
1172,wenden::V,voltar,ümber pöörama
1173,umdrehen::V,virar,ümber keerama
1174,umdrehen::V,revolver,ümber keerama
1175,heben::V,levantar,tõstma
1176,hochheben::V,erguer,üles tõstma
1177,hochheben::V,erguer,kõrgele tõstma
1178,hochheben::V,levantar,üles tõstma
1179,hochheben::V,levantar,kõrgele tõstma
1180,ergreifen::V,apanhar,haarama
1181,halten::V,segurar,hoidma
1182,drücken::V,apertar,pigistama
1183,schieben::V,empurrar,lükkama
1184,kratzen::V,raspar,kraapima
1185,lecken::V,lamber,lakkuma
1186,beißen::V,morder,purema
1187,beißen::V,morder,hammustama
1188,abreißen::V,arrancar,rebima
1189,abreißen::V,arrancar,ära rebima
1190,abschneiden::V,talhar,ära lõikama
1191,binden::V,ligar,siduma
1192,stecken::V,meter,pistma
1193,stecken::V,enfiar,pistma
1194,brechen::V,romper,murdma
1195,brechen::V,quebrar,murdma
1196,klopfen::V,bater,koputama
1197,hauen::V,bater,lööma
1198,kleben::V,colar,kleepima
1199,reiben::V,esfregar,hõõruma
1200,streichen::V,barrar,silitama
1201,schleifen::V,afiar,lihvima
1202,schleifen::V,afiar,teritama
1203,schneiden::V,cortar,lõikama
1204,rütteln::V,sacudir,raputama
1205,schütteln::V,abanar,raputama
1206,schütteln::V,abanar,loksutama
1207,schütteln::V,sacudir,raputama
1208,schütteln::V,sacudir,loksutama
1209,schwenken::V,agitar,vehkima
1210,schwenken::V,agitar,lehvitama
1211,schütten::V,deitar,kallama
1212,füllen::V,encher,täitma
1213,einwickeln::V,envolver,sisse mähkima
1214,einwickeln::V,embrulhar,sisse mähkima
1215,tragen::V,levar,kandma
1216,tragen::V,trazer,kandma
1217,schleppen::V,arrastar,tassima
1218,schleppen::V,arrastar,lohistama
1219,ziehen::V,puxar,vedama
1220,ziehen::V,puxar,tõmbama
1221,aufbewahren::V,guardar,säilitama
1222,aufbewahren::V,guardar,alal hoidma
1223,aufbewahren::V,conservar,säilitama
1224,aufbewahren::V,conservar,alal hoidma
1225,werfen::V,lançar,viskama
1226,fangen::V,apanhar,püüdma
1227,packen::V,agarrar,kinni haarama
1228,packen::V,agarrar,kinni võtma
1229,verstecken::V,esconder,peitma
1230,teilen::V,partir,jagama
1231,teilen::V,partir,jaotama
1232,teilen::V,dividir,jagama
1233,teilen::V,dividir,jaotama
1234,schicken::V,enviar,saatma
1235,bringen::V,trazer,viima
1236,hinzufügen::V,acrescentar,lisama
1237,bekommen::V,obter,saama
1238,erhalten::V,receber,saama
1239,nehmen::V,tomar,võtma
1240,wählen::V,eleger,valima
1241,wählen::V,escolher,valima
1242,auswählen::V,escolher,valima
1243,auswählen::V,seleccionar,valima
1244,bewahren::V,guardar,hoidma
1245,bewahren::V,conservar,hoidma
1246,behindern::V,impedir,takistama
1247,verderben::V,estragar,rikkuma
1248,verderben::V,corromper,rikkuma
1249,beschädigen::V,danificar,rikkuma
1250,zerbrechen::V,romper,katki tegema
1251,zerbrechen::V,quebrar,katki tegema
1252,zerreißen::V,rasgar,katki rebima
1253,zerstören::V,destruir,purustama
1254,verbrennen::V,queimar,põletama
1255,geben::V,dar,andma
1256,reichen::V,passar,andma
1257,reichen::V,passar,ulatama
1258,schenken::V,oferecer,kinkima
1259,versprechen::V,prometer,lubama
1260,versprechen::V,prometer,tõotama
1261,wünschen::V,desejar,soovima
1262,loben::V,louvar,kiitma
1263,küssen::V,beijar,suudlema
1264,wiegen::V,embalar,hällitama
1265,zudecken::V,tapar,kaanetama
1266,zudecken::V,tapar,kinni katma
1267,zudecken::V,cobrir,kaanetama
1268,zudecken::V,cobrir,kinni katma
1269,wecken::V,acordar,äratama
1270,wecken::V,despertar,äratama
1271,zeigen::V,mostrar,näitama
1272,führen::V,guiar,juhatama
1273,führen::V,conduzir,juhatama
1274,lehren::V,ensinar,õpetama
1275,unterrichten::V,instruir,õpetama
1276,aufziehen::V,criar,üles kasvatama
1277,leiten::V,dirigir,juhtima
1278,leiten::V,conduzir,juhtima
1279,antreiben::V,impelir,ergutama
1280,lassen::V,fazer,laskma
1281,einladen::V,convidar,kutsuma
1282,vereinigen::V,unir,ühendama
1283,vereinigen::V,reunir,ühendama
1284,besuchen::V,ir ver,külastama
1285,besuchen::V,visitar,külastama
1286,treffen::V,encontrar,kohtama
1287,sich versammeln::V,reunir-se,kogunema
1288,spielen::V,jogar,mängima
1289,spielen::V,brincar,mängima
1290,singen::V,cantar,laulma
1291,tanzen::V,bailar,tantsima
1292,sich trennen::V,apartar-se,lahku minema
1293,verlassen::V,deixar,maha jätma
1294,verlassen::V,abandonar,maha jätma
1295,retten::V,salvar,päästma
1296,bewachen::V,vigiar,valvama
1297,bewachen::V,guardar,valvama
1298,schützen::V,proteger,kaitsma
1299,verteidigen::V,defender,kaitsma
1300,sich schlagen::V,brigar,kaklema
1301,sich schlagen::V,bater-se,kaklema
1302,schießen::V,disparar,tulistama
1303,siegen::V,vencer,võitma
1304,ärgern::V,irritar,ärritama
1305,ärgern::V,irritar,vihastama
1306,ärgern::V,aborrecer,ärritama
1307,ärgern::V,aborrecer,vihastama
1308,schlagen::V,bater,lööma
1309,treten::V,pisar,sõtkuma
1310,stechen::V,picar,pistma
1311,stechen::V,picar,torkama
1312,stoßen::V,empurrar,tõukama
1313,stehlen::V,furtar,varastama
1314,stören::V,perturbar,segama
1315,stören::V,perturbar,häirima
1316,belästigen::V,incomodar,ahistama
1317,belästigen::V,importunar,ahistama
1318,verbergen::V,ocultar,peitma
1319,verbergen::V,ocultar,varjama
1320,verbergen::V,esconder,peitma
1321,verbergen::V,esconder,varjama
1322,täuschen::V,iludir,petma
1323,täuschen::V,iludir,tüssama
1324,täuschen::V,enganar,petma
1325,täuschen::V,enganar,tüssama
1326,betrügen::V,burlar,petma
1327,betrügen::V,burlar,tüssama
1328,betrügen::V,burlar,truudust murtma
1329,betrügen::V,enganar,petma
1330,betrügen::V,enganar,tüssama
1331,betrügen::V,enganar,truudust murtma
1332,töten::V,matar,tapma
1333,töten::V,matar,surmama
1334,wohnen::V,morar,elama
1335,arbeiten::V,trabalhar,töötama
1336,sammeln::V,recolher,koguma
1337,sammeln::V,recolher,korjama
1338,sammeln::V,coleccionar,koguma
1339,sammeln::V,coleccionar,korjama
1340,pflücken::V,colher,noppima
1341,jagen::V,caçar,jahtima
1342,fischen::V,pescar,kalastama
1343,fischen::V,pescar,kala püüdma
1344,fassen::V,apanhar,püüdma
1345,hüten::V,guardar,karjatama
1346,treiben::V,conduzir,ajama
1347,anbinden::V,atar,kinni siduma
1348,füttern::V,dar de comer a,söötma
1349,melken::V,ordenhar,lüpsma
1350,hacken::V,rachar,raiuma
1351,hacken::V,rachar,lõhkuma
1352,gießen::V,regar,kastma
1353,reifen::V,amadurecer,valmima
1354,zubereiten::V,preparar,valmistama
1355,kochen::V,cozer,keetma
1356,backen::V,cozer,küpsetama
1357,braten::V,assar,praadima
1358,braten::V,fritar,praadima
1359,umrühren::V,remexer,segama
1360,stricken::V,tricotar,kuduma
1361,stricken::V,fazer malha,kuduma
1362,nähen::V,coser,õmblema
1363,nähen::V,costurar,õmblema
1364,färben::V,tingir,värvima
1365,färben::V,colorir,värvima
1366,reinigen::V,limpar,puhastama
1367,reinigen::V,purificar,puhastama
1368,waschen::V,lavar,pesema
1369,abwischen::V,limpar,puhtaks pühkima
1370,abwischen::V,esfregar,puhtaks pühkima
1371,spülen::V,lavar,uhtma
1372,spülen::V,enxaguar,uhtma
1373,fegen::V,varrer,pühkima
1374,kehren::V,varrer,pühkima
1375,baden::V,banhar,suplema
1376,baden::V,banhar,kümblema
1377,baden::V,tomar banho,suplema
1378,baden::V,tomar banho,kümblema
1379,sich waschen::V,lavar-se,end pesema
1380,ausziehen::V,despir,käest võtma
1381,ausziehen::V,despir,jalast võtma
1382,ausziehen::V,despir,seljast võtma
1383,anziehen::V,vestir,jalga panema
1384,sich anziehen::V,vestir-se,riietuma
1385,kämmen::V,pentear,kammima
1386,schmücken::V,adornar,kaunistama
1387,sagen::V,dizer,ütlema
1388,sprechen::V,falar,rääkima
1389,sprechen::V,falar,kõnelema
1390,reden::V,falar,kõnelema
1391,sich unterhalten::V,conversar,vestlema
1392,fragen::V,perguntar,küsima
1393,bitten::V,pedir,paluma
1394,erzählen::V,contar,jutustama
1395,mitteilen::V,comunicar,teatama
1396,mitteilen::V,comunicar,teada andma
1397,mitteilen::V,participar,teatama
1398,mitteilen::V,participar,teada andma
1399,nennen::V,nomear,nimetama
1400,nennen::V,apelidar,nimetama
1401,rufen::V,chamar,kutsuma
1402,prahlen::V,gabar-se,hooplema
1403,prahlen::V,vangloriar-se,hooplema
1404,übersetzen::V,traduzir,tõlkima
1405,denken::V,pensar,mõtlema
1406,glauben::V,crer,uskuma
1407,bemerken::V,notar,märkama
1408,bemerken::V,observar,märkama
1409,erkennen::V,reconhecer,ära tundma
1410,begreifen::V,apreender,aru saama
1411,begreifen::V,compreender,aru saama
1412,verstehen::V,entender,mõistma
1413,verstehen::V,compreender,mõistma
1414,lernen::V,aprender,õppima
1415,wissen::V,saber,teadma
1416,sich erinnern an::V,lembrar-se de,mäletama
1417,sich erinnern an::V,recordar-se de,mäletama
1418,vergessen::V,esquecer,unustama
1419,messen::V,medir,mõõtma
1420,zählen::V,contar,loendama
1421,rechnen::V,calcular,arvutama
1422,lesen::V,ler,lugema
1423,malen::V,pintar,maalima
1424,zeichnen::V,desenhar,joonistama
1425,schreiben::V,escrever,kirjutama
1426,besitzen::V,possuir,omama
1427,kaufen::V,comprar,ostma
1428,verkaufen::V,vender,müüma
1429,bezahlen::V,pagar,tasuma
1430,zahlen::V,pagar,maksma
1431,beherrschen::V,imperar,valitsema
1432,ertragen::V,suportar,taluma
