,Concept_ID,ku,uk
826,zunehmen::V,qelew bûn,збільшуватися
827,steigen::V,hildan,підніматися
828,wachsen::V,mezin bûn,рости
829,glänzen::V,biriqîn,блищати
830,funkeln::V,çikisîn,блискати
831,lärmen::V,guşîn,шуміти
832,läuten::V,lê de,дзвонити
833,klingeln::V,sîl dan,дзвонити
834,klingeln::V,ringerin,дзвонити
835,klirren::V,zingzing hat,дзвякати
836,brausen::V,guşîn,бушувати
837,rauschen::V,guşîn,шелестіти
838,klingen::V,deng pe ketin,лунати
839,klingen::V,deng pe ketin,звучати
840,bellen::V,kewtîn,гавкати
841,heulen::V,ûrîn,вити
842,blasen::V,puf kirin,дунути
843,pfeifen::V,fîkandin,свистіти
844,schreien::V,qîrîn,кричати
845,stöhnen::V,nalîn,стогнати
846,zittern::V,hejîn,тремтіти
847,leben::V,jihîn,жити
848,geboren werden::V,hatin dinyê,народитися
849,geboren werden::V,bûn,народитися
850,atmen::V,hilmijîn,дихати
851,trinken::V,vexwarin,пити
852,essen::V,xwarin,їсти
853,schlucken::V,daqulbandin,ковтати
854,müde werden::V,betilîln,втомитися
855,müde werden::V,qerimîn,втомитися
856,einschlafen::V,razan,заснути
857,schlafen::V,razan,спати
858,schlafen::V,razandin,спати
859,aufwachen::V,şiyarbûn,прокинутися
860,aufstehen::V,rabûn,встати
861,sich erholen::V,baş bûn,відпочивати
862,krank werden::V,nexweş kêt,захворіти
863,krank sein::V,nexweş bû,хворіти
864,schmerzen::V,êşandin,боліти
865,husten::V,kuxin,кашляти
866,genesen::V,baş bûn,одужати
867,genesen::V,baş bûn,видужати
868,sterben::V,mirin,померти
869,umkommen::V,mirin,згинути
870,sich bewegen::V,leqîn,рухатися
871,sich rühren::V,leqîn,ворушитися
872,sich erheben::V,rabûn,встати
873,sich setzen::V,runiştin,сісти
874,hinfallen::V,kêtin,упасти
875,laufen::V,meşîn,ходити
876,schreiten::V,meşkirin,крокувати
877,spazierengehen::V,gerandin,гуляти
878,eilen::V,lezandin,спішити
879,sich beeilen::V,zûkirin,поспішати
880,sausen::V,fîzîn,мчатися
881,rennen::V,baz dan,бігати
882,springen::V,hilpekîn,скакати
883,springen::V,hilpekîn,стрибати
884,klettern::V,hilperikîn,лазити
885,schaukeln::V,lorandin,гойдатися
886,kriechen::V,xuşandin,повзати
887,schwimmen::V,avjenîn,пливти
888,schwimmen::V,avjenîn,плавати
889,tauchen::V,qutxuyardin,пірнати
890,tauchen::V,noqîn,пірнати
891,rudern::V,qaîq ajotin,гребти
892,rudern::V,qaîq ajotin,веслувати
893,fahren::V,ajotin,їхати
894,fliegen::V,firîn,літати
895,gehen::V,çûn,іти
896,weggehen::V,çûn,піти
897,abfahren::V,çûyin,від’їхати
898,abfahren::V,çûyin,відправитися
899,anhalten::V,rawestîn,зупинитися
900,hineingehen::V,ketin hundir,входити
901,eintreten::V,têketin,увійти
902,kommen::V,hatin,прийти
903,ankommen::V,gihan,прибути
904,ankommen::V,gihîştin,прибути
905,zurückkommen::V,vegerandin,повернутися
906,bleiben::V,sekinîn,залишитися
907,warten::V,payîn,чекати
908,erwarten::V,payîn,чекати
909,suchen::V,lêgerîn,шукати
910,finden::V,peyda kirin,знайти
911,versuchen::V,çeribandin,випробовувати
912,vorbereiten::V,amade kirin,підготувати
913,lieben::V,hez kirin,любити
914,mögen::V,dil kirin,любити
915,mögen::V,dil kirin,подобатися
916,lachen::V,kenîn,сміятися
917,rühren::V,hêjan,розчулити
918,weinen::V,girîn,плакати
919,schimpfen::V,pevçûn,лаятися
920,sich ärgern::V,enirîn,сердитися
921,sich fürchten::V,tirsîn,боятися
922,fürchten::V,tirsin,боятися
923,fliehen::V,bazdan,тікати
924,flüchten::V,revîn,утекти
925,sehen::V,dîtin,бачити
926,anschauen::V,sêr kirin,поглянути
927,ansehen::V,hesibandin,дивитися на
928,hören::V,guhdar jirin,чути
929,zuhören::V,guhdarî kirin,слухати
930,probieren::V,tehm kirin,покуштувати
931,riechen::V,bihn kirin,нюхати
932,fühlen::V,hîs kirin,відчувати
933,scheinen::V,xoyer kir,здаватися
934,zu sehen sein::V,diyar bûn,виднітися
935,vernehmen::V,bihîstin,почути
936,frieren::V,qerişîn,мерзнути
937,tun::V,kirin,робити
938,können::V,karin,могти
939,wollen::V,xwestîn,хотіти
940,anfangen::V,dest pêkirin,почати
941,beenden::V,xelas kirin,закінчити
942,aufhören::V,xelas kirin,перестати
943,gelingen::V,çe bûn,вдатися
944,geraten::V,qewîmîn,опинитися
945,öffnen::V,vekirin,відкрити
946,schließen::V,girtin,закрити
947,stellen::V,danîn,поставити
948,setzen::V,rûniştin,посадити
949,legen::V,danîn,класти
950,legen::V,razandin,класти
951,berühren::V,lêketin,чіпати
952,verbinden::V,anîn pê,зв’язати
953,bedecken::V,sergirtin,покрити
954,aufhängen::V,aliqandin,повісити
955,anzünden::V,pêxistin,запалити
956,aufheben::V,hildan,підняти
957,zurücklassen::V,hiştin,залишити
958,zurücklassen::V,vehiştin,залишити
959,verlieren::V,wendakirin,загубити
960,fallen lassen::V,xistin bixe,упустити
961,fallen lassen::V,xistin,упустити
962,machen::V,kirin,зробити
963,machen::V,çêkirin,зробити
964,herstellen::V,çê kirin,виготовити
965,herstellen::V,peyda kirin,виготовити
966,bauen::V,lêkirin,будувати
967,reparieren::V,veherînerîn,лагодити
968,verbessern::V,sererastkirin,поліпшити
969,ändern::V,degiş kirin,змінити
970,graben::V,kolandin,копати
971,beugen::V,tewîn,зігнути
972,beugen::V,xwar kirin,зігнути
973,biegen::V,tewandin,погнути
974,biegen::V,xwarkirin,погнути
975,drehen::V,fitilandin,вертіти
976,wenden::V,zivîrin,повернути
977,umdrehen::V,vegerandin,перевернути
978,heben::V,hildan,піднімати
979,hochheben::V,hildan,підняти
980,ergreifen::V,dest avêtin,схопити
981,halten::V,hîştin,тримати
982,halten::V,sekinîn,тримати
983,drücken::V,pêl kirin,натискати
984,schieben::V,damdan,пхати
985,schieben::V,damdan,штовхати
986,kratzen::V,xurandin,шкребти
987,lecken::V,alastin,лизати
988,beißen::V,gez kirin,кусати
989,abreißen::V,hilşandin,відірвати
990,abschneiden::V,jêkirin,відрізати
991,binden::V,girêdan,в’язати
992,stecken::V,têxistin,увіткнути
993,brechen::V,şikandin,зламати
994,klopfen::V,kutandin,стукати
995,hauen::V,li dan,бити
996,kleben::V,zeliqîn,клеїти
997,kleben::V,şirêz kirin,клеїти
998,reiben::V,firikandin,терти
999,streichen::V,bax dan,намазати
1000,schleifen::V,çarkirin,точити
1001,schneiden::V,jêkirin,різати
1002,rütteln::V,hejandin,хитати
1003,schütteln::V,daweşîn,трясти
1004,schwenken::V,têwdan,махати
1005,schütten::V,rijandin,налити
1006,füllen::V,dagirtin,наповнити
1007,einwickeln::V,pêçandin,загорнути
1008,tragen::V,kişandin,нести
1009,tragen::V,rajtin,нести
1010,schleppen::V,kişandin,тягти
1011,ziehen::V,kişandin,тягнути
1012,aufbewahren::V,hilandin,зберігати
1013,werfen::V,avêtin,кидати
1014,fangen::V,sem kirin,ловити
1015,fangen::V,girtin,ловити
1016,packen::V,pê girtin,схопити
1017,verstecken::V,hîlanin,сховати
1018,teilen::V,parvekirin,розділити
1019,schicken::V,şandin,посилати
1020,bringen::V,anîn,принести
1021,bringen::V,birin,принести
1022,hinzufügen::V,dan ser,додати
1023,hinzufügen::V,li tiştekî zêde kirin,додати
1024,bekommen::V,standin,дістати
1025,erhalten::V,standin,одержати
1026,nehmen::V,girtin,взяти
1027,wählen::V,ray dan,вибрати
1028,auswählen::V,bijartin,відібрати
1029,bewahren::V,rê li ber girtin,зберегти
1030,bewahren::V,lê xwedî derketin,зберегти
1031,behindern::V,bara wi,перешкоджати
1032,verderben::V,heram bûn,зіпсувати
1033,beschädigen::V,xerab kirin,зашкодити
1034,zerbrechen::V,şikênandin,розбити
1035,zerbrechen::V,perçe kirin,розбити
1036,zerreißen::V,qelişandin,розірвати
1037,zerstören::V,hilşandin,зруйнувати
1038,verbrennen::V,şewitandin,спалити
1039,geben::V,dan,дати
1040,geben::V,dayin,дати
1041,reichen::V,besbûn,передати
1042,reichen::V,têrkirin,передати
1043,schenken::V,diyarî kirin,дарувати
1044,versprechen::V,soz dan,обіцяти
1045,wünschen::V,dil kirin,бажати
1046,loben::V,pesinandin,хвалити
1047,küssen::V,maçkirin,цілувати
1048,wiegen::V,lorandin,качати
1049,wiegen::V,wezinandin,качати
1050,zudecken::V,nixumandin,накрити
1051,wecken::V,bixwe hesandin,розбудити
1052,zeigen::V,şanîdan,показати
1053,führen::V,raber kirin,вести
1054,lehren::V,hîn kirin,вчити
1055,unterrichten::V,ders dan,викладати
1056,aufziehen::V,mesinkirin,виховати
1057,leiten::V,rêberî kirin,керувати
1058,antreiben::V,bezandin,підганяти
1059,lassen::V,berdan,змусити
1060,lassen::V,hiştin,змусити
1061,einladen::V,dawet kirin,запросити
1062,vereinigen::V,bi yek kirin,об’єднати
1063,besuchen::V,mêvan bûn,завітати
1064,besuchen::V,mêvan bûn,відвідати
1065,treffen::V,rast hatin,зустріти
1066,sich versammeln::V,li hev çivîn,зібратися
1067,spielen::V,listin,грати
1068,singen::V,stran,співати
1069,tanzen::V,reqisîn,танцювати
1070,sich trennen::V,hew berdan,розлучитися
1071,verlassen::V,tanê hişt,покинути
1072,verlassen::V,bêkes,покинути
1073,retten::V,rihakirin,врятувати
1074,bewachen::V,raçavkirin,охороняти
1075,schützen::V,hemet kirin,уберігати
1076,verteidigen::V,paraztin,захистити
1077,sich schlagen::V,li hev bezîn,битися
1078,sich schlagen::V,li hev bezîn,дратися
1079,schießen::V,agir kirin,стріляти
1080,siegen::V,biser ketin,перемогти
1081,ärgern::V,xeyirandin,сердити
1082,schlagen::V,lêdan,ударити
1083,schlagen::V,lêxistin,ударити
1084,treten::V,têlekirin,штовхати
1085,stechen::V,têrekirin,вколоти
1086,stoßen::V,lêketin,штовхнути
1087,stehlen::V,dizîn,украсти
1088,stehlen::V,dizî birin,украсти
1089,stören::V,aciz kirin,перешкодити
1090,belästigen::V,li tela yeki ketin,докучати
1091,verbergen::V,veşartin,сховати
1092,verbergen::V,kemîndanîn,сховати
1093,täuschen::V,xapandin,обдурити
1094,täuschen::V,lê zexeli kirin,обдурити
1095,betrügen::V,xapandin,зшахраювати
1096,töten::V,kûştin,убити
1097,wohnen::V,rûniştin,жити
1098,wohnen::V,rûniştin,мешкати
1099,arbeiten::V,kar kirin,працювати
1100,arbeiten::V,şêxulin,працювати
1101,sammeln::V,komkirin,зібрати
1102,pflücken::V,çinîn,зривати
1103,jagen::V,nêçîr kirin,полювати
1104,fischen::V,masî girtin,рибалити
1105,fassen::V,pê girtin,піймати
1106,fassen::V,sêm kirin,піймати
1107,hüten::V,hei jê man,пасти
1108,treiben::V,bêherandin,гнати
1109,anbinden::V,tewilandin,прив’язати
1110,füttern::V,xwarine dan lê,годувати
1111,füttern::V,xwarine dan lê,харчувати
1112,melken::V,dotin,доїти
1113,hacken::V,kolandin,рубати
1114,gießen::V,av dan,полити
1115,reifen::V,kemilîn,дозріти
1116,zubereiten::V,çe kirin,зготовити
1117,zubereiten::V,çe kirin,приготувати
1118,kochen::V,xwarin çe kirin,варити
1119,kochen::V,xwarin çe kirin,готувати
1120,kochen::V,kelandin,варити
1121,kochen::V,kelandin,готувати
1122,backen::V,pijandin,пекти
1123,braten::V,qelandin,смажити
1124,braten::V,sor kirin,смажити
1125,umrühren::V,têvdan,переміщати
1126,stricken::V,hûnan,в’язати
1127,nähen::V,kêl kirin,шити
1128,färben::V,boyax kirin,пофарбувати
1129,reinigen::V,paqijkirin,очистити
1130,waschen::V,şuştin,мити
1131,abwischen::V,pakîj kirin,витерти
1132,spülen::V,şuştin,полоскати
1133,fegen::V,maliştin,підмітати
1134,kehren::V,maliştin,мести
1135,baden::V,serîşûştin,купатися
1136,sich waschen::V,serîşûştin,митися
1137,ausziehen::V,jê kirin,зняти
1138,anziehen::V,pê kirin,надіти
1139,sich anziehen::V,xwe kirin,одягтися
1140,sich anziehen::V,xwe kirin,одягнутися
1141,kämmen::V,şeh kirin,зачесати
1142,schmücken::V,xemilandin,оздобити
1143,sagen::V,gotin,сказати
1144,sagen::V,peyivîn,сказати
1145,sprechen::V,peyivîn,говорити
1146,reden::V,axaftin,розмовляти
1147,sich unterhalten::V,hev biştaxilin,бесідувати
1148,fragen::V,pirsîn,запитати
1149,fragen::V,pirs kirin,запитати
1150,bitten::V,tika kirin,просити
1151,erzählen::V,behs kirin,розповісти
1152,mitteilen::V,vegotin,повідомити
1153,nennen::V,bi nav kirin,назвати
1154,rufen::V,bakirin,кликати
1155,prahlen::V,pesnê xwe dan,хвалитися
1156,übersetzen::V,qulibandin,перекласти
1157,übersetzen::V,derbas kirin,перекласти
1158,denken::V,fikirîn,думати
1159,denken::V,fikirîn,мислити
1160,glauben::V,bawer bûn,вірити
1161,bemerken::V,bala xwe dan,помітити
1162,bemerken::V,çac lê ketin,помітити
1163,erkennen::V,pêhesîn,пізнати
1164,begreifen::V,fêmkirin,осягнути
1165,verstehen::V,fêmkirin,почути
1166,lernen::V,halmandin,навчатися
1167,lernen::V,fêrbun,навчатися
1168,wissen::V,zanîn,знати
1169,sich erinnern an::V,bir bûn,пам’ятати
1170,vergessen::V,ji bir kirin,забути
1171,messen::V,pê kanîn,міряти
1172,zählen::V,hejmardin,лічити
1173,rechnen::V,hesibandin,рахувати
1174,lesen::V,xwendin,читати
1175,malen::V,rengandin,малювати
1176,malen::V,boyax kirin,малювати
1177,zeichnen::V,işaret kirin,рисувати
1178,schreiben::V,nivîsandin,писати
1179,besitzen::V,hebûn,мати
1180,kaufen::V,kirîn,купити
1181,verkaufen::V,firotin,продати
1182,bezahlen::V,pere dan,заплатити
1183,zahlen::V,pere dan,платити
1184,zahlen::V,dayin,платити
1185,beherrschen::V,zebt kirin,володіти
1186,beherrschen::V,hukim kirin,володіти
1187,ertragen::V,bihêzkirin,витерпіти
