,Concept_ID,ta,be
687,dies::PRN,இது,гэта
688,das::PRN,அது,тое
689,alles::PRN,ஒவ்வொன்றும்,усё
690,ich::PRN,நான்,я
691,du::PRN,நீ,ты
692,er::PRN,அவன்,ён
693,wir::PRN,நாம்,мы
694,wir::PRN,நாங்கள்,мы
695,ihr::PRN,நீங்கள்,вы
696,sie::PRN,அவர்கள்,яны
697,was::FPRN,என்ன,што
698,wer::FPRN,யார்,хто
699,wo::FADV,எங்கே,дзе
700,wohin::FADV,எதற்கு,куды
701,wie::FADV,எப்படி,як
702,warum::FADV,ஏன்,чаму
703,wieviel::FNUM,எவ்வளவு,колькі
704,eins::NUM,ஒன்று,адзін
705,zwei::NUM,இரண்டு,два
706,drei::NUM,மூன்று,тры
707,vier::NUM,நான்கு,чатыры
708,fünf::NUM,ஐந்து,пяць
709,sechs::NUM,ஆறு,шесць
710,sieben::NUM,ஏழு,сем
711,acht::NUM,எட்டு,восем
712,neun::NUM,ஒன்பது,дзевяць
713,zehn::NUM,பத்து,дзесяць
714,elf::NUM,பதினொன்று,адзінаццаць
715,zwölf::NUM,பன்னிரண்டு,дванаццаць
716,zwanzig::NUM,இருபது,дваццаць
717,dreißig::NUM,முப்பது,трыццаць
718,vierzig::NUM,நாற்பது,сорак
719,fünfzig::NUM,ஐமபது,пядзесят
720,sechzig::NUM,அறுபது,шесдзесят
721,siebzig::NUM,எழுபது,семдзесят
722,achtzig::NUM,எண்பது,восемдзесят
723,neunzig::NUM,தொன்னூறு,дзевяноста
724,hundert::NUM,நூறு,сто
725,tausend::NUM,ஆயிரம்,тысяча
726,und::CNJ,மற்றும்,і
727,und::CNJ,மற்றும்,ды
728,oder::CNJ,அல்லது,або
729,stehen::V,நில்,стаяць
730,sitzen::V,உட்கார்,сядзець
731,liegen::V,படு,ляжаць
732,hängen::V,தொங்கச் செய்,вісець
733,werden::V,ஆகு,стаць
734,werden::V,ஆகு,зрабіцца
735,passieren::V,நிகழ்,трапіцца
736,beginnen::V,ஆரம்பி,пачацца
737,enden::V,முடி,кончыцца
738,wechseln::V,மாற்று,мяняцца
739,aufgehen[Sonne]::V,உயர எழு,узысці
740,untergehen[Sonne]::V,பொறுத்து,зайсці
741,scheinen[Sonne]::V,பிரகாசி,свяціць
742,donnern::V,இடி,грымець
743,wehen::V,வீசு,дзьмуць
744,strömen::V,பாயதல்,ліцца
745,fließen::V,நீரோட்டம் போக்கில் போ,цячы
746,sich drehen::V,சுழல்,круціцца
747,sich drehen::V,சுழல்,варочацца
748,schwanken::V,தள்ளாடு,хістацца
749,schwingen::V,ஆடு,гайдацца
750,schwingen::V,ஆடு,калыхацца
751,fallen::V,விழு,падаць
752,brennen::V,எரி,гарэць
753,rauchen::V,பகை பிடி,дымець
754,regnen::V,மழை பெய்,дажджыць
755,gefrieren::V,உறைந்துவிடு,замерзнуць
756,tauen::V,உருகு,раставаць
757,schmelzen::V,உருகு,плавіцца
758,trocknen::V,உலர்த்து,сохнуць
759,sieden::V,கொதிக்க வை,кіпець
760,faulen::V,அழுகச் செய்,гнісці
761,verfaulen::V,அழுகச் செய்,згнісці
762,reißen::V,திடீரென அறு,ірвацца
763,versinken::V,மூழ்கு,тануць
764,vergehen::V,கடந்துசெல்,праходзіць
765,erscheinen::V,தோன்றச்,зʼявіцца
766,verschwinden::V,மறைந்து போ,знікнуць
767,sinken::V,பதைவுறு,спадаць
768,abnehmen::V,குறை,паменшыцца
769,zunehmen::V,உயர்த்து,павялічвацца
770,steigen::V,உயர எழு,паднімацца
771,wachsen::V,வளர்,расці
772,glänzen::V,மிளிர்,блішчаць
773,funkeln::V,பிரகாசி,бліскаць
774,lärmen::V,கொம்பு,шумець
775,läuten::V,மணியொலியிசை,званіць
776,klingeln::V,மணி அடி,званіць
777,klirren::V,கிலுங்கு,бразгаць
778,brausen::V,இரைதல்,бушаваць
779,rauschen::V,சலசலப்பு,шастаць
780,klingen::V,சிலம்புதல்,гучаць
781,bellen::V,குரை,брахаць
782,heulen::V,ஊளையிடு,выць
783,blasen::V,ஊது,дзьмухнуць
784,pfeifen::V,சீழ்க்கை எழப்பு,свістаць
785,schreien::V,கூச்சலிடு,крычаць
786,stöhnen::V,வேதனை,стагнаць
787,zittern::V,நடுங்கு,дрыжаць
788,leben::V,உயிருடனிரு,жыць
789,geboren werden::V,பிற,нарадзіцца
790,atmen::V,சுவாசி,дыхаць
791,trinken::V,குடி,піць
792,essen::V,சாப்பிடு,есці
793,schlucken::V,முழுங்கு,глытаць
794,müde werden::V,கையயர்தல்,стаміцца
795,einschlafen::V,தூங்க,заснуць
796,schlafen::V,தூங்கு,спаць
797,aufwachen::V,எழுப்பு,рассыпацца
798,aufstehen::V,எழுந்திரு,устаць
799,sich erholen::V,இளைப்பாறு,адпачываць
800,krank werden::V,விழுதல்,захварэць
801,krank sein::V,நருக்கலாயிருக்க,хварэць
802,schmerzen::V,நோவுறு,балець
803,husten::V,இருமு,кашляць
804,genesen::V,குணம் அடை,паправіцца
805,genesen::V,குணம் அடை,паздаравець
806,sterben::V,மரணமடை,памерці
807,umkommen::V,நசி,загінуць
808,sich bewegen::V,நகர்த்து,рухацца
809,sich rühren::V,அசை,варушыцца
810,sich erheben::V,எழுந்து நில்,устаць
811,sich setzen::V,உட்கார்,сесці
812,hinfallen::V,விழு,упасці
813,laufen::V,நட,хадзіць
814,schreiten::V,கவடுவைத்தல்,шагаць
815,schreiten::V,கவடுவைத்தல்,крочыць
816,spazierengehen::V,உலவு,гуляць
817,eilen::V,விரைந்து,спяшацца
818,sich beeilen::V,அவசரப்படுத்து,спяшацца
819,sausen::V,விரைந்து செல்,імчацца
820,rennen::V,ஓடு,бегаць
821,springen::V,குதி,скакаць
822,klettern::V,ஏறு,лазіць
823,schaukeln::V,தள்ளாடு,гайдацца
824,kriechen::V,மெதுவாக நடந்து செல்,поўзаць
825,schwimmen::V,நீந்து,плаваць
826,tauchen::V,மூழ்கி நீச்சலடி,ныраць
827,rudern::V,துடுப்புப் போடு,веславаць
828,fahren::V,ஓட்டு,ехаць
829,fliegen::V,பற,лятаць
830,gehen::V,போ,ісці
831,weggehen::V,விலகிச் செல்,пайсці
832,abfahren::V,புறப்பட்டுச் செல்,адʼяжджаць
833,anhalten::V,நின்றுவிடு,спыніцца
834,anhalten::V,நின்றுவிடு,затрымацца
835,hineingehen::V,மறையச் செய்,уваходзіць
836,eintreten::V,நுழை,увайсці
837,kommen::V,வா,прыйсці
838,ankommen::V,வநது சேர்,прыбыць
839,zurückkommen::V,திரும்பி வா,вярнуцца
840,bleiben::V,இரு,застацца
841,warten::V,தாமதி,чакаць
842,erwarten::V,எதிர்நோக்கு,чакаць
843,suchen::V,தேடு,шукаць
844,finden::V,கண்டுபிடி,знайсці
845,versuchen::V,முயற்சி செய்,прабаваць
846,vorbereiten::V,ஆயத்தம் செய்,падрыхтаваць
847,lieben::V,அன்பு செலுத்து,кахаць
848,mögen::V,விரும்பு,любіць
849,lachen::V,சிரி,смяяцца
850,rühren::V,இதயத்தைத் தொடு,расчуліць
851,weinen::V,அழு,плакаць
852,schimpfen::V,சாபமிடு,лаяцца
853,sich ärgern::V,கோப்பபடு,сердаваць
854,sich fürchten::V,பயப்படு,баяцца
855,fürchten::V,பயப்படுத்து,баяцца
856,fliehen::V,ஓடு,уцякаць
857,flüchten::V,தப்பிவிடு,уцячы
858,sehen::V,பார்,бачыць
859,anschauen::V,கூர்ந்து கவனி,паглядзець
860,ansehen::V,கவனி,глядзець
861,hören::V,கேள்,чуць
862,zuhören::V,சுவைத்துப் பார்,слухаць
863,probieren::V,ருசி,каштаваць
864,riechen::V,முகர்ந்து பார்,нюхаць
865,fühlen::V,தொட்டுணர்,адчуваць
866,scheinen::V,காணப்படு,здавацца
867,zu sehen sein::V,தோன்றுதல்,віднецца
868,vernehmen::V,கேள்,пачуць
869,frieren::V,குதுகுதுகு,мёрзнуць
870,tun::V,செய்,рабіць
871,können::V,இயல்வது,умець
872,wollen::V,விரும்பு,хацець
873,anfangen::V,தொடங்கு,пачаць
874,beenden::V,முடி,закончыць
875,aufhören::V,நிறுத்து,перастаць
876,gelingen::V,வெற்றி,удацца
877,geraten::V,ஏற்படுத்து,аказацца
878,öffnen::V,திற,адчыніць
879,schließen::V,மூடு,зачыніць
880,stellen::V,வை,паставіць
881,setzen::V,வை,пасадзіць
882,legen::V,பரப்பி வை,класці
883,berühren::V,பதி,чапаць
884,verbinden::V,சேர்,звязаць
885,bedecken::V,உறைபோடு,накрыць
886,aufhängen::V,தொங்கவிடு,павесіць
887,anzünden::V,எரியூட்டு,запаліць
888,aufheben::V,பொறுக்கி எடு,падняць
889,zurücklassen::V,விட்டுச் செல்,пакінуць
890,verlieren::V,இழ,згубіць
891,fallen lassen::V,அளவில் குறைவு,упусціць
892,machen::V,தயார்செய்,зрабіць
893,herstellen::V,உற்பத்தி செய்,вырабіць
894,bauen::V,கட்டு,будаваць
895,reparieren::V,பழுது பார்,правіць
896,verbessern::V,மேம்படுத்து,палепшыць
897,ändern::V,மாற்றி அமை,змяніць
898,graben::V,குழி வெட்டு,капаць
899,beugen::V,வனை,сагнуць
900,biegen::V,வனை,пагнуць
901,drehen::V,சுழல்,вярцець
902,wenden::V,குடைகவிழு,павярнуць
903,umdrehen::V,சுற்றும் முற்றும் பார்,перавярнуць
904,heben::V,தூக்கு,падымаць
905,hochheben::V,தூக்கு,падняць
906,ergreifen::V,பறி,схапіць
907,ergreifen::V,பறி,схваціць
908,halten::V,பிடித்துக் கொள்,трымаць
909,drücken::V,அழுத்து,націскаць
910,schieben::V,தள்ளு,пхаць
911,schieben::V,தள்ளு,штурхаць
912,kratzen::V,கீறு,скрэбці
913,lecken::V,நக்கு,лізаць
914,beißen::V,கடி,кусаць
915,abreißen::V,கிழி,адарваць
916,abschneiden::V,வெட்டி எடு,адрэзаць
917,binden::V,கட்டு,вязаць
918,stecken::V,பதிய வை,уваткнуць
919,brechen::V,உடை,зламаць
920,klopfen::V,தட்டு,стукаць
921,hauen::V,அடி,біць
922,kleben::V,ஒட்டு,клеіць
923,reiben::V,தேய்,церці
924,streichen::V,பரவச்செய்,намазаць
925,schleifen::V,அரை,тачыць
926,schneiden::V,துண்டாக்கு,рэзаць
927,rütteln::V,மெல்ல தள்ளு,хістаць
928,schütteln::V,குலுக்கு,трэсці
929,schwenken::V,ஊஞ்சலாடு,махаць
930,schütten::V,ஊற்று,наліць
931,füllen::V,நிரப்பு,напоўніць
932,einwickeln::V,சுற்று,загарнуць
933,tragen::V,எடுத்துச் செல்,несці
934,schleppen::V,இழுத்துச் செல்,цягнуць
935,ziehen::V,இழு,цягнуць
936,aufbewahren::V,வைத்துக் கொள்,захоўваць
937,werfen::V,வீசி எறி,кідаць
938,fangen::V,பிடி,лавіць
939,packen::V,பிடித்துக்கொள்,схапіць
940,packen::V,பிடித்துக்கொள்,схваціць
941,verstecken::V,மறை,схаваць
942,teilen::V,பாகங்களாகப் பிரி,раздзяліць
943,schicken::V,அனுப்பு,пасылаць
944,bringen::V,கொண்டு வா,прынесці
945,hinzufügen::V,சேர்,дабавіць
946,bekommen::V,பெறு,дастаць
947,erhalten::V,பெறு,атрымаць
948,nehmen::V,எடு,ўзяць
949,wählen::V,தேர்ந்தெடு,выбраць
950,auswählen::V,தேர்ல்தெடு,адабраць
951,bewahren::V,கெடாது பேணு,захаваць
952,behindern::V,தடங்கல் செய்,перашкаджаць
953,verderben::V,நாசமாக்கு,сапсаваць
954,beschädigen::V,சேதப்படுத்து,пашкодзіць
955,zerbrechen::V,உடை,разбіць
956,zerreißen::V,கிழி,разадраць
957,zerstören::V,அழி,разбурыць
958,verbrennen::V,எரியூட்டு,спаліць
959,geben::V,கொடு,даць
960,reichen::V,வழங்கு,перадаць
961,schenken::V,மொயத்தல்,дарыць
962,versprechen::V,உறுதியளி,абяцаць
963,wünschen::V,ஆசைப்படு,жадаць
964,loben::V,புகழ்ச்சி கூறு,хваліць
965,küssen::V,முத்தமிடு,цалаваць
966,wiegen::V,ஆட்டுத்தல்,гушкаць
967,wiegen::V,ஆட்டுத்தல்,калыхаць
968,zudecken::V,உறைபோடு,накрыць
969,wecken::V,எழுப்பு,пабудзіць
970,zeigen::V,காட்டு,паказаць
971,führen::V,வழிகாட்டி,весці
972,lehren::V,சொல்லிக் கொடு,вучыць
973,unterrichten::V,அறிவுரை கூறு,выкладаць
974,aufziehen::V,வளர்,выхаваць
975,leiten::V,அழைத்துச் செல்,кіраваць
976,antreiben::V,தூண்டு,падганяць
977,lassen::V,விடு,прымусіць
978,einladen::V,அழை,запрасіць
979,vereinigen::V,ஒன்றாகச் சேர்,абʼяднаць
980,besuchen::V,வருகை புரி,наведаць
981,treffen::V,சந்தி,сустрэць
982,sich versammeln::V,தொகுப்பு,сабрацца
983,spielen::V,விளையாடு,гуляць
984,singen::V,பாடு,пець
985,singen::V,பாடு,спяваць
986,tanzen::V,நடனமாடு,танцаваць
987,sich trennen::V,தனிப்படடுத்து,расстацца
988,verlassen::V,கைவிடு,пакінуць
989,retten::V,காப்பாற்று,выратаваць
990,bewachen::V,காவல் செய்,ахоўваць
991,schützen::V,பாதுகாப்பு செய்,уберагаць
992,verteidigen::V,எதிர்த்து நில்,абараніць
993,sich schlagen::V,பூசலிடு,біцца
994,sich schlagen::V,பூசலிடு,драцца
995,schießen::V,சுட்டுக் கொல்,страляць
996,siegen::V,வெற்றி பெறு,перамагчы
997,ärgern::V,எரிச்சலூட்டு,злаваць
998,schlagen::V,அடி,ударыць
999,treten::V,உதை,штурхаць
1000,stechen::V,கொட்டு,укалоць
1001,stoßen::V,நெருக்கு,папхнуць
1002,stehlen::V,திருடு,украсці
1003,stören::V,தொல்லைகொடு,перашкодзіць
1004,belästigen::V,தொல்லை கொடு,дакучаць
1005,verbergen::V,மறை,скрыць
1006,verbergen::V,மறை,схаваць
1007,täuschen::V,ஏமாற்று,падмануць
1008,betrügen::V,ஏமாற்று,змахляваць
1009,töten::V,கொல்,забіць
1010,wohnen::V,தங்கியிரு,жыць
1011,arbeiten::V,வேலை செய்,працаваць
1012,sammeln::V,ஒன்றுசேர்,сабраць
1013,pflücken::V,கொய்து எடு,зрываць
1014,jagen::V,வேட்டையாடு,паляваць
1015,fischen::V,மீன் பிடி,рыбачыць
1016,fassen::V,பிடி,злавіць
1017,hüten::V,காவல் செய்,пасвіць
1018,treiben::V,ஓட்டு,гнаць
1019,anbinden::V,கட்டு,прывязаць
1020,füttern::V,உணவளி,карміць
1021,melken::V,பால் கற,даіць
1022,hacken::V,வெட்டி எடு,сячы
1023,gießen::V,நீர்ப் பாய்ச்சு,паліць
1024,reifen::V,பழு,паспець
1025,zubereiten::V,சமையல் செய்,зварыць
1026,zubereiten::V,சமையல் செய்,згатаваць
1027,kochen::V,வேகவை,варыць
1028,backen::V,வெப்பத்தில் வாட்டு,пячы
1029,braten::V,பொரியச் செய்,смажыць
1030,umrühren::V,கலக்கு,перамяшаць
1031,stricken::V,பின்னியிழை,вязаць
1032,nähen::V,தையல் வேலை செய்,шыць
1033,färben::V,வண்ணம் பெறச் செய்,пафарбаваць
1034,reinigen::V,சுத்தம் செய்,ачысціць
1035,waschen::V,கழுவு,мыць
1036,abwischen::V,துடை,выцерці
1037,spülen::V,அலசு,паласкаць
1038,fegen::V,பெறுக்கு,падмятаць
1039,kehren::V,பெறுக்கு,месці
1040,baden::V,குளி,купацца
1041,sich waschen::V,கழுவு,мыцца
1042,ausziehen::V,கழற்று,зняць
1043,anziehen::V,புனைதல்,надзець
1044,sich anziehen::V,உடுத்துதல்,адзецца
1045,kämmen::V,தலை வாரிக் கொள்,прычасаць
1046,schmücken::V,அழகுபடுத்து,аздобіць
1047,sagen::V,சொல்,сказаць
1048,sprechen::V,பேசு,гаварыць
1049,reden::V,பெசு,размаўляць
1050,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,гутарыць
1051,fragen::V,கேள்,спытаць
1052,bitten::V,வேண்டு,прасіць
1053,erzählen::V,சொல்,расказаць
1054,mitteilen::V,சொல்,паведаміць
1055,nennen::V,பெயரிடுதல்,назваць
1056,rufen::V,கூச்சலிடு,зваць
1057,prahlen::V,தற்பெருமை பேசு,хваліцца
1058,übersetzen::V,மொழிபெயர்ப்பு செய்,перакласці
1059,denken::V,யோசி,думаць
1060,glauben::V,நம்பு,верыць
1061,bemerken::V,கவனி,заўважыць
1062,erkennen::V,அடையாளம் கண்டுகொள்,пазнаць
1063,begreifen::V,பற்றிக்கொள்,спасцігнуць
1064,verstehen::V,புரிந்து கொள்,пачуць
1065,lernen::V,கற்றுக்கொள்,вучыцца
1066,wissen::V,தெரிந்திரு,знаць
1067,sich erinnern an::V,நினைவு கூர்,памятаць
1068,vergessen::V,மற,забыць
1069,messen::V,அளவிடு,мераць
1070,zählen::V,எண்ணு,лічыць
1071,rechnen::V,கணக்கிடு,лічыць
1072,lesen::V,படி,чытаць
1073,malen::V,வண்ணச்சித்திரம்,маляваць
1074,zeichnen::V,வரை,рысаваць
1075,schreiben::V,எழுது,пісаць
1076,besitzen::V,உடைமையாகக் கொண்டிரு,мець
1077,kaufen::V,வாங்கு,купіць
1078,verkaufen::V,விற்பனை செய்,прадаць
1079,bezahlen::V,இறுத்தல்,заплаціць
1080,zahlen::V,பணம் செலுத்து,плаціць
1081,beherrschen::V,ஆட்சிசெய்,уладаць
1082,beherrschen::V,ஆட்சிசெய்,валодаць
1083,ertragen::V,தாங்கு,выцерпець
