,Concept_ID,kv,cy
109,Bach::N,шор,afonig
110,Bach::N,шор,cornant
111,Fluss::N,ю,afon
112,Ufer::N,берег,glan
113,Küste::N,берег,traeth
114,Küste::N,берег,arfordir
115,Festland::N,му,tir
116,Meer::N,море,môr
117,Bucht::N,курья,bae
118,Blume::N,цветок,blodyn
119,Gras::N,турун,glaswellt
120,Wurzel::N,вуж,gwreiddyn
121,Baum::N,пу,coeden
122,Stamm::N,мыр,colfen
123,Stamm::N,мыр,boncyff
124,Stamm::N,кер,colfen
125,Stamm::N,кер,boncyff
126,Rinde::N,кач,rhisgl
127,Ast::N,ув,cangen
128,Zweig::N,ув,cainc
129,Zweig::N,ув,cangen
130,Blatt::N,лист,deilen
131,Birke::N,кыдз,bedwen
132,Kiefer[Baum]::N,пожум,pinwydden
133,Weide[Baum]::N,бадь,helygen
134,Tanne::N,кӧз,ffynidwydden
135,Horn::N,сюр,corn
136,Feder::N,гӧн,plufyn
137,Fell::N,кучик,ffwr
138,Flügel::N,борд,adain
139,Klaue::N,гыж,crafanc
140,Kralle::N,кабыр,ewin
141,Schwanz::N,бӧж,cwt
142,Schwanz::N,бӧж,cynffon
143,Ei::N,кольть,wy
144,Nest::N,поз,nyth
145,Bau::N,осьта,ffau
146,Bau::N,нора,ffau
147,Tier::N,зверь,anifail
148,Herde::N,гурт,praidd
149,Herde::N,гурт,diadell
150,Kuh::N,мӧс,buwch
151,Bulle::N,ӧшка,tarw
152,Pferd::N,вӧв,ceffyl
153,Schaf::N,баля,dafad
154,Schwein::N,порсь,mochyn
155,Hund::N,пон,ci
156,Katze::N,кань,cath
157,Bär::N,ош,arth
158,Eichhörnchen::N,ур,gwiwer
159,Elch::N,вӧр мӧс,elc
160,Fuchs::N,руч,cadno
161,Hase::N,кӧч,ysgyfarnog
162,Maus::N,шыр,llygoden
163,Wolf::N,кӧин,blaidd
164,Vogel::N,кай,aderyn
165,Schwarm::N,стая,haid
166,Schwarm::N,чукӧр,haid
167,Huhn::N,курӧг,cyw
168,Hahn::N,петух,ceiliog
169,Hahn::N,ай курӧг,ceiliog
170,Gans::N,дзодзог,gŵydd
171,Adler::N,куч,eryr
172,Adler::N,кутш,eryr
173,Ente::N,утка,hwyad
174,Eule::N,тупка,tylluan
175,Kranich::N,тури,garan
176,Kranich::N,тури,crychydd
177,Krähe::N,рака,brân
178,Kuckuck::N,кӧк,cog
179,Kuckuck::N,кӧк,cwcw
180,Schwan::N,юсь,alarch
181,Fisch::N,чери,pysgod
182,Barsch::N,ёкыш,draenog
183,Hecht::N,сирпинь,penhwyad
184,Schlange[Tier]::N,змей,neidr
185,Wurm::N,номыр,abwydyn
186,Wurm::N,номыр,pryf genwair
187,Spinne::N,черань,cor
188,Spinne::N,черань,pryf copyn
189,Ameise::N,кӧдзывкар,morgrugyn
190,Laus::N,ляпа той,lleuen
191,Mücke::N,ном,gwybedyn
192,Fliege::N,гут,cleren
193,Schmetterling::N,бабыв,glöyn byw
194,Schmetterling::N,бабыв,iâr fach yr haf
195,Beere::N,ягӧд,aeronen
196,Apfel::N,яблоко,afal
197,Pilz::N,тшак,madarch
198,Zwiebel::N,грез,nionyn
199,Zwiebel::N,грез,winwnsyn
200,Saat::N,кӧдзыс,had
201,Korn::N,сю,grawn
202,Heu::N,турун,gwair
203,Schale::N,кыш,croen
204,Schale::N,кыш,plisgyn
205,Schale::N,киль,croen
206,Schale::N,киль,plisgyn
207,Grube::N,яма,pwll
208,Grube::N,яма,pydew
209,Falle::N,нальк,magl
210,Falle::N,кляпча,magl
211,Schlinge::N,лӧч,cwlwm rhedeg
212,Spur::N,туй,ôl
213,Asche::N,пӧим,lludw
214,Dreck::N,нять,baw
215,Dreck::N,нять,budreddi
216,Eisen::N,кӧрт,haearn
217,Gold::N,зарни,aur
218,Silber::N,язісь,arian
219,Kohle::N,шом,glo
220,Kohle::N,уголь,glo
221,Glas::N,стекло,gwydr
222,Lehm::N,сёй,clai
223,Sand::N,лыа,tywod
224,Mensch::N,морт,dyn
225,Mann::N,мужик,dyn
226,Frau::N,инька,merch
227,Frau::N,инька,gwraig
228,Kind::N,кага,plentyn
229,Junge::N,зонка,hogyn
230,Junge::N,зонка,bachgen
231,Mädchen::N,нывкаок,merch
232,Mädchen::N,нывкаок,geneth
233,Familie::N,семья,teulu
234,Familie::N,семья,tylwyth
235,Großvater::N,дед,taid
236,Großvater::N,дед,tad-cu
237,Großmutter::N,баб,nain
238,Großmutter::N,баб,mam-gu
239,Eltern::N,ай-мам,rhieni
240,Vater::N,ай,tad
241,Mutter::N,мам,mam
242,Sohn::N,зон,mab
243,Tochter::N,ныв,merch
244,Bruder::N,вон,brawd
245,Schwester::N,сой,chwaer
246,Onkel::N,дядь,ewythr
247,Tante::N,айӧлӧн сой,modryb
248,Tante::N,ичинь,modryb
249,Ehemann::N,жӧник,gŵr
250,Ehefrau::N,инь,gwraig
251,Freude::N,гаж,gorfoledd
252,Freude::N,радъялӧм,gorfoledd
253,Gelächter::N,сералӧм,chwerthin
254,Glück::N,мичлун,hapusrwydd
255,Kummer::N,шог,galar
256,Wunsch::N,мӧдӧм,dymuniad
257,Wunsch::N,охотитӧм,dymuniad
258,Lust::N,охота,chwant
259,Geist::N,лов,ysbryd
260,Gedanke::N,дума,meddwl
261,Gedächtnis::N,тӧдвыв,cof
262,Verstand::N,вежӧр,meddwl
263,Sinn::N,ылӧс,ystyr
264,Grund::N,мог,achos
265,Grund::N,мог,rheswm
266,Wahrheit::N,правда,gwir
267,Wahrheit::N,правда,gwirionedd
268,Gespräch::N,сёрни,sgwrs
269,Märchen::N,сказка,chwedl werin
270,Erzählung::N,висьт,stori
271,Nachricht::N,юӧр,neges
272,Nachricht::N,висьталӧм,neges
273,Neuigkeit::N,новость,newydd
274,Name::N,ним,enw
275,Rätsel::N,загадка,pos
276,Rede::N,сёрни,araith
277,Sprache::N,кыв,iaith
278,Stimme::N,голос,llais
279,Wort::N,кыв,gair
280,Zeichen::N,пас,arwydd
281,Ruf::N,чуксӧм,galwad
282,Ruf::N,чукӧстӧм,galwad
283,Lärm::N,шум,trwst
284,Laut::N,шы,sain
285,Ton::N,гор,tôn
286,Lied::N,сьыланкыв,cân
287,Ruhe::N,спокой,tawelwch
288,Leute::N,йӧз,pobl
289,Volk::N,йӧз,pobl
290,Volk::N,народ,pobl
291,Arbeit::N,удж,gwaith
292,Gast::N,гӧсь,gwestai
293,Geschenk::N,гӧснеч,rhodd
294,Geschenk::N,гӧснеч,anrheg
295,Geschenk::N,подарок,rhodd
296,Geschenk::N,подарок,anrheg
297,Spiel::N,орсӧм,chwarae
298,Gesellschaft::N,компания,cwmni
299,Hilfe::N,отсӧт,cymorth
300,Freund::N,модз,cyfaill
301,Freund::N,дружок,cyfaill
302,Kamerad::N,тӧдса,cydymaith
303,Angelegenheit::N,дело,pwnc
304,Anzahl::N,лыд,cyfrif
305,Art::N,пӧлӧс,bath
306,Stück::N,тор,darn
307,Teil::N,юкӧм,rhan
308,Hälfte::N,джын,hanner
309,Kreis::N,круг,cylch
310,Kreuz::N,перна,croes
311,Linie::N,визь,llinell
312,Strich::N,кырӧв,strôc
313,Strich::N,кырӧв,trawiad
314,Abstand::N,колас,bwlch
315,Abstand::N,колас,pellter
316,Entfernung::N,ылына,pellter
317,Gegend::N,места,cylch
318,Platz::N,места,lle
319,Ort::N,места,lle
320,Seite::N,ладор,ochr
321,Mitte::N,шӧр,canol
322,Gegenstand::N,тор,eitem
323,Sache::N,тор,peth
324,Rand::N,дор,cwr
325,Rand::N,дор,ymyl
326,Kante::N,ордлы,min
327,Kante::N,ордлы,ymyl
328,Ecke::N,пельӧс,cornel
329,Spitze::N,йыв,blaen
330,Ende::N,йыв,pen
331,Loch::N,осьта,twll
332,Winkel::N,пельӧс,congl
333,Muster::N,сер,patrwm
334,Größe::N,ыжда,maint
335,Größe::N,ыжда,maintioli
336,Länge::N,кузя,hyd
337,Höhe::N,сувда,uchder
338,Höhe::N,вылына,uchder
339,Gewicht::N,сьӧкта,pwysau
340,Haufen::N,куча,pentwr
341,Reihe::N,лёдз,rhes
342,Boot::N,пыж,cwch
343,Ruder::N,пелыс,rhwyf
344,Schlitten::N,додь,sled
345,Schlitten::N,додь,car llusg
346,Ski::N,лямпа,sgi
347,Lagerfeuer::N,бипур,coelcerth
348,Last::N,тягота,llwyth
349,Gang::N,мунӧм,tro
350,Schritt::N,вожмӧв,cam
351,Norden::N,ой,gogledd
352,Süden::N,лун,de
353,Westen::N,рытвыв,gorllewin
354,Osten::N,асыв,dwyrain
355,Holz::N,пу,pren
356,Brett::N,пӧв,bwrdd
357,Brett::N,пӧв,astell
358,Platte::N,плита,llech
359,Stütze::N,пика,ateg
360,Stütze::N,пика,cynhalydd
361,Stange::N,зор,polyn
362,Stange::N,потш,polyn
363,Stock::N,бедь,ffon
364,Stock::N,бедь,brigyn
365,Stab::N,шест,ffon
366,Rohr::N,труба,pibell
367,Haus::N,керку,tŷ
368,Heim::N,керку,cartref
369,Ofen::N,пӧжавны,stof
370,Fußboden::N,джодж,llawr
371,Tisch::N,пызан,bwrdd
372,Stuhl::N,стул,cadair
373,Wiege::N,зыбка,crud
374,Bett::N,кровать,gwely
375,Regal::N,джадж,silff
376,Kiste::N,ящик,bocs
377,Kiste::N,ящик,blwch
378,Fenster::N,ӧшын,ffenestr
379,Tür::N,ыбӧс,drws
380,Tor::N,ворота,porth
381,Zaun::N,забор,ffens
382,Dach::N,крыша,to
383,Leiter::N,лиснич,ysgol
384,Besen::N,рос,ysgub
385,Spaten::N,зыр,rhaw
386,Schaufel::N,зыр,rhaw
387,Gabel::N,вила,fforc
388,Löffel::N,пань,llwy
389,Messer::N,пурт,cyllell
390,Nagel::N,кӧрттув,hoel
391,Netz::N,кыйӧт,gwe
392,Netz::N,кыйӧт,rhwyd
393,Haken::N,ем,bach
394,Griff::N,пу,carn
395,Schloss::N,замок,clo
396,Bild::N,картина,llun
397,Bild::N,картина,pictiwr
398,Figur::N,мыгӧр,ffigur
399,Puppe::N,акань,dol
400,Beutel::N,мешӧк,cwd
401,Bündel::N,нин,bwndel
402,Bündel::N,нин,coflaid
403,Tasche::N,сумка,cod
404,Eimer::N,ведра,bwced
405,Eimer::N,ведра,cunnog
406,Deckel::N,вевт,caead
407,Geschirr::N,доз,llestri
408,Geschirr::N,бекӧрпань,llestri
409,Sack::N,мешӧк,sach
410,Tasse::N,бекӧр,cwpan
411,Topf::N,кастрюля,pot
412,Topf::N,кастрюля,crochan
413,Kessel::N,пӧрт,tegell
414,Essen::N,сёйӧм,pryd o fwyd
415,Nahrung::N,вердан,bwyd
416,Speise::N,сёян,saig
417,Fleisch::N,яй,cig
418,Getreide::N,сю,ŷd
419,Getreide::N,сю,llafur
420,Brei::N,каша,uwd
421,Brot::N,нянь,bara
422,Scheibe::N,шӧрӧм,tafell
423,Fett::N,гос,saim
424,Fett::N,гос,braster
425,Butter::N,ви,ymenyn
426,Öl::N,ви,olew
427,Salz::N,сов,halen
428,Suppe::N,шыд,cawl
429,Honig::N,ма,mêl
430,Milch::N,йӧв,llaeth
431,Milch::N,йӧв,llefrith
432,Tee::N,чай,te
433,Leder::N,кучик,lledr
434,Wolle::N,гӧн,gwlân
435,Stoff::N,дӧра,lliain
436,Stoff::N,дӧра,brethyn
437,Nadel::N,ем,nodwydd
438,Faden::N,сунис,edau
439,Faden::N,сунис,edefyn
440,Knopf::N,кизь,botwm
441,Knoten::N,узӧв,cwlwm
442,Knoten::N,гӧрӧд,cwlwm
443,Farbe::N,краска,paent
444,Kleidung::N,паськӧм,dillad
445,Kleidung::N,паськӧм,gwisgoedd
446,Hemd::N,йӧрнӧс,crys
447,Kragen::N,воротник,coler
448,Ärmel::N,сос,llawes
449,Hose::N,вешьян,trowsus
450,Gürtel::N,йи,gwregys
451,Mütze::N,шапка,cap
452,Schuh::N,ботинки,esgid
453,Stiefel::N,сапог,botasen
454,Ring::N,чунькытш,modrwy
455,Band::N,ленточка,rhuban
456,Kamm::N,сынан,crib
457,Spiegel::N,зеркало,drych
458,Riemen::N,ремень,strap
459,Schnur::N,гез,llinyn
460,Leine::N,повод,tennyn
461,Decke::N,одеяло,blanced
462,Decke::N,одеяло,gwrthban
463,Kissen::N,подушка,clustog
464,Kissen::N,подушка,gobennydd
465,Tuch::N,чышьян,sgarff
466,Handtuch::N,чышкӧт,tywel
467,Handtuch::N,чышкӧт,lliain sychu
468,Kraft::N,прак,grym
469,Stärke::N,вын,nerth
470,Stärke::N,вын,cryfder
471,Gesundheit::N,здоровье,iechyd
472,Krankheit::N,шог,afiechyd
473,Krankheit::N,шог,anhwylder
474,Schmerz::N,зубыт,poen
475,Schmerz::N,зубыт,gwayw
476,Wunde::N,рана,clwyf
477,Fieber::N,лёк тресся,twymyn
478,Fieber::N,кынтан шогӧт,twymyn
479,Arznei::N,лекарство,meddyginiaeth
480,Brücke::N,пос,pont
481,Brunnen::N,колодец ,ffynnon
482,Weide::N,пода йирсян,porfa
483,Pfad::N,туй,llwybr
484,Weg::N,туй,ffordd
485,Straße::N,туй,heol
486,Straße::N,туй,ffordd
487,Dorf::N,деревня,pentref
488,Stadt::N,город,tref
489,Brief::N,гижӧт,llythyr
490,Buch::N,книга,llyfr
491,Buchstabe::N,буква,llythyren
492,Zeitung::N,газета,papur newydd
493,Leben::N,олан,bywyd
494,Tod::N,кулӧм,marwolaeth
495,Grab::N,гу,bedd
496,Kirche::N,вичку,eglwys
497,Sünde::N,грек,pechod
498,Gott::N,ен,duw
499,Arbeiter::N,уджалiсь,gweithiwr
500,Chef::N,начальник,pennaeth
501,Meister::N,мастер,meistr
502,Arzt::N,врач,meddyg
503,Lehrer::N,велӧтісь,athro
504,Geld::N,деньга,pres
505,Geld::N,деньга,arian
506,Geschäft::N,удж,busnes
507,Laden::N,магазин,siop
508,Preis::N,дон,pris
509,Ware::N,товар,nwydd
510,Nutzen::N,путь,elw
511,Nutzen::N,путь,budd
512,Reichtum::N,богатство,cyfoeth
513,Welt::N,му,byd
514,Land::N,страна,gwlad
515,Staat::N,государство,gwladwriaeth
516,König::N,кан,brenin
517,Macht::N,власть,grym
518,Macht::N,власть,awdurdod
519,Grenze::N,граница,ffin
520,Grenze::N,граница,goror
521,Krieg::N,война,rhyfel
522,Feind::N,враг,gelyn
523,Kampf::N,нярасьӧм,brwydr
524,Kampf::N,вермасьӧм,brwydr
525,Bogen[Waffe]::N,лук,bwa
526,Pfeil::N,ньӧв,saeth
527,Gewehr::N,ружьё,dryll
528,Fehler::N,ошибка,gwall
529,Fehler::N,ошибка,camgymeriad
530,Lüge::N,ылӧтӧм,celwydd
531,Lüge::N,ылӧтӧм,anwiredd
532,Lüge::N,пӧрьялӧм,celwydd
533,Lüge::N,пӧрьялӧм,anwiredd
534,Schaden::N,лёк,niwed
535,Schaden::N,лёк,difrod
536,Unglück::N,пик,anffawd
537,Unglück::N,оказзё,anffawd
538,Schuld::N,вина,bai
539,Schluss::N,ком,diwedd
540,Zeit::N,кад,amser
541,Tag::N,лун,dydd
542,Tag::N,лун,diwrnod
543,Morgen::N,асыв,bore
544,Mittag::N,луншӧр кад,nawn
545,Abend::N,рыт,noswaith
546,Nacht::N,ой,nos
547,Woche::N,неделя,wythnos
548,Monat::N,тӧлicь,mis
549,Jahr::N,год,blwyddyn
550,Frühling::N,тулыс,gwanwyn
551,Sommer::N,гожум,haf
552,Herbst::N,ар,hydref
553,Winter::N,тӧв,gaeaf
554,Januar::N,январ,Ionawr
555,Februar::N,февраль,Chwefror
556,März::N,март,Mawrth
557,April::N,апрель,Ebrill
558,Mai::N,май,Mai
559,Juni::N,юнь,Mehefin
560,Juli::N,юль,Gorffennaf
561,August::N,август,Awst
562,September::N,сентяб,Medi
563,Oktober::N,октяб,Hydref
564,November::N,нояб,Tachwedd
565,Dezember::N,декаб,Rhagfyr
566,Montag::N,вильлун,dydd Llun
567,Dienstag::N,мӧдӧдзлун,dydd Mawrth
568,Mittwoch::N,шӧрлун,dydd Mercher
569,Donnerstag::N,нёльӧдзлун,dydd Iau
570,Freitag::N,витӧдзлун,dydd Gwener
571,Samstag::N,пывсянлун,dydd Sadwrn
572,Sonntag::N,кресення,dydd Sul
573,groß::A,ыджыт,mawr
574,klein::A,учӧтик,bach
575,lang::A,кузь,hir
576,kurz::A,дженыт,byr
577,kurz::A,дженыт,cwta
578,breit::A,ота,llydan
579,schmal::A,векнит,cul
580,dicht::A,тшӧк,dwys
581,dick[Gegenstand]::A,кыз,trwchus
582,dünn::A,вӧснит,tenau
583,fein::A,вӧснит,main
584,fest::A,крепыт,cadarn
585,flach::A,лапкӧса,gwastad
586,glatt::A,волькыт,llyfn
587,hart::A,чӧрыт,caled
588,weich::A,небыт,meddal
589,rund::A,гӧгрӧса,crwn
590,spitz::A,ёся,pigfain
591,scharf::A,лэчыт,miniog
592,stumpf::A,ныж,pŵl
593,schwer::A,сьӧкыт,trwm
594,schön::A,басӧк,teg
595,schön::A,басӧк,hardd
596,schön::A,басӧк,prydferth
597,heiß::A,жар,poeth
598,warm::A,шоныт,twym
599,warm::A,шоныт,cynnes
600,kalt::A,кӧдзыт,oer
601,kühl::A,сайкыт,oeraidd
602,frisch::A,виль,iach
603,feucht::A,вакодь,llaith
604,nass::A,ва,gwlyb
605,trocken::A,кӧс,sych
606,voll::A,тыра,llawn
607,leer::A,тыртӧм,gwag
608,offen::A,оссьӧм,agored
609,geschlossen::A,игана,caead
610,geschlossen::A,игана,caeëdig
611,geschlossen::A,пӧдана,caead
612,geschlossen::A,пӧдана,caeëdig
613,sauber::A,сӧдз,glân
614,sauber::A,сӧстӧм,glân
615,schmutzig::A,нятьӧсь,budr
616,schmutzig::A,нятьӧсь,brwnt
617,roh::A,путӧм,amrwd
618,reif::A,кисьмалӧм,aeddfed
619,lecker::A,кӧра ,blasus
620,lecker::A,кӧра ,danteithiol
621,süß::A,чӧскыт,melys
622,bitter::A,курыт,chwerw
623,sauer::A,шӧма ,sur
624,hell::A,югыт,disglair
625,dunkel::A,пемыт,tywyll
626,schwarz::A,сьӧд,du
627,weiß::A,чочком,gwyn
628,rot::A,гӧрд,coch
629,gelb::A,веж,melyn
630,blau::A,лӧз,glas
631,grün::A,веж,gwyrdd
632,grau::A,руд,llwyd
633,grau::A,бусӧй,llwyd
634,bunt::A,быдрӧма,lliwgar
635,billig::A,донтӧм,rhad
636,teuer::A,дона,drud
637,wertvoll::A,дона,gwerthfawr
638,blind::A,синтӧм,dall
639,taub::A,пельтӧм,byddar
640,kräftig::A,вына,nerthol
641,kräftig::A,вына,grymus
642,stark::A,вына,cryf
643,stark::A,вына,cadarn
644,schwach::A,некодя,gwan
645,fett::A,госа,tew
646,schlank::A,статя,main
647,hübsch::A,басӧк,tlws
648,böse::A,лёк,drwg
649,dumm::A,бӧбӧв,twp
650,dumm::A,вежӧртӧм,twp
651,faul::A,дыш,diog
652,fleißig::A,уджалicь,dyfal
653,geizig::A,жикмӧра,crintach
654,geizig::A,жикмӧра,cybyddlyd
655,geizig::A,горшаліcь,crintach
656,geizig::A,горшаліcь,cybyddlyd
657,klug::A,авья,deallus
658,klug::A,вежӧра,deallus
659,geschickt::A,кипода,medrus
660,geschickt::A,кипода,deheuig
661,lieb::A,муса,hoff
662,lieb::A,муса,annwyl
663,lieb::A,дзулиньӧй,hoff
664,lieb::A,дзулиньӧй,annwyl
665,lustig::A,гажа,llon
666,sanft::A,лебезнӧй,mwyn
667,hungrig::A,тшыг,newynog
668,krank::A,шогалiсь,sâl
669,krank::A,шогалiсь,gwael
670,nackt::A,куш,noeth
671,traurig::A,жугыль,trist
672,lebendig::A,ловья,yn fyw
673,gut::A,бур,da
674,schlecht::A,умӧль,drwg
675,schlecht::A,умӧль,gwael
676,schlimm::A,нештӧм,enbyd
677,alt::A,важ,hen
678,neu::A,виль,newydd
679,ehemalig::A,вӧвлӧм,blaenorol
680,alt[Lebewesen]::A,года,oedrannus
681,alt[Lebewesen]::A,годдэза,oedrannus
682,jung::A,том,ifanc
683,arm::A,гов,tlawd
684,arm::A,беднӧй,tlawd
685,reich::A,эма,cyfoethog
686,bekannt::A,тӧдса,cynefin
687,bekannt::A,тӧдса,cyfarwydd
688,fremd::A,чужӧй,estron
689,verschieden::A,быдкодь,gwahanol
690,nah::A,матiсь,agos
691,fern::A,ылicь,pell
692,linker::A,шульга,aswy
693,linker::A,шульга,chwith
694,rechter::A,веськытланись,de
695,rechter::A,веськытланись,deau
696,anderer::A,мукӧд,arall
697,erster::A,медодзза,cyntaf
698,zweiter::A,кыкӧт,ail
699,dritter::A,куимӧт,trydydd
700,dritter::A,куимӧдз,trydydd
701,letzter::A,бӧрья,olaf
702,letzter::A,мёдбӧрья,olaf
703,auf einmal::ADV,тшӧтш,ar yr un pryd
704,zusammen::ADV,ӧтлаын,ynghyd
705,zusammen::ADV,ӧтлаын,gyda'i gilydd
706,lange::ADV,дыр,amser hir
707,plötzlich::ADV,друг,yn sydyn
708,sofort::ADV,тшӧтш,ar unwaith
709,später::ADV,медбӧрын,yn ddiweddarach
710,jetzt::ADV,ӧні,yn awr
711,heute::ADV,талун,heddiw
712,morgen::ADV,ашын,yfory
713,bald::ADV,чожа,yn fuan
714,bald::ADV,чожа,gyda hyn
715,dann::ADV,сыбӧрын,yna
716,dann::ADV,сыбӧрын,y pryd hwnnw
717,gestern::ADV,тӧн,ddoe
718,einst::ADV,ӧтпыр,gynt
719,damals::ADV,сэк,ar y pryd
720,damals::ADV,сэк,bryd hynny
721,damals::ADV,сэки,ar y pryd
722,damals::ADV,сэки,bryd hynny
723,danach::ADV,сэсся,wedyn
724,vorher::ADV,одзжык,o'r blaen
725,zuerst::ADV,наперво,yn gyntaf
726,einmal::ADV,ӧтпыр,unwaith
727,manchmal::ADV,мукӧдпыр,weithiau
728,manchmal::ADV,мукӧдпыр,ar brydiau
729,oft::ADV,-лы-,yn aml
730,oft::ADV,-лы-,yn fynych
731,immer::ADV,быдпыр,bob amser
732,immer::ADV,быдпырся,bob amser
733,niemals::ADV,некӧр,ni ... byth
734,niemals::ADV,некӧр,ni ... erioed
735,hier::ADV,татӧн,yma
736,hierhin::ADV,татчӧ,hyd yma
737,von hier::ADV,тасянь,oddi yma
738,dort::ADV,сэтӧн,acw
739,dorthin::ADV,сэтчин,tuag yno
740,geradeaus::ADV,веськыта,syth ymlaen
741,vorwärts::ADV,одзӧ,ymlaen
742,rückwärts::ADV,бӧр,yn ôl
743,zurück::ADV,бӧр,yn ôl
744,unten::ADV,увтын,isod
745,unten::ADV,увтын,oddi tanodd
746,hinab::ADV,увтас,i lawr
747,hinab::ADV,увтас,i waered
748,oben::ADV,вевдӧрас,fry
749,hinauf::ADV,вывлань,i fyny
750,hinauf::ADV,вывлань,i'r lan
751,hinauf::ADV,вывланьӧ,i fyny
752,hinauf::ADV,вывланьӧ,i'r lan
753,überall::ADV,быдлан,ym mhobman
754,nicht::ADV,ог,ni
755,nicht::ADV,ог,nid
756,ein wenig::ADV,-ышт,tipyn
757,ein wenig::ADV,-ышт,ychydig
758,ein wenig::ADV,невна,tipyn
759,ein wenig::ADV,невна,ychydig
760,kaum::ADV,ӧдва,prin
761,sehr::ADV,вывтi,iawn
762,so::ADV,сiдз,fel
763,so::ADV,сiдз,felly
764,noch::ADV,эшӧ,eto
765,nur::ADV,только,yn unig
766,schon::ADV,ни,eisoes
767,schon::ADV,ни,yn barod
768,wieder::ADV,бӧра,drachefn
769,vergebens::ADV,весись,yn ofer
770,vor::PRP,одзас,o flaen
771,hinter::PRP,бӧрӧ,ar ôl
772,unter::PRP,увтын,islaw
773,durch::PRP,пыр,trwy
774,neben::PRP,бокам,ar bwys
775,neben::PRP,боксиным,ar bwys
776,zwischen::PRP,коласас,rhwng
777,zwischen::PRP,коласас,cydrhwng
778,wegen::PRP,понда,o achos
779,wegen::PRP,понда,oherwydd
780,dies::PRN,эта,hyn
