,Concept_ID,mdf,el
517,Tod::N,кулома́,θάνατος
518,Grab::N,калма,τάφος
519,Kirche::N,це́рькав,εκκλησία
520,Sünde::N,пежеть,αμαρτία
521,Sünde::N,муворкс,αμαρτία
522,Gott::N,шкай,θεός
523,Arbeiter::N,трудендай,εργάτης
524,Arbeiter::N,работник,εργάτης
525,Chef::N,азор,προϊστάμενος
526,Chef::N,оцюня,προϊστάμενος
527,Meister::N,мастяр,μάστορας
528,Meister::N,мастяр,αρχιτεχνίτης
529,Arzt::N,врач,γιατρός
530,Arzt::N,доктор,γιατρός
531,Lehrer::N,учи́тель,δάσκαλος
532,Geld::N,ярмакт,λεφτά
533,Geld::N,ярмакт,χρήματα
534,Geschäft::N,ладяфкс,συναλλαγή
535,Geschäft::N,ладяф тев,συναλλαγή
536,Laden::N,ла́вка,μαγαζί
537,Laden::N,ла́вка,κατάστημα
538,Preis::N,питне,τιμή
539,Ware::N,миф,εμπόρευμα
540,Ware::N,ра́маф,εμπόρευμα
541,Nutzen::N,пара,όφελος
542,Nutzen::N,лезкс,όφελος
543,Reichtum::N,ко́зяши,πλούτος
544,Welt::N,свет,κόσμος
545,Land::N,мастор,χώρα
546,Staat::N,государства,κράτος
547,Staat::N,государства,πολιτεία
548,König::N,король,βασιλιάς
549,Macht::N,азорондама,εξουσία
550,Macht::N,азорксши,εξουσία
551,Grenze::N,ёткаян,σύνορα
552,Krieg::N,война́,πόλεμος
553,Feind::N,душман,εχθρός
554,Feind::N,каршек тюри,εχθρός
555,Gewalt::N,наругама,βία
556,Kampf::N,тюрема́,αγώνας
557,Bogen[Waffe]::N,нал,τόξο
558,Pfeil::N,нал,σαΐτα
559,Gewehr::N,винто́вка,τουφέκι
560,Fehler::N,эльбядькс,λάθος
561,Fehler::N,эльбядькс,σφάλμα
562,Lüge::N,васькафнема,ψέμα
563,Lüge::N,васькафнема,ψεύδος
564,Schaden::N,зия́н,ζημία
565,Unglück::N,зия́н,δυστυχία
566,Schuld::N,муворши,ενοχή
567,Schuld::N,муворши,φταίξιμο
568,Alter::N,эряф кизот,ηλικία
569,Alter::N,эряфонь пинге,ηλικία
570,Schluss::N,пе,τέλος
571,Zeit::N,пинге,χρόνος
572,Tag::N,ши,μέρα
573,Tag::N,ши,ημέρα
574,Morgen::N,шобдава,πρωί
575,Mittag::N,шикучка,μεσημέρι
576,Abend::N,иля́дь,βράδυ
577,Nacht::N,ве,νύχτα
578,Woche::N,недя́ля,εβδομάδα
579,Monat::N,ков,μήνας
580,Jahr::N,киза,έτος
581,Jahr::N,киза,χρόνος
582,Frühling::N,тунда́,άνοιξη
583,Sommer::N,киза,καλοκαίρι
584,Herbst::N,сёксе,φθινόπωρο
585,Winter::N,тяла,χειμώνας
586,Januar::N,кельмеков,Ιανουάριος
587,Februar::N,уфайков,Φεβρουάριος
588,März::N,марайков,Μάρτιος
589,April::N,шудиков,Απρίλιος
590,Mai::N,панжиков,Μάιος
591,Juni::N,лямбеков,Ιούνιος
592,Juli::N,псиков,Ιούλιος
593,August::N,сёроньков,Αύγουστος
594,September::N,тюжягов,Σεπτέμβριος
595,Oktober::N,кельмазаков,Οκτώβριος
596,November::N,эйндамков,Νοέμβριος
597,Dezember::N,кучкаков,Δεκέμβριος
598,Montag::N,одговши,Δευτέρα
599,Dienstag::N,ша́вши,Τρίτη
600,Mittwoch::N,вержи,Τετάρτη
601,Donnerstag::N,шува́ланя,Πέμπτη
602,Freitag::N,пя́денця,Παρασκευή
603,Samstag::N,ёткши,Σάββατο
604,Sonntag::N,таргоши,Κυριακή
605,groß::A,оцю,μεγάλος
606,klein::A,ёмла,μικρός
607,lang::A,кува́ка,μακρύς
608,kurz::A,нюрьхкя́ня,κοντός
609,breit::A,кели,φαρδύς
610,schmal::A,тяйня,στενός
611,dicht::A,сиде,πυκνός
612,dicht::A,туста,πυκνός
613,dick[Gegenstand]::A,эчке,παχύς
614,dick[Gegenstand]::A,эчке,χοντρός
615,dünn::A,шува́ня,ψιλός
616,dünn::A,шува́ня,λεπτός
617,fein::A,шува́ня,ψιλός
618,fest::A,кеме,στερεός
619,flach::A,лапш,επίπεδος
620,glatt::A,вадяв,λείος
621,glatt::A,вадяв,ομαλός
622,glatt::A,такор,λείος
623,glatt::A,такор,ομαλός
624,hart::A,калгода,σκληρός
625,weich::A,ляпе,μαλακός
626,rund::A,кру́глай,στρογγυλός
627,spitz::A,ботаз,μυτερός
628,spitz::A,оржа,μυτερός
629,scharf::A,оржа,κοφτερός
630,stumpf::A,ношка,αμβλύς
631,schwer::A,стака,βαρύς
632,schön::A,мазы,ωραίος
633,schön::A,мазы,όμορφος
634,heiß::A,пси,ζεστός
635,warm::A,лямбе,θερμός
636,kalt::A,кельме,κρύος
637,kalt::A,кельме,ψυχρός
638,kühl::A,эше,δροσερός
639,frisch::A,свежай,νωπός
640,frisch::A,свежай,φρέσκος
641,feucht::A,летьке,υγρός
642,nass::A,начка,βρεγμένος
643,trocken::A,коське,ξηρός
644,trocken::A,коське,στεγνός
645,voll::A,пяшксе,γεμάτος
646,leer::A,шава,άδειος
647,offen::A,панжада,ανοιχτός
648,offen::A,виде,ανοιχτός
649,geschlossen::A,пякстаф,κλειστός
650,geschlossen::A,сёлгф,κλειστός
651,sauber::A,ару,καθαρός
652,schmutzig::A,рда́зу,βρώμικος
653,schmutzig::A,рда́зу,λερωμένος
654,schmutzig::A,пя́ндра,βρώμικος
655,schmutzig::A,пя́ндра,λερωμένος
656,roh::A,верок,ωμός
657,reif::A,ке́нерьф,ώριμος
658,lecker::A,танцти,νόστιμος
659,süß::A,ламбама,γλυκός
660,bitter::A,сяпи,πικρός
661,sauer::A,шапама,ξινός
662,hell::A,валда,φωτεινός
663,dunkel::A,шобда,σκοτεινός
664,schwarz::A,равжа,μαύρος
665,schwarz::A,равжа,μελανός
666,weiß::A,акша,άσπρος
667,rot::A,якстерь,κόκκινος
668,gelb::A,тюжя́,κίτρινος
669,blau::A,сенем,μπλε
670,blau::A,сенем,γαλανός
671,grün::A,пиже,πράσινος
672,grün::A,сянгяря,πράσινος
673,grau::A,уле,γκρίζος
674,bunt::A,сёрмав,ποικιλόχρωπος
675,billig::A,у́цез,φτηνός
676,billig::A,аф пи́тни,φτηνός
677,teuer::A,пи́тни,ακριβός
678,wertvoll::A,питни,πολύτιμος
679,blind::A,сокор,τυφλός
680,taub::A,пярав,κουφός
681,kräftig::A,пяк вии,δυνατός
682,stark::A,вии,γερός
683,schwach::A,лафча,αδύνατος
684,fett::A,куя́,παχύς
685,schlank::A,виде ронга,λεπτός
686,schlank::A,виде ронга,λυγερός
687,hübsch::A,мазы,όμορφος
688,hübsch::A,мазы,χαριτωμένος
689,böse::A,кяжи,κακός
690,dumm::A,аф ёню,κουτός
691,dumm::A,аф ёню,ανόητος
692,dumm::A,шава пря,κουτός
693,dumm::A,шава пря,ανόητος
694,faul::A,нола,τεμπέλης
695,fleißig::A,ку́лхцонды,εργατικός
696,geizig::A,кирьжя,τσιγγούνης
697,geizig::A,жаднай,τσιγγούνης
698,klug::A,ёню,έξυπνος
699,klug::A,пря́ви,έξυπνος
700,geschickt::A,маштозь тиф,επιδέξιος
701,lieb::A,цебярь,φίλος
702,lieb::A,цебярь,αγαπητός
703,lustig::A,ра́хси,εύθυμος
704,lustig::A,ра́хси,χαρούμενος
705,sanft::A,сетьме,ήπιος
706,hungrig::A,вача,πεινασμένος
707,hungrig::A,вачеда,πεινασμένος
708,krank::A,сяряди,άρρωστος
709,nackt::A,штада,γυμνός
710,nackt::A,кърхтапа,γυμνός
711,traurig::A,ла́жнай,λυπημένος
712,lebendig::A,эряй,ζωντανός
713,gut::A,пара,καλός
714,gut::A,цебярь,καλός
715,schlecht::A,кальдяв,κακός
716,richtig::A,виде,σωστός
717,schlimm::A,кальдяв,άσχημος
718,wahr::A,афкуксонь,αληθής
