,Concept_ID,be,ga
181,Kuh::N,карова,bó
182,Bulle::N,бык,tarbh
183,Pferd::N,конь,each
184,Pferd::N,конь,capall
185,Schaf::N,авечка,caora
186,Schwein::N,свіння,muc
187,Hund::N,сабака,madra
188,Katze::N,кошка,cat
189,Bär::N,мядзведзь,béar
190,Eichhörnchen::N,вавёрка,iora
191,Elch::N,лось,eilc
192,Fuchs::N,ліса,sionnach
193,Fuchs::N,ліса,madra rua
194,Hase::N,заяц,giorria
195,Maus::N,мыш,luch
196,Wolf::N,воўк,mac tíre
197,Vogel::N,птах,éan
198,Vogel::N,птушка,éan
199,Schwarm::N,чарада,saithe
200,Huhn::N,курыца,cearc
201,Hahn::N,певень,coileach
202,Gans::N,гусь,gé
203,Adler::N,арол,iolar
204,Ente::N,качка,lacha
205,Eule::N,сава,ulchabhán
206,Kranich::N,жораў,grús
207,Kranich::N,журавель,grús
208,Krähe::N,варона,caróg
209,Krähe::N,варона,préachán
210,Kuckuck::N,зязюля,cuach
211,Schwan::N,лебедзь,eala
212,Fisch::N,рыба,iasc
213,Barsch::N,акунь,péirse
214,Hecht::N,шчупак,liús
215,Schlange[Tier]::N,змяя,nathair
216,Wurm::N,чарвяк,péist
217,Spinne::N,павук,damhán alla
218,Ameise::N,мурашка,seangán
219,Laus::N,вош,míol
220,Mücke::N,камар,muiscít
221,Mücke::N,камар,corrmhíol
222,Fliege::N,муха,cuil
223,Fliege::N,муха,cuileog
224,Schmetterling::N,матыль,féileacán
225,Beere::N,ягада,caor
226,Apfel::N,яблык,úll
227,Pilz::N,грыб,beacán
228,Pilz::N,грыб,muisiriún
229,Zwiebel::N,цыбуля,oinniún
230,Saat::N,семя,síol
231,Korn::N,зерне,gráinne
232,Heu::N,сена,féar
233,Schale::N,шалупінне,scaimh
234,Grube::N,яма,poll
235,Falle::N,пастка,gaiste
236,Schlinge::N,сіло,sealán
237,Spur::N,след,rian
238,Asche::N,попел,luaith
239,Dreck::N,бруд,salachar
240,Eisen::N,жалеза,iarann
241,Gold::N,золата,ór
242,Silber::N,сребра,airgead
243,Kohle::N,вугаль,gual
244,Glas::N,шкло,gloine
245,Lehm::N,гліна,cré
246,Sand::N,пясок,gaineamh
247,Mensch::N,чалавек,duine
248,Mann::N,мужчына,fear
249,Frau::N,жанчына,bean
250,Kind::N,дзіця,gasúr
251,Kind::N,дзіця,páiste
252,Junge::N,хлопчык,buachaill
253,Mädchen::N,дзяўчынка,cailín
254,Familie::N,сямʼя,teaghlach
255,Familie::N,сямʼя,comhluadar
256,Großvater::N,дзядуля,seanathair
257,Großmutter::N,бабуля,seanmháthair
258,Eltern::N,бацькі,tuismitheoirí
259,Vater::N,бацька,athair
260,Mutter::N,маці,máthair
261,Sohn::N,сын,mac
262,Tochter::N,дачка,iníon
263,Bruder::N,брат,deartháir
264,Schwester::N,сястра,deirfiúr
265,Onkel::N,дзядзька,uncail
266,Tante::N,цётка,aintín
267,Ehemann::N,муж,fear céile
268,Ehefrau::N,жонка,bean chéile
269,Freude::N,радасць,áthas
270,Gelächter::N,смех,gáire
271,Glück::N,шчасце,séan
272,Glück::N,шчасце,sonas
273,Kummer::N,гора,brón
274,Kummer::N,гора,buairt
275,Wunsch::N,жаданне,guí
276,Wunsch::N,жаданне,achainí
277,Lust::N,цяга,fonn
278,Geist::N,дух,meon
279,Geist::N,дух,spiorad
280,Gedanke::N,думка,smaoineamh
281,Gedächtnis::N,памяць,cuimhne
282,Verstand::N,розум,ciall
283,Verstand::N,розум,intinn
284,Sinn::N,сэнс,brí
285,Sinn::N,сэнс,ciall
286,Grund::N,зачэпка,fáth
287,Wahrheit::N,праўда,fírinne
288,Gespräch::N,размова,comhrá
289,Märchen::N,казка,scéal
290,Erzählung::N,расказ,scéal
291,Erzählung::N,апавяданне,scéal
292,Nachricht::N,вестка,teachtaireacht
293,Nachricht::N,паведамленне,teachtaireacht
294,Neuigkeit::N,навіна,scéala
295,Name::N,імя,ainm
296,Rätsel::N,загадка,tomhas
297,Rede::N,прамова,óráid
298,Rede::N,прамова,aitheasc
299,Sprache::N,мова,teanga
300,Stimme::N,голас,guth
301,Wort::N,слова,focal
302,Zeichen::N,знак,comhartha
303,Ruf::N,кліч,glaoch
304,Lärm::N,шум,torann
305,Laut::N,гук,fuaim
306,Ton::N,гучанне,ton
307,Lied::N,песня,amhrán
308,Ruhe::N,спакой,suaimhneas
309,Leute::N,людзі,muintir
310,Volk::N,народ,pobal
311,Arbeit::N,праца,obair
312,Arbeit::N,работа,obair
313,Gast::N,госць,aoi
314,Geschenk::N,падарунак,féirín
315,Geschenk::N,падарунак,bronntanas
316,Spiel::N,гульня,cluiche
317,Gesellschaft::N,таварыства,comhluadar
318,Hilfe::N,дапамога,cúnamh
319,Hilfe::N,дапамога,cabhair
320,Freund::N,друг,cara
321,Freund::N,сябар,cara
322,Kamerad::N,прыяцель,comrádaí
323,Angelegenheit::N,справа,ábhar
324,Anzahl::N,колькасць,líon
325,Art::N,від,sórt
326,Art::N,від,saghas
327,Stück::N,кусок,píosa
328,Stück::N,кавалак,píosa
329,Teil::N,частка,cuid
330,Teil::N,частка,páirt
331,Hälfte::N,палова,leath
332,Hälfte::N,палавіна,leath
333,Kreis::N,круг,ciorcal
334,Kreuz::N,крыж,cros
335,Linie::N,лінія,líne
336,Strich::N,рыса,stríoc
337,Abstand::N,прамежак,achar
338,Entfernung::N,адлегласць,fad
339,Gegend::N,мясцовасць,ceantar
340,Platz::N,месца,áit
341,Platz::N,месца,spás
342,Ort::N,месца,áit
343,Seite::N,бок,taobh
344,Mitte::N,сярэдзіна,lár
345,Gegenstand::N,прадмет,ball
346,Gegenstand::N,прадмет,ábhar
347,Sache::N,рэч,ní
348,Sache::N,рэч,rud
349,Rand::N,край,imeall
350,Rand::N,край,ciumhais
351,Kante::N,руб,corr
352,Kante::N,руб,colbha
353,Kante::N,кант,corr
354,Kante::N,кант,colbha
355,Ecke::N,вугал,coirnéal
356,Spitze::N,кончык,gob
357,Spitze::N,кончык,barr
358,Ende::N,канец,ceann
359,Ende::N,канец,foirceann
360,Loch::N,дзірка,poll
361,Winkel::N,вугал,cúinne
362,Winkel::N,вугал,uillinn
363,Muster::N,узор,patrún
364,Größe::N,памер,méid
365,Größe::N,памер,toise
366,Länge::N,даўжыня,fad
367,Höhe::N,вышыня,airde
368,Gewicht::N,вага,meáchan
369,Menge::N,колькасць,méid
370,Haufen::N,куча,cnap
371,Reihe::N,рад,líne
372,Reihe::N,рад,sraith
373,Boot::N,лодка,bád
374,Ruder::N,вясло,rámh
375,Ruder::N,вясло,maide rámha
376,Schlitten::N,сані,carr sleamhnáin
377,Ski::N,лыжа,scí
378,Lagerfeuer::N,вогнішча,tine champa
379,Last::N,цяжар,ualach
380,Gang::N,ход,siúlóid
381,Schritt::N,шаг,céim
382,Schritt::N,шаг,coiscéim
383,Schritt::N,крок,céim
384,Schritt::N,крок,coiscéim
385,Norden::N,поўнач,tuaisceart
386,Süden::N,поўдзень,deisceart
387,Westen::N,захад,iarthar
388,Osten::N,усход,oirthear
389,Holz::N,дрэва,adhmad
390,Holz::N,драўніна,adhmad
391,Brett::N,дошка,clár
392,Platte::N,пліта,leac
393,Stütze::N,падпорка,taca
394,Stange::N,жэрдка,polla
395,Stange::N,жэрдка,cuaille
396,Stock::N,палка,bata
397,Stock::N,палка,maide
398,Stab::N,шост,maide
399,Stab::N,шост,bachall
400,Rohr::N,труба,píopa
401,Haus::N,дом,teach
402,Heim::N,дом,baile
403,Heim::N,хата,baile
404,Ofen::N,печ,sornóg
405,Fußboden::N,падлога,urlár
406,Tisch::N,стол,bord
407,Tisch::N,стол,tábla
408,Stuhl::N,стул,cathaoir
409,Stuhl::N,крэсла,cathaoir
410,Wiege::N,калыска,cliabhán
411,Bett::N,ложак,leaba
412,Bett::N,пасцель,leaba
413,Regal::N,паліца,seilf
414,Kiste::N,скрынка,bosca
415,Fenster::N,акно,fuinneoig
416,Tür::N,дзверы,doras
417,Tor::N,вароты,geata
418,Zaun::N,агароджа,fál
419,Zaun::N,агароджа,claí
420,Dach::N,дах,díon
421,Leiter::N,лесвіца,dréimire
422,Besen::N,мятла,scuab
423,Spaten::N,лапата,spád
424,Spaten::N,лапата,rámhainn
425,Spaten::N,жалязняк,spád
426,Spaten::N,жалязняк,rámhainn
427,Schaufel::N,шуфлік,sluasaid
428,Schaufel::N,лапатка,sluasaid
429,Gabel::N,відэлец,forc
430,Gabel::N,відэлец,gabhlóg
431,Löffel::N,лыжка,spúnóg
432,Messer::N,нож,scian
433,Nagel::N,цвік,tairne
434,Netz::N,сетка,líon
435,Netz::N,сетка,eangach
436,Haken::N,крук,croch
437,Griff::N,ручка,cos
438,Griff::N,ручка,hanla
439,Schloss::N,замок,glas
440,Bild::N,карціна,pictiúr
441,Figur::N,фігура,fíor
442,Puppe::N,лялька,bábóg
443,Beutel::N,мяшок,mála
444,Beutel::N,мяшок,mealbhóg
445,Bündel::N,вязка,beart
446,Tasche::N,торба,mála
447,Eimer::N,вядро,buicéad
448,Deckel::N,накрыўка,clár
449,Deckel::N,накрыўка,claibín
450,Geschirr::N,пасуда,soithí
451,Geschirr::N,пасуда,gréithe
452,Sack::N,мех,sac
453,Sack::N,мех,mála
454,Tasse::N,кубак,cupán
455,Topf::N,каструля,pota
456,Kessel::N,кацёл,citeal
457,Essen::N,ежа,béile
458,Nahrung::N,харч,bia
459,Speise::N,страва,mias
460,Fleisch::N,мяса,feoil
461,Getreide::N,збожжа,grán
462,Getreide::N,збожжа,arbhar
463,Brei::N,каша,brúitín
464,Brot::N,хлеб,arán
465,Scheibe::N,луста,píosa
466,Scheibe::N,луста,slisne
467,Scheibe::N,скібка,píosa
468,Scheibe::N,скібка,slisne
469,Fett::N,тлушч,saill
470,Fett::N,тлушч,méathras
471,Butter::N,масла,im
472,Öl::N,алей,ola
473,Salz::N,соль,salann
474,Suppe::N,суп,sú
475,Suppe::N,суп,anraith
476,Honig::N,мёд,mil
477,Milch::N,малако,bainne
478,Tee::N,чай,tae
479,Tee::N,гарбата,tae
480,Leder::N,скура,leathar
481,Wolle::N,воўна,olann
482,Stoff::N,тканіна,éadach
483,Nadel::N,іголка,snáthaid
484,Faden::N,нітка,snáth
485,Knopf::N,гузік,cnaipe
486,Knoten::N,вузел,snaidhm
487,Farbe::N,фарба,péint
488,Kleidung::N,адзенне,éadaí
489,Hemd::N,кашуля,léine
490,Kragen::N,каўнер,bóna
491,Ärmel::N,рукаў,muinchille
492,Hose::N,штаны,bríste
493,Hose::N,штаны,treabhsar
494,Gürtel::N,пояс,crios
495,Mütze::N,шапка,caipín
496,Schuh::N,чаравік,bróg
497,Stiefel::N,бот,buatais
498,Ring::N,кольца,fáinne
499,Band::N,стужка,ribín
500,Kamm::N,расчоска,cíor
501,Spiegel::N,люстра,scáthán
502,Riemen::N,рэмень,iall
503,Riemen::N,рэмень,strapa
504,Schnur::N,вяроўка,téad
505,Schnur::N,вяроўка,sreangán
506,Leine::N,павадок,iall
507,Decke::N,коўдра,pluid
508,Decke::N,коўдра,blaincéad
509,Kissen::N,падушка,piliúr
510,Kissen::N,падушка,adhartán
511,Tuch::N,хустка,scaif
512,Handtuch::N,ручнік,tuáille
513,Kraft::N,сіла,fórsa
514,Stärke::N,моц,neart
515,Gesundheit::N,здароўе,sláinte
516,Krankheit::N,хвароба,tinneas
517,Krankheit::N,хвароба,breoiteacht
518,Schmerz::N,боль,pian
519,Wunde::N,рана,goin
520,Fieber::N,гарачка,fiabhras
521,Fieber::N,ліхаманка,fiabhras
522,Arznei::N,лекі,cógas
523,Brücke::N,мост,droichead
524,Brunnen::N,калодзеж,tobar
525,Weide::N,паша,féarach
526,Pfad::N,сцежка,cosán
527,Pfad::N,сцежка,conair
528,Weg::N,шлях,slí
529,Weg::N,шлях,bealach
530,Weg::N,дарога,slí
531,Weg::N,дарога,bealach
532,Straße::N,вуліца,bóthar
533,Dorf::N,вёска,sráidbhaile
534,Stadt::N,горад,baile
535,Stadt::N,горад,cathair
536,Brief::N,ліст,litir
537,Brief::N,пісьмо,litir
538,Buch::N,кніга,cín
539,Buch::N,кніга,leabhar
540,Buchstabe::N,літара,litir
541,Zeitung::N,газета,nuachtán
542,Leben::N,жыццё,saol
543,Leben::N,жыццё,beatha
544,Tod::N,смерць,bás
545,Grab::N,магіла,uaigh
546,Kirche::N,касцёл,eaglais
547,Kirche::N,царква,eaglais
548,Sünde::N,грэх,peaca
549,Gott::N,бог,dia
550,Arbeiter::N,рабочы,oibrí
551,Chef::N,начальнік,saoiste
552,Chef::N,начальнік,ceannasaí
553,Meister::N,майстар,máistir
554,Arzt::N,урач,lia
555,Arzt::N,урач,dochtúir
556,Lehrer::N,настаўнік,oide
557,Lehrer::N,настаўнік,múinteoir
558,Geld::N,грошы,airgead
559,Geschäft::N,заняцце,gnó
560,Laden::N,крама,siopa
561,Laden::N,магазін,siopa
562,Preis::N,цана,praghas
563,Ware::N,тавар,earra
564,Nutzen::N,выгада,tairbhe
565,Reichtum::N,багацце,rachmas
566,Reichtum::N,багацце,saibhreas
567,Welt::N,свет,domhan
568,Land::N,краіна,tír
569,Staat::N,дзяржава,stát
570,König::N,кароль,rí
571,Macht::N,улада,cumhacht
572,Grenze::N,граніца,críoch
573,Grenze::N,граніца,teorainn
574,Krieg::N,вайна,cogadh
575,Feind::N,вораг,namhaid
576,Gewalt::N,насілле,foréigean
577,Kampf::N,барацьба,troid
578,Bogen[Waffe]::N,лук,bogha
579,Pfeil::N,страла,saighead
580,Gewehr::N,ружжо,gunna
581,Fehler::N,памылка,botún
582,Fehler::N,памылка,meancóg
583,Lüge::N,хлусня,bréag
584,Lüge::N,хлусня,éitheach
585,Schaden::N,шкода,dochar
586,Schaden::N,шкода,damáiste
587,Unglück::N,ліха,drochrath
588,Unglück::N,бядота,drochrath
589,Schuld::N,віна,locht
590,Schuld::N,віна,milleán
591,Alter::N,узрост,aois
592,Schluss::N,канец,deireadh
593,Zeit::N,час,am
594,Zeit::N,час,aimsir
595,Tag::N,дзень,lá
596,Morgen::N,ранак,maidin
597,Morgen::N,раніца,maidin
598,Mittag::N,паўдня,nóin
599,Mittag::N,поўдзень,nóin
600,Abend::N,вечар,tráthnóna
601,Nacht::N,ноч,oíche
602,Woche::N,тыдзень,seachtain
603,Monat::N,месяц,mí
604,Jahr::N,год,bliain
605,Frühling::N,вясна,earrach
606,Sommer::N,лета,samhradh
607,Herbst::N,восень,fómhar
608,Winter::N,зіма,geimhreadh
609,Januar::N,студзень,Eanáir
610,Februar::N,люты,Feabhra
611,März::N,сакавік,Márta
612,April::N,красавік,Aibreán
613,Mai::N,май,Bealtaine
614,Mai::N,травень,Bealtaine
615,Juni::N,чэрвень,Meitheamh
616,Juli::N,ліпень,Iúil
617,August::N,жнівень,Lúnasa
618,September::N,верасень,Meán Fómhair
619,Oktober::N,кастрычнік,Deireadh Fómhair
620,November::N,лістапад,Samhain
621,November::N,лістапад,Mí na Samhna
622,Dezember::N,снежань,Mí na Nollag
623,Montag::N,панядзелак,Luan
624,Montag::N,панядзелак,Dé Luain
625,Dienstag::N,аўторак,Máirt
626,Dienstag::N,аўторак,Dé Máirt
627,Mittwoch::N,серада,Céadaoin
628,Mittwoch::N,серада,Dé Céadaoin
629,Donnerstag::N,чацвер,Déardaoin
630,Freitag::N,пятніца,Aoine
631,Freitag::N,пятніца,Dé hAoine
632,Samstag::N,субота,Satharn
633,Samstag::N,субота,Dé Sathairn
634,Sonntag::N,нядзеля,Domhnach
635,Sonntag::N,нядзеля,Dé Domhnaigh
636,groß::A,вялікі,mór
637,klein::A,маленькі,beag
638,lang::A,доўгі,fada
639,kurz::A,кароткі,gearr
640,kurz::A,кароткі,gairid
641,breit::A,шырокі,leathan
642,breit::A,шырокі,fairsing
643,schmal::A,вузкі,cúng
644,dicht::A,густы,dlúth
645,dick[Gegenstand]::A,тоўсты,tiubh
646,dünn::A,тонкі,caol
647,dünn::A,тонкі,tanaí
648,fein::A,тонкі,scáinte
649,fein::A,тонкі,fíneálta
650,fest::A,моцны,daingean
651,flach::A,плоскі,cothrom
652,glatt::A,гладкі,mín
653,glatt::A,гладкі,sleamhain
654,hart::A,цвёрды,crua
655,weich::A,мяккі,bog
656,rund::A,круглы,cruinn
657,spitz::A,спічасты,gobach
658,spitz::A,спічасты,biorach
659,spitz::A,востраканцовы,gobach
660,spitz::A,востраканцовы,biorach
661,scharf::A,востры,géar
662,scharf::A,востры,faobhrach
663,stumpf::A,тупы,maol
664,schwer::A,цяжкі,trom
665,schön::A,прыгожы,álainn
666,heiß::A,гарачы,te
667,warm::A,цёплы,te
668,kalt::A,холадны,fuar
669,kühl::A,халаднаваты,fionnuar
670,frisch::A,свежы,úr
671,frisch::A,свежы,friseáilte
672,feucht::A,вільготны,tais
673,nass::A,мокры,fliuch
674,trocken::A,сухі,tirim
675,voll::A,поўны,lán
676,leer::A,пусты,folamh
677,offen::A,адкрыты,oscailte
678,offen::A,адчынены,oscailte
679,geschlossen::A,закрыты,dúnta
680,geschlossen::A,закрыты,druidte
681,geschlossen::A,зачынены,dúnta
682,geschlossen::A,зачынены,druidte
683,sauber::A,чысты,glan
684,schmutzig::A,брудны,salach
685,roh::A,сыры,amh
686,reif::A,спелы,aibí
687,lecker::A,смачны,blasta
688,süß::A,салодкі,milis
689,bitter::A,горкі,searbh
690,sauer::A,кіслы,géar
691,sauer::A,кіслы,searbh
692,hell::A,светлы,geal
693,hell::A,светлы,soilseach
694,dunkel::A,цёмны,dorcha
695,schwarz::A,чорны,dubh
696,weiß::A,белы,bán
697,rot::A,чырвоны,dearg
698,gelb::A,жоўты,buí
699,blau::A,сіні,gorm
700,grün::A,зялёны,glas
701,grün::A,зялёны,uaine
702,grau::A,шэры,liath
703,bunt::A,пяресты,ildathach
704,bunt::A,пяресты,dathannach
705,billig::A,танны,saor
706,teuer::A,дарагі,daor
707,teuer::A,дарагі,costasach
708,wertvoll::A,цэнны,luachmhar
709,wertvoll::A,каштоўны,luachmhar
710,blind::A,сляпы,dall
711,blind::A,сляпы,caoch
712,taub::A,глухі,bodhar
713,kräftig::A,магутны,cumhachtach
714,stark::A,сільны,tréan
715,stark::A,сільны,láidir
716,schwach::A,слабы,lag
717,schwach::A,слабы,fann
718,fett::A,тлусты,ramhar
719,schlank::A,стройны,caol
720,schlank::A,стройны,seang
721,hübsch::A,чароўны,álainn
722,hübsch::A,чароўны,dathúil
723,böse::A,злы,olc
724,dumm::A,дурны,dúr
725,dumm::A,дурны,amaideach
726,faul::A,лянівы,falsa
727,faul::A,лянівы,leisciúil
728,fleißig::A,руплівы,dícheallach
729,geizig::A,прагны,barainneach
730,geizig::A,прагны,sprionlaithe
731,klug::A,разумны,cliste
732,geschickt::A,умелы,oilte
733,geschickt::A,умелы,ealaíonta
734,lieb::A,мілы,dil
735,lieb::A,мілы,dílis
736,lustig::A,вясёлы,aerach
737,lustig::A,вясёлы,meidhreach
738,sanft::A,ласкавы,bog
739,sanft::A,ласкавы,séimh
740,hungrig::A,галодны,ocrach
741,krank::A,хворы,tinn
742,krank::A,хворы,breoite
743,nackt::A,голы,nocht
744,traurig::A,сумны,brónach
745,lebendig::A,жывы,beo
746,gut::A,добры,maith
747,schlecht::A,кепскі,dona
748,schlecht::A,кепскі,droch-
749,richtig::A,правільны,ceart
750,schlimm::A,агідны,gránna
751,schlimm::A,агідны,tubaisteach
752,wahr::A,сапраўдны,fíor
753,alt::A,стары,sean
754,neu::A,новы,úr
755,neu::A,новы,nua
756,ehemalig::A,былы,iar-
757,ehemalig::A,былы,sean-
758,alt[Lebewesen]::A,стары,sean
759,alt[Lebewesen]::A,стары,aosta
760,jung::A,малады,óg
761,arm::A,бедны,bocht
762,reich::A,багаты,saibhir
763,reich::A,багаты,rachmasach
764,bekannt::A,знаёмы,atá eolas air
765,berühmt::A,славуты,cailiúil
766,berühmt::A,славуты,clúiteach
767,fremd::A,чужы,coimhthíoch
768,verschieden::A,розны,éagsúil
769,verschieden::A,розны,difriúil
770,nah::A,блізкі,gar
771,nah::A,блізкі,deas
772,fern::A,далёкі,i bhfad uainn
773,fern::A,далёкі,i bhfad i gcéin
774,linker::A,левы,clé
775,rechter::A,правы,deas
776,anderer::A,іншы,eile
777,anderer::A,другі,eile
778,erster::A,першы,céad
779,zweiter::A,другі,dóú
780,zweiter::A,другі,dara
781,dritter::A,трэці,tríú
782,dritter::A,трэці,treas
783,letzter::A,апошні,déanach
784,letzter::A,апошні,deireanach
785,allein::ADV,сам,i d'aonar
786,allein::ADV,адзін,i d'aonar
787,auf einmal::ADV,адразу,ag an am céanna
788,zusammen::ADV,разам,le chéile
789,zusammen::ADV,разам,in eineacht
790,lange::ADV,доўга,fada
791,plötzlich::ADV,раптам,go tobann
792,plötzlich::ADV,раптам,i dtobainne
793,sofort::ADV,зараз,ar an toirt
794,sofort::ADV,зараз,ar an bpointe
795,später::ADV,пазней,níos déanaí
796,jetzt::ADV,цяпер,anois
797,heute::ADV,сёння,inniu
798,morgen::ADV,заўтра,amárach
799,bald::ADV,хутка,go luath
800,bald::ADV,хутка,gan mhoill
801,bald::ADV,неўзабаве,go luath
802,bald::ADV,неўзабаве,gan mhoill
803,dann::ADV,потым,ansin
804,gestern::ADV,учора,inné
805,einst::ADV,аднойчы,tráth
806,einst::ADV,аднойчы,uair amháin
807,damals::ADV,тады,ag an am
808,damals::ADV,тады,an t-am sin
809,danach::ADV,затым,ina dhiaidh sin
810,vorher::ADV,раней,cheana
811,vorher::ADV,раней,roimhe sin
812,zuerst::ADV,спярша,ar dtús
813,zuerst::ADV,спачатку,ar dtús
