,Concept_ID,te,ko
708,werden::V,అగు,되다
709,passieren::V,సంభవించు,지장옶다
710,beginnen::V,ఆరంభించు,시작되다
711,enden::V,తీరుట,큳내다
712,wechseln::V,మార్చు,병경하다
713,aufgehen[Sonne]::V,ఉదయించు,뜨다
714,untergehen[Sonne]::V,అస్తమించు,지다
715,scheinen[Sonne]::V,ప్రకాశించు,빛나다
716,donnern::V,ఉరుముట,천둥치다
717,wehen::V,దురద్పప్టము,풀다
718,strömen::V,పారుట,흐르다
719,fließen::V,ప్రవహించు,흐르다
720,sich drehen::V,తిరుగు,돌다
721,schwanken::V,ఆడించుట,동요하다
722,schwingen::V,ఊగుట,흔들다
723,fallen::V,పడు,떨어지다
724,brennen::V,కాలుట,타다
725,rauchen::V,పొగసుట,김이나다
726,regnen::V,కురిపించుట,비가오다
727,gefrieren::V,గడ్డకట్టు,얼다
728,tauen::V,కరగు,녹다
729,schmelzen::V,కరగు,녹다
730,trocknen::V,యెండుట,홈치다
731,sieden::V,ఉడుకు,끓다
732,faulen::V,క్రుళ్లు,부패하다
733,verfaulen::V,క్షిణించు,썩다
734,reißen::V,చించు,지바찢다
735,versinken::V,మునుగు,가라앉다
736,vergehen::V,సంభవించు,지나가다
737,erscheinen::V,కనబడు,나타나다
738,verschwinden::V,అదృశ్యమగు,사라지다
739,sinken::V,ముణుగుట,가라앉다
740,abnehmen::V,తగ్గు,떼어내다
741,zunehmen::V,పెరుగుట,증가하다
742,steigen::V,లేచు,상승하다
743,wachsen::V,పెరుగు,생기하다
744,glänzen::V,ప్రకాశించు,뛰오나다
745,funkeln::V,ప్రకాశించు,불티가잍어나다
746,lärmen::V,అరుచుట,떠들다
747,läuten::V,మేళవించుట,울시다
748,klingeln::V,వాయించుట,초닌총을울리다
749,klirren::V,ఘంటానాదము,탁탁울리다
750,brausen::V,గర్జించు,쏴쏴소리내다
751,rauschen::V,చటచటమనుట,솨솨
752,klingen::V,ధ్వనించుట,반향하다
753,bellen::V,అఱచు,짖다
754,heulen::V,కూయు,포효하다
755,blasen::V,దురద్పప్టము,불다
756,pfeifen::V,ఈలవేయు,피리를불다
757,schreien::V,అఱచు,절규하다
758,stöhnen::V,మూలుగు,신음하다
759,zittern::V,వణకు,저뉼하다
760,leben::V,జీవించుట,살다
761,geboren werden::V,పుట్టుట,태어난
762,atmen::V,ఉపిరి తీయు,숨쉬다
763,trinken::V,త్రాగు,마시다
764,essen::V,తిను,먹다
765,schlucken::V,మ్రింగు,들이켜다
766,müde werden::V,అలయు,
767,einschlafen::V,నిద్రించు,잠들다
768,schlafen::V,నిద్రురించు,자다
769,aufwachen::V,మేలుకొను,눈트다
770,aufstehen::V,లేచు,서다
771,sich erholen::V,నడ్డి వాల్చు,회복하다
772,krank werden::V,జబ్బుపడు,
773,krank sein::V,జబ్బు చేయు,
774,schmerzen::V,నొచ్చుట,아프다
775,husten::V,దగ్గుట,잔기침하다
776,genesen::V,కుదురుట,낫다
777,sterben::V,మరణించు,죽다
778,umkommen::V,నశించు,못쓰게되다
779,sich bewegen::V,కదలు,움직이다
780,sich rühren::V,కదలు,움직이다
781,sich erheben::V,లేచు,이러서다
782,sich setzen::V,కూర్చుణ్డు,앉히다
783,hinfallen::V,దొర్లు,넘어지다
784,laufen::V,నడచు,걷다
785,schreiten::V,అడుగుపెట్టుట,보행하다
786,spazierengehen::V,పచారు చేయు,산보하다
787,eilen::V,తొందరపడు,서둘다
788,sich beeilen::V,త్వరపెట్టు,서둘게하다
789,sausen::V,విసరికొట్టు,서들러 떠나다
790,rennen::V,పరుగెత్తు,달리다
791,springen::V,దుముకు,도약하다
792,klettern::V,ఎక్కు,갑겨오르다
793,schaukeln::V,ఉయ్యాల ఊగు ,흔들리게하다
794,kriechen::V,ప్రాకు,기다
795,schwimmen::V,ఈదు,헤엄치다
796,tauchen::V,మునుగు,잠기다
797,rudern::V,తెడ్లతోఁగడపు,물을헤치다
798,fahren::V,నడపు,가다
799,fahren::V,నడపు,나르다
800,fliegen::V,ఎగురు,날다
801,gehen::V,పోవు,가다
802,weggehen::V,బయలుదేరు,팔리다
803,abfahren::V,విడిచిపోవు,출발하다
804,anhalten::V,నిలుపు,멈추다
805,hineingehen::V,ప్రవేశించు,(그리로)가다
806,eintreten::V,ప్రవేశించు,들러가다
807,kommen::V,వచ్చు,오다
808,ankommen::V,వచ్చి చేరు,고챀하다
809,zurückkommen::V,తిరిగీవచ్చుట,보기
810,bleiben::V,ఉండు,체류
811,warten::V,కనిపెట్టు,기다리다
812,erwarten::V,నిరిక్షించు,기대하다
813,suchen::V,వెదకు,찾다
814,suchen::V,వెదకు,구하다
815,finden::V,కనుగొను,찾아내다
816,versuchen::V,ప్రయత్నించు,시험하다
817,vorbereiten::V,తయారుచేయు,재비하다
818,lieben::V,ప్రేమించు,사랑하다
819,mögen::V,ఇష్టపడు,줗아하다
820,lachen::V,నవ్వు,웃다
821,rühren::V,గుండె తాకు,건드리다
822,weinen::V,వీడ్చు,울다
823,schimpfen::V,గొణుగు,꾸짖다
824,sich ärgern::V,అలుగు,화를내게 하다
825,sich fürchten::V,భయపడు,두려원하다
826,fürchten::V,భయపడు,두려원하다
827,fliehen::V,పాఱిపోపు,도망치다
828,flüchten::V,తప్పించుకొను,도주하다
829,sehen::V,చూచు,보다
830,anschauen::V,చూచు,바라보다
831,ansehen::V,కాచియుండు,바라보다
832,hören::V,విను,듣다
833,zuhören::V,విను,듣다
834,probieren::V,చవిచూచుట,시식하다
835,riechen::V,వాసనచూచు,내새를맡다
836,fühlen::V,స్పర్శించుట,느끼다
837,scheinen::V,కనబడు,...것같다
838,zu sehen sein::V,చూవు,보이는
839,vernehmen::V,విను,듣다
840,vernehmen::V,విను,들어서일다
841,frieren::V,చలికి వడకు,춥다
842,tun::V,చేయు,하다
843,können::V,గల,할주릴다
844,wollen::V,కోరు,바라다
845,anfangen::V,ఆరంభించు,시작하다
846,beenden::V,ముగించు,다하다
847,aufhören::V,నిలుపు,그만두다
848,gelingen::V,గెలుపాందు,성국하다
849,geraten::V,వెలువడు,잘되어가다
850,öffnen::V,తెఱచు,열다
851,schließen::V,మూయు,추측하다
852,stellen::V,ఉంచు,세우다
853,setzen::V,ఉంచు,놓다
854,legen::V,పెట్టు,눕히다
855,berühren::V,తాకు,대다
856,verbinden::V,చేర్చుట,옝열하다
857,bedecken::V,మూయు,덮다
858,aufhängen::V,వ్రేలాడదీయు,매달다
859,anzünden::V,వెలిగించు,점화하다
860,aufheben::V,సేకరించు,위로올리다
861,zurücklassen::V,విడుచు,튀에남기다
862,verlieren::V,పోగొట్టుకొను,잃다
863,fallen lassen::V,జాఱవిడుచు,떨어뜨리다
864,machen::V,చేయు,하다
865,herstellen::V,ఉత్పత్తిచేయు,제조하다
866,bauen::V,నిర్మించు,짓다
867,reparieren::V,సరిచేయు,수셩자다
868,verbessern::V,వృద్ధి చేయు,정정하다
869,ändern::V,మార్చు,바꾸다
870,graben::V,త్రవ్వు,파다
871,beugen::V,వంచు,구부리다
872,biegen::V,వంచు,굽히다
873,drehen::V,నూలువడుకు,회전
874,wenden::V,త్రిప్పు,회전시키다
875,umdrehen::V,త్రిప్పు,회전시키다
876,heben::V,ఎత్తు,일으아키다
877,hochheben::V,ఎత్తు,틀어올리다
878,ergreifen::V,వశపఱచుకొను,잡다
879,halten::V,ఉంచు,잡다
880,drücken::V,అణచు,누르다
881,schieben::V,నొక్కు,밀다
882,kratzen::V,గోకు,긁다
883,lecken::V,నాకు,핥다
884,beißen::V,కఱచు,물다
885,abreißen::V,తెగతెంచు,
886,abschneiden::V,తెగకొట్టు,귾어내다
887,binden::V,కట్టు,매다
888,stecken::V,తగులుకొనివుండుట,찌르다
889,brechen::V,పగులగొట్టు,금
890,klopfen::V,కొట్టు,치다
891,hauen::V,కొట్టు,때리다
892,kleben::V,అంటుకొను,들러붙다
893,reiben::V,రాచు,문지르다
894,streichen::V,వ్యాపింపజేయు,쓰다듬다
895,schleifen::V,రాచు,갈다
896,schneiden::V,కోయు,베다
897,rütteln::V,కుదిలించుట,흔들다
898,schütteln::V,కదల్చు,흔들다
899,schwenken::V,ఊచుట,흔들다
900,schütten::V,పోయు,따르다
901,füllen::V,నింపు,담다
902,einwickeln::V,చుట్టు,싸다
903,tragen::V,మోయు,지우다
904,schleppen::V,ఈడ్చు,끌다
905,ziehen::V,ఈడ్చు,당기다
906,aufbewahren::V,కాపాడు,간직하다
907,werfen::V,విసరు,던지다
908,fangen::V,పట్టుకొను,밥다
909,packen::V,పట్టుకొను,쥐다
910,verstecken::V,దాచు,숨기다
911,teilen::V,భాగించు,나누다
912,schicken::V,పంపు,보내다
913,bringen::V,తెచ్చు,가겨
914,hinzufügen::V,చేర్చు,부가하다
915,bekommen::V,సంపాదించు,얻다
916,erhalten::V,పుచ్చుకొను,지니다
917,nehmen::V,తీసికొను,잡다
918,wählen::V,ఇష్టపడు,선거하다
919,auswählen::V,ఏరుకొను,선출하다
920,bewahren::V,భద్రపఱుచు,저장보종
921,behindern::V,అడ్డగించుట,훼방하다
922,verderben::V,చెఱచు,못쓰게 되다
923,beschädigen::V,చెరుపుట,상하게하다
924,zerbrechen::V,పగులగొట్టు,깨뜨리다
925,zerreißen::V,చించు,잡아쫓다
926,zerstören::V,వాశనము చేయు,파괴하다
927,verbrennen::V,కాల్చు,소실하다
928,geben::V,ఇచ్చు,주다
929,reichen::V,అందుకొనుట,내일다
930,schenken::V,అర్పించు,주다
931,versprechen::V,వాగ్దత్తము చేయు,약속하다
932,wünschen::V,కోరు,바라다
933,loben::V,స్తుతించు,칭찬하다
934,küssen::V,ముద్దుపెట్టుకొను,키스하다
935,wiegen::V,ఊచుట,어르다
936,zudecken::V,మూయు,뚜꺼을하다
937,wecken::V,నిద్రపలేపుట,깨우다
938,zeigen::V,చూవు,보이다
939,führen::V,దారిచూపు,가게하다
940,lehren::V,బోధించు,가르치다
941,unterrichten::V,నేర్పు,가르지다
942,aufziehen::V,పెంచు,사육하다
943,leiten::V,తీసుకపోవుట,이끌다
944,antreiben::V,ప్రేరేపించు,몰다
945,lassen::V,అనుమతించు,내버려두다
946,einladen::V,ఆహ్వానించు,초청하다
947,vereinigen::V,కూడుట,하나로하다
948,besuchen::V,పోయి చూచు,방문하다
949,treffen::V,కలియు,만나다
950,sich versammeln::V,కూర్చు,조립하다
951,spielen::V,ఆట లాడు,눌다
952,singen::V,పాడు,노래하다
953,tanzen::V,నృత్యముచేయు,춤추하다
954,sich trennen::V,ఎడబాయుట,가르다
955,verlassen::V,విడుచు,버림받은
956,retten::V,తప్పించుట,구조하다
957,bewachen::V,కాపాడు,치키다
958,schützen::V,రక్షించు,보호하다
959,verteidigen::V,రక్షించు,막다
960,sich schlagen::V,జగడమాడు,치다
961,schießen::V,కాల్చు,쏘다
962,siegen::V,గెలుచు,이기다
963,ärgern::V,పీడించుట,성을내게하다
964,schlagen::V,కొట్టు,치다
965,treten::V,తన్ను,디디다
966,stechen::V,కుట్టు,찌르다
967,stoßen::V,గెంటు,찌르다
968,stehlen::V,దొంగిలించు,훔치다
969,stören::V,కలతపఱచు,움직이다
970,belästigen::V,పీడించు,괴롭히다
971,verbergen::V,దాచు,숨기다
972,täuschen::V,మోసము చేయు,속이다
973,betrügen::V,మోసపుచ్చు,속이다
974,töten::V,చంపు,죽이다
975,wohnen::V,నివసించు,실다
976,arbeiten::V,పనిచేయు,일하다
977,sammeln::V,ప్రోగుచేయు,모으다
978,pflücken::V,యేరుట,꿔다
979,jagen::V,వేటాడు,사냥하다
980,fischen::V,వెదకు,고기를잡다
981,fassen::V,పట్టుకొమ,움켜쥐다
982,hüten::V,మందచేరుట,망보다
983,treiben::V,నడపు,몰아세우다
984,anbinden::V,కట్టు,묶다
985,füttern::V,భోజనము పెట్టు,사료를주다
986,melken::V,పాలు పితుకు,젖을짜다
987,hacken::V,నఱకు,자르다
988,gießen::V,నీళ్ళుకట్టుట,물을대다
989,reifen::V,పండుట,성숙하다
990,zubereiten::V,వండు,조제하다
991,kochen::V,వండు,요리하다
992,backen::V,రొట్టెకాల్చు,쿱다
993,braten::V,వేపు,굽다
994,umrühren::V,కదులుట,교반하다
995,stricken::V,అల్లు,뜨개질하다
996,nähen::V,కుట్టు,꿰매다
997,färben::V,రంగు వేయు,채색하다
998,reinigen::V,శుభ్రము చేయు,청소하다
999,waschen::V,కడుగు,씻다
1000,abwischen::V,తుడుచు,닦다
1001,spülen::V,నీటిలో జడించు,씻다
1002,fegen::V,ఊడ్చు,소체하다
1003,kehren::V,ఊడ్చు,청소하다
1004,baden::V,స్నానము చేయు,감다
1005,sich waschen::V,కడుగు,모믈 씻다
1006,ausziehen::V,విప్పు,벗다
1007,anziehen::V,ధరించు,끌어움직이다
1008,sich anziehen::V,బట్టలు వేసుకొను,
1009,sich anziehen::V,తొడుగుకొను,
1010,kämmen::V,దువ్వుట,빗다
1011,schmücken::V,అలంకరించు,치레하다
1012,sagen::V,చెప్పు,말하다
1013,sprechen::V,చెప్పు,말하다
1014,reden::V,మాటలాడు,이야기하다
1015,sich unterhalten::V,ముచ్చటలాడు,
1016,fragen::V,ప్రశ్నించు,질문하다
1017,bitten::V,కోరు,원하다
1018,erzählen::V,చెప్పు,이야기하다
1019,mitteilen::V,తెలియజేయు,이야기하다
1020,nennen::V,పేరు వెట్టు,부르다
1021,rufen::V,పిలుచు,불러내다
1022,prahlen::V,జల్లి,자랑하다
1023,übersetzen::V,తర్జుమాచేయు,번역하다
1024,denken::V,ఆలోచించు,생각하다
1025,glauben::V,నమ్ము,믿다
1026,bemerken::V,గుర్తించు,인자하다
1027,erkennen::V,గుర్తించు,인식하다
1028,begreifen::V,గ్రహించు,파악하다
1029,verstehen::V,గ్రహించు,이해하다
1030,lernen::V,నేర్చు కొను,배우다
1031,wissen::V,తెలిసికొను,알다
1032,sich erinnern an::V,జ్ఞాపకముంచుకొను,상기하다
1033,vergessen::V,మఱచిపోవు,잊다
1034,messen::V,కొలుచుట,측정하다
1035,zählen::V,లెక్కపెట్టు,세다
1036,rechnen::V,లెక్కపెట్టు,게산하다
1037,lesen::V,చదువు,읽다
1038,malen::V,పూనుట,그리다
1039,zeichnen::V,వ్రాసుట,소묘하다
1040,schreiben::V,వ్రాయు,쓰다
1041,besitzen::V,కలిగియుండు,소유하다
1042,kaufen::V,కొను,사다
1043,verkaufen::V,అమ్ము,팔다
1044,bezahlen::V,చెల్లించు,지불하다
1045,zahlen::V,చెల్లించు,치르다
1046,beherrschen::V,ఏలు,지배하다
1047,ertragen::V,భరించు,참다
