,Concept_ID,ko,ru
846,frieren::V,춥다,мерзнуть
847,tun::V,하다,делать
848,können::V,할주릴다,мочь
849,können::V,할주릴다,уметь
850,wollen::V,바라다,хотеть
851,anfangen::V,시작하다,начать
852,beenden::V,다하다,закончить
853,aufhören::V,그만두다,перестать
854,gelingen::V,성국하다,удаться
855,geraten::V,잘되어가다,оказаться
856,öffnen::V,열다,открыть
857,schließen::V,추측하다,закрыть
858,stellen::V,세우다,поставить
859,setzen::V,놓다,посадить
860,legen::V,눕히다,класть
861,berühren::V,대다,трогать
862,verbinden::V,옝열하다,связать
863,bedecken::V,덮다,покрыть
864,aufhängen::V,매달다,повесить
865,anzünden::V,점화하다,зажечь
866,aufheben::V,위로올리다,поднять
867,zurücklassen::V,튀에남기다,оставить
868,verlieren::V,잃다,потерять
869,fallen lassen::V,떨어뜨리다,уронить
870,machen::V,하다,сделать
871,herstellen::V,제조하다,изготовить
872,bauen::V,짓다,строить
873,reparieren::V,수셩자다,чинить
874,verbessern::V,정정하다,улучшить
875,ändern::V,바꾸다,изменить
876,graben::V,파다,копать
877,beugen::V,구부리다,согнуть
878,biegen::V,굽히다,погнуть
879,drehen::V,회전,вертеть
880,wenden::V,회전시키다,повернуть
881,umdrehen::V,회전시키다,перевернуть
882,heben::V,일으아키다,поднимать
883,hochheben::V,틀어올리다,поднять
884,ergreifen::V,잡다,схватить
885,halten::V,잡다,держать
886,drücken::V,누르다,нажимать
887,schieben::V,밀다,толкать
888,kratzen::V,긁다,скрести
889,lecken::V,핥다,лизать
890,beißen::V,물다,кусать
891,abschneiden::V,귾어내다,отрезать
892,binden::V,매다,вязать
893,stecken::V,찌르다,воткнуть
894,brechen::V,금,сломать
895,klopfen::V,치다,стучать
896,hauen::V,때리다,бить
897,kleben::V,들러붙다,клеить
898,reiben::V,문지르다,тереть
899,streichen::V,쓰다듬다,намазать
900,schleifen::V,갈다,точить
901,schneiden::V,베다,резать
902,rütteln::V,흔들다,шатать
903,schütteln::V,흔들다,трясти
904,schwenken::V,흔들다,махать
905,schütten::V,따르다,налить
906,füllen::V,담다,наполнить
907,einwickeln::V,싸다,завернуть
908,tragen::V,지우다,нести
909,schleppen::V,끌다,тащить
910,ziehen::V,당기다,тянуть
911,aufbewahren::V,간직하다,хранить
912,werfen::V,던지다,бросать
913,fangen::V,밥다,ловить
914,packen::V,쥐다,схватить
915,verstecken::V,숨기다,спрятать
916,teilen::V,나누다,разделить
917,schicken::V,보내다,посылать
918,bringen::V,가겨,принести
919,hinzufügen::V,부가하다,добавить
920,bekommen::V,얻다,достать
921,erhalten::V,지니다,получить
922,nehmen::V,잡다,взять
923,wählen::V,선거하다,выбрать
924,auswählen::V,선출하다,отобрать
925,bewahren::V,저장보종,сохранить
926,behindern::V,훼방하다,препятствовать
927,verderben::V,못쓰게 되다,испортить
928,beschädigen::V,상하게하다,повредить
929,zerbrechen::V,깨뜨리다,разбить
930,zerreißen::V,잡아쫓다,разорвать
931,zerstören::V,파괴하다,разрушить
932,verbrennen::V,소실하다,сжечь
933,geben::V,주다,дать
934,reichen::V,내일다,передать
935,schenken::V,주다,дарить
936,versprechen::V,약속하다,обещать
937,wünschen::V,바라다,желать
938,loben::V,칭찬하다,хвалить
939,küssen::V,키스하다,целовать
940,wiegen::V,어르다,качать
941,zudecken::V,뚜꺼을하다,накрыть
942,wecken::V,깨우다,разбудить
943,zeigen::V,보이다,показать
944,führen::V,가게하다,вести
945,lehren::V,가르치다,учить
946,unterrichten::V,가르지다,преподавать
947,aufziehen::V,사육하다,воспитать
948,leiten::V,이끌다,руководить
949,antreiben::V,몰다,подгонять
950,lassen::V,내버려두다,заставить
951,einladen::V,초청하다,пригласить
952,vereinigen::V,하나로하다,объединить
953,besuchen::V,방문하다,посетить
954,treffen::V,만나다,встретить
955,sich versammeln::V,조립하다,собраться
956,spielen::V,눌다,играть
957,singen::V,노래하다,петь
958,tanzen::V,춤추하다,плясать
959,tanzen::V,춤추하다,танцевать
960,sich trennen::V,가르다,расстаться
961,verlassen::V,버림받은,покинуть
962,retten::V,구조하다,спасти
963,bewachen::V,치키다,охранять
964,schützen::V,보호하다,уберегать
965,verteidigen::V,막다,защитить
966,sich schlagen::V,치다,драться
967,schießen::V,쏘다,стрелять
968,siegen::V,이기다,победить
969,ärgern::V,성을내게하다,сердить
970,schlagen::V,치다,ударить
971,treten::V,디디다,пинать
972,stechen::V,찌르다,уколоть
973,stoßen::V,찌르다,толкнуть
974,stehlen::V,훔치다,украсть
975,stören::V,움직이다,помешать
976,belästigen::V,괴롭히다,надоедать
977,verbergen::V,숨기다,скрыть
978,täuschen::V,속이다,обмануть
979,betrügen::V,속이다,смошенничать
980,töten::V,죽이다,убить
981,wohnen::V,실다,проживать
982,arbeiten::V,일하다,работать
983,sammeln::V,모으다,собрать
984,pflücken::V,꿔다,рвать
985,pflücken::V,꿔다,срывать
986,jagen::V,사냥하다,охотиться
987,fischen::V,고기를잡다,рыбачить
988,fassen::V,움켜쥐다,поймать
989,hüten::V,망보다,пасти
990,treiben::V,몰아세우다,гнать
991,anbinden::V,묶다,привязать
992,füttern::V,사료를주다,кормить
993,melken::V,젖을짜다,доить
994,hacken::V,자르다,рубить
995,gießen::V,물을대다,полить
996,reifen::V,성숙하다,созреть
997,zubereiten::V,조제하다,приготовить
998,kochen::V,요리하다,варить
999,backen::V,쿱다,печь
1000,braten::V,굽다,жарить
1001,umrühren::V,교반하다,перемешать
1002,stricken::V,뜨개질하다,вязать
1003,nähen::V,꿰매다,шить
1004,färben::V,채색하다,покрасить
1005,reinigen::V,청소하다,очистить
1006,waschen::V,씻다,стирать
1007,abwischen::V,닦다,вытереть
1008,spülen::V,씻다,полоскать
1009,fegen::V,소체하다,подметать
1010,kehren::V,청소하다,мести
1011,baden::V,감다,купаться
1012,sich waschen::V,모믈 씻다,мыться
1013,ausziehen::V,벗다,снять
1014,anziehen::V,끌어움직이다,надеть
1015,kämmen::V,빗다,причесать
1016,schmücken::V,치레하다,украсить
1017,sagen::V,말하다,сказать
1018,sprechen::V,말하다,говорить
1019,reden::V,이야기하다,разговаривать
1020,fragen::V,질문하다,спросить
1021,bitten::V,원하다,просить
1022,erzählen::V,이야기하다,рассказать
1023,mitteilen::V,이야기하다,сообщить
1024,nennen::V,부르다,назвать
1025,rufen::V,불러내다,звать
1026,prahlen::V,자랑하다,хвастаться
1027,übersetzen::V,번역하다,перевести
1028,denken::V,생각하다,думать
1029,glauben::V,믿다,верить
1030,bemerken::V,인자하다,заметить
1031,erkennen::V,인식하다,узнать
1032,begreifen::V,파악하다,понять
1033,begreifen::V,파악하다,постичь
1034,verstehen::V,이해하다,услышать
1035,lernen::V,배우다,учиться
1036,wissen::V,알다,знать
1037,sich erinnern an::V,상기하다,вспомнить
1038,vergessen::V,잊다,забыть
1039,messen::V,측정하다,мерить
1040,zählen::V,세다,считать
1041,rechnen::V,게산하다,считать
1042,lesen::V,읽다,читать
1043,malen::V,그리다,рисовать
1044,zeichnen::V,소묘하다,рисовать
1045,schreiben::V,쓰다,писать
1046,besitzen::V,소유하다,иметь
1047,kaufen::V,사다,купить
1048,verkaufen::V,팔다,продать
1049,bezahlen::V,지불하다,заплатить
1050,zahlen::V,치르다,платить
1051,beherrschen::V,지배하다,владеть
1052,ertragen::V,참다,вытерпеть
1053,Raureif::N,,иней
1054,Grube::N,,яма
1055,Lust::N,,влечение
1056,Nachricht::N,,сообщение
1057,klug::A,,умный
1058,von hier::ADV,,отсюда
1059,müde werden::V,,устать
1060,krank werden::V,,заболеть
1061,krank sein::V,,болеть
1062,abreißen::V,,оторвать
1063,sich anziehen::V,,одеться
1064,sich unterhalten::V,,беседовать
