,Concept_ID,no,lt
820,wieder::ADV,igjen,iš naujo
821,vergebens::ADV,forgjeves,veltui
822,vergebens::ADV,forgjeves,bergždžiai
823,vor::PRP,foran,prieš
824,vor::PRP,utenfor,prieš
825,hinter::PRP,bak,už
826,hinter::PRP,bakom,už
827,unter::PRP,under,po
828,durch::PRP,gjennom,pro
829,durch::PRP,gjennom,per
830,durch::PRP,igjennom,pro
831,durch::PRP,igjennom,per
832,neben::PRP,ved siden av,prie
833,neben::PRP,ved siden av,šalia
834,zwischen::PRP,mellom,tarp
835,wegen::PRP,på grunn av,dėl
836,wegen::PRP,på grunn av,dėlei
837,dies::PRN,dette,šis
838,dies::PRN,dette,šitas
839,das::PRN,det,tat
840,alles::PRN,alt,visas
841,ich::PRN,jeg,aš
842,du::PRN,du,tu
843,er::PRN,han,jis
844,wir::PRN,vi,mes
845,ihr::PRN,dere,jūs
846,sie::PRN,de,ji
847,sie::PRN,de,jos
848,was::FPRN,hva,kas
849,wer::FPRN,hvem,kas
850,wo::FADV,hvor,kur
851,wohin::FADV,hvor ... hen,kur
852,wohin::FADV,hvor ... hen,kur link
853,wie::FADV,hvordan,kaip
854,warum::FADV,hvorfor,kod̃ėl
855,warum::FADV,hvorfor,dėl ko
856,wieviel::FNUM,hvor mye,kiek
857,eins::NUM,en,vienas
858,eins::NUM,ett,vienas
859,zwei::NUM,to,du
860,drei::NUM,tre,trys
861,vier::NUM,fire,keturi
862,fünf::NUM,fem,penki
863,sechs::NUM,seks,šeši
864,sieben::NUM,sju,septyni
865,acht::NUM,åtte,aštuoni
866,neun::NUM,ni,devyni
867,zehn::NUM,ti,dešimt
868,elf::NUM,elleve,vienuolika
869,zwölf::NUM,tolv,dvylika
870,zwanzig::NUM,tjue,dvidešimt
871,dreißig::NUM,tretti,trisdešimt
872,vierzig::NUM,førti,keturiasdešimt
873,fünfzig::NUM,femti,penkiasdešimt
874,sechzig::NUM,seksti,šešiasdešimt
875,siebzig::NUM,sytti,septyniasdešimt
876,achtzig::NUM,åtti,aštuoniasdešimt
877,neunzig::NUM,nitti,devyniasdešimt
878,hundert::NUM,hundre,šimtas
879,tausend::NUM,tusen,tūkstantis
880,und::CNJ,og,ĩr
881,oder::CNJ,eller,ar
882,oder::CNJ,eller,arba
883,stehen::V,stå,stovėti
884,sitzen::V,sitte,sėdėti
885,liegen::V,ligge,gulėti
886,hängen::V,henge,kyboti
887,hängen::V,henge,kabėti
888,werden::V,bli,taptis
889,werden::V,bli,darytis
890,passieren::V,skje,atsitikti
891,passieren::V,skje,pasitaikyti
892,passieren::V,hende,atsitikti
893,passieren::V,hende,pasitaikyti
894,beginnen::V,begynne,prasid́ėti
895,enden::V,ende,baigtis
896,enden::V,slutte,baigtis
897,wechseln::V,veksle,keistis
898,wechseln::V,veksle,pasikeisti
899,aufgehen[Sonne]::V,stå opp,tekėti
900,aufgehen[Sonne]::V,stå opp,patekėti
901,untergehen[Sonne]::V,gå ned,leistis
902,untergehen[Sonne]::V,gå ned,nusileisti
903,scheinen[Sonne]::V,skinne,šviesti
904,donnern::V,tordne,griausti
905,donnern::V,tordne,griaudėti
906,wehen::V,blåse,pūsti
907,strömen::V,strømme,lietis
908,strömen::V,strømme,plūsti
909,fließen::V,flyte,tekėti
910,sich drehen::V,dreie seg,suktis
911,sich drehen::V,dreie seg,pasisukti
912,schwanken::V,svaie,svyruoti
913,schwingen::V,svinge,suptis
914,fallen::V,falle,pulti
915,fallen::V,falle,kristi
916,brennen::V,brenne,degti
917,rauchen::V,ryke,rūkyti
918,regnen::V,regne,lyti
919,gefrieren::V,fryse,užšalti
920,tauen::V,tine,tirpti
921,schmelzen::V,smelte,lydytis
922,trocknen::V,tørre,džiūti
923,sieden::V,koke,virti
924,faulen::V,råtne,pūti
925,verfaulen::V,råtne,švinkti
926,reißen::V,briste,plyšti
927,reißen::V,briste,trūkti
928,versinken::V,synke,skę̃sti
929,versinken::V,synke,grimzti
930,versinken::V,synke ned,skę̃sti
931,versinken::V,synke ned,grimzti
932,vergehen::V,forløpe,praeiti
933,erscheinen::V,synes,pasirodyti
934,verschwinden::V,forsvinne,dingti
935,verschwinden::V,forsvinne,išnykti
936,verschwinden::V,forsvinne,pranykti
937,sinken::V,synke,kristi
938,abnehmen::V,avta,mažėti
939,abnehmen::V,avta,silpnėti
940,abnehmen::V,minske,mažėti
941,abnehmen::V,minske,silpnėti
942,zunehmen::V,tilta,didėti
943,zunehmen::V,tilta,padaugėti
944,steigen::V,stige,kilti
945,wachsen::V,gro,augti
946,wachsen::V,vokse,augti
947,glänzen::V,skinne,blizgėti
948,funkeln::V,tindre,žibėti
949,lärmen::V,bråke,triukšmauti
950,läuten::V,ringe,skambinti
951,klingeln::V,ringe,skambinti
952,klirren::V,klirre,žvangėti
953,brausen::V,bruse,šniokšti
954,rauschen::V,suse,ošti
955,rauschen::V,suse,šlamėti
956,klingen::V,lyde,skardėti
957,klingen::V,klinge,skardėti
958,bellen::V,gjø,loti
959,bellen::V,bjeffe,loti
960,heulen::V,ule,kaukti
961,heulen::V,ule,staugti
962,blasen::V,blåse,pūsti
963,pfeifen::V,plystre,švilpti
964,pfeifen::V,plystre,švilpauti
965,schreien::V,skrike,šaukti
966,stöhnen::V,stønne,dejuoti
967,stöhnen::V,stønne,aimanuoti
968,zittern::V,dirre,virpėti
969,zittern::V,skjelve,virpėti
970,leben::V,leve,gyventi
971,geboren werden::V,fødes,gimti
972,atmen::V,ånde,alsuoti
973,atmen::V,ånde,kvėpuoti
974,atmen::V,puste,alsuoti
975,atmen::V,puste,kvėpuoti
976,trinken::V,drikke,gerti
977,essen::V,spise,valgyti
978,schlucken::V,svelge,praryti
979,müde werden::V,bli trett,nuvargti
980,müde werden::V,bli trett,privargti
981,einschlafen::V,sovne,užmigti
982,schlafen::V,sove,miegoti
983,aufwachen::V,våkne,pabusti
984,aufstehen::V,stå opp,keltis
985,aufstehen::V,stå opp,atsikelti
986,sich erholen::V,bli bra,pailsėti
987,sich erholen::V,bli bra,poilsiauti
988,sich erholen::V,komme seg,pailsėti
989,sich erholen::V,komme seg,poilsiauti
990,krank werden::V,bli syk,susirgti
991,krank sein::V,være syk,sirgti
992,schmerzen::V,gjøre vondt,sopėti
993,schmerzen::V,gjøre vondt,skaudėti
994,husten::V,hoste,kosėti
995,genesen::V,komme seg,sveikti
996,genesen::V,komme seg,taisytis
997,sterben::V,dø,mirti
998,sterben::V,dø,numirti
999,umkommen::V,omkomme,žūti
1000,sich bewegen::V,bevege seg,judėti
1001,sich bewegen::V,bevege seg,pasijudinti
1002,sich rühren::V,røre på seg,krutėti
1003,sich erheben::V,reise seg,pakilti
1004,sich erheben::V,reise seg,atsikelti
1005,sich setzen::V,sette sig,sėstis
1006,sich setzen::V,sette sig,atsisėsti
1007,hinfallen::V,falle over ende,parkristi
1008,hinfallen::V,falle over ende,pargriūti
1009,laufen::V,løpe,eiti
1010,schreiten::V,skride,žengti
1011,schreiten::V,skride,žingsniuoti
1012,spazierengehen::V,spasere,pasivaikščioti
1013,spazierengehen::V,gå en tur,pasivaikščioti
1014,eilen::V,ile,skubėti
1015,sich beeilen::V,skynde seg,paskub́ėti
1016,sich beeilen::V,skynde seg,pasiskubinti
1017,sausen::V,suse,dumti
1018,sausen::V,suse,lėkti
1019,rennen::V,løpe,bėgti
1020,springen::V,hoppe,šokti
1021,springen::V,springe,šokti
1022,klettern::V,klatre,kopti
1023,schaukeln::V,huske,supti
1024,schaukeln::V,huske,linguoti
1025,kriechen::V,krype,ropoti
1026,kriechen::V,krype,šliaužti
1027,schwimmen::V,svømme,plaukti
1028,tauchen::V,dykke,nerti
1029,rudern::V,ro,irtis
1030,rudern::V,ro,irkluoti
1031,fahren::V,kjøre,važiuoti
1032,fahren::V,kjøre,važinėti
1033,fliegen::V,fly,lėkti
1034,fliegen::V,fly,skristi
1035,gehen::V,gå,eiti
1036,weggehen::V,gå bort,išeiti
1037,abfahren::V,reise,išvykti
1038,abfahren::V,reise,išvažiuoti
1039,anhalten::V,stanse,sustoti
1040,hineingehen::V,gå inn,įeiti
1041,eintreten::V,tre inn,įžengti
1042,kommen::V,komme,ateiti
1043,ankommen::V,ankomme,ateiti
1044,ankommen::V,komme til,ateiti
1045,zurückkommen::V,komme tilbake,grį̃žti
1046,zurückkommen::V,komme tilbake,sugrį̃žti
1047,bleiben::V,bli,likti
1048,bleiben::V,bli,pasilikti
1049,bleiben::V,forbli,likti
1050,bleiben::V,forbli,pasilikti
1051,warten::V,vente,laukti
1052,erwarten::V,vente,laukti
1053,suchen::V,søke,ieškoti
1054,finden::V,finne,rasti
1055,finden::V,finne,surasti
1056,versuchen::V,prøve,mėginti
1057,versuchen::V,forsøke,mėginti
1058,vorbereiten::V,forberede,rengti
1059,lieben::V,elske,myĺėti
1060,mögen::V,like,ḿėgti
1061,mögen::V,like,patikti
1062,lachen::V,le,juoktis
1063,rühren::V,røre,jaudinti
1064,rühren::V,røre,graudinti
1065,weinen::V,gråte,verkti
1066,schimpfen::V,skjelle,bartis
1067,sich ärgern::V,ergre seg,pykti
1068,sich ärgern::V,ergre seg,apmaudauti
1069,sich fürchten::V,være redd,bijoti
1070,sich fürchten::V,være redd,baimintis
1071,fürchten::V,være redd for,bijoti
1072,fürchten::V,være redd for,baimintis
1073,fliehen::V,rømme,bėgti
1074,fliehen::V,rømme,sprukti
1075,fliehen::V,flykte,bėgti
1076,fliehen::V,flykte,sprukti
1077,flüchten::V,flykte,pabėgti
1078,sehen::V,se,žiūŕėti
1079,anschauen::V,se på,žiūŕėti
1080,anschauen::V,betrakte,žiūŕėti
1081,ansehen::V,anse,žiūrėti į
1082,ansehen::V,anse,pažiūrėti į
1083,hören::V,høre,girdėti
1084,zuhören::V,tilhøre,klausytis
1085,probieren::V,smake,ragauti
1086,probieren::V,smake,paragauti
1087,probieren::V,smake på,ragauti
1088,probieren::V,smake på,paragauti
1089,riechen::V,lukte,uosti
1090,riechen::V,lukte,užuosti
1091,fühlen::V,føle,justi
1092,fühlen::V,føle,jausti
1093,fühlen::V,føle,pajusti
1094,scheinen::V,se ut,rodytis
1095,scheinen::V,se ut,atrodyti
1096,zu sehen sein::V,synes,pasirodyti
1097,vernehmen::V,få vite,išgirsti
1098,frieren::V,fryse,šalti
1099,tun::V,gjøre,daryti
1100,können::V,kunne,galėti
1101,können::V,kunne,pajėgti
1102,wollen::V,ville,norėti
1103,anfangen::V,begynne,pradėti
1104,anfangen::V,begynne,prasid́ėti
1105,beenden::V,avslutte,baigti
1106,beenden::V,avslutte,užbaigti
1107,aufhören::V,slutte,liautis
1108,aufhören::V,holde opp,liautis
1109,gelingen::V,lykkes,pavykti
1110,gelingen::V,lykkes,pasisekti
1111,geraten::V,bli,nusisekti
1112,öffnen::V,åpne,atverti
1113,öffnen::V,åpne,atidaryti
1114,schließen::V,lukke,uždaryti
1115,schließen::V,stenge,uždaryti
1116,stellen::V,stille,statyti
1117,stellen::V,stille,pastatyti
1118,setzen::V,sette,sodinti
1119,setzen::V,sette,pasodinti
1120,legen::V,legge,dėti
1121,legen::V,legge,pad́ėti
1122,berühren::V,berøre,liesti
1123,berühren::V,berøre,paliesti
1124,verbinden::V,forbinde,jungti
1125,verbinden::V,forbinde,surišti
1126,bedecken::V,dekke,uždengti
1127,aufhängen::V,henge,pakarti
1128,aufhängen::V,henge,pakabinti
1129,aufhängen::V,henge opp,pakarti
1130,aufhängen::V,henge opp,pakabinti
1131,anzünden::V,tenne,padegti
1132,anzünden::V,antenne,padegti
1133,anzünden::V,tenne på,padegti
1134,aufheben::V,løfte,pakelti
1135,aufheben::V,ta opp,pakelti
1136,zurücklassen::V,slippe tilbake,palikti
1137,verlieren::V,miste,pamesti
1138,fallen lassen::V,droppe,atsisakyti
1139,fallen lassen::V,la falle,atsisakyti
1140,machen::V,lage,dirbti
1141,machen::V,gjøre,dirbti
1142,herstellen::V,fremstille,gaminti
1143,bauen::V,bygge,statyti
1144,bauen::V,bygge,pastatyti
1145,reparieren::V,reparere,taisyti
1146,reparieren::V,reparere,remontuoti
1147,verbessern::V,rette,gerinti
1148,verbessern::V,rette,ištaisyti
1149,verbessern::V,forbedre,gerinti
1150,verbessern::V,forbedre,ištaisyti
1151,ändern::V,forandre,keisti
1152,ändern::V,forandre,pakeisti
1153,graben::V,grave,kasti
1154,beugen::V,bøye,lenkti
1155,beugen::V,bøye,palenkti
1156,biegen::V,bøye,lenkti
1157,biegen::V,bøye,palenkti
1158,drehen::V,dreie,sukti
1159,wenden::V,vende,kreipti
1160,wenden::V,vende,pakreipti
1161,umdrehen::V,snu,sukti
1162,umdrehen::V,snu,apversti
1163,heben::V,heve,kelti
1164,heben::V,heve,pakelti
1165,hochheben::V,løfte,pakelti
1166,ergreifen::V,gripe,čiupti
1167,ergreifen::V,gripe,griebti
1168,ergreifen::V,få tak i,čiupti
1169,ergreifen::V,få tak i,griebti
1170,halten::V,holde,laikyti
1171,halten::V,holde,palaikyti
1172,drücken::V,trykke,spausti
1173,schieben::V,skyve,stumti
1174,kratzen::V,klø,kasyti
1175,kratzen::V,klø,grandyti
1176,kratzen::V,klore,kasyti
1177,kratzen::V,klore,grandyti
1178,lecken::V,slikke,laižyti
1179,beißen::V,bite,kandžioti
1180,abreißen::V,rive av,nuplėšti
1181,abschneiden::V,skjære av,atpjauti
1182,abschneiden::V,skjære av,atkirpti
1183,binden::V,binde,rišti
1184,binden::V,binde,surišti
1185,stecken::V,stikke,kišti
1186,stecken::V,stikke,įkišti
1187,brechen::V,bryte,lūžti
1188,brechen::V,bryte,laužyti
1189,brechen::V,briste,lūžti
1190,brechen::V,briste,laužyti
1191,klopfen::V,banke,belsti
1192,klopfen::V,banke,barbenti
1193,hauen::V,hogge,mušti
1194,kleben::V,klistre,lipdyti
1195,kleben::V,klistre,klijuoti
1196,reiben::V,gni,trinti
1197,reiben::V,gni,tarkuoti
1198,streichen::V,stryke,tepti
1199,streichen::V,stryke,užtepti
1200,schleifen::V,slipe,galą́sti
1201,schneiden::V,klippe,pjauti
1202,schneiden::V,klippe,kirpti
1203,rütteln::V,ruske,purtyti
1204,schütteln::V,riste,purtyti
1205,schwenken::V,svinge,mojuoti
1206,schütten::V,helle,pilti
1207,schütten::V,helle,berti
1208,füllen::V,fylle,pildyti
1209,füllen::V,fylle,pripildyti
1210,einwickeln::V,vikle inn,įvynioti
1211,einwickeln::V,vikle inn,suvynioti
1212,tragen::V,bære,nešti
1213,tragen::V,bære,nešioti
1214,schleppen::V,slepe,vilkti
1215,ziehen::V,dra,tempti
1216,ziehen::V,trekke,tempti
1217,aufbewahren::V,oppbevare,laikyti
1218,aufbewahren::V,ta vare på,laikyti
1219,werfen::V,kaste,mesti
1220,werfen::V,kaste,sviesti
1221,fangen::V,fange,sugauti
1222,packen::V,gripe,čiupti
1223,packen::V,gripe,griebti
1224,packen::V,gripe tak i,čiupti
1225,packen::V,gripe tak i,griebti
1226,verstecken::V,gjemme,slėpti
1227,verstecken::V,gjemme,slapstyti
1228,teilen::V,dele,dalyti
1229,teilen::V,dele,padalyti
1230,schicken::V,sende,sių̃sti
1231,schicken::V,sende,pasių̃sti
1232,bringen::V,bringe,atnešti
1233,hinzufügen::V,tilføye,pridėti
1234,bekommen::V,få,gauti
1235,erhalten::V,få,gauti
1236,nehmen::V,ta,paimti
1237,wählen::V,velge,rinkti
1238,wählen::V,velge,išsirinkti
1239,auswählen::V,velge ut,išrinkti
1240,bewahren::V,bevare,išsaugoti
1241,behindern::V,hindre,trukdyti
1242,behindern::V,forhindre,trukdyti
1243,verderben::V,ødelegge,sugadinti
1244,beschädigen::V,skade,žaloti
1245,beschädigen::V,skade,gadinti
1246,zerbrechen::V,brekke i stykker,sukulti
1247,zerbrechen::V,brekke i stykker,sudaužyti
1248,zerreißen::V,rive i stykker,perplėšti
1249,zerreißen::V,rive i stykker,suplėšyti
1250,zerstören::V,ødelegge,suardyti
1251,zerstören::V,ødelegge,sugriauti
1252,verbrennen::V,brenne,deginti
1253,verbrennen::V,brenne,sudeginti
1254,verbrennen::V,brenne opp,deginti
1255,verbrennen::V,brenne opp,sudeginti
1256,geben::V,gi,duoti
1257,geben::V,gi,paduoti
1258,reichen::V,rekke,paduoti
1259,schenken::V,forære,dovanoti
1260,schenken::V,skjenke,dovanoti
1261,versprechen::V,love,žadėti
1262,versprechen::V,love,pažadėti
1263,wünschen::V,ønske,norėti
1264,wünschen::V,ønske,linḱėti
1265,loben::V,rose,girti
1266,loben::V,rose,pagirti
1267,küssen::V,kysse,bučiuoti
1268,wiegen::V,vogge,supti
1269,zudecken::V,dekke til,užkloti
1270,zudecken::V,dekke til,uždengti
1271,wecken::V,vekke,žadinti
1272,zeigen::V,vise,rodyti
1273,führen::V,føre,vesti
1274,führen::V,føre,vadovauti
1275,lehren::V,lære,mokyti
1276,lehren::V,lære,išmokyti
1277,unterrichten::V,undervise,dėstyti
1278,aufziehen::V,oppdra,išauginti
1279,leiten::V,lede,valdyti
1280,leiten::V,lede,vadovauti
1281,antreiben::V,drive på,uiti
1282,antreiben::V,drive på,raginti
1283,antreiben::V,drive på,skubinti
1284,lassen::V,få til å,paliepti
1285,einladen::V,be,kviesti
1286,einladen::V,be,pakviesti
1287,einladen::V,invitere,kviesti
1288,einladen::V,invitere,pakviesti
1289,vereinigen::V,forene,sujungti
1290,vereinigen::V,forene,suvienyti
1291,besuchen::V,besøke,lankyti
1292,besuchen::V,besøke,aplankyti
1293,treffen::V,møte,sutikti
1294,treffen::V,møte,pasitikti
1295,treffen::V,treffe,sutikti
1296,treffen::V,treffe,pasitikti
1297,sich versammeln::V,forsamles,susirinkti
1298,spielen::V,leke,groti
1299,spielen::V,leke,žaisti
1300,spielen::V,spille,groti
1301,spielen::V,spille,žaisti
1302,singen::V,synge,dainuoti
1303,tanzen::V,danse,šokti
1304,sich trennen::V,skilles,skirtis
1305,sich trennen::V,skilles,išsiskirti
1306,verlassen::V,forlate,palikti
1307,retten::V,redde,gelbėti
1308,bewachen::V,bevokte,sergėti
1309,schützen::V,verne,ginti
1310,schützen::V,verne,apginti
1311,schützen::V,beskytte,ginti
1312,schützen::V,beskytte,apginti
1313,verteidigen::V,forsvare,ginti
1314,verteidigen::V,forsvare,apginti
1315,sich schlagen::V,slåss,muštis
1316,schießen::V,skyte,šauti
1317,schießen::V,skyte,šaudyti
1318,siegen::V,seire,nugalėti
1319,ärgern::V,ergre,pykinti
1320,treten::V,sparke,mygti
1321,stechen::V,stikke,gelti
1322,stechen::V,stikke,smeigti
1323,stoßen::V,støte,stumti
1324,stoßen::V,støte,pastumti
1325,stehlen::V,stjele,vogti
1326,stören::V,forstyrre,trikdyti
1327,belästigen::V,plage,apsunkinti
1328,belästigen::V,sjenere,apsunkinti
1329,verbergen::V,gjemme,slėpti
1330,verbergen::V,gjemme,paslėpti
1331,täuschen::V,villede,klaidinti
1332,betrügen::V,bedra,apgauti
1333,töten::V,drepe,žudyti
1334,töten::V,drepe,nužudyti
1335,wohnen::V,bo,gyventi
1336,arbeiten::V,arbeide,dirbti
1337,arbeiten::V,arbeide,triūsti
1338,sammeln::V,samle,rinkti
1339,pflücken::V,plukke,skinti
1340,pflücken::V,plukke,raškyti
1341,jagen::V,jage,medžioti
1342,fischen::V,fiske,žvejoti
1343,fassen::V,fange,sučiupti
1344,hüten::V,vokte,ganyti
1345,treiben::V,drive,ginti
1346,anbinden::V,feste,pririšti
1347,füttern::V,fore,šerti
1348,melken::V,melke,melžti
1349,hacken::V,hakke,kapoti
1350,gießen::V,helle,lieti
1351,gießen::V,helle,laistyti
1352,reifen::V,modne,nokti
1353,reifen::V,modne,sirpti
1354,zubereiten::V,lage,ruošti
1355,zubereiten::V,lage,gaminti
1356,zubereiten::V,tilberede,ruošti
1357,zubereiten::V,tilberede,gaminti
1358,kochen::V,koke,virti
1359,kochen::V,koke,virinti
1360,backen::V,bake,kepti
1361,braten::V,steke,kepti
1362,braten::V,steke,kepinti
1363,umrühren::V,røre om,maišyti
1364,umrühren::V,røre om,pamaišyti
1365,stricken::V,strikke,megzti
1366,nähen::V,sy,siūti
1367,färben::V,farge,dažyti
1368,färben::V,farge,nudažyti
1369,reinigen::V,rense,valyti
1370,reinigen::V,rense,švarinti
1371,reinigen::V,gjøre ren,valyti
1372,reinigen::V,gjøre ren,švarinti
1373,waschen::V,vaske,plauti
1374,waschen::V,vaske,mazgoti
1375,waschen::V,vaske,skalbti
1376,abwischen::V,tørke av,nušluostyti
1377,spülen::V,spyle,plauti
1378,spülen::V,spyle,skalauti
1379,spülen::V,skylle,plauti
1380,spülen::V,skylle,skalauti
1381,fegen::V,feie,šluoti
1382,kehren::V,koste,šluoti
1383,baden::V,bade,maudytis
1384,sich waschen::V,vaske seg,praustis
1385,ausziehen::V,ta av,numauti
1386,ausziehen::V,ta av,nuvilkti
1387,anziehen::V,ta på,mauti
1388,anziehen::V,ta på,apsivilkti
1389,sich anziehen::V,kle på seg,rengtis
1390,sich anziehen::V,kle på seg,apsirengti
1391,kämmen::V,gre,šukuoti
1392,kämmen::V,kjemme,šukuoti
1393,schmücken::V,pynte,puošti
1394,schmücken::V,pynte,dabinti
1395,schmücken::V,pynte,gražinti
1396,schmücken::V,smykke,puošti
1397,schmücken::V,smykke,dabinti
1398,schmücken::V,smykke,gražinti
1399,sagen::V,si,tarti
1400,sprechen::V,snakke,kalbėti
1401,reden::V,tale,šnekėti
1402,reden::V,snakke,šnekėti
1403,sich unterhalten::V,samtale,kalbėtis
1404,sich unterhalten::V,samtale,šnekučiuotis
1405,fragen::V,spørre,klausti
1406,bitten::V,be,prašyti
1407,erzählen::V,fortelle,pasakoti
1408,mitteilen::V,meddele,skelbti
1409,mitteilen::V,meddele,pranešti
1410,nennen::V,kalle,vadinti
1411,nennen::V,kalle,vardyti
1412,rufen::V,rope,šaukti
1413,rufen::V,rope,kviesti
1414,prahlen::V,skryte,girtis
1415,übersetzen::V,oversette,versti
1416,übersetzen::V,oversette,išversti
1417,denken::V,tenke,galvoti
1418,glauben::V,tro,manyti
1419,glauben::V,tro,tikėti
1420,bemerken::V,bemerke,pamatyti
1421,bemerken::V,bemerke,pastebėti
1422,bemerken::V,legge merke til,pamatyti
1423,bemerken::V,legge merke til,pastebėti
1424,erkennen::V,gjenkjenne,pažinti
1425,erkennen::V,gjenkjenne,atpažinti
1426,begreifen::V,begripe,suvokti
1427,verstehen::V,forstå,suprasti
1428,verstehen::V,skjønne,suprasti
1429,lernen::V,lære,mokytis
1430,wissen::V,vite,žinoti
1431,sich erinnern an::V,huske på,prisiminti
1432,vergessen::V,glemme,užmiršti
1433,messen::V,måle,matuoti
1434,zählen::V,telle,skaičiuoti
1435,rechnen::V,regne,skaičiuoti
1436,lesen::V,lese,skaityti
1437,malen::V,male,tapyti
1438,zeichnen::V,tegne,piešti
1439,zeichnen::V,tegne,žymėti
1440,zeichnen::V,tegne,braižyti
1441,schreiben::V,skrive,rašyti
1442,besitzen::V,eie,turėti
1443,besitzen::V,inneha,turėti
1444,kaufen::V,kjøpe,pirkti
1445,verkaufen::V,selge,parduoti
1446,bezahlen::V,betale,apmokėti
1447,zahlen::V,betale,mokėti
1448,beherrschen::V,beherske,valdyti
1449,ertragen::V,orke,kę̃sti
1450,ertragen::V,orke,pakelti
1451,ertragen::V,orke,iškę̃sti
1452,schlagen::V,,mušti
1453,schlagen::V,,smogti
1454,schlagen::V,,trenkti
