,Concept_ID,mn,he
785,später::ADV,дараа,יותר מאחר
786,jetzt::ADV,өнөө,עכשיו
787,heute::ADV,өнөө,היום
788,heute::ADV,өнөөдөр,היום
789,morgen::ADV,маргааш,מחר
790,morgen::ADV,маргаадар,מחר
791,bald::ADV,түргэн,בקרוב
792,bald::ADV,удахгүй,בקרוב
793,dann::ADV,хожим,אחר-כך
794,dann::ADV,тэгээд,אחר-כך
795,gestern::ADV,өчигдөр,אתמול
796,einst::ADV,нэг,לפנים
797,damals::ADV,тэгэхэд,אז
798,danach::ADV,тэгээд,אחר-כך
799,danach::ADV,дараа нь,אחר-כך
800,vorher::ADV,урьд,לפני זה
801,zuerst::ADV,анх,קדם
802,zuerst::ADV,эхлээд,קדם
803,einmal::ADV,нэг удаа,פעם
804,manchmal::ADV,хааяа,לפעמים
805,manchmal::ADV,заримдаа,לפעמים
806,oft::ADV,олонтоо,לעתים קרובות
807,immer::ADV,байнга,תמיד
808,niemals::ADV,хэзээ ч,אף פעם
809,niemals::ADV,хэдийд ч,אף פעם
810,hier::ADV,энд,כאן
811,hierhin::ADV,нааш,פה
812,von hier::ADV,эндээс,מפה
813,dort::ADV,тэнд,שם
814,dorthin::ADV,тийш,שם
815,geradeaus::ADV,шулуун,ישר
816,vorwärts::ADV,урагшаа,קדימה
817,rückwärts::ADV,буцаан,לאחור
818,rückwärts::ADV,сөөргөө,לאחור
819,zurück::ADV,буцаж,בחזרה
820,zurück::ADV,буцаж,אחורנית
821,zurück::ADV,гэдрэг,בחזרה
822,zurück::ADV,гэдрэг,אחורנית
823,unten::ADV,дор,למטה
824,hinab::ADV,уруу,למטה
825,oben::ADV,дээр,מעל
826,oben::ADV,дээр,למעלה
827,hinauf::ADV,өөд,למעלה
828,hinauf::ADV,дээш,למעלה
829,überall::ADV,хааяагүй,בכל מקום
830,überall::ADV,энд тэндгүй,בכל מקום
831,nicht::ADV,эс,לא
832,nicht::ADV,-гүй,לא
833,ein wenig::ADV,жаахан,קצת
834,kaum::ADV,арай,בקשי
835,kaum::ADV,арай гэж,בקשי
836,sehr::ADV,тун,מאוד
837,so::ADV,тэгж,כך
838,so::ADV,тэгж,ככה
839,so::ADV,ингээд,כך
840,so::ADV,ингээд,ככה
841,noch::ADV,дахин,עוד
842,noch::ADV,дахин,עדין
843,noch::ADV,дахиад,עוד
844,noch::ADV,дахиад,עדין
845,nur::ADV,зөвхөн,רק
846,nur::ADV,гагцхүү,רק
847,schon::ADV,нэгэнт,כבר
848,wieder::ADV,дахин,שוב
849,wieder::ADV,дахиад,שוב
850,vergebens::ADV,хий,לריק
851,vergebens::ADV,хий,לשוא
852,vor::PRP,өмнө,מול
853,hinter::PRP,ард,מאחורי
854,unter::PRP,доор,מתחת
855,durch::PRP,дундуур,דרך
856,neben::PRP,хажууд,ליד
857,neben::PRP,хажууд,על-יד
858,zwischen::PRP,завсар,בין
859,zwischen::PRP,хооронд,בין
860,wegen::PRP,төлөө,בשל
861,wegen::PRP,төлөө,בגלל
862,wegen::PRP,дээрээс,בשל
863,wegen::PRP,дээрээс,בגלל
864,dies::PRN,энэ,זה
865,das::PRN,тэр,זה
866,alles::PRN,цөм,הכל
867,alles::PRN,бүгд,הכל
868,ich::PRN,би,אני
869,du::PRN,чи,את
870,du::PRN,чи,אתה
871,er::PRN,тэр,הוא
872,er::PRN,тэр хүн,הוא
873,wir::PRN,бид,אנחנו
874,ihr::PRN,та нар,לה
875,sie::PRN,тэд,הם
876,was::FPRN,юу,מה
877,wer::FPRN,хэн,מי
878,wo::FADV,хаа,איפה
879,wo::FADV,хаана,איפה
880,wohin::FADV,хааш,לאן
881,wohin::FADV,хаана,לאן
882,wie::FADV,яаж,איך
883,wie::FADV,хэрхэн,איך
884,warum::FADV,юунд,למה
885,warum::FADV,яагаад,למה
886,wieviel::FNUM,хэдий,כמה
887,wieviel::FNUM,хэд,כמה
888,eins::NUM,нэг,אחד
889,zwei::NUM,хоёр,שתים
890,drei::NUM,гурав,שלושה
891,vier::NUM,дөрөв,ארבעה
892,fünf::NUM,тав,חמשה
893,sechs::NUM,зургаа,ששה
894,sieben::NUM,долоо,שבעה
895,acht::NUM,найм,שמונה
896,neun::NUM,ес,תשעה
897,zehn::NUM,арав,עשרה
898,elf::NUM,арван нэг,אחת עשרה
899,zwölf::NUM,арван хоёр,שתים עשרה
900,zwanzig::NUM,хорь,עשרים
901,dreißig::NUM,гуч,שלושים
902,vierzig::NUM,дөч,ארבעים
903,fünfzig::NUM,тавь,חמשים
904,sechzig::NUM,жар,ששים
905,siebzig::NUM,дал,שבעים
906,achtzig::NUM,ная,שמונים
907,neunzig::NUM,ер,תשעים
908,hundert::NUM,зуу,מאה
909,tausend::NUM,мянга,אלף
910,und::CNJ,ч,ו
911,und::CNJ,болон,ו
912,oder::CNJ,буюу,או
913,stehen::V,зогсох,עמד
914,sitzen::V,суух,ישב
915,liegen::V,хэвтэх,שכב
916,hängen::V,өлгөөтэй байх,היה תלוי
917,hängen::V,дүүжлээтэй байх,היה תלוי
918,werden::V,болох,הפך ל
919,passieren::V,тохиох,קרה
920,beginnen::V,эхлэх,התחיל
921,enden::V,дүүрэх,הסתים
922,wechseln::V,хувирах,השתנה
923,aufgehen[Sonne]::V,мандах,זרח
924,untergehen[Sonne]::V,жаргах,שקע
925,scheinen[Sonne]::V,гэрэлтэх,בהק
926,donnern::V,дуугарах,רעם
927,wehen::V,салхилах,נשב
928,wehen::V,хөөрөгдөх,נשב
929,strömen::V,гүйх,זרם
930,strömen::V,урсах,זרם
931,fließen::V,урсах,זרם
932,sich drehen::V,эргэлдэх,הסתובב
933,schwanken::V,хэлбэлзэх,התנודד
934,schwingen::V,ганхах,התנענע
935,schwingen::V,хэлбэлзэх,התנענע
936,fallen::V,унах,נפל
937,brennen::V,шатах,בער
938,rauchen::V,баагих,עשן
939,regnen::V,бороо орно,ירד גשם
940,gefrieren::V,хөлдөх,קפא
941,tauen::V,хайлах,נמס
942,schmelzen::V,уярах,התיך
943,trocknen::V,хатах,התיבש
944,sieden::V,буцлах,רתח
945,sieden::V,даргилах,רתח
946,faulen::V,үжрэх,רקב
947,faulen::V,өмхийрөх,רקב
948,verfaulen::V,бээх,רקב
949,verfaulen::V,өгрөх,רקב
950,reißen::V,цуурах,נקרע
951,versinken::V,живэх,טבע
952,vergehen::V,нөгчих,עבר
953,vergehen::V,өнгөрөх,עבר
954,erscheinen::V,гарах,נגלה
955,erscheinen::V,гарах,הופיע
956,erscheinen::V,бултайх,נגלה
957,erscheinen::V,бултайх,הופיע
958,verschwinden::V,далд орох,נעלם
959,verschwinden::V,алга болох,נעלם
960,sinken::V,татрах,ירד
961,sinken::V,доошлох,ירד
962,abnehmen::V,багасах,הפחית
963,abnehmen::V,хорогдох,הפחית
964,zunehmen::V,ихсэх,רבה
965,steigen::V,нэмэгдэх,עלה
966,wachsen::V,өсөх,גדל
967,wachsen::V,ургах,גדל
968,glänzen::V,гилгэнэх,נצץ
969,glänzen::V,гилгэнэх,בהק
970,glänzen::V,гилбэгнэх,נצץ
971,glänzen::V,гилбэгнэх,בהק
972,funkeln::V,гялжах,נצנץ
973,funkeln::V,гялалзах,נצנץ
974,lärmen::V,шуугих,רעש
975,läuten::V,цохих,צלצל
976,klingeln::V,хонхдох,צלצל
977,klingeln::V,дуугарах,צלצל
978,klirren::V,хангир жингэр хийх,קרקש
979,brausen::V,бургилах,געש
980,rauschen::V,сэржигнэх,רשרש
981,klingen::V,хангинах,נשמע
982,bellen::V,хуцах,נבח
983,heulen::V,улих,ילל
984,blasen::V,үлзэх,נשף
985,pfeifen::V,исгэрэх,שרק
986,schreien::V,хашгирах,צעק
987,stöhnen::V,ёолох,נאנק
988,stöhnen::V,гэнгэнэх,נאנק
989,zittern::V,дагжих,רעד
990,leben::V,амьдрах,חי
991,geboren werden::V,төрөх,נולד
992,atmen::V,амьсгалах,נשם
993,trinken::V,уух,שתה
994,essen::V,идэх,אכל
995,schlucken::V,залгих,בלע
996,müde werden::V,ядрах,התעיף
997,einschlafen::V,унтчих,נרדם
998,schlafen::V,унтах,ישן
999,aufwachen::V,сэрэх,התעורר
1000,aufstehen::V,босох,קם
1001,sich erholen::V,амрах,נפש
1002,krank werden::V,өвдөж эхлэх,חלה
1003,krank sein::V,өвдөх,היה חולה
1004,schmerzen::V,өвдөх,כאב
1005,schmerzen::V,шархирах,כאב
1006,husten::V,ханиах,השתעל
1007,genesen::V,засрах,הבריא
1008,sterben::V,үхэх,מת
1009,sterben::V,нас барах,מת
1010,umkommen::V,үхэх,נספה
1011,sich bewegen::V,хөдлөх,נע
1012,sich rühren::V,хөдлөх,זז
1013,sich erheben::V,босох,קם
1014,sich setzen::V,суух,התישב
1015,hinfallen::V,ойчих,נפל
1016,laufen::V,явган явах,הלך ברגל
1017,schreiten::V,алхах,פסע
1018,spazierengehen::V,зугаалах,טיל
1019,eilen::V,хурдлах,אץ
1020,eilen::V,хурдлах,מהר
1021,sich beeilen::V,яарах,מהר
1022,sich beeilen::V,шамдах,מהר
1023,sausen::V,давхих,אץ
1024,rennen::V,гүйх,רץ
1025,springen::V,харайх,קפץ
1026,springen::V,дэвхрэх,קפץ
1027,klettern::V,авирах,טפס
1028,schaukeln::V,ганхалзах,התנדנד
1029,kriechen::V,мөлхөх,זחל
1030,schwimmen::V,сэлэх,שחה
1031,tauchen::V,шунгах,צלל
1032,rudern::V,сэлүүрдэх,חתר
1033,fahren::V,явах,נסע
1034,fliegen::V,нисэх,עף
1035,gehen::V,явах,הלך
1036,weggehen::V,явах,עזב
1037,abfahren::V,одох,יצא
1038,abfahren::V,хөдлөх,יצא
1039,anhalten::V,зогсох,עצר
1040,hineingehen::V,орох,נכנס
1041,eintreten::V,орох,נכנס
1042,kommen::V,ирэх,בא
1043,ankommen::V,хүрэх,הגיע
1044,zurückkommen::V,харих,שב
1045,zurückkommen::V,харих,חזר
1046,zurückkommen::V,буцаж ирэх,שב
1047,zurückkommen::V,буцаж ирэх,חזר
1048,bleiben::V,үлдэх,נשאר
1049,warten::V,хүлээх,חכה
1050,warten::V,хүлээх,המתין
1051,erwarten::V,хүлээх,צפה
1052,suchen::V,эрэх,חפש
1053,suchen::V,бэдрэх,חפש
1054,finden::V,олох,מצא
1055,versuchen::V,оролдох,נסה
1056,vorbereiten::V,бэлтгэх,הכין
1057,lieben::V,янаглах,אהב
1058,mögen::V,таалах,אהב
1059,lachen::V,инээх,צחק
1060,rühren::V,сэтгэл уяруулах,נגע ללב
1061,weinen::V,уйлах,בכה
1062,schimpfen::V,хараах,גער
1063,sich ärgern::V,уурлах,זעם
1064,sich ärgern::V,уурлах,כעס
1065,sich fürchten::V,айх,פחד
1066,sich fürchten::V,айх,חשש
1067,fürchten::V,айх,פחד מ
1068,fürchten::V,айх,חשש מ
1069,fliehen::V,зугтах,ברח
1070,fliehen::V,гүйж очих,ברח
1071,flüchten::V,оргох,נמלט
1072,sehen::V,үзэх,ראה
1073,anschauen::V,харах,הביט
1074,ansehen::V,харах,התבונן
1075,hören::V,дуулах,שמע
1076,zuhören::V,чагнах,הקשיב
1077,probieren::V,амсаж үзэх,נסה
1078,riechen::V,үнэрлэх,הריח
1079,fühlen::V,мэдрэх,חש
1080,scheinen::V,шиг үзэгдэх,נדמה
1081,zu sehen sein::V,үзэгдэх,נראה
1082,zu sehen sein::V,харагдах,נראה
1083,vernehmen::V,дуулах,נודע ל
1084,frieren::V,даарах,קר ל
1085,tun::V,хийх,פעל
1086,tun::V,үйлдэх,פעל
1087,können::V,болох,יכל
1088,wollen::V,хүсэх,רצה
1089,anfangen::V,эхлэх,התחיל
1090,beenden::V,дуусгах,גמר
1091,aufhören::V,болих,סים
1092,aufhören::V,зогсох,סים
1093,gelingen::V,бүтэх,הצליח
1094,geraten::V,илрэх,עלה
1095,öffnen::V,нээх,פתח
1096,öffnen::V,тайлах,פתח
1097,schließen::V,хаах,סגר
1098,stellen::V,тавих,העמיד
1099,stellen::V,босгох,העמיד
1100,setzen::V,суулгах,הושיב
1101,legen::V,хийх,שם
1102,legen::V,тавих,שם
1103,berühren::V,шүргэх,נגע
1104,verbinden::V,залгах,קשר
1105,bedecken::V,бүрэх,כסה
1106,aufhängen::V,өлгөх,תלה
1107,aufhängen::V,дүүжлэх,תלה
1108,anzünden::V,асаах,הצית
1109,anzünden::V,ноцоох,הצית
1110,aufheben::V,өргөх,אסף
1111,zurücklassen::V,орхих,השאיר
1112,zurücklassen::V,үлдээх,השאיר
1113,verlieren::V,гээх,אבד
1114,fallen lassen::V,унагах,שמט
1115,fallen lassen::V,унагах,הפיל
1116,machen::V,хийх,עשה
1117,machen::V,гаргах,עשה
1118,herstellen::V,бүтээх,יצר
1119,bauen::V,барих,בנה
1120,reparieren::V,засах,תקן
1121,reparieren::V,сэлбэх,תקן
1122,verbessern::V,засах,שפר
1123,verbessern::V,сайжруулах,שפר
1124,ändern::V,өөрчлөх,שנה
1125,graben::V,малтах,חפר
1126,beugen::V,бөгтийлгөх,כפף
1127,biegen::V,матах,כופף
1128,biegen::V,муруйлгах,כופף
1129,drehen::V,эргүүлэх,סובב
1130,wenden::V,эргүүлэх,הפך
1131,umdrehen::V,хөрвүүлэх,סובב
1132,heben::V,өргөх,הרים
1133,hochheben::V,өргөх,הרים
1134,ergreifen::V,атгах,אחז
1135,halten::V,барих,החזיק
1136,drücken::V,дарах,לחץ
1137,schieben::V,түлхэх,הזיז
1138,kratzen::V,хусах,שרט
1139,kratzen::V,хусах,שפשף
1140,kratzen::V,маажих,שרט
1141,kratzen::V,маажих,שפשף
1142,lecken::V,долоох,לקק
1143,beißen::V,зуух,נשך
1144,beißen::V,хазах,נשך
1145,abreißen::V,таслах,קרע
1146,abschneiden::V,тайрах,חתך
1147,binden::V,боох,קשר
1148,binden::V,хүлэх,קשר
1149,stecken::V,шаах,תקע
1150,stecken::V,шигтгэх,תקע
1151,brechen::V,хугалах,שבר
1152,klopfen::V,цохих,נקש
1153,klopfen::V,тогших,נקש
1154,hauen::V,дэлдэх,הכה
1155,kleben::V,наах,הדביק
1156,reiben::V,нухах,שפשף
1157,reiben::V,нидчих,שפשף
1158,streichen::V,нялах,מרח
1159,streichen::V,түрхэх,מרח
1160,schleifen::V,билүүдэх,השחיז
1161,schleifen::V,гуранздах,השחיז
1162,schneiden::V,огтлох,גזר
1163,rütteln::V,холхнулах,נענע
1164,schütteln::V,сэгсрэх,נער
1165,schwenken::V,дэвэх,נופף
1166,schwenken::V,дэвэх,טלטל
1167,schwenken::V,даллах,נופף
1168,schwenken::V,даллах,טלטל
1169,schütten::V,цутгах,שפך
1170,schütten::V,аягалах,שפך
1171,füllen::V,дүүргэх,מלא
1172,einwickeln::V,боох,עטף
1173,einwickeln::V,ороох,עטף
1174,tragen::V,авчрах,נשא
1175,schleppen::V,чирэх,סחב
1176,ziehen::V,татах,משך
1177,aufbewahren::V,хадгалах,שמר
1178,werfen::V,хаях,זרק
1179,werfen::V,шидэх,זרק
1180,fangen::V,барих,תפס
1181,packen::V,шүүрэх,אחז
1182,verstecken::V,нуух,החביא
1183,teilen::V,хуваах,חלק
1184,schicken::V,илгээх,שלח
1185,schicken::V,явуулах,שלח
1186,bringen::V,авчрах,הביא
1187,bringen::V,аваачих,הביא
1188,hinzufügen::V,нэмэх,הוסיף
1189,bekommen::V,хүлээн авах,תפס
1190,erhalten::V,хүлээн авах,קבל
1191,nehmen::V,авах,אחז
1192,wählen::V,сонгох,בחר
1193,auswählen::V,шилэх,בחר ב
1194,bewahren::V,гамнах,קים
1195,behindern::V,саад хийх,מנע
1196,behindern::V,тотгор болох,מנע
1197,verderben::V,эвдэх,מנע
1198,beschädigen::V,гэмтээх,הזיק
1199,zerbrechen::V,хагалах,נשבר
1200,zerbrechen::V,хага цохих,נשבר
1201,zerreißen::V,урах,קרע
1202,zerstören::V,эвдэх,הרס
1203,zerstören::V,эвдэх,השמיד
1204,zerstören::V,сүйтгэх,הרס
1205,zerstören::V,сүйтгэх,השמיד
1206,verbrennen::V,шатаах,שרף
1207,geben::V,өгөх,נתן
1208,reichen::V,өгөх,העביר
1209,reichen::V,дамжуулах,העביר
1210,schenken::V,бэлэглэх,נתן במתנה
1211,versprechen::V,амлах,הבטיח
1212,wünschen::V,ерөөх,אחל
1213,loben::V,магтах,שבח
1214,loben::V,сайшаах,שבח
1215,küssen::V,озох,נשק
1216,küssen::V,үнсэх,נשק
1217,wiegen::V,бүүвэйлэх,נדנד
1218,zudecken::V,хучих,כסה
1219,zudecken::V,бүтээх,כסה
1220,wecken::V,сэрээх,עורר
1221,zeigen::V,үзүүлэх,הראה
1222,führen::V,хөтлөх,הביא
1223,führen::V,хөтлөх,הוביל
1224,lehren::V,заах,למד
1225,unterrichten::V,сургах,למד
1226,aufziehen::V,өсгөх,רומם
1227,aufziehen::V,хүмүүжүүлэх,רומם
1228,leiten::V,удирдах,נהל
1229,antreiben::V,шамдуулах,המרץ
1230,lassen::V,-уулах,נתן
1231,einladen::V,залах,הזמין
1232,vereinigen::V,нэгтгэх,אחד
1233,vereinigen::V,нэгтгэх,לכד
1234,vereinigen::V,хамтруулах,אחד
1235,vereinigen::V,хамтруулах,לכד
1236,besuchen::V,зочлох,בקר
1237,treffen::V,учрах,פגש
1238,treffen::V,дайралдах,פגש
1239,sich versammeln::V,хуралдах,התאסף
1240,spielen::V,наадах,שחק
1241,singen::V,дуулах,שר
1242,tanzen::V,бүжиглэх,רקד
1243,sich trennen::V,салах,נפרד
1244,verlassen::V,хаях,עזב
1245,retten::V,гэтэлгэх,הציל
1246,bewachen::V,сахих,שמר
1247,schützen::V,хамгаалах,אבטח
1248,verteidigen::V,хамгаалах,הגן
1249,sich schlagen::V,зодолдох,התכתש
1250,schießen::V,харвах,ירה
1251,schießen::V,буу буудах,ירה
1252,siegen::V,ялах,גבר
1253,siegen::V,ялах,נצח
1254,ärgern::V,уурлуулах,עצבן
1255,ärgern::V,уур хүргэх,עצבן
1256,schlagen::V,цохих,הכה
1257,schlagen::V,цохих,הלקה
1258,treten::V,өшиглөх,בעט
1259,stechen::V,хатгах,דקר
1260,stoßen::V,ёврох,דחק
1261,stoßen::V,нудрах,דחק
1262,stehlen::V,хулгайлах,גנב
1263,stören::V,саад болох,קטע
1264,stören::V,саад болох,הפריע
1265,belästigen::V,зовоох,הציק
1266,belästigen::V,зовоох,הטריד
1267,belästigen::V,амраахгүй байх,הציק
1268,belästigen::V,амраахгүй байх,הטריד
1269,verbergen::V,нуух,הצניע
1270,verbergen::V,далдлах,הצניע
1271,täuschen::V,мэхлэх,שגע
1272,betrügen::V,хуурах,הונה
1273,töten::V,алах,הרג
1274,wohnen::V,суух,גר
1275,wohnen::V,амьдрах,גר
1276,arbeiten::V,ажиллах,עבד
1277,arbeiten::V,хөдөлмөрлөх,עבד
1278,sammeln::V,түүх,אסף
1279,sammeln::V,хураах,אסף
1280,pflücken::V,түүх,קטף
1281,jagen::V,агнах,צד
1282,jagen::V,гөрөөлөх,צד
1283,fischen::V,загасчлах,דג
1284,fischen::V,загас барих,דג
1285,fassen::V,барих,תפס
1286,hüten::V,маллах,רעה
1287,hüten::V,хариулах,רעה
1288,treiben::V,туух,הוציא
1289,anbinden::V,уях,קשר
1290,füttern::V,тэжээх,הלעיט
1291,melken::V,саах,חלב
1292,hacken::V,цавчих,קצץ
1293,gießen::V,услах,השקה
1294,reifen::V,боловсрох,בשל
1295,zubereiten::V,бэлдэх,הכין
1296,kochen::V,чанах,בשל
1297,backen::V,жигнэх,אפה
1298,braten::V,шарах,צלה
1299,braten::V,шарах,טגן
1300,braten::V,хайрах,צלה
1301,braten::V,хайрах,טגן
1302,umrühren::V,хутгах,ערבב
1303,stricken::V,нэхэх,סרג
1304,stricken::V,сүлжих,סרג
1305,nähen::V,оёх,תפר
1306,färben::V,будах,צבע
1307,reinigen::V,арилгах,נקה
1308,reinigen::V,цэвэрлэх,נקה
1309,waschen::V,угаах,רחץ
1310,waschen::V,угаах,כבס
1311,abwischen::V,арчих,נגב
1312,spülen::V,зайлах,שטף
1313,fegen::V,хамах,טאטא
1314,fegen::V,шүүрдэх,טאטא
1315,kehren::V,шүүрдэх,טאטא
1316,kehren::V,туужуудах,טאטא
1317,baden::V,усанд орох,טבל
1318,baden::V,усанд орох,שחה
1319,sich waschen::V,биеэ угаах,התרחץ
1320,ausziehen::V,тайлах,הוריד
1321,anziehen::V,өмсөх,לבש
1322,sich anziehen::V,хувцаслах,התלבש
1323,kämmen::V,самнах,סרק
1324,schmücken::V,гоёх,קשט
1325,schmücken::V,чимэх,קשט
1326,sagen::V,гэх,אמר
1327,sagen::V,хэлэх,אמר
1328,sprechen::V,ярих,דבר
1329,sprechen::V,өгүүлэх,דבר
1330,reden::V,хэлэх,דבר
1331,reden::V,хөөрөлдөх,דבר
1332,sich unterhalten::V,ярилцах,שוחח
1333,fragen::V,асуух,שאל
1334,bitten::V,гуйх,בקש
1335,erzählen::V,өгүүлэх,ספר
1336,mitteilen::V,дуулгах,מסר
1337,mitteilen::V,дуулгах,הודיע
1338,mitteilen::V,мэдээлэх,מסר
1339,mitteilen::V,мэдээлэх,הודיע
1340,nennen::V,нэрлэх,קרא בשם
1341,rufen::V,дуудах,גיס
1342,rufen::V,дуудах,הזמין לבוא
1343,prahlen::V,бардах,התרברב
1344,prahlen::V,сайрхах,התרברב
1345,übersetzen::V,орчуулах,תרגם
1346,denken::V,санах,חשב
1347,glauben::V,итгэх,האמין
1348,bemerken::V,ажих,הבחין
1349,bemerken::V,ажиглах,הבחין
1350,erkennen::V,таних,זהה
1351,begreifen::V,ойлгох,קלט
1352,begreifen::V,ойлгох,הבין
1353,verstehen::V,мэдэж авах,הבין
1354,lernen::V,сурах,למד
1355,wissen::V,мэдэх,ידע
1356,sich erinnern an::V,дурсах,זכר
1357,vergessen::V,мартах,שכח
1358,messen::V,хэмжих,מדד
1359,zählen::V,тоолох,ספר
1360,rechnen::V,тооцоох,חשב
1361,lesen::V,унших,קרא
1362,malen::V,зурах,ציר
1363,zeichnen::V,дүрслэн бичих,שרטט
1364,schreiben::V,бичих,כתב
1365,besitzen::V,эзэмших,היה בעל של
1366,kaufen::V,худалдан авах,קנה
1367,kaufen::V,худалдан авах,רכש
1368,verkaufen::V,худалдах,מכר
1369,bezahlen::V,төлөх,שלם
1370,zahlen::V,төлөх,שלם
1371,beherrschen::V,эзэмших,שלט
1372,ertragen::V,тэсэх,סבל
