,Concept_ID,tr,pl
152,Kiefer[Baum]::N,çam,sosna
153,Weide[Baum]::N,söğüt,wierzba
154,Tanne::N,çam,jodła
155,Tanne::N,köknar,jodła
156,Horn::N,boynuz,róg
157,Feder::N,tüy,pióro
158,Fell::N,post,futro
159,Flügel::N,kanat,skrzydło
160,Klaue::N,pençe,szpon
161,Kralle::N,tırnak,pazur
162,Schwanz::N,kuyruk,ogon
163,Ei::N,yumurta,jajko
164,Nest::N,yuva,gniazdo
165,Bau::N,in,nora
166,Tier::N,hayvan,zwierzę
167,Herde::N,sürü,stado
168,Herde::N,sürü,trzoda
169,Kuh::N,inek,krowa
170,Bulle::N,boğa,byk
171,Pferd::N,at,koń
172,Pferd::N,beygir,koń
173,Schaf::N,koyun,owca
174,Schwein::N,domuz,świnia
175,Hund::N,it,pies
176,Hund::N,köpek,pies
177,Katze::N,kedi,kot
178,Katze::N,kedi,kotka
179,Bär::N,ayı,niedźwiedż
180,Eichhörnchen::N,sincap,wiewiórka
181,Elch::N,büyük kuzey geyiği,łóś
182,Fuchs::N,tilki,lis
183,Hase::N,tavşan,zając
184,Maus::N,fare,mysz
185,Maus::N,sıçan,mysz
186,Wolf::N,kurt,wilk
187,Vogel::N,kuş,ptak
188,Schwarm::N,sürü,stado
189,Huhn::N,tavuk,kura
190,Hahn::N,horoz,kogut
191,Gans::N,kaz,gęś
192,Adler::N,kartal,orzeł
193,Adler::N,karakuş,orzeł
194,Ente::N,ördek,kaczka
195,Eule::N,baykuş,sowa
196,Kranich::N,turna,żuraw
197,Krähe::N,karga,wrona
198,Kuckuck::N,guguk,kukułka
199,Schwan::N,kuğu,łabędż
200,Fisch::N,balık,ryba
201,Barsch::N,hani,okoń
202,Barsch::N,levrek,okoń
203,Hecht::N,turnabalığı,szczupak
204,Schlange[Tier]::N,yılan,wąż
205,Schlange[Tier]::N,yılan,żmija
206,Wurm::N,kurt,robak
207,Wurm::N,solucan,robak
208,Spinne::N,örümcek,pająk
209,Ameise::N,karınca,mrówka
210,Laus::N,bit,wesz
211,Mücke::N,sivrisinek,komar
212,Fliege::N,sinek,mucha
213,Schmetterling::N,kelebek,motyl
214,Beere::N,tane,jagoda
215,Apfel::N,elma,jabłko
216,Pilz::N,mantar,grzyb
217,Zwiebel::N,soğan,cebula
218,Saat::N,ekin,siew
219,Korn::N,tane,ziarno
220,Heu::N,kuru ot,siano
221,Schale::N,kabuk,łupina
222,Grube::N,çukur,dół
223,Grube::N,çukur,jama
224,Falle::N,tuzak,pułapka
225,Schlinge::N,ilmik,sidła
226,Spur::N,iz,ślad
227,Asche::N,kül,popiół
228,Dreck::N,pislik,brud
229,Eisen::N,demir,żelazo
230,Gold::N,altın,złoto
231,Silber::N,gümüş,srebro
232,Kohle::N,kömür,węgiel
233,Glas::N,cam,szkło
234,Lehm::N,balçık,glina
235,Sand::N,kum,piasek
236,Mensch::N,insan,człowiek
237,Mann::N,adam,mężczyzna
238,Mann::N,erkek,mężczyzna
239,Frau::N,bayan,kobieta
240,Kind::N,çocuk,dziecko
241,Junge::N,erkek çocuk,chłopak
242,Junge::N,erkek çocuk,chłopiec
243,Mädchen::N,kız,dziewczynka
244,Familie::N,aile,rodzina
245,Großvater::N,dede,dziadek
246,Großvater::N,büyükbaba,dziadek
247,Großmutter::N,nine,babka
248,Großmutter::N,büyükanne,babka
249,Eltern::N,ebeveyn,rodzice
250,Eltern::N,ana baba,rodzice
251,Vater::N,ata,ojciec
252,Vater::N,baba,ojciec
253,Mutter::N,ana,matka
254,Mutter::N,anne,matka
255,Sohn::N,oğul,syn
256,Tochter::N,kız,córka
257,Tochter::N,kız evlât,córka
258,Bruder::N,abi,brat
259,Bruder::N,erkek kardeş,brat
260,Schwester::N,abla,siostra
261,Schwester::N,kız kardeş,siostra
262,Onkel::N,dayı,wuj
263,Onkel::N,dayı,stryj
264,Tante::N,hala,ciotka
265,Tante::N,teyze,ciotka
266,Ehemann::N,koca,mąż
267,Ehefrau::N,karı,żona
268,Freude::N,neşe,radość
269,Freude::N,sevinç,radość
270,Gelächter::N,gülme,śmiech
271,Gelächter::N,kahkaha,śmiech
272,Glück::N,mutluluk,szczęście
273,Kummer::N,dert,zmartwienie
274,Kummer::N,keder,zmartwienie
275,Wunsch::N,arzu,życzenie
276,Wunsch::N,istek,życzenie
277,Lust::N,arzu,chęć
278,Lust::N,arzu,ochota
279,Lust::N,heves,chęć
280,Lust::N,heves,ochota
281,Geist::N,tin,duch
282,Gedanke::N,fikir,myśl
283,Gedanke::N,düşünce,myśl
284,Gedächtnis::N,bellek,pamięć
285,Verstand::N,zekâ,rozum
286,Sinn::N,anlam,zmysł
287,Grund::N,sebep,powód
288,Wahrheit::N,doğruluk,prawda
289,Wahrheit::N,gerçeklik,prawda
290,Gespräch::N,görüşme,rozmowa
291,Märchen::N,masal,bajka
292,Erzählung::N,öykü,opowiadanie
293,Erzählung::N,hikâye,opowiadanie
294,Nachricht::N,haber,wiadomość
295,Neuigkeit::N,haber,nowina
296,Name::N,ad,imię
297,Name::N,isim,imię
298,Rätsel::N,bilmece,zagadka
299,Rede::N,söylev,mowa
300,Rede::N,konuşma,mowa
301,Sprache::N,dil,język
302,Sprache::N,lisan,język
303,Stimme::N,ses,głos
304,Wort::N,kelime,słowo
305,Zeichen::N,işaret,znak
306,Ruf::N,çağırma,wołanie
307,Lärm::N,şamata,hałas
308,Lärm::N,şamata,zgiełk
309,Lärm::N,gürültü,hałas
310,Lärm::N,gürültü,zgiełk
311,Laut::N,ses,dźwięk
312,Ton::N,ses,ton
313,Ton::N,ses,dźwięk
314,Lied::N,türkü,pieśń
315,Lied::N,türkü,piosenka
316,Ruhe::N,sakinlik,spokój
317,Leute::N,halk,ludzie
318,Leute::N,insanlar,ludzie
319,Volk::N,ulus,naród
320,Volk::N,millet,naród
321,Arbeit::N,iş,praca
322,Arbeit::N,iş,robota
323,Arbeit::N,çalışma,praca
324,Arbeit::N,çalışma,robota
325,Gast::N,konuk,gość
326,Gast::N,misafir,gość
327,Geschenk::N,hediye,prezent
328,Geschenk::N,hediye,podarunek
329,Geschenk::N,armağan,prezent
330,Geschenk::N,armağan,podarunek
331,Spiel::N,oyun,gra
332,Spiel::N,oyun,zabawa
333,Gesellschaft::N,çevre,towarzystwo
334,Gesellschaft::N,arkadaşlık,towarzystwo
335,Hilfe::N,yardım,pomoc
336,Freund::N,dost,przyjaciel
337,Freund::N,arkadaş,przyjaciel
338,Kamerad::N,arkadaş,kolega
339,Angelegenheit::N,iş,sprawa
340,Angelegenheit::N,husus,sprawa
341,Anzahl::N,sayı,ilość
342,Art::N,çeşit,rodzaj
343,Stück::N,tane,kawałek
344,Stück::N,parça,kawałek
345,Teil::N,kısım,część
346,Hälfte::N,yarı,połowa
347,Kreis::N,daire,krąg
348,Kreuz::N,haç,krzyż
349,Linie::N,hat,linia
350,Linie::N,çizgi,linia
351,Strich::N,çizgi,kreska
352,Abstand::N,aralık,odstęp
353,Entfernung::N,mesafe,odległość
354,Entfernung::N,uzaklık,odległość
355,Gegend::N,yöre,okolica
356,Platz::N,yer,miejsce
357,Ort::N,yer,miejsce
358,Seite::N,yan,bok
359,Seite::N,yan,strona
360,Seite::N,taraf,bok
361,Seite::N,taraf,strona
362,Mitte::N,orta,środek
363,Mitte::N,merkez,środek
364,Gegenstand::N,şey,przedmiot
365,Sache::N,iş,rzecz
366,Sache::N,şey,rzecz
367,Rand::N,kenar,skraj
368,Rand::N,kenar,krawędź
369,Kante::N,kenar,kant
370,Kante::N,kenar,krawędź
371,Ecke::N,köşe,róg
372,Spitze::N,uç,ostrze
373,Spitze::N,baş,ostrze
374,Ende::N,uç,koniec
375,Loch::N,oyuk,dziura
376,Loch::N,delik,dziura
377,Winkel::N,köşe,kąt
378,Winkel::N,köşe,kącik
379,Muster::N,örnek,wzór
380,Größe::N,büyüklük,rozmiar
381,Größe::N,büyüklük,wielkość
382,Länge::N,uzunluk,długość
383,Höhe::N,yükseklik,wysokość
384,Gewicht::N,ağırlık,ciężar
385,Menge::N,miktar,ilość
386,Haufen::N,küme,kupa
387,Haufen::N,yığın,kupa
388,Reihe::N,sıra,rząd
389,Reihe::N,sıra,szereg
390,Boot::N,kayık,łódź
391,Boot::N,kayık,łódka
392,Boot::N,sandal,łódź
393,Boot::N,sandal,łódka
394,Ruder::N,kürek,wiosło
395,Schlitten::N,kızak,sanki
396,Ski::N,kayak,narta
397,Lagerfeuer::N,kamp ateşi,ognisko
398,Last::N,yük,ciężar
399,Last::N,yük,brzemię
400,Gang::N,gidiş,chód
401,Gang::N,yürüyüş,chód
402,Schritt::N,adım,krok
403,Norden::N,kuzey,północ
404,Süden::N,güney,południe
405,Westen::N,batı,zachód
406,Osten::N,doğu,wschód
407,Holz::N,ağaç,drzewo
408,Holz::N,tahta,drzewo
409,Brett::N,tahta,deska
410,Platte::N,levha,płyta
411,Stütze::N,dayak,podpora
412,Stütze::N,destek,podpora
413,Stange::N,çubuk,drąg
414,Stange::N,çubuk,żerdź
415,Stock::N,sopa,kij
416,Stock::N,sopa,laska
417,Stock::N,değnek,kij
418,Stock::N,değnek,laska
419,Stab::N,sırık,pręt
420,Stab::N,baston,pręt
421,Rohr::N,boru,rura
422,Haus::N,ev,dom
423,Heim::N,ev,dom
424,Heim::N,yurt,dom
425,Ofen::N,soba,piec
426,Fußboden::N,taban,podłoga
427,Fußboden::N,döşeme,podłoga
428,Tisch::N,masa,stół
429,Stuhl::N,iskemle,krzesło
430,Stuhl::N,sandalye,krzesło
431,Wiege::N,beşik,kołyska
432,Bett::N,yatak,łóżko
433,Bett::N,yatak,pościel
434,Regal::N,raf,regał
435,Kiste::N,sandık,skrzynia
436,Fenster::N,pencere,okno
437,Tür::N,kapı,drzwi
438,Tor::N,kapı,brama
439,Zaun::N,çit,płot
440,Zaun::N,çit,parkan
441,Dach::N,dam,dach
442,Dach::N,çatı,dach
443,Leiter::N,merdiven,drabina
444,Besen::N,süpürge,miotła
445,Spaten::N,bel,rydel
446,Schaufel::N,kürek,łopata
447,Gabel::N,çatal,widelec
448,Löffel::N,kaşık,łyżka
449,Messer::N,bıçak,nóż
450,Nagel::N,çivi,gwóźdź
451,Netz::N,ağ,sieć
452,Haken::N,çengel,hak
453,Griff::N,kulp,chwyt
454,Griff::N,tutamak,chwyt
455,Schloss::N,kilit,zamek
456,Bild::N,imaj,obraz
457,Bild::N,resim,obraz
458,Figur::N,şekil,figura
459,Figur::N,heykel,figura
460,Puppe::N,kukla,lalka
461,Beutel::N,kese,torba
462,Beutel::N,torba,torba
463,Bündel::N,deste,wiązka
464,Tasche::N,çanta,torba
465,Eimer::N,kova,kubeł
466,Eimer::N,kova,wiadro
467,Deckel::N,kapak,przykrywka
468,Geschirr::N,kap kacak,statki
469,Geschirr::N,kap kacak,naczynia
470,Sack::N,torba,worek
471,Tasse::N,fincan,filiżanka
472,Topf::N,tencere,garnek
473,Kessel::N,kazan,kocioł
474,Essen::N,yemek,jedzenie
475,Nahrung::N,gıda,pokarm
476,Nahrung::N,gıda,pożywienie
477,Nahrung::N,besin,pokarm
478,Nahrung::N,besin,pożywienie
479,Speise::N,yemek,potrawa
480,Speise::N,yemek,jedzenie
481,Fleisch::N,et,mięso
482,Getreide::N,tahıl,zboże
483,Getreide::N,hububat,zboże
484,Brei::N,ezme,kasza
485,Brot::N,ekmek,chleb
486,Scheibe::N,dilim,kromka
487,Fett::N,yağ,tłuszcz
488,Butter::N,tereyağı,masło
489,Öl::N,yağ,olej
490,Öl::N,akar yağ,olej
491,Salz::N,tuz,sól
492,Suppe::N,çorba,zupa
493,Honig::N,bal,miód
494,Milch::N,süt,mleko
495,Tee::N,çay,herbata
496,Leder::N,deri,skóra
497,Leder::N,meşin,skóra
498,Wolle::N,yün,wełna
499,Stoff::N,kumaş,tkanina
500,Stoff::N,kumaş,materiał
501,Nadel::N,iğne,igła
502,Faden::N,tire,nić
503,Faden::N,tire,nitka
504,Faden::N,iplik,nić
505,Faden::N,iplik,nitka
506,Knopf::N,düğme,guzik
507,Knoten::N,düğüm,węzeł
508,Farbe::N,boya,farba
509,Kleidung::N,giyim,odzież
510,Hemd::N,gömlek,koszula
511,Kragen::N,yaka,kołnierz
512,Ärmel::N,yen,rękaw
513,Ärmel::N,elbise kolu,rękaw
514,Hose::N,pantolon,spodnie
515,Gürtel::N,kuşak,pasek
516,Mütze::N,bere,czapka
517,Mütze::N,kasket,czapka
518,Schuh::N,kundura,but
519,Schuh::N,kundura,bucik
520,Schuh::N,ayakkabı,but
521,Schuh::N,ayakkabı,bucik
522,Stiefel::N,çizme,but
523,Stiefel::N,çizme,kozak
524,Ring::N,yüzük,pierścień
525,Band::N,bağ,wstęga
526,Band::N,şerit,wstęga
527,Kamm::N,tarak,grzebień
528,Spiegel::N,ayna,lustro
529,Riemen::N,kayış,rzemień
530,Schnur::N,ip,sznur
531,Schnur::N,sicim,sznur
532,Leine::N,kayış,smycz
533,Decke::N,örtü,kołdra
534,Decke::N,yorgan,kołdra
535,Kissen::N,yastık,poduszka
536,Tuch::N,bez,chustka
537,Handtuch::N,havlu,ręcznik
538,Kraft::N,güç,moc
539,Kraft::N,güç,siła
540,Kraft::N,kuvvet,moc
541,Kraft::N,kuvvet,siła
542,Stärke::N,kuvvet,moc
543,Stärke::N,kuvvet,siła
544,Gesundheit::N,sağlık,zdrowie
545,Krankheit::N,hastalık,choroba
546,Schmerz::N,ağrı,ból
547,Schmerz::N,sancı,ból
548,Wunde::N,yara,rana
549,Fieber::N,ateş,gorączka
550,Arznei::N,ilâç,lekarstwo
551,Brücke::N,köprü,most
552,Brunnen::N,kuyu,studnia
553,Brunnen::N,çeşme,studnia
554,Weide::N,otlak,pastwisko
555,Pfad::N,patika,ścieżka
556,Pfad::N,keçiyolu,ścieżka
557,Weg::N,yol,droga
558,Straße::N,yol,ulica
559,Straße::N,cadde,ulica
560,Dorf::N,köy,wieś
561,Stadt::N,kent,miasto
562,Stadt::N,şehir,miasto
563,Brief::N,mektup,list
564,Buch::N,kitap,książka
565,Buchstabe::N,harf,litera
566,Zeitung::N,gazete,gazeta
567,Zeitung::N,gazete,dziennik
568,Leben::N,hayat,życie
569,Tod::N,ölüm,śmierć
570,Grab::N,kabir,grób
571,Kirche::N,kilise,kościół
572,Sünde::N,günah,grzech
573,Gott::N,tanrı,bóg
574,Arbeiter::N,işçi,robotnik
575,Chef::N,şef,szef
576,Chef::N,müdür,szef
577,Meister::N,usta,mistrz
578,Meister::N,usta,majster
579,Arzt::N,hekim,lekarz
580,Arzt::N,doktor,lekarz
581,Lehrer::N,hoca,nauczyciel
582,Lehrer::N,öğretmen,nauczyciel
583,Geld::N,para,pieniądze
584,Geschäft::N,ticaret,sprawa
585,Geschäft::N,ticaret,interes
586,Laden::N,dükkân,sklep
587,Preis::N,fiyat,cena
588,Ware::N,mal,towar
589,Nutzen::N,fayda,pożytek
590,Reichtum::N,servet,bogactwo
591,Reichtum::N,zenginlik,bogactwo
592,Welt::N,dünya,świat
593,Land::N,ülke,kraj
594,Staat::N,devlet,państwo
595,König::N,kral,król
596,Macht::N,kudret,władza
597,Macht::N,iktidar,władza
598,Grenze::N,had,granica
599,Grenze::N,sınır,granica
600,Krieg::N,savaş,wojna
601,Feind::N,düşman,wróg
602,Gewalt::N,zor,władza
603,Gewalt::N,cebir,władza
604,Kampf::N,savaş,bój
605,Kampf::N,savaş,walka
606,Bogen[Waffe]::N,yay,łuk
607,Pfeil::N,ok,strzała
608,Gewehr::N,tüfek,karabin
609,Fehler::N,hata,błąd
610,Fehler::N,yanlış,błąd
611,Lüge::N,yalan,kłamstwo
612,Schaden::N,zarar,szkoda
613,Unglück::N,felâket,nieszczęście
614,Unglück::N,talihsizlik,nieszczęście
615,Schuld::N,suç,wina
616,Schuld::N,kabahat,wina
617,Alter::N,yaş,wiek
618,Schluss::N,son,koniec
619,Schluss::N,son,zakończenie
620,Zeit::N,zaman,czas
621,Tag::N,gün,dzień
622,Morgen::N,sabah,ranek
623,Morgen::N,sabah,poranek
624,Mittag::N,öğle,południe
625,Abend::N,akşam,wieczór
626,Nacht::N,gece,noc
627,Woche::N,hafta,tydzień
628,Monat::N,ay,miesiąc
629,Jahr::N,yıl,rok
630,Jahr::N,sene,rok
631,Frühling::N,ilkbahar,wiosna
632,Sommer::N,yaz,lato
633,Herbst::N,güz,jesień
634,Herbst::N,sonbahar,jesień
635,Winter::N,kış,zima
636,Januar::N,ocak,styczeń
637,Februar::N,şubat,luty
638,März::N,mart,marzec
639,April::N,nisan,kwiecień
640,Mai::N,mayıs,maj
641,Juni::N,haziran,czerwiec
642,Juli::N,temmuz,lipiec
643,August::N,ağustos,sierpień
644,September::N,eylül,wrzesień
645,Oktober::N,ekim,październik
646,November::N,kasım,listopad
647,Dezember::N,aralık,grudzień
648,Montag::N,pazartesi,poniedziałek
649,Dienstag::N,salı,wtorek
650,Mittwoch::N,çarşamba,środa
651,Donnerstag::N,perşembe,czwartek
652,Freitag::N,cuma,piątek
653,Samstag::N,cumartesi,sobota
654,Sonntag::N,pazar,niedziela
655,groß::A,büyük,duży
656,groß::A,büyük,wielki
657,klein::A,ufak,mały
658,klein::A,küçük,mały
659,lang::A,uzun,długi
660,kurz::A,kısa,krótki
661,breit::A,enli,szeroki
662,breit::A,geniş,szeroki
663,schmal::A,dar,wąski
664,dicht::A,sık,gęsty
665,dicht::A,yoğun,gęsty
666,dick[Gegenstand]::A,kalın,gruby
667,dick[Gegenstand]::A,iri,gruby
668,dünn::A,ince,cienki
669,fein::A,ince,drobny
670,fein::A,narin,drobny
671,fest::A,sabit,mocny
672,fest::A,sabit,twardy
673,fest::A,sağlam,mocny
674,fest::A,sağlam,twardy
675,flach::A,düz,płaski
676,flach::A,yassı,płaski
677,glatt::A,düz,gładki
678,hart::A,katı,twardy
679,weich::A,yumuşak,miękki
680,rund::A,yuvarlak,okrągły
681,spitz::A,sivri,spiczasty
682,scharf::A,keskin,ostry
683,stumpf::A,kör,tępy
684,schwer::A,ağır,ciężki
685,schön::A,güzel,ładny
686,schön::A,güzel,piękny
687,heiß::A,kızgın,gorący
688,warm::A,sıcak,ciepły
689,kalt::A,soğuk,zimny
690,kühl::A,serin,chłodny
691,frisch::A,taze,świeży
692,feucht::A,nemli,wilgotny
693,feucht::A,rutubetli,wilgotny
694,nass::A,yaş,mokry
695,nass::A,ıslak,mokry
696,trocken::A,kuru,suchy
697,voll::A,dolu,pełny
698,voll::A,dolmuş,pełny
699,leer::A,boş,pusty
700,leer::A,boş,próżny
701,offen::A,açık,otwarty
702,geschlossen::A,kapalı,zamknięty
703,sauber::A,pak,czysty
704,sauber::A,temiz,czysty
705,schmutzig::A,pis,brudny
706,schmutzig::A,kirli,brudny
707,roh::A,çiğ,surowy
708,reif::A,olgun,dojrzały
709,lecker::A,lezzetli,smaczny
710,süß::A,tatlı,słodki
711,süß::A,şekerli,słodki
712,bitter::A,acı,gorzki
713,sauer::A,ekşi,kwaśny
714,hell::A,aydınlık,jasny
715,dunkel::A,karanlık,ciemny
716,schwarz::A,kara,czarny
717,schwarz::A,siyah,czarny
718,weiß::A,ak,biały
719,weiß::A,beyaz,biały
720,rot::A,kırmızı,czerwony
721,gelb::A,sarı,żółty
722,blau::A,mavi,błękitny
723,blau::A,mavi,niebieski
724,grün::A,yeşil,zielony
725,grau::A,boz,szary
726,bunt::A,renkli,barwny
727,billig::A,ucuz,tani
728,teuer::A,pahalı,drogi
729,wertvoll::A,değerli,cenny
730,blind::A,kör,ślepy
731,taub::A,sağır,głuchy
732,kräftig::A,dinç,mocny
733,kräftig::A,kuvvetli,mocny
734,stark::A,güçlü,silny
735,stark::A,kuvvetli,silny
736,schwach::A,zayıf,słaby
737,schwach::A,güçsüz,słaby
738,fett::A,şişman,tłusty
739,schlank::A,narin,smukły
740,hübsch::A,güzel,ładny
741,hübsch::A,sevimli,ładny
742,böse::A,kötü,zły
743,dumm::A,aptal,głupi
744,faul::A,tembel,leniwy
745,fleißig::A,çalışkan,pilny
746,geizig::A,cimri,skąpy
747,klug::A,zekî,mądry
748,klug::A,akıllı,mądry
749,geschickt::A,becerikli,zręczny
750,lieb::A,sevimli,miły
751,lustig::A,neşeli,wesoły
752,sanft::A,nazik,łagodny
753,hungrig::A,aç,głodny
754,krank::A,hasta,chory
755,krank::A,rahatsız,chory
756,nackt::A,çıplak,nagi
757,traurig::A,kederli,smutny
758,traurig::A,üzüntülü,smutny
759,lebendig::A,canlı,żywy
760,gut::A,iyi,dobry
761,schlecht::A,kötü,zły
762,richtig::A,doğru,słuszny
763,richtig::A,doğru,właściwy
764,schlimm::A,kötü,zły
765,wahr::A,doğru,prawdziwy
766,wahr::A,gerçek,prawdziwy
767,alt::A,eski,stary
768,neu::A,yeni,nowy
769,ehemalig::A,önceki,były
770,alt[Lebewesen]::A,yaşlı,stary
771,jung::A,genç,młody
772,arm::A,fakir,ubogi
773,arm::A,fakir,biedny
774,reich::A,zengin,bogaty
775,bekannt::A,bilinen,znany
776,berühmt::A,ünlü,słynny
777,berühmt::A,meşhur,słynny
778,fremd::A,yabancı,obcy
779,fremd::A,yabancı,cudzy
780,verschieden::A,ayrı,różny
781,verschieden::A,farklı,różny
782,nah::A,yakın,bliski
783,nah::A,bitişik,bliski
784,fern::A,uzak,daleki
785,linker::A,sol,lewy
786,rechter::A,sağ,prawy
787,anderer::A,diğer,inny
788,erster::A,ilk,pierwszy
789,erster::A,birinci,pierwszy
790,zweiter::A,ikinci,drugi
791,dritter::A,üçüncü,trzeci
792,letzter::A,son,ostatni
793,letzter::A,sonuncu,ostatni
794,allein::ADV,yalnız,sam
795,allein::ADV,tek başına,sam
796,auf einmal::ADV,birden,naraz
797,zusammen::ADV,beraber,razem
798,zusammen::ADV,birlikte,razem
799,lange::ADV,çok,długo
800,lange::ADV,uzun,długo
801,plötzlich::ADV,ansızın,nagle
802,plötzlich::ADV,birdenbire,nagle
803,sofort::ADV,hemen,natychmiast
804,sofort::ADV,derhal,natychmiast
805,später::ADV,daha sonra,później
806,jetzt::ADV,şimdi,teraz
807,jetzt::ADV,şimdi,obecnie
808,heute::ADV,bugün,dziś
809,heute::ADV,bugün,dzisiaj
810,morgen::ADV,yarın,jutro
811,bald::ADV,yakında,wkrótce
812,dann::ADV,sonra,potem
813,gestern::ADV,dün,wczoraj
814,einst::ADV,eskiden,kiedyś
815,einst::ADV,eskiden,niegdyś
816,damals::ADV,o zamanlar,wtedy
817,damals::ADV,o zamanlar,wówczas
818,danach::ADV,sonradan,następnie
819,danach::ADV,ondan sonra,następnie
820,vorher::ADV,önce,przedtem
