,Concept_ID,hy,ml
605,blind::A,կույր,അന്ധനായ
606,taub::A,խուլ,കേൾവിക്കുറവുള്ള
607,kräftig::A,հզոր,ശക്തിയുള്ള
608,stark::A,ուժեղ,ബലമുള്ള
609,schwach::A,տկար,ക്ഷീണിച്ച
610,schwach::A,թույլ,ക്ഷീണിച്ച
611,fett::A,գեր,കൊഴുപ്പുള്ള
612,schlank::A,նիհար,മെലിഞ്ഞ
613,hübsch::A,գրավիչ,മനോഹരമായ
614,hübsch::A,սիրունիկ,മനോഹരമായ
615,böse::A,չար,പാപിയായ
616,dumm::A,հիմար,വിവരംകെട്ട
617,faul::A,ծույլ,അലസനായ
618,fleißig::A,ջանասեր,അദ്ധ്വാനശീലമുള്ള
619,fleißig::A,փութաջան,അദ്ധ്വാനശീലമുള്ള
620,geizig::A,ագահ,പിശുക്കനായ
621,geizig::A,կծծի,പിശുക്കനായ
622,klug::A,խելոք,ബുദ്ധിസാമർഥ്യമുള്ള
623,klug::A,ընդունակ,ബുദ്ധിസാമർഥ്യമുള്ള
624,geschickt::A,ճարտար,പ്രതിഭാശാലി
625,lieb::A,սիրելի,പ്രിയപ്പെട്ട
626,lustig::A,զվարթ,ആനന്ദകരമായ
627,sanft::A,հեզ,സൌമ്യമായ
628,hungrig::A,քաղցած,വിശപ്പുള്ള
629,krank::A,հիվանդ,അസുഖമുള്ള
630,nackt::A,մերկ,നഡമായ
631,traurig::A,տխուր,വിഷമമുള്ള
632,lebendig::A,կենդանի,ഉപജീവനം
633,gut::A,լավ,നല്ല
634,schlecht::A,վատ,മോശമായ
635,richtig::A,ձիշտ,ശരിയായ
636,schlimm::A,լղրճուկ,വൃത്തികെട്ട
637,wahr::A,ճիշտ,ശരിയായ
638,wahr::A,իրական,ശരിയായ
639,alt::A,հին,പഴയ
640,neu::A,նոր,പുതിയ
641,ehemalig::A,նախկին,മുൻ
642,alt[Lebewesen]::A,ծեր,വയസ്സുള്ള
643,alt[Lebewesen]::A,պառավ,വയസ്സുള്ള
644,jung::A,մատաղ,കൌമാരമായ
645,arm::A,աղքատ,പാവപ്പെട്ട
646,reich::A,հարուստ,സമ്പന്നമായ
647,bekannt::A,ծանոթ,പരിചിതമായ
648,berühmt::A,հայտնի,പ്രശസ്തനായ
649,berühmt::A,հռչակավոր,പ്രശസ്തനായ
650,fremd::A,օտար,വൈദേശികമായ
651,verschieden::A,տարբեր,വ്യത്യസ്തമായ
652,nah::A,մոտ,അരികത്തുള്ള
653,nah::A,մերձ,അരികത്തുള്ള
654,fern::A,հեռավոր,അകലെയുള്ള
655,linker::A,ձախ,അവശേഷിച്ച
656,rechter::A,աջ,വലത്തേ
657,anderer::A,այլ,മറ്റുള്ള
658,anderer::A,ուրիշ,മറ്റുള്ള
659,erster::A,առաջին,ആദ്യത്തെ
660,zweiter::A,երկրորդ,രണ്ടാം
661,dritter::A,երրորդ,മൂന്നാമത്
662,letzter::A,վերջին,അവസാനത്തെ
663,allein::ADV,միայնակ,തനിച്ചുള്ള
664,auf einmal::ADV,միասնաբար,ഉടന്
665,zusammen::ADV,միասին,ഒരുമിച്ച
666,zusammen::ADV,իրար հետ,ഒരുമിച്ച
667,lange::ADV,երկար ժամանակ,നീണ്ട_കാലത്തേയ്ക്ക്
668,plötzlich::ADV,հանկարծ,പെട്ടെന്ന്
669,sofort::ADV,իսկույն,തത്ക്ഷണം
670,später::ADV,ավելի ուշ,പിന്നീട്
671,später::ADV,հետո,പിന്നീട്
672,jetzt::ADV,այժմ,ഇപ്പോൾ
673,heute::ADV,այսօր,ഇന്ന്
674,morgen::ADV,վաղը,നാളെ
675,bald::ADV,շուտով,ഉടനെ
676,dann::ADV,ապա,അപ്പോൾ
677,dann::ADV,հետո,അപ്പോൾ
678,gestern::ADV,երեկ,ഇന്നലെ
679,einst::ADV,հին ատեն,പണ്ടൊരിക്കല്
680,damals::ADV,ատէնին,അപ്പോൾ
681,danach::ADV,ապա,പിന്നീട്
682,danach::ADV,այն ժամանակ,പിന്നീട്
683,vorher::ADV,առաջ,മുൻപ്
684,zuerst::ADV,նախ,ആദ്യം
685,einmal::ADV,մի անգամ,ഒരിക്കൽ
686,manchmal::ADV,երբեմն,ചിലപ്പോൾ
687,oft::ADV,հաճախ,പലപ്പോഴും
688,immer::ADV,միշտ,എപ്പോഴും
689,niemals::ADV,երբեք,ഒരിക്കലും
690,hier::ADV,այստեղ,ഇവിടെ
691,hierhin::ADV,այստեղ,ഇവിടേക്ക്
692,von hier::ADV,այդտեղից,ഇവിടെനിന്ന്
693,dort::ADV,այնտեղ,അവിടെ
694,dorthin::ADV,այնտեղ,അവിടേക്ക്
695,geradeaus::ADV,ուղիղ,മുമ്പിൽ
696,geradeaus::ADV,ուղիղ,മുമന്നോട്ട്
697,vorwärts::ADV,առաջ,മുന്നോട്ട്
698,rückwärts::ADV,դեպի ետ,തലതിരിച്ച്
699,zurück::ADV,ետ,പുറകിലേക്ക്
700,unten::ADV,ներքեւում,താഴെ
701,hinab::ADV,ներքեւ,താഴേക്ക്
702,oben::ADV,վերեւում,മുകളിൽ
703,hinauf::ADV,վերեւ,മുകളിൽ
704,überall::ADV,ամենուր,എല്ലായിടത്തും
705,nicht::ADV,չէ,ഇല്ല
706,ein wenig::ADV,մի քիչ,കുറച്ച്
707,kaum::ADV,հազիվ,കഷ്ടിച്ച്
708,sehr::ADV,շատ,വളരെ
709,so::ADV,այդպես,അങ്ങനെ
710,noch::ADV,դեռ,ഇപ്പോഴും
711,nur::ADV,միայն,മാത്രം
712,schon::ADV,արդեն,നേരത്തേ തന്നെ
713,wieder::ADV,նորից,വീണ്ടും
714,wieder::ADV,դարձյալ,വീണ്ടും
715,vergebens::ADV,իզուր,വിഫല
716,vor::PRP,դիմացը,മുമ്പിൽ
717,hinter::PRP,ետեւը,പുറകിൽ
718,unter::PRP,տակ,കീഴിൽ
719,durch::PRP,միջով,ഉള്ളിലൂടെ
720,neben::PRP,քովը,അടുത്ത്
721,zwischen::PRP,միջեւ,ഇടയ്ക്ക്
722,wegen::PRP,պատճառով,നിമിത്തം
723,wegen::PRP,շնորհից,നിമിത്തം
724,dies::PRN,սա,ഇത്
725,dies::PRN,այս,ഇത്
726,das::PRN,դա,അത്
727,das::PRN,այդ,അത്
728,alles::PRN,ամեն ինչ,എല്ലാം
729,ich::PRN,ես,ഞാൻ
730,du::PRN,դու,നിങ്ങൾ
731,er::PRN,նա,അദ്ദേഹം
732,er::PRN,նա,അയാൾ
733,er::PRN,նա,അവൻ
734,er::PRN,նա,അവർ
735,er::PRN,նա,അവൾ
736,wir::PRN,մենք,നമ്മൾ
737,ihr::PRN,դուք,നിങ്ങൾ
738,sie::PRN,նրանք,അവർ
739,was::FPRN,ինչ,എന്ത്
740,wer::FPRN,ով,ആര്
741,wo::FADV,ուր,എവിടെ
742,wo::FADV,որտեղ,എവിടെ
743,wohin::FADV,դեպի ուր,എവിടേക്ക്
744,wie::FADV,ինչպես,എങ്ങനെ
745,warum::FADV,ինչու,എന്തുകൊണ്ട്
746,wieviel::FNUM,որչափ,എത്ര
747,eins::NUM,մեկ,ഒന്ന്
748,zwei::NUM,երկու,രണ്ട്
749,drei::NUM,երեք,മൂന്ന്
750,vier::NUM,չորս,നാല്
751,fünf::NUM,հինգ,അഞ്ച്
752,sechs::NUM,վեց,ആറ്
753,sieben::NUM,յոթ,ഏഴ്
754,acht::NUM,ութ,എട്ട്
755,neun::NUM,ինը,ഒമ്പത്
756,zehn::NUM,տասը,പത്ത്
757,elf::NUM,տասնմեկ,പതിനൊന്ന്
758,zwölf::NUM,տասներկու,പന്ത്രണ്ട്
759,zwanzig::NUM,քսան,ഇരുപത്
760,dreißig::NUM,երեսուն,മുപ്പത്
761,vierzig::NUM,քառասուն,നാൽപ്പത്
762,fünfzig::NUM,հիսուն,അൻപത്
763,sechzig::NUM,վաթսուն,അറുപത്
764,siebzig::NUM,յոթանասուն,എഴുപത്
765,achtzig::NUM,ութսուն,എൺപത്
766,neunzig::NUM,իննսուն,തൊണ്ണൂറ്
767,hundert::NUM,հարյուր,നൂറ്
768,tausend::NUM,հազար,ആയിരം
769,und::CNJ,ու,ഉം
770,oder::CNJ,կամ,അഥവാ
771,stehen::V,կանգնել,നിൽക്കുക
772,sitzen::V,նստել,ഇരിക്കുക
773,liegen::V,ստել,കിടക്കുക
774,hängen::V,կախվել,തൂങ്ങുക
775,werden::V,դառնալ,ആയിത്തീരുക
776,passieren::V,պատահել,സംഭവിക്കുക
777,beginnen::V,սկսվել,ആരംഭിക്കുക
778,enden::V,վերջանալ,അവസാനിപ്പിക്കുക
779,wechseln::V,փոխվել,മാറ്റുക
780,aufgehen[Sonne]::V,բարձրանալ,ഉയരുക
781,aufgehen[Sonne]::V,ելնել ,ഉയരുക
782,untergehen[Sonne]::V,մտնել,അടുക്കി_വയ്ക്കുക
783,scheinen[Sonne]::V,շողալ,പ്രകാശിക്കുക
784,scheinen[Sonne]::V,փայլել,പ്രകാശിക്കുക
785,donnern::V,որոտալ,ഇടിവെട്ടുക
786,wehen::V,փչել,വീശുക
787,strömen::V,հոսել,ഒഴുകുക
788,fließen::V,հոսել,ഒഴുകുക
789,sich drehen::V,պտտվել,ചുറ്റുക
790,sich drehen::V,պտտվել,കറക്കുക
791,schwanken::V,տատանվել,ഇരുവശത്തേയ്ക്കും_ആടുക
792,schwingen::V,ճոճվել,ആടുക
793,fallen::V,ընկնել,വീഴുക
794,brennen::V,այրվել,കത്തുക
795,rauchen::V,ծխել,പുകയുക
796,regnen::V,անձրեւ գալ,മഴ_പെയ്യുക
797,gefrieren::V,սառչել,തണത്ത്_മരവിക്കുക
798,tauen::V,լկիլ,അലിയുക
799,schmelzen::V,հալիլ,ഉരുകുക
800,trocknen::V,չորանալ,വരളുക
801,sieden::V,եռալ,തിളപ്പിക്കുക
802,faulen::V,փտել,ചീയുക
803,verfaulen::V,նեխել,അഴുകുക
804,reißen::V,պատռվել,ശബ്ദത്തോടെ_മുറിയുക
805,reißen::V,ճղվել,ശബ്ദത്തോടെ_മുറിയുക
806,versinken::V,սուզվել,മുക്കുക
807,vergehen::V,անցնել ,കടന്നുപോകുക
808,erscheinen::V,հայտնվել,പ്രത്യക്ഷപ്പെടുക
809,erscheinen::V,երեւալ,പ്രത്യക്ഷപ്പെടുക
810,verschwinden::V,անհետանալ,അദൃശ്യമാകുക
811,sinken::V,ընկնել,താഴുക
812,abnehmen::V,փոքրանալ,കുറിയുക
813,zunehmen::V,մեծանալ,വർദ്ധിക്കുക
814,steigen::V,բարձրանալ,ഉയരുക
815,wachsen::V,աճել,വളരുക
816,glänzen::V,նշուլել,മിന്നുക
817,glänzen::V,փայլիլ,മിന്നുക
818,funkeln::V,փայլատակել,തിളങ്ങുക
819,lärmen::V,աղմուկ հանել,ശബ്ദമുണ്ടാക്കുക
820,läuten::V,զնգալ,മണിമുഴങ്ങുക
821,klingeln::V,զնգալ,ചിലമ്പുക
822,klirren::V,զնգզնգալ,കിലുക്കുക
823,brausen::V,մոլեգնել,മുഴങ്ങുക
824,rauschen::V,սոսափել,അനങ്ങുക
825,klingen::V,հնչել,മുഴക്കുക
826,bellen::V,հաչել,കുരയ്ക്കുക
827,heulen::V,ոռնալ ,ഓരിയിടുക
828,blasen::V,փչել ,ഊതുക
829,pfeifen::V,սուլել,വിസിലടിക്കുക
830,schreien::V,գոռալ ,ആക്രോശിക്കുക
831,stöhnen::V,տնքալ,അരക്കം
832,stöhnen::V,տնքալ,ആർത്തനാദം
833,zittern::V,դողալ,വിറയ്ക്കുക
834,leben::V,ապրել,താമസിക്കുക
835,geboren werden::V,ծնվել,ജനിക്കുക
836,atmen::V,շնչել,ശ്വസിക്കുക
837,trinken::V,խմել,കുടിക്കുക
838,essen::V,ուտել,കഴിക്കുക
839,schlucken::V,կլանել,വിഴുങ്ങുക
840,schlucken::V,կուլ տալ,വിഴുങ്ങുക
841,müde werden::V,հոգնել,ക്ഷീണിക്കുക
842,einschlafen::V,քուն մտնել,നിദ്രിക്കുക
843,schlafen::V,քնել,ഉറങ്ങുക
844,aufwachen::V,արթննալ,ഉണരുക
845,aufstehen::V,ելլել,എഴുന്നേൽക്കുക
846,sich erholen::V,հանգստանալ,വിശ്രമിക്കുക
847,krank werden::V,հիւանդանալ,ദീനംപിടിക്കുക
848,krank sein::V,հիվանդ լինել,രോഗികളാകുക
849,schmerzen::V,ցավել,വേദനിക്കുക
850,husten::V,հազալ,ചുമയ്ക്കുക
851,genesen::V,ապաքինվել,സുഖപ്പെടുക
852,sterben::V,մեռնել,മരിക്കുക
853,sterben::V,վախճանվել,മരിക്കുക
854,umkommen::V,կործանվել,മരിക്കുക
855,sich bewegen::V,ընթանալ,സ്ഥലം_മാറുക
856,sich rühren::V,շարժվել,ചലിക്കുക
857,sich erheben::V,կանգնել,നിൽക്കുക
858,sich erheben::V,վեր կենալ,നിൽക്കുക
859,sich setzen::V,նստել,ഇരിക്കുക
860,hinfallen::V,ընկնել,വീഴുക
861,laufen::V,քայլել,നടക്കുക
862,schreiten::V,ճեմել,നടക്കുക
863,spazierengehen::V,շրջագայել,ഉലാത്തുക
864,eilen::V,շտապել,പാഞ്ഞെത്തുക
865,sich beeilen::V,շտապել ,തിരിക്കുകൂട്ടുക
866,sich beeilen::V,շտապել ,തിടുക്കം_കാട്ടുക
867,sausen::V,սլանալ,കുതിക്കുക
868,rennen::V,վազել,ഓടുക
869,springen::V,ցատկել,ചാടുക
870,klettern::V,մագլցել,കയറുക
871,schaukeln::V,ճոճվել,ഇളകുക
872,schaukeln::V,օրորվել,ഇളകുക
873,kriechen::V,սողալ,പതുങ്ങികയറുക
874,schwimmen::V,լողալ,നീന്തുക
875,tauchen::V,սուզվել,വെള്ളത്തിലേക്ക് ചാടുക
876,rudern::V,թիավարել,തുഴയുക
877,fahren::V,ընթանալ,വാഹനം ഓടിക്കുക
878,fliegen::V,թռչել,പറക്കുക
879,gehen::V,գնալ,പോകുക
880,weggehen::V,հեռանալ,വിടുക
881,abfahren::V,ճանապարհվել,പുറപ്പെടുക
882,anhalten::V,կանգնել,നിർത്തുക
883,hineingehen::V,մտնել,പ്രവേശിക്കുക
884,eintreten::V,մտնել,പ്രവേശിക്കുക
885,kommen::V,գալ,വരുക
886,ankommen::V,ժամանել,എത്തിച്ചേരുക
887,zurückkommen::V,վերադառնալ,തിരിച്ചു വരുക
888,bleiben::V,մնալ,തുടരുക
889,warten::V,սպասել,കാത്തിരിക്കുക
890,erwarten::V,սպասել,പ്രതീക്ഷിക്കുക
891,suchen::V,որոնել,തിരയുക
892,finden::V,գտնել,കണ്ടെത്തുക
893,versuchen::V,փորձել,ശ്രമിക്കുക
894,vorbereiten::V,պատրաստել,തയ്യാറെടുക്കുക
895,lieben::V,սիրել,സ്നേഹിക്കുക
896,mögen::V,հավանել,ഇഷ്ടപ്പെടുക
897,mögen::V,սիրել,ഇഷ്ടപ്പെടുക
898,lachen::V,ծիծաղել,ചിരിക്കുക
899,rühren::V,հուզել,ഹൃദയം സ്പർശിക്കുക
900,weinen::V,լալ,തേങ്ങുക
901,schimpfen::V,տրտնջալ,പിറുപിറുക്കുക
902,schimpfen::V,քրթմնջել,പിറുപിറുക്കുക
903,sich ärgern::V,զայրանալ,കോപിക്കുക
904,sich fürchten::V,վախնալ,പേടിക്കുക
905,fürchten::V,վախենալ,പേടിക്കുക
906,fliehen::V,փախչել,രക്ഷപ്പെടുക
907,flüchten::V,փախչել,രക്ഷപ്പെടുക
908,sehen::V,տեսնել,കാണുക
909,anschauen::V,դիտել,നോക്കുക
910,ansehen::V,նայել,നോക്കുക
911,hören::V,լսել,കേൾക്കുക
912,zuhören::V,ունկնդրել,ശ്രദ്ധിക്കുക
913,probieren::V,համը տեսել,രുചിയുള്ളതായി_തോന്നുക
914,riechen::V,հոտ առնել,മണത്തു_നോക്കുക
915,fühlen::V,զգալ,സ്പർശിച്ചറിയുക
916,scheinen::V,երեւալ,കാണപ്പെടുക
917,zu sehen sein::V,երեւալ,വെളിച്ചപ്പെടുക
918,vernehmen::V,իմանալ ,കേൾക്കുക
919,frieren::V,մրսել,വിറയ്ക്കുക
920,tun::V,անել,ചെയ്യുക
921,können::V,կարողանալ,കഴിയുക
922,wollen::V,ուզել,വേണുക
923,wollen::V,ցանկանալ,വേണുക
924,anfangen::V,սկսել,തുടങ്ങുക
925,beenden::V,վերջացնել,പൂർത്തിയാക്കുക
926,aufhören::V,դադարել,നിർത്തുക
927,gelingen::V,հաջողվել,വിജയിക്കുക
928,gelingen::V,գլուխ գալ,വിജയിക്കുക
929,geraten::V,ստացվել,പരിണമിക്കുക
930,öffnen::V,բաց անել,തുറക്കുക
931,schließen::V,փակել ,അടയ്ക്കുക
932,stellen::V,դնել,വയ്ക്കുക
933,setzen::V,նստեցնել,വയ്ക്കുക
934,legen::V,դնել,ഇടുക
935,berühren::V,դիպչել,തൊടുക
936,berühren::V,շոշափել,തൊടുക
937,verbinden::V,շաղկապել,ഘടിപ്പിക്കുക
938,bedecken::V,ծածկել,മുടുക
939,aufhängen::V,կախել,കെട്ടിതൂക്കുക
940,anzünden::V,վառել,കത്തിക്കുക
941,aufheben::V,վերցնել,പെറുക്കിയെടുക്കുക
942,zurücklassen::V,թողնել,വച്ചുപോരുക
943,verlieren::V,կորցնել,നഷ്ടപ്പെടുക
944,fallen lassen::V,գցել,വീഴ്ത്തുക
945,machen::V,անել,ഉണ്ടാക്കുക
946,herstellen::V,արտադրել,ഉൽപാദിപ്പിക്കുക
947,bauen::V,կառուցել,നിർമ്മിക്കുക
948,reparieren::V,նորոգել,നന്നാക്കുക
949,verbessern::V,բարելավել,മെച്ചപ്പെടുക
950,ändern::V,փոխել,മാറ്റംവരുത്തുക
951,graben::V,փորել,കുഴിക്കുക
952,beugen::V,ծռել,വണങ്ങുക
953,biegen::V,թեքել,കുനിയുക
954,drehen::V,ոլորել,തിരിക്കുക
955,wenden::V,պտտել,തിരിയുക
956,umdrehen::V,շրջել,തിരിയുക
957,heben::V,բարձրացնել,ഉയർത്തുക
958,hochheben::V,բարձրացնել,ഉയർത്തുക
959,ergreifen::V,վարակվել,ബലമായി_പിടിക്കുക
960,halten::V,բռնել,പിടിക്കുക
961,drücken::V,ճնշել,അമർത്തുക
962,schieben::V,հրել,തള്ളുക
963,kratzen::V,քերել,ചുരണ്ടുക
964,lecken::V,լիզել,നക്കുക
965,beißen::V,կծել,കടിക്കുക
966,abreißen::V,պոկել,കീറിക്കളയുക
967,abschneiden::V,կտրել ,മുറിച്ചുമാറ്റുക
968,binden::V,կապել,കെട്ടുക
969,stecken::V,խրել,തുളയ്ക്കുക
970,brechen::V,կոտրել ,ഉടയുക
971,klopfen::V,թակել,തട്ടുക
972,hauen::V,ծեծել,അടിക്കുക
973,kleben::V,կպցնել,ഒട്ടിക്കുക
974,reiben::V,շփել,തിരുമ്മിത്തുടയ്ക്കുക
975,streichen::V,վրան քսել,പടർത്തുക
976,schleifen::V,սրել ,പൊടിക്കുക
977,schneiden::V,կտրել,മുറിക്കുക
978,rütteln::V,ցնցել,മുട്ടുക
979,schütteln::V,թափահարել,കുലുക്കുക
980,schwenken::V,ճոճել,ആടുക
981,schütten::V,լցնել,ഒഴിക്കുക
982,füllen::V,լիքը լցնել,നിറയ്ക്കുക
983,einwickeln::V,փաթաթել,പൊതിയുക
984,tragen::V,կրել,വഹിക്കുക
985,tragen::V,տանել,വഹിക്കുക
986,schleppen::V,քաշել,വലിച്ചിഴയ്ക്കുക
987,ziehen::V,ձգել,വലിക്കുക
988,ziehen::V,քաշել,വലിക്കുക
989,aufbewahren::V,պահել ,വയ്ക്കുക
990,werfen::V,նետել,എറിയുക
991,packen::V,հափշտակել,തട്ടിപ്പറിക്കുക
992,verstecken::V,ծածկել,മറയ്ക്കുക
993,teilen::V,բաժանել,വിഭജിക്കുക
994,schicken::V,ուղարկել,അയയ്ക്കുക
995,bringen::V,բերել,കൊണ്ടുവരുക
996,hinzufügen::V,ավելացնել,കൂട്ടുക
997,bekommen::V,հայթայթել,കിട്ടുക
998,erhalten::V,ստանալ,സ്വീകരിക്കുക
999,nehmen::V,վերցնել,എടുക്കുക
1000,wählen::V,ընտրել,തിരഞ്ഞെടുക്കുക
1001,auswählen::V,գերադասել,തിരഞ്ഞെടുക്കുക
1002,bewahren::V,պահպանել,പുലർത്തുക
1003,behindern::V,խոչընդոտել,തടയിടുക
1004,verderben::V,փչացնել,നശിപ്പിക്കുക
1005,beschädigen::V,վնասել,ക്ഷതമേൽപ്പിക്കുക
1006,zerbrechen::V,ջարդել,ഉടയുക
1007,zerbrechen::V,կոտրել,ഉടയുക
1008,zerreißen::V,պատռել,കീറുക
1009,zerstören::V,քանդել,നശിപ്പിക്കുക
1010,verbrennen::V,այրել,കത്തിനശിക്കുക
1011,verbrennen::V,այրել,കത്തിച്ചുകളയുക
1012,geben::V,տալ,കൊടുക്കുക
1013,geben::V,տալ,തരുക
1014,reichen::V,հանձնել,കൈമാറുക
1015,schenken::V,նվիրել,സമ്മാനം കൊടുക്കുക
1016,versprechen::V,խոստանալ,വാഗ്ദാനം_നൽകുക
1017,wünschen::V,մաղթել,ആഗ്രഹിക്കുക
1018,loben::V,գովել,പുകഴ്ത്തുക
1019,küssen::V,համբուրել,ഉമ്മവയ്ക്കുക
1020,wiegen::V,օրորել,ഇളകുക
1021,zudecken::V,վրան գցել,മുടുക
1022,wecken::V,զարթնեցնել,ഉണർത്തുക
1023,zeigen::V,ցույց տալ,കാണിക്കുക
1024,führen::V,ուղեկցել,നടത്തുക
1025,lehren::V,սովորեցնել,പഠിപ്പിക്കുക
1026,unterrichten::V,ավանդել,പരിശീലിപ്പിക്കുക
1027,aufziehen::V,դաստիարակել,വളർത്തിക്കൊണ്ടുവരുക
1028,leiten::V,ղեկավարել,നയിക്കുക
1029,leiten::V,կառավարել,നയിക്കുക
1030,antreiben::V,շտապեցնել,പ്രേരിപ്പിക്കുക
1031,lassen::V,ստիպել,അനുവദിക്കുക
1032,einladen::V,հրավիրել,ക്ഷണിക്കുക
1033,vereinigen::V,միացնել,കൂടിച്ചേരുക
1034,besuchen::V,այցելել,സന്ദർശിക്കുക
1035,treffen::V,հանդիպել,തമ്മിൽ കാണുക
1036,sich versammeln::V,հավաքվել,സംയോജിപ്പിക്കുക
1037,spielen::V,խաղալ,കളിക്കുക
1038,singen::V,երգել,പാടുക
1039,tanzen::V,պարել,നൃത്തം ചെയ്യുക
1040,sich trennen::V,ցրվել,നേർപെടുത്തുക
1041,verlassen::V,լքել,പിൻവാങ്ങുക
1042,retten::V,փրկել,രക്ഷിക്കുക
1043,bewachen::V,պահել,കാവൽനിൽക്കുക
1044,schützen::V,պաշտպանել,പരിരക്ഷിക്കുക
1045,verteidigen::V,պաշտպանել,പ്രതിരോധിക്കുക
1046,sich schlagen::V,կռվել,കലഹിക്കുക
1047,schießen::V,կրակել,വെടിവെക്കുക
1048,siegen::V,հաղթել,വിജയിക്കുക
1049,ärgern::V,ձանձրացնել,വിഷമിപ്പിക്കുക
1050,schlagen::V,խփել,അടിക്കുക
1051,treten::V,քացի տալ,തൊഴിക്കുക
1052,stechen::V,խայթել,കുത്തുക
1053,stoßen::V,մղել,തള്ളുക
1054,stehlen::V,գողանալ,മോഷ്ടിക്കുക
1055,stören::V,խանգարել,ശല്യപ്പെടുത്തുക
1056,belästigen::V,անհանգստացնել,മെനക്കെടുക
1057,verbergen::V,թաքցնել,മറയ്ക്കുക
1058,verbergen::V,թաքցնել,ഒളിക്കുക
1059,täuschen::V,խաբել,കബളിപ്പിക്കുക
1060,betrügen::V,խաբել,ചതിക്കുക
1061,töten::V,սպանել ,കൊല്ലുക
1062,wohnen::V,բնակվել,താമസിക്കുക
1063,arbeiten::V,աշխատել,ജോലിചെയ്യുക
1064,sammeln::V,հավաքել,സഞ്ചയിക്കുക
1065,pflücken::V,քաղել,പറിച്ചെടുക്കുക
1066,jagen::V,որս անել,വേട്ടയാടുക
1067,fischen::V,ձուկ բռնել,മീൻ പിടിക്കുക
1068,fassen::V,բռնել,പിടിക്കുക
1069,hüten::V,արածեցնել,ചേർക്കുക
1070,treiben::V,հովուել,വാഹനം_ഓടിക്കുക
1071,anbinden::V,չուանել,കെട്ടിയിടുക
1072,füttern::V,կերակրել,തീറ്റുക
1073,melken::V,կթել,പാലുകറക്കുക
1074,hacken::V,կոտորել,വെട്ടിമുറിക്കുക
1075,gießen::V,ջրել,നനയ്ക്കുക
1076,reifen::V,հասունանալ ,പാകമാകുക
1077,zubereiten::V,պատրաստել,പാചകം_ചെയ്യുക
1078,kochen::V,եփել,വേവിക്കുക
1079,backen::V,թխել,ബേക്ക് ചെയ്യുക
1080,braten::V,տապակել,പോരിക്കുക
1081,umrühren::V,խառնել,ഇളക്കുക
1082,stricken::V,գործել,മെടയുക
1083,nähen::V,կարել,തുന്നുക
1084,färben::V,ներկել,ചായം പൂശുക
1085,reinigen::V,մաքրել,വൃത്തിയാക്കുക
1086,waschen::V,լվանալ,കഴുകുക
1087,abwischen::V,սրբել,തുടയ്ക്കുക
1088,spülen::V,ողողել,കഴുകുക
1089,spülen::V,պարզաջրել,കഴുകുക
1090,fegen::V,ավլել,അടിച്ചുവാരുക
1091,kehren::V,ավլել,അടിച്ചുവാരുക
1092,baden::V,լողանալ,നീന്തിത്തുടിക്കുക
1093,sich waschen::V,լվացվել,കഴുകുക
1094,ausziehen::V,հանել,ഇഴുക്കുക
1095,anziehen::V,հագնել,ഉടുക്കുക
1096,sich anziehen::V,հագնվել,ധരിച്ച നേടുകയുക
1097,kämmen::V,սանրել,മുടിചീകുക
1098,schmücken::V,զարդարել,അലങ്കരിക്കുക
1099,sagen::V,ասել,പറയുക
1100,sprechen::V,խոսել,സംസാരിക്കുക
1101,reden::V,զրուցել,സംസാരിക്കുക
1102,sich unterhalten::V,խոսակցել,നർമ്മസല്ലാപം നടത്തുക
1103,fragen::V,հարցնել,ചോദിക്കുക
1104,bitten::V,խնդրել,അപേക്ഷിക്കുക
1105,erzählen::V,պատմել,പറയുക
1106,mitteilen::V,հաղորդել,അറിയിക്കുക
1107,nennen::V,անվանել,പേരിടുക
1108,rufen::V,կանչել,വിളിക്കുക
1109,prahlen::V,պարծենալ,പൊങ്ങച്ചം പറയുക
1110,übersetzen::V,թարգմանել,പരിഭാഷപ്പെടുത്തുക
1111,denken::V,մտածել,ചിന്തിക്കുക
1112,glauben::V,հավատալ,വിശ്വസിക്കുക
1113,bemerken::V,նկատել,ശ്രദ്ധിക്കുക
1114,erkennen::V,ճանաչել,തിരിചറിയുക
1115,begreifen::V,հասկանալ,കൈപ്പിടിയിലാക്കുക
1116,verstehen::V,ըմբռնել,മനസ്സിലാക്കുക
1117,lernen::V,սովորել,പഠിക്കുക
1118,wissen::V,իմանալ,അറിയുക
1119,sich erinnern an::V,հիշել,ഓർമിക്കുക
1120,sich erinnern an::V,մտաբերել,ഓർമിക്കുക
1121,vergessen::V,մոռանալ,മറക്കുക
1122,messen::V,չափել,അളക്കുക
1123,zählen::V,թվել,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1124,zählen::V,հաշվել,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1125,rechnen::V,հաշվել,ഗണിക്കുക
1126,rechnen::V,հաշվարկել,ഗണിക്കുക
1127,lesen::V,կարդալ,വായിക്കുക
1128,malen::V,նկարել,ചിത്രം വരയ്ക്കുക
1129,zeichnen::V,գծել,വരയ്ക്കുക
1130,schreiben::V,գրել,എഴുതുക
1131,besitzen::V,ունենալ,സ്വന്തമാക്കുക
1132,besitzen::V,տեր լինել,സ്വന്തമാക്കുക
1133,kaufen::V,գնել,വാങ്ങുക
1134,verkaufen::V,վաճառել,വിൽക്കുക
