,Concept_ID,ba,he
758,drei::NUM,өс,שלושה
759,vier::NUM,дүрт,ארבעה
760,fünf::NUM,биш,חמשה
761,sechs::NUM,алты,ששה
762,sieben::NUM,ете,שבעה
763,acht::NUM,һигеҙ,שמונה
764,neun::NUM,туғыҙ,תשעה
765,zehn::NUM,ун,עשרה
766,elf::NUM,ун бер,אחת עשרה
767,zwölf::NUM,ун ике,שתים עשרה
768,zwanzig::NUM,егерме,עשרים
769,dreißig::NUM,утыҙ,שלושים
770,vierzig::NUM,ҡырҡ,ארבעים
771,fünfzig::NUM,илле,חמשים
772,sechzig::NUM,алтмыш,ששים
773,siebzig::NUM,етмеш,שבעים
774,achtzig::NUM,һикһән,שמונים
775,neunzig::NUM,туҡһан,תשעים
776,hundert::NUM,йөҙ,מאה
777,tausend::NUM,мең,אלף
778,und::CNJ,да,ו
779,oder::CNJ,йәки,או
780,stehen::V,тороу,עמד
781,sitzen::V,ултырыу,ישב
782,liegen::V,ятыу,שכב
783,hängen::V,аҫылынып тороу,היה תלוי
784,werden::V,булыу,הפך ל
785,passieren::V,булыу,קרה
786,beginnen::V,башлау,התחיל
787,enden::V,бөтөү,הסתים
788,enden::V,тамамланыү,הסתים
789,wechseln::V,үҙгәреү,השתנה
790,aufgehen[Sonne]::V,ҡалҡыу,זרח
791,untergehen[Sonne]::V,байыу,שקע
792,scheinen[Sonne]::V,яҡтыртып тороу,בהק
793,donnern::V,күкрәү,רעם
794,wehen::V,иҫеү,נשב
795,strömen::V,ташыу,זרם
796,fließen::V,ағыу,זרם
797,sich drehen::V,әйләнеү,הסתובב
798,schwanken::V,тирбәлеү,התנודד
799,schwingen::V,бәүетеү,התנענע
800,fallen::V,йығылыу,נפל
801,brennen::V,яныу,בער
802,rauchen::V,төтәү,עשן
803,regnen::V,ямғыр яуа,ירד גשם
804,gefrieren::V,туңыү,קפא
805,tauen::V,иреү,נמס
806,schmelzen::V,иреү,התיך
807,trocknen::V,кибеү,התיבש
808,sieden::V,ҡайнау,רתח
809,faulen::V,сереу,רקב
810,verfaulen::V,сереу,רקב
811,reißen::V,өҙөү,נקרע
812,reißen::V,йыртылыу,נקרע
813,versinken::V,батыу,טבע
814,vergehen::V,үтеү,עבר
815,erscheinen::V,килеп сығыу,נגלה
816,erscheinen::V,килеп сығыу,הופיע
817,verschwinden::V,юғалыу,נעלם
818,sinken::V,түбәнәйеү,ירד
819,abnehmen::V,кәметеү,הפחית
820,zunehmen::V,артыу,רבה
821,steigen::V,күтәрелеү,עלה
822,wachsen::V,үҫеү,גדל
823,glänzen::V,ялтырау,נצץ
824,glänzen::V,ялтырау,בהק
825,funkeln::V,баҙлау,נצנץ
826,lärmen::V,шаулау,רעש
827,läuten::V,ҡағыу,צלצל
828,klingeln::V,ҡағыу,צלצל
829,klingeln::V,шылтыратыу,צלצל
830,klirren::V,шылтыратыу,קרקש
831,brausen::V,ҡотороноу,געש
832,rauschen::V,шыптырлау,רשרש
833,klingen::V,яңғырау,נשמע
834,bellen::V,өрөү,נבח
835,heulen::V,олоу,ילל
836,blasen::V,өрөү,נשף
837,pfeifen::V,һызғырып ебәреү,שרק
838,schreien::V,ҡысҡырыу,צעק
839,stöhnen::V,уңғырашыу,נאנק
840,zittern::V,ҡалтырау,רעד
841,leben::V,йәшәү,חי
842,geboren werden::V,тыуыу,נולד
843,atmen::V,тын алыү,נשם
844,trinken::V,эсеү,שתה
845,essen::V,ашау,אכל
846,schlucken::V,йотоу,בלע
847,müde werden::V,арыу,התעיף
848,einschlafen::V,йоҡлап китеү,נרדם
849,schlafen::V,йоҡлау,ישן
850,aufwachen::V,уяныу,התעורר
851,aufstehen::V,тороу,קם
852,sich erholen::V,ял итеү,נפש
853,krank werden::V,сирләү,חלה
854,krank sein::V,сирләү,היה חולה
855,schmerzen::V,ауыртыу,כאב
856,husten::V,йүтәлләү,השתעל
857,genesen::V,һауығыу,הבריא
858,sterben::V,үлеү,מת
859,umkommen::V,һәләк булыу,נספה
860,sich bewegen::V,хәрәкәт итеү,נע
861,sich rühren::V,ҡуҙғалыу,זז
862,sich erheben::V,тороу,קם
863,sich setzen::V,ултырыу,התישב
864,hinfallen::V,ҡолау,נפל
865,laufen::V,йөрөү,הלך ברגל
866,schreiten::V,атлау,פסע
867,spazierengehen::V,ял итеп йороү,טיל
868,eilen::V,ашығыу,אץ
869,eilen::V,ашығыу,מהר
870,eilen::V,ҡабаланыу,אץ
871,eilen::V,ҡабаланыу,מהר
872,sich beeilen::V,ашығыу,מהר
873,sich beeilen::V,ҡабаланыу,מהר
874,sausen::V,елеү,אץ
875,rennen::V,йүгеп йөрөү,רץ
876,springen::V,һикереү,קפץ
877,klettern::V,үрмәләү,טפס
878,klettern::V,үрмәләп менеү,טפס
879,schaukeln::V,сайҡалыу,התנדנד
880,kriechen::V,шыуышыу,זחל
881,schwimmen::V,йоҙөү,שחה
882,tauchen::V,сумыу,צלל
883,rudern::V,ишеү,חתר
884,fahren::V,йөрөү,נסע
885,fliegen::V,осоу,עף
886,gehen::V,барыу,הלך
887,weggehen::V,китеү,עזב
888,abfahren::V,сығыу,יצא
889,anhalten::V,тукталыу,עצר
890,hineingehen::V,инеү,נכנס
891,eintreten::V,инеү,נכנס
892,kommen::V,килеү,בא
893,ankommen::V,килеү,הגיע
894,zurückkommen::V,ҡайтыу,שב
895,zurückkommen::V,ҡайтыу,חזר
896,bleiben::V,ҡалыу,נשאר
897,warten::V,көтөп тороу,חכה
898,warten::V,көтөп тороу,המתין
899,erwarten::V,көтөү,צפה
900,suchen::V,эҙләү,חפש
901,finden::V,табыу,מצא
902,versuchen::V,тырышып ҡарау,נסה
903,vorbereiten::V,әҙерләү,הכין
904,lieben::V,яратыу,אהב
905,mögen::V,һөйөү,אהב
906,mögen::V,яратыу,אהב
907,lachen::V,көлөү,צחק
908,rühren::V,ҡағылыу,נגע ללב
909,weinen::V,илау,בכה
910,schimpfen::V,һүгенеү,גער
911,schimpfen::V,тиргәнеү,גער
912,schimpfen::V,һуҡраныу,גער
913,sich ärgern::V,асыуланыу,זעם
914,sich ärgern::V,асыуланыу,כעס
915,sich fürchten::V,ҡурҡыу,פחד
916,sich fürchten::V,ҡурҡыу,חשש
917,fürchten::V,ҡурҡыу,פחד מ
918,fürchten::V,ҡурҡыу,חשש מ
919,fliehen::V,ҡасыу,ברח
920,flüchten::V,ҡасыу,נמלט
921,sehen::V,күреү,ראה
922,anschauen::V,ҡарау,הביט
923,ansehen::V,ҡарау,התבונן
924,ansehen::V,тикшереү,התבונן
925,hören::V,ишетеү,שמע
926,zuhören::V,тыңлау,הקשיב
927,probieren::V,татыу,נסה
928,riechen::V,еҫкәү,הריח
929,fühlen::V,тойоу,חש
930,scheinen::V,кеүек күренеү,נדמה
931,scheinen::V,тойолоу,נדמה
932,zu sehen sein::V,күренеү,נראה
933,vernehmen::V,ишетеү,נודע ל
934,frieren::V,туңыү,קר ל
935,tun::V,яһау,פעל
936,tun::V,әшләү,פעל
937,können::V,алыу,יכל
938,können::V,мөмкин булыу,יכל
939,wollen::V,теләү,רצה
940,anfangen::V,башлау,התחיל
941,beenden::V,бөтөрөү,גמר
942,beenden::V,тамамлау,גמר
943,aufhören::V,туктау,סים
944,gelingen::V,уңышлы булыу,הצליח
945,geraten::V,булып сығыу,עלה
946,öffnen::V,асыу,פתח
947,schließen::V,йомоу,סגר
948,stellen::V,ҡуйыу,העמיד
949,setzen::V,урынлаштырыу,הושיב
950,legen::V,һалыу,שם
951,berühren::V,тейеү,נגע
952,berühren::V,ҡағылыу,נגע
953,verbinden::V,ҡушыу,קשר
954,verbinden::V,бәйләү,קשר
955,bedecken::V,ҡаплау,כסה
956,aufhängen::V,элеү,תלה
957,anzünden::V,тоҡандырыу,הצית
958,aufheben::V,мендереү,אסף
959,zurücklassen::V,ҡалдырыу,השאיר
960,verlieren::V,юғалтыу,אבד
961,fallen lassen::V,төшөрөп ебәреү,שמט
962,fallen lassen::V,төшөрөп ебәреү,הפיל
963,machen::V,яһау,עשה
964,machen::V,эшләү,עשה
965,herstellen::V,эшләп сығарыу,יצר
966,bauen::V,төҙөү,בנה
967,reparieren::V,төҙәтеү,תקן
968,verbessern::V,яҡшыртыу,שפר
969,ändern::V,үҙгәртеү,שנה
970,graben::V,ҡаҙыу,חפר
971,beugen::V,бөгөү,כפף
972,biegen::V,бөгөү,כופף
973,drehen::V,өйрөлтөү,סובב
974,drehen::V,әйләндереү,סובב
975,wenden::V,әйләндереү,הפך
976,umdrehen::V,түңкәреү,סובב
977,heben::V,күтәреү,הרים
978,heben::V,мендереү,הרים
979,hochheben::V,күтәреү,הרים
980,ergreifen::V,тотоп алыу,אחז
981,halten::V,тотоу,החזיק
982,drücken::V,ҡыҫыу,לחץ
983,schieben::V,этеү,הזיז
984,schieben::V,төртөү,הזיז
985,kratzen::V,ҡырыу,שרט
986,kratzen::V,ҡырыу,שפשף
987,lecken::V,ялау,לקק
988,beißen::V,тешләү,נשך
989,abreißen::V,өҙөү,קרע
990,abschneiden::V,ҡырҡыу,חתך
991,binden::V,бәйләү,קשר
992,stecken::V,ҡаҙау,תקע
993,brechen::V,боҙоу,שבר
994,klopfen::V,шаҡылдау,נקש
995,hauen::V,туҡмау,הכה
996,kleben::V,йәбештереү,הדביק
997,reiben::V,ыуыу,שפשף
998,reiben::V,ышҡыу,שפשף
999,streichen::V,яғыу,מרח
1000,schleifen::V,үткерләү,השחיז
1001,schneiden::V,ҡырҡыу,גזר
1002,rütteln::V,һелкетеү,נענע
1003,schütteln::V,һелкетеү,נער
1004,schwenken::V,болғау,נופף
1005,schwenken::V,болғау,טלטל
1006,schütten::V,ҡойоу,שפך
1007,füllen::V,тултырыу,מלא
1008,einwickeln::V,төрөү,עטף
1009,tragen::V,алып барыу,נשא
1010,schleppen::V,һөйрәү,סחב
1011,ziehen::V,тартыу,משך
1012,aufbewahren::V,һаҡлау,שמר
1013,werfen::V,ырғытыу,זרק
1014,fangen::V,тотоу,תפס
1015,packen::V,етеү,אחז
1016,packen::V,тотоп алыу,אחז
1017,verstecken::V,йәшереү,החביא
1018,teilen::V,бүлеү,חלק
1019,schicken::V,ебәреү,שלח
1020,bringen::V,килтереү,הביא
1021,hinzufügen::V,өтәү,הוסיף
1022,bekommen::V,алыу,תפס
1023,erhalten::V,алыу,קבל
1024,nehmen::V,алыу,אחז
1025,wählen::V,һайлаү,בחר
1026,auswählen::V,һайлап алыу,בחר ב
1027,bewahren::V,һаҡлау,קים
1028,behindern::V,тотҡарлыҡ яһау,מנע
1029,verderben::V,боҙоу,מנע
1030,beschädigen::V,боҙоу,הזיק
1031,zerbrechen::V,ҡыйратыу,נשבר
1032,zerreißen::V,йыртыу,קרע
1033,zerstören::V,емереү,הרס
1034,zerstören::V,емереү,השמיד
1035,verbrennen::V,үртәү,שרף
1036,geben::V,биреү,נתן
1037,reichen::V,биреү,העביר
1038,schenken::V,бүләк итеү,נתן במתנה
1039,versprechen::V,вәғәҙә биреү,הבטיח
1040,wünschen::V,теләу,אחל
1041,loben::V,маҡтау,שבח
1042,küssen::V,үбеү,נשק
1043,wiegen::V,бәүетеү,נדנד
1044,wiegen::V,тирбәтеү,נדנד
1045,zudecken::V,ҡаплау,כסה
1046,wecken::V,уятыу,עורר
1047,zeigen::V,күрһәтеү,הראה
1048,führen::V,етәкләү,הביא
1049,führen::V,етәкләү,הוביל
1050,lehren::V,уҡытыу,למד
1051,lehren::V,өйрәтеү,למד
1052,unterrichten::V,уҡытыу,למד
1053,aufziehen::V,тәрбиәле,רומם
1054,leiten::V,етәкләү,נהל
1055,leiten::V,етәкселек итеү,נהל
1056,antreiben::V,ашыҡтырыу,המרץ
1057,lassen::V,мәжбүр итеү,נתן
1058,einladen::V,саҡырыу,הזמין
1059,vereinigen::V,берләштереү,אחד
1060,vereinigen::V,берләштереү,לכד
1061,besuchen::V,килеп сығыу,בקר
1062,treffen::V,тойоү,פגש
1063,treffen::V,осратыу,פגש
1064,treffen::V,ҡаршылау,פגש
1065,sich versammeln::V,йыйылыу,התאסף
1066,spielen::V,тартыу,שחק
1067,singen::V,йырлау,שר
1068,tanzen::V,бейеү,רקד
1069,sich trennen::V,айырылышыу,נפרד
1070,verlassen::V,ташлау,עזב
1071,verlassen::V,ташлап китеү,עזב
1072,retten::V,ҡотҡарыу,הציל
1073,bewachen::V,һаҡлау,שמר
1074,schützen::V,һаҡлау,אבטח
1075,verteidigen::V,яҡлау,הגן
1076,sich schlagen::V,һуғышыу,התכתש
1077,schießen::V,атыу,ירה
1078,siegen::V,еңеү,גבר
1079,siegen::V,еңеү,נצח
1080,ärgern::V,асыуландырыу,עצבן
1081,schlagen::V,бәреү,הכה
1082,schlagen::V,бәреү,הלקה
1083,schlagen::V,туҡмау,הכה
1084,schlagen::V,туҡмау,הלקה
1085,treten::V,тибеү,בעט
1086,treten::V,типкеләү,בעט
1087,stechen::V,сәнсеү,דקר
1088,stoßen::V,этеү,דחק
1089,stoßen::V,төртөү,דחק
1090,stehlen::V,урлау,גנב
1091,stören::V,ҡамасаулау,קטע
1092,stören::V,ҡамасаулау,הפריע
1093,belästigen::V,бимазалау,הציק
1094,belästigen::V,бимазалау,הטריד
1095,belästigen::V,ҡамасаулау,הציק
1096,belästigen::V,ҡамасаулау,הטריד
1097,verbergen::V,йәшереү,הצניע
1098,täuschen::V,ултыртыу,שגע
1099,betrügen::V,алдау,הונה
1100,töten::V,үлтереү,הרג
1101,wohnen::V,йәшәү,גר
1102,arbeiten::V,эшләү,עבד
1103,sammeln::V,йыйыу,אסף
1104,pflücken::V,өҙөү,קטף
1105,jagen::V,аулау,צד
1106,fischen::V,аулау,דג
1107,fassen::V,тотоу,תפס
1108,hüten::V,көтөү,רעה
1109,treiben::V,ҡыуыу,הוציא
1110,anbinden::V,бәйләү,קשר
1111,füttern::V,ашатыу,הלעיט
1112,melken::V,һауыү,חלב
1113,hacken::V,турау,קצץ
1114,hacken::V,тапау,קצץ
1115,gießen::V,ҡойоу,השקה
1116,reifen::V,өлғөрөү,בשל
1117,zubereiten::V,бешереү,הכין
1118,kochen::V,бешереү,בשל
1119,backen::V,бешереү,אפה
1120,braten::V,ҡурыу,צלה
1121,braten::V,ҡурыу,טגן
1122,umrühren::V,ҡатнаштырыу,ערבב
1123,stricken::V,бәйләү,סרג
1124,nähen::V,тегеү,תפר
1125,färben::V,буяу,צבע
1126,reinigen::V,таҙартыу,נקה
1127,waschen::V,йыуыу,רחץ
1128,waschen::V,йыуыу,כבס
1129,abwischen::V,һөртөү,נגב
1130,spülen::V,сайҡау,שטף
1131,fegen::V,һепереү,טאטא
1132,kehren::V,һепереү,טאטא
1133,baden::V,һыу инеү,טבל
1134,baden::V,һыу инеү,שחה
1135,sich waschen::V,йыуыныу,התרחץ
1136,ausziehen::V,сисеү,הוריד
1137,anziehen::V,кейеү,לבש
1138,sich anziehen::V,кейенеү,התלבש
1139,kämmen::V,тарау,סרק
1140,schmücken::V,биҙәү,קשט
1141,sagen::V,әйтеү,אמר
1142,sprechen::V,әйтеү,דבר
1143,sprechen::V,һөйләшеү,דבר
1144,reden::V,һөйләшеү,דבר
1145,sich unterhalten::V,әңгәмәләшеү,שוחח
1146,fragen::V,һорау,שאל
1147,bitten::V,үтенеү,בקש
1148,erzählen::V,һөйләү,ספר
1149,mitteilen::V,әйтеү,מסר
1150,mitteilen::V,әйтеү,הודיע
1151,nennen::V,атау,קרא בשם
1152,nennen::V,исемләү,קרא בשם
1153,rufen::V,саҡырыу,גיס
1154,rufen::V,саҡырыу,הזמין לבוא
1155,prahlen::V,маҡтаныу,התרברב
1156,prahlen::V,шапырыныу,התרברב
1157,übersetzen::V,тәржемә итеү,תרגם
1158,denken::V,уйлау,חשב
1159,glauben::V,ышаныу,האמין
1160,bemerken::V,күреү,הבחין
1161,erkennen::V,таныу,זהה
1162,begreifen::V,аңлау,קלט
1163,begreifen::V,аңлау,הבין
1164,verstehen::V,аңлау,הבין
1165,lernen::V,өйрәнеү,למד
1166,wissen::V,белеү,ידע
1167,sich erinnern an::V,хәтергә алыу,זכר
1168,vergessen::V,онотоу,שכח
1169,messen::V,үлсәү,מדד
1170,zählen::V,һанау,ספר
1171,rechnen::V,һанау,חשב
1172,lesen::V,уҡыу,קרא
1173,malen::V,һүрәт яһау,ציר
1174,malen::V,рәсем төшөрөү,ציר
1175,zeichnen::V,һүрәт яһау,שרטט
1176,zeichnen::V,рәсем төшөрөү,שרטט
1177,schreiben::V,яҙыу,כתב
1178,besitzen::V,биләү,היה בעל של
1179,kaufen::V,һатып алыу,קנה
1180,kaufen::V,һатып алыу,רכש
1181,verkaufen::V,һатыу,מכר
1182,bezahlen::V,түләү,שלם
1183,zahlen::V,түләү,שלם
1184,beherrschen::V,биләү,שלט
1185,ertragen::V,түҙеү,סבל
