,Concept_ID,ja,be
572,schön::A,綺麗な,прыгожы
573,heiß::A,熱い,гарачы
574,warm::A,温かい,цёплы
575,kalt::A,寒い,холадны
576,kalt::A,冷たい,холадны
577,kühl::A,涼しい,халаднаваты
578,frisch::A,ひんやりした,свежы
579,feucht::A,湿った,вільготны
580,nass::A,濡れた,мокры
581,trocken::A,乾いた,сухі
582,voll::A,いっぱいの,поўны
583,leer::A,空の,пусты
584,offen::A,開いた,адкрыты
585,offen::A,開いた,адчынены
586,geschlossen::A,閉まった,закрыты
587,geschlossen::A,閉まった,зачынены
588,sauber::A,清潔な,чысты
589,schmutzig::A,汚い,брудны
590,roh::A,生の,сыры
591,reif::A,熟した,спелы
592,lecker::A,美味しい,смачны
593,süß::A,甘い,салодкі
594,bitter::A,苦い,горкі
595,sauer::A,酸っぱい,кіслы
596,hell::A,明るい,светлы
597,dunkel::A,暗い,цёмны
598,schwarz::A,黒い,чорны
599,weiß::A,白い,белы
600,rot::A,赤い,чырвоны
601,gelb::A,黄色い,жоўты
602,blau::A,青い,сіні
603,grün::A,緑の,зялёны
604,grau::A,灰色の,шэры
605,bunt::A,色取り取りの,пяресты
606,billig::A,安い,танны
607,teuer::A,高い,дарагі
608,wertvoll::A,貴重な,цэнны
609,wertvoll::A,貴重な,каштоўны
610,blind::A,盲目の,сляпы
611,taub::A,耳が聞こえない,глухі
612,kräftig::A,強力な,магутны
613,stark::A,強い,сільны
614,schwach::A,弱い,слабы
615,fett::A,太った,тлусты
616,schlank::A,ほっそりした,стройны
617,hübsch::A,素敵な,чароўны
618,böse::A,悪い,злы
619,dumm::A,馬鹿な,дурны
620,faul::A,怠惰な,лянівы
621,fleißig::A,勤勉な,руплівы
622,geizig::A,けちな,прагны
623,klug::A,賢い,разумны
624,klug::A,頭のいい,разумны
625,geschickt::A,器用な,умелы
626,lieb::A,愛らしい,мілы
627,lustig::A,楽しい,вясёлы
628,sanft::A,温和な,ласкавы
629,hungrig::A,空腹の,галодны
630,krank::A,病気の,хворы
631,nackt::A,裸の,голы
632,traurig::A,悲しい,сумны
633,lebendig::A,生きた,жывы
634,gut::A,良い,добры
635,schlecht::A,悪い,кепскі
636,schlecht::A,駄目な,кепскі
637,richtig::A,正しい,правільны
638,schlimm::A,ひどい,агідны
639,wahr::A,本当の,сапраўдны
640,alt::A,古い,стары
641,neu::A,新しい,новы
642,ehemalig::A,以前の,былы
643,alt[Lebewesen]::A,年を取った,стары
644,jung::A,若い,малады
645,arm::A,貧乏な,бедны
646,reich::A,裕福な,багаты
647,bekannt::A,有名な,знаёмы
648,berühmt::A,有名な,славуты
649,fremd::A,見知らぬ,чужы
650,verschieden::A,色々な,розны
651,nah::A,近い,блізкі
652,fern::A,遠い,далёкі
653,linker::A,左の,левы
654,rechter::A,右の,правы
655,anderer::A,別の,іншы
656,anderer::A,別の,другі
657,erster::A,一番目,першы
658,zweiter::A,二番目,другі
659,dritter::A,三番目,трэці
660,letzter::A,最後の,апошні
661,allein::ADV,一人で,сам
662,allein::ADV,一人で,адзін
663,auf einmal::ADV,同時に,адразу
664,zusammen::ADV,一緒に,разам
665,lange::ADV,長い間,доўга
666,plötzlich::ADV,急に,раптам
667,sofort::ADV,すぐに,зараз
668,später::ADV,後で,пазней
669,jetzt::ADV,今,цяпер
670,heute::ADV,今日,сёння
671,morgen::ADV,明日,заўтра
672,bald::ADV,間もなく,хутка
673,bald::ADV,間もなく,неўзабаве
674,dann::ADV,それから,потым
675,gestern::ADV,昨日,учора
676,einst::ADV,過去に,аднойчы
677,damals::ADV,あの時,тады
678,danach::ADV,その後で,затым
679,vorher::ADV,以前に,раней
680,zuerst::ADV,まず,спярша
681,zuerst::ADV,まず,спачатку
682,zuerst::ADV,最初に,спярша
683,zuerst::ADV,最初に,спачатку
684,einmal::ADV,一回,адзін раз
685,manchmal::ADV,時々,часам
686,oft::ADV,よく,часта
687,immer::ADV,いつも,заўсёды
688,niemals::ADV,一度も...ない,ніколі
689,hier::ADV,こちら,тут
690,hierhin::ADV,ここへ,сюды
691,hierhin::ADV,こちらへ,сюды
692,von hier::ADV,ここから,адсюль
693,von hier::ADV,ここから,адгэтуль
694,dort::ADV,そちら,там
695,dorthin::ADV,そこへ,туды
696,dorthin::ADV,そちらへ,туды
697,geradeaus::ADV,真っ直ぐに,прама
698,vorwärts::ADV,前へ,наперад
699,rückwärts::ADV,後ろへ,назад
700,zurück::ADV,後ろへ,назад
701,unten::ADV,下に,унізе
702,hinab::ADV,下へ,уніз
703,oben::ADV,上に,угары
704,oben::ADV,上に,наверсе
705,hinauf::ADV,上へ,угару
706,überall::ADV,どこでも,усюды
707,nicht::ADV,ない,не
708,ein wenig::ADV,少し,трошкі
709,ein wenig::ADV,ちょっと,трошкі
710,kaum::ADV,ほとんど～ない,ледзьве
711,sehr::ADV,とても,вельмі
712,so::ADV,こう,так
713,noch::ADV,まだ,яшчэ
714,nur::ADV,～だけ,толькі
715,schon::ADV,もう,ужо
716,wieder::ADV,再び,зноў
717,vergebens::ADV,無駄に,дарма
718,vergebens::ADV,無駄に,дарэмна
719,vor::PRP,前に,перад
720,hinter::PRP,後ろに,за
721,hinter::PRP,後ろに,ззаду
722,unter::PRP,下に,пад
723,durch::PRP,通して,праз
724,neben::PRP,横に,каля
725,zwischen::PRP,間に,між
726,zwischen::PRP,間に,паміж
727,wegen::PRP,為に,з-за
728,wegen::PRP,せいで,з-за
729,dies::PRN,これ,гэта
730,das::PRN,それ,тое
731,alles::PRN,全部,усё
732,ich::PRN,私,я
733,du::PRN,あなた,ты
734,er::PRN,彼,ён
735,wir::PRN,私達,мы
736,ihr::PRN,あなた達,вы
737,sie::PRN,彼ら,яны
738,was::FPRN,何,што
739,wer::FPRN,誰,хто
740,wer::FPRN,どなた,хто
741,wo::FADV,どこ,дзе
742,wo::FADV,どこに,дзе
743,wohin::FADV,どこへ,куды
744,wie::FADV,どう,як
745,warum::FADV,何故,чаму
746,warum::FADV,どうして,чаму
747,wieviel::FNUM,どのくらい,колькі
748,eins::NUM,一,адзін
749,zwei::NUM,二,два
750,zwei::NUM,二つ,два
751,drei::NUM,三,тры
752,drei::NUM,三つ,тры
753,vier::NUM,四,чатыры
754,vier::NUM,四つ,чатыры
755,fünf::NUM,五,пяць
756,fünf::NUM,五つ,пяць
757,sechs::NUM,六,шесць
758,sechs::NUM,六つ,шесць
759,sieben::NUM,七,сем
760,sieben::NUM,七つ,сем
761,acht::NUM,八,восем
762,acht::NUM,八つ,восем
763,neun::NUM,九,дзевяць
764,neun::NUM,九つ,дзевяць
765,zehn::NUM,十,дзесяць
766,elf::NUM,十一,адзінаццаць
767,zwölf::NUM,十二,дванаццаць
768,zwanzig::NUM,二十,дваццаць
769,dreißig::NUM,三十,трыццаць
770,vierzig::NUM,四十,сорак
771,fünfzig::NUM,五十,пядзесят
772,sechzig::NUM,六十,шесдзесят
773,siebzig::NUM,七十,семдзесят
774,achtzig::NUM,八十,восемдзесят
775,neunzig::NUM,九十,дзевяноста
776,hundert::NUM,百,сто
777,tausend::NUM,千,тысяча
778,und::CNJ,-と,і
779,und::CNJ,-と,ды
780,und::CNJ,そして,і
781,und::CNJ,そして,ды
782,oder::CNJ,或いは,або
783,stehen::V,立っている,стаяць
784,sitzen::V,座っている,сядзець
785,liegen::V,横になっている,ляжаць
786,hängen::V,掛かっている,вісець
787,werden::V,なる,стаць
788,werden::V,なる,зрабіцца
789,passieren::V,起こる,трапіцца
790,beginnen::V,始まる,пачацца
791,enden::V,終わる,кончыцца
792,wechseln::V,変わる,мяняцца
793,aufgehen[Sonne]::V,出る,узысці
794,untergehen[Sonne]::V,沈む,зайсці
795,scheinen[Sonne]::V,輝く,свяціць
796,donnern::V,雷が鳴る,грымець
797,wehen::V,吹く,дзьмуць
798,strömen::V,流れる,ліцца
799,fließen::V,流れる,цячы
800,sich drehen::V,回転する,круціцца
801,sich drehen::V,回転する,варочацца
802,schwanken::V,揺れる,хістацца
803,schwingen::V,振動する,гайдацца
804,schwingen::V,振動する,калыхацца
805,fallen::V,落ちる,падаць
806,brennen::V,燃える,гарэць
807,rauchen::V,煙を出す,дымець
808,regnen::V,雨が降る,дажджыць
809,gefrieren::V,凍る,замерзнуць
810,tauen::V,溶ける,раставаць
811,schmelzen::V,溶ける,плавіцца
812,trocknen::V,乾く,сохнуць
813,sieden::V,沸く,кіпець
814,faulen::V,腐る,гнісці
815,verfaulen::V,朽ちる,згнісці
816,reißen::V,切れる,ірвацца
817,versinken::V,沈む,тануць
818,vergehen::V,経つ,праходзіць
819,erscheinen::V,現れる,зʼявіцца
820,verschwinden::V,消える,знікнуць
821,sinken::V,下がる,спадаць
822,abnehmen::V,減る,паменшыцца
823,zunehmen::V,増える,павялічвацца
824,steigen::V,上がる,паднімацца
825,wachsen::V,伸びる,расці
826,glänzen::V,輝く,блішчаць
827,funkeln::V,ぴかぴか光る,бліскаць
828,lärmen::V,騒ぐ,шумець
829,läuten::V,鳴る,званіць
830,klingeln::V,鳴る,званіць
831,klirren::V,がらんがらんと鳴る,бразгаць
832,brausen::V,逆巻く,бушаваць
833,rauschen::V,戦ぐ,шастаць
834,klingen::V,鳴る,гучаць
835,bellen::V,吠える,брахаць
836,heulen::V,きゃんきゃん鳴く,выць
