,Concept_ID,lt,ga
792,schlank::A,laibas,caol
793,schlank::A,laibas,seang
794,schlank::A,lieknas,caol
795,schlank::A,lieknas,seang
796,hübsch::A,gražus,álainn
797,hübsch::A,gražus,dathúil
798,böse::A,blogas,olc
799,dumm::A,paikas,dúr
800,dumm::A,paikas,amaideach
801,dumm::A,kvailas,dúr
802,dumm::A,kvailas,amaideach
803,faul::A,tingus,falsa
804,faul::A,tingus,leisciúil
805,fleißig::A,stropus,dícheallach
806,fleißig::A,kruopštus,dícheallach
807,geizig::A,šykštus,barainneach
808,geizig::A,šykštus,sprionlaithe
809,klug::A,sumanus,cliste
810,klug::A,protingas,cliste
811,geschickt::A,apsukrus,oilte
812,geschickt::A,apsukrus,ealaíonta
813,lieb::A,mielas,dil
814,lieb::A,mielas,dílis
815,lustig::A,smagus,aerach
816,lustig::A,smagus,meidhreach
817,lustig::A,linksmas,aerach
818,lustig::A,linksmas,meidhreach
819,sanft::A,švelnus,bog
820,sanft::A,švelnus,séimh
821,sanft::A,minkštas,bog
822,sanft::A,minkštas,séimh
823,hungrig::A,alkanas,ocrach
824,krank::A,ligotas,tinn
825,krank::A,ligotas,breoite
826,krank::A,sergantis,tinn
827,krank::A,sergantis,breoite
828,nackt::A,nuogas,nocht
829,traurig::A,liūdnas,brónach
830,lebendig::A,gyvas,beo
831,gut::A,geras,maith
832,schlecht::A,blogas,dona
833,schlecht::A,blogas,droch-
834,schlecht::A,prastas,dona
835,schlecht::A,prastas,droch-
836,richtig::A,tikras,ceart
837,richtig::A,teisingas,ceart
838,schlimm::A,blogas,gránna
839,schlimm::A,blogas,tubaisteach
840,schlimm::A,prastas,gránna
841,schlimm::A,prastas,tubaisteach
842,wahr::A,tikras,fíor
843,alt::A,senas,sean
844,neu::A,naujas,úr
845,neu::A,naujas,nua
846,ehemalig::A,buvęs,iar-
847,ehemalig::A,buvęs,sean-
848,alt[Lebewesen]::A,pagyvenęs,sean
849,alt[Lebewesen]::A,pagyvenęs,aosta
850,jung::A,jaunas,óg
851,arm::A,neturtingas,bocht
852,reich::A,turtingas,saibhir
853,reich::A,turtingas,rachmasach
854,bekannt::A,žinomas,atá eolas air
855,bekannt::A,pažįstamas,atá eolas air
856,berühmt::A,žymus,cailiúil
857,berühmt::A,žymus,clúiteach
858,berühmt::A,garsus,cailiúil
859,berühmt::A,garsus,clúiteach
860,fremd::A,svetimas,coimhthíoch
861,verschieden::A,įvairus,éagsúil
862,verschieden::A,įvairus,difriúil
863,nah::A,artimas,gar
864,nah::A,artimas,deas
865,fern::A,tolimas,i bhfad uainn
866,fern::A,tolimas,i bhfad i gcéin
867,linker::A,kairys,clé
868,rechter::A,dešinys,deas
869,anderer::A,kitas,eile
870,erster::A,pirmas,céad
871,zweiter::A,antras,dóú
872,zweiter::A,antras,dara
873,dritter::A,trečias,tríú
874,dritter::A,trečias,treas
875,letzter::A,paskutinis,déanach
876,letzter::A,paskutinis,deireanach
877,allein::ADV,vienas,i d'aonar
878,auf einmal::ADV,iš karto,ag an am céanna
879,zusammen::ADV,kartu,le chéile
880,zusammen::ADV,kartu,in eineacht
881,zusammen::ADV,drauge,le chéile
882,zusammen::ADV,drauge,in eineacht
883,lange::ADV,ilgai,fada
884,plötzlich::ADV,staiga,go tobann
885,plötzlich::ADV,staiga,i dtobainne
886,sofort::ADV,tuojau,ar an toirt
887,sofort::ADV,tuojau,ar an bpointe
888,später::ADV,vėliau,níos déanaí
889,später::ADV,paskiau,níos déanaí
890,jetzt::ADV,dabãr,anois
891,heute::ADV,šiandien,inniu
892,morgen::ADV,rytoj,amárach
893,bald::ADV,greitai,go luath
894,bald::ADV,greitai,gan mhoill
895,bald::ADV,netrukus,go luath
896,bald::ADV,netrukus,gan mhoill
897,dann::ADV,po to,ansin
898,gestern::ADV,vakar,inné
899,einst::ADV,kadaise,tráth
900,einst::ADV,kadaise,uair amháin
901,einst::ADV,kitą kartą,tráth
902,einst::ADV,kitą kartą,uair amháin
903,damals::ADV,anuomet,ag an am
904,damals::ADV,anuomet,an t-am sin
905,damals::ADV,anuokart,ag an am
906,damals::ADV,anuokart,an t-am sin
907,danach::ADV,po to,ina dhiaidh sin
908,danach::ADV,paskui,ina dhiaidh sin
909,vorher::ADV,anksčiau,cheana
910,vorher::ADV,anksčiau,roimhe sin
911,zuerst::ADV,pirma,ar dtús
912,zuerst::ADV,iš pradžių̃,ar dtús
913,einmal::ADV,kartą,uair amháin
914,einmal::ADV,vieną kartą,uair amháin
915,manchmal::ADV,kai kada,uaireanta
916,oft::ADV,dažnai,minic
917,immer::ADV,visada,i gcónaí
918,immer::ADV,visuomet,i gcónaí
919,niemals::ADV,niekada,riamh
920,niemals::ADV,niekuomet,riamh
921,hier::ADV,čia,anseo
922,hierhin::ADV,šen,anseo
923,hierhin::ADV,čionai,anseo
924,von hier::ADV,iš čia,an áit seo
925,dort::ADV,ten,ann
926,dort::ADV,ten,ansin
927,dort::ADV,tenai,ann
928,dort::ADV,tenai,ansin
929,dorthin::ADV,ten,ann
930,dorthin::ADV,ten,ansin
931,dorthin::ADV,ten link,ann
932,dorthin::ADV,ten link,ansin
933,geradeaus::ADV,tiesiai,ar aghaidh
934,vorwärts::ADV,pirmyn,
935,rückwärts::ADV,atbulai,siar
936,zurück::ADV,atgal,ar ais
937,unten::ADV,žemai,thíos
938,unten::ADV,apačioje,thíos
939,hinab::ADV,žemyn,síos
940,oben::ADV,viršuj,thuas
941,hinauf::ADV,aukštyn,suas
942,hinauf::ADV,į viršų,suas
943,überall::ADV,visur,i ngach áit
944,überall::ADV,visur,ar fud na háite
945,nicht::ADV,ne,ní
946,nicht::ADV,ne,cha
947,ein wenig::ADV,truputį,beagán
948,kaum::ADV,vos,ar éigean
949,sehr::ADV,labai,an-
950,sehr::ADV,baisiai,an-
951,so::ADV,taip,chomh
952,so::ADV,taip,mar sin
953,noch::ADV,dar,fós
954,noch::ADV,dar,go fóill
955,nur::ADV,tik,amháin
956,nur::ADV,tik,níl ach
957,nur::ADV,vien,amháin
958,nur::ADV,vien,níl ach
959,schon::ADV,jau,cheana
960,schon::ADV,jau,cheana féin
961,wieder::ADV,vėl,arís
962,wieder::ADV,vėl,athuair
963,wieder::ADV,iš naujo,arís
964,wieder::ADV,iš naujo,athuair
965,vergebens::ADV,veltui,amú
966,vergebens::ADV,veltui,in aisce
967,vergebens::ADV,bergždžiai,amú
968,vergebens::ADV,bergždžiai,in aisce
969,vor::PRP,prieš,ar thosach
970,hinter::PRP,už,laistiar de
971,hinter::PRP,už,taobh thiar de
972,unter::PRP,po,faoi
973,durch::PRP,pro,trí
974,durch::PRP,per,trí
975,neben::PRP,prie,taobh le
976,neben::PRP,prie,in aice le
977,neben::PRP,šalia,taobh le
978,neben::PRP,šalia,in aice le
979,zwischen::PRP,tarp,idir
980,wegen::PRP,dėl,de bharr
981,wegen::PRP,dėl,mar gheall ar
982,wegen::PRP,dėlei,de bharr
983,wegen::PRP,dėlei,mar gheall ar
984,dies::PRN,šis,seo
985,dies::PRN,šitas,seo
986,das::PRN,tat,sin
987,alles::PRN,visas,gach rud
988,ich::PRN,aš,mé
989,ich::PRN,aš,mise
990,du::PRN,tu,tú
991,du::PRN,tu,tusa
992,er::PRN,jis,sé
993,er::PRN,jis,seisean
994,wir::PRN,mes,sinn
995,ihr::PRN,jūs,sibh
996,ihr::PRN,jūs,sibhse
997,sie::PRN,ji,siad
998,sie::PRN,ji,siadsan
999,sie::PRN,jos,siad
1000,sie::PRN,jos,siadsan
1001,was::FPRN,kas,cad
1002,was::FPRN,kas,céard
1003,wer::FPRN,kas,cé
1004,wo::FADV,kur,cá
1005,wo::FADV,kur,cén áit
1006,wohin::FADV,kur,cá
1007,wohin::FADV,kur,cén áit
1008,wohin::FADV,kur link,cá
1009,wohin::FADV,kur link,cén áit
1010,wie::FADV,kaip,conas
1011,wie::FADV,kaip,cén chaoi
1012,warum::FADV,kod̃ėl,cén fáth
1013,warum::FADV,kod̃ėl,cad chuige
1014,warum::FADV,dėl ko,cén fáth
1015,warum::FADV,dėl ko,cad chuige
1016,wieviel::FNUM,kiek,cá mhéad
1017,eins::NUM,vienas,aon
1018,zwei::NUM,du,dhá
1019,drei::NUM,trys,trí
1020,vier::NUM,keturi,ceathair
1021,fünf::NUM,penki,cúig
1022,sechs::NUM,šeši,sé
1023,sieben::NUM,septyni,seacht
1024,acht::NUM,aštuoni,ocht
1025,neun::NUM,devyni,naoi
1026,zehn::NUM,dešimt,deich
1027,elf::NUM,vienuolika,aon déag
1028,zwölf::NUM,dvylika,dó dhéag
1029,zwanzig::NUM,dvidešimt,fiche
1030,dreißig::NUM,trisdešimt,tríocha
1031,vierzig::NUM,keturiasdešimt,daichead
1032,vierzig::NUM,keturiasdešimt,ceathracha
1033,fünfzig::NUM,penkiasdešimt,caoga
1034,sechzig::NUM,šešiasdešimt,seasca
1035,siebzig::NUM,septyniasdešimt,seachtó
1036,achtzig::NUM,aštuoniasdešimt,ochtó
1037,neunzig::NUM,devyniasdešimt,nócha
1038,hundert::NUM,šimtas,céad
1039,tausend::NUM,tūkstantis,míle
1040,und::CNJ,ĩr,agus
1041,oder::CNJ,ar,nó
1042,oder::CNJ,arba,nó
1043,stehen::V,stovėti,seas
1044,sitzen::V,sėdėti,suigh
1045,liegen::V,gulėti,luigh
1046,hängen::V,kyboti,tá crochta
1047,hängen::V,kabėti,tá crochta
1048,werden::V,taptis,éirigh
1049,werden::V,darytis,éirigh
1050,passieren::V,atsitikti,tarlaigh
1051,passieren::V,pasitaikyti,tarlaigh
1052,beginnen::V,prasid́ėti,tosaigh
1053,enden::V,baigtis,críochnaigh
1054,wechseln::V,keistis,athraigh
1055,wechseln::V,pasikeisti,athraigh
1056,aufgehen[Sonne]::V,tekėti,éirigh
1057,aufgehen[Sonne]::V,patekėti,éirigh
1058,untergehen[Sonne]::V,leistis,fuin
1059,untergehen[Sonne]::V,leistis,téigh faoi
1060,untergehen[Sonne]::V,nusileisti,fuin
1061,untergehen[Sonne]::V,nusileisti,téigh faoi
1062,scheinen[Sonne]::V,šviesti,taitin
1063,scheinen[Sonne]::V,šviesti,soilsigh
1064,donnern::V,griausti,tá toirneach ann
1065,donnern::V,griaudėti,tá toirneach ann
1066,wehen::V,pūsti,séid
1067,strömen::V,lietis,sil
1068,strömen::V,plūsti,sil
1069,fließen::V,tekėti,rith
1070,fließen::V,tekėti,snigh
1071,sich drehen::V,suktis,cas
1072,sich drehen::V,suktis,imrothlaigh
1073,sich drehen::V,pasisukti,cas
1074,sich drehen::V,pasisukti,imrothlaigh
1075,schwanken::V,svyruoti,luasc
1076,schwingen::V,suptis,luasc
1077,fallen::V,pulti,tit
1078,fallen::V,kristi,tit
1079,brennen::V,degti,dóigh
1080,rauchen::V,rūkyti,plúch toite
1081,regnen::V,lyti,báistigh
1082,regnen::V,lyti,tá ag cur báistí
1083,gefrieren::V,užšalti,sioc
1084,gefrieren::V,užšalti,reoigh
1085,tauen::V,tirpti,leáigh
1086,tauen::V,tirpti,coscair
1087,schmelzen::V,lydytis,leáigh
1088,trocknen::V,džiūti,triomaigh
1089,sieden::V,virti,fiuch
1090,sieden::V,virti,beirigh
1091,faulen::V,pūti,lobh
1092,faulen::V,pūti,dreoigh
1093,verfaulen::V,švinkti,lobh
1094,verfaulen::V,švinkti,feoigh
1095,reißen::V,plyšti,bris
1096,reißen::V,trūkti,bris
1097,versinken::V,skę̃sti,téigh síos
1098,versinken::V,grimzti,téigh síos
1099,vergehen::V,praeiti,téigh thart
1100,erscheinen::V,pasirodyti,tar
1101,verschwinden::V,dingti,imigh
1102,verschwinden::V,išnykti,imigh
1103,verschwinden::V,pranykti,imigh
1104,sinken::V,kristi,tit
1105,sinken::V,kristi,ísligh
1106,abnehmen::V,mažėti,maolaigh
1107,abnehmen::V,mažėti,laghdaigh
1108,abnehmen::V,silpnėti,maolaigh
1109,abnehmen::V,silpnėti,laghdaigh
1110,zunehmen::V,didėti,méadaigh
1111,zunehmen::V,padaugėti,méadaigh
1112,steigen::V,kilti,éirigh
1113,wachsen::V,augti,fás
1114,glänzen::V,blizgėti,lonraigh
1115,funkeln::V,žibėti,drithligh
1116,lärmen::V,triukšmauti,tóg callán
1117,läuten::V,skambinti,buail
1118,klingeln::V,skambinti,buail
1119,klirren::V,žvangėti,cling
1120,brausen::V,šniokšti,búir
1121,rauschen::V,ošti,tá ag siosarnach
1122,rauschen::V,šlamėti,tá ag siosarnach
1123,klingen::V,skardėti,tá glór ag
1124,bellen::V,loti,amhastraigh
1125,heulen::V,kaukti,glam
1126,heulen::V,staugti,glam
1127,blasen::V,pūsti,séid
1128,pfeifen::V,švilpti,lig fead
1129,pfeifen::V,švilpauti,lig fead
1130,schreien::V,šaukti,béic
1131,schreien::V,šaukti,glaoigh
1132,stöhnen::V,dejuoti,lig cnead
1133,stöhnen::V,aimanuoti,lig cnead
1134,zittern::V,virpėti,crith
1135,zittern::V,virpėti,creathnaigh
1136,leben::V,gyventi,mair
1137,geboren werden::V,gimti,rugadh
1138,atmen::V,alsuoti,análaigh
1139,atmen::V,kvėpuoti,análaigh
1140,trinken::V,gerti,ól
1141,essen::V,valgyti,ith
1142,schlucken::V,praryti,slog
1143,müde werden::V,nuvargti,tuirsigh
1144,müde werden::V,privargti,tuirsigh
1145,einschlafen::V,užmigti,tit ina chodladh
1146,schlafen::V,miegoti,codail
1147,aufwachen::V,pabusti,múscail
1148,aufstehen::V,keltis,éirigh
1149,aufstehen::V,atsikelti,éirigh
1150,sich erholen::V,pailsėti,lig scíth
1151,sich erholen::V,poilsiauti,lig scíth
1152,krank werden::V,susirgti,éirigh tinn
1153,krank sein::V,sirgti,tá tinn
1154,schmerzen::V,sopėti,tá pian i
1155,schmerzen::V,skaudėti,tá pian i
1156,husten::V,kosėti,déan casacht
1157,genesen::V,sveikti,téarnaigh
1158,genesen::V,taisytis,téarnaigh
1159,sterben::V,mirti,éag
1160,sterben::V,mirti,faigh bás
1161,sterben::V,numirti,éag
1162,sterben::V,numirti,faigh bás
1163,umkommen::V,žūti,caill
1164,sich bewegen::V,judėti,bog
1165,sich bewegen::V,judėti,gluais
1166,sich bewegen::V,pasijudinti,bog
1167,sich bewegen::V,pasijudinti,gluais
1168,sich rühren::V,krutėti,corraigh
1169,sich erheben::V,pakilti,seas suas
1170,sich erheben::V,atsikelti,seas suas
1171,sich setzen::V,sėstis,suigh
1172,sich setzen::V,atsisėsti,suigh
1173,hinfallen::V,parkristi,tit
1174,hinfallen::V,pargriūti,tit
1175,laufen::V,eiti,siúil
1176,schreiten::V,žengti,siúil
1177,schreiten::V,žingsniuoti,siúil
1178,spazierengehen::V,pasivaikščioti,téigh ag spaisteoireacht
1179,eilen::V,skubėti,deifrigh
1180,eilen::V,skubėti,brostaigh
1181,sich beeilen::V,paskub́ėti,deifrigh
1182,sich beeilen::V,paskub́ėti,déan deifir
1183,sich beeilen::V,pasiskubinti,deifrigh
1184,sich beeilen::V,pasiskubinti,déan deifir
1185,sausen::V,dumti,luathaigh
1186,sausen::V,lėkti,luathaigh
1187,rennen::V,bėgti,rith
1188,springen::V,šokti,léim
1189,klettern::V,kopti,dreap
1190,schaukeln::V,supti,téigh ar an maide corrach
1191,schaukeln::V,linguoti,téigh ar an maide corrach
1192,kriechen::V,ropoti,snámh
1193,kriechen::V,šliaužti,snámh
1194,schwimmen::V,plaukti,snámh
1195,tauchen::V,nerti,tum
1196,rudern::V,irtis,iomair
1197,rudern::V,irtis,rámhaigh
1198,rudern::V,irkluoti,iomair
1199,rudern::V,irkluoti,rámhaigh
1200,fahren::V,važiuoti,tiomáin
1201,fahren::V,važinėti,tiomáin
1202,fliegen::V,lėkti,eitil
1203,fliegen::V,skristi,eitil
1204,gehen::V,eiti,téigh
1205,weggehen::V,išeiti,imigh
1206,abfahren::V,išvykti,imigh
1207,abfahren::V,išvažiuoti,imigh
1208,anhalten::V,sustoti,stad
1209,hineingehen::V,įeiti,téigh isteach
1210,eintreten::V,įžengti,téigh isteach
1211,kommen::V,ateiti,tar
1212,ankommen::V,ateiti,tar
1213,zurückkommen::V,grį̃žti,fill
1214,zurückkommen::V,sugrį̃žti,fill
1215,bleiben::V,likti,fan
1216,bleiben::V,pasilikti,fan
1217,warten::V,laukti,fan
1218,erwarten::V,laukti,tá ag súil le
1219,erwarten::V,laukti,tá ag dréim le
1220,suchen::V,ieškoti,lorg
1221,finden::V,rasti,faigh
1222,finden::V,rasti,aimsigh
1223,finden::V,surasti,faigh
1224,finden::V,surasti,aimsigh
1225,versuchen::V,mėginti,triail
1226,vorbereiten::V,rengti,réitigh
1227,lieben::V,myĺėti,gráigh
1228,mögen::V,ḿėgti,taitin le
1229,mögen::V,ḿėgti,is maith le
1230,mögen::V,patikti,taitin le
1231,mögen::V,patikti,is maith le
1232,lachen::V,juoktis,gáir
1233,rühren::V,jaudinti,téigh i bhfeidhm ar
1234,rühren::V,graudinti,téigh i bhfeidhm ar
1235,weinen::V,verkti,goil
1236,weinen::V,verkti,caoin
1237,schimpfen::V,bartis,tá ag clamhsán
1238,sich ärgern::V,pykti,tá corraithe
1239,sich ärgern::V,apmaudauti,tá corraithe
1240,sich fürchten::V,bijoti,tá eagla ar
1241,sich fürchten::V,baimintis,tá eagla ar
1242,fürchten::V,bijoti,tá eagla ar
1243,fürchten::V,baimintis,tá eagla ar
1244,fliehen::V,bėgti,teith
1245,fliehen::V,sprukti,teith
1246,flüchten::V,pabėgti,éalaigh
1247,sehen::V,žiūŕėti,feic
1248,anschauen::V,žiūŕėti,dearc
1249,anschauen::V,žiūŕėti,féach ar
1250,ansehen::V,žiūrėti į,breathnaigh
1251,ansehen::V,pažiūrėti į,breathnaigh
1252,hören::V,girdėti,cluin
1253,zuhören::V,klausytis,éist
1254,probieren::V,ragauti,bliais
1255,probieren::V,paragauti,bliais
1256,riechen::V,uosti,bolaigh
1257,riechen::V,užuosti,bolaigh
1258,fühlen::V,justi,braith
1259,fühlen::V,justi,mothaigh
1260,fühlen::V,jausti,braith
1261,fühlen::V,jausti,mothaigh
1262,fühlen::V,pajusti,braith
1263,fühlen::V,pajusti,mothaigh
1264,scheinen::V,rodytis,tá an chuma ar
1265,scheinen::V,atrodyti,tá an chuma ar
1266,zu sehen sein::V,pasirodyti,tá le feiceáil
1267,vernehmen::V,išgirsti,clois
1268,frieren::V,šalti,tá fuar
1269,tun::V,daryti,déan
1270,können::V,galėti,féad
1271,können::V,galėti,is féidir le
1272,können::V,pajėgti,féad
1273,können::V,pajėgti,is féidir le
1274,wollen::V,norėti,tá ag iarraidh
1275,anfangen::V,pradėti,tosaigh
1276,anfangen::V,pradėti,cuir tús le
1277,anfangen::V,prasid́ėti,tosaigh
1278,anfangen::V,prasid́ėti,cuir tús le
1279,beenden::V,baigti,críochnaigh
1280,beenden::V,baigti,cuir deireadh le
1281,beenden::V,užbaigti,críochnaigh
1282,beenden::V,užbaigti,cuir deireadh le
1283,aufhören::V,liautis,stad
1284,gelingen::V,pavykti,éirigh le
1285,gelingen::V,pasisekti,éirigh le
1286,geraten::V,nusisekti,tá deireadh ar
1287,öffnen::V,atverti,oscail
1288,öffnen::V,atidaryti,oscail
1289,schließen::V,uždaryti,dún
1290,schließen::V,uždaryti,iaigh
1291,stellen::V,statyti,cuir
1292,stellen::V,pastatyti,cuir
1293,setzen::V,sodinti,cuir
1294,setzen::V,sodinti,socraigh
1295,setzen::V,pasodinti,cuir
1296,setzen::V,pasodinti,socraigh
1297,legen::V,dėti,cuir
1298,legen::V,pad́ėti,cuir
1299,berühren::V,liesti,teagmhaigh le
1300,berühren::V,paliesti,teagmhaigh le
1301,verbinden::V,jungti,ceangail
1302,verbinden::V,surišti,ceangail
1303,bedecken::V,uždengti,clúdaigh
1304,bedecken::V,uždengti,cumhdaigh
1305,aufhängen::V,pakarti,croch
1306,aufhängen::V,pakabinti,croch
1307,anzünden::V,padegti,las
1308,anzünden::V,padegti,adhain
1309,aufheben::V,pakelti,tóg
1310,aufheben::V,pakelti,ardaigh
1311,zurücklassen::V,palikti,fág
1312,verlieren::V,pamesti,caill
1313,fallen lassen::V,atsisakyti,lig uait
1314,fallen lassen::V,atsisakyti,caith uait
1315,machen::V,dirbti,déan
1316,machen::V,dirbti,réitigh
1317,herstellen::V,gaminti,táirg
1318,bauen::V,statyti,tóg
1319,bauen::V,pastatyti,tóg
1320,reparieren::V,taisyti,deisigh
1321,reparieren::V,remontuoti,deisigh
1322,verbessern::V,gerinti,feabhsaigh
1323,verbessern::V,ištaisyti,feabhsaigh
1324,ändern::V,keisti,athraigh
1325,ändern::V,pakeisti,athraigh
1326,graben::V,kasti,tochail
1327,beugen::V,lenkti,crom
1328,beugen::V,palenkti,crom
1329,biegen::V,lenkti,lúb
1330,biegen::V,palenkti,lúb
1331,drehen::V,sukti,cas
1332,wenden::V,kreipti,tiontaigh
1333,wenden::V,pakreipti,tiontaigh
1334,umdrehen::V,sukti,iompaigh
1335,umdrehen::V,sukti,tiontaigh
1336,umdrehen::V,apversti,iompaigh
1337,umdrehen::V,apversti,tiontaigh
1338,heben::V,kelti,ardaigh
1339,heben::V,pakelti,ardaigh
1340,hochheben::V,pakelti,tóg
1341,ergreifen::V,čiupti,beir ar
1342,ergreifen::V,griebti,beir ar
1343,halten::V,laikyti,coimeád
1344,halten::V,laikyti,coinnigh
1345,halten::V,palaikyti,coimeád
1346,halten::V,palaikyti,coinnigh
1347,drücken::V,spausti,brúigh
1348,schieben::V,stumti,brúigh
1349,kratzen::V,kasyti,scríob
1350,kratzen::V,grandyti,scríob
1351,lecken::V,laižyti,ligh
1352,lecken::V,laižyti,leadhb
1353,beißen::V,kandžioti,bain greim as
1354,abreißen::V,nuplėšti,stróic
1355,abreißen::V,nuplėšti,tarraing
1356,abschneiden::V,atpjauti,scoith
1357,abschneiden::V,atkirpti,scoith
1358,binden::V,rišti,ceangail
1359,binden::V,surišti,ceangail
1360,stecken::V,kišti,sáigh
1361,stecken::V,įkišti,sáigh
1362,brechen::V,lūžti,bris
1363,brechen::V,laužyti,bris
1364,klopfen::V,belsti,cnag
1365,klopfen::V,barbenti,cnag
1366,hauen::V,mušti,buail
1367,kleben::V,lipdyti,gliúáil
1368,kleben::V,klijuoti,gliúáil
1369,reiben::V,trinti,cuimil
1370,reiben::V,tarkuoti,cuimil
1371,streichen::V,tepti,leath
1372,streichen::V,užtepti,leath
1373,schleifen::V,galą́sti,líomh
1374,schneiden::V,pjauti,gearr
1375,schneiden::V,kirpti,gearr
1376,rütteln::V,purtyti,croith
1377,schütteln::V,purtyti,croith
1378,schwenken::V,mojuoti,luasc
1379,schütten::V,pilti,doirt
1380,schütten::V,berti,doirt
1381,füllen::V,pildyti,líon
1382,füllen::V,pripildyti,líon
1383,einwickeln::V,įvynioti,cuach
1384,einwickeln::V,įvynioti,clúdaigh
1385,einwickeln::V,suvynioti,cuach
1386,einwickeln::V,suvynioti,clúdaigh
1387,tragen::V,nešti,iompair
1388,tragen::V,nešioti,iompair
1389,schleppen::V,vilkti,tarraing
1390,ziehen::V,tempti,tarraing
1391,aufbewahren::V,laikyti,coinnigh
1392,werfen::V,mesti,caith
1393,werfen::V,sviesti,caith
1394,fangen::V,sugauti,ceap
1395,packen::V,čiupti,beir ar
1396,packen::V,griebti,beir ar
1397,verstecken::V,slėpti,folaigh
1398,verstecken::V,slėpti,cuir i bhfolach
1399,verstecken::V,slapstyti,folaigh
1400,verstecken::V,slapstyti,cuir i bhfolach
1401,teilen::V,dalyti,roinn
1402,teilen::V,padalyti,roinn
1403,schicken::V,sių̃sti,seol
1404,schicken::V,pasių̃sti,seol
1405,bringen::V,atnešti,beir
1406,bringen::V,atnešti,tabhair
1407,hinzufügen::V,pridėti,cuir le
1408,bekommen::V,gauti,faigh
1409,erhalten::V,gauti,faigh
1410,nehmen::V,paimti,tóg
1411,nehmen::V,paimti,glac
1412,wählen::V,rinkti,pioc
1413,wählen::V,rinkti,roghnaigh
1414,wählen::V,išsirinkti,pioc
1415,wählen::V,išsirinkti,roghnaigh
1416,auswählen::V,išrinkti,roghnaigh
1417,bewahren::V,išsaugoti,caomhnaigh
1418,behindern::V,trukdyti,cuir bac ar
1419,verderben::V,sugadinti,mill
1420,beschädigen::V,žaloti,loit
1421,beschädigen::V,žaloti,déan damáiste do
1422,beschädigen::V,gadinti,loit
1423,beschädigen::V,gadinti,déan damáiste do
1424,zerbrechen::V,sukulti,bris
1425,zerbrechen::V,sudaužyti,bris
1426,zerreißen::V,perplėšti,stiall
1427,zerreißen::V,suplėšyti,stiall
1428,zerstören::V,suardyti,mill
1429,zerstören::V,suardyti,scrios
1430,zerstören::V,sugriauti,mill
1431,zerstören::V,sugriauti,scrios
1432,verbrennen::V,deginti,las
1433,verbrennen::V,deginti,dóigh
1434,verbrennen::V,sudeginti,las
1435,verbrennen::V,sudeginti,dóigh
1436,geben::V,duoti,tabhair
1437,geben::V,paduoti,tabhair
1438,reichen::V,paduoti,sín
1439,reichen::V,paduoti,cuir
1440,schenken::V,dovanoti,bronn
1441,schenken::V,dovanoti,tabhair
1442,versprechen::V,žadėti,geall
1443,versprechen::V,pažadėti,geall
1444,wünschen::V,norėti,guigh
1445,wünschen::V,linḱėti,guigh
1446,loben::V,girti,mol
1447,loben::V,pagirti,mol
1448,küssen::V,bučiuoti,póg
1449,wiegen::V,supti,bog
1450,wiegen::V,supti,luasc
1451,zudecken::V,užkloti,clúdaigh
1452,zudecken::V,uždengti,clúdaigh
1453,wecken::V,žadinti,dúisigh
1454,zeigen::V,rodyti,taispeáin
1455,führen::V,vesti,treoraigh
1456,führen::V,vadovauti,treoraigh
1457,lehren::V,mokyti,múin
1458,lehren::V,mokyti,teagasc
1459,lehren::V,išmokyti,múin
1460,lehren::V,išmokyti,teagasc
1461,unterrichten::V,dėstyti,múin
1462,unterrichten::V,dėstyti,teagasc
1463,aufziehen::V,išauginti,tóg
1464,leiten::V,valdyti,tá i gceannas ar
1465,leiten::V,vadovauti,tá i gceannas ar
1466,antreiben::V,uiti,gríosaigh
1467,antreiben::V,raginti,gríosaigh
1468,antreiben::V,skubinti,gríosaigh
1469,lassen::V,paliepti,cuir ag
1470,einladen::V,kviesti,cuir cuireadh ar
1471,einladen::V,pakviesti,cuir cuireadh ar
1472,vereinigen::V,sujungti,aontaigh
1473,vereinigen::V,suvienyti,aontaigh
1474,besuchen::V,lankyti,tabhair cuairt ar
1475,besuchen::V,aplankyti,tabhair cuairt ar
1476,treffen::V,sutikti,cas ar
1477,treffen::V,sutikti,buail le
1478,treffen::V,pasitikti,cas ar
1479,treffen::V,pasitikti,buail le
1480,sich versammeln::V,susirinkti,bailigh
1481,sich versammeln::V,susirinkti,cruinnigh
1482,spielen::V,groti,imir
1483,spielen::V,groti,tá ag spraoi
1484,spielen::V,žaisti,imir
1485,spielen::V,žaisti,tá ag spraoi
1486,singen::V,dainuoti,can
1487,tanzen::V,šokti,rinc
1488,tanzen::V,šokti,damhsaigh
1489,sich trennen::V,skirtis,scar
1490,sich trennen::V,išsiskirti,scar
1491,verlassen::V,palikti,fág
1492,retten::V,gelbėti,tarrtháil
1493,bewachen::V,sergėti,cosain
1494,bewachen::V,sergėti,gardáil
1495,schützen::V,ginti,cosain
1496,schützen::V,apginti,cosain
1497,verteidigen::V,ginti,cosain
1498,verteidigen::V,apginti,cosain
1499,sich schlagen::V,muštis,tá ag bruíon
1500,schießen::V,šauti,caith
1501,schießen::V,šauti,scaoil
1502,schießen::V,šaudyti,caith
1503,schießen::V,šaudyti,scaoil
1504,siegen::V,nugalėti,bain
1505,siegen::V,nugalėti,buaigh
1506,ärgern::V,pykinti,cuir isteach ar
1507,schlagen::V,mušti,buail
1508,schlagen::V,smogti,buail
