,Concept_ID,et,kk
814,dritter::A,kolmas,үшінші
815,letzter::A,viimane,артқы
816,letzter::A,viimane,кейінгі
817,allein::ADV,üksi,серіксіз
818,auf einmal::ADV,korraga,бірден
819,auf einmal::ADV,ühekorraga,бірден
820,zusammen::ADV,koos,бірлесіп
821,zusammen::ADV,üheskoos,бірлесіп
822,lange::ADV,kaua,ұзақ
823,plötzlich::ADV,äkki,кенет
824,plötzlich::ADV,järsku,кенет
825,sofort::ADV,kohe,әне-міне дегенше
826,später::ADV,hiljem,артынан
827,jetzt::ADV,nüüd,енді
828,jetzt::ADV,nüüd,қазір
829,heute::ADV,täna,бүгін
830,morgen::ADV,homme,ертең
831,bald::ADV,pea,тез
832,bald::ADV,varsti,тез
833,dann::ADV,siis,онан соң
834,dann::ADV,siis,сонан соң
835,gestern::ADV,eile,кеше
836,einst::ADV,vanasti,бірде
837,einst::ADV,vanasti,бір кезде
838,damals::ADV,tookord,анада
839,danach::ADV,seejärel,онан соң
840,danach::ADV,seejärel,сонан соң
841,vorher::ADV,enne,бұрын
842,zuerst::ADV,enne,әуелі
843,zuerst::ADV,enne,алдымен
844,zuerst::ADV,esmalt,әуелі
845,zuerst::ADV,esmalt,алдымен
846,einmal::ADV,kord,бір жолы
847,einmal::ADV,üks kord,бір жолы
848,manchmal::ADV,mõnikord,кейде
849,oft::ADV,tihti,ылғи
850,oft::ADV,sageli,ылғи
851,immer::ADV,ikka,өнебойы
852,immer::ADV,alati,өнебойы
853,niemals::ADV,mitte kunagi,ешуақытта
854,hier::ADV,siin,бұнда
855,hier::ADV,siin,осында
856,hierhin::ADV,siia,бермен
857,von hier::ADV,siit,бер жақтан
858,dort::ADV,seal,анда
859,dorthin::ADV,sinna,әрі
860,geradeaus::ADV,otse edasi,тура
861,vorwärts::ADV,edasi,ілгері
862,rückwärts::ADV,tagurpidi,артқа
863,zurück::ADV,tagasi,кейін қарай
864,unten::ADV,all,төменде
865,unten::ADV,allpool,төменде
866,hinab::ADV,alla,астына
867,hinab::ADV,alla,төмен
868,oben::ADV,ülal,жоғарыда
869,hinauf::ADV,üles,өрге
870,überall::ADV,kõikjal,әрқайда
871,nicht::ADV,ei,емес
872,nicht::ADV,mitte,емес
873,ein wenig::ADV,veidi,азырақ
874,ein wenig::ADV,veidi,аздаған
875,ein wenig::ADV,veidi,азғантай
876,ein wenig::ADV,natuke,азырақ
877,ein wenig::ADV,natuke,аздаған
878,ein wenig::ADV,natuke,азғантай
879,kaum::ADV,vaevalt,зорға
880,sehr::ADV,väga,орасан
881,so::ADV,nii,бұлай
882,so::ADV,nii,былайша
883,noch::ADV,veel,әлі
884,nur::ADV,ainult,ғана
885,schon::ADV,juba,түге
886,wieder::ADV,jälle,жаңа
887,wieder::ADV,jälle,қайта
888,wieder::ADV,jälle,жаңадан
889,vergebens::ADV,asjata,бекер
890,vor::PRP,ees,алды
891,hinter::PRP,taha,артынан
892,unter::PRP,all,түп
893,unter::PRP,all,маңында
894,durch::PRP,läbi,арқылы
895,durch::PRP,kaudu,арқылы
896,neben::PRP,kõrval,іргеде
897,neben::PRP,kõrval,жанында
898,zwischen::PRP,vahel,арада
899,wegen::PRP,tõttu,үшін
900,wegen::PRP,pärast,үшін
901,dies::PRN,see,бұ
902,dies::PRN,see,осы
903,das::PRN,see,сол
904,alles::PRN,kõik,дүйім
905,alles::PRN,kõik,күллі
906,ich::PRN,mina,мен
907,du::PRN,sina,сен
908,er::PRN,tema,ол
909,wir::PRN,me,біз
910,ihr::PRN,te,сіз
911,sie::PRN,nad,олар
912,was::FPRN,mis,не
913,wer::FPRN,kes,кім
914,wo::FADV,kus,кәні
915,wo::FADV,kus,қайда
916,wohin::FADV,kuhu,қайда
917,wie::FADV,kuidas,калай
918,warum::FADV,miks,неғып
919,wieviel::FNUM,mitu,неше
920,wieviel::FNUM,mitu,қанша
921,wieviel::FNUM,kui palju,неше
922,wieviel::FNUM,kui palju,қанша
923,eins::NUM,üks,бір
924,zwei::NUM,kaks,екі
925,drei::NUM,kolm,үш
926,vier::NUM,neli,төрт
927,fünf::NUM,viis,бес
928,sechs::NUM,kuus,алты
929,sieben::NUM,seitse,жеті
930,acht::NUM,kaheksa,сегіз
931,neun::NUM,üheksa,тоғыз
932,zehn::NUM,kümme,он
933,elf::NUM,üksteist,он бір
934,zwölf::NUM,kaksteist,он екі
935,zwanzig::NUM,kakskümmend,жиырма
936,dreißig::NUM,kolmkümmend,отыз
937,vierzig::NUM,nelikümmend,қырық
938,fünfzig::NUM,viiskümmend,елу
939,sechzig::NUM,kuuskümmend,алпыс
940,siebzig::NUM,seitsekümmend,жетпіс
941,achtzig::NUM,kaheksakümmend,сексен
942,neunzig::NUM,üheksakümmend,тоқсан
943,hundert::NUM,sada,жүз
944,tausend::NUM,tuhat,мың
945,und::CNJ,ja,та
946,oder::CNJ,või,әлде
947,oder::CNJ,või,немесе
948,stehen::V,seisma,тұру
949,sitzen::V,istuma,отыру
950,liegen::V,lamama,жату
951,hängen::V,rippuma,ілу
952,werden::V,saama,болу
953,werden::V,saama,түрегелу
954,werden::V,hakkama,болу
955,werden::V,hakkama,түрегелу
956,passieren::V,juhtuma,болу
957,beginnen::V,algama,басталу
958,beginnen::V,hakkama,басталу
959,enden::V,lõppema,ада болу
960,wechseln::V,vahelduma,құбылу
961,wechseln::V,vahelduma,өзгеру
962,aufgehen[Sonne]::V,tõusma,шығу
963,untergehen[Sonne]::V,loojuma,батыру
964,scheinen[Sonne]::V,paistma,жылтырау
965,donnern::V,kõmisema,күркіреу
966,wehen::V,puhuma,огып тур
967,strömen::V,voolama,сорғалау
968,fließen::V,voolama,ағу
969,sich drehen::V,pöörduma,айналу
970,schwanken::V,kõikuma,толықсу
971,schwingen::V,võnkuma,тербелу
972,fallen::V,langema,құлау
973,fallen::V,langema,жығылу
974,fallen::V,langema,төмендеу
975,brennen::V,põlema,жану
976,rauchen::V,suitsema,түтету
977,regnen::V,sadama,жауу
978,gefrieren::V,kinni külmuma,мұздай қату
979,gefrieren::V,kinni külmuma,мұз боп қату
980,tauen::V,sulama,жібу
981,schmelzen::V,sulama,еру
982,trocknen::V,kuivama,курау
983,sieden::V,keema,қайнау
984,faulen::V,mädanema,иістену
985,verfaulen::V,mädanema,шіру
986,reißen::V,rebenema,жыртылу
987,versinken::V,uppuma,малтығу
988,vergehen::V,mööduma,өту
989,erscheinen::V,ilmuma,көріну
990,erscheinen::V,ilmuma,көрініп қалу
991,verschwinden::V,kaduma,ғайып_болу
992,sinken::V,vajuma,ылдилау
993,sinken::V,vajuma,төмендеу
994,sinken::V,langema,ылдилау
995,sinken::V,langema,төмендеу
996,abnehmen::V,vähenema,кемітілу
997,abnehmen::V,kahenema,кемітілу
998,zunehmen::V,kasvama,көбею
999,steigen::V,tõusma,қобу
1000,steigen::V,tõusma,көтерілу
1001,steigen::V,tõusma,жоғарылау
1002,steigen::V,üles minema,қобу
1003,steigen::V,üles minema,көтерілу
1004,steigen::V,üles minema,жоғарылау
1005,wachsen::V,kasvama,өсу
1006,glänzen::V,läikimä,жалтырау
1007,funkeln::V,sädelema,жарқырау
1008,funkeln::V,sädelema,нұрлану
1009,funkeln::V,sädelema,жылтылдау
1010,lärmen::V,lärmama,шулау
1011,lärmen::V,lärmama,шуылдау
1012,läuten::V,helisema,қоңыраулату
1013,klingeln::V,helisema,дыңғырлау
1014,klirren::V,kõlisema,дыңылдату
1015,brausen::V,kohisema,тасу
1016,rauschen::V,kohisema,сусылдау
1017,rauschen::V,kohisema,сыбдырлау
1018,klingen::V,kõlama,дыбыс шығару
1019,bellen::V,haukuma,үру
1020,heulen::V,uluma,ұлу
1021,blasen::V,puhuma,үру
1022,pfeifen::V,vilistama,ысқыру
1023,schreien::V,karjuma,шыңғыру
1024,schreien::V,karjuma,айғайлау
1025,schreien::V,karjuma,байбайлау
1026,schreien::V,karjuma,бажалақтау
1027,stöhnen::V,oigama,ыңырсу
1028,stöhnen::V,oigama,ыңкылдау
1029,zittern::V,värisema,қалш
1030,zittern::V,värisema,қалшылдату
1031,leben::V,elama,жасау
1032,leben::V,elama,күнелту
1033,leben::V,elama,күн көру
1034,leben::V,elama,тіршілік ету
1035,leben::V,elus olema,жасау
1036,leben::V,elus olema,күнелту
1037,leben::V,elus olema,күн көру
1038,leben::V,elus olema,тіршілік ету
1039,geboren werden::V,sündima,туу
1040,atmen::V,hingama,дем алу
1041,atmen::V,hingama,ауа жұту
1042,trinken::V,jooma,ішу
1043,trinken::V,jooma,ұрттау
1044,essen::V,sööma,жеу
1045,essen::V,sööma,тамақтану
1046,schlucken::V,neelama,жұту
1047,müde werden::V,väsima,болдыру
1048,einschlafen::V,uinuma,үйыктап калу
1049,schlafen::V,magama,ұйықтау
1050,aufwachen::V,ärkama,ояну
1051,aufstehen::V,ärkama,ояну
1052,aufstehen::V,üles tõusma,ояну
1053,sich erholen::V,puhkama,тынығу
1054,krank werden::V,haigestuma,кеселдену
1055,krank werden::V,haigestuma,сырқаттану
1056,krank werden::V,haigestuma,ауырып қалу
1057,krank werden::V,haigestuma,ауыра бастау
1058,krank werden::V,haigestuma,кеселге ұшырау
1059,krank werden::V,haigestuma,сырқаттанып қалу
1060,krank werden::V,haigeks jääma,кеселдену
1061,krank werden::V,haigeks jääma,сырқаттану
1062,krank werden::V,haigeks jääma,ауырып қалу
1063,krank werden::V,haigeks jääma,ауыра бастау
1064,krank werden::V,haigeks jääma,кеселге ұшырау
1065,krank werden::V,haigeks jääma,сырқаттанып қалу
1066,krank sein::V,haige olema,ауыру
1067,krank sein::V,haige olema,сырқаттану
1068,schmerzen::V,valutama,ауырады
1069,husten::V,köhima,жөтелу
1070,genesen::V,toibuma,айығу
1071,sterben::V,surema,өлу
1072,sterben::V,surema,қайтыс
1073,sterben::V,surema,жантапсыру
1074,umkommen::V,surma saama,өлу
1075,umkommen::V,surma saama,қаза табу
1076,sich bewegen::V,liikuma,жылжу
1077,sich rühren::V,liikuma,қыбырлау
1078,sich erheben::V,kerkima,тұру
1079,sich setzen::V,istet võtma,отыру
1080,hinfallen::V,kukkuma,жығылу
1081,hinfallen::V,maha kukkuma,жығылу
1082,laufen::V,kõndima,жояу жүру
1083,schreiten::V,astuma,кадамдау
1084,spazierengehen::V,jalutama,қыдыру
1085,eilen::V,ruttama,асығу
1086,eilen::V,ruttama,жеделдену
1087,eilen::V,ruttama,жедепдеу
1088,eilen::V,kiirustama,асығу
1089,eilen::V,kiirustama,жеделдену
1090,eilen::V,kiirustama,жедепдеу
1091,sich beeilen::V,ruttama,асығу
1092,sich beeilen::V,ruttama,жеделдену
1093,sich beeilen::V,kiirustama,асығу
1094,sich beeilen::V,kiirustama,жеделдену
1095,sausen::V,kihutama,заулау
1096,sausen::V,tormama,заулау
1097,rennen::V,jooksma,жүгіру
1098,rennen::V,kihutama,жүгіру
1099,springen::V,hüppama,секіру
1100,klettern::V,ronima,өрмелеп шығу
1101,schaukeln::V,kiikuma,тербелу
1102,kriechen::V,roomama,еңбектеу
1103,schwimmen::V,ujuma,жүзу
1104,schwimmen::V,ujuma,малту
1105,schwimmen::V,ujuma,қалықтау
1106,tauchen::V,sukelduma,сүңгу
1107,rudern::V,sõudma,есу
1108,fahren::V,sõitma,бару
1109,fliegen::V,lendama,ұшу
1110,gehen::V,käima,бару
1111,gehen::V,minema,бару
1112,weggehen::V,ära minema,кету
1113,weggehen::V,välja minema,кету
1114,abfahren::V,väljuma,жөнелу
1115,abfahren::V,ära sõitma,жөнелу
1116,anhalten::V,peatuma,тоқтау
1117,hineingehen::V,sisenema,кіру
1118,hineingehen::V,sisse minema,кіру
1119,eintreten::V,sisenema,ену
1120,eintreten::V,sisse astuma,ену
1121,kommen::V,tulema,жету
1122,ankommen::V,saabuma,келу
1123,zurückkommen::V,tagasi tulema,қайту
1124,bleiben::V,jääma,қалу
1125,warten::V,ootama,тосу
1126,erwarten::V,ootama,күту
1127,erwarten::V,lootma,күту
1128,suchen::V,otsima,іздеу
1129,finden::V,leidma,табу
1130,versuchen::V,püüdma,талпыну
1131,versuchen::V,üritama,талпыну
1132,versuchen::V,katsetama,талпыну
1133,vorbereiten::V,valmistama,әзірлеу
1134,lieben::V,armastama,сүю
1135,mögen::V,sallima,жарату
1136,mögen::V,sallima,жақсы_көру
1137,mögen::V,meeldima,жарату
1138,mögen::V,meeldima,жақсы_көру
1139,lachen::V,naerma,күлу
1140,lachen::V,naerma,күлісу
1141,rühren::V,liigutama,көңілін бұзу
1142,rühren::V,heldima panema,көңілін бұзу
1143,weinen::V,nutma,жылау
1144,schimpfen::V,sõimama,ақырып-бақыру
1145,sich ärgern::V,ärrituma,ашулану
1146,sich ärgern::V,vihastuma,ашулану
1147,sich fürchten::V,kartma,сескену
1148,sich fürchten::V,hirmu tundma,сескену
1149,fürchten::V,kartma,қауіптену
1150,fürchten::V,kartma,сақсыну
1151,fliehen::V,põgenema,қашу
1152,fliehen::V,põgenema,қашып кету
1153,flüchten::V,põgenema,қашу
1154,flüchten::V,põgenema,қашып кету
1155,sehen::V,nägema,көру
1156,anschauen::V,vaatama,назар салу
1157,ansehen::V,vaatama,тамашалау
1158,hören::V,kuulma,есту
1159,zuhören::V,kuulama,тыңдау
1160,zuhören::V,kuulama,құлақ қою
1161,probieren::V,proovima,тату
1162,probieren::V,proovima,дәм тату
1163,riechen::V,nuusutama,иіскеу
1164,fühlen::V,tundma,сезу
1165,fühlen::V,tundma,сезіну
1166,scheinen::V,näida,болып көріну
1167,scheinen::V,ilmuda,болып көріну
1168,zu sehen sein::V,ilmuma,көріну
1169,vernehmen::V,üle kuulama,есту
1170,vernehmen::V,üle kuulama,есітіп қалу
1171,frieren::V,külmetada,тоңу
1172,frieren::V,külmetada,жаурау
1173,tun::V,tegema,ету
1174,tun::V,tegema,істеу
1175,können::V,võima,білу
1176,können::V,oskama,білу
1177,wollen::V,tahtma,қалау
1178,anfangen::V,hakkama,бастау
1179,anfangen::V,alustama,бастау
1180,beenden::V,lõpetama,бітіру
1181,beenden::V,lõpetama,адақтау
1182,beenden::V,lõpetama,тамамдау
1183,beenden::V,lõpetama,аяқтап шығу
1184,aufhören::V,lakkama,доғару
1185,gelingen::V,õnnestuma,жолы түсу
1186,geraten::V,jõudma,калу
1187,öffnen::V,avama,ашу
1188,öffnen::V,avama,ашып қою
1189,schließen::V,sulgema,жабу
1190,stellen::V,panema,қою
1191,stellen::V,panema,қойдыру
1192,stellen::V,asetama,қою
1193,stellen::V,asetama,қойдыру
1194,setzen::V,panema,отырғызу
1195,legen::V,panema,салу
1196,legen::V,panema,калау
1197,legen::V,asetama,салу
1198,legen::V,asetama,калау
1199,berühren::V,riivama,тию
1200,berühren::V,puudutama,тию
1201,verbinden::V,ühendama,байлап алу
1202,verbinden::V,ühendama,сабақтастыру
1203,bedecken::V,katma,бүркеу
1204,aufhängen::V,riputama,ілу
1205,aufhängen::V,riputama,асып қою
1206,anzünden::V,süütama,тұтату
1207,aufheben::V,üles tõstma,көтеру
1208,zurücklassen::V,jätma,қалдыру
1209,verlieren::V,kaotama,жоғалту
1210,fallen lassen::V,maha pillama,құлатып алу
1211,fallen lassen::V,maha pillama,қолдан түсіріп алу
1212,fallen lassen::V,kukkuda laskma,құлатып алу
1213,fallen lassen::V,kukkuda laskma,қолдан түсіріп алу
1214,machen::V,tegema,ету
1215,machen::V,tegema,жасау
1216,machen::V,tegema,жасап шығару
1217,herstellen::V,valmistama,жасап шығару
1218,bauen::V,ehitama,тұрғызу
1219,reparieren::V,parandama,оңдау
1220,verbessern::V,parandama,дұрыстау
1221,ändern::V,muutma,өзгерту
1222,ändern::V,ümber tegema,өзгерту
1223,graben::V,kaevama,үңгу
1224,beugen::V,painutama,буғу
1225,biegen::V,painutama,ию
1226,biegen::V,painutama,майыстыру
1227,drehen::V,keerama,айналдыру
1228,wenden::V,ümber pöörama,екінші жағын айналдыру
1229,umdrehen::V,ümber keerama,бұру
1230,heben::V,tõstma,көтеру
1231,hochheben::V,üles tõstma,жоғарылату
1232,hochheben::V,üles tõstma,көтеру
1233,hochheben::V,kõrgele tõstma,жоғарылату
1234,hochheben::V,kõrgele tõstma,көтеру
1235,ergreifen::V,haarama,бас_салу
1236,ergreifen::V,haarama,шап_беріп_ұстап_алу
1237,ergreifen::V,haarama,шап_беру
1238,ergreifen::V,haarama,шап_ете_түсу
1239,halten::V,hoidma,тұту
1240,halten::V,hoidma,ұстау
1241,drücken::V,pigistama,басу
1242,schieben::V,lükkama,итеру
1243,kratzen::V,kraapima,қыру
1244,lecken::V,lakkuma,жалау
1245,beißen::V,purema,қабу
1246,beißen::V,purema,тістеу
1247,beißen::V,purema,қауып алу
1248,beißen::V,hammustama,қабу
1249,beißen::V,hammustama,тістеу
1250,beißen::V,hammustama,қауып алу
1251,abreißen::V,rebima,үзу
1252,abreißen::V,ära rebima,үзу
1253,abschneiden::V,ära lõikama,қырқу
1254,binden::V,siduma,байланыстыру
1255,binden::V,siduma,байлап_алу
1256,binden::V,siduma,байластыру
1257,binden::V,siduma,байлау
1258,binden::V,siduma,буу
1259,binden::V,siduma,матау
1260,binden::V,siduma,сабақтастыру
1261,binden::V,siduma,ұштастыру
1262,stecken::V,pistma,сұғу
1263,brechen::V,murdma,сындыру
1264,klopfen::V,koputama,қағу
1265,hauen::V,lööma,соғу
1266,kleben::V,kleepima,желімдеу
1267,reiben::V,hõõruma,үйкеу
1268,streichen::V,silitama,сүйкеу
1269,schleifen::V,lihvima,егеу
1270,schleifen::V,lihvima,қайрау
1271,schleifen::V,lihvima,егеулеу
1272,schleifen::V,teritama,егеу
1273,schleifen::V,teritama,қайрау
1274,schleifen::V,teritama,егеулеу
1275,schneiden::V,lõikama,кесу
1276,rütteln::V,raputama,қозғау
1277,rütteln::V,raputama,жұлмалау
1278,schütteln::V,raputama,дірілдету
1279,schütteln::V,raputama,селкілдету
1280,schütteln::V,loksutama,дірілдету
1281,schütteln::V,loksutama,селкілдету
1282,schwenken::V,vehkima,бұлғау
1283,schwenken::V,vehkima,сермеу
1284,schwenken::V,lehvitama,бұлғау
1285,schwenken::V,lehvitama,сермеу
1286,schütten::V,kallama,құю
1287,füllen::V,täitma,толтыру
1288,einwickeln::V,sisse mähkima,орау
1289,tragen::V,kandma,алып жүру
1290,schleppen::V,tassima,тарту
1291,schleppen::V,lohistama,тарту
1292,ziehen::V,vedama,тарту
1293,ziehen::V,tõmbama,тарту
1294,aufbewahren::V,säilitama,сақтау
1295,aufbewahren::V,alal hoidma,сақтау
1296,werfen::V,viskama,лақтыру
1297,fangen::V,püüdma,қармау
1298,fangen::V,püüdma,қағып алу
1299,packen::V,kinni haarama,шап беру
1300,packen::V,kinni haarama,шап ете түсу
1301,packen::V,kinni haarama,шап беріп ұстап алу
1302,packen::V,kinni võtma,шап беру
1303,packen::V,kinni võtma,шап ете түсу
1304,packen::V,kinni võtma,шап беріп ұстап алу
1305,verstecken::V,peitma,тығу
1306,verstecken::V,peitma,жасыру
1307,teilen::V,jagama,бөлу
1308,teilen::V,jaotama,бөлу
1309,schicken::V,saatma,жіберу
1310,bringen::V,viima,әкелу
1311,bringen::V,viima,алып келу
1312,hinzufügen::V,lisama,қосу
1313,hinzufügen::V,lisama,үстеу
1314,bekommen::V,saama,алу
1315,erhalten::V,saama,алмақ
1316,nehmen::V,võtma,алу
1317,nehmen::V,võtma,алмақ
1318,wählen::V,valima,таңдау
1319,auswählen::V,valima,екшеу
1320,auswählen::V,valima,саралау
1321,auswählen::V,valima,сұрыптау
1322,auswählen::V,valima,сайлап алу
1323,bewahren::V,hoidma,сақтау
1324,behindern::V,takistama,оралғы болу
1325,verderben::V,rikkuma,бүлдіру
1326,beschädigen::V,rikkuma,бұзу
1327,zerbrechen::V,katki tegema,уату
1328,zerreißen::V,katki rebima,жырту
1329,zerstören::V,purustama,қирату
1330,zerstören::V,purustama,талқандау
1331,verbrennen::V,põletama,өртеу
1332,verbrennen::V,põletama,жандыру
1333,verbrennen::V,põletama,өртеп жіберу
1334,verbrennen::V,põletama,жандырып жіберу
1335,geben::V,andma,беру
1336,reichen::V,andma,беру
1337,reichen::V,ulatama,беру
1338,schenken::V,kinkima,тарту
1339,versprechen::V,lubama,уәде беру
1340,versprechen::V,tõotama,уәде беру
1341,wünschen::V,soovima,тілеу
1342,loben::V,kiitma,мақтау
1343,loben::V,kiitma,дәріптеу
1344,küssen::V,suudlema,сүю
1345,wiegen::V,hällitama,тербеу
1346,zudecken::V,kaanetama,бүркеу
1347,zudecken::V,kinni katma,бүркеу
1348,wecken::V,äratama,ояту
1349,zeigen::V,näitama,көрсету
1350,führen::V,juhatama,ерту
1351,führen::V,juhatama,жетектеу
1352,lehren::V,õpetama,оқыту
1353,unterrichten::V,õpetama,оқыту
1354,aufziehen::V,üles kasvatama,бағу
1355,leiten::V,juhtima,басқару
1356,leiten::V,juhtima,жетекшілік ету
1357,antreiben::V,ergutama,асықтыру
1358,lassen::V,laskma,-ткізу
1359,lassen::V,laskma,мәжбүр ету
1360,einladen::V,kutsuma,шақыру
1361,vereinigen::V,ühendama,біріктіру
1362,vereinigen::V,ühendama,біріктіріп қою
1363,besuchen::V,külastama,кіріп шығу
1364,besuchen::V,külastama,барып шығу
1365,treffen::V,kohtama,кездесу
1366,sich versammeln::V,kogunema,топталу
1367,spielen::V,mängima,ойнау
1368,singen::V,laulma,сайрау
1369,tanzen::V,tantsima,билеу
1370,sich trennen::V,lahku minema,айрылысу
1371,verlassen::V,maha jätma,тастау
1372,retten::V,päästma,құтқару
1373,bewachen::V,valvama,күзету
1374,schützen::V,kaitsma,жақтау
1375,schützen::V,kaitsma,жақтасу
1376,verteidigen::V,kaitsma,қорғау
1377,sich schlagen::V,kaklema,алысу
1378,schießen::V,tulistama,ату
1379,siegen::V,võitma,жеңу
1380,ärgern::V,ärritama,ашуландыру
1381,ärgern::V,vihastama,ашуландыру
1382,schlagen::V,lööma,ұру
1383,treten::V,sõtkuma,тебу
1384,stechen::V,pistma,шаншу
1385,stechen::V,torkama,шаншу
1386,stoßen::V,tõukama,түрту
1387,stehlen::V,varastama,ұрлау
1388,stören::V,segama,кесірлен
1389,stören::V,häirima,кесірлен
1390,belästigen::V,ahistama,мазасын алу
1391,verbergen::V,peitma,сездірмеу
1392,verbergen::V,varjama,сездірмеу
1393,täuschen::V,petma,жалған айту
1394,täuschen::V,tüssama,жалған айту
1395,betrügen::V,petma,алдау
1396,betrügen::V,petma,алдап кету
1397,betrügen::V,petma,ақымақ қылу
1398,betrügen::V,tüssama,алдау
1399,betrügen::V,tüssama,алдап кету
1400,betrügen::V,tüssama,ақымақ қылу
1401,betrügen::V,truudust murtma,алдау
1402,betrügen::V,truudust murtma,алдап кету
1403,betrügen::V,truudust murtma,ақымақ қылу
1404,töten::V,tapma,құрту
1405,töten::V,tapma,өлтіру
1406,töten::V,surmama,құрту
1407,töten::V,surmama,өлтіру
1408,wohnen::V,elama,мекендеу
1409,wohnen::V,elama,өмір сүру
1410,arbeiten::V,töötama,істеу
1411,arbeiten::V,töötama,еңбектену
1412,sammeln::V,koguma,жыю
1413,sammeln::V,korjama,жыю
1414,pflücken::V,noppima,жұлу
1415,jagen::V,jahtima,аулау
1416,fischen::V,kalastama,балык_аулау
1417,fischen::V,kala püüdma,балык_аулау
1418,fassen::V,püüdma,ұстау
1419,hüten::V,karjatama,жаю
1420,hüten::V,karjatama,бағу
1421,treiben::V,ajama,айдау
1422,anbinden::V,kinni siduma,байлау
1423,füttern::V,söötma,ас ішкізу
1424,füttern::V,söötma,азықтандыру
1425,füttern::V,söötma,қоректендіру
1426,melken::V,lüpsma,сауу
1427,hacken::V,raiuma,турау
1428,hacken::V,lõhkuma,турау
1429,gießen::V,kastma,суару
1430,reifen::V,valmima,жетілу
1431,zubereiten::V,valmistama,даяр ету
1432,kochen::V,keetma,асу
1433,backen::V,küpsetama,пісіру
1434,braten::V,praadima,қуыру
1435,umrühren::V,segama,былғалау
1436,umrühren::V,segama,сапырылыстыру
1437,stricken::V,kuduma,торлау
1438,stricken::V,kuduma,тоқу
1439,nähen::V,õmblema,тігу
1440,färben::V,värvima,бояу
1441,färben::V,värvima,сырлау
1442,reinigen::V,puhastama,аршу
1443,reinigen::V,puhastama,тазалау
1444,waschen::V,pesema,жуу
1445,abwischen::V,puhtaks pühkima,сүрту
1446,spülen::V,uhtma,шаю
1447,fegen::V,pühkima,сыпыру
1448,kehren::V,pühkima,сыпыру
1449,baden::V,suplema,шомылу
1450,baden::V,kümblema,шомылу
1451,sich waschen::V,end pesema,жуыну
1452,ausziehen::V,käest võtma,шешу
1453,ausziehen::V,jalast võtma,шешу
1454,ausziehen::V,seljast võtma,шешу
1455,anziehen::V,jalga panema,кигізу
1456,sich anziehen::V,riietuma,киіну
1457,kämmen::V,kammima,тарау
1458,schmücken::V,kaunistama,әсемдеу
1459,schmücken::V,kaunistama,мәнерлеу
1460,schmücken::V,kaunistama,көріктендіру
1461,sagen::V,ütlema,деу
1462,sagen::V,ütlema,айту
1463,sprechen::V,rääkima,деу
1464,sprechen::V,rääkima,айту
1465,sprechen::V,kõnelema,деу
1466,sprechen::V,kõnelema,айту
1467,reden::V,kõnelema,сөйлеу
1468,reden::V,kõnelema,сөйлесу
1469,reden::V,kõnelema,тіл қатысу
1470,sich unterhalten::V,vestlema,сұхбаттасу
1471,fragen::V,küsima,сұрау
1472,bitten::V,paluma,өтіну
1473,bitten::V,paluma,жалыну
1474,erzählen::V,jutustama,айту
1475,mitteilen::V,teatama,білдіру
1476,mitteilen::V,teada andma,білдіру
1477,nennen::V,nimetama,атау
1478,rufen::V,kutsuma,шақыру
1479,prahlen::V,hooplema,бөсу
1480,übersetzen::V,tõlkima,аудару
1481,denken::V,mõtlema,ойлау
1482,glauben::V,uskuma,нану
1483,glauben::V,uskuma,илану
1484,bemerken::V,märkama,аңғару
1485,erkennen::V,ära tundma,тану
1486,begreifen::V,aru saama,ұғу
1487,begreifen::V,aru saama,аңғарып алу
1488,verstehen::V,mõistma,пайым
1489,verstehen::V,mõistma,түсіну
1490,lernen::V,õppima,оқу
1491,wissen::V,teadma,хабардар болу
1492,sich erinnern an::V,mäletama,еске түсіру
1493,vergessen::V,unustama,ұмыту
1494,messen::V,mõõtma,өлшеу
1495,zählen::V,loendama,санау
1496,rechnen::V,arvutama,санап шығару
1497,rechnen::V,arvutama,санап шығу
1498,rechnen::V,arvutama,санау
1499,lesen::V,lugema,оқу
1500,malen::V,maalima,сурет салу
1501,zeichnen::V,joonistama,сурет салу
1502,schreiben::V,kirjutama,жазу
1503,besitzen::V,omama,болу
1504,kaufen::V,ostma,алу
1505,kaufen::V,ostma,әперу
1506,verkaufen::V,müüma,сату
1507,bezahlen::V,tasuma,төлеу
1508,bezahlen::V,tasuma,ақы беру
1509,bezahlen::V,tasuma,ақы төлеу
1510,zahlen::V,maksma,төлеу
1511,beherrschen::V,valitsema,билеу
1512,ertragen::V,taluma,төзу
1513,ertragen::V,taluma,шыдау
