,Concept_ID,cs,hy
765,zuerst::ADV,nejdříve,նախ
766,einmal::ADV,jednou,մի անգամ
767,manchmal::ADV,někdy,երբեմն
768,oft::ADV,často,հաճախ
769,immer::ADV,vždy,միշտ
770,immer::ADV,stále,միշտ
771,niemals::ADV,nikdy,երբեք
772,hier::ADV,zde,այստեղ
773,hier::ADV,tady,այստեղ
774,hierhin::ADV,sem,այստեղ
775,von hier::ADV,odtud,այդտեղից
776,dort::ADV,tam,այնտեղ
777,dorthin::ADV,tam,այնտեղ
778,geradeaus::ADV,rovně,ուղիղ
779,vorwärts::ADV,kupředu,առաջ
780,rückwärts::ADV,zpět,դեպի ետ
781,zurück::ADV,zpět,ետ
782,zurück::ADV,nazpět,ետ
783,unten::ADV,dole,ներքեւում
784,hinab::ADV,dolů,ներքեւ
785,oben::ADV,nahoře,վերեւում
786,oben::ADV,navrchu,վերեւում
787,hinauf::ADV,nahoru,վերեւ
788,überall::ADV,všude,ամենուր
789,nicht::ADV,ne,չէ
790,ein wenig::ADV,trochu,մի քիչ
791,kaum::ADV,sotva,հազիվ
792,sehr::ADV,velmi,շատ
793,sehr::ADV,velice,շատ
794,so::ADV,tak,այդպես
795,so::ADV,takto,այդպես
796,noch::ADV,ještě,դեռ
797,nur::ADV,jen,միայն
798,nur::ADV,jenom,միայն
799,schon::ADV,už,արդեն
800,schon::ADV,již,արդեն
801,wieder::ADV,zase,նորից
802,wieder::ADV,zase,դարձյալ
803,vergebens::ADV,marně,իզուր
804,vor::PRP,před,դիմացը
805,hinter::PRP,za,ետեւը
806,unter::PRP,pod,տակ
807,durch::PRP,skrz,միջով
808,neben::PRP,vedle,քովը
809,zwischen::PRP,mezi,միջեւ
810,wegen::PRP,pro,պատճառով
811,wegen::PRP,pro,շնորհից
812,dies::PRN,toto,սա
813,dies::PRN,toto,այս
814,dies::PRN,tohle,սա
815,dies::PRN,tohle,այս
816,das::PRN,to,դա
817,das::PRN,to,այդ
818,alles::PRN,všechno,ամեն ինչ
819,ich::PRN,já,ես
820,du::PRN,ty,դու
821,er::PRN,on,նա
822,wir::PRN,my,մենք
823,ihr::PRN,vy,դուք
824,sie::PRN,oni,նրանք
825,was::FPRN,co,ինչ
826,wer::FPRN,kdo,ով
827,wo::FADV,kde,ուր
828,wo::FADV,kde,որտեղ
829,wohin::FADV,kam,դեպի ուր
830,wie::FADV,jak,ինչպես
831,warum::FADV,proč,ինչու
832,wieviel::FNUM,kolik,որչափ
833,eins::NUM,jeden,մեկ
834,zwei::NUM,dva,երկու
835,drei::NUM,tři,երեք
836,vier::NUM,čtyři,չորս
837,fünf::NUM,pět,հինգ
838,sechs::NUM,šest,վեց
839,sieben::NUM,sedm,յոթ
840,acht::NUM,osm,ութ
841,neun::NUM,devět,ինը
842,zehn::NUM,deset,տասը
843,elf::NUM,jedenáct,տասնմեկ
844,zwölf::NUM,dvanáct,տասներկու
845,zwanzig::NUM,dvacet,քսան
846,dreißig::NUM,třicet,երեսուն
847,vierzig::NUM,čtyřicet,քառասուն
848,fünfzig::NUM,padesát,հիսուն
849,sechzig::NUM,šedesát,վաթսուն
850,siebzig::NUM,sedmdesát,յոթանասուն
851,achtzig::NUM,osmdesát,ութսուն
852,neunzig::NUM,devadesát,իննսուն
853,hundert::NUM,sto,հարյուր
854,tausend::NUM,tisíc,հազար
855,und::CNJ,a,ու
856,oder::CNJ,nebo,կամ
857,stehen::V,stát,կանգնել
858,sitzen::V,sedět,նստել
859,liegen::V,ležet,ստել
860,hängen::V,viset,կախվել
861,werden::V,stát se,դառնալ
862,passieren::V,stát se,պատահել
863,beginnen::V,počít,սկսվել
864,enden::V,končit,վերջանալ
865,enden::V,skončit,վերջանալ
866,wechseln::V,měnit se,փոխվել
867,aufgehen[Sonne]::V,vyjít,բարձրանալ
868,aufgehen[Sonne]::V,vyjít,ելնել 
869,untergehen[Sonne]::V,zapadnout,մտնել
870,scheinen[Sonne]::V,svítit,շողալ
871,scheinen[Sonne]::V,svítit,փայլել
872,donnern::V,hřmět,որոտալ
873,wehen::V,vát,փչել
874,wehen::V,vanout,փչել
875,strömen::V,proudit,հոսել
876,fließen::V,téct,հոսել
877,sich drehen::V,točit se,պտտվել
878,schwanken::V,kolísat,տատանվել
879,schwanken::V,houpat se,տատանվել
880,schwingen::V,kývat se,ճոճվել
881,fallen::V,padat,ընկնել
882,brennen::V,hořet,այրվել
883,rauchen::V,kouřit,ծխել
884,regnen::V,pršet,անձրեւ գալ
885,gefrieren::V,zamrznout,սառչել
886,tauen::V,tát,լկիլ
887,schmelzen::V,tavit,հալիլ
888,trocknen::V,schnout,չորանալ
889,sieden::V,vřít,եռալ
890,faulen::V,hnít,փտել
891,verfaulen::V,shnít,նեխել
892,reißen::V,roztrhat se,պատռվել
893,reißen::V,roztrhat se,ճղվել
894,versinken::V,topit se,սուզվել
895,versinken::V,ponořit se,սուզվել
896,vergehen::V,plynout,անցնել 
897,erscheinen::V,objevit se,հայտնվել
898,erscheinen::V,objevit se,երեւալ
899,verschwinden::V,zmizet,անհետանալ
900,sinken::V,klesat,ընկնել
901,abnehmen::V,ubýt,փոքրանալ
902,zunehmen::V,přibýt,մեծանալ
903,steigen::V,stoupat,բարձրանալ
904,wachsen::V,růst,աճել
905,glänzen::V,lesknout se,նշուլել
906,glänzen::V,lesknout se,փայլիլ
907,funkeln::V,jiskřit se,փայլատակել
908,lärmen::V,dělat hluk,աղմուկ հանել
909,läuten::V,zvonit,զնգալ
910,klingeln::V,zvonit,զնգալ
911,klirren::V,řinčet,զնգզնգալ
912,brausen::V,hučet,մոլեգնել
913,rauschen::V,šumět,սոսափել
914,klingen::V,znít,հնչել
915,bellen::V,štěkat,հաչել
916,heulen::V,výt,ոռնալ 
917,blasen::V,foukat,փչել 
918,pfeifen::V,pískat,սուլել
919,schreien::V,křičet,գոռալ 
920,stöhnen::V,sténat,տնքալ
921,zittern::V,třást se,դողալ
922,leben::V,žít,ապրել
923,geboren werden::V,rodit se,ծնվել
924,atmen::V,dýchat,շնչել
925,trinken::V,pít,խմել
926,essen::V,jíst,ուտել
927,schlucken::V,polykat,կլանել
928,schlucken::V,polykat,կուլ տալ
929,müde werden::V,unavit se,հոգնել
930,einschlafen::V,usnout,քուն մտնել
931,schlafen::V,spát,քնել
932,aufwachen::V,probudit se,արթննալ
933,aufstehen::V,vstát,ելլել
934,sich erholen::V,zotavovat se,հանգստանալ
935,krank werden::V,onemocnět,հիւանդանալ
936,krank sein::V,být nemocný,հիվանդ լինել
937,schmerzen::V,bolet,ցավել
938,husten::V,kašlat,հազալ
939,genesen::V,uzdravit se,ապաքինվել
940,sterben::V,umřít,մեռնել
941,sterben::V,umřít,վախճանվել
942,umkommen::V,zahynout,կործանվել
943,sich bewegen::V,pohnout se,ընթանալ
944,sich rühren::V,hnout se,շարժվել
945,sich erheben::V,zdvihnout se,կանգնել
946,sich erheben::V,zdvihnout se,վեր կենալ
947,sich setzen::V,posadit se,նստել
948,hinfallen::V,upadnout,ընկնել
949,laufen::V,běžet,քայլել
950,schreiten::V,kráčet,ճեմել
951,spazierengehen::V,procházet se,շրջագայել
952,eilen::V,spěchat,շտապել
953,sich beeilen::V,pospíšit si,շտապել 
954,sausen::V,fičet,սլանալ
955,rennen::V,pádit,վազել
956,springen::V,skákat,ցատկել
957,klettern::V,lézt,մագլցել
958,klettern::V,šplhat,մագլցել
959,schaukeln::V,houpat,ճոճվել
960,schaukeln::V,houpat,օրորվել
961,kriechen::V,lézt,սողալ
962,kriechen::V,plazit se,սողալ
963,schwimmen::V,plavat,լողալ
964,tauchen::V,nořit se,սուզվել
965,rudern::V,veslovat,թիավարել
966,fahren::V,jet,ընթանալ
967,fahren::V,jezdit,ընթանալ
968,fliegen::V,létat,թռչել
969,gehen::V,jít,գնալ
970,weggehen::V,odejít,հեռանալ
971,abfahren::V,odjet,ճանապարհվել
972,anhalten::V,zastavit se,կանգնել
973,hineingehen::V,vcházet se,մտնել
974,eintreten::V,vstoupit,մտնել
975,kommen::V,přijít,գալ
976,ankommen::V,dojít,ժամանել
977,zurückkommen::V,vrátit se,վերադառնալ
978,bleiben::V,zůstat,մնալ
979,warten::V,čekat,սպասել
980,erwarten::V,čekat na,սպասել
981,suchen::V,hledat,որոնել
982,finden::V,najít,գտնել
983,versuchen::V,zkoušet,փորձել
984,vorbereiten::V,připravit,պատրաստել
985,lieben::V,milovat,սիրել
986,mögen::V,mít rád,հավանել
987,mögen::V,mít rád,սիրել
988,lachen::V,smát se,ծիծաղել
989,rühren::V,dojmout,հուզել
990,weinen::V,plakat,լալ
991,schimpfen::V,nadávat,տրտնջալ
992,schimpfen::V,nadávat,քրթմնջել
993,sich ärgern::V,pohoršit se,զայրանալ
994,sich fürchten::V,bát se,վախնալ
995,fürchten::V,bát se,վախենալ
996,fliehen::V,utéct,փախչել
997,flüchten::V,prchnout,փախչել
998,sehen::V,vidět,տեսնել
999,anschauen::V,podívat se na,դիտել
1000,ansehen::V,sledovat,նայել
1001,hören::V,slyšet,լսել
1002,zuhören::V,poslouchat,ունկնդրել
1003,probieren::V,ochutnávat,համը տեսել
1004,riechen::V,cítit,հոտ առնել
1005,fühlen::V,cítit,զգալ
1006,scheinen::V,zdát se,երեւալ
1007,zu sehen sein::V,moci být viděn,երեւալ
1008,vernehmen::V,uslyšet,իմանալ 
1009,frieren::V,mrznout,մրսել
1010,tun::V,dělat,անել
1011,können::V,moct,կարողանալ
1012,wollen::V,chtít,ուզել
1013,wollen::V,chtít,ցանկանալ
1014,anfangen::V,začít,սկսել
1015,beenden::V,ukončit,վերջացնել
1016,aufhören::V,přestat,դադարել
1017,gelingen::V,podařit se,հաջողվել
1018,gelingen::V,podařit se,գլուխ գալ
1019,geraten::V,dařit se,ստացվել
1020,öffnen::V,otevřít,բաց անել
1021,schließen::V,zavřít,փակել 
1022,stellen::V,postavit,դնել
1023,setzen::V,posadit,նստեցնել
1024,legen::V,klást,դնել
1025,legen::V,položit,դնել
1026,berühren::V,dotýkat se,դիպչել
1027,berühren::V,dotýkat se,շոշափել
1028,verbinden::V,spojit,շաղկապել
1029,bedecken::V,pokrýt,ծածկել
1030,aufhängen::V,oběsit,կախել
1031,aufhängen::V,pověsit,կախել
1032,anzünden::V,zapálit,վառել
1033,anzünden::V,podpálit,վառել
1034,aufheben::V,zvednout,վերցնել
1035,aufheben::V,zdvihnout,վերցնել
1036,zurücklassen::V,zanechat,թողնել
1037,verlieren::V,ztratit,կորցնել
1038,fallen lassen::V,upustit,գցել
1039,machen::V,udělat,անել
1040,herstellen::V,vyrobit,արտադրել
1041,bauen::V,stavět,կառուցել
1042,bauen::V,budovat,կառուցել
1043,reparieren::V,opravit,նորոգել
1044,verbessern::V,zlepšit,բարելավել
1045,ändern::V,změnit,փոխել
1046,graben::V,rýt,փորել
1047,graben::V,kopat,փորել
1048,beugen::V,ohnout,ծռել
1049,biegen::V,ohnout,թեքել
1050,drehen::V,točit,ոլորել
1051,wenden::V,obrátit,պտտել
1052,umdrehen::V,obrátit,շրջել
1053,heben::V,zdvihnout,բարձրացնել
1054,hochheben::V,zvednout,բարձրացնել
1055,ergreifen::V,chopit se,վարակվել
1056,halten::V,držet,բռնել
1057,drücken::V,stisknout,ճնշել
1058,schieben::V,posouvat,հրել
1059,kratzen::V,škrábat,քերել
1060,lecken::V,lízat,լիզել
1061,beißen::V,kousat,կծել
1062,abreißen::V,utrhat,պոկել
1063,abreißen::V,odtrhat,պոկել
1064,abschneiden::V,uřezat,կտրել 
1065,abschneiden::V,ukrojit,կտրել 
1066,binden::V,přivázat,կապել
1067,stecken::V,strčit,խրել
1068,brechen::V,lomit,կոտրել 
1069,klopfen::V,ťukat,թակել
1070,klopfen::V,klepat,թակել
1071,hauen::V,bít,ծեծել
1072,kleben::V,lepit,կպցնել
1073,reiben::V,třít,շփել
1074,streichen::V,mazat,վրան քսել
1075,schleifen::V,brousit,սրել 
1076,schneiden::V,řezat,կտրել
1077,schneiden::V,střihat,կտրել
1078,rütteln::V,třást,ցնցել
1079,rütteln::V,otřást,ցնցել
1080,schütteln::V,třást,թափահարել
1081,schütteln::V,zatřást,թափահարել
1082,schwenken::V,mávat,ճոճել
1083,schütten::V,nasypat,լցնել
1084,füllen::V,naplnit,լիքը լցնել
1085,einwickeln::V,zavinout,փաթաթել
1086,tragen::V,nést,կրել
1087,tragen::V,nést,տանել
1088,schleppen::V,vléct,քաշել
1089,ziehen::V,tahat,ձգել
1090,ziehen::V,tahat,քաշել
1091,ziehen::V,táhnout,ձգել
1092,ziehen::V,táhnout,քաշել
1093,aufbewahren::V,schovat,պահել 
1094,werfen::V,házet,նետել
1095,fangen::V,chytat,
1096,packen::V,uchvátit,հափշտակել
1097,verstecken::V,schovat,ծածկել
1098,teilen::V,rozdělit,բաժանել
1099,schicken::V,posílat,ուղարկել
1100,bringen::V,přinést,բերել
1101,hinzufügen::V,připojit,ավելացնել
1102,bekommen::V,dostat,հայթայթել
1103,erhalten::V,uchovat,ստանալ
1104,nehmen::V,vzít,վերցնել
1105,wählen::V,zvolit,ընտրել
1106,auswählen::V,vybrat,գերադասել
1107,bewahren::V,uchránit,պահպանել
1108,behindern::V,překážet,խոչընդոտել
1109,verderben::V,zkazit,փչացնել
1110,beschädigen::V,porušit,վնասել
1111,beschädigen::V,poškodit,վնասել
1112,zerbrechen::V,rozlámat,ջարդել
1113,zerbrechen::V,rozlámat,կոտրել
1114,zerreißen::V,roztrhnout,պատռել
1115,zerstören::V,zničit,քանդել
1116,verbrennen::V,spálit,այրել
1117,geben::V,dát,տալ
1118,reichen::V,podat,հանձնել
1119,schenken::V,darovat,նվիրել
1120,versprechen::V,slíbit,խոստանալ
1121,wünschen::V,přát,մաղթել
1122,loben::V,chválit,գովել
1123,küssen::V,líbat,համբուրել
1124,wiegen::V,chovat,օրորել
1125,wiegen::V,kolébat,օրորել
1126,zudecken::V,přikrýt,վրան գցել
1127,zudecken::V,přiklopit,վրան գցել
1128,wecken::V,vzbudit,զարթնեցնել
1129,zeigen::V,ukázat,ցույց տալ
1130,führen::V,vést,ուղեկցել
1131,lehren::V,učit,սովորեցնել
1132,unterrichten::V,vyučovat,ավանդել
1133,aufziehen::V,vychovat,դաստիարակել
1134,leiten::V,vodit,ղեկավարել
1135,leiten::V,vodit,կառավարել
1136,antreiben::V,nutit,շտապեցնել
1137,lassen::V,dát,ստիպել
1138,einladen::V,pozvat,հրավիրել
1139,vereinigen::V,spojit,միացնել
1140,besuchen::V,návštívit,այցելել
1141,treffen::V,potkat,հանդիպել
1142,sich versammeln::V,shromáždit se,հավաքվել
1143,spielen::V,hrát,խաղալ
1144,singen::V,zpívat,երգել
1145,tanzen::V,tančit,պարել
1146,sich trennen::V,rozejít se,ցրվել
1147,verlassen::V,opustit,լքել
1148,retten::V,zachránit,փրկել
1149,bewachen::V,hlídat,պահել
1150,schützen::V,chránit,պաշտպանել
1151,verteidigen::V,obhájit,պաշտպանել
1152,sich schlagen::V,bít se,կռվել
1153,schießen::V,střílet,կրակել
1154,siegen::V,zvítězit,հաղթել
1155,ärgern::V,zlobit,ձանձրացնել
1156,ärgern::V,pohoršit,ձանձրացնել
1157,schlagen::V,udeřit,խփել
1158,schlagen::V,praštit,խփել
1159,treten::V,kopnout,քացի տալ
1160,stechen::V,bodnout,խայթել
1161,stechen::V,píchnout,խայթել
1162,stoßen::V,strčit,մղել
1163,stehlen::V,ukrást,գողանալ
1164,stören::V,vyrušit,խանգարել
1165,belästigen::V,obtěžovat,անհանգստացնել
1166,verbergen::V,skrýt,թաքցնել
1167,täuschen::V,klamat,խաբել
1168,betrügen::V,podvést,խաբել
1169,töten::V,zabít,սպանել 
1170,wohnen::V,bydlit,բնակվել
1171,arbeiten::V,pracovat,աշխատել
1172,sammeln::V,sebrat,հավաքել
1173,pflücken::V,česat,քաղել
1174,jagen::V,uhonit,որս անել
1175,fischen::V,chytat ryby,ձուկ բռնել
1176,fassen::V,ulovit,բռնել
1177,hüten::V,pást,արածեցնել
1178,treiben::V,hnát,հովուել
1179,anbinden::V,přivázat,չուանել
1180,füttern::V,krmit,կերակրել
1181,melken::V,dojit,կթել
1182,hacken::V,seknout,կոտորել
1183,gießen::V,zalít,ջրել
1184,reifen::V,uzrát,հասունանալ 
1185,zubereiten::V,připravit,պատրաստել
1186,kochen::V,vařit,եփել
1187,backen::V,péct,թխել
1188,braten::V,smažit,տապակել
1189,umrühren::V,zamíchat,խառնել
1190,stricken::V,plést,գործել
1191,nähen::V,šít,կարել
1192,färben::V,nabarvit,ներկել
1193,reinigen::V,očistit,մաքրել
1194,waschen::V,mýt,լվանալ
1195,abwischen::V,utřít,սրբել
1196,spülen::V,spláchnout,ողողել
1197,spülen::V,spláchnout,պարզաջրել
1198,fegen::V,zamést,ավլել
1199,kehren::V,mést,ավլել
1200,baden::V,koupat se,լողանալ
1201,sich waschen::V,mýt se,լվացվել
1202,ausziehen::V,svléct,հանել
1203,anziehen::V,obléct,հագնել
1204,sich anziehen::V,oblékat se,հագնվել
1205,kämmen::V,učesat,սանրել
1206,schmücken::V,ozdobit,զարդարել
1207,sagen::V,říct,ասել
1208,sprechen::V,mluvit,խոսել
1209,reden::V,hovořit,զրուցել
1210,sich unterhalten::V,povídat se,խոսակցել
1211,fragen::V,zeptat se,հարցնել
1212,bitten::V,prosit,խնդրել
1213,erzählen::V,povídat,պատմել
1214,mitteilen::V,sdělit,հաղորդել
1215,mitteilen::V,oznámit,հաղորդել
1216,nennen::V,nazvat,անվանել
1217,rufen::V,volat,կանչել
1218,rufen::V,zavolat,կանչել
1219,prahlen::V,chlubit se,պարծենալ
1220,übersetzen::V,přeložit,թարգմանել
1221,denken::V,myslit,մտածել
1222,glauben::V,věřit,հավատալ
1223,bemerken::V,zpozorovat,նկատել
1224,erkennen::V,poznat,ճանաչել
1225,begreifen::V,pochopit,հասկանալ
1226,verstehen::V,porozumět,ըմբռնել
1227,lernen::V,učit se,սովորել
1228,wissen::V,vědět,իմանալ
1229,sich erinnern an::V,vzpomínat si na,հիշել
1230,sich erinnern an::V,vzpomínat si na,մտաբերել
1231,vergessen::V,zapomínat,մոռանալ
1232,messen::V,měřit,չափել
1233,zählen::V,spočítat,թվել
1234,zählen::V,spočítat,հաշվել
1235,rechnen::V,počítat,հաշվել
1236,rechnen::V,počítat,հաշվարկել
1237,lesen::V,číst,կարդալ
1238,malen::V,malovat,նկարել
1239,zeichnen::V,rýsovat,գծել
1240,schreiben::V,psát,գրել
1241,besitzen::V,mít,ունենալ
1242,besitzen::V,mít,տեր լինել
1243,besitzen::V,vlastnit,ունենալ
1244,besitzen::V,vlastnit,տեր լինել
1245,kaufen::V,koupit,գնել
1246,verkaufen::V,prodat,վաճառել
1247,bezahlen::V,zaplatit,վճարել
1248,zahlen::V,platit,վճարել
1249,beherrschen::V,ovládat,ղեկավարել
1250,ertragen::V,snést,դիմանալ
