,Concept_ID,sq,av
213,Schmetterling::N,flutur,кӏалкӏучӏ
214,Beere::N,frutë,
215,Beere::N,manaferrë,
216,Apfel::N,mollë,гӏеч
217,Pilz::N,kërpudhë,гӏурдахӏан
218,Zwiebel::N,qepë,кӏочӏопер
219,Saat::N,farë,хьон
220,Korn::N,grurë,мугь
221,Korn::N,kokërr,мугь
222,Heu::N,sanë,хер
223,Schale::N,lëkurë,хъал
224,Grube::N,gropë,гвенд
225,Falle::N,kurth,къор
226,Falle::N,kurth,къотен
227,Falle::N,grackë,къор
228,Falle::N,grackë,къотен
229,Schlinge::N,nyjë,кӏичӏ
230,Spur::N,gjurmë,лъалкӏ
231,Asche::N,hi,рахъу
232,Dreck::N,baltë,гъиз
233,Dreck::N,baltë,хӏарщ
234,Eisen::N,hekur,махх
235,Gold::N,ar,месед
236,Gold::N,flori,месед
237,Silber::N,argjend,гӏарац
238,Kohle::N,qymyr,тӏурччи
239,Glas::N,qelq,цӏер
240,Lehm::N,argjilë,хӏатӏ
241,Sand::N,rërë,сали
242,Mensch::N,njeri,чи
243,Mann::N,burrë,бихьинчи
244,Mann::N,mashkull,бихьинчи
245,Frau::N,grua,гӏадан
246,Frau::N,femër,гӏадан
247,Kind::N,kalama,лъимер
248,Junge::N,djalë,вас
249,Mädchen::N,gocë,яс
250,Mädchen::N,vajzë,яс
251,Familie::N,familje,хъизан
252,Großvater::N,gjysh,кӏудада
253,Großmutter::N,gjyshe,кӏодо
254,Eltern::N,prindër,эбел-эмен
255,Vater::N,atë,эмен
256,Mutter::N,nënë,эбел
257,Sohn::N,bir,вас
258,Tochter::N,bijë,яс
259,Bruder::N,vëlla,вац
260,Schwester::N,motër,яц
261,Onkel::N,dajë,даци
262,Onkel::N,xhaxha,даци
263,Tante::N,teze,ада
264,Tante::N,hallë,ада
265,Ehemann::N,burrë,рос
266,Ehemann::N,bashkëshort,рос
267,Ehefrau::N,grua,чӏужу
268,Ehefrau::N,bashkëshorte,чӏужу
269,Freude::N,gaz,ракӏбохи
270,Freude::N,gëzim,ракӏбохи
271,Gelächter::N,qeshje,релъи
272,Glück::N,lumturi,талихӏ
273,Glück::N,lumturi,талихӏ-рохел
274,Kummer::N,brengë,хӏалкъай
275,Kummer::N,pikëllim,хӏалкъай
276,Wunsch::N,dëshirë,къасд
277,Lust::N,epsh,гъира
278,Lust::N,dashuri,гъира
279,Geist::N,frymë,чӏанкӏ
280,Geist::N,frymë,рухӏ-жан
281,Geist::N,shpirt,чӏанкӏ
282,Geist::N,shpirt,рухӏ-жан
283,Gedanke::N,ide,пикру
284,Gedanke::N,mendim,пикру
285,Gedächtnis::N,kujtesë,
286,Verstand::N,mend,лумалъи
287,Verstand::N,mend,цӏодорлъи
288,Sinn::N,kuptim,магӏна
289,Grund::N,arsye,багьана
290,Wahrheit::N,vërtetë,ритӏухълъи
291,Gespräch::N,bisedim,накъит
292,Märchen::N,përrallë,маргьа
293,Erzählung::N,tregim,къиса
294,Nachricht::N,lajm,хабар
295,Neuigkeit::N,risi,хабар-гӏазаб
296,Name::N,emër,цӏар
297,Rätsel::N,gjëzë,бицанкӏо
298,Rätsel::N,gjëegjëzë,бицанкӏо
299,Rede::N,fjalim,речь
300,Rede::N,fjalim,калам
301,Sprache::N,gjuhë,мацӏ
302,Stimme::N,zë,гьаракь
303,Wort::N,fjalë,рагӏи
304,Zeichen::N,shenjë,ишара
305,Zeichen::N,shenjë,гӏаламат
306,Ruf::N,thirrmë,ахӏи
307,Lärm::N,zhurmë,хъуй
308,Lärm::N,zhurmë,хъуди
309,Laut::N,tingull,гьаракь
310,Laut::N,tingull,сас
311,Ton::N,ton,
312,Lied::N,këngë,кечӏ
313,Ruhe::N,qetësi,рахӏат
314,Leute::N,botë,гӏадамал
315,Leute::N,njerëz,гӏадамал
316,Volk::N,popull,халкъ
317,Arbeit::N,punë,хӏалтӏи
318,Gast::N,mik,гьобол
319,Gast::N,mysafir,гьобол
320,Geschenk::N,dhuratë,сайигъат
321,Geschenk::N,peshqesh,сайигъат
322,Spiel::N,lojë,хӏай
323,Spiel::N,lojë,расанди
324,Gesellschaft::N,shoqëri,жамагӏат
325,Hilfe::N,ndihmë,кумек
326,Freund::N,mik,гьудул
327,Kamerad::N,shok,гьалмагъ
328,Angelegenheit::N,punë,къваригӏел
329,Anzahl::N,sasi,рикӏкӏен
330,Art::N,lloj,жинс
331,Stück::N,copë,кесек
332,Teil::N,pjesë,пай
333,Hälfte::N,gjysmë,бащдаб
334,Kreis::N,qark,гор
335,Kreis::N,rreth,гор
336,Kreuz::N,kryq,хъанч
337,Linie::N,vijë,мухъ
338,Strich::N,vizë,хӏучч
339,Abstand::N,distancë,манзил
340,Entfernung::N,largim,манзил
341,Gegend::N,vise,рахъ
342,Gegend::N,krahinë,рахъ
343,Platz::N,shesh,бакӏ
344,Ort::N,vend,бакӏ
345,Seite::N,anë,рахъ
346,Mitte::N,mes,бакьулъбакӏ
347,Gegenstand::N,send,жо
348,Sache::N,gjë,жо
349,Sache::N,send,жо
350,Rand::N,qoshe,мицӏир
351,Kante::N,teh,рагӏал
352,Kante::N,teh,рагӏа-ракьан
353,Ecke::N,qoshe,цили
354,Spitze::N,majë,тӏогь
355,Ende::N,skaj,кӏал
356,Ende::N,bisht,кӏал
357,Loch::N,vrimë,каратӏ
358,Winkel::N,kënd,
359,Muster::N,mostër,накъиш
360,Größe::N,madhësi,кӏодо́лъи
361,Länge::N,gjatësi,халалъи
362,Höhe::N,lartësi,борхалъи
363,Gewicht::N,peshë,бакӏлъи
364,Menge::N,sasi,
365,Haufen::N,grumbull,гъуни
366,Reihe::N,radhë,ирга́
367,Reihe::N,rresht,ирга́
368,Boot::N,barkë,раса
369,Boot::N,lundër,раса
370,Ruder::N,rrem,раххан
371,Schlitten::N,sajë,чанагъ
372,Ski::N,ski,лыжаби
373,Lagerfeuer::N,flakadan,цӏа
374,Lagerfeuer::N,zjarr i madh,цӏа
375,Last::N,barrë,бакӏлъи
376,Gang::N,ecje,хьвади
377,Gang::N,ecje,хьвада-чӏвади
378,Schritt::N,hap,гали
379,Norden::N,veri,шимал
380,Süden::N,jug,юг
381,Süden::N,jug,къибла
382,Westen::N,perëndim,гъарб
383,Westen::N,perëndim,магъриб
384,Osten::N,lindje,шаркъ
385,Osten::N,lindje,машрикъ
386,Holz::N,dru,цӏул
387,Brett::N,dërrasë,хъарщи
388,Platte::N,pllakë,къоно
389,Stütze::N,shtyllë,
390,Stütze::N,mbështetesë,
391,Stange::N,shufër,гӏер
392,Stock::N,dajak,тӏил
393,Stab::N,shkop,гӏер
394,Rohr::N,tub,турба
395,Haus::N,shtëpi,ригь
396,Haus::N,shtëpi,рукъзал
397,Heim::N,konak,рукъ
398,Heim::N,shtëpi,рукъ
399,Ofen::N,sobë,печь
400,Ofen::N,stufë,печь
401,Fußboden::N,dysheme,чӏабар
402,Tisch::N,tryezë,стол
403,Stuhl::N,karrige,бакӏу
404,Wiege::N,djep,кини
405,Bett::N,shtrat,кровать
406,Regal::N,raft,хъарщи
407,Kiste::N,kuti,ящик
408,Kiste::N,kuti,тӏалагъуд
409,Fenster::N,dritare,гордо
410,Tür::N,derë,нуцӏа
411,Tor::N,portë,каву
412,Zaun::N,gardh,раци
413,Dach::N,çati,тӏох
414,Leiter::N,shkallë,мали
415,Besen::N,fshesë,жул
416,Spaten::N,lopatë,бел
417,Schaufel::N,qyrek,раххан
418,Gabel::N,pirun,гӏучӏ
419,Löffel::N,lugë,гъуд
420,Messer::N,thikë,нус
421,Nagel::N,gozhdë,магӏ
422,Netz::N,rrjetë,гьин
423,Haken::N,grep,гъанцӏа
424,Haken::N,grremç,гъанцӏа
425,Griff::N,dorak,гӏоркь
426,Griff::N,dorezë,гӏоркь
427,Schloss::N,bravë,кӏулал
428,Bild::N,tablo,сурат
429,Bild::N,pikturë,сурат
430,Figur::N,figurë,
431,Puppe::N,kukull,нани
432,Beutel::N,qese,таргьа
433,Beutel::N,trastë,таргьа
434,Bündel::N,deng,къай
435,Tasche::N,çantë,сумка
436,Tasche::N,çantë,къвачӏа
437,Eimer::N,kovë,ведро
438,Deckel::N,kapak,тӏалъел
439,Deckel::N,kapak,дадитӏалъел
440,Deckel::N,mbulesë,тӏалъел
441,Deckel::N,mbulesë,дадитӏалъел
442,Geschirr::N,enë,цӏарагӏ
443,Sack::N,thes,хъап
444,Sack::N,thes,къандалъо
445,Sack::N,torbë,хъап
446,Sack::N,torbë,къандалъо
447,Tasse::N,filxhan,чашка
448,Topf::N,kusi,хьаг
449,Topf::N,tenxhere,хьаг
450,Kessel::N,kazan,хьаг
451,Kessel::N,kazan,гереги
452,Essen::N,ngrënie,тӏагӏам
453,Nahrung::N,ushqim,квен
454,Speise::N,gatesë,квен
455,Fleisch::N,mish,гьан
456,Getreide::N,drithë,бугӏа-ролъ
457,Getreide::N,drithë,могьолабл_культураби
458,Brei::N,qull,карщ
459,Brot::N,bukë,чед
460,Scheibe::N,fetë,мочӏу
461,Fett::N,lyrë,беэнлъи
462,Fett::N,yndyrë,беэнлъи
463,Butter::N,gjalpë,нах
464,Öl::N,vaj,нах
465,Salz::N,kripë,цӏам
466,Suppe::N,supë,чурпа
467,Suppe::N,çorbë,чурпа
468,Honig::N,mjaltë,гьоцӏо
469,Milch::N,qumësht,рахь
470,Tee::N,çaj,чай
471,Leder::N,lëkurë,тӏом
472,Wolle::N,lesh,квас
473,Stoff::N,pëlhurë,ххам
474,Nadel::N,gjilpërë,рокӏкӏен
475,Faden::N,pe,кун
476,Faden::N,fije,кун
477,Knopf::N,kopsë,маргъал
478,Knoten::N,komb,гарацӏ
479,Farbe::N,bojë,релъен
480,Kleidung::N,veshje,ретӏел
481,Hemd::N,këmishë,гурде
482,Kragen::N,jakë,габур
483,Ärmel::N,mëngë,къвал
484,Hose::N,brekë,тӏажу
485,Gürtel::N,rrip,рачел
486,Mütze::N,kësulë,тӏагъур
487,Schuh::N,këpucë,
488,Stiefel::N,çizme,этек
489,Stiefel::N,çizme,чакма
490,Ring::N,unazë,баргъич
491,Band::N,shirit,лента
492,Kamm::N,krehër,гьоркьо
493,Spiegel::N,pasqyrë,матӏу
494,Riemen::N,rrip,рижу
495,Schnur::N,litar,
496,Schnur::N,cikomë,
497,Leine::N,rrip,
498,Decke::N,batanije,одея́ло
499,Kissen::N,jastëk,къандалъо
500,Tuch::N,shami,квархьи
501,Handtuch::N,peshqir,беркӏалрацӏцӏ
502,Kraft::N,forcë,гуч
503,Kraft::N,forcë,къуват
504,Stärke::N,koll,хӏалкӏвей
505,Gesundheit::N,shëndet,сахлъи́
506,Krankheit::N,sëmundje,унти
507,Krankheit::N,sëmundje,щокълъи
508,Schmerz::N,dhimbje,унти
509,Wunde::N,plagë,ругъун
510,Fieber::N,ethe,цӏа-кан
511,Arznei::N,ilaç,дару
512,Brücke::N,urë,кьо
513,Brunnen::N,pus,гъуй
514,Weide::N,kullotë,рицӏцӏ
515,Weide::N,kullotë,лъичӏирма
516,Weide::N,kullotë,гӏурдаллъи
517,Weide::N,kullotë,ри́цӏигъветӏ
518,Weide::N,kullotë,рицӏцӏигъветӏ
519,Pfad::N,ravë,сухъмахъ
520,Pfad::N,shteg,сухъмахъ
521,Weg::N,udhë,нух
522,Weg::N,shteg,нух
523,Straße::N,rrugë,нух
524,Dorf::N,fshat,росу
525,Dorf::N,katund,росу
526,Stadt::N,qytet,шагьар
527,Brief::N,letër,кагъат
528,Brief::N,letër,рисалат
529,Buch::N,libër,тӏехь
530,Buchstabe::N,shkronjë,хӏарп
531,Zeitung::N,gazetë,газет
532,Leben::N,jetë,яшав
533,Tod::N,mortje,хвел
534,Grab::N,varr,хоб
535,Kirche::N,kishë,килиса
536,Sünde::N,mëkat,хӏакъ
537,Sünde::N,mëkat,мунагь
538,Sünde::N,gjynah,хӏакъ
539,Sünde::N,gjynah,мунагь
540,Gott::N,hy,бичас
541,Gott::N,hy,аллагь
542,Gott::N,zot,бичас
543,Gott::N,zot,аллагь
544,Arbeiter::N,punëtor,хӏалтӏухъан
545,Chef::N,shef,хӏаким
546,Chef::N,shef,начальник
547,Chef::N,drejtues,хӏаким
548,Chef::N,drejtues,начальник
549,Meister::N,mjeshtër,устар
550,Meister::N,mjeshtër,мастер
551,Meister::N,mjeshtër,махщалилав
552,Arzt::N,mjek,жайрахӏ
553,Arzt::N,doktor,жайрахӏ
554,Lehrer::N,mësues,мугӏалим
555,Lehrer::N,arsimtar,мугӏалим
556,Geld::N,para,гӏарац
557,Geld::N,holla,гӏарац
558,Geschäft::N,ujdi,
559,Geschäft::N,biznes,
560,Laden::N,dyqan,тукен
561,Preis::N,çmim,багьа
562,Ware::N,mall,къайи
563,Nutzen::N,dobi,мунпагӏат
564,Nutzen::N,leverdi,мунпагӏат
565,Reichtum::N,kamje,бечелъи
566,Reichtum::N,pasuri,бечелъи
567,Welt::N,botë,дуниял
568,Land::N,vend,улка
569,Land::N,vend,икълим
570,Staat::N,shtet,пачалихъ
571,König::N,mbret,пача
572,König::N,mbret,малик
573,König::N,mbret,къирал
574,König::N,mbret,падишагь
575,Macht::N,fuqi,кверщел
576,Macht::N,pushtet,кверщел
577,Grenze::N,kufi,гӏорхъи
578,Krieg::N,luftë,рагъ
579,Feind::N,armik,тушман
580,Gewalt::N,dhunë,зулму
581,Kampf::N,luftim,къеркьей
582,Bogen[Waffe]::N,hark,газаргъо
583,Pfeil::N,shigjetë,чӏор
584,Gewehr::N,pushkë,туманкӏ
585,Fehler::N,gafë,гъалатӏ
586,Fehler::N,gabim,гъалатӏ
587,Lüge::N,gënjeshtër,гьереси
588,Schaden::N,dëm,зиян
589,Schaden::N,dëm,зарал
590,Schaden::N,zarar,зиян
591,Schaden::N,zarar,зарал
592,Unglück::N,fatkeqësi,балагь
593,Schuld::N,faj,гӏайиб
594,Alter::N,moshë,гӏумру
595,Schluss::N,fund,ахир
596,Zeit::N,kohë,заман
597,Tag::N,ditë,къо
598,Morgen::N,mëngjes,радалмех
599,Mittag::N,mesditë,къадемех
600,Abend::N,mbrëmje,релъедамех
601,Nacht::N,natë,сордо
602,Woche::N,javë,анкь
603,Monat::N,muaj,моцӏ
604,Jahr::N,vit,сон
605,Jahr::N,vit,лъагӏел
606,Frühling::N,pranverë,их
607,Sommer::N,verë,рии
608,Herbst::N,vjeshtë,хасалихълъи
609,Winter::N,dimër,кьин
610,Januar::N,janar,январь
611,Februar::N,shkurt,февра́ль
612,März::N,mars,март
613,April::N,prill,апрель
614,Mai::N,maj,май
615,Juni::N,qershor,июнь
616,Juli::N,korrik,июль
617,August::N,gusht,август
618,September::N,shtator,сентябрь
619,Oktober::N,tetor,октябрь
620,November::N,nëntor,ноябрь
621,Dezember::N,dhjetor,декабрь
622,Montag::N,hënë,итни
623,Dienstag::N,martë,талат
624,Mittwoch::N,mërkurë,арбагӏ
625,Donnerstag::N,enjte,хамиз
626,Freitag::N,premte,рузман
627,Samstag::N,shtunë,щамат
628,Sonntag::N,diel,гьатӏан
629,groß::A,madh,кӏудияб
630,klein::A,vogël,гьитӏинаб
631,lang::A,gjatë,халатаб
632,kurz::A,shkurtër,къокъаб
633,breit::A,gjerë,гӏебаб
634,schmal::A,ngushtë,къваридаб
635,dicht::A,dendur,ризаб
636,dick[Gegenstand]::A,trashë,бицатаб
637,dünn::A,hollë,тӏеренаб
638,fein::A,imët,тӏеренаб
639,fest::A,fortë,къвакӏараб
640,flach::A,sheshtë,чӏепараб
641,glatt::A,rrafshët,цӏвакараб
642,hart::A,fortë,кьварараб
643,weich::A,butë,тамахаб
644,rund::A,rrumbullakët,гургинаб
645,spitz::A,majëmprehtë,бегӏераб
646,scharf::A,mprehtë,рекӏараб
647,stumpf::A,topitur,тӏехӏараб
648,stumpf::A,topitur,рекӏинчӏеб
649,schwer::A,rëndë,бакӏаб
650,schön::A,bukur,берцинаб
651,heiß::A,nxehtë,лагьараб
652,warm::A,ngrohtë,хинаб
653,kalt::A,ftohtë,квачараб
654,kühl::A,freskët,квачараб
655,frisch::A,pastër,цӏияб
656,feucht::A,lagësht,рагьараб
657,nass::A,lagur,би́ччараб
658,trocken::A,thatë,бакъвараб
659,voll::A,plotë,
660,leer::A,bosh,чӏобогояб
661,leer::A,zbrazët,чӏобогояб
662,offen::A,hapur,рагьараб
663,geschlossen::A,mbyllur,рахараб-къараб
664,sauber::A,dëlirë,бацӏцӏадаб
665,schmutzig::A,ndyrë,гъизараб
666,roh::A,gjallë,хамаб
667,roh::A,gjallë,гӏатӏгояб
668,reif::A,arrirë,барщараб
669,lecker::A,shijshëm,тӏагӏамаб
670,süß::A,ëmbël,гьуинаб
671,bitter::A,hidhur,кьогӏаб
672,sauer::A,thartë,цӏекӏаб
673,hell::A,me dritë,канаб
674,dunkel::A,errët,бецӏаб
675,schwarz::A,i zi,чӏегӏераб
676,weiß::A,bardhë,хъахӏаб
677,rot::A,kuq,багӏараб
678,gelb::A,verdhë,гӏобилаб
679,gelb::A,verdhë,тӏогьилаб
680,blau::A,blu,хъахӏилаб
681,blau::A,kaltër,хъахӏилаб
682,grün::A,blertë,гӏурччинаб
683,grün::A,gjelbër,гӏурччинаб
684,grau::A,hirtë,накӏкӏуяб
685,grau::A,bojë hiri,накӏкӏуяб
686,bunt::A,shumëngjyrëshëm,къвекӏаб
687,bunt::A,shumëngjyrëshëm,чара-гъараб
688,billig::A,lirë,учузаб
689,teuer::A,shtrenjtë,хири́яб
690,wertvoll::A,çmuar,къиматаб
691,wertvoll::A,vlershëm,къиматаб
692,blind::A,qorr,беццаб
693,blind::A,verbër,беццаб
694,taub::A,shurdhër,гъугъаб
695,kräftig::A,fuqishëm,гучаб
696,stark::A,fortë,къуватаб
697,schwach::A,dobët,гӏажизаб
698,fett::A,dhjamur,кьарияб
699,schlank::A,hollë,чергесаб
700,hübsch::A,bukur,гьайбатаб
701,hübsch::A,hijshëm,гьайбатаб
702,böse::A,keq,ракӏквешаб
703,dumm::A,teveqel,гьагаб
704,dumm::A,teveqel,гӏантаб
705,faul::A,dembel,кӏохӏалаб
706,faul::A,dembel,кӏухӏа́лаб
707,fleißig::A,zellshëm,хӏаракатаб
708,geizig::A,kurnac,къарумаб
709,geizig::A,dorështrënguar,къарумаб
710,klug::A,mençur,лумияб
711,geschickt::A,aftë,махщел бугев
712,lieb::A,dashur,гӏазизаб
713,lustig::A,gëzuar,кепаб
714,sanft::A,butë,хӏалимаб
715,sanft::A,butë,хӏере́наб
716,hungrig::A,uritur,бакъараб
717,krank::A,sëmurë,щокъаб
718,krank::A,sëmurë,унтараб
719,nackt::A,lakuriq,гӏицӏаб
720,nackt::A,lakuriq,чӏанкӏараб
721,nackt::A,zhveshur,гӏицӏаб
722,nackt::A,zhveshur,чӏанкӏараб
723,traurig::A,trishtuar,пашманаб
724,lebendig::A,gjallë,чӏагояб
725,gut::A,mirë,лъикӏаб
726,schlecht::A,keq,къадараб
727,richtig::A,drejtë,битӏараб
728,schlimm::A,keq,нажасаб
729,schlimm::A,keq,къабихӏаб
730,wahr::A,vërtetë,хӏакъаб
731,wahr::A,vërtetë,битӏараб
732,alt::A,vjetër,басрияб
733,neu::A,i ri,цӏияб
734,ehemalig::A,dikurshëm,цебе́госеб
735,alt[Lebewesen]::A,plak,хераб
736,jung::A,i ri,тӏинчӏаб
737,jung::A,i ri,гӏолохъанаб
738,arm::A,varfër,пакъираб
739,arm::A,vobektë,пакъираб
740,reich::A,pasur,бечедаб
741,bekannt::A,njohur,лъалеб
742,berühmt::A,famshëm,машгьураб
743,fremd::A,huaj,чияр
744,verschieden::A,ndryshëm,батӏи-батӏияб
745,nah::A,afërt,гӏагарда бугеб
746,fern::A,largët,рикӏкӏадаб
747,linker::A,majtë,квегӏаб
748,rechter::A,djathtë,кваранаб
