,Concept_ID,ca,ta
702,nur::ADV,només,மட்டும்
703,schon::ADV,ja,ஏற்கனவே
704,wieder::ADV,de nou,மறுபடியும்
705,vergebens::ADV,en va,வீண்
706,vor::PRP,davānt,முன்
707,vor::PRP,enfront de,முன்
708,hinter::PRP,darrera,பின்பக்கம்
709,unter::PRP,sota,கீழே
710,durch::PRP,per,ஊடே
711,neben::PRP,al costāt de,அடுத்து
712,zwischen::PRP,entre,இடையில்
713,wegen::PRP,a causa de,ஏனெனில்
714,dies::PRN,aquest,இது
715,das::PRN,això,அது
716,alles::PRN,tot,ஒவ்வொன்றும்
717,ich::PRN,jo,நான்
718,du::PRN,tu,நீ
719,er::PRN,ell,அவன்
720,wir::PRN,nosaltres,நாம்
721,wir::PRN,nosaltres,நாங்கள்
722,ihr::PRN,vosaltres,நீங்கள்
723,sie::PRN,ells,அவர்கள்
724,sie::PRN,elles,அவர்கள்
725,was::FPRN,què,என்ன
726,wer::FPRN,qui,யார்
727,wo::FADV,on,எங்கே
728,wohin::FADV,cap a on,எதற்கு
729,wie::FADV,com,எப்படி
730,warum::FADV,per què,ஏன்
731,wieviel::FNUM,quant,எவ்வளவு
732,eins::NUM,u,ஒன்று
733,zwei::NUM,dos,இரண்டு
734,drei::NUM,tres,மூன்று
735,vier::NUM,quatre,நான்கு
736,fünf::NUM,cinc,ஐந்து
737,sechs::NUM,sis,ஆறு
738,sieben::NUM,set,ஏழு
739,acht::NUM,vuit,எட்டு
740,neun::NUM,nou,ஒன்பது
741,zehn::NUM,deu,பத்து
742,elf::NUM,onze,பதினொன்று
743,zwölf::NUM,dotze,பன்னிரண்டு
744,zwanzig::NUM,vint,இருபது
745,dreißig::NUM,trenta,முப்பது
746,vierzig::NUM,quaranta,நாற்பது
747,fünfzig::NUM,cinquanta,ஐமபது
748,sechzig::NUM,seixanta,அறுபது
749,siebzig::NUM,setanta,எழுபது
750,achtzig::NUM,vuitanta,எண்பது
751,neunzig::NUM,noranta,தொன்னூறு
752,hundert::NUM,cent,நூறு
753,tausend::NUM,mil,ஆயிரம்
754,und::CNJ,i,மற்றும்
755,oder::CNJ,o,அல்லது
756,stehen::V,estar de peu,நில்
757,sitzen::V,seure,உட்கார்
758,liegen::V,jeure,படு
759,hängen::V,penjar,தொங்கச் செய்
760,werden::V,fer-se,ஆகு
761,werden::V,posar-se,ஆகு
762,passieren::V,succeir,நிகழ்
763,beginnen::V,iniciar-se,ஆரம்பி
764,enden::V,acabar-se,முடி
765,enden::V,terminar-se,முடி
766,wechseln::V,canviar,மாற்று
767,aufgehen[Sonne]::V,sortir,உயர எழு
768,untergehen[Sonne]::V,posar-se,பொறுத்து
769,scheinen[Sonne]::V,brillar,பிரகாசி
770,donnern::V,tronar,இடி
771,wehen::V,bufar,வீசு
772,strömen::V,afluir,பாயதல்
773,fließen::V,fluir,நீரோட்டம் போக்கில் போ
774,sich drehen::V,girar,சுழல்
775,schwanken::V,vacil·lar,தள்ளாடு
776,schwingen::V,oscil·lar,ஆடு
777,fallen::V,caure,விழு
778,fallen::V,tombar,விழு
779,brennen::V,cremar,எரி
780,rauchen::V,fumejar,பகை பிடி
781,regnen::V,ploure,மழை பெய்
782,gefrieren::V,gelar-se,உறைந்துவிடு
783,tauen::V,fondre's,உருகு
784,schmelzen::V,fondre's,உருகு
785,trocknen::V,assecar-se,உலர்த்து
786,sieden::V,bullir,கொதிக்க வை
787,faulen::V,podrir-se,அழுகச் செய்
788,verfaulen::V,podrir-se,அழுகச் செய்
789,reißen::V,trencar-se,திடீரென அறு
790,versinken::V,enfonsar-se,மூழ்கு
791,vergehen::V,passar,கடந்துசெல்
792,erscheinen::V,aparèixer,தோன்றச்
793,verschwinden::V,desaparèixer,மறைந்து போ
794,sinken::V,baixar,பதைவுறு
795,sinken::V,descendir,பதைவுறு
796,abnehmen::V,decréixer,குறை
797,zunehmen::V,augmentar,உயர்த்து
798,steigen::V,pujar,உயர எழு
799,wachsen::V,créixer,வளர்
800,glänzen::V,brillar,மிளிர்
801,glänzen::V,resplendir,மிளிர்
802,funkeln::V,espurnejar,பிரகாசி
803,lärmen::V,fer soroll,கொம்பு
804,läuten::V,sonar,மணியொலியிசை
805,klingeln::V,trucar,மணி அடி
806,klirren::V,dringar,கிலுங்கு
807,brausen::V,rugir,இரைதல்
808,rauschen::V,murmurar,சலசலப்பு
809,klingen::V,sonar,சிலம்புதல்
810,bellen::V,lladrar,குரை
811,heulen::V,udolar,ஊளையிடு
812,blasen::V,bufar,ஊது
813,pfeifen::V,xiular,சீழ்க்கை எழப்பு
814,schreien::V,cridar,கூச்சலிடு
815,stöhnen::V,gemegar,வேதனை
816,zittern::V,tremolar,நடுங்கு
817,leben::V,vīure,உயிருடனிரு
818,geboren werden::V,néixer,பிற
819,atmen::V,respirar,சுவாசி
820,trinken::V,beure,குடி
821,essen::V,menjar,சாப்பிடு
822,schlucken::V,empassar-se,முழுங்கு
823,müde werden::V,cansar-se,கையயர்தல்
824,einschlafen::V,adormir-se,தூங்க
825,schlafen::V,dormir,தூங்கு
826,aufwachen::V,despertar-se,எழுப்பு
827,aufstehen::V,llevar-se,எழுந்திரு
828,sich erholen::V,descansar,இளைப்பாறு
829,krank werden::V,posar-se malalt,விழுதல்
830,krank sein::V,estar malalt,நருக்கலாயிருக்க
831,schmerzen::V,doldre,நோவுறு
832,husten::V,tossir,இருமு
833,genesen::V,recuperar-se,குணம் அடை
834,sterben::V,morir,மரணமடை
835,umkommen::V,perir,நசி
836,sich bewegen::V,moure's,நகர்த்து
837,sich rühren::V,moure's,அசை
838,sich erheben::V,aixecar-se,எழுந்து நில்
839,sich setzen::V,asseure's,உட்கார்
840,hinfallen::V,caure's,விழு
841,laufen::V,caminar,நட
842,schreiten::V,procedir,கவடுவைத்தல்
843,spazierengehen::V,passejar,உலவு
844,eilen::V,anar corrent,விரைந்து
845,sich beeilen::V,afanyar-se,அவசரப்படுத்து
846,sausen::V,córrer,விரைந்து செல்
847,rennen::V,córrer,ஓடு
848,springen::V,saltar,குதி
849,klettern::V,escalar,ஏறு
850,schaukeln::V,gronxar-se,தள்ளாடு
851,schaukeln::V,balancejar-se,தள்ளாடு
852,kriechen::V,reptar,மெதுவாக நடந்து செல்
853,kriechen::V,arrossegar-se,மெதுவாக நடந்து செல்
854,schwimmen::V,nadar,நீந்து
855,tauchen::V,bussejar,மூழ்கி நீச்சலடி
856,tauchen::V,submergir-se,மூழ்கி நீச்சலடி
857,rudern::V,remar,துடுப்புப் போடு
858,fahren::V,anar,ஓட்டு
859,fliegen::V,volar,பற
860,gehen::V,caminar,போ
861,weggehen::V,anar-se'n,விலகிச் செல்
862,abfahren::V,partir,புறப்பட்டுச் செல்
863,anhalten::V,aturar-se,நின்றுவிடு
864,hineingehen::V,entrar,மறையச் செய்
865,eintreten::V,entrar,நுழை
866,kommen::V,venir,வா
867,ankommen::V,arribar,வநது சேர்
868,zurückkommen::V,tornar,திரும்பி வா
869,bleiben::V,quedar-se,இரு
870,warten::V,esperar,தாமதி
871,erwarten::V,esperar,எதிர்நோக்கு
872,suchen::V,buscar,தேடு
873,finden::V,trobar,கண்டுபிடி
874,versuchen::V,intentar,முயற்சி செய்
875,vorbereiten::V,preparar,ஆயத்தம் செய்
876,lieben::V,estimar,அன்பு செலுத்து
877,mögen::V,agradar a,விரும்பு
878,lachen::V,riure,சிரி
879,rühren::V,commoure,இதயத்தைத் தொடு
880,rühren::V,emocionar,இதயத்தைத் தொடு
881,weinen::V,plorar,அழு
882,schimpfen::V,renyar,சாபமிடு
883,sich ärgern::V,enfadar-se,கோப்பபடு
884,sich fürchten::V,tenir por,பயப்படு
885,fürchten::V,témer,பயப்படுத்து
886,fliehen::V,fugir,ஓடு
887,flüchten::V,refugiar-se,தப்பிவிடு
888,sehen::V,veure,பார்
889,anschauen::V,mirar,கூர்ந்து கவனி
890,ansehen::V,mirar,கவனி
891,hören::V,oir,கேள்
892,zuhören::V,escoltar,சுவைத்துப் பார்
893,probieren::V,provar,ருசி
894,riechen::V,olorar,முகர்ந்து பார்
895,fühlen::V,sentīr,தொட்டுணர்
896,scheinen::V,semblar,காணப்படு
897,zu sehen sein::V,poder-se veure,தோன்றுதல்
898,vernehmen::V,percebre,கேள்
899,frieren::V,tenir fred,குதுகுதுகு
900,tun::V,fer,செய்
901,können::V,poder,இயல்வது
902,wollen::V,voler,விரும்பு
903,anfangen::V,iniciar,தொடங்கு
904,beenden::V,acabar,முடி
905,aufhören::V,deixar,நிறுத்து
906,gelingen::V,sortir bé,வெற்றி
907,geraten::V,sortir,ஏற்படுத்து
908,öffnen::V,obrir,திற
909,schließen::V,tancar,மூடு
910,stellen::V,posar,வை
911,stellen::V,col·locar,வை
912,setzen::V,assentar,வை
913,legen::V,posar,பரப்பி வை
914,berühren::V,tocar,பதி
915,verbinden::V,unir,சேர்
916,verbinden::V,connectar,சேர்
917,bedecken::V,tapar,உறைபோடு
918,bedecken::V,cobrir,உறைபோடு
919,aufhängen::V,penjar,தொங்கவிடு
920,anzünden::V,encendre,எரியூட்டு
921,aufheben::V,aixecar,பொறுக்கி எடு
922,zurücklassen::V,deixar,விட்டுச் செல்
923,verlieren::V,pērdre,இழ
924,fallen lassen::V,deixar caure,அளவில் குறைவு
925,machen::V,fer,தயார்செய்
926,herstellen::V,producir,உற்பத்தி செய்
927,bauen::V,construir,கட்டு
928,reparieren::V,reparar,பழுது பார்
929,verbessern::V,millorar,மேம்படுத்து
930,ändern::V,canviar,மாற்றி அமை
931,graben::V,cavar,குழி வெட்டு
932,beugen::V,doblegar,வனை
933,biegen::V,corbar,வனை
934,biegen::V,arquejar,வனை
935,drehen::V,girar,சுழல்
936,wenden::V,girar,குடைகவிழு
937,umdrehen::V,voltar,சுற்றும் முற்றும் பார்
938,heben::V,pujar,தூக்கு
939,heben::V,aixecar,தூக்கு
940,hochheben::V,aixecar,தூக்கு
941,ergreifen::V,agafar,பறி
942,halten::V,mantenir,பிடித்துக் கொள்
943,drücken::V,prémer,அழுத்து
944,drücken::V,estrènyer,அழுத்து
945,schieben::V,empènyer,தள்ளு
946,kratzen::V,raspar,கீறு
947,lecken::V,llepar,நக்கு
948,beißen::V,mossegar,கடி
949,abreißen::V,arrencar,கிழி
950,abschneiden::V,tallar,வெட்டி எடு
951,binden::V,lligar,கட்டு
952,stecken::V,ficar,பதிய வை
953,brechen::V,trencar,உடை
954,klopfen::V,trucar,தட்டு
955,hauen::V,picar,அடி
956,hauen::V,colpejar,அடி
957,kleben::V,enganxar,ஒட்டு
958,reiben::V,fregar,தேய்
959,streichen::V,untar,பரவச்செய்
960,schleifen::V,afilar,அரை
961,schleifen::V,esmolar,அரை
962,schneiden::V,tallar,துண்டாக்கு
963,rütteln::V,sacsejar,மெல்ல தள்ளு
964,schütteln::V,agitar,குலுக்கு
965,schütteln::V,sacsejar,குலுக்கு
966,schwenken::V,agitar,ஊஞ்சலாடு
967,schütten::V,abocar,ஊற்று
968,füllen::V,omplir,நிரப்பு
969,einwickeln::V,embolicar,சுற்று
970,tragen::V,dur,எடுத்துச் செல்
971,tragen::V,portar,எடுத்துச் செல்
972,schleppen::V,arrossegar,இழுத்துச் செல்
973,ziehen::V,tirar,இழு
974,ziehen::V,estirar,இழு
975,aufbewahren::V,conservar,வைத்துக் கொள்
976,werfen::V,llançar,வீசி எறி
977,fangen::V,agafar,பிடி
978,fangen::V,atrapar,பிடி
979,packen::V,engrapar,பிடித்துக்கொள்
980,verstecken::V,amagar,மறை
981,teilen::V,dividir,பாகங்களாகப் பிரி
982,schicken::V,enviar,அனுப்பு
983,bringen::V,portar,கொண்டு வா
984,hinzufügen::V,afegir,சேர்
985,bekommen::V,obtenir,பெறு
986,erhalten::V,rebre,பெறு
987,nehmen::V,prendre,எடு
988,wählen::V,triar,தேர்ந்தெடு
989,wählen::V,elegir,தேர்ந்தெடு
990,auswählen::V,escollir,தேர்ல்தெடு
991,auswählen::V,seleccionar,தேர்ல்தெடு
992,bewahren::V,conservar,கெடாது பேணு
993,behindern::V,impedir,தடங்கல் செய்
994,behindern::V,obstaculitzar,தடங்கல் செய்
995,verderben::V,espatllar,நாசமாக்கு
996,beschädigen::V,danyar,சேதப்படுத்து
997,beschädigen::V,destrossar,சேதப்படுத்து
998,zerbrechen::V,trencar,உடை
999,zerreißen::V,estripar,கிழி
1000,zerstören::V,destruir,அழி
1001,verbrennen::V,cremar,எரியூட்டு
1002,geben::V,donar,கொடு
1003,reichen::V,passar,வழங்கு
1004,schenken::V,regalar,மொயத்தல்
1005,versprechen::V,prometre,உறுதியளி
1006,wünschen::V,desitjar,ஆசைப்படு
1007,loben::V,elogiar,புகழ்ச்சி கூறு
1008,küssen::V,fer un petó a,முத்தமிடு
1009,wiegen::V,bressolar,ஆட்டுத்தல்
1010,zudecken::V,tapar,உறைபோடு
1011,zudecken::V,cobrir,உறைபோடு
1012,wecken::V,despertar,எழுப்பு
1013,zeigen::V,mostrar,காட்டு
1014,zeigen::V,ensenyar,காட்டு
1015,führen::V,guiar,வழிகாட்டி
1016,führen::V,conduir,வழிகாட்டி
1017,lehren::V,ensenyar,சொல்லிக் கொடு
1018,unterrichten::V,ensenyar,அறிவுரை கூறு
1019,aufziehen::V,criar,வளர்
1020,leiten::V,dirigir,அழைத்துச் செல்
1021,antreiben::V,impel·lir,தூண்டு
1022,lassen::V,fer,விடு
1023,einladen::V,invitar,அழை
1024,einladen::V,convidar,அழை
1025,vereinigen::V,unir,ஒன்றாகச் சேர்
1026,besuchen::V,visitar,வருகை புரி
1027,besuchen::V,anar a veure,வருகை புரி
1028,treffen::V,trobar,சந்தி
1029,sich versammeln::V,reunir-se,தொகுப்பு
1030,spielen::V,jugar,விளையாடு
1031,singen::V,cantār,பாடு
1032,tanzen::V,ballar,நடனமாடு
1033,sich trennen::V,separar-se,தனிப்படடுத்து
1034,verlassen::V,deixar,கைவிடு
1035,verlassen::V,abandonar,கைவிடு
1036,retten::V,salvar,காப்பாற்று
1037,bewachen::V,vigilar,காவல் செய்
1038,schützen::V,protegir,பாதுகாப்பு செய்
1039,verteidigen::V,defensar,எதிர்த்து நில்
1040,sich schlagen::V,barallar-se,பூசலிடு
1041,schießen::V,tirar,சுட்டுக் கொல்
1042,schießen::V,disparar,சுட்டுக் கொல்
1043,siegen::V,vèncer,வெற்றி பெறு
1044,ärgern::V,enfadar,எரிச்சலூட்டு
1045,schlagen::V,pegar,அடி
1046,schlagen::V,colpejar,அடி
1047,treten::V,donar un cop de peu a,உதை
1048,stechen::V,punxar,கொட்டு
1049,stechen::V,apunyalar,கொட்டு
1050,stoßen::V,empènyer,நெருக்கு
1051,stehlen::V,robar,திருடு
1052,stören::V,molestar,தொல்லைகொடு
1053,belästigen::V,importunar,தொல்லை கொடு
1054,verbergen::V,amagar,மறை
1055,verbergen::V,ocultar,மறை
1056,täuschen::V,enganyar,ஏமாற்று
1057,betrügen::V,estafar,ஏமாற்று
1058,töten::V,matar,கொல்
1059,wohnen::V,vīure,தங்கியிரு
1060,wohnen::V,habitar,தங்கியிரு
1061,arbeiten::V,treballar,வேலை செய்
1062,sammeln::V,col·leccionar,ஒன்றுசேர்
1063,pflücken::V,collir,கொய்து எடு
1064,jagen::V,caçar,வேட்டையாடு
1065,fischen::V,pescar,மீன் பிடி
1066,fassen::V,atrapar,பிடி
1067,hüten::V,pasturar,காவல் செய்
1068,treiben::V,arriar,ஓட்டு
1069,anbinden::V,lligar,கட்டு
1070,füttern::V,donar menjar a,உணவளி
1071,melken::V,munyir,பால் கற
1072,hacken::V,picar,வெட்டி எடு
1073,hacken::V,tallar,வெட்டி எடு
1074,gießen::V,regar,நீர்ப் பாய்ச்சு
1075,reifen::V,madurar,பழு
1076,zubereiten::V,preparar,சமையல் செய்
1077,kochen::V,coure,வேகவை
1078,backen::V,coure al forn,வெப்பத்தில் வாட்டு
1079,braten::V,rostir,பொரியச் செய்
1080,umrühren::V,remenar,கலக்கு
1081,stricken::V,tricotar,பின்னியிழை
1082,stricken::V,fer punt de mitja,பின்னியிழை
1083,nähen::V,cosir,தையல் வேலை செய்
1084,färben::V,tenyir,வண்ணம் பெறச் செய்
1085,reinigen::V,netejar,சுத்தம் செய்
1086,waschen::V,rentār,கழுவு
1087,abwischen::V,eixugar,துடை
1088,spülen::V,esbandir,அலசு
1089,fegen::V,escombrar,பெறுக்கு
1090,kehren::V,escombrar,பெறுக்கு
1091,baden::V,banyar-se,குளி
1092,sich waschen::V,rentār-se,கழுவு
1093,ausziehen::V,treure's,கழற்று
1094,anziehen::V,posar-se,புனைதல்
1095,sich anziehen::V,vestir-se,உடுத்துதல்
1096,kämmen::V,pentinar,தலை வாரிக் கொள்
1097,schmücken::V,adornar,அழகுபடுத்து
1098,sagen::V,dir,சொல்
1099,sprechen::V,parlar,பேசு
1100,reden::V,parlar,பெசு
1101,sich unterhalten::V,conversar,இயல்பாக பேசிக்கொண்டிரு
1102,fragen::V,preguntar,கேள்
1103,bitten::V,demanar,வேண்டு
1104,erzählen::V,contar,சொல்
1105,erzählen::V,explicar,சொல்
1106,mitteilen::V,comunicar,சொல்
1107,nennen::V,nomenar,பெயரிடுதல்
1108,rufen::V,cridar,கூச்சலிடு
1109,prahlen::V,lloar-se,தற்பெருமை பேசு
1110,prahlen::V,jactar-se,தற்பெருமை பேசு
1111,übersetzen::V,traduir,மொழிபெயர்ப்பு செய்
1112,denken::V,pensar,யோசி
1113,glauben::V,creure,நம்பு
1114,bemerken::V,notar,கவனி
1115,erkennen::V,reconèixer,அடையாளம் கண்டுகொள்
1116,begreifen::V,comprendre,பற்றிக்கொள்
1117,verstehen::V,entendre,புரிந்து கொள்
1118,lernen::V,aprendre,கற்றுக்கொள்
1119,wissen::V,saber,தெரிந்திரு
1120,sich erinnern an::V,recordar,நினைவு கூர்
1121,vergessen::V,oblidar,மற
1122,messen::V,mesurar,அளவிடு
1123,zählen::V,comptar,எண்ணு
1124,rechnen::V,calcular,கணக்கிடு
1125,lesen::V,llegir,படி
1126,malen::V,pintar,வண்ணச்சித்திரம்
1127,zeichnen::V,dibuixar,வரை
1128,schreiben::V,escrīure,எழுது
1129,besitzen::V,posseir,உடைமையாகக் கொண்டிரு
1130,kaufen::V,comprar,வாங்கு
1131,verkaufen::V,vendre,விற்பனை செய்
1132,bezahlen::V,pagar,இறுத்தல்
1133,zahlen::V,pagar per,பணம் செலுத்து
1134,beherrschen::V,dominar,ஆட்சிசெய்
1135,ertragen::V,aguantar,தாங்கு
