,Concept_ID,bg,ml
657,sanft::A,нежен,സൌമ്യമായ
658,sanft::A,кротък,സൌമ്യമായ
659,hungrig::A,гладен,വിശപ്പുള്ള
660,krank::A,болен,അസുഖമുള്ള
661,nackt::A,гол,നഡമായ
662,traurig::A,тъжен,വിഷമമുള്ള
663,traurig::A,печален,വിഷമമുള്ള
664,lebendig::A,жив,ഉപജീവനം
665,gut::A,добър,നല്ല
666,schlecht::A,лош,മോശമായ
667,richtig::A,правилен,ശരിയായ
668,schlimm::A,лош,വൃത്തികെട്ട
669,wahr::A,верен,ശരിയായ
670,wahr::A,истински,ശരിയായ
671,alt::A,стар,പഴയ
672,alt::A,древен,പഴയ
673,neu::A,нов,പുതിയ
674,ehemalig::A,бивш,മുൻ
675,alt[Lebewesen]::A,стар,വയസ്സുള്ള
676,jung::A,млад,കൌമാരമായ
677,arm::A,беден,പാവപ്പെട്ട
678,reich::A,богат,സമ്പന്നമായ
679,bekannt::A,познат,പരിചിതമായ
680,bekannt::A,известен,പരിചിതമായ
681,berühmt::A,почут,പ്രശസ്തനായ
682,berühmt::A,известен,പ്രശസ്തനായ
683,fremd::A,чужд,വൈദേശികമായ
684,verschieden::A,разен,വ്യത്യസ്തമായ
685,verschieden::A,различен,വ്യത്യസ്തമായ
686,nah::A,близък,അരികത്തുള്ള
687,fern::A,далечен,അകലെയുള്ള
688,linker::A,ляв,അവശേഷിച്ച
689,rechter::A,прав,വലത്തേ
690,anderer::A,друг,മറ്റുള്ള
691,erster::A,пръв,ആദ്യത്തെ
692,erster::A,първи,ആദ്യത്തെ
693,zweiter::A,втори,രണ്ടാം
694,dritter::A,трети,മൂന്നാമത്
695,letzter::A,последен,അവസാനത്തെ
696,allein::ADV,само,തനിച്ചുള്ള
697,auf einmal::ADV,същевременно,ഉടന്
698,zusammen::ADV,заедно,ഒരുമിച്ച
699,lange::ADV,дълго,നീണ്ട_കാലത്തേയ്ക്ക്
700,plötzlich::ADV,изведнъж,പെട്ടെന്ന്
701,sofort::ADV,веднага,തത്ക്ഷണം
702,später::ADV,по-късно,പിന്നീട്
703,jetzt::ADV,сега,ഇപ്പോൾ
704,heute::ADV,днес,ഇന്ന്
705,morgen::ADV,утре,നാളെ
706,bald::ADV,скоро,ഉടനെ
707,dann::ADV,после,അപ്പോൾ
708,dann::ADV,тогава,അപ്പോൾ
709,gestern::ADV,вчера,ഇന്നലെ
710,einst::ADV,някога,പണ്ടൊരിക്കല്
711,damals::ADV,тогава,അപ്പോൾ
712,danach::ADV,после,പിന്നീട്
713,danach::ADV,след това,പിന്നീട്
714,vorher::ADV,преди,മുൻപ്
715,vorher::ADV,преди това,മുൻപ്
716,zuerst::ADV,най-напред,ആദ്യം
717,einmal::ADV,веднъж,ഒരിക്കൽ
718,einmal::ADV,един път,ഒരിക്കൽ
719,manchmal::ADV,понякога,ചിലപ്പോൾ
720,oft::ADV,често,പലപ്പോഴും
721,immer::ADV,винаги,എപ്പോഴും
722,niemals::ADV,никога,ഒരിക്കലും
723,hier::ADV,тук,ഇവിടെ
724,hier::ADV,тука,ഇവിടെ
725,hierhin::ADV,насам,ഇവിടേക്ക്
726,von hier::ADV,оттук,ഇവിടെനിന്ന്
727,von hier::ADV,оттука,ഇവിടെനിന്ന്
728,dort::ADV,там,അവിടെ
729,dorthin::ADV,натам,അവിടേക്ക്
730,dorthin::ADV,нататък,അവിടേക്ക്
731,geradeaus::ADV,направо,മുമ്പിൽ
732,geradeaus::ADV,направо,മുമന്നോട്ട്
733,vorwärts::ADV,напред,മുന്നോട്ട്
734,rückwärts::ADV,назад,തലതിരിച്ച്
735,zurück::ADV,обратно,പുറകിലേക്ക്
736,unten::ADV,долу,താഴെ
737,hinab::ADV,надолу,താഴേക്ക്
738,oben::ADV,горе,മുകളിൽ
739,hinauf::ADV,нагоре,മുകളിൽ
740,überall::ADV,навсякъде,എല്ലായിടത്തും
741,nicht::ADV,не,ഇല്ല
742,ein wenig::ADV,малко,കുറച്ച്
743,kaum::ADV,едва,കഷ്ടിച്ച്
744,kaum::ADV,едвам,കഷ്ടിച്ച്
745,sehr::ADV,много,വളരെ
746,sehr::ADV,твърде,വളരെ
747,so::ADV,тъй,അങ്ങനെ
748,so::ADV,така,അങ്ങനെ
749,noch::ADV,още,ഇപ്പോഴും
750,nur::ADV,само,മാത്രം
751,schon::ADV,вече,നേരത്തേ തന്നെ
752,wieder::ADV,пак,വീണ്ടും
753,wieder::ADV,отново,വീണ്ടും
754,vergebens::ADV,напразно,വിഫല
755,vor::PRP,пред,മുമ്പിൽ
756,hinter::PRP,зад,പുറകിൽ
757,unter::PRP,под,കീഴിൽ
758,durch::PRP,през,ഉള്ളിലൂടെ
759,neben::PRP,до,അടുത്ത്
760,neben::PRP,при,അടുത്ത്
761,zwischen::PRP,между,ഇടയ്ക്ക്
762,zwischen::PRP,помежду,ഇടയ്ക്ക്
763,wegen::PRP,заради,നിമിത്തം
764,dies::PRN,този,ഇത്
765,das::PRN,туй,അത്
766,das::PRN,това,അത്
767,alles::PRN,всичко,എല്ലാം
768,ich::PRN,аз,ഞാൻ
769,du::PRN,ти,നിങ്ങൾ
770,er::PRN,той,അദ്ദേഹം
771,er::PRN,той,അയാൾ
772,er::PRN,той,അവൻ
773,er::PRN,той,അവർ
774,er::PRN,той,അവൾ
775,wir::PRN,ние,നമ്മൾ
776,ihr::PRN,вие,നിങ്ങൾ
777,sie::PRN,те,അവർ
778,was::FPRN,що,എന്ത്
779,was::FPRN,какво,എന്ത്
780,wer::FPRN,кой,ആര്
781,wo::FADV,къде,എവിടെ
782,wohin::FADV,накъде,എവിടേക്ക്
783,wohin::FADV,накъдето,എവിടേക്ക്
784,wie::FADV,как,എങ്ങനെ
785,warum::FADV,защо,എന്തുകൊണ്ട്
786,wieviel::FNUM,колко,എത്ര
787,eins::NUM,един,ഒന്ന്
788,zwei::NUM,два,രണ്ട്
789,drei::NUM,три,മൂന്ന്
790,vier::NUM,четири,നാല്
791,fünf::NUM,пет,അഞ്ച്
792,sechs::NUM,шест,ആറ്
793,sieben::NUM,седем,ഏഴ്
794,acht::NUM,осем,എട്ട്
795,neun::NUM,девет,ഒമ്പത്
796,zehn::NUM,десет,പത്ത്
797,elf::NUM,единайсет,പതിനൊന്ന്
798,elf::NUM,единадесет,പതിനൊന്ന്
799,zwölf::NUM,дванайсет,പന്ത്രണ്ട്
800,zwölf::NUM,дванадесет,പന്ത്രണ്ട്
801,zwanzig::NUM,двайсет,ഇരുപത്
802,zwanzig::NUM,двадесет,ഇരുപത്
803,dreißig::NUM,тридесет,മുപ്പത്
804,vierzig::NUM,четиридесет,നാൽപ്പത്
805,fünfzig::NUM,петдесет,അൻപത്
806,sechzig::NUM,шестдесет,അറുപത്
807,siebzig::NUM,седемдесет,എഴുപത്
808,achtzig::NUM,осемдесет,എൺപത്
809,neunzig::NUM,деветдесет,തൊണ്ണൂറ്
810,hundert::NUM,сто,നൂറ്
811,tausend::NUM,хиляда,ആയിരം
812,und::CNJ,а,ഉം
813,und::CNJ,та,ഉം
814,oder::CNJ,или,അഥവാ
815,stehen::V,стоя,നിൽക്കുക
816,sitzen::V,седя,ഇരിക്കുക
817,liegen::V,лежа,കിടക്കുക
818,hängen::V,вися,തൂങ്ങുക
819,werden::V,бъда,ആയിത്തീരുക
820,werden::V,стана,ആയിത്തീരുക
821,passieren::V,случа се,സംഭവിക്കുക
822,beginnen::V,започна,ആരംഭിക്കുക
823,enden::V,свърша,അവസാനിപ്പിക്കുക
824,wechseln::V,променям,മാറ്റുക
825,aufgehen[Sonne]::V,изгрея,ഉയരുക
826,untergehen[Sonne]::V,заляза,അടുക്കി_വയ്ക്കുക
827,scheinen[Sonne]::V,грея,പ്രകാശിക്കുക
828,scheinen[Sonne]::V,светя,പ്രകാശിക്കുക
829,donnern::V,гърмя,ഇടിവെട്ടുക
830,wehen::V,вея,വീശുക
831,wehen::V,духам,വീശുക
832,strömen::V,тека,ഒഴുകുക
833,strömen::V,лея се,ഒഴുകുക
834,fließen::V,тека,ഒഴുകുക
835,sich drehen::V,въртя се,ചുറ്റുക
836,sich drehen::V,въртя се,കറക്കുക
837,schwanken::V,клатя се,ഇരുവശത്തേയ്ക്കും_ആടുക
838,schwingen::V,трептя,ആടുക
839,fallen::V,падам,വീഴുക
840,brennen::V,горя,കത്തുക
841,rauchen::V,димя,പുകയുക
842,regnen::V,вали дъжд,മഴ_പെയ്യുക
843,gefrieren::V,замръзна,തണത്ത്_മരവിക്കുക
844,tauen::V,топя се,അലിയുക
845,schmelzen::V,разтопя се,ഉരുകുക
846,trocknen::V,съхна,വരളുക
847,sieden::V,вря,തിളപ്പിക്കുക
848,sieden::V,кипя,തിളപ്പിക്കുക
849,faulen::V,гния,ചീയുക
850,verfaulen::V,изгния,അഴുകുക
851,reißen::V,напукам се,ശബ്ദത്തോടെ_മുറിയുക
852,versinken::V,потъна,മുക്കുക
853,vergehen::V,минавам,കടന്നുപോകുക
854,erscheinen::V,явя се,പ്രത്യക്ഷപ്പെടുക
855,verschwinden::V,изчезна,അദൃശ്യമാകുക
856,sinken::V,падна,താഴുക
857,abnehmen::V,отслабна,കുറിയുക
858,zunehmen::V,нарасна,വർദ്ധിക്കുക
859,steigen::V,увелича се,ഉയരുക
860,steigen::V,покачвам се,ഉയരുക
861,wachsen::V,раста,വളരുക
862,glänzen::V,лъщя,മിന്നുക
863,glänzen::V,блестя,മിന്നുക
864,funkeln::V,искря,തിളങ്ങുക
865,lärmen::V,шумя,ശബ്ദമുണ്ടാക്കുക
866,läuten::V,звъня,മണിമുഴങ്ങുക
867,klingeln::V,звъня,ചിലമ്പുക
868,klirren::V,звънтя,കിലുക്കുക
869,klirren::V,дрънкам,കിലുക്കുക
870,brausen::V,буча,മുഴങ്ങുക
871,rauschen::V,шумя,അനങ്ങുക
872,klingen::V,звуча,മുഴക്കുക
873,bellen::V,лая,കുരയ്ക്കുക
874,heulen::V,вия,ഓരിയിടുക
875,heulen::V,рева,ഓരിയിടുക
876,blasen::V,духна,ഊതുക
877,pfeifen::V,свиря,വിസിലടിക്കുക
878,schreien::V,крещя,ആക്രോശിക്കുക
879,stöhnen::V,стена,അരക്കം
880,stöhnen::V,стена,ആർത്തനാദം
881,stöhnen::V,пъшкам,അരക്കം
882,stöhnen::V,пъшкам,ആർത്തനാദം
883,zittern::V,треперя,വിറയ്ക്കുക
884,leben::V,живея,താമസിക്കുക
885,geboren werden::V,родя се,ജനിക്കുക
886,atmen::V,дишам,ശ്വസിക്കുക
887,trinken::V,пия,കുടിക്കുക
888,essen::V,ям,കഴിക്കുക
889,schlucken::V,гълтам,വിഴുങ്ങുക
890,müde werden::V,уморя се,ക്ഷീണിക്കുക
891,einschlafen::V,заспя,നിദ്രിക്കുക
892,schlafen::V,спя,ഉറങ്ങുക
893,aufwachen::V,събудя се,ഉണരുക
894,aufstehen::V,стана,എഴുന്നേൽക്കുക
895,sich erholen::V,отдъхвам си,വിശ്രമിക്കുക
896,krank werden::V,заболея,ദീനംപിടിക്കുക
897,krank sein::V,боледувам,രോഗികളാകുക
898,schmerzen::V,боля,വേദനിക്കുക
899,husten::V,кашлям,ചുമയ്ക്കുക
900,genesen::V,оздравея,സുഖപ്പെടുക
901,sterben::V,умра,മരിക്കുക
902,umkommen::V,загина,മരിക്കുക
903,sich bewegen::V,движа се,സ്ഥലം_മാറുക
904,sich bewegen::V,мърдам се,സ്ഥലം_മാറുക
905,sich rühren::V,движа се,ചലിക്കുക
906,sich erheben::V,стана,നിൽക്കുക
907,sich setzen::V,седна,ഇരിക്കുക
908,hinfallen::V,падна,വീഴുക
909,laufen::V,ходя,നടക്കുക
910,schreiten::V,крача,നടക്കുക
911,spazierengehen::V,разхождам се,ഉലാത്തുക
912,eilen::V,бързам,പാഞ്ഞെത്തുക
913,sich beeilen::V,побързам,തിരിക്കുകൂട്ടുക
914,sich beeilen::V,побързам,തിടുക്കം_കാട്ടുക
915,sausen::V,тичам,കുതിക്കുക
916,rennen::V,бягам,ഓടുക
917,springen::V,скачам,ചാടുക
918,klettern::V,катеря се,കയറുക
919,schaukeln::V,люлея се,ഇളകുക
920,kriechen::V,лазя,പതുങ്ങികയറുക
921,kriechen::V,пълзя,പതുങ്ങികയറുക
922,schwimmen::V,плувам,നീന്തുക
923,tauchen::V,гмуркам се,വെള്ളത്തിലേക്ക് ചാടുക
924,rudern::V,греба,തുഴയുക
925,fahren::V,пътувам,വാഹനം ഓടിക്കുക
926,fliegen::V,летя,പറക്കുക
927,fliegen::V,хвърча,പറക്കുക
928,gehen::V,ида,പോകുക
929,gehen::V,вървя,പോകുക
930,weggehen::V,отида си,വിടുക
931,abfahren::V,отпътувам,പുറപ്പെടുക
932,anhalten::V,спра се,നിർത്തുക
933,hineingehen::V,влизам,പ്രവേശിക്കുക
934,eintreten::V,вляза,പ്രവേശിക്കുക
935,kommen::V,ида,വരുക
936,kommen::V,дойда,വരുക
937,ankommen::V,пристигна,എത്തിച്ചേരുക
938,zurückkommen::V,върна се,തിരിച്ചു വരുക
939,bleiben::V,остана,തുടരുക
940,warten::V,чакам,കാത്തിരിക്കുക
941,erwarten::V,очаквам,പ്രതീക്ഷിക്കുക
942,suchen::V,търся,തിരയുക
943,finden::V,намеря,കണ്ടെത്തുക
944,versuchen::V,опитам,ശ്രമിക്കുക
945,vorbereiten::V,подготвя,തയ്യാറെടുക്കുക
946,lieben::V,любя,സ്നേഹിക്കുക
947,mögen::V,обичам,ഇഷ്ടപ്പെടുക
948,lachen::V,смея се,ചിരിക്കുക
949,rühren::V,трогна,ഹൃദയം സ്പർശിക്കുക
950,weinen::V,плача,തേങ്ങുക
951,schimpfen::V,ругая,പിറുപിറുക്കുക
952,schimpfen::V,псувам,പിറുപിറുക്കുക
953,sich ärgern::V,ядосам се,കോപിക്കുക
954,sich fürchten::V,боя се,പേടിക്കുക
955,sich fürchten::V,страхувам се,പേടിക്കുക
956,fürchten::V,боя се от,പേടിക്കുക
957,fürchten::V,страхувам се от,പേടിക്കുക
958,fliehen::V,бягам,രക്ഷപ്പെടുക
959,flüchten::V,бягам,രക്ഷപ്പെടുക
960,flüchten::V,избягам,രക്ഷപ്പെടുക
961,sehen::V,видя,കാണുക
962,anschauen::V,гледам,നോക്കുക
963,ansehen::V,поглеждам,നോക്കുക
964,hören::V,чувам,കേൾക്കുക
965,zuhören::V,слушам,ശ്രദ്ധിക്കുക
966,probieren::V,опитам,രുചിയുള്ളതായി_തോന്നുക
967,riechen::V,подуша,മണത്തു_നോക്കുക
968,fühlen::V,усещам,സ്പർശിച്ചറിയുക
969,fühlen::V,чувствувам,സ്പർശിച്ചറിയുക
970,scheinen::V,изглеждам,കാണപ്പെടുക
971,zu sehen sein::V,виждам се,വെളിച്ചപ്പെടുക
972,vernehmen::V,доловя,കേൾക്കുക
973,frieren::V,мръзна,വിറയ്ക്കുക
974,tun::V,правя,ചെയ്യുക
975,können::V,мога,കഴിയുക
976,wollen::V,ща,വേണുക
977,wollen::V,искам,വേണുക
978,anfangen::V,започна,തുടങ്ങുക
979,beenden::V,свърша,പൂർത്തിയാക്കുക
980,beenden::V,завърша,പൂർത്തിയാക്കുക
981,aufhören::V,престана,നിർത്തുക
982,gelingen::V,успея,വിജയിക്കുക
983,gelingen::V,сполуча,വിജയിക്കുക
984,geraten::V,удам се,പരിണമിക്കുക
985,öffnen::V,отворя,തുറക്കുക
986,schließen::V,затворя,അടയ്ക്കുക
987,stellen::V,поставя,വയ്ക്കുക
988,setzen::V,туря,വയ്ക്കുക
989,legen::V,сложа,ഇടുക
990,legen::V,слагам,ഇടുക
991,berühren::V,докосна,തൊടുക
992,verbinden::V,свържа,ഘടിപ്പിക്കുക
993,bedecken::V,покрия,മുടുക
994,aufhängen::V,закача,കെട്ടിതൂക്കുക
995,anzünden::V,запаля,കത്തിക്കുക
996,aufheben::V,вдигна,പെറുക്കിയെടുക്കുക
997,aufheben::V,повдигна,പെറുക്കിയെടുക്കുക
998,zurücklassen::V,оставя,വച്ചുപോരുക
999,verlieren::V,загубя,നഷ്ടപ്പെടുക
1000,fallen lassen::V,изпусна,വീഴ്ത്തുക
1001,machen::V,направя,ഉണ്ടാക്കുക
1002,herstellen::V,произведа,ഉൽപാദിപ്പിക്കുക
1003,bauen::V,строя,നിർമ്മിക്കുക
1004,reparieren::V,поправя,നന്നാക്കുക
1005,verbessern::V,подобря,മെച്ചപ്പെടുക
1006,ändern::V,променя,മാറ്റംവരുത്തുക
1007,graben::V,копая,കുഴിക്കുക
1008,beugen::V,прегъна,വണങ്ങുക
1009,biegen::V,прегъна,കുനിയുക
1010,drehen::V,въртя,തിരിക്കുക
1011,wenden::V,обърна,തിരിയുക
1012,umdrehen::V,обърна,തിരിയുക
1013,heben::V,вдигам,ഉയർത്തുക
1014,hochheben::V,издигна,ഉയർത്തുക
1015,ergreifen::V,хвана,ബലമായി_പിടിക്കുക
1016,ergreifen::V,обхвана,ബലമായി_പിടിക്കുക
1017,halten::V,държа,പിടിക്കുക
1018,drücken::V,натискам,അമർത്തുക
1019,drücken::V,притискам,അമർത്തുക
1020,schieben::V,тикам,തള്ളുക
1021,kratzen::V,одраскам,ചുരണ്ടുക
1022,lecken::V,лижа,നക്കുക
1023,lecken::V,ближа,നക്കുക
1024,beißen::V,хапя,കടിക്കുക
1025,beißen::V,ухапя,കടിക്കുക
1026,abreißen::V,откъсна,കീറിക്കളയുക
1027,abschneiden::V,отрежа,മുറിച്ചുമാറ്റുക
1028,binden::V,вържа,കെട്ടുക
1029,stecken::V,пъхна,തുളയ്ക്കുക
1030,brechen::V,троша,ഉടയുക
1031,klopfen::V,чукам,തട്ടുക
1032,hauen::V,бия,അടിക്കുക
1033,kleben::V,лепя,ഒട്ടിക്കുക
1034,kleben::V,залепя,ഒട്ടിക്കുക
1035,reiben::V,трия,തിരുമ്മിത്തുടയ്ക്കുക
1036,reiben::V,търкам,തിരുമ്മിത്തുടയ്ക്കുക
1037,streichen::V,намажа,പടർത്തുക
1038,schleifen::V,остря,പൊടിക്കുക
1039,schneiden::V,режа,മുറിക്കുക
1040,rütteln::V,разтърсвам,മുട്ടുക
1041,schütteln::V,клатя,കുലുക്കുക
1042,schütteln::V,друсам,കുലുക്കുക
1043,schwenken::V,размахам,ആടുക
1044,schütten::V,сипя,ഒഴിക്കുക
1045,füllen::V,напълня,നിറയ്ക്കുക
1046,einwickeln::V,увия,പൊതിയുക
1047,einwickeln::V,завия,പൊതിയുക
1048,tragen::V,нося,വഹിക്കുക
1049,schleppen::V,влача,വലിച്ചിഴയ്ക്കുക
1050,ziehen::V,тегля,വലിക്കുക
1051,ziehen::V,дръпна,വലിക്കുക
1052,aufbewahren::V,съхраня,വയ്ക്കുക
1053,werfen::V,хвърля,എറിയുക
1054,fangen::V,ловя,പിടിക്കുക
1055,fangen::V,уловя,പിടിക്കുക
1056,packen::V,хвана,തട്ടിപ്പറിക്കുക
1057,verstecken::V,крия,മറയ്ക്കുക
1058,verstecken::V,скрия,മറയ്ക്കുക
1059,teilen::V,разделя,വിഭജിക്കുക
1060,schicken::V,изпращам,അയയ്ക്കുക
1061,bringen::V,донеса,കൊണ്ടുവരുക
1062,hinzufügen::V,прибавя,കൂട്ടുക
1063,bekommen::V,сдобия се,കിട്ടുക
1064,erhalten::V,получа,സ്വീകരിക്കുക
1065,nehmen::V,взема,എടുക്കുക
1066,wählen::V,избирам,തിരഞ്ഞെടുക്കുക
1067,auswählen::V,избера,തിരഞ്ഞെടുക്കുക
1068,bewahren::V,пазя,പുലർത്തുക
1069,behindern::V,преча,തടയിടുക
1070,behindern::V,спъвам,തടയിടുക
1071,verderben::V,разваля,നശിപ്പിക്കുക
1072,beschädigen::V,повредя,ക്ഷതമേൽപ്പിക്കുക
1073,zerbrechen::V,счупя,ഉടയുക
1074,zerreißen::V,скъсам,കീറുക
1075,zerstören::V,разруша,നശിപ്പിക്കുക
1076,verbrennen::V,изгоря,കത്തിനശിക്കുക
1077,verbrennen::V,изгоря,കത്തിച്ചുകളയുക
1078,geben::V,дам,കൊടുക്കുക
1079,geben::V,дам,തരുക
1080,reichen::V,подам,കൈമാറുക
1081,schenken::V,подаря,സമ്മാനം കൊടുക്കുക
1082,versprechen::V,обещая,വാഗ്ദാനം_നൽകുക
1083,wünschen::V,желая,ആഗ്രഹിക്കുക
1084,loben::V,хваля,പുകഴ്ത്തുക
1085,küssen::V,целувам,ഉമ്മവയ്ക്കുക
1086,wiegen::V,люлея,ഇളകുക
1087,zudecken::V,покрия,മുടുക
1088,wecken::V,събудя,ഉണർത്തുക
1089,zeigen::V,покажа,കാണിക്കുക
1090,führen::V,водя,നടത്തുക
1091,führen::V,заведа,നടത്തുക
1092,lehren::V,уча,പഠിപ്പിക്കുക
1093,unterrichten::V,преподавам,പരിശീലിപ്പിക്കുക
1094,aufziehen::V,отгледам,വളർത്തിക്കൊണ്ടുവരുക
1095,leiten::V,ръководя,നയിക്കുക
1096,leiten::V,управлявам,നയിക്കുക
1097,antreiben::V,подкарвам,പ്രേരിപ്പിക്കുക
1098,lassen::V,накарам,അനുവദിക്കുക
1099,einladen::V,поканя,ക്ഷണിക്കുക
1100,vereinigen::V,съединя,കൂടിച്ചേരുക
1101,besuchen::V,посетя,സന്ദർശിക്കുക
1102,treffen::V,срещна,തമ്മിൽ കാണുക
1103,sich versammeln::V,събера се,സംയോജിപ്പിക്കുക
1104,spielen::V,играя,കളിക്കുക
1105,singen::V,пея,പാടുക
1106,tanzen::V,танцувам,നൃത്തം ചെയ്യുക
1107,sich trennen::V,разделя се,നേർപെടുത്തുക
1108,verlassen::V,напусна,പിൻവാങ്ങുക
1109,retten::V,спася,രക്ഷിക്കുക
1110,bewachen::V,охранявам,കാവൽനിൽക്കുക
1111,schützen::V,запазя,പരിരക്ഷിക്കുക
1112,verteidigen::V,защитя,പ്രതിരോധിക്കുക
1113,sich schlagen::V,бия се,കലഹിക്കുക
1114,schießen::V,стрелям,വെടിവെക്കുക
1115,siegen::V,победя,വിജയിക്കുക
1116,ärgern::V,ядосам,വിഷമിപ്പിക്കുക
1117,schlagen::V,бия,അടിക്കുക
1118,schlagen::V,ударя,അടിക്കുക
1119,treten::V,ритам,തൊഴിക്കുക
1120,stechen::V,бодна,കുത്തുക
1121,stoßen::V,бутна,തള്ളുക
1122,stoßen::V,блъсна,തള്ളുക
1123,stören::V,смутя,ശല്യപ്പെടുത്തുക
1124,belästigen::V,отегча,മെനക്കെടുക
1125,belästigen::V,безпокоя,മെനക്കെടുക
1126,verbergen::V,скрия,മറയ്ക്കുക
1127,verbergen::V,скрия,ഒളിക്കുക
1128,täuschen::V,измамя,കബളിപ്പിക്കുക
1129,betrügen::V,измамя,ചതിക്കുക
1130,töten::V,убия,കൊല്ലുക
1131,töten::V,умъртвя,കൊല്ലുക
1132,wohnen::V,живея,താമസിക്കുക
1133,arbeiten::V,работя,ജോലിചെയ്യുക
1134,sammeln::V,събера,സഞ്ചയിക്കുക
1135,pflücken::V,бера,പറിച്ചെടുക്കുക
1136,pflücken::V,откъсна,പറിച്ചെടുക്കുക
1137,jagen::V,ловувам,വേട്ടയാടുക
1138,fischen::V,ловя риба,മീൻ പിടിക്കുക
1139,fassen::V,хвана,പിടിക്കുക
1140,hüten::V,пазя,ചേർക്കുക
1141,treiben::V,карам,വാഹനം_ഓടിക്കുക
1142,anbinden::V,завържа,കെട്ടിയിടുക
1143,füttern::V,храня,തീറ്റുക
1144,melken::V,доя,പാലുകറക്കുക
1145,hacken::V,сека,വെട്ടിമുറിക്കുക
1146,gießen::V,полея,നനയ്ക്കുക
1147,reifen::V,узрея,പാകമാകുക
1148,zubereiten::V,приготвя,പാചകം_ചെയ്യുക
1149,kochen::V,варя,വേവിക്കുക
1150,backen::V,пека,ബേക്ക് ചെയ്യുക
1151,braten::V,пържа,പോരിക്കുക
1152,umrühren::V,разбъркам,ഇളക്കുക
1153,stricken::V,плета,മെടയുക
1154,nähen::V,шия,തുന്നുക
1155,färben::V,боядисам,ചായം പൂശുക
1156,reinigen::V,почистя,വൃത്തിയാക്കുക
1157,waschen::V,мия,കഴുകുക
1158,waschen::V,пера,കഴുകുക
1159,abwischen::V,избърша,തുടയ്ക്കുക
1160,spülen::V,плакна,കഴുകുക
1161,fegen::V,измета,അടിച്ചുവാരുക
1162,kehren::V,мета,അടിച്ചുവാരുക
1163,baden::V,къпя се,നീന്തിത്തുടിക്കുക
1164,sich waschen::V,мия се,കഴുകുക
1165,ausziehen::V,съблека,ഇഴുക്കുക
1166,anziehen::V,облека,ഉടുക്കുക
1167,sich anziehen::V,облека се,ധരിച്ച നേടുകയുക
1168,kämmen::V,реша,മുടിചീകുക
1169,kämmen::V,вчеша,മുടിചീകുക
1170,schmücken::V,накича,അലങ്കരിക്കുക
1171,sagen::V,кажа,പറയുക
1172,sprechen::V,говоря,സംസാരിക്കുക
1173,reden::V,говоря,സംസാരിക്കുക
1174,sich unterhalten::V,разговарям,നർമ്മസല്ലാപം നടത്തുക
1175,fragen::V,запитам,ചോദിക്കുക
1176,bitten::V,моля,അപേക്ഷിക്കുക
1177,erzählen::V,разкажа,പറയുക
1178,mitteilen::V,съобщя,അറിയിക്കുക
1179,nennen::V,нарека,പേരിടുക
1180,rufen::V,викам,വിളിക്കുക
1181,rufen::V,повикам,വിളിക്കുക
1182,prahlen::V,хваля се,പൊങ്ങച്ചം പറയുക
1183,übersetzen::V,преведа,പരിഭാഷപ്പെടുത്തുക
1184,denken::V,мисля,ചിന്തിക്കുക
1185,glauben::V,вярвам,വിശ്വസിക്കുക
1186,bemerken::V,забележа,ശ്രദ്ധിക്കുക
1187,erkennen::V,позная,തിരിചറിയുക
1188,begreifen::V,схвана,കൈപ്പിടിയിലാക്കുക
1189,verstehen::V,разбера,മനസ്സിലാക്കുക
1190,lernen::V,уча се,പഠിക്കുക
1191,wissen::V,зная,അറിയുക
1192,sich erinnern an::V,спомня си за,ഓർമിക്കുക
1193,vergessen::V,забравя,മറക്കുക
1194,messen::V,меря,അളക്കുക
1195,zählen::V,броя,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1196,rechnen::V,сметна,ഗണിക്കുക
1197,lesen::V,чета,വായിക്കുക
1198,malen::V,рисувам,ചിത്രം വരയ്ക്കുക
1199,zeichnen::V,рисувам,വരയ്ക്കുക
1200,schreiben::V,пиша,എഴുതുക
1201,besitzen::V,имам,സ്വന്തമാക്കുക
1202,besitzen::V,притежавам,സ്വന്തമാക്കുക
1203,kaufen::V,купя,വാങ്ങുക
1204,kaufen::V,купувам,വാങ്ങുക
1205,verkaufen::V,продам,വിൽക്കുക
1206,bezahlen::V,заплатя,പരിഹാരം ചെയ്യുക
1207,zahlen::V,платя,പണം അടയ്ക്കുക
1208,beherrschen::V,владея,ഭരിക്കുക
1209,ertragen::V,понеса,താങ്ങുക
1210,Platte::N,,തകിട്
1211,Stütze::N,,താങ്ങ്
1212,stehlen::V,,മോഷ്ടിക്കുക
