,Concept_ID,kn,uz
560,lieb::A,ಪ್ರಿಯ,aziz
561,lustig::A,ಖುಷಿಯಾದ,chaqchaq
562,sanft::A,ಸೌಮ್ಯ,asta
563,hungrig::A,ಹಸಿದ,och
564,krank::A,ಅಸ್ವಸ್ಥ,kasal
565,nackt::A,ನಗ್ನ,yalang
566,traurig::A,ದುಃಖಿತ,xafa
567,lebendig::A,ಜೀವಂತ,hayotiy
568,gut::A,ಒಳ್ಳೆಯ,soz
569,schlecht::A,ದುಷ್ಟ,yomon
570,richtig::A,ಸರಿ,rost
571,schlimm::A,ಅಸಹ್ಯ,yovuz
572,wahr::A,ನಿಜ,haqiqiy
573,alt::A,ಮುದಿ,äski
574,neu::A,ಹೊಸ,yangi
575,ehemalig::A,ಮಾಜೀ,sobiq
576,alt[Lebewesen]::A,ವೃದ್ಧ,qari
577,jung::A,ಎಳ,navqiron
578,arm::A,ಬಡ,abgor
579,reich::A,ಶ್ರೀಮಂತ,boy
580,bekannt::A,ಅಪ್ತ,ma'lum
581,berühmt::A,ಪ್ರಸಿದ್ಧ,mashhur
582,fremd::A,ಪರಕೀಯ,yot
583,verschieden::A,ಬೇರೆ,turli
584,nah::A,ಹತ್ತಿರವಾದ,yaqindagi
585,fern::A,ದೂರದ,uzoq
586,linker::A,ಎಡ,so'l
587,rechter::A,ಬಲ,o'ng
588,anderer::A,ಇತರ,boshqa
589,erster::A,ಪ್ರಥಮ,birinchi
590,zweiter::A,ದ್ವಿತೀಯ,ikkinchi
591,dritter::A,ಮೂರನೆಯಜಗತ್ತು,uchinchi
592,letzter::A,ಅಂತ್ಯ,oxirgi
593,allein::ADV,ಒಬ್ಬನೇ,o'zicha
594,auf einmal::ADV,ಒಡನೆ,varakay
595,zusammen::ADV,ಒಟ್ಟಿಗೆ,barobar
596,lange::ADV,ದೀರ್ಘ,uzoq
597,plötzlich::ADV,ಅನಾಮತ್ತು,qo'qqisdan
598,sofort::ADV,ಜಾಗ್ರತೆ,darrov
599,später::ADV,ತರುವಾಯ,so'ngra
600,jetzt::ADV,ಈಗ,hozirgina
601,heute::ADV,ಇಂದು,bugun
602,morgen::ADV,ನಾಳೆ,ärta
603,bald::ADV,ಬೇಗ,toz
604,dann::ADV,ಆಗ,keyin
605,gestern::ADV,ನಿನ್ನೆ,kecha
606,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,avvallari
607,damals::ADV,ಆಗ,ugal
608,danach::ADV,ಆಮೇಲೆ,so'ngra
609,vorher::ADV,ಮುಂಚೆ,avval
610,zuerst::ADV,ಮೊದಲಿಗೆ,avval
611,einmal::ADV,ಒಮ್ಮೆ,bir marta
612,manchmal::ADV,ಆಗಾಗ,onda-sonda
613,oft::ADV,ಅನೇಕಸಲ,tez-tez
614,immer::ADV,ಯಾವಾಗಲೂ,har vaqt
615,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,hargiz
616,hier::ADV,ಇಲ್ಲಿ,shu erda
617,hierhin::ADV,ಇತ್ತ,beri
618,von hier::ADV,ಇಲ್ಲಿಂದ,shu erdan
619,dort::ADV,ಅಲ್ಲಿ,ana
620,dorthin::ADV,ಅಲ್ಲಿಗೆ,u yerga
621,geradeaus::ADV,ಸೀದಾ,to'g'ri
622,vorwärts::ADV,ಮುನ್ನೆಡೆವ,ilgari
623,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,qoloq
624,zurück::ADV,ಹಿಂದಕ್ಕೆ,orqada
625,unten::ADV,ಕೆಳಗೆ,pastda
626,hinab::ADV,ಕೆಳಕ್ಕೆ,tubanga
627,oben::ADV,ಮೇಲೆ,ustida
628,hinauf::ADV,ಮೇಲಕ್ಕೆ,yuqorida
629,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,har erda
630,nicht::ADV,ಇಲ್ಲ,ämas
631,nicht::ADV,ಅಲ್ಲ,ämas
632,ein wenig::ADV,ತುಸು,biroz
633,kaum::ADV,ಕಠಿನವಾಗಿ,arang
634,sehr::ADV,ಬಹು,ancha
635,so::ADV,ಅಷ್ಟು,shunday
636,noch::ADV,ಇನ್ನು,hali
637,nur::ADV,ಕೇವಲ,yolg'iz
638,schon::ADV,ಆಗಲೇ,endi
639,wieder::ADV,ಪುನಃ,yana
640,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,bekorga
641,vor::PRP,ಮುಂದೆ,burun
642,hinter::PRP,ಹಿಂದ,ketida
643,unter::PRP,ಕೆಳ,ostida
644,durch::PRP,ನೇರವಾಗಿ,bo'ylab
645,neben::PRP,ಅಧರ ಬಲಿಕ,yonida
646,zwischen::PRP,ನಡುವೆ,orada
647,wegen::PRP,ಅಧಕ್ಕಗಿ,sababli
648,dies::PRN,ಈ,o'sha
649,das::PRN,ಅದು,narigi
650,alles::PRN,ಎಲ್ಲ,har nima
651,ich::PRN,ನಾನು,men
652,du::PRN,ನೀನು,sen
653,er::PRN,ಅವನು,u
654,er::PRN,ಇವನು,u
655,wir::PRN,ನಾವು,biz
656,ihr::PRN,ನೀವು,siz
657,sie::PRN,ಅವರು,ular
658,was::FPRN,ಏನು,nima
659,wer::FPRN,ಯಾರಿಗೆ,kim
660,wo::FADV,ಎಲ್ಲಿ,qaerda
661,wohin::FADV,ಎಲ್ಲಿಗೆ,qayerga
662,wie::FADV,ಹೇಗೆ,qanday
663,warum::FADV,ಏಕೆ,nega
664,wieviel::FNUM,ಎಷ್ಟು,qancha
665,eins::NUM,ಒಂದು,bir
666,zwei::NUM,ಎರಡು,ikki
667,drei::NUM,ಮೂರು,uch
668,vier::NUM,ನಾಲ್ಕು,to'rt
669,fünf::NUM,ಅಯ್ದು,besh
670,sechs::NUM,ಆರು,olti
671,sieben::NUM,ಏಳು,etti
672,acht::NUM,ಎಂಟು,sakkiz
673,neun::NUM,ಒಂಭಬತ್ತು,to'qqiz
674,zehn::NUM,ಹತ್ತು,o'n
675,elf::NUM,ಹನ್ನೊಂದು,o'n bir
676,zwölf::NUM,ಹನ್ನೆರಡು,o'n ikki
677,zwanzig::NUM,ಇಪ್ಪತ್ತು,yigirma
678,dreißig::NUM,ಮೂವತ್ತು,o'ttiz
679,vierzig::NUM,ನಲವತ್ತು,qirq
680,fünfzig::NUM,ಐವತ್ತು,ällik
681,sechzig::NUM,ಅರುವತ್ತು,oltmish
682,siebzig::NUM,ಎಪ್ಪತ್ತು,etmish
683,achtzig::NUM,ಎಂಬತ್ತು,sakson
684,neunzig::NUM,ತೊಂಬತ್ತು,to'qson
685,hundert::NUM,ನೂರು,yuz
686,tausend::NUM,ಸಾವಿರ,ming
687,und::CNJ,ಮತ್ತು,va
688,oder::CNJ,ಅಥವಾ,yo
689,stehen::V,ನಿಲ್ಲು,turmoq
690,sitzen::V,ಕುಳ್ಳಿರು,o'tirmoq
691,liegen::V,ಮಲಗಿಕೊ,yotmoq
692,hängen::V,ಇಳಿಯಬಿಡು,osilmoq
693,werden::V,ಆಗು,bo'lmoq
694,passieren::V,ಆಗು,bo'lib o'tmoq
695,beginnen::V,ಆರಂಭಿಸು,boshlanmoq
696,enden::V,ಕೊನೆಗಾಣು,bitmoq
697,wechseln::V,ಮಾರ್ಪಡಿಸು,o'zgarmoq
698,aufgehen[Sonne]::V,ಮೂಡು,chiqmoq
699,untergehen[Sonne]::V,ಮುಳುಗು,botmoq
700,scheinen[Sonne]::V,ಹೊಳೆ,yaraqlamoq
701,donnern::V,ಗುಡುಗಾಗು,gulduramoq
702,wehen::V,ತೀಡು,elpimoq
703,strömen::V,ಹರಿ,oqmoq
704,fließen::V,ಹರಿ,oqmoq
705,sich drehen::V,ಸುತ್ತು,aylanmoq
706,schwanken::V,ಓಲಾಡು,qoqilmoq
707,schwingen::V,ತೂಗು,lopillamoq
708,fallen::V,ಉದುರು,tushmoq
709,brennen::V,ಉರಿ,yonmoq
710,rauchen::V,ಹೊಗೆಬಿಡು,tutamoq
711,regnen::V,ಸುರಿ,yomg'ir yog'moq
712,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,muzlamoq
713,tauen::V,ಬೆಚ್ಚಗಾಗು,ärimoq
714,schmelzen::V,ಕರಗು,ärimoq
715,trocknen::V,ಒಣಗು,qurimoq
716,sieden::V,ಕುದಿ,qaynamoq
717,faulen::V,ಕೊಳೆ,chirimoq
718,verfaulen::V,ನಶಿಸು,chirimoq
719,reißen::V,ಒಡೆ,qayt qilmoq
720,versinken::V,ಮುಳುಗು,g'arq bo'lmoq
721,vergehen::V,ಸಾಗು,o'tmoq
722,erscheinen::V,ತೋರು,zuhur ätmoq
723,verschwinden::V,ಮಾಯವಾಗು,yo'qolmoq
724,sinken::V,ಕುಸಿ,pasaymoq
725,abnehmen::V,ತಗ್ಗು,kamaymoq
726,zunehmen::V,ಬೆಳೆ,urchimoq
727,steigen::V,ಉಬ್ಬು,oshmoq
728,wachsen::V,ಬೆಳೆ,o'smoq
729,glänzen::V,ಮಿರುಗು,porlamoq
730,funkeln::V,ಮಿನುಗು,yalt ätmoq
731,lärmen::V,ಶಬ್ದ ಮಾಡಲು,taraq ätmoq
732,läuten::V,ಬಾರಿಸು,jiringlamoq
733,klingeln::V,ಅನುರಣಿಸು,jiringlamoq
734,klirren::V,ಕಿಣಿಕಿಣಿಸು,sharaqlamoq
735,brausen::V,ಅಬ್ಬರಿಸು,vag'illamoq
736,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,shitirlamoq
737,klingen::V,ಉಸಿರು,yangramoq
738,bellen::V,ಬಗುಳು,hurmoq
739,heulen::V,ಅರಚು,uvlamoq
740,blasen::V,ಗಾಳಿ ಊದು,puflamoq
741,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,xushtak chalmoq 
742,schreien::V,ಕರೆ,qiyqirmoq
743,stöhnen::V,ನರಳು,nola qilmoq
744,zittern::V,ನಡುಗು,titramoq
745,leben::V,ಇರು,yashamoq
746,geboren werden::V,ಉಂಟಾಗು,tug'ilmoq
747,atmen::V,ಉಸಿರು,nafas chiqarmoq
748,trinken::V,ಕುಡಿ,ichmoq
749,essen::V,ತಿನ್ನು,emoq
750,schlucken::V,ನುಂಗು,yutmoq
751,müde werden::V,ಬಳಲು,horimoq
752,einschlafen::V,ನಿದ್ಧೆಹೋಗು,uxlab qolmoq
753,schlafen::V,ನಿದ್ರಿಸು,uxlamoq
754,aufwachen::V,ಏಳು,uyg'onmoq
755,aufstehen::V,ಏಳು,qo'pmoq
756,sich erholen::V,ಸುಧಾರಿಸು,dam olmoq
757,krank werden::V,ಬೇನೆಬೀಳು,kasallanmoq
758,krank sein::V,ಕೆಟ್ಟ ಎಂದು,betob yotmoq
759,schmerzen::V,ಕಚ್ಚು,og'rimoq
760,husten::V,ಕೆಮ್ಮು,yo'talmoq
761,genesen::V,ಮತ್ತೆಹೊದಿಸು,tuzalmoq
762,sterben::V,ಮೃತಪಡು,o'lmoq
763,umkommen::V,ಹಾಳಾಗು,halok bo'lmoq
764,sich bewegen::V,ಚಲಿಸು,harakat qilmoq
765,sich rühren::V,ಕದಲು,qimirlamoq
766,sich erheben::V,ಏಳು,qo'pmoq
767,sich setzen::V,ಕೂರು,o'tirmoq
768,hinfallen::V,ಬೀಳು,yiqilmoq
769,laufen::V,ನಡೆ,yurmoq
770,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,yurmoq
771,spazierengehen::V,ವಿಹರಿಸು,sayr ätmoq
772,eilen::V,ಮುನ್ನುಗ್ಗು,tezlamoq
773,sich beeilen::V,ಆತುರಪಡು,shoshmoq
774,sausen::V,ಒಗೆ,chopqillamoq
775,rennen::V,ಓಡು,yugurmoq
776,springen::V,ಜಿಗಿ,sakramoq
777,klettern::V,ಏರು,yuqorilamoq
778,schaukeln::V,ತೂಗು,irg'amoq
779,kriechen::V,ತೆವಳು,ämaklamoq
780,schwimmen::V,ಈಜು,suzmoq
781,tauchen::V,ಕೆಳಗಿಳಿ,chu'mmoq
782,rudern::V,ಸಾಗಿಸು,eshkak eshmoq
783,fahren::V,ನಡೆಸು,haydamoq
784,fliegen::V,ಹಾರು,uchmoq
785,gehen::V,ಹೋಗು,bormoq
786,weggehen::V,ಹೊರಡು,ketoq
787,abfahren::V,ತೆರಳು,jo'namoq
788,anhalten::V,ನಿಲ್ಲು,to'xtamoq
789,hineingehen::V,ಒಳಹೊಗು,kirmoq
790,eintreten::V,ಒಳಹೊಗು,kirmoq
791,kommen::V,ಬರು,kelmoq
792,ankommen::V,ಬರು,etib kelmoq
793,zurückkommen::V,ಹಿಂದಿರುಗು,qaytib kelmoq
794,bleiben::V,ಇರು,qolmoq
795,warten::V,ಇರು,poylamoq
796,erwarten::V,ನಿರೀಕ್ಷಿಸು,kutmoq
797,suchen::V,ಹುಡುಕು,izlamoq
798,finden::V,ಕಂಡುಕೊ,topmoq
799,versuchen::V,ಪ್ರಯತ್ನಿಸು,chalishmoq
800,vorbereiten::V,ಸಿದ್ಧವಾಗು,hozirlamoq
801,lieben::V,ಪ್ರೀತಿಸು,sevmoq
802,mögen::V,ಇಷ್ಟಪಡು,ardoqlamoq
803,lachen::V,ನಗು,kulmoq
804,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,ta'sirlantirmoq
805,weinen::V,ಅಳು,yig'lamoq
806,schimpfen::V,ಗೊಣಗು,koyinmoq
807,sich ärgern::V,ಗಣಗಾಡು,g'azab qilmoq
808,sich fürchten::V,ನಡುಗು,hurkmoq
809,fürchten::V,ಹೆದರು,qo'rqmoq
810,fliehen::V,ಓಡಿಹೋಗು,qochmoq
811,flüchten::V,ಪಾರಾಗು,qochmoq
812,sehen::V,ಕಾಣು,ko'rmoq
813,anschauen::V,ನೋಡು,razm solmoq
814,ansehen::V,ನಿರೀಕ್ಷಿಸು,razm qilmoq
815,hören::V,ಕೇಳು,äshitmoq
816,zuhören::V,ಆಲಿಸು,tinglamoq
817,probieren::V,ರುಚಿ ನೋಡು,tatib ko'rmoq
818,riechen::V,ಮೂಸು,iskamoq
819,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,sezmoq
820,scheinen::V,ತೋರು,tuyilmoq
821,zu sehen sein::V,ಕಾಣಿಸು,ko'rinmoq
822,vernehmen::V,ಕೇಳು,äshitmoq
823,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,sovuq qotmoq
824,tun::V,ಮಾಡು,ätmoq
825,können::V,ಮಾಡಬಲ್ಲ,-a olmoq
826,können::V,ಮಾಡಬಲ್ಲ,-y olmoq
827,wollen::V,ಬಯಸು,istamoq
828,anfangen::V,ಪ್ರಾರಂಭಿಸು,boshlamoq
829,beenden::V,ನಿಲ್ಲಿಸು,bitirmoq
830,aufhören::V,ಮುಗಿಸು,tinmoq
831,gelingen::V,ಯಶಸ್ವಿಯಾಗು,muvaffaqiyat qozonmoq
832,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,bo'lmoq
833,öffnen::V,ತೆರೆ,ochmoq
834,schließen::V,ಮುಚ್ಚು,yopmoq
835,stellen::V,ಇಕ್ಕು,qo'ymoq
836,setzen::V,ಇಡು,o'tqazmoq
837,legen::V,ಇಡು,yotqizmoq
838,berühren::V,ತಾಕು,tegmoq
839,verbinden::V,ಕೂಡಿಸು,ulamoq
840,bedecken::V,ಮುಚ್ಚು,bekitmoq
841,aufhängen::V,ತೂಗುಹಾಕು,ildirmoq
842,anzünden::V,ಹತ್ತಿಸು,yondirmoq
843,aufheben::V,ಆಯಿ,ko'tarmoq
844,zurücklassen::V,ಬಿಡು,ayrilmoq
845,verlieren::V,ಕಳೆ,yo'qotmoq
846,fallen lassen::V,ಬೀಳಿಸು,tushirmoq
847,machen::V,ಮಾಡು,qilmoq
848,herstellen::V,ತಯಾರಿಸು,chiqarmoq
849,bauen::V,ಕಟ್ಟು,solmoq
850,reparieren::V,ಸರಿಪಡಿಸು,tuzatmoq
851,verbessern::V,ತಿದ್ದು,isloh qilmoq
852,ändern::V,ಬದಲಾಯಿಸು,o'zgartirmoq
853,graben::V,ಅಗೆ,qazimoq
854,beugen::V,ಬಗ್ಗಿಸು,bukmoq
855,biegen::V,ಬಗ್ಗಿಸು,bukmoq
856,drehen::V,ತಿರುಗು,aylantirmoq
857,wenden::V,ತಿರುಗು,burmoq
858,umdrehen::V,ತಿರುಗಿಸು,ag'darmoq
859,heben::V,ಎತ್ತು,yuksaltirmoq
860,hochheben::V,ಎತ್ತು,ko'tarmoq
861,ergreifen::V,ಆಕ್ರಮಿಸು,tutamlamoq
862,halten::V,ಹಿಡಿ,tutmoq
863,drücken::V,ಒತ್ತು,bosmoq
864,schieben::V,ನೂಕು,surmoq
865,kratzen::V,ತರಚಿಕೊಳ್ಳು,qashimoq
866,lecken::V,ನೆಕ್ಕು,mijimoq
867,beißen::V,ಕಚ್ಚು,tishlamoq
868,abreißen::V,ಹರಿ,emirmoq
869,abschneiden::V,ಕತ್ತರಿಸು,cho'rt kesmoq
870,binden::V,ಕಟ್ಟು,bog'lamoq
871,stecken::V,ಸಿಕ್ಕಿಸು,suqmoq
872,brechen::V,ಮುರಿ,sindirmoq
873,klopfen::V,ತಟ್ಟು,dukurlamoq
874,hauen::V,ಹೊಡೆ,urmoq
875,kleben::V,ಅಂಟಿಸು,yopishtirmoq
876,reiben::V,ಉಜ್ಜು,surkamoq
877,streichen::V,ಹರಡು,surkamoq
878,schleifen::V,ಮಸೆ,qayramoq
879,schneiden::V,ಕತ್ತರಿಸು,kesmoq
880,rütteln::V,ಕುಲುಕಿಸು,chayqamoq
881,schütteln::V,ಅಲುಗಿಸು,chayqamoq
882,schwenken::V,ತೂಗಾಡು,chayqatmoq
883,schütten::V,ಎರೆ,quymoq
884,füllen::V,ತುಂಬಿಸು,to'ldirmoq
885,einwickeln::V,ಹೊದಿಸು,chulg'amoq
886,tragen::V,ಹೊರು,tashimoq
887,schleppen::V,ಜಗ್ಗು,sudramoq
888,ziehen::V,ಎಳೆ,tortmoq
889,aufbewahren::V,ಇಟ್ಟುಕೊ,tutmoq
890,werfen::V,ಎಸೆ,tashlamoq
891,fangen::V,ಹಿಡಿ,tutmoq
892,packen::V,ಸೆಳೆ,opqochmoq
893,verstecken::V,ಮುಚ್ಚಿಡು,yashirmoq
894,teilen::V,ವಿಭಜಿಸು,bo'lmoq
895,schicken::V,ಕಳುಹಿಸು,yubormoq
896,bringen::V,ತರು,keltirmoq
897,hinzufügen::V,ಕೂಡಿಸು,tirkamoq
898,bekommen::V,ಸಂಪಾದಿಸು,olmoq
899,erhalten::V,ಪಡೆ,olmoq
900,nehmen::V,ಹಿಡಿ,olmoq
901,wählen::V,ಆರಿಸು,saylamoq
902,auswählen::V,ಆಯಿ,saylamoq
903,bewahren::V,ರಕ್ಷಿಸಿಡು,saqlamoq
904,behindern::V,ಅಡ್ಡಿಮಾಡು,xalal bermoq
905,verderben::V,ಕೆಡಿಸು,xazon qilmoq
906,beschädigen::V,ಹಾಳುಮಾಡು,buzmoq
907,zerbrechen::V,ಮುರಿ,sindirmoq
908,zerreißen::V,ಸೀಳು,yirtmoq
909,zerstören::V,ಅಳಿಸು,vayron qilmoq
910,verbrennen::V,ಸುಡು,kuydirmoq
911,geben::V,ಕೊಡು,bermoq
912,reichen::V,ಕೊಡು,bermoq
913,schenken::V,ಅರ್ಪಿಸು,sovg'a qilmoq
914,versprechen::V,ವಾಗ್ದಾನಮಾಡು,va'da bermoq
915,wünschen::V,ಬಯಸು,orziqmoq
916,loben::V,ಹೊಗಳು,maqtamoq
917,küssen::V,ಚುಂಬಿಸು,o'pmoq
918,wiegen::V,ತೂಗು,tebratmoq
919,zudecken::V,ಹಾಸು,yopmoq
920,wecken::V,ಎಬ್ಬಿಸು,uyg'otmoq
921,zeigen::V,ತೋರಿಸು,ko'rsatmoq
922,führen::V,ದಾರಿತೋರಿಸು,boshlik bo'lmoq
923,lehren::V,ಕಲಿಸು,o'rgatmoq
924,unterrichten::V,ಬೋಧಿಸು,dars bermoq
925,aufziehen::V,ಸಲಹು,o'stirmoq
926,leiten::V,ಮುಂದಾಳಾಗಿರು ,boshqarmoq
927,antreiben::V,ಓಡಿಸು,shoshiltirmoq
928,lassen::V,ಮಾಡಲುಬಿಡು,ruxsat bermoq
929,einladen::V,ಆಹ್ವಾನಿಸು,taklif kilmoq
930,vereinigen::V,ಒಂದಾಗು,qo'shmoq
931,besuchen::V,ಭೇಟಿಯಾಗು,mehmonga bormoq
932,treffen::V,ಸಂಧಿಸು,duchor bo'lmoq
933,sich versammeln::V,ನೆರೆ,to'planmoq
934,spielen::V,ಆಡು,o'ynamoq
935,singen::V,ಹಾಡು,yalla qilmoq
936,tanzen::V,ಕುಣಿ,raqs qilmoq
937,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,yakkalanmoq
938,verlassen::V,ಕಳೆ,qoldirmoq
939,retten::V,ರಕ್ಷಿಸು,qutqazmoq
940,bewachen::V,ಕಾಪಾಡು,qo'rimoq
941,schützen::V,ಸಂರಕ್ಷಿಸು,yoniga olmoq
942,verteidigen::V,ಕಾಪಿಡು,yoqlamoq
943,sich schlagen::V,ಕಿತ್ತಾಟ,yoqalashmoq
944,schießen::V,ಎಸೆ,otmoq
945,siegen::V,ಗೆಲ್ಲು,engmoq
946,ärgern::V,ರೇಗಿಸು,jahl chiqarmoq
947,schlagen::V,ಹೊಡೆ,urmoq
948,treten::V,ಒದೆ,tepmoq
949,stechen::V,ಚುಚ್ಚು,qadamoq
950,stoßen::V,ತಳ್ಳು,turtmoq
951,stehlen::V,ಕದಿ,o'g'rilamoq
952,stören::V,ಕತಕು,tebratmoq
953,belästigen::V,ತೊಂದರೆ,g'ashini keltirmoq
954,verbergen::V,ಮರೆಮಾಜು,berkitmoq
955,täuschen::V,ಠಕ್ಕಿಸು,aldamoq
956,betrügen::V,ವಂಚಿಸು,tirriq qilmoq
957,töten::V,ಕೊಲ್ಲು,o'ldirmoq
958,wohnen::V,ವಾಸಿಸು,istiqomat qilmoq
959,arbeiten::V,ಕೆಲಸ ಮಾಡು,ishlamoq
960,sammeln::V,ಸಂಚಯಿಸು,yig'moq
961,pflücken::V,ಬಿಡಿಸು,termoq
962,jagen::V,ಬೇಟೆಯಾಡು,ov qilmoq
963,fischen::V,ಮೀನು ಹಿಡಿ,baliq ovlamoq
964,fassen::V,ಹಿಡಿ,ilinmoq
965,hüten::V,ಗುಂಪುಸೇರಿಸು,boqtirmoq
966,treiben::V,ದಬ್ಬು,haydamoq
967,anbinden::V,ಬಿಗಿ,bog'lamoq
968,füttern::V,ಮೇಯಿಸು,edirmoq
969,melken::V,ಹಾಲು ಕರೆ,sog'moq
970,hacken::V,ತುಂಡರಿಸು,chopmoq
971,gießen::V,ನೀರುಹಾಕು,oqizmoq
972,reifen::V,ಕಳಿ,qizarmoq
973,zubereiten::V,ಅಡಿಗೆಮಾಡು,pishirmoq
974,kochen::V,ಅಡು,qaynatmoq
975,backen::V,ಬೇಯಿಸು,yopmoq
976,braten::V,ಕರಿ,qovurmoq
977,umrühren::V,ಕಲಕು,atalamoq
978,stricken::V,ಹೆಣೆ,to'qimoq
979,nähen::V,ಹೊಲಿ,tikmoq
980,färben::V,ಬಣ್ಣ ಹತ್ತು,bo'yoqlamoq
981,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,tozalamoq
982,waschen::V,ತೊಳೆ,yuvmoq
983,abwischen::V,ಒರಸು,surkamoq
984,spülen::V,ಗಲಬರಿಸು,chaymoq
985,fegen::V,ಗುಡಿಸು,cho'tkalamoq
986,kehren::V,ಗುಡಿಸು,supurmoq
987,baden::V,ಸ್ನಾನಮಾಡು,cho'milmoq
988,sich waschen::V,ತೊಳೆ,yuvinmoq
989,ausziehen::V,ಬಿಚ್ಚು,echintirmoq
990,anziehen::V,ಹಾಕು,kiymoq
991,sich anziehen::V,ಹಾಕು,kiyinmoq
992,kämmen::V,ಬಾಚು,taramoq
993,schmücken::V,ಅಲಂಕರಿಸು,yasatmoq
994,sagen::V,ಹೇಳು,aytmoq
995,sprechen::V,ನುಡಿ,so'zlamoq
996,reden::V,ನುಡಿ,gapirmoq
997,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,suhbatlashmoq
998,fragen::V,ವಿಚಾರಿಸು,so'ramoq
999,bitten::V,ಬೇಡು,iltimos qilmoq
1000,erzählen::V,ಹೇಳು,aytib bermoq
1001,mitteilen::V,ತಿಳಿಸು,bildirmoq
1002,nennen::V,ಹೆಸರಿಡು,atamoq
1003,rufen::V,ಕರೆ,chaqirmoq
1004,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,gerdaymoq
1005,übersetzen::V,ಭಾಷಾಂತರಿಸು,tarjima qilmoq
1006,denken::V,ಯೋಚಿಸು,o'ylamoq
1007,glauben::V,ನಂಬು,ishonmoq
1008,bemerken::V,ಗಮನಿಸು,payqamoq
1009,erkennen::V,ಗುರುತುಹಿಡಿ,tanimoq
1010,begreifen::V,ಗ್ರಹಿಸು,tushunmoq
1011,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,anglamoq
1012,lernen::V,ಕಲಿ,o'qimoq
1013,wissen::V,ಅರಿ,bilmoq
1014,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,äsni tanimoq
1015,vergessen::V,ಮರೆತುವಿಡು,unutmoq
1016,messen::V,ಅಳೆ,o'lchamoq
1017,zählen::V,ಗಣಿಸು,raqamlamoq
1018,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,cho'tlamoq
1019,lesen::V,ಓದು,o'qimoq
1020,malen::V,ಬಿಡಿಸು,rasm solmoq
1021,zeichnen::V,ಬಿಡಿಸು,chizmoq
1022,schreiben::V,ಬರೆ,yozmoq
1023,besitzen::V,ಒಡೆಯನಾಗಿರು,ägalamoq
1024,kaufen::V,ಕೊಳ್ಳು,olmoq
1025,verkaufen::V,ಕೊಡು,sotmoq
1026,bezahlen::V,ಬೆಲೆತೆರು,to'lamoq
1027,zahlen::V,ಹಣವನ್ನುಕೊಡು,to'lamoq
1028,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,ägalamoq
1029,ertragen::V,ಸಹಿಸು,chidamoq
