,Concept_ID,te,ja
713,acht::NUM,ఎనిమదు,八
714,acht::NUM,ఎనిమదు,八つ
715,neun::NUM,తొమ్మిది,九
716,neun::NUM,తొమ్మిది,九つ
717,zehn::NUM,పది,十
718,elf::NUM,పదునొకొండు,十一
719,zwölf::NUM,పండ్రండు,十二
720,zwanzig::NUM,ఇరుపది,二十
721,dreißig::NUM,ముప్పది,三十
722,vierzig::NUM,నలువది,四十
723,fünfzig::NUM,ఏబది,五十
724,sechzig::NUM,అరుపది,六十
725,siebzig::NUM,డెబ్బది,七十
726,achtzig::NUM,ఎనుబది,八十
727,neunzig::NUM,తొంబది,九十
728,hundert::NUM,నూఱు,百
729,tausend::NUM,వేయి,千
730,und::CNJ,మఱియు,-と
731,und::CNJ,మఱియు,そして
732,oder::CNJ,లేక,或いは
733,stehen::V,నిలుచు,立っている
734,sitzen::V,కూర్చుండు,座っている
735,liegen::V,పండుకొనుట,横になっている
736,hängen::V,వ్రేలాడదీయు,掛かっている
737,werden::V,అగు,なる
738,passieren::V,సంభవించు,起こる
739,beginnen::V,ఆరంభించు,始まる
740,enden::V,తీరుట,終わる
741,wechseln::V,మార్చు,変わる
742,aufgehen[Sonne]::V,ఉదయించు,出る
743,untergehen[Sonne]::V,అస్తమించు,沈む
744,scheinen[Sonne]::V,ప్రకాశించు,輝く
745,donnern::V,ఉరుముట,雷が鳴る
746,wehen::V,దురద్పప్టము,吹く
747,strömen::V,పారుట,流れる
748,fließen::V,ప్రవహించు,流れる
749,sich drehen::V,తిరుగు,回転する
750,schwanken::V,ఆడించుట,揺れる
751,schwingen::V,ఊగుట,振動する
752,fallen::V,పడు,落ちる
753,brennen::V,కాలుట,燃える
754,rauchen::V,పొగసుట,煙を出す
755,regnen::V,కురిపించుట,雨が降る
756,gefrieren::V,గడ్డకట్టు,凍る
757,tauen::V,కరగు,溶ける
758,schmelzen::V,కరగు,溶ける
759,trocknen::V,యెండుట,乾く
760,sieden::V,ఉడుకు,沸く
761,faulen::V,క్రుళ్లు,腐る
762,verfaulen::V,క్షిణించు,朽ちる
763,reißen::V,చించు,切れる
764,versinken::V,మునుగు,沈む
765,vergehen::V,సంభవించు,経つ
766,erscheinen::V,కనబడు,現れる
767,verschwinden::V,అదృశ్యమగు,消える
768,sinken::V,ముణుగుట,下がる
769,abnehmen::V,తగ్గు,減る
770,zunehmen::V,పెరుగుట,増える
771,steigen::V,లేచు,上がる
772,wachsen::V,పెరుగు,伸びる
773,glänzen::V,ప్రకాశించు,輝く
774,funkeln::V,ప్రకాశించు,ぴかぴか光る
775,lärmen::V,అరుచుట,騒ぐ
776,läuten::V,మేళవించుట,鳴る
777,klingeln::V,వాయించుట,鳴る
778,klirren::V,ఘంటానాదము,がらんがらんと鳴る
779,brausen::V,గర్జించు,逆巻く
780,rauschen::V,చటచటమనుట,戦ぐ
781,klingen::V,ధ్వనించుట,鳴る
782,bellen::V,అఱచు,吠える
783,heulen::V,కూయు,きゃんきゃん鳴く
784,blasen::V,దురద్పప్టము,吹く
785,pfeifen::V,ఈలవేయు,口笛を吹く
786,schreien::V,అఱచు,叫ぶ
787,stöhnen::V,మూలుగు,うめく
788,zittern::V,వణకు,震える
789,leben::V,జీవించుట,生きている
790,geboren werden::V,పుట్టుట,生まれる
791,atmen::V,ఉపిరి తీయు,呼吸する
792,trinken::V,త్రాగు,飲む
793,essen::V,తిను,食べる
794,schlucken::V,మ్రింగు,飲み込む
795,müde werden::V,అలయు,眠くなる
796,einschlafen::V,నిద్రించు,寝付く
797,schlafen::V,నిద్రురించు,眠る
798,aufwachen::V,మేలుకొను,目が覚める
799,aufstehen::V,లేచు,起きる
800,sich erholen::V,నడ్డి వాల్చు,休養する
801,krank werden::V,జబ్బుపడు,病気になる
802,krank sein::V,జబ్బు చేయు,病気である
803,schmerzen::V,నొచ్చుట,痛む
804,husten::V,దగ్గుట,咳をする
805,genesen::V,కుదురుట,元気になる
806,sterben::V,మరణించు,死ぬ
807,sterben::V,మరణించు,亡くなる
808,umkommen::V,నశించు,死亡する
809,sich bewegen::V,కదలు,移動する
810,sich rühren::V,కదలు,動く
811,sich erheben::V,లేచు,立ち上がる
812,sich setzen::V,కూర్చుణ్డు,座る
813,hinfallen::V,దొర్లు,転ぶ
814,laufen::V,నడచు,歩く
815,schreiten::V,అడుగుపెట్టుట,跨ぐ
816,spazierengehen::V,పచారు చేయు,散歩する
817,eilen::V,తొందరపడు,急ぐ
818,sich beeilen::V,త్వరపెట్టు,焦る
819,sausen::V,విసరికొట్టు,疾駆する
820,rennen::V,పరుగెత్తు,走る
821,springen::V,దుముకు,跳ぶ
822,klettern::V,ఎక్కు,よじ登る
823,schaukeln::V,ఉయ్యాల ఊగు ,ぶらんこに乗る
824,kriechen::V,ప్రాకు,這う
825,schwimmen::V,ఈదు,泳ぐ
826,tauchen::V,మునుగు,潜る
827,rudern::V,తెడ్లతోఁగడపు,漕ぐ
828,fahren::V,నడపు,行く
829,fahren::V,నడపు,乗車する
830,fliegen::V,ఎగురు,飛ぶ
831,gehen::V,పోవు,行く
832,weggehen::V,బయలుదేరు,立ち去る
833,abfahren::V,విడిచిపోవు,出発する
834,anhalten::V,నిలుపు,止まる
835,hineingehen::V,ప్రవేశించు,入る
836,eintreten::V,ప్రవేశించు,中に入る
837,kommen::V,వచ్చు,来る
838,ankommen::V,వచ్చి చేరు,着く
839,ankommen::V,వచ్చి చేరు,到着する
840,zurückkommen::V,తిరిగీవచ్చుట,帰る
841,bleiben::V,ఉండు,留まる
842,warten::V,కనిపెట్టు,待つ
843,erwarten::V,నిరిక్షించు,期待する
844,suchen::V,వెదకు,探る
845,finden::V,కనుగొను,見つける
846,versuchen::V,ప్రయత్నించు,試す
847,vorbereiten::V,తయారుచేయు,準備する
848,lieben::V,ప్రేమించు,愛する
849,mögen::V,ఇష్టపడు,好きである
850,lachen::V,నవ్వు,笑う
851,rühren::V,గుండె తాకు,感情を動かす
852,weinen::V,వీడ్చు,泣く
853,schimpfen::V,గొణుగు,叱る
854,sich ärgern::V,అలుగు,怒る
855,sich ärgern::V,అలుగు,腹を立てる
856,sich fürchten::V,భయపడు,怖がる
857,fürchten::V,భయపడు,恐れる
858,fliehen::V,పాఱిపోపు,逃げる
859,flüchten::V,తప్పించుకొను,逃亡する
860,sehen::V,చూచు,見る
861,anschauen::V,చూచు,眺める
862,ansehen::V,కాచియుండు,見る
863,hören::V,విను,聞く
864,zuhören::V,విను,聴く
865,probieren::V,చవిచూచుట,食べてみる
866,riechen::V,వాసనచూచు,気取る
867,fühlen::V,స్పర్శించుట,感じる
868,scheinen::V,కనబడు,ように見える
869,zu sehen sein::V,చూవు,見える
870,vernehmen::V,విను,承る
871,frieren::V,చలికి వడకు,寒気がする
872,tun::V,చేయు,する
873,können::V,గల,出来る
874,wollen::V,కోరు,-たい
875,anfangen::V,ఆరంభించు,始める
876,beenden::V,ముగించు,終える
877,aufhören::V,నిలుపు,止める
878,gelingen::V,గెలుపాందు,成功する
879,geraten::V,వెలువడు,当たる
880,öffnen::V,తెఱచు,開く
881,öffnen::V,తెఱచు,開ける
882,schließen::V,మూయు,閉める
883,stellen::V,ఉంచు,置く
884,stellen::V,ఉంచు,据える
885,setzen::V,ఉంచు,座らせる
886,legen::V,పెట్టు,置く
887,berühren::V,తాకు,触る
888,berühren::V,తాకు,触れる
889,verbinden::V,చేర్చుట,結びつける
890,bedecken::V,మూయు,覆う
891,aufhängen::V,వ్రేలాడదీయు,掛ける
892,anzünden::V,వెలిగించు,燃やす
893,anzünden::V,వెలిగించు,火をつける
894,aufheben::V,సేకరించు,拾う
895,zurücklassen::V,విడుచు,残す
896,verlieren::V,పోగొట్టుకొను,無くす
897,fallen lassen::V,జాఱవిడుచు,落とす
898,machen::V,చేయు,作る
899,herstellen::V,ఉత్పత్తిచేయు,製造する
900,bauen::V,నిర్మించు,建設する
901,reparieren::V,సరిచేయు,直す
902,reparieren::V,సరిచేయు,修理する
903,verbessern::V,వృద్ధి చేయు,改良する
904,ändern::V,మార్చు,変える
905,graben::V,త్రవ్వు,掘る
906,beugen::V,వంచు,折る
907,biegen::V,వంచు,曲げる
908,drehen::V,నూలువడుకు,回す
909,wenden::V,త్రిప్పు,裏返す
910,umdrehen::V,త్రిప్పు,裏返す
911,heben::V,ఎత్తు,挙げる
912,hochheben::V,ఎత్తు,持ち上げる
913,ergreifen::V,వశపఱచుకొను,取り上げる
914,halten::V,ఉంచు,持つ
915,drücken::V,అణచు,押す
916,schieben::V,నొక్కు,ずらす
917,kratzen::V,గోకు,引っ掻く
918,lecken::V,నాకు,なめる
919,beißen::V,కఱచు,噛む
920,abreißen::V,తెగతెంచు,剝ぎ取る
921,abschneiden::V,తెగకొట్టు,切り取る
922,binden::V,కట్టు,縛る
923,stecken::V,తగులుకొనివుండుట,差し込む
924,brechen::V,పగులగొట్టు,破る
925,klopfen::V,కొట్టు,とんとん叩く
926,hauen::V,కొట్టు,叩く
927,kleben::V,అంటుకొను,貼る
928,kleben::V,అంటుకొను,くっ付ける
929,reiben::V,రాచు,擦る
930,streichen::V,వ్యాపింపజేయు,塗る
931,schleifen::V,రాచు,研ぐ
932,schneiden::V,కోయు,切る
933,rütteln::V,కుదిలించుట,揺さぶる
934,schütteln::V,కదల్చు,振る
935,schütteln::V,కదల్చు,揺さぶる
936,schwenken::V,ఊచుట,振る
937,schütten::V,పోయు,注ぐ
938,füllen::V,నింపు,いっぱいにする
939,einwickeln::V,చుట్టు,包む
940,tragen::V,మోయు,運ぶ
941,schleppen::V,ఈడ్చు,引きずる
942,ziehen::V,ఈడ్చు,引く
943,aufbewahren::V,కాపాడు,預かる
944,werfen::V,విసరు,投げる
945,fangen::V,పట్టుకొను,受ける
946,packen::V,పట్టుకొను,掴む
947,verstecken::V,దాచు,隠す
948,teilen::V,భాగించు,分ける
949,schicken::V,పంపు,送る
950,bringen::V,తెచ్చు,持って行く
951,hinzufügen::V,చేర్చు,加える
952,bekommen::V,సంపాదించు,得る
953,erhalten::V,పుచ్చుకొను,受ける
954,nehmen::V,తీసికొను,取る
955,wählen::V,ఇష్టపడు,選ぶ
956,auswählen::V,ఏరుకొను,選ぶ
957,bewahren::V,భద్రపఱుచు,保存する
958,behindern::V,అడ్డగించుట,妨害する
959,verderben::V,చెఱచు,台無しにする
960,beschädigen::V,చెరుపుట,損傷する
961,zerbrechen::V,పగులగొట్టు,割る
962,zerreißen::V,చించు,引き裂く
963,zerstören::V,వాశనము చేయు,破壊する
964,verbrennen::V,కాల్చు,焼く
965,geben::V,ఇచ్చు,上げる
966,reichen::V,అందుకొనుట,渡す
967,schenken::V,అర్పించు,贈る
968,versprechen::V,వాగ్దత్తము చేయు,約束する
969,wünschen::V,కోరు,望む
970,loben::V,స్తుతించు,褒める
971,küssen::V,ముద్దుపెట్టుకొను,キスする
972,wiegen::V,ఊచుట,揺する
973,zudecken::V,మూయు,覆う
974,wecken::V,నిద్రపలేపుట,起こす
975,zeigen::V,చూవు,見せる
976,führen::V,దారిచూపు,案内する
977,lehren::V,బోధించు,教える
978,unterrichten::V,నేర్పు,通知する
979,aufziehen::V,పెంచు,育てる
980,leiten::V,తీసుకపోవుట,導く
981,antreiben::V,ప్రేరేపించు,励ます
982,lassen::V,అనుమతించు,～させる
983,einladen::V,ఆహ్వానించు,誘う
984,einladen::V,ఆహ్వానించు,招待する
985,vereinigen::V,కూడుట,一つにする
986,besuchen::V,పోయి చూచు,訪ねる
987,treffen::V,కలియు,出会う
988,sich versammeln::V,కూర్చు,集まる
989,spielen::V,ఆట లాడు,遊ぶ
990,singen::V,పాడు,歌う
991,tanzen::V,నృత్యముచేయు,踊る
992,sich trennen::V,ఎడబాయుట,別れる
993,verlassen::V,విడుచు,別れる
994,retten::V,తప్పించుట,救う
995,retten::V,తప్పించుట,助ける
996,bewachen::V,కాపాడు,見張る
997,bewachen::V,కాపాడు,軽微する
998,schützen::V,రక్షించు,保護する
999,verteidigen::V,రక్షించు,守る
1000,sich schlagen::V,జగడమాడు,殴る
1001,schießen::V,కాల్చు,撃つ
1002,siegen::V,గెలుచు,勝つ
1003,ärgern::V,పీడించుట,怒らせる
1004,schlagen::V,కొట్టు,殴る
1005,treten::V,తన్ను,蹴る
1006,stechen::V,కుట్టు,突く
1007,stoßen::V,గెంటు,突く
1008,stehlen::V,దొంగిలించు,盗る
1009,stören::V,కలతపఱచు,構う
1010,belästigen::V,పీడించు,邪魔する
1011,verbergen::V,దాచు,隠す
1012,täuschen::V,మోసము చేయు,だます
1013,betrügen::V,మోసపుచ్చు,だます
1014,töten::V,చంపు,殺す
1015,wohnen::V,నివసించు,住む
1016,arbeiten::V,పనిచేయు,働く
1017,sammeln::V,ప్రోగుచేయు,集める
1018,sammeln::V,ప్రోగుచేయు,収集する
1019,pflücken::V,యేరుట,摘む
1020,jagen::V,వేటాడు,狩りをする
1021,fischen::V,వెదకు,釣る
1022,fassen::V,పట్టుకొమ,捕る
1023,hüten::V,మందచేరుట,放牧する
1024,treiben::V,నడపు,追う
1025,anbinden::V,కట్టు,繋ぐ
1026,füttern::V,భోజనము పెట్టు,餌をやる
1027,melken::V,పాలు పితుకు,搾乳する
1028,hacken::V,నఱకు,刻む
1029,gießen::V,నీళ్ళుకట్టుట,水をやる
1030,reifen::V,పండుట,熟す
1031,zubereiten::V,వండు,調理する
1032,kochen::V,వండు,煮る
1033,backen::V,రొట్టెకాల్చు,焼く
1034,braten::V,వేపు,焼く
1035,braten::V,వేపు,炒める
1036,umrühren::V,కదులుట,混ぜる
1037,stricken::V,అల్లు,編む
1038,nähen::V,కుట్టు,縫う
1039,färben::V,రంగు వేయు,染める
1040,reinigen::V,శుభ్రము చేయు,掃除する
1041,waschen::V,కడుగు,洗う
1042,waschen::V,కడుగు,洗濯する
1043,abwischen::V,తుడుచు,拭く
1044,spülen::V,నీటిలో జడించు,洗う
1045,spülen::V,నీటిలో జడించు,すすぐ
1046,fegen::V,ఊడ్చు,掃除する
1047,kehren::V,ఊడ్చు,掃く
1048,baden::V,స్నానము చేయు,入浴する
1049,sich waschen::V,కడుగు,洗う
1050,ausziehen::V,విప్పు,脱ぐ
1051,anziehen::V,ధరించు,着る
1052,sich anziehen::V,బట్టలు వేసుకొను,着る
1053,sich anziehen::V,తొడుగుకొను,着る
1054,kämmen::V,దువ్వుట,梳く
1055,schmücken::V,అలంకరించు,飾る
1056,sagen::V,చెప్పు,言う
1057,sprechen::V,చెప్పు,話す
1058,reden::V,మాటలాడు,話す
1059,sich unterhalten::V,ముచ్చటలాడు,話をする
1060,fragen::V,ప్రశ్నించు,聞く
1061,bitten::V,కోరు,頼む
1062,bitten::V,కోరు,お願いする
1063,erzählen::V,చెప్పు,物語る
1064,mitteilen::V,తెలియజేయు,伝える
1065,nennen::V,పేరు వెట్టు,名づける
1066,rufen::V,పిలుచు,呼ぶ
1067,prahlen::V,జల్లి,自慢する
1068,übersetzen::V,తర్జుమాచేయు,訳す
1069,denken::V,ఆలోచించు,考える
1070,glauben::V,నమ్ము,信じる
1071,bemerken::V,గుర్తించు,気が付く
1072,erkennen::V,గుర్తించు,認識する
1073,begreifen::V,గ్రహించు,分かる
1074,verstehen::V,గ్రహించు,聞き取る
1075,lernen::V,నేర్చు కొను,学ぶ
1076,lernen::V,నేర్చు కొను,勉強する
1077,wissen::V,తెలిసికొను,知っている
1078,sich erinnern an::V,జ్ఞాపకముంచుకొను,思い出す
1079,vergessen::V,మఱచిపోవు,忘れる
1080,messen::V,కొలుచుట,計る
1081,messen::V,కొలుచుట,測定する
1082,zählen::V,లెక్కపెట్టు,数える
1083,rechnen::V,లెక్కపెట్టు,計算する
1084,lesen::V,చదువు,読む
1085,malen::V,పూనుట,描く
1086,zeichnen::V,వ్రాసుట,写生する
1087,schreiben::V,వ్రాయు,書く
1088,besitzen::V,కలిగియుండు,所持する
1089,kaufen::V,కొను,買う
1090,verkaufen::V,అమ్ము,売る
1091,bezahlen::V,చెల్లించు,払う
1092,zahlen::V,చెల్లించు,支払う
1093,beherrschen::V,ఏలు,支配する
1094,ertragen::V,భరించు,耐える
