,Concept_ID,,sq
717,oben::ADV,,sipër
718,hinauf::ADV,,lart
719,hinauf::ADV,,përpjetë
720,überall::ADV,,kudo
721,nicht::ADV,,s'
722,nicht::ADV,,nuk
723,ein wenig::ADV,,një tis
724,kaum::ADV,,mezi
725,sehr::ADV,,fort
726,sehr::ADV,,shumë
727,so::ADV,,ashtu
728,so::ADV,,kështu
729,noch::ADV,,ende
730,noch::ADV,,akoma
731,nur::ADV,,vetëm
732,schon::ADV,,tashmë
733,wieder::ADV,,përsëri
734,vergebens::ADV,,kot
735,vor::PRP,,para
736,hinter::PRP,,prapa
737,hinter::PRP,,mbrapa
738,unter::PRP,,nën
739,durch::PRP,,nëpër
740,neben::PRP,,pranë
741,neben::PRP,,përbri
742,zwischen::PRP,,midis
743,zwischen::PRP,,ndërmjet
744,wegen::PRP,,për
745,dies::PRN,,ky
746,das::PRN,,ky
747,alles::PRN,,gjithçka
748,ich::PRN,,unë
749,du::PRN,,ti
750,er::PRN,,ai
751,wir::PRN,,ne
752,ihr::PRN,,ju
753,sie::PRN,,ata
754,was::FPRN,,ç'
755,was::FPRN,,çfarë
756,wer::FPRN,,kush
757,wo::FADV,,ku
758,wohin::FADV,,për ku
759,wie::FADV,,si
760,warum::FADV,,pse
761,warum::FADV,,përse
762,wieviel::FNUM,,sa
763,eins::NUM,,një
764,zwei::NUM,,dy
765,drei::NUM,,tre
766,vier::NUM,,katër
767,fünf::NUM,,pesë
768,sechs::NUM,,gjashtë
769,sieben::NUM,,shtatë
770,acht::NUM,,tetë
771,neun::NUM,,nëntë
772,zehn::NUM,,dhjetë
773,elf::NUM,,njëmbëdhjetë
774,zwölf::NUM,,dymbëdhjetë
775,zwanzig::NUM,,njëzet
776,dreißig::NUM,,tridhjetë
777,vierzig::NUM,,dyzet
778,fünfzig::NUM,,pesëdhjetë
779,sechzig::NUM,,gjashtëdhjetë
780,siebzig::NUM,,shtatëdhjetë
781,achtzig::NUM,,tetëdhjetë
782,neunzig::NUM,,nëntëdhjetë
783,hundert::NUM,,qind
784,tausend::NUM,,mijë
785,und::CNJ,,e
786,und::CNJ,,dhe
787,oder::CNJ,,a
788,oder::CNJ,,apo
789,stehen::V,,rri
790,sitzen::V,,rri
791,liegen::V,,rri shtrirë
792,hängen::V,,varem
793,werden::V,,bëhem
794,passieren::V,,ndodh
795,beginnen::V,,filloj
796,enden::V,,përfundoj
797,wechseln::V,,ndërroj
798,aufgehen[Sonne]::V,,hapem
799,untergehen[Sonne]::V,,hyj
800,untergehen[Sonne]::V,,perëndoj
801,scheinen[Sonne]::V,,ndriçoj
802,donnern::V,,gjëmoj
803,donnern::V,,bubulloj
804,wehen::V,,fryj
805,strömen::V,,derdh
806,fließen::V,,rrjedh
807,sich drehen::V,,rrotullohem
808,schwanken::V,,dyzoj
809,schwingen::V,,dridhem
810,fallen::V,,bie
811,brennen::V,,digjem
812,rauchen::V,,nxjerr tym
813,regnen::V,,bie shi
814,gefrieren::V,,ngrij
815,tauen::V,,shkrij
816,schmelzen::V,,shkrij
817,trocknen::V,,thaj
818,sieden::V,,ziej
819,faulen::V,,kalbem
820,faulen::V,,prishem
821,verfaulen::V,,kalbem
822,reißen::V,,grisem
823,reißen::V,,shqyhem
824,versinken::V,,humboj
825,vergehen::V,,kaloj
826,erscheinen::V,,dukem
827,verschwinden::V,,zhdukem
828,sinken::V,,ulem
829,abnehmen::V,,pakësohem
830,abnehmen::V,,zvogëlohem
831,zunehmen::V,,shtohem
832,steigen::V,,rritem
833,wachsen::V,,rritem
834,glänzen::V,,vezulloj
835,funkeln::V,,xixoj
836,funkeln::V,,xixëlloj
837,lärmen::V,,oshtij
838,lärmen::V,,zhurmoj
839,läuten::V,,bie
840,klingeln::V,,i bie ziles
841,klirren::V,,kërcëlloj
842,brausen::V,,gjëmoj
843,rauschen::V,,fëshfërij
844,klingen::V,,tingëlloj
845,bellen::V,,leh
846,heulen::V,,ulërij
847,blasen::V,,fryj
848,pfeifen::V,,fishkëllej
849,schreien::V,,bërtas
850,stöhnen::V,,rënkoj
851,zittern::V,,trembem
852,leben::V,,rroj
853,leben::V,,jetoj
854,geboren werden::V,,lind
855,atmen::V,,marr frymë
856,trinken::V,,pi
857,essen::V,,ha
858,schlucken::V,,gëlltis
859,schlucken::V,,kapërdij
860,müde werden::V,,lodhem
861,einschlafen::V,,bie të fle
862,schlafen::V,,fle
863,aufwachen::V,,zgjohem
864,aufstehen::V,,çohem
865,aufstehen::V,,ngrihem
866,sich erholen::V,,qetësohem
867,sich erholen::V,,shtendosem
868,krank werden::V,,bie i sëmurë
869,krank sein::V,,jam i sëmurë
870,schmerzen::V,,dhemb
871,husten::V,,kollitem
872,genesen::V,,shërohem
873,sterben::V,,vdes
874,umkommen::V,,vdes
875,umkommen::V,,mbaroj
876,sich bewegen::V,,shkundem
877,sich rühren::V,,lëviz
878,sich erheben::V,,ngrihem
879,sich setzen::V,,ulem
880,hinfallen::V,,gremisem
881,laufen::V,,eci
882,schreiten::V,,çapem
883,spazierengehen::V,,shëtis
884,eilen::V,,ngas
885,sich beeilen::V,,nxitoj
886,sausen::V,,eci shpejt
887,rennen::V,,vrapoj
888,springen::V,,kërcej
889,klettern::V,,hipi
890,schaukeln::V,,kolovitem
891,kriechen::V,,zvarritem
892,schwimmen::V,,notoj
893,tauchen::V,,zhytem
894,rudern::V,,vozis
895,fahren::V,,shkoj
896,fliegen::V,,fluturoj
897,gehen::V,,eci
898,gehen::V,,shkoj
899,weggehen::V,,vete
900,abfahren::V,,nisem
901,anhalten::V,,ndalem
902,hineingehen::V,,futem
903,eintreten::V,,hyj
904,kommen::V,,vij
905,ankommen::V,,arrij
906,ankommen::V,,mbërrij
907,zurückkommen::V,,kthehem
908,bleiben::V,,mbetem
909,bleiben::V,,qëndroj
910,warten::V,,pres
911,erwarten::V,,pres
912,suchen::V,,kërkoj
913,finden::V,,gjej
914,versuchen::V,,mundohem
915,vorbereiten::V,,përgatis
916,lieben::V,,dashuroj
917,mögen::V,,dua
918,lachen::V,,qesh
919,rühren::V,,mallëngjej
920,weinen::V,,qaj
921,schimpfen::V,,shaj
922,sich ärgern::V,,bëhem verem
923,sich fürchten::V,,kam frikë
924,sich fürchten::V,,frikësohem
925,fürchten::V,,kam frikë nga
926,fliehen::V,,arratisem
927,flüchten::V,,iki
928,sehen::V,,shoh
929,anschauen::V,,shikoj
930,ansehen::V,,shikoj
931,hören::V,,dëgjoj
932,zuhören::V,,veshtoj
933,probieren::V,,provoj
934,riechen::V,,nuhas
935,fühlen::V,,ndiej
936,scheinen::V,,ndriçoj
937,zu sehen sein::V,,dukem
938,vernehmen::V,,dëgjoj
939,frieren::V,,mërdhij
940,tun::V,,bëj
941,können::V,,mund
942,wollen::V,,dua
943,wollen::V,,dëshiroj
944,anfangen::V,,filloj
945,beenden::V,,kryej
946,beenden::V,,mbaroj
947,aufhören::V,,pushoj
948,gelingen::V,,më shkon mbarë
949,geraten::V,,del
950,öffnen::V,,hap
951,schließen::V,,mbyll
952,stellen::V,,vë
953,setzen::V,,vë
954,legen::V,,vë
955,berühren::V,,rrok
956,verbinden::V,,bashkoj
957,bedecken::V,,mbuloj
958,aufhängen::V,,var
959,anzünden::V,,ndez
960,aufheben::V,,ngre
961,zurücklassen::V,,lë pas
962,verlieren::V,,humb
963,fallen lassen::V,,lëshoj
964,machen::V,,bëj
965,herstellen::V,,prodhoj
966,bauen::V,,ndërtoj
967,reparieren::V,,ndreq
968,reparieren::V,,meremetoj
969,verbessern::V,,përmirësoj
970,ändern::V,,ndërroj
