,Concept_ID,ta,tt
683,vorwärts::ADV,முன்புறமாக,алга
684,rückwärts::ADV,பின்னோக்கி,кире
685,zurück::ADV,பின்பக்கம்,кире
686,unten::ADV,கீழாக,түбәндә
687,hinab::ADV,கீழ் நோக்கி,аска
688,oben::ADV,மேலே,өстә
689,oben::ADV,மேலே,югарыда
690,hinauf::ADV,மேலே,өскә
691,überall::ADV,எல்லா இடத்திலும்,hәркайда
692,nicht::ADV,இல்லை,түгел
693,ein wenig::ADV,கொஞ்சம்,бераз
694,kaum::ADV,அரிதாக,көчкә
695,sehr::ADV,மிக்க,бик
696,so::ADV,மிகவும்,алай
697,noch::ADV,இப்பொழுதும்,янә
698,noch::ADV,இப்பொழுதும்,тагын
699,nur::ADV,மட்டும்,фәкать
700,schon::ADV,ஏற்கனவே,инде
701,wieder::ADV,மறுபடியும்,янә
702,wieder::ADV,மறுபடியும்,тагын
703,vergebens::ADV,வீண்,юкка
704,vor::PRP,முன்,алдыннан
705,hinter::PRP,பின்பக்கம்,арттан
706,unter::PRP,கீழே,астында
707,durch::PRP,ஊடே,аша
708,neben::PRP,அடுத்து,тирәсендә
709,zwischen::PRP,இடையில்,арасында
710,wegen::PRP,ஏனெனில்,сәбәпле
711,dies::PRN,இது,бу
712,das::PRN,அது,ул
713,alles::PRN,ஒவ்வொன்றும்,һәммә
714,ich::PRN,நான்,мин
715,du::PRN,நீ,син
716,er::PRN,அவன்,ул
717,wir::PRN,நாம்,без
718,wir::PRN,நாங்கள்,без
719,ihr::PRN,நீங்கள்,сез
720,sie::PRN,அவர்கள்,ул
721,was::FPRN,என்ன,ни
722,was::FPRN,என்ன,нәрсә
723,wer::FPRN,யார்,кем
724,wo::FADV,எங்கே,кайда
725,wohin::FADV,எதற்கு,кая
726,wie::FADV,எப்படி,ничек
727,warum::FADV,ஏன்,нигә
728,wieviel::FNUM,எவ்வளவு,ничә
729,eins::NUM,ஒன்று,бер
730,zwei::NUM,இரண்டு,ике
731,drei::NUM,மூன்று,өч
732,vier::NUM,நான்கு,дүрт
733,fünf::NUM,ஐந்து,биш
734,sechs::NUM,ஆறு,алты
735,sieben::NUM,ஏழு,җиде
736,acht::NUM,எட்டு,сигез
737,neun::NUM,ஒன்பது,тугыз
738,zehn::NUM,பத்து,ун
739,elf::NUM,பதினொன்று,унбер
740,zwölf::NUM,பன்னிரண்டு,унике
741,zwanzig::NUM,இருபது,егерме
742,dreißig::NUM,முப்பது,утыз
743,vierzig::NUM,நாற்பது,кырык
744,fünfzig::NUM,ஐமபது,илле
745,sechzig::NUM,அறுபது,алтмыш
746,siebzig::NUM,எழுபது,җитмеш
747,achtzig::NUM,எண்பது,сиксән
748,neunzig::NUM,தொன்னூறு,туксан
749,hundert::NUM,நூறு,йөз
750,tausend::NUM,ஆயிரம்,мең
751,und::CNJ,மற்றும்,вә
752,oder::CNJ,அல்லது,яки
753,oder::CNJ,அல்லது,яисә
754,stehen::V,நில்,тору
755,sitzen::V,உட்கார்,утыру
756,liegen::V,படு,яту
757,hängen::V,தொங்கச் செய்,эленү
758,werden::V,ஆகு,булу
759,passieren::V,நிகழ்,булу
760,beginnen::V,ஆரம்பி,башлану
761,enden::V,முடி,бетү
762,wechseln::V,மாற்று,үзгәртү
763,aufgehen[Sonne]::V,உயர எழு,чыгу
764,untergehen[Sonne]::V,பொறுத்து,бату
765,scheinen[Sonne]::V,பிரகாசி,яктырту
766,donnern::V,இடி,күкрәү
767,wehen::V,வீசு,исү
768,strömen::V,பாயதல்,агу
769,fließen::V,நீரோட்டம் போக்கில் போ,агу
770,sich drehen::V,சுழல்,бөтерелү
771,schwanken::V,தள்ளாடு,икеләнү
772,schwingen::V,ஆடு,тирбәлү
773,fallen::V,விழு,егылу
774,brennen::V,எரி,яну
775,rauchen::V,பகை பிடி,төтәү
776,rauchen::V,பகை பிடி,төтенләү
777,regnen::V,மழை பெய்,яву
778,gefrieren::V,உறைந்துவிடு,кату
779,tauen::V,உருகு,эрү
780,tauen::V,உருகு,эретү
781,schmelzen::V,உருகு,эрү
782,schmelzen::V,உருகு,эретү
783,trocknen::V,உலர்த்து,кибү
784,sieden::V,கொதிக்க வை,ургылу
785,faulen::V,அழுகச் செய்,черү
786,verfaulen::V,அழுகச் செய்,черү
787,reißen::V,திடீரென அறு,өзелү
788,versinken::V,மூழ்கு,бату
789,vergehen::V,கடந்துசெல்,авышу
790,erscheinen::V,தோன்றச்,пәйда булу
791,verschwinden::V,மறைந்து போ,югалу
792,verschwinden::V,மறைந்து போ,юк булу
793,sinken::V,பதைவுறு,кимү
794,sinken::V,பதைவுறு,кайту
795,abnehmen::V,குறை,азаю
796,zunehmen::V,உயர்த்து,арту
797,zunehmen::V,உயர்த்து,күбәю
798,zunehmen::V,உயர்த்து,ишәю
799,steigen::V,உயர எழு,үсү
800,wachsen::V,வளர்,үсү
801,glänzen::V,மிளிர்,ялкылдау
802,funkeln::V,பிரகாசி,ялтырау
803,lärmen::V,கொம்பு,шаулау
804,läuten::V,மணியொலியிசை,шалтырату
805,klingeln::V,மணி அடி,шалтырату
806,klirren::V,கிலுங்கு,чылтырау
807,brausen::V,இரைதல்,давыллау
808,brausen::V,இரைதல்,дулау
809,rauschen::V,சலசலப்பு,кыштырдау
810,klingen::V,சிலம்புதல்,ишетелү
811,bellen::V,குரை,өрү
812,heulen::V,ஊளையிடு,улау
813,blasen::V,ஊது,өрү
814,pfeifen::V,சீழ்க்கை எழப்பு,сызгырту
815,schreien::V,கூச்சலிடு,кычкыру
816,stöhnen::V,வேதனை,ыңгырашу
817,zittern::V,நடுங்கு,калтырау
818,zittern::V,நடுங்கு,калтырану
819,leben::V,உயிருடனிரு,яшәү
820,leben::V,உயிருடனிரு,гомер итү
821,geboren werden::V,பிற,туу
822,atmen::V,சுவாசி,сулау
823,trinken::V,குடி,эчү
824,essen::V,சாப்பிடு,ашау
825,schlucken::V,முழுங்கு,йоту
826,müde werden::V,கையயர்தல்,ялыгу
827,müde werden::V,கையயர்தல்,йөгенү
828,einschlafen::V,தூங்க,йокыга китү
829,schlafen::V,தூங்கு,йоклау
830,aufwachen::V,எழுப்பு,уяну
831,aufstehen::V,எழுந்திரு,тору
832,sich erholen::V,இளைப்பாறு,ял алу
833,sich erholen::V,இளைப்பாறு,истирахәт итү
834,krank werden::V,விழுதல்,чирләү
835,krank sein::V,நருக்கலாயிருக்க,чирләү
836,schmerzen::V,நோவுறு,авырту
837,husten::V,இருமு,ютәлләү
838,genesen::V,குணம் அடை,савыгу
839,genesen::V,குணம் அடை,сәламәтләнү
840,sterben::V,மரணமடை,үлү
841,sterben::V,மரணமடை,дөнья кую
842,sterben::V,மரணமடை,вафат булу
843,umkommen::V,நசி,үлү
844,sich bewegen::V,நகர்த்து,йөрү
845,sich rühren::V,அசை,кыймылдау
846,sich erheben::V,எழுந்து நில்,басу
847,sich setzen::V,உட்கார்,утыру
848,hinfallen::V,விழு,егылу
849,laufen::V,நட,җәяүләү
850,schreiten::V,கவடுவைத்தல்,атлау
851,spazierengehen::V,உலவு,йөрү
852,spazierengehen::V,உலவு,йөргенү
853,eilen::V,விரைந்து,ашыгу
854,sich beeilen::V,அவசரப்படுத்து,ашыгу
855,sich beeilen::V,அவசரப்படுத்து,кызулау
856,sausen::V,விரைந்து செல்,җилдерү
857,rennen::V,ஓடு,йөгерү
858,springen::V,குதி,сикерү
859,klettern::V,ஏறு,үрмәләү
860,schaukeln::V,தள்ளாடு,атыну
861,kriechen::V,மெதுவாக நடந்து செல்,шуышу
862,kriechen::V,மெதுவாக நடந்து செல்,үрмәләү
863,schwimmen::V,நீந்து,йөзү
864,tauchen::V,மூழ்கி நீச்சலடி,чуму
865,rudern::V,துடுப்புப் போடு,ишү
866,fahren::V,ஓட்டு,бару
867,fliegen::V,பற,очу
868,gehen::V,போ,йөрү
869,weggehen::V,விலகிச் செல்,китү
870,abfahren::V,புறப்பட்டுச் செல்,кузгалу
871,anhalten::V,நின்றுவிடு,тукталу
872,hineingehen::V,மறையச் செய்,инү
873,eintreten::V,நுழை,инү
874,kommen::V,வா,килү
875,ankommen::V,வநது சேர்,бару
876,zurückkommen::V,திரும்பி வா,кире кайту
877,bleiben::V,இரு,калу
878,warten::V,தாமதி,көтү
879,erwarten::V,எதிர்நோக்கு,көтү
880,suchen::V,தேடு,эзләү
881,finden::V,கண்டுபிடி,табу
882,versuchen::V,முயற்சி செய்,маташу
883,vorbereiten::V,ஆயத்தம் செய்,хәзерләү
884,lieben::V,அன்பு செலுத்து,сөю
885,lieben::V,அன்பு செலுத்து,ярату
886,mögen::V,விரும்பு,өнәү
887,lachen::V,சிரி,көлү
888,rühren::V,இதயத்தைத் தொடு,дулкынландыру
889,weinen::V,அழு,елау
890,schimpfen::V,சாபமிடு,сүгү
891,schimpfen::V,சாபமிடு,сүгенү
892,sich ärgern::V,கோப்பபடு,ачулану
893,sich fürchten::V,பயப்படு,курку
894,fürchten::V,பயப்படுத்து,калтырау
895,fürchten::V,பயப்படுத்து,калтырану
896,fliehen::V,ஓடு,арка бирү
897,flüchten::V,தப்பிவிடு,качу
898,sehen::V,பார்,күрү
899,anschauen::V,கூர்ந்து கவனி,карау
900,ansehen::V,கவனி,карау
901,ansehen::V,கவனி,күзәтү
902,hören::V,கேள்,ишетү
903,zuhören::V,சுவைத்துப் பார்,тыңлау
904,probieren::V,ருசி,тату
905,riechen::V,முகர்ந்து பார்,иснәү
906,fühlen::V,தொட்டுணர்,тою
907,fühlen::V,தொட்டுணர்,сизү
908,scheinen::V,காணப்படு,күренү
909,zu sehen sein::V,தோன்றுதல்,күренү
910,vernehmen::V,கேள்,ишетү
911,frieren::V,குதுகுதுகு,өшү
912,frieren::V,குதுகுதுகு,күшегү
913,tun::V,செய்,итү
914,können::V,இயல்வது,алу
915,wollen::V,விரும்பு,теләү
916,anfangen::V,தொடங்கு,керешү
917,beenden::V,முடி,бетерү
918,beenden::V,முடி,тәмамлау
919,aufhören::V,நிறுத்து,бетү
920,gelingen::V,வெற்றி,уңу
921,geraten::V,ஏற்படுத்து,сабышу
922,öffnen::V,திற,ачу
923,schließen::V,மூடு,ябу
924,stellen::V,வை,кую
925,setzen::V,வை,утырту
926,legen::V,பரப்பி வை,яткыру
927,berühren::V,பதி,тию
928,verbinden::V,சேர்,ялгау
929,bedecken::V,உறைபோடு,өрту
930,bedecken::V,உறைபோடு,каплау
931,bedecken::V,உறைபோடு,томалау
932,aufhängen::V,தொங்கவிடு,асу
933,anzünden::V,எரியூட்டு,кабызу
934,aufheben::V,பொறுக்கி எடு,күтәрү
935,zurücklassen::V,விட்டுச் செல்,калдыру
936,verlieren::V,இழ,югалту
937,fallen lassen::V,அளவில் குறைவு,төшерү
938,machen::V,தயார்செய்,ясау
939,machen::V,தயார்செய்,эшләү
940,herstellen::V,உற்பத்தி செய்,ясау
941,bauen::V,கட்டு,кору
942,reparieren::V,பழுது பார்,төзәтү
943,verbessern::V,மேம்படுத்து,яхшырту
944,ändern::V,மாற்றி அமை,үзгәртү
945,graben::V,குழி வெட்டு,казу
946,beugen::V,வனை,ию
947,biegen::V,வனை,бөгү
948,drehen::V,சுழல்,бору
949,drehen::V,சுழல்,бөтерү
950,wenden::V,குடைகவிழு,бору
951,umdrehen::V,சுற்றும் முற்றும் பார்,түнтәрү
952,heben::V,தூக்கு,күтәрү
953,hochheben::V,தூக்கு,күтәрү
954,ergreifen::V,பறி,эләктерү
955,halten::V,பிடித்துக் கொள்,тоту
956,drücken::V,அழுத்து,кысу
957,schieben::V,தள்ளு,кузгату
958,kratzen::V,கீறு,тырнау
959,lecken::V,நக்கு,ялау
960,beißen::V,கடி,тешләү
961,abreißen::V,கிழி,өзү
962,abschneiden::V,வெட்டி எடு,кыю
963,abschneiden::V,வெட்டி எடு,кисү
964,binden::V,கட்டு,бәйләү
965,stecken::V,பதிய வை,төртү
966,stecken::V,பதிய வை,тыгу
967,brechen::V,உடை,сындыру
968,klopfen::V,தட்டு,шаку
969,klopfen::V,தட்டு,шакылдау
970,hauen::V,அடி,кыйнау
971,kleben::V,ஒட்டு,ябыштыру
972,reiben::V,தேய்,ышку
973,streichen::V,பரவச்செய்,ягу
974,schleifen::V,அரை,кайрау
975,schneiden::V,துண்டாக்கு,кисү
976,rütteln::V,மெல்ல தள்ளு,селкетү
977,schütteln::V,குலுக்கு,селкетү
978,schwenken::V,ஊஞ்சலாடு,болгау
979,schütten::V,ஊற்று,кою
980,füllen::V,நிரப்பு,тутыру
981,einwickeln::V,சுற்று,төрү
982,tragen::V,எடுத்துச் செல்,ташу
983,schleppen::V,இழுத்துச் செல்,сөйрәү
984,schleppen::V,இழுத்துச் செல்,өстерәү
985,ziehen::V,இழு,тарту
986,aufbewahren::V,வைத்துக் கொள்,саклау
987,werfen::V,வீசி எறி,ыргыту
988,fangen::V,பிடி,тоту
989,packen::V,பிடித்துக்கொள்,эләктерү
990,verstecken::V,மறை,яшерү
991,teilen::V,பாகங்களாகப் பிரி,бүлү
992,schicken::V,அனுப்பு,җибәрү
993,bringen::V,கொண்டு வா,китерү
994,hinzufügen::V,சேர்,өстәү
995,bekommen::V,பெறு,алу
996,erhalten::V,பெறு,алу
997,nehmen::V,எடு,алу
998,wählen::V,தேர்ந்தெடு,сайлау
999,auswählen::V,தேர்ல்தெடு,сайлау
1000,bewahren::V,கெடாது பேணு,саклау
1001,behindern::V,தடங்கல் செய்,комачаулау
1002,verderben::V,நாசமாக்கு,бозу
1003,beschädigen::V,சேதப்படுத்து,бозу
1004,zerbrechen::V,உடை,вату
1005,zerreißen::V,கிழி,өзү
1006,zerreißen::V,கிழி,ерту
1007,zerstören::V,அழி,җимерү
1008,verbrennen::V,எரியூட்டு,яндыру
1009,verbrennen::V,எரியூட்டு,көйдерү
1010,geben::V,கொடு,бирү
1011,reichen::V,வழங்கு,тапшыру
1012,schenken::V,மொயத்தல்,бүләкләү
1013,versprechen::V,உறுதியளி,вәгъдә бирү
1014,wünschen::V,ஆசைப்படு,котлау
1015,loben::V,புகழ்ச்சி கூறு,мактау
1016,küssen::V,முத்தமிடு,үбү
1017,wiegen::V,ஆட்டுத்தல்,тирбәтү
1018,zudecken::V,உறைபோடு,ябу
1019,zudecken::V,உறைபோடு,бөркәү
1020,wecken::V,எழுப்பு,уяту
1021,zeigen::V,காட்டு,күрсәтү
1022,führen::V,வழிகாட்டி,йөртү
1023,lehren::V,சொல்லிக் கொடு,өйрәтү
1024,unterrichten::V,அறிவுரை கூறு,укыту
1025,aufziehen::V,வளர்,асрау
1026,leiten::V,அழைத்துச் செல்,җитәкләү
1027,antreiben::V,தூண்டு,куалау
1028,antreiben::V,தூண்டு,әйдәләү
1029,antreiben::V,தூண்டு,ашыктыру
1030,lassen::V,விடு,мәҗбүр итү
1031,einladen::V,அழை,чакыру
1032,vereinigen::V,ஒன்றாகச் சேர்,берләштерү
1033,besuchen::V,வருகை புரி,керешү
1034,treffen::V,சந்தி,очрату
1035,sich versammeln::V,தொகுப்பு,җыелышу
1036,spielen::V,விளையாடு,уйнау
1037,singen::V,பாடு,җырлау
1038,tanzen::V,நடனமாடு,бию
1039,sich trennen::V,தனிப்படடுத்து,аерылу
1040,sich trennen::V,தனிப்படடுத்து,ташлашу
1041,verlassen::V,கைவிடு,ташлау
1042,verlassen::V,கைவிடு,калдыру
1043,retten::V,காப்பாற்று,коткару
1044,bewachen::V,காவல் செய்,каравыллау
1045,schützen::V,பாதுகாப்பு செய்,ышыклау
1046,verteidigen::V,எதிர்த்து நில்,яклау
1047,verteidigen::V,எதிர்த்து நில்,саклау
1048,sich schlagen::V,பூசலிடு,сугышу
1049,schießen::V,சுட்டுக் கொல்,ату
1050,siegen::V,வெற்றி பெறு,җиңү
1051,ärgern::V,எரிச்சலூட்டு,ачуландыру
1052,schlagen::V,அடி,ору
1053,schlagen::V,அடி,бәрү
1054,schlagen::V,அடி,тукмау
1055,treten::V,உதை,тибү
1056,stechen::V,கொட்டு,кадау
1057,stoßen::V,நெருக்கு,этү
1058,stehlen::V,திருடு,урлау
1059,stören::V,தொல்லைகொடு,комачаулау
1060,belästigen::V,தொல்லை கொடு,борчу
1061,belästigen::V,தொல்லை கொடு,билмазалау
1062,verbergen::V,மறை,яшерү
1063,täuschen::V,ஏமாற்று,алдату
1064,betrügen::V,ஏமாற்று,хәрәмләшү
1065,töten::V,கொல்,үтерү
1066,wohnen::V,தங்கியிரு,яшәү
1067,arbeiten::V,வேலை செய்,эшләү
1068,sammeln::V,ஒன்றுசேர்,туплау
1069,pflücken::V,கொய்து எடு,өзү
1070,jagen::V,வேட்டையாடு,аулау
1071,fischen::V,மீன் பிடி,балык тоту
1072,fassen::V,பிடி,тоту
1073,hüten::V,காவல் செய்,көтү
1074,treiben::V,ஓட்டு,куалау
1075,anbinden::V,கட்டு,бәйләү
1076,füttern::V,உணவளி,туйдыру
1077,melken::V,பால் கற,саву
1078,hacken::V,வெட்டி எடு,чабу
1079,gießen::V,நீர்ப் பாய்ச்சு,сугару
1080,reifen::V,பழு,җитешү
1081,zubereiten::V,சமையல் செய்,пешеренү
1082,kochen::V,வேகவை,пешерү
1083,kochen::V,வேகவை,кайнату
1084,backen::V,வெப்பத்தில் வாட்டு,пешерү
1085,braten::V,பொரியச் செய்,куыру
1086,braten::V,பொரியச் செய்,кыздыру
1087,umrühren::V,கலக்கு,бутау
1088,umrühren::V,கலக்கு,болгату
1089,stricken::V,பின்னியிழை,бәйләү
1090,nähen::V,தையல் வேலை செய்,тегү
1091,färben::V,வண்ணம் பெறச் செய்,ману
1092,reinigen::V,சுத்தம் செய்,чистарту
1093,waschen::V,கழுவு,юу
1094,abwischen::V,துடை,сөртү
1095,spülen::V,அலசு,чайкау
1096,fegen::V,பெறுக்கு,себерү
1097,kehren::V,பெறுக்கு,себерү
1098,baden::V,குளி,коену
1099,sich waschen::V,கழுவு,юыну
1100,ausziehen::V,கழற்று,чишенү
1101,anziehen::V,புனைதல்,кию
1102,sich anziehen::V,உடுத்துதல்,киенү
1103,kämmen::V,தலை வாரிக் கொள்,тарау
1104,schmücken::V,அழகுபடுத்து,бизәү
1105,schmücken::V,அழகுபடுத்து,бизәкләү
1106,sagen::V,சொல்,дию
1107,sagen::V,சொல்,әйтү
1108,sprechen::V,பேசு,сөйләү
1109,sprechen::V,பேசு,сөйләшү
1110,reden::V,பெசு,сөйләү
1111,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,сөйләшү
1112,fragen::V,கேள்,сорау
1113,fragen::V,கேள்,сорашу
1114,bitten::V,வேண்டு,үтенү
1115,erzählen::V,சொல்,сөйләү
1116,mitteilen::V,சொல்,белдерү
1117,nennen::V,பெயரிடுதல்,дию
1118,rufen::V,கூச்சலிடு,дәшү
1119,prahlen::V,தற்பெருமை பேசு,мактану
1120,prahlen::V,தற்பெருமை பேசு,шапырыну
1121,übersetzen::V,மொழிபெயர்ப்பு செய்,күчерү
1122,denken::V,யோசி,уйлау
1123,glauben::V,நம்பு,инану
1124,bemerken::V,கவனி,искәрү
1125,erkennen::V,அடையாளம் கண்டுகொள்,тану
1126,begreifen::V,பற்றிக்கொள்,аңлау
1127,begreifen::V,பற்றிக்கொள்,төшенү
1128,verstehen::V,புரிந்து கொள்,аңлау
1129,verstehen::V,புரிந்து கொள்,төшенү
1130,lernen::V,கற்றுக்கொள்,уку
1131,lernen::V,கற்றுக்கொள்,өйрәнү
1132,wissen::V,தெரிந்திரு,белү
1133,sich erinnern an::V,நினைவு கூர்,хәтерләү
1134,vergessen::V,மற,оныту
1135,messen::V,அளவிடு,үлчәү
1136,zählen::V,எண்ணு,санау
1137,rechnen::V,கணக்கிடு,исәпләү
1138,lesen::V,படி,уку
1139,malen::V,வண்ணச்சித்திரம்,рәсем ясау
1140,malen::V,வண்ணச்சித்திரம்,сурәт ясау
1141,malen::V,வண்ணச்சித்திரம்,сурәтләү
1142,zeichnen::V,வரை,язу-сызу
1143,zeichnen::V,வரை,сурәт ясау
1144,schreiben::V,எழுது,язу
1145,besitzen::V,உடைமையாகக் கொண்டிரு,биләү
1146,kaufen::V,வாங்கு,алу
1147,verkaufen::V,விற்பனை செய்,сату
1148,bezahlen::V,இறுத்தல்,түләү
1149,zahlen::V,பணம் செலுத்து,түләү
1150,beherrschen::V,ஆட்சிசெய்,ия булу
1151,ertragen::V,தாங்கு,чыдау
