,Concept_ID,uz,ro
435,Eimer::N,chelak,găleată
436,Deckel::N,qopqoq,capac
437,Geschirr::N,idish,vase
438,Geschirr::N,idish,tacâmuri
439,Sack::N,qop,sac
440,Tasse::N,piyola,ceașcă
441,Topf::N,tuvak,oală
442,Kessel::N,qozon,cazan
443,Kessel::N,qozon,căldare
444,Essen::N,tomoq,mâncare
445,Nahrung::N,emak,hrană
446,Nahrung::N,emak,aliment
447,Speise::N,taom,bucate
448,Speise::N,taom,fel de bucate
449,Fleisch::N,go'sht,carne
450,Getreide::N,g'alla,cereale
451,Brei::N,bo'tqa,pireu
452,Brot::N,non,pâine
453,Scheibe::N,disk,felie
454,Scheibe::N,disk,bucată
455,Fett::N,moy,untură
456,Fett::N,moy,grăsime
457,Butter::N,yog',unt
458,Öl::N,moy,ulei
459,Salz::N,tuz,sare
460,Suppe::N,sho'rva,supă
461,Suppe::N,sho'rva,ciorbă
462,Honig::N,asal,miere
463,Milch::N,sut,lapte
464,Tee::N,choy,ceai
465,Leder::N,charm,piele
466,Wolle::N,jun,lână
467,Stoff::N,mato,stofă
468,Nadel::N,igna,ac
469,Faden::N,ip,ață
470,Knopf::N,tugma,buton
471,Knoten::N,tugun,nod
472,Farbe::N,bo'yok,vopsea
473,Kleidung::N,kiyim,haine
474,Kleidung::N,kiyim,îmbrăcăminte
475,Hemd::N,ko'ylak,cămașă
476,Kragen::N,yoqa,guler
477,Ärmel::N,yeng,mânecă
478,Hose::N,shim,pantaloni
479,Gürtel::N,tasma,cordon
480,Mütze::N,shapka,șapcă
481,Schuh::N,but,gheată
482,Stiefel::N,botinka,cizmă
483,Ring::N,yuzuk,inel
484,Ring::N,yuzuk,verigă
485,Band::N,rishta,panglică
486,Band::N,rishta,șiret
487,Kamm::N,taroq,pieptene
488,Spiegel::N,ko'zgu,oglindă
489,Riemen::N,qayish,curea
490,Schnur::N,bog'ich,funie
491,Schnur::N,bog'ich,sfoară
492,Leine::N,etak,lesă
493,Leine::N,etak,curea
494,Decke::N,odyol,pătură
495,Kissen::N,yostiq,pernă
496,Tuch::N,gazlama,batic
497,Handtuch::N,sochiq,prosop
498,Handtuch::N,sochiq,ștergar
499,Kraft::N,kuch,forță
500,Kraft::N,kuch,putere
501,Stärke::N,quvvat,tărie
502,Stärke::N,quvvat,vigoare
503,Gesundheit::N,sog'lik,sănătate
504,Krankheit::N,kasallik,boală
505,Krankheit::N,kasallik,maladie
506,Schmerz::N,og'riq,durere
507,Wunde::N,yara,rană
508,Fieber::N,bezgak,febră
509,Arznei::N,dori,leac
510,Arznei::N,dori,medicament
511,Brücke::N,ko'prik,pod
512,Brücke::N,ko'prik,punte
513,Brunnen::N,buloq,puț
514,Weide::N,yaylov,izlaz
515,Weide::N,yaylov,pășune
516,Pfad::N,dorojka,cărare
517,Weg::N,yo'l,drum
518,Straße::N,ko'cha,cale
519,Straße::N,ko'cha,stradă
520,Dorf::N,ovul,sat
521,Stadt::N,shahar,oraș
522,Brief::N,maktub,scrisoare
523,Buch::N,kitob,carte
524,Buchstabe::N,harf,literă
525,Buchstabe::N,harf,caracter
526,Zeitung::N,gazet,ziar
527,Zeitung::N,gazet,gazetă
528,Leben::N,hayot,viață
529,Tod::N,o'lim,moarte
530,Grab::N,go'r,groapă
531,Grab::N,go'r,mormânt
532,Kirche::N,cherkov,biserică
533,Sünde::N,gunoh,păcat
534,Gott::N,olloh,zeu
535,Arbeiter::N,ishchi,muncitor
536,Chef::N,rais,șef
537,Meister::N,usta,meșter
538,Meister::N,usta,maestru
539,Arzt::N,hakim,medic
540,Arzt::N,hakim,doctor
541,Lehrer::N,muallim,profesor
542,Lehrer::N,muallim,învățător
543,Geld::N,pul,bani
544,Geld::N,pul,parale
545,Geschäft::N,savdo,treabă
546,Geschäft::N,savdo,afacere
547,Laden::N,do'kon,magazin
548,Laden::N,do'kon,prăvălie
549,Preis::N,baho,preț
550,Ware::N,mol,marfă
551,Nutzen::N,foyda,folos
552,Nutzen::N,foyda,profit
553,Reichtum::N,boylik,avuție
554,Reichtum::N,boylik,bogăție
555,Welt::N,olam,lume
556,Land::N,o'lka,țară
557,Staat::N,davlat,stat
558,König::N,qirol,rege
559,Macht::N,iqtidor,putere
560,Macht::N,iqtidor,putință
561,Grenze::N,chegara,hotar
562,Grenze::N,chegara,graniță
563,Grenze::N,chegara,frontieră
564,Krieg::N,harb,război
565,Feind::N,dushman,dușman
566,Gewalt::N,zo'rlik,violență
567,Kampf::N,kurash,luptă
568,Bogen[Waffe]::N,yoy,arc
569,Pfeil::N,o'q,săgeată
570,Gewehr::N,vintovka,armă
571,Gewehr::N,vintovka,pușcă
572,Fehler::N,xato,eroare
573,Fehler::N,xato,greșeală
574,Lüge::N,yolg'on,minciună
575,Schaden::N,ziyon,daună
576,Schaden::N,ziyon,pagubă
577,Unglück::N,balo,nenorocire
578,Schuld::N,ayb,vină
579,Alter::N,yosh,etate
580,Alter::N,yosh,vârstă
581,Schluss::N,tamom,sfârșit
582,Zeit::N,vaqt,timp
583,Zeit::N,vaqt,vreme
584,Tag::N,kun,zi
585,Morgen::N,saboh,dimineață
586,Mittag::N,kun tushlik,prânz
587,Mittag::N,kun tushlik,amiază
588,Abend::N,oqshom,seară
589,Nacht::N,tun,noapte
590,Woche::N,hafta,săptămână
591,Monat::N,oy,lună
592,Jahr::N,yil,an
593,Frühling::N,bahor,primăvară
594,Sommer::N,yoz,vară
595,Herbst::N,kuz,toamnă
596,Herbst::N,xazon,toamnă
597,Winter::N,qish,iarnă
598,Januar::N,yanvar',ianuarie
599,Februar::N,fevral',februarie
600,März::N,mart,martie
601,April::N,aprel',aprilie
602,Mai::N,may,mai
603,Juni::N,iyun',iunie
604,Juli::N,iyul',iulie
605,August::N,avgust,august
606,September::N,sentyabr',septembrie
607,Oktober::N,oktyabr',octombrie
608,November::N,noyabr',noiembrie
609,Dezember::N,dekabr',decembrie
610,Montag::N,dushanba,luni
611,Dienstag::N,seshanba,marți
612,Mittwoch::N,chorshanba,miercuri
613,Donnerstag::N,payshanba,joi
614,Freitag::N,juma,vineri
615,Samstag::N,shanba,sâmbătă
616,Sonntag::N,yakshanba,duminică
617,groß::A,buyuk,mare
618,klein::A,kichik,mic
619,lang::A,uzun,lung
620,kurz::A,qisqa,scurt
621,breit::A,keng,lat
622,breit::A,keng,larg
623,schmal::A,änsiz,strâmt
624,dicht::A,quyuq,des
625,dick[Gegenstand]::A,qalin,gros
626,dünn::A,ingichka,subțire
627,fein::A,mayin,fin
628,fein::A,mayin,subțire
629,fest::A,qattiq,tare
630,fest::A,qattiq,solid
631,flach::A,yalpoq,șes
632,flach::A,yalpoq,plan
633,glatt::A,tekis,lins
634,hart::A,qattiq,dur
635,weich::A,yumshoq,moale
636,rund::A,yumaloq,rotund
637,rund::A,yumaloq,circular
638,spitz::A,uchli,ascuțit
639,scharf::A,keskir,tăios
640,scharf::A,keskir,ascuțit
641,stumpf::A,to'mtoq,tocit
642,schwer::A,salmoqli,greu
643,schön::A,go'zal,frumos
644,heiß::A,qiziq,cald
645,heiß::A,qiziq,fierbinte
646,warm::A,issiq,cald
647,warm::A,issiq,fierbinte
648,kalt::A,sovuq,rece
649,kühl::A,salqin,rece
650,kühl::A,salqin,răcoros
651,frisch::A,toza,răcoros
652,frisch::A,toza,proaspăt
653,feucht::A,namli,umed
654,feucht::A,namli,jilav
655,nass::A,nam,ud
656,trocken::A,quruq,sec
657,trocken::A,quruq,uscat
658,voll::A,to'la,plin
659,leer::A,puch,gol
660,offen::A,ochiq,deschis
661,geschlossen::A,berk,închis
662,sauber::A,ozoda,curat
663,schmutzig::A,kir,murdar
664,roh::A,xom,crud
665,reif::A,pishiq,copt
666,lecker::A,shirin,gustos
667,süß::A,shirin,dulce
668,bitter::A,achchiq,amar
669,sauer::A,achchiq,acru
670,hell::A,yorug',clar
671,hell::A,yorug',luminos
672,dunkel::A,qorong'i,obscur
673,dunkel::A,qorong'i,întunecos
674,schwarz::A,qora,negru
675,weiß::A,oq,alb
676,rot::A,qizil,roșu
677,gelb::A,sariq,galben
678,blau::A,zangori,albastru
679,grün::A,yashil,verde
680,grau::A,bo'z,gri
681,grau::A,bo'z,cenușiu
682,bunt::A,ola,colorat
683,billig::A,arzon,ieftin
684,teuer::A,qimmat,scump
685,wertvoll::A,qimmat,prețios
686,blind::A,ko'r,orb
687,taub::A,garang,surd
688,kräftig::A,kuchli,tare
689,kräftig::A,kuchli,forte
690,kräftig::A,kuchli,robust
691,stark::A,quvvatli,viguros
692,stark::A,quvvatli,puternic
693,schwach::A,kuchsiz,slab
694,schwach::A,kuchsiz,debil
695,fett::A,semiz,gras
696,schlank::A,ingichka,zvelt
697,hübsch::A,ko'rkam,drăguț
698,böse::A,yovuz,rău
699,böse::A,yovuz,răutăcios
700,dumm::A,aqlsiz,nerod
701,dumm::A,aqlsiz,tâmpit
702,faul::A,ärinchak,leneș
703,fleißig::A,ishchan,harnic
704,fleißig::A,ishchan,sârguincios
705,geizig::A,qurumsoq,calic
706,geizig::A,qurumsoq,zgârcit
707,klug::A,oqil,isteț
708,klug::A,oqil,deștept
709,geschickt::A,äpchil,dibaci
710,lieb::A,aziz,drag
711,lieb::A,aziz,iubit
712,lustig::A,chaqchaq,vesel
713,sanft::A,asta,blând
714,sanft::A,asta,blajin
715,hungrig::A,och,flămând
716,krank::A,kasal,bolnav
717,nackt::A,yalang,gol
718,traurig::A,xafa,trist
719,traurig::A,xafa,mâhnit
720,lebendig::A,hayotiy,viu
721,gut::A,soz,bun
722,schlecht::A,yomon,rău
723,schlecht::A,yomon,prost
724,richtig::A,rost,drept
725,richtig::A,rost,corect
726,schlimm::A,yovuz,rău
727,wahr::A,haqiqiy,adevărat
728,alt::A,äski,uzat
729,alt::A,äski,vechi
730,neu::A,yangi,nou
731,ehemalig::A,sobiq,fost
732,ehemalig::A,sobiq,anterior
733,alt[Lebewesen]::A,qari,bătrîn
734,jung::A,navqiron,tânăr
735,arm::A,abgor,sărac
736,arm::A,abgor,sărman
737,reich::A,boy,avut
738,reich::A,boy,bogat
739,bekannt::A,ma'lum,cunoscut
740,berühmt::A,mashhur,renumit
741,fremd::A,yot,străin
742,verschieden::A,turli,diferit
743,verschieden::A,turli,deosebit
744,nah::A,yaqindagi,apropiat
745,fern::A,uzoq,departe
746,linker::A,so'l,stâng
747,rechter::A,o'ng,drept
748,anderer::A,boshqa,alt
749,erster::A,birinchi,prim
750,zweiter::A,ikkinchi,al doilea
751,dritter::A,uchinchi,treilea
752,letzter::A,oxirgi,final
753,allein::ADV,o'zicha,singur
754,auf einmal::ADV,varakay,dintrodată
755,zusammen::ADV,barobar,împreună
756,lange::ADV,uzoq,îndelung
757,lange::ADV,uzoq,mult timp
758,plötzlich::ADV,qo'qqisdan,deodată
759,plötzlich::ADV,qo'qqisdan,pe neașteptate
760,sofort::ADV,darrov,imediat
761,sofort::ADV,darrov,numaidecît
762,später::ADV,so'ngra,mai apoi
763,später::ADV,so'ngra,mai târziu
764,jetzt::ADV,hozirgina,acum
765,heute::ADV,bugun,azi
766,heute::ADV,bugun,astăzi
767,morgen::ADV,ärta,mâine
768,bald::ADV,toz,curând
769,dann::ADV,keyin,apoi
770,gestern::ADV,kecha,ieri
771,einst::ADV,avvallari,odată
772,einst::ADV,avvallari,odinioară
773,damals::ADV,ugal,atunci
774,damals::ADV,ugal,pe atunci
775,danach::ADV,so'ngra,după aceasta
776,vorher::ADV,avval,mai întâi
777,vorher::ADV,avval,în prealabil
778,zuerst::ADV,avval,întâi
779,zuerst::ADV,avval,în primul rând
780,einmal::ADV,bir marta,odată
781,manchmal::ADV,onda-sonda,uneori
782,manchmal::ADV,onda-sonda,câteodată
783,oft::ADV,tez-tez,des
784,oft::ADV,tez-tez,deseori
785,immer::ADV,har vaqt,mereu
786,immer::ADV,har vaqt,întotdeauna
787,niemals::ADV,hargiz,niciodată
788,hier::ADV,shu erda,aci
789,hier::ADV,shu erda,aici
790,hierhin::ADV,beri,încoace
791,von hier::ADV,shu erdan,de aici
792,dort::ADV,ana,acolo
793,dorthin::ADV,u yerga,dincolo
794,geradeaus::ADV,to'g'ri,drept înainte
795,vorwärts::ADV,ilgari,înainte
796,rückwärts::ADV,qoloq,îndărăt
797,zurück::ADV,orqada,înapoi
798,unten::ADV,pastda,jos
799,unten::ADV,pastda,dedesubt
800,hinab::ADV,tubanga,în jos
801,hinab::ADV,tubanga,de vale
802,oben::ADV,ustida,sus
803,oben::ADV,ustida,deasupra
804,hinauf::ADV,yuqorida,în sus
805,überall::ADV,har erda,peste tot
806,überall::ADV,har erda,pretutindeni
807,nicht::ADV,ämas,nu
808,ein wenig::ADV,biroz,puțin
809,kaum::ADV,arang,cu greu
810,kaum::ADV,arang,cu anevoie
811,sehr::ADV,ancha,mult
812,sehr::ADV,ancha,foarte
813,so::ADV,shunday,așa
814,so::ADV,shunday,atât
815,noch::ADV,hali,încă
