,Concept_ID,lt,sk
798,schlimm::A,blogas,nepríjemný
799,schlimm::A,prastas,zlý
800,schlimm::A,prastas,nepríjemný
801,wahr::A,tikras,pravý
802,wahr::A,tikras,pravdivý
803,alt::A,senas,starý
804,neu::A,naujas,nový
805,ehemalig::A,buvęs,bývalý
806,alt[Lebewesen]::A,pagyvenęs,starý
807,jung::A,jaunas,mladý
808,arm::A,neturtingas,chudobný
809,reich::A,turtingas,bohatý
810,bekannt::A,žinomas,známy
811,bekannt::A,pažįstamas,známy
812,berühmt::A,žymus,slávny
813,berühmt::A,žymus,povestný
814,berühmt::A,garsus,slávny
815,berühmt::A,garsus,povestný
816,fremd::A,svetimas,cudzí
817,verschieden::A,įvairus,rôzny
818,verschieden::A,įvairus,rozličný
819,nah::A,artimas,blízky
820,fern::A,tolimas,ďaleký
821,linker::A,kairys,ľavý
822,rechter::A,dešinys,pravý
823,anderer::A,kitas,iný
824,anderer::A,kitas,druhý
825,erster::A,pirmas,prvý
826,zweiter::A,antras,druhý
827,dritter::A,trečias,tretí
828,letzter::A,paskutinis,ostatný
829,letzter::A,paskutinis,posledný
830,allein::ADV,vienas,sám
831,auf einmal::ADV,iš karto,zároveň
832,zusammen::ADV,kartu,spolu
833,zusammen::ADV,kartu,spoločne
834,zusammen::ADV,drauge,spolu
835,zusammen::ADV,drauge,spoločne
836,lange::ADV,ilgai,dlho
837,plötzlich::ADV,staiga,náhle
838,sofort::ADV,tuojau,hneď
839,sofort::ADV,tuojau,ihneď
840,später::ADV,vėliau,neskoršie
841,später::ADV,paskiau,neskoršie
842,jetzt::ADV,dabãr,teraz
843,heute::ADV,šiandien,dnes
844,morgen::ADV,rytoj,zajtra
845,bald::ADV,greitai,skoro
846,bald::ADV,netrukus,skoro
847,dann::ADV,po to,nato
848,dann::ADV,po to,potom
849,gestern::ADV,vakar,včera
850,einst::ADV,kadaise,kedysi
851,einst::ADV,kadaise,niekedy
852,einst::ADV,kitą kartą,kedysi
853,einst::ADV,kitą kartą,niekedy
854,damals::ADV,anuomet,vtedy
855,damals::ADV,anuokart,vtedy
856,danach::ADV,po to,potom
857,danach::ADV,po to,podľa toho
858,danach::ADV,paskui,potom
859,danach::ADV,paskui,podľa toho
860,vorher::ADV,anksčiau,napred
861,vorher::ADV,anksčiau,predtým
862,zuerst::ADV,pirma,najprv
863,zuerst::ADV,iš pradžių̃,najprv
864,einmal::ADV,kartą,raz
865,einmal::ADV,kartą,jedenkrát
866,einmal::ADV,vieną kartą,raz
867,einmal::ADV,vieną kartą,jedenkrát
868,manchmal::ADV,kai kada,občas
869,manchmal::ADV,kai kada,niekedy
870,oft::ADV,dažnai,často
871,immer::ADV,visada,vždy
872,immer::ADV,visada,ustavične
873,immer::ADV,visuomet,vždy
874,immer::ADV,visuomet,ustavične
875,niemals::ADV,niekada,nikdy
876,niemals::ADV,niekuomet,nikdy
877,hier::ADV,čia,tu
878,hierhin::ADV,šen,sem
879,hierhin::ADV,šen,tade
880,hierhin::ADV,čionai,sem
881,hierhin::ADV,čionai,tade
882,von hier::ADV,iš čia,odtiaľto
883,dort::ADV,ten,tam
884,dort::ADV,tenai,tam
885,dorthin::ADV,ten,ta
886,dorthin::ADV,ten,tam
887,dorthin::ADV,ten link,ta
888,dorthin::ADV,ten link,tam
889,geradeaus::ADV,tiesiai,rovno
890,geradeaus::ADV,tiesiai,priamo
891,vorwärts::ADV,pirmyn,napred
892,rückwärts::ADV,atbulai,nazad
893,zurück::ADV,atgal,späť
894,zurück::ADV,atgal,naspäť
895,unten::ADV,žemai,dolu
896,unten::ADV,žemai,naspodku
897,unten::ADV,apačioje,dolu
898,unten::ADV,apačioje,naspodku
899,hinab::ADV,žemyn,dolu
900,oben::ADV,viršuj,hore
901,oben::ADV,viršuj,navrchu
902,hinauf::ADV,aukštyn,hore
903,hinauf::ADV,aukštyn,navrch
904,hinauf::ADV,į viršų,hore
905,hinauf::ADV,į viršų,navrch
906,überall::ADV,visur,všade
907,nicht::ADV,ne,nie
908,ein wenig::ADV,truputį,trocha
909,kaum::ADV,vos,ledva
910,sehr::ADV,labai,veľmi
911,sehr::ADV,baisiai,veľmi
912,so::ADV,taip,tak
913,so::ADV,taip,takto
914,noch::ADV,dar,ešte
915,nur::ADV,tik,len
916,nur::ADV,vien,len
917,schon::ADV,jau,už
918,wieder::ADV,vėl,zasa
919,wieder::ADV,iš naujo,zasa
920,vergebens::ADV,veltui,márne
921,vergebens::ADV,veltui,nadarmo
922,vergebens::ADV,bergždžiai,márne
923,vergebens::ADV,bergždžiai,nadarmo
924,vor::PRP,prieš,pred
925,hinter::PRP,už,za
926,unter::PRP,po,pod
927,durch::PRP,pro,cez
928,durch::PRP,per,cez
929,neben::PRP,prie,pri
930,neben::PRP,prie,vedľa
931,neben::PRP,šalia,pri
932,neben::PRP,šalia,vedľa
933,zwischen::PRP,tarp,medzi
934,wegen::PRP,dėl,pre
935,wegen::PRP,dėl,kvôli
936,wegen::PRP,dėlei,pre
937,wegen::PRP,dėlei,kvôli
938,dies::PRN,šis,to
939,dies::PRN,šis,táto
940,dies::PRN,šitas,to
941,dies::PRN,šitas,táto
942,das::PRN,tat,to
943,alles::PRN,visas,všetko
944,ich::PRN,aš,ja
945,du::PRN,tu,ty
946,er::PRN,jis,on
947,wir::PRN,mes,my
948,ihr::PRN,jūs,vy
949,sie::PRN,ji,oni
950,sie::PRN,jos,oni
951,was::FPRN,kas,čo
952,wer::FPRN,kas,kto
953,wo::FADV,kur,kde
954,wohin::FADV,kur,kam
955,wohin::FADV,kur link,kam
956,wie::FADV,kaip,ako
957,warum::FADV,kod̃ėl,prečo
958,warum::FADV,dėl ko,prečo
959,wieviel::FNUM,kiek,koľko
960,eins::NUM,vienas,jeden
961,zwei::NUM,du,dva
962,drei::NUM,trys,tri
963,vier::NUM,keturi,štyri
964,fünf::NUM,penki,päť
965,sechs::NUM,šeši,šesť
966,sieben::NUM,septyni,sedem
967,acht::NUM,aštuoni,osem
968,neun::NUM,devyni,deväť
969,zehn::NUM,dešimt,desať
970,elf::NUM,vienuolika,jedenásť
971,zwölf::NUM,dvylika,dvanásť
972,zwanzig::NUM,dvidešimt,dvadsať
973,dreißig::NUM,trisdešimt,tridsať
974,vierzig::NUM,keturiasdešimt,štyridsať
975,fünfzig::NUM,penkiasdešimt,päťdesiat
976,sechzig::NUM,šešiasdešimt,šesťdesiat
977,siebzig::NUM,septyniasdešimt,sedemdesiat
978,achtzig::NUM,aštuoniasdešimt,osemdesiat
979,neunzig::NUM,devyniasdešimt,deväťdesiat
980,hundert::NUM,šimtas,sto
981,tausend::NUM,tūkstantis,tisíc
982,und::CNJ,ĩr,i
983,oder::CNJ,ar,alebo
984,oder::CNJ,arba,alebo
985,stehen::V,stovėti,stáť
986,sitzen::V,sėdėti,sedieť
987,liegen::V,gulėti,ležať
988,hängen::V,kyboti,visieť
989,hängen::V,kabėti,visieť
990,werden::V,taptis,stať sa
991,werden::V,darytis,stať sa
992,passieren::V,atsitikti,stať sa
993,passieren::V,pasitaikyti,stať sa
994,beginnen::V,prasid́ėti,začať sa
995,enden::V,baigtis,končiť sa
996,wechseln::V,keistis,meniť sa
997,wechseln::V,pasikeisti,meniť sa
998,aufgehen[Sonne]::V,tekėti,vychádzať
999,aufgehen[Sonne]::V,patekėti,vychádzať
1000,untergehen[Sonne]::V,leistis,zapadnúť
1001,untergehen[Sonne]::V,nusileisti,zapadnúť
1002,scheinen[Sonne]::V,šviesti,svietiť
1003,donnern::V,griausti,hrmieť
1004,donnern::V,griaudėti,hrmieť
1005,wehen::V,pūsti,viať
1006,strömen::V,lietis,prúdiť
1007,strömen::V,plūsti,prúdiť
1008,fließen::V,tekėti,tiecť
1009,sich drehen::V,suktis,točiť sa
1010,sich drehen::V,suktis,krútiť sa
1011,sich drehen::V,pasisukti,točiť sa
1012,sich drehen::V,pasisukti,krútiť sa
1013,schwanken::V,svyruoti,kolísať
1014,schwanken::V,svyruoti,klátiť sa
1015,schwingen::V,suptis,kývať sa
1016,schwingen::V,suptis,chvieť sa
1017,fallen::V,pulti,padať
1018,fallen::V,kristi,padať
1019,brennen::V,degti,páliť
1020,brennen::V,degti,horieť
1021,rauchen::V,rūkyti,dymiť sa
1022,regnen::V,lyti,pršať
1023,gefrieren::V,užšalti,zamrznút
1024,tauen::V,tirpti,taviť sa
1025,schmelzen::V,lydytis,taviť sa
1026,trocknen::V,džiūti,schnúť
1027,sieden::V,virti,vrieť
1028,faulen::V,pūti,hniť
1029,verfaulen::V,švinkti,zhniť
1030,reißen::V,plyšti,pretrhnúť sa
1031,reißen::V,trūkti,pretrhnúť sa
1032,versinken::V,skę̃sti,zapadnúť
1033,versinken::V,skę̃sti,potopiť sa
1034,versinken::V,grimzti,zapadnúť
1035,versinken::V,grimzti,potopiť sa
1036,vergehen::V,praeiti,plynúť
1037,erscheinen::V,pasirodyti,objaviť sa
1038,verschwinden::V,dingti,zmiznúť
1039,verschwinden::V,išnykti,zmiznúť
1040,verschwinden::V,pranykti,zmiznúť
1041,sinken::V,kristi,klesať
1042,abnehmen::V,mažėti,ubúdať
1043,abnehmen::V,silpnėti,ubúdať
1044,zunehmen::V,didėti,pribúdať
1045,zunehmen::V,padaugėti,pribúdať
1046,steigen::V,kilti,stúpať
1047,wachsen::V,augti,rásť
1048,glänzen::V,blizgėti,jagať sa
1049,glänzen::V,blizgėti,lesknúť sa
1050,funkeln::V,žibėti,iskriť sa
1051,lärmen::V,triukšmauti,lomoziť
1052,läuten::V,skambinti,cengať
1053,klingeln::V,skambinti,zvoniť
1054,klirren::V,žvangėti,rinčať
1055,brausen::V,šniokšti,hučať
1056,rauschen::V,ošti,šumieť
1057,rauschen::V,šlamėti,šumieť
1058,klingen::V,skardėti,znieť
1059,klingen::V,skardėti,zvoniť
1060,bellen::V,loti,štekať
1061,bellen::V,loti,brechať
1062,heulen::V,kaukti,vyť
1063,heulen::V,staugti,vyť
1064,blasen::V,pūsti,duť
1065,blasen::V,pūsti,fúkať
1066,pfeifen::V,švilpti,pískať
1067,pfeifen::V,švilpti,hvízdať
1068,pfeifen::V,švilpauti,pískať
1069,pfeifen::V,švilpauti,hvízdať
1070,schreien::V,šaukti,kričať
1071,stöhnen::V,dejuoti,stenať
1072,stöhnen::V,aimanuoti,stenať
1073,zittern::V,virpėti,triasť sa
1074,leben::V,gyventi,žiť
1075,geboren werden::V,gimti,narodiť sa
1076,atmen::V,alsuoti,dýchať
1077,atmen::V,kvėpuoti,dýchať
1078,trinken::V,gerti,piť
1079,essen::V,valgyti,jesť
1080,schlucken::V,praryti,zhltnuť
1081,müde werden::V,nuvargti,unaviť sa
1082,müde werden::V,privargti,unaviť sa
1083,einschlafen::V,užmigti,usnúť
1084,einschlafen::V,užmigti,zaspať
1085,schlafen::V,miegoti,spať
1086,aufwachen::V,pabusti,zobudiť sa
1087,aufstehen::V,keltis,vstať
1088,aufstehen::V,atsikelti,vstať
1089,sich erholen::V,pailsėti,zotavovať sa
1090,sich erholen::V,pailsėti,oddýchovať si
1091,sich erholen::V,poilsiauti,zotavovať sa
1092,sich erholen::V,poilsiauti,oddýchovať si
1093,krank werden::V,susirgti,ochorieť
1094,krank sein::V,sirgti,chorieť
1095,krank sein::V,sirgti,byť chorý
1096,schmerzen::V,sopėti,bolieť
1097,schmerzen::V,skaudėti,bolieť
1098,husten::V,kosėti,kašľať
1099,genesen::V,sveikti,uzdraviť sa
1100,genesen::V,taisytis,uzdraviť sa
1101,sterben::V,mirti,umrieť
1102,sterben::V,mirti,zomrieť
1103,sterben::V,numirti,umrieť
1104,sterben::V,numirti,zomrieť
1105,umkommen::V,žūti,zahynúť
1106,sich bewegen::V,judėti,pohybovať sa
1107,sich bewegen::V,pasijudinti,pohybovať sa
1108,sich rühren::V,krutėti,hnúť sa
1109,sich erheben::V,pakilti,zdvihnúť sa
1110,sich erheben::V,atsikelti,zdvihnúť sa
1111,sich setzen::V,sėstis,sadnúť si
1112,sich setzen::V,atsisėsti,sadnúť si
1113,hinfallen::V,parkristi,spadnúť
1114,hinfallen::V,pargriūti,spadnúť
1115,laufen::V,eiti,bežať
1116,schreiten::V,žengti,kráčať
1117,schreiten::V,žingsniuoti,kráčať
1118,spazierengehen::V,pasivaikščioti,prechádzať sa
1119,eilen::V,skubėti,súriť
1120,sich beeilen::V,paskub́ėti,ponáhľať sa
1121,sich beeilen::V,pasiskubinti,ponáhľať sa
1122,sausen::V,dumti,hučať
1123,sausen::V,lėkti,hučať
1124,rennen::V,bėgti,bežať
1125,springen::V,šokti,skákať
1126,klettern::V,kopti,liezť
1127,schaukeln::V,supti,húpať
1128,schaukeln::V,supti,hojdať
1129,schaukeln::V,linguoti,húpať
1130,schaukeln::V,linguoti,hojdať
1131,kriechen::V,ropoti,liezť
1132,kriechen::V,ropoti,plaziť sa
1133,kriechen::V,šliaužti,liezť
1134,kriechen::V,šliaužti,plaziť sa
1135,schwimmen::V,plaukti,plávať
1136,tauchen::V,nerti,ponoriť sa
1137,rudern::V,irtis,veslovať
1138,rudern::V,irkluoti,veslovať
1139,fahren::V,važiuoti,ísť
1140,fahren::V,važiuoti,jazdiť
1141,fahren::V,važinėti,ísť
1142,fahren::V,važinėti,jazdiť
1143,fliegen::V,lėkti,letieť
1144,fliegen::V,skristi,letieť
1145,gehen::V,eiti,ísť
1146,weggehen::V,išeiti,odísť
1147,weggehen::V,išeiti,odchádzať
1148,abfahren::V,išvykti,odcestovať
1149,abfahren::V,išvažiuoti,odcestovať
1150,anhalten::V,sustoti,zadržať sa
1151,anhalten::V,sustoti,zastaviť sa
1152,hineingehen::V,įeiti,vchádzať
1153,eintreten::V,įžengti,vojsť
1154,eintreten::V,įžengti,vstúpiť
1155,kommen::V,ateiti,prísť
1156,ankommen::V,ateiti,prísť
1157,ankommen::V,ateiti,doraziť
1158,zurückkommen::V,grį̃žti,vrátiť sa
1159,zurückkommen::V,sugrį̃žti,vrátiť sa
1160,bleiben::V,likti,ostať
1161,bleiben::V,likti,zostať
1162,bleiben::V,pasilikti,ostať
1163,bleiben::V,pasilikti,zostať
1164,warten::V,laukti,čakať
1165,erwarten::V,laukti,očakávať
1166,suchen::V,ieškoti,hľadať
1167,finden::V,rasti,nájsť
1168,finden::V,surasti,nájsť
1169,versuchen::V,mėginti,skúsiť
1170,versuchen::V,mėginti,pokúsiť sa
1171,vorbereiten::V,rengti,pripraviť
1172,lieben::V,myĺėti,ľúbiť
1173,lieben::V,myĺėti,milovať
1174,mögen::V,ḿėgti,mať rád
1175,mögen::V,patikti,mať rád
1176,lachen::V,juoktis,smiať sa
1177,rühren::V,jaudinti,dojať
1178,rühren::V,graudinti,dojať
1179,weinen::V,verkti,plakať
1180,schimpfen::V,bartis,nadávať
1181,sich ärgern::V,pykti,hnevať sa
1182,sich ärgern::V,pykti,zlostiť sa
1183,sich ärgern::V,apmaudauti,hnevať sa
1184,sich ärgern::V,apmaudauti,zlostiť sa
1185,sich fürchten::V,bijoti,báť sa
1186,sich fürchten::V,baimintis,báť sa
1187,fürchten::V,bijoti,báť sa
1188,fürchten::V,baimintis,báť sa
1189,fliehen::V,bėgti,utekať
1190,fliehen::V,sprukti,utekať
1191,flüchten::V,pabėgti,utiecť
1192,sehen::V,žiūŕėti,vidieť
1193,anschauen::V,žiūŕėti,pozrieť sa na
1194,ansehen::V,žiūrėti į,pozrieť
1195,ansehen::V,pažiūrėti į,pozrieť
1196,hören::V,girdėti,počúvať
1197,zuhören::V,klausytis,počúvať
1198,probieren::V,ragauti,ochutnať
1199,probieren::V,paragauti,ochutnať
1200,riechen::V,uosti,ňuchať
1201,riechen::V,užuosti,ňuchať
1202,fühlen::V,justi,cítiť
1203,fühlen::V,justi,pociťovať
1204,fühlen::V,jausti,cítiť
1205,fühlen::V,jausti,pociťovať
1206,fühlen::V,pajusti,cítiť
1207,fühlen::V,pajusti,pociťovať
1208,scheinen::V,rodytis,zdať sa
1209,scheinen::V,atrodyti,zdať sa
1210,zu sehen sein::V,pasirodyti,byť vidieť
1211,vernehmen::V,išgirsti,počuť
1212,frieren::V,šalti,mrznúť
1213,frieren::V,šalti,oziabať
1214,tun::V,daryti,robiť
1215,können::V,galėti,môcť
1216,können::V,pajėgti,môcť
1217,wollen::V,norėti,chcieť
1218,anfangen::V,pradėti,začať
1219,anfangen::V,prasid́ėti,začať
1220,beenden::V,baigti,skončiť
1221,beenden::V,užbaigti,skončiť
1222,aufhören::V,liautis,prestať
1223,gelingen::V,pavykti,podariť sa
1224,gelingen::V,pasisekti,podariť sa
1225,geraten::V,nusisekti,dariť sa
1226,öffnen::V,atverti,otvoriť
1227,öffnen::V,atidaryti,otvoriť
1228,schließen::V,uždaryti,zavrieť
1229,stellen::V,statyti,postaviť
1230,stellen::V,pastatyti,postaviť
1231,setzen::V,sodinti,posadiť
1232,setzen::V,pasodinti,posadiť
1233,legen::V,dėti,klásť
1234,legen::V,dėti,položiť
1235,legen::V,pad́ėti,klásť
1236,legen::V,pad́ėti,položiť
1237,berühren::V,liesti,dotykať sa
1238,berühren::V,paliesti,dotykať sa
1239,verbinden::V,jungti,spojiť
1240,verbinden::V,surišti,spojiť
1241,bedecken::V,uždengti,pokryť
1242,aufhängen::V,pakarti,zavesiť
1243,aufhängen::V,pakabinti,zavesiť
1244,anzünden::V,padegti,zapáliť
1245,aufheben::V,pakelti,zdvihnúť
1246,zurücklassen::V,palikti,zanechať
1247,verlieren::V,pamesti,stratiť
1248,fallen lassen::V,atsisakyti,pustiť
1249,machen::V,dirbti,robiť
1250,herstellen::V,gaminti,vyrobiť
1251,bauen::V,statyti,stavať
1252,bauen::V,statyti,budovať
1253,bauen::V,pastatyti,stavať
1254,bauen::V,pastatyti,budovať
1255,reparieren::V,taisyti,opraviť
1256,reparieren::V,remontuoti,opraviť
1257,verbessern::V,gerinti,zlepšiť
1258,verbessern::V,ištaisyti,zlepšiť
1259,ändern::V,keisti,zmeniť
1260,ändern::V,keisti,preinačiť
1261,ändern::V,pakeisti,zmeniť
1262,ändern::V,pakeisti,preinačiť
1263,graben::V,kasti,ryť
1264,graben::V,kasti,kopať
1265,beugen::V,lenkti,ohnúť
1266,beugen::V,palenkti,ohnúť
1267,biegen::V,lenkti,ohnúť
1268,biegen::V,palenkti,ohnúť
1269,drehen::V,sukti,točiť
1270,drehen::V,sukti,krútiť
1271,wenden::V,kreipti,obrátiť
1272,wenden::V,kreipti,prevrátiť
1273,wenden::V,pakreipti,obrátiť
1274,wenden::V,pakreipti,prevrátiť
1275,umdrehen::V,sukti,otočiť
1276,umdrehen::V,sukti,obrátiť
1277,umdrehen::V,apversti,otočiť
1278,umdrehen::V,apversti,obrátiť
1279,heben::V,kelti,dvíhať
1280,heben::V,kelti,povzniesť
1281,heben::V,pakelti,dvíhať
1282,heben::V,pakelti,povzniesť
1283,hochheben::V,pakelti,zdvihnúť
1284,ergreifen::V,čiupti,uchopiť sa
1285,ergreifen::V,griebti,uchopiť sa
1286,halten::V,laikyti,držať
1287,halten::V,palaikyti,držať
1288,drücken::V,spausti,tisnúť
1289,schieben::V,stumti,posunovať
1290,kratzen::V,kasyti,škrabať
1291,kratzen::V,grandyti,škrabať
1292,lecken::V,laižyti,lízať
1293,beißen::V,kandžioti,kúsať
1294,abreißen::V,nuplėšti,odtrhnúť
1295,abschneiden::V,atpjauti,odrezať
1296,abschneiden::V,atpjauti,odkrojiť
1297,abschneiden::V,atkirpti,odrezať
1298,abschneiden::V,atkirpti,odkrojiť
1299,binden::V,rišti,zaviazať
1300,binden::V,rišti,priviazať
1301,binden::V,surišti,zaviazať
1302,binden::V,surišti,priviazať
1303,stecken::V,kišti,strčiť
1304,stecken::V,įkišti,strčiť
1305,brechen::V,lūžti,zlomiť
1306,brechen::V,laužyti,zlomiť
1307,klopfen::V,belsti,tĺcť
1308,klopfen::V,belsti,klopať
1309,klopfen::V,barbenti,tĺcť
1310,klopfen::V,barbenti,klopať
1311,hauen::V,mušti,nabiť
1312,kleben::V,lipdyti,lepiť
1313,kleben::V,lipdyti,nalepiť
1314,kleben::V,klijuoti,lepiť
1315,kleben::V,klijuoti,nalepiť
1316,reiben::V,trinti,trieť
1317,reiben::V,tarkuoti,trieť
1318,streichen::V,tepti,namazať
1319,streichen::V,užtepti,namazať
1320,schleifen::V,galą́sti,ostríť
1321,schneiden::V,pjauti,rezať
1322,schneiden::V,pjauti,strihať
1323,schneiden::V,kirpti,rezať
1324,schneiden::V,kirpti,strihať
1325,rütteln::V,purtyti,triasť
1326,rütteln::V,purtyti,lomcovať
1327,schütteln::V,purtyti,triasť
1328,schütteln::V,purtyti,potriasť
1329,schwenken::V,mojuoti,mávať
1330,schütten::V,pilti,sypať
1331,schütten::V,berti,sypať
1332,füllen::V,pildyti,plniť
1333,füllen::V,pripildyti,plniť
1334,einwickeln::V,įvynioti,zabaliť
1335,einwickeln::V,suvynioti,zabaliť
1336,tragen::V,nešti,niesť
1337,tragen::V,nešioti,niesť
1338,schleppen::V,vilkti,vliecť
1339,ziehen::V,tempti,ťahať
1340,aufbewahren::V,laikyti,uložiť
1341,aufbewahren::V,laikyti,uschovať
1342,werfen::V,mesti,hodiť
1343,werfen::V,mesti,vrhnúť
1344,werfen::V,sviesti,hodiť
1345,werfen::V,sviesti,vrhnúť
1346,fangen::V,sugauti,chytať
1347,packen::V,čiupti,baliť
1348,packen::V,čiupti,chytiť
1349,packen::V,griebti,baliť
1350,packen::V,griebti,chytiť
1351,verstecken::V,slėpti,skryť
1352,verstecken::V,slėpti,schovať
1353,verstecken::V,slapstyti,skryť
1354,verstecken::V,slapstyti,schovať
1355,teilen::V,dalyti,podeliť
1356,teilen::V,dalyti,rozdeliť
1357,teilen::V,padalyti,podeliť
1358,teilen::V,padalyti,rozdeliť
1359,schicken::V,sių̃sti,posielať
1360,schicken::V,pasių̃sti,posielať
1361,bringen::V,atnešti,priniesť
1362,hinzufügen::V,pridėti,pripojiť
1363,bekommen::V,gauti,dostať
1364,erhalten::V,gauti,prijať
1365,nehmen::V,paimti,vziať
1366,wählen::V,rinkti,voliť
1367,wählen::V,išsirinkti,voliť
1368,auswählen::V,išrinkti,vybrať
1369,auswählen::V,išrinkti,vyvoliť
1370,bewahren::V,išsaugoti,zachovať
1371,behindern::V,trukdyti,zavadzať
1372,behindern::V,trukdyti,byť v ceste
1373,verderben::V,sugadinti,skaziť
1374,beschädigen::V,žaloti,ublížiť
1375,beschädigen::V,žaloti,poškodiť
1376,beschädigen::V,gadinti,ublížiť
1377,beschädigen::V,gadinti,poškodiť
1378,zerbrechen::V,sukulti,rozbiť
1379,zerbrechen::V,sukulti,prelomiť
1380,zerbrechen::V,sudaužyti,rozbiť
1381,zerbrechen::V,sudaužyti,prelomiť
1382,zerreißen::V,perplėšti,pretrhnúť
1383,zerreißen::V,suplėšyti,pretrhnúť
1384,zerstören::V,suardyti,zničiť
1385,zerstören::V,sugriauti,zničiť
1386,verbrennen::V,deginti,spáliť
1387,verbrennen::V,sudeginti,spáliť
1388,geben::V,duoti,dať
1389,geben::V,paduoti,dať
1390,reichen::V,paduoti,podať
1391,schenken::V,dovanoti,darovať
1392,versprechen::V,žadėti,sľúbiť
1393,versprechen::V,pažadėti,sľúbiť
1394,wünschen::V,norėti,želať
1395,wünschen::V,linḱėti,želať
1396,loben::V,girti,chváliť
1397,loben::V,pagirti,chváliť
1398,küssen::V,bučiuoti,bozkať
1399,wiegen::V,supti,kolísať
1400,zudecken::V,užkloti,prikryť
1401,zudecken::V,uždengti,prikryť
1402,wecken::V,žadinti,zobudiť
1403,zeigen::V,rodyti,ukázať
1404,führen::V,vesti,viesť
1405,führen::V,vadovauti,viesť
1406,lehren::V,mokyti,učiť
1407,lehren::V,išmokyti,učiť
1408,unterrichten::V,dėstyti,vyučovať
1409,aufziehen::V,išauginti,vychovať
1410,leiten::V,valdyti,viesť
1411,leiten::V,vadovauti,viesť
1412,antreiben::V,uiti,popudiť
1413,antreiben::V,raginti,popudiť
1414,antreiben::V,skubinti,popudiť
1415,lassen::V,paliepti,dať
1416,einladen::V,kviesti,pozvať
1417,einladen::V,kviesti,povolať
1418,einladen::V,pakviesti,pozvať
1419,einladen::V,pakviesti,povolať
1420,vereinigen::V,sujungti,spojiť
1421,vereinigen::V,sujungti,zjednotiť
1422,vereinigen::V,suvienyti,spojiť
1423,vereinigen::V,suvienyti,zjednotiť
1424,besuchen::V,lankyti,navštíviť
1425,besuchen::V,aplankyti,navštíviť
1426,treffen::V,sutikti,stretnúť
1427,treffen::V,pasitikti,stretnúť
1428,sich versammeln::V,susirinkti,zhromaždiť sa
1429,spielen::V,groti,hrať
1430,spielen::V,žaisti,hrať
1431,singen::V,dainuoti,spievať
1432,tanzen::V,šokti,tancovať
1433,sich trennen::V,skirtis,rozísť sa
1434,sich trennen::V,išsiskirti,rozísť sa
1435,verlassen::V,palikti,opustiť
1436,retten::V,gelbėti,zachrániť
1437,bewachen::V,sergėti,strážiť
1438,schützen::V,ginti,chrániť
1439,schützen::V,apginti,chrániť
1440,verteidigen::V,ginti,brániť
1441,verteidigen::V,apginti,brániť
1442,sich schlagen::V,muštis,biť sa
1443,schießen::V,šauti,streliť
1444,schießen::V,šauti,strieľať
1445,schießen::V,šaudyti,streliť
1446,schießen::V,šaudyti,strieľať
1447,siegen::V,nugalėti,zvíťaziť
1448,ärgern::V,pykinti,hnevať
1449,ärgern::V,pykinti,zlostiť
1450,schlagen::V,mušti,biť
1451,schlagen::V,mušti,udrieť
1452,schlagen::V,smogti,biť
1453,schlagen::V,smogti,udrieť
1454,schlagen::V,trenkti,biť
1455,schlagen::V,trenkti,udrieť
1456,treten::V,mygti,kopnúť
1457,stechen::V,gelti,bodnúť
1458,stechen::V,gelti,pichnúť
1459,stechen::V,smeigti,bodnúť
1460,stechen::V,smeigti,pichnúť
1461,stoßen::V,stumti,udrieť
1462,stoßen::V,pastumti,udrieť
1463,stehlen::V,vogti,kradnúť
1464,stören::V,trikdyti,vyrušiť
1465,belästigen::V,apsunkinti,obťažovať
1466,verbergen::V,slėpti,skryť
1467,verbergen::V,paslėpti,skryť
1468,täuschen::V,klaidinti,sklamať
1469,betrügen::V,apgauti,klamať
1470,betrügen::V,apgauti,podvádzať
1471,töten::V,žudyti,zabiť
1472,töten::V,žudyti,usmrtiť
1473,töten::V,nužudyti,zabiť
1474,töten::V,nužudyti,usmrtiť
1475,wohnen::V,gyventi,bývať
1476,arbeiten::V,dirbti,pracovať
1477,arbeiten::V,triūsti,pracovať
1478,sammeln::V,rinkti,zbierať
1479,pflücken::V,skinti,trhať
1480,pflücken::V,skinti,oberať
1481,pflücken::V,raškyti,trhať
1482,pflücken::V,raškyti,oberať
1483,jagen::V,medžioti,poľovať
1484,fischen::V,žvejoti,loviť ryby
1485,fischen::V,žvejoti,chytať ryby
1486,fassen::V,sučiupti,uloviť
1487,hüten::V,ganyti,pásť
1488,treiben::V,ginti,hnať
1489,anbinden::V,pririšti,priviazať
1490,füttern::V,šerti,kŕmiť
1491,melken::V,melžti,dojiť
1492,hacken::V,kapoti,seknúť
1493,gießen::V,lieti,polievať
1494,gießen::V,laistyti,polievať
1495,reifen::V,nokti,dozrieť
1496,reifen::V,sirpti,dozrieť
1497,zubereiten::V,ruošti,pripraviť
1498,zubereiten::V,gaminti,pripraviť
1499,kochen::V,virti,variť
1500,kochen::V,virinti,variť
1501,backen::V,kepti,piecť
1502,backen::V,kepti,smažiť
1503,braten::V,kepti,piecť
1504,braten::V,kepti,pražiť
1505,braten::V,kepinti,piecť
1506,braten::V,kepinti,pražiť
1507,umrühren::V,maišyti,pomiešať
1508,umrühren::V,pamaišyti,pomiešať
1509,stricken::V,megzti,pliesť
1510,nähen::V,siūti,šiť
