,Concept_ID,ga,uk
826,von hier::ADV,an áit seo,звідси
827,dort::ADV,ann,там
828,dort::ADV,ansin,там
829,dorthin::ADV,ann,туди
830,dorthin::ADV,ansin,туди
831,geradeaus::ADV,ar aghaidh,прямо
832,rückwärts::ADV,siar,назад
833,zurück::ADV,ar ais,назад
834,unten::ADV,thíos,внизу
835,hinab::ADV,síos,вниз
836,oben::ADV,thuas,вгорі
837,hinauf::ADV,suas,вгору
838,überall::ADV,i ngach áit,скрізь
839,überall::ADV,ar fud na háite,скрізь
840,nicht::ADV,ní,не
841,nicht::ADV,cha,не
842,ein wenig::ADV,beagán,трохи
843,ein wenig::ADV,beagán,небагато
844,kaum::ADV,ar éigean,ледве
845,sehr::ADV,an-,дуже
846,so::ADV,chomh,так
847,so::ADV,mar sin,так
848,noch::ADV,fós,ще
849,noch::ADV,go fóill,ще
850,nur::ADV,amháin,лише
851,nur::ADV,amháin,тільки
852,nur::ADV,níl ach,лише
853,nur::ADV,níl ach,тільки
854,schon::ADV,cheana,вже
855,schon::ADV,cheana féin,вже
856,wieder::ADV,arís,знову
857,wieder::ADV,athuair,знову
858,vergebens::ADV,amú,дарма
859,vergebens::ADV,in aisce,дарма
860,vor::PRP,ar thosach,перед
861,hinter::PRP,laistiar de,ззаду
862,hinter::PRP,laistiar de,позаду
863,hinter::PRP,taobh thiar de,ззаду
864,hinter::PRP,taobh thiar de,позаду
865,unter::PRP,faoi,під
866,durch::PRP,trí,крізь
867,neben::PRP,taobh le,біля
868,neben::PRP,in aice le,біля
869,zwischen::PRP,idir,між
870,wegen::PRP,de bharr,з-за
871,wegen::PRP,de bharr,через
872,wegen::PRP,mar gheall ar,з-за
873,wegen::PRP,mar gheall ar,через
874,dies::PRN,seo,це
875,das::PRN,sin,то
876,alles::PRN,gach rud,все
877,ich::PRN,mé,я
878,ich::PRN,mise,я
879,du::PRN,tú,ти
880,du::PRN,tusa,ти
881,er::PRN,sé,він
882,er::PRN,seisean,він
883,wir::PRN,sinn,ми
884,ihr::PRN,sibh,ви
885,ihr::PRN,sibhse,ви
886,sie::PRN,siad,вони
887,sie::PRN,siadsan,вони
888,was::FPRN,cad,що
889,was::FPRN,céard,що
890,wer::FPRN,cé,хто
891,wo::FADV,cá,де
892,wo::FADV,cén áit,де
893,wohin::FADV,cá,куди
894,wohin::FADV,cén áit,куди
895,wie::FADV,conas,як
896,wie::FADV,cén chaoi,як
897,warum::FADV,cén fáth,чому
898,warum::FADV,cad chuige,чому
899,wieviel::FNUM,cá mhéad,скільки
900,eins::NUM,aon,один
901,zwei::NUM,dhá,два
902,drei::NUM,trí,три
903,vier::NUM,ceathair,чотири
904,fünf::NUM,cúig,п’ять
905,sechs::NUM,sé,шість
906,sieben::NUM,seacht,сім
907,acht::NUM,ocht,вісім
908,neun::NUM,naoi,дев’ять
909,zehn::NUM,deich,десять
910,elf::NUM,aon déag,одинадцять
911,zwölf::NUM,dó dhéag,дванадцять
912,zwanzig::NUM,fiche,двадцять
913,dreißig::NUM,tríocha,тридцять
914,vierzig::NUM,daichead,сорок
915,vierzig::NUM,ceathracha,сорок
916,fünfzig::NUM,caoga,п’ятдесят
917,sechzig::NUM,seasca,шістдесят
918,siebzig::NUM,seachtó,сімдесят
919,achtzig::NUM,ochtó,вісімдесят
920,neunzig::NUM,nócha,дев’яносто
921,hundert::NUM,céad,сто
922,tausend::NUM,míle,тисяча
923,und::CNJ,agus,і
924,oder::CNJ,nó,або
925,stehen::V,seas,стояти
926,sitzen::V,suigh,сидіти
927,liegen::V,luigh,лежати
928,hängen::V,tá crochta,висіти
929,werden::V,éirigh,стати
930,werden::V,éirigh,робитися
931,passieren::V,tarlaigh,трапитися
932,beginnen::V,tosaigh,початися
933,enden::V,críochnaigh,кінчитися
934,wechseln::V,athraigh,мінятися
935,aufgehen[Sonne]::V,éirigh,зійти
936,untergehen[Sonne]::V,fuin,зайти
937,untergehen[Sonne]::V,téigh faoi,зайти
938,scheinen[Sonne]::V,taitin,світити
939,scheinen[Sonne]::V,soilsigh,світити
940,donnern::V,tá toirneach ann,гриміти
941,wehen::V,séid,віяти
942,strömen::V,sil,литися
943,fließen::V,rith,текти
944,fließen::V,snigh,текти
945,sich drehen::V,cas,обертатися
946,sich drehen::V,imrothlaigh,обертатися
947,schwanken::V,luasc,коливатися
948,schwingen::V,luasc,хитатися
949,schwingen::V,luasc,гойдатися
950,fallen::V,tit,падати
951,brennen::V,dóigh,горіти
952,rauchen::V,plúch toite,диміти
953,regnen::V,báistigh,дощити
954,regnen::V,tá ag cur báistí,дощити
955,gefrieren::V,sioc,змерзнути
956,gefrieren::V,reoigh,змерзнути
957,tauen::V,leáigh,танути
958,tauen::V,coscair,танути
959,schmelzen::V,leáigh,плавитися
960,trocknen::V,triomaigh,сохнути
961,sieden::V,fiuch,кипіти
962,sieden::V,beirigh,кипіти
963,faulen::V,lobh,гнити
964,faulen::V,dreoigh,гнити
965,verfaulen::V,lobh,згнити
966,verfaulen::V,feoigh,згнити
967,reißen::V,bris,рватися
968,versinken::V,téigh síos,тонути
969,vergehen::V,téigh thart,проходити
970,erscheinen::V,tar,з’явитися
971,verschwinden::V,imigh,щезнути
972,verschwinden::V,imigh,зникнути
973,sinken::V,tit,спадати
974,sinken::V,ísligh,спадати
975,abnehmen::V,maolaigh,поменшитися
976,abnehmen::V,laghdaigh,поменшитися
977,zunehmen::V,méadaigh,збільшуватися
978,steigen::V,éirigh,підніматися
979,wachsen::V,fás,рости
980,glänzen::V,lonraigh,блищати
981,funkeln::V,drithligh,блискати
982,lärmen::V,tóg callán,шуміти
983,läuten::V,buail,дзвонити
984,klingeln::V,buail,дзвонити
985,klirren::V,cling,дзвякати
986,brausen::V,búir,бушувати
987,rauschen::V,tá ag siosarnach,шелестіти
988,klingen::V,tá glór ag,лунати
989,klingen::V,tá glór ag,звучати
990,bellen::V,amhastraigh,гавкати
991,heulen::V,glam,вити
992,blasen::V,séid,дунути
993,pfeifen::V,lig fead,свистіти
994,schreien::V,béic,кричати
995,schreien::V,glaoigh,кричати
996,stöhnen::V,lig cnead,стогнати
997,zittern::V,crith,тремтіти
998,zittern::V,creathnaigh,тремтіти
999,leben::V,mair,жити
1000,geboren werden::V,rugadh,народитися
1001,atmen::V,análaigh,дихати
1002,trinken::V,ól,пити
1003,essen::V,ith,їсти
1004,schlucken::V,slog,ковтати
1005,müde werden::V,tuirsigh,втомитися
1006,einschlafen::V,tit ina chodladh,заснути
1007,schlafen::V,codail,спати
1008,aufwachen::V,múscail,прокинутися
1009,aufstehen::V,éirigh,встати
1010,sich erholen::V,lig scíth,відпочивати
1011,krank werden::V,éirigh tinn,захворіти
1012,krank sein::V,tá tinn,хворіти
1013,schmerzen::V,tá pian i,боліти
1014,husten::V,déan casacht,кашляти
1015,genesen::V,téarnaigh,одужати
1016,genesen::V,téarnaigh,видужати
1017,sterben::V,éag,померти
1018,sterben::V,faigh bás,померти
1019,umkommen::V,caill,згинути
1020,sich bewegen::V,bog,рухатися
1021,sich bewegen::V,gluais,рухатися
1022,sich rühren::V,corraigh,ворушитися
1023,sich erheben::V,seas suas,встати
1024,sich setzen::V,suigh,сісти
1025,hinfallen::V,tit,упасти
1026,laufen::V,siúil,ходити
1027,schreiten::V,siúil,крокувати
1028,spazierengehen::V,téigh ag spaisteoireacht,гуляти
1029,eilen::V,deifrigh,спішити
1030,eilen::V,brostaigh,спішити
1031,sich beeilen::V,deifrigh,поспішати
1032,sich beeilen::V,déan deifir,поспішати
1033,sausen::V,luathaigh,мчатися
1034,rennen::V,rith,бігати
1035,springen::V,léim,скакати
1036,springen::V,léim,стрибати
1037,klettern::V,dreap,лазити
1038,schaukeln::V,téigh ar an maide corrach,гойдатися
1039,kriechen::V,snámh,повзати
1040,schwimmen::V,snámh,пливти
1041,schwimmen::V,snámh,плавати
1042,tauchen::V,tum,пірнати
1043,rudern::V,iomair,гребти
1044,rudern::V,iomair,веслувати
1045,rudern::V,rámhaigh,гребти
1046,rudern::V,rámhaigh,веслувати
1047,fahren::V,tiomáin,їхати
1048,fliegen::V,eitil,літати
1049,gehen::V,téigh,іти
1050,weggehen::V,imigh,піти
1051,abfahren::V,imigh,від’їхати
1052,abfahren::V,imigh,відправитися
1053,anhalten::V,stad,зупинитися
1054,hineingehen::V,téigh isteach,входити
1055,eintreten::V,téigh isteach,увійти
1056,kommen::V,tar,прийти
1057,ankommen::V,tar,прибути
1058,zurückkommen::V,fill,повернутися
1059,bleiben::V,fan,залишитися
1060,warten::V,fan,чекати
1061,erwarten::V,tá ag súil le,чекати
1062,erwarten::V,tá ag dréim le,чекати
1063,suchen::V,lorg,шукати
1064,finden::V,faigh,знайти
1065,finden::V,aimsigh,знайти
1066,versuchen::V,triail,випробовувати
1067,vorbereiten::V,réitigh,підготувати
1068,lieben::V,gráigh,любити
1069,mögen::V,taitin le,любити
1070,mögen::V,taitin le,подобатися
1071,mögen::V,is maith le,любити
1072,mögen::V,is maith le,подобатися
1073,lachen::V,gáir,сміятися
1074,rühren::V,téigh i bhfeidhm ar,розчулити
1075,weinen::V,goil,плакати
1076,weinen::V,caoin,плакати
1077,schimpfen::V,tá ag clamhsán,лаятися
1078,sich ärgern::V,tá corraithe,сердитися
1079,sich fürchten::V,tá eagla ar,боятися
1080,fürchten::V,tá eagla ar,боятися
1081,fliehen::V,teith,тікати
1082,flüchten::V,éalaigh,утекти
1083,sehen::V,feic,бачити
1084,anschauen::V,dearc,поглянути
1085,anschauen::V,féach ar,поглянути
1086,ansehen::V,breathnaigh,дивитися на
1087,hören::V,cluin,чути
1088,zuhören::V,éist,слухати
1089,probieren::V,bliais,покуштувати
1090,riechen::V,bolaigh,нюхати
1091,fühlen::V,braith,відчувати
1092,fühlen::V,mothaigh,відчувати
1093,scheinen::V,tá an chuma ar,здаватися
1094,zu sehen sein::V,tá le feiceáil,виднітися
1095,vernehmen::V,clois,почути
1096,frieren::V,tá fuar,мерзнути
1097,tun::V,déan,робити
1098,können::V,féad,могти
1099,können::V,is féidir le,могти
1100,wollen::V,tá ag iarraidh,хотіти
1101,anfangen::V,tosaigh,почати
1102,anfangen::V,cuir tús le,почати
1103,beenden::V,críochnaigh,закінчити
1104,beenden::V,cuir deireadh le,закінчити
1105,aufhören::V,stad,перестати
1106,gelingen::V,éirigh le,вдатися
1107,geraten::V,tá deireadh ar,опинитися
1108,öffnen::V,oscail,відкрити
1109,schließen::V,dún,закрити
1110,schließen::V,iaigh,закрити
1111,stellen::V,cuir,поставити
1112,setzen::V,cuir,посадити
1113,setzen::V,socraigh,посадити
1114,legen::V,cuir,класти
1115,berühren::V,teagmhaigh le,чіпати
1116,verbinden::V,ceangail,зв’язати
1117,bedecken::V,clúdaigh,покрити
1118,bedecken::V,cumhdaigh,покрити
1119,aufhängen::V,croch,повісити
1120,anzünden::V,las,запалити
1121,anzünden::V,adhain,запалити
1122,aufheben::V,tóg,підняти
1123,aufheben::V,ardaigh,підняти
1124,zurücklassen::V,fág,залишити
1125,verlieren::V,caill,загубити
1126,fallen lassen::V,lig uait,упустити
1127,fallen lassen::V,caith uait,упустити
1128,machen::V,déan,зробити
1129,machen::V,réitigh,зробити
1130,herstellen::V,táirg,виготовити
1131,bauen::V,tóg,будувати
1132,reparieren::V,deisigh,лагодити
1133,verbessern::V,feabhsaigh,поліпшити
1134,ändern::V,athraigh,змінити
1135,graben::V,tochail,копати
1136,beugen::V,crom,зігнути
1137,biegen::V,lúb,погнути
1138,drehen::V,cas,вертіти
1139,wenden::V,tiontaigh,повернути
1140,umdrehen::V,iompaigh,перевернути
1141,umdrehen::V,tiontaigh,перевернути
1142,heben::V,ardaigh,піднімати
1143,hochheben::V,tóg,підняти
1144,ergreifen::V,beir ar,схопити
1145,halten::V,coimeád,тримати
1146,halten::V,coinnigh,тримати
1147,drücken::V,brúigh,натискати
1148,schieben::V,brúigh,пхати
1149,schieben::V,brúigh,штовхати
1150,kratzen::V,scríob,шкребти
1151,lecken::V,ligh,лизати
1152,lecken::V,leadhb,лизати
1153,beißen::V,bain greim as,кусати
1154,abreißen::V,stróic,відірвати
1155,abreißen::V,tarraing,відірвати
1156,abschneiden::V,scoith,відрізати
1157,binden::V,ceangail,в’язати
1158,stecken::V,sáigh,увіткнути
1159,brechen::V,bris,зламати
1160,klopfen::V,cnag,стукати
1161,hauen::V,buail,бити
1162,kleben::V,gliúáil,клеїти
1163,reiben::V,cuimil,терти
1164,streichen::V,leath,намазати
1165,schleifen::V,líomh,точити
1166,schneiden::V,gearr,різати
1167,rütteln::V,croith,хитати
1168,schütteln::V,croith,трясти
1169,schwenken::V,luasc,махати
1170,schütten::V,doirt,налити
1171,füllen::V,líon,наповнити
1172,einwickeln::V,cuach,загорнути
1173,einwickeln::V,clúdaigh,загорнути
1174,tragen::V,iompair,нести
1175,schleppen::V,tarraing,тягти
1176,ziehen::V,tarraing,тягнути
1177,aufbewahren::V,coinnigh,зберігати
1178,werfen::V,caith,кидати
1179,fangen::V,ceap,ловити
1180,packen::V,beir ar,схопити
1181,verstecken::V,folaigh,сховати
1182,verstecken::V,cuir i bhfolach,сховати
1183,teilen::V,roinn,розділити
1184,schicken::V,seol,посилати
1185,bringen::V,beir,принести
1186,bringen::V,tabhair,принести
1187,hinzufügen::V,cuir le,додати
1188,bekommen::V,faigh,дістати
1189,erhalten::V,faigh,одержати
1190,nehmen::V,tóg,взяти
1191,nehmen::V,glac,взяти
1192,wählen::V,pioc,вибрати
1193,wählen::V,roghnaigh,вибрати
1194,auswählen::V,roghnaigh,відібрати
1195,bewahren::V,caomhnaigh,зберегти
1196,behindern::V,cuir bac ar,перешкоджати
1197,verderben::V,mill,зіпсувати
1198,beschädigen::V,loit,зашкодити
1199,beschädigen::V,déan damáiste do,зашкодити
1200,zerbrechen::V,bris,розбити
1201,zerreißen::V,stiall,розірвати
1202,zerstören::V,mill,зруйнувати
1203,zerstören::V,scrios,зруйнувати
1204,verbrennen::V,las,спалити
1205,verbrennen::V,dóigh,спалити
1206,geben::V,tabhair,дати
1207,reichen::V,sín,передати
1208,reichen::V,cuir,передати
1209,schenken::V,bronn,дарувати
1210,schenken::V,tabhair,дарувати
1211,versprechen::V,geall,обіцяти
1212,wünschen::V,guigh,бажати
1213,loben::V,mol,хвалити
1214,küssen::V,póg,цілувати
1215,wiegen::V,bog,качати
1216,wiegen::V,luasc,качати
1217,zudecken::V,clúdaigh,накрити
1218,wecken::V,dúisigh,розбудити
1219,zeigen::V,taispeáin,показати
1220,führen::V,treoraigh,вести
1221,lehren::V,múin,вчити
1222,lehren::V,teagasc,вчити
1223,unterrichten::V,múin,викладати
1224,unterrichten::V,teagasc,викладати
1225,aufziehen::V,tóg,виховати
1226,leiten::V,tá i gceannas ar,керувати
1227,antreiben::V,gríosaigh,підганяти
1228,lassen::V,cuir ag,змусити
1229,einladen::V,cuir cuireadh ar,запросити
1230,vereinigen::V,aontaigh,об’єднати
1231,besuchen::V,tabhair cuairt ar,завітати
1232,besuchen::V,tabhair cuairt ar,відвідати
1233,treffen::V,cas ar,зустріти
1234,treffen::V,buail le,зустріти
1235,sich versammeln::V,bailigh,зібратися
1236,sich versammeln::V,cruinnigh,зібратися
1237,spielen::V,imir,грати
1238,spielen::V,tá ag spraoi,грати
1239,singen::V,can,співати
1240,tanzen::V,rinc,танцювати
1241,tanzen::V,damhsaigh,танцювати
1242,sich trennen::V,scar,розлучитися
1243,verlassen::V,fág,покинути
1244,retten::V,tarrtháil,врятувати
1245,bewachen::V,cosain,охороняти
1246,bewachen::V,gardáil,охороняти
1247,schützen::V,cosain,уберігати
1248,verteidigen::V,cosain,захистити
1249,sich schlagen::V,tá ag bruíon,битися
1250,sich schlagen::V,tá ag bruíon,дратися
1251,schießen::V,caith,стріляти
1252,schießen::V,scaoil,стріляти
1253,siegen::V,bain,перемогти
1254,siegen::V,buaigh,перемогти
1255,ärgern::V,cuir isteach ar,сердити
1256,schlagen::V,buail,ударити
1257,treten::V,ciceáil,штовхати
1258,stechen::V,sáigh,вколоти
1259,stoßen::V,brúigh,штовхнути
1260,stoßen::V,soncáil,штовхнути
1261,stehlen::V,goid,украсти
1262,stören::V,cuir isteach ar,перешкодити
1263,belästigen::V,cuir as do,докучати
1264,verbergen::V,ceil,сховати
1265,täuschen::V,cuir dallamullóg ar,обдурити
1266,betrügen::V,déan calaois ar,зшахраювати
1267,töten::V,maraigh,убити
1268,wohnen::V,cuir faoi,жити
1269,wohnen::V,cuir faoi,мешкати
1270,wohnen::V,tá ina chónaí,жити
1271,wohnen::V,tá ina chónaí,мешкати
1272,arbeiten::V,oibrigh,працювати
1273,sammeln::V,bailigh,зібрати
1274,sammeln::V,cruinnigh,зібрати
1275,pflücken::V,pioc,зривати
1276,jagen::V,seilg,полювати
1277,fischen::V,iasc,рибалити
1278,fassen::V,beir ar,піймати
1279,hüten::V,aoirigh,пасти
1280,treiben::V,seol,гнати
1281,treiben::V,tiomáin,гнати
1282,anbinden::V,ceangail,прив’язати
1283,füttern::V,cothaigh,годувати
1284,füttern::V,cothaigh,харчувати
1285,füttern::V,beathaigh,годувати
1286,füttern::V,beathaigh,харчувати
1287,melken::V,bligh,доїти
1288,melken::V,crúigh,доїти
1289,hacken::V,gearr,рубати
1290,gießen::V,uiscigh,полити
1291,reifen::V,aibigh,дозріти
1292,zubereiten::V,cócaráil,зготовити
1293,zubereiten::V,cócaráil,приготувати
1294,kochen::V,bruith,варити
1295,kochen::V,bruith,готувати
1296,kochen::V,beirigh,варити
1297,kochen::V,beirigh,готувати
1298,backen::V,bácáil,пекти
1299,braten::V,róst,смажити
1300,braten::V,frioch,смажити
1301,umrühren::V,measc,переміщати
1302,stricken::V,cniotáil,в’язати
1303,nähen::V,fuaigh,шити
1304,färben::V,dathaigh,пофарбувати
1305,reinigen::V,glan,очистити
1306,waschen::V,nigh,мити
1307,abwischen::V,glan,витерти
1308,spülen::V,sruthlaigh,полоскати
1309,fegen::V,scuab,підмітати
1310,kehren::V,scuab,мести
1311,baden::V,folc,купатися
1312,sich waschen::V,nigh é féin,митися
1313,ausziehen::V,bain de,зняти
1314,anziehen::V,cuir ar,надіти
1315,sich anziehen::V,gléas é féin,одягтися
1316,sich anziehen::V,gléas é féin,одягнутися
1317,kämmen::V,cíor,зачесати
1318,schmücken::V,maisigh,оздобити
1319,sagen::V,abair,сказати
1320,sprechen::V,labhair,говорити
1321,reden::V,caintigh,розмовляти
1322,sich unterhalten::V,caintigh,бесідувати
1323,sich unterhalten::V,tá ag comhrá,бесідувати
1324,fragen::V,fiafraigh,запитати
1325,fragen::V,cuir ceist,запитати
1326,bitten::V,iarr,просити
1327,erzählen::V,inis,розповісти
1328,erzählen::V,eachtraigh,розповісти
1329,mitteilen::V,aithris,повідомити
1330,mitteilen::V,cuir in iúl,повідомити
1331,nennen::V,ainmnigh,назвати
1332,rufen::V,glaoigh,кликати
1333,prahlen::V,maígh,хвалитися
1334,übersetzen::V,aistrigh,перекласти
1335,denken::V,síl,думати
1336,denken::V,síl,мислити
1337,denken::V,ceap,думати
1338,denken::V,ceap,мислити
1339,glauben::V,creid,вірити
1340,bemerken::V,tabhair faoi deara,помітити
1341,erkennen::V,aithin,пізнати
1342,begreifen::V,tuig,осягнути
1343,verstehen::V,tuig,почути
1344,lernen::V,foghlaim,навчатися
1345,wissen::V,tá a fhios ag,знати
1346,sich erinnern an::V,cuimhnigh ar,пам’ятати
1347,sich erinnern an::V,is cuimhne ar,пам’ятати
1348,vergessen::V,dearmad,забути
1349,messen::V,tomhais,міряти
1350,zählen::V,cuntais,лічити
1351,rechnen::V,ríomh,рахувати
1352,rechnen::V,áirigh,рахувати
1353,lesen::V,léigh,читати
1354,malen::V,péinteáil,малювати
1355,zeichnen::V,línigh,рисувати
1356,zeichnen::V,tarraing,рисувати
1357,schreiben::V,scríobh,писати
1358,besitzen::V,is le,мати
1359,kaufen::V,ceannaigh,купити
1360,verkaufen::V,díol,продати
1361,bezahlen::V,íoc as,заплатити
1362,zahlen::V,íoc,платити
1363,beherrschen::V,rialaigh,володіти
1364,ertragen::V,seas,витерпіти
1365,ertragen::V,fulaing,витерпіти
1366,ertragen::V,foighnigh,витерпіти
1367,Ader::N,,вена
1368,vorwärts::ADV,,вперед
