,Concept_ID,pl,sv
843,vierzig::NUM,czterdzieści,fyrtio
844,fünfzig::NUM,pięćdziesiąt,femtio
845,sechzig::NUM,sześćdziesiąt,sextio
846,siebzig::NUM,siedemdziesiąt,sjuttio
847,achtzig::NUM,osiemdziesiąt,åttio
848,neunzig::NUM,dziewięćdziesiąt,nittio
849,hundert::NUM,sto,hundra
850,tausend::NUM,tysiąc,tusen
851,und::CNJ,i,och
852,oder::CNJ,lub,eller
853,oder::CNJ,albo,eller
854,stehen::V,stać,stå
855,sitzen::V,siedzieć,sitta
856,liegen::V,leżeć,ligga
857,hängen::V,wisieć,hänga
858,werden::V,zostać,bli
859,werden::V,stać się,bli
860,passieren::V,dziać się,ske
861,passieren::V,dziać się,hända
862,passieren::V,zdarzyć się,ske
863,passieren::V,zdarzyć się,hända
864,beginnen::V,zacząć się,börja
865,enden::V,kończyć się,ända
866,wechseln::V,zmienić się,växla
867,aufgehen[Sonne]::V,wzejść,gå upp
868,untergehen[Sonne]::V,zajść,gå ned
869,scheinen[Sonne]::V,świecić,skina
870,donnern::V,grzmieć,dundra
871,wehen::V,wiać,blåsa
872,strömen::V,płynąć,forsa
873,strömen::V,płynąć,strömma
874,strömen::V,lać się,forsa
875,strömen::V,lać się,strömma
876,fließen::V,ciec,flyta
877,fließen::V,płynąć,flyta
878,sich drehen::V,obracać się,snurra
879,schwanken::V,chwiać się,vackla
880,schwingen::V,wahać się,svinga
881,fallen::V,padać,falla
882,brennen::V,palić się,brinna
883,rauchen::V,dymić,ryka
884,rauchen::V,dymić się,ryka
885,regnen::V,padać,regna
886,gefrieren::V,zamarznąć,frysa
887,tauen::V,tajać,töa
888,schmelzen::V,topnieć,smälta
889,trocknen::V,schnąć,torka
890,sieden::V,wrzeć,koka
891,sieden::V,wrzeć,sjuda
892,sieden::V,kipieć,koka
893,sieden::V,kipieć,sjuda
894,faulen::V,gnić,ruttna
895,verfaulen::V,zgnić,ruttna
896,reißen::V,urywać się,brista
897,versinken::V,tonąć,sjunka
898,vergehen::V,przechodzić,förgå
899,erscheinen::V,zjawiać się,synas
900,erscheinen::V,zjawiać się,visa sig
901,verschwinden::V,zniknąć,försvinna
902,sinken::V,spadać,sjunka
903,abnehmen::V,spadać,avta
904,abnehmen::V,spadać,minskas
905,zunehmen::V,wzrosnąć,tilltaga
906,steigen::V,wzrastać,stiga
907,wachsen::V,rosnąć,växa
908,glänzen::V,błyszczeć,glimma
909,funkeln::V,zabłyszczeć,tindra
910,funkeln::V,zabłyszczeć,gnistra
911,lärmen::V,hałasować,bråka
912,lärmen::V,hałasować,väsnas
913,läuten::V,dzwonić,ringa
914,klingeln::V,dzwonić,ringa
915,klirren::V,brzęczeć,klirra
916,brausen::V,huczeć,brusa
917,rauschen::V,szumieć,susa
918,rauschen::V,szeleścić,susa
919,klingen::V,brzmieć,låta
920,klingen::V,brzmieć,klinga
921,klingen::V,dźwięczeć,låta
922,klingen::V,dźwięczeć,klinga
923,bellen::V,szczekać,skälla
924,heulen::V,wyć,yla
925,heulen::V,wyć,tjuta
926,blasen::V,dmuchnąć,blåsa
927,pfeifen::V,gwizdać,vissla
928,schreien::V,krzyczeć,skrika
929,stöhnen::V,stękać,stöna
930,zittern::V,drżeć,darra
931,zittern::V,drżeć,skälva
932,leben::V,żyć,leva
933,geboren werden::V,urodzić się,födas
934,atmen::V,oddychać,andas
935,trinken::V,pić,dricka
936,essen::V,jeść,äta
937,schlucken::V,połknąć,svälja
938,müde werden::V,zmęczyć się,tröttna
939,einschlafen::V,zasnąć,somna
940,schlafen::V,spać,sova
941,aufwachen::V,obudzić się,vakna
942,aufstehen::V,wstać,stiga upp
943,sich erholen::V,wypoczywać,repa sig
944,sich erholen::V,wypoczywać,hämta sig
945,krank werden::V,zachorować,insjukna
946,krank sein::V,chorować,vara sjuk
947,schmerzen::V,boleć,smärta
948,schmerzen::V,boleć,göra ont
949,husten::V,kaszlać,hosta
950,genesen::V,wyzdrowieć,tillfriskna
951,sterben::V,umrzeć,dö
952,umkommen::V,zginąć,omkomma
953,sich bewegen::V,poruszać się,röra sig
954,sich rühren::V,ruszyć się,röra på sig
955,sich erheben::V,podnieść się,resa sig
956,sich setzen::V,usiąść,sätta sig
957,hinfallen::V,upaść,falla omkull
958,laufen::V,chodzić,löpa
959,schreiten::V,kroczyć,skrida
960,spazierengehen::V,iść na spacer,promenera
961,eilen::V,pospieszać,ila
962,sich beeilen::V,pospieszyć się,skynda sig
963,sausen::V,pędzić,susa
964,rennen::V,biec,löpa
965,rennen::V,biec,springa
966,rennen::V,biegać,löpa
967,rennen::V,biegać,springa
968,springen::V,skakać,hoppa
969,klettern::V,wspinać się,klättra
970,schaukeln::V,huśtać,gunga
971,schaukeln::V,kołysać,gunga
972,kriechen::V,pełzać,kräla
973,kriechen::V,czołgać się,kräla
974,schwimmen::V,pływać,simma
975,tauchen::V,zanurzać się,dyka
976,rudern::V,wiosłować,ro
977,fahren::V,jechać,köra
978,fliegen::V,latać,flyga
979,fliegen::V,lecieć,flyga
980,gehen::V,iść,gå
981,weggehen::V,odejść,gå bort
982,abfahren::V,odjechać,resa
983,abfahren::V,odjechać,avresa
984,anhalten::V,zatrzymać się,stanna
985,hineingehen::V,wchodzić,gå in
986,eintreten::V,wejść,träda in
987,eintreten::V,nastąpić,träda in
988,kommen::V,przyjść,komma
989,ankommen::V,przybyć,ankomma
990,zurückkommen::V,wrócić,återkomma
991,bleiben::V,zostać,bli
992,bleiben::V,zostać,förbli
993,warten::V,czekać,vänta
994,erwarten::V,oczekiwać,vänta
995,suchen::V,szukać,leta
996,finden::V,znaleźć,finna
997,versuchen::V,próbować,försöka
998,vorbereiten::V,przygotować,förbereda
999,lieben::V,kochać,älska
1000,mögen::V,lubić,tycka om
1001,lachen::V,śmiać się,skratta
1002,rühren::V,wzruszyć,röra
1003,weinen::V,płakać,gråta
1004,schimpfen::V,kląć,skälla
1005,sich ärgern::V,gniewać się,förargas
1006,sich fürchten::V,bać się,vara rädd
1007,fürchten::V,bać się,frukta
1008,fliehen::V,uciekać,fly
1009,fliehen::V,uciekać,rymma
1010,flüchten::V,uciec,fly
1011,sehen::V,widzieć,se
1012,sehen::V,zobaczyć,se
1013,anschauen::V,oglądać,se på
1014,anschauen::V,oglądać,betrakta
1015,ansehen::V,popatrzeć na,åse
1016,hören::V,słyszeć,höra
1017,zuhören::V,słuchać,höra på
1018,zuhören::V,słuchać,lyssna till
1019,probieren::V,kosztować,smaka
1020,probieren::V,kosztować,smaka på
1021,riechen::V,wąchać,lukta
1022,fühlen::V,czuć,känna
1023,fühlen::V,odczuwać,känna
1024,scheinen::V,wydawać się,verka
1025,scheinen::V,wydawać się,tyckas
1026,zu sehen sein::V,widnieć,synas
1027,zu sehen sein::V,widnieć,kunna ses
1028,vernehmen::V,usłyszeć,få veta
1029,vernehmen::V,usłyszeć,förnimma
1030,frieren::V,marznąć,frysa
1031,tun::V,czynić,göra
1032,können::V,móc,kunna
1033,können::V,umieć,kunna
1034,wollen::V,chcieć,vilja
1035,anfangen::V,zacząć,börja
1036,beenden::V,zakończyć,avsluta
1037,aufhören::V,przestać,sluta
1038,aufhören::V,przestać,upphöra
1039,gelingen::V,udać się,lyckas
1040,geraten::V,udać się,bli
1041,öffnen::V,otworzyć,öppna
1042,schließen::V,zamknąć,låsa
1043,schließen::V,zamknąć,stänga
1044,stellen::V,postawić,ställa
1045,setzen::V,posadzić,sätta
1046,legen::V,kłaść,lägga
1047,berühren::V,dotykać,beröra
1048,verbinden::V,łączyć,förbinda
1049,bedecken::V,przykryć,täcka
1050,bedecken::V,przykryć,betäcka
1051,aufhängen::V,powiesić,hänga
1052,aufhängen::V,powiesić,hänga upp
1053,anzünden::V,zapalić,tända
1054,anzünden::V,zapalić,antända
1055,anzünden::V,zapalić,tända på
1056,aufheben::V,podnieść,lyfta
1057,zurücklassen::V,zostawić,lämna
1058,zurücklassen::V,zostawić,efterlämna
1059,verlieren::V,zgubić,mista
1060,verlieren::V,zgubić,förlora
1061,fallen lassen::V,upuścić,tappa
1062,fallen lassen::V,upuścić,släppa
1063,machen::V,zrobić,göra
1064,herstellen::V,wytworzyć,tillverka
1065,herstellen::V,wytworzyć,framställa
1066,bauen::V,budować,bygga
1067,reparieren::V,naprawiać,reparera
1068,verbessern::V,ulepszyć,rätta
1069,verbessern::V,ulepszyć,förbättra
1070,ändern::V,zmienić,ändra
1071,ändern::V,zmienić,förändra
1072,graben::V,kopać,gräva
1073,beugen::V,zagiąć,böja
1074,biegen::V,zgiąć,böja
1075,biegen::V,zgiąć,kröka
1076,drehen::V,obracać,vrida
1077,wenden::V,obrocić,vända
1078,umdrehen::V,obrocić,vrida om
1079,heben::V,podnosić,häva
1080,hochheben::V,podnieść,lyfta
1081,ergreifen::V,chwycić,gripa
1082,halten::V,trzymać,hålla
1083,drücken::V,naciskać,trycka
1084,schieben::V,pchać,skjuta
1085,schieben::V,posuwać,skjuta
1086,kratzen::V,drapać,riva
1087,kratzen::V,drapać,skrapa
1088,lecken::V,lizać,slicka
1089,beißen::V,kąsać,bita
1090,abreißen::V,oderwać,slita_av
1091,abreißen::V,oderwać,riva_av
1092,abschneiden::V,odciąć,skära av
1093,binden::V,wiązać,binda
1094,stecken::V,wetknąć,sticka
1095,brechen::V,złamać,bryta
1096,brechen::V,złamać,brista
1097,klopfen::V,pukać,banka
1098,klopfen::V,pukać,klappa
1099,klopfen::V,stukać,banka
1100,klopfen::V,stukać,klappa
1101,hauen::V,bić,hugga
1102,kleben::V,kleić,klistra
1103,reiben::V,trzeć,gnida
1104,streichen::V,smarować,smörja
1105,schleifen::V,ostrzyć,slipa
1106,schneiden::V,ciąć,skära
1107,schneiden::V,ciąć,klippa
1108,schneiden::V,krajać,skära
1109,schneiden::V,krajać,klippa
1110,rütteln::V,trząść,skaka
1111,schütteln::V,trząść,rista
1112,schwenken::V,machać,svänga
1113,schütten::V,nasypać,hälla
1114,füllen::V,napełnić,fylla
1115,einwickeln::V,zawinąć,slå in
1116,einwickeln::V,zawinąć,veckla in
1117,tragen::V,nieść,bära
1118,schleppen::V,wlec,släpa
1119,ziehen::V,ciągnąć,dra
1120,aufbewahren::V,przechowywać,förvara
1121,aufbewahren::V,przechowywać,ta vara på
1122,werfen::V,rzucać,kasta
1123,fangen::V,łowić,fånga
1124,packen::V,chwycić,gripa
1125,packen::V,chwycić,gripa tag
1126,verstecken::V,ukryć,gömma
1127,verstecken::V,schować,gömma
1128,teilen::V,podzielić,dela
1129,schicken::V,posyłać,skicka
1130,bringen::V,przynieść,bringa
1131,hinzufügen::V,dodać,tillägga
1132,bekommen::V,dostać,få
1133,bekommen::V,dostać,erhålla
1134,erhalten::V,otrzymać,få
1135,erhalten::V,otrzymać,erhålla
1136,nehmen::V,wziąć,ta
1137,nehmen::V,wziąć,taga
1138,wählen::V,wybrać,välja
1139,auswählen::V,wybrać,utvälja
1140,bewahren::V,zachować,bevara
1141,behindern::V,utrudnić,hindra
1142,behindern::V,utrudnić,förhindra
1143,behindern::V,przeszkadzać,hindra
1144,behindern::V,przeszkadzać,förhindra
1145,verderben::V,zepsuć,förstöra
1146,beschädigen::V,uszkodzić,skada
1147,zerbrechen::V,złamać,bryta isär
1148,zerbrechen::V,złamać,bryta sönder
1149,zerreißen::V,drzeć,riva sönder
1150,zerreißen::V,drzeć,slita sönder
1151,zerreißen::V,rozdzierać,riva sönder
1152,zerreißen::V,rozdzierać,slita sönder
1153,zerstören::V,zniszczyć,förstöra
1154,verbrennen::V,spalić,bränna
1155,verbrennen::V,spalić,bränna upp
1156,geben::V,dać,ge
1157,reichen::V,podać,räcka
1158,schenken::V,darować,skänka
1159,versprechen::V,obiecać,lova
1160,wünschen::V,życzyć,önska
1161,loben::V,chwalić,lova
1162,loben::V,chwalić,beröma
1163,küssen::V,całować,pussa
1164,wiegen::V,kołysać,vagga
1165,zudecken::V,przykryć,täcka
1166,wecken::V,zbudzić,väcka
1167,zeigen::V,pokazać,visa
1168,führen::V,wieść,föra
1169,führen::V,prowadzić,föra
1170,lehren::V,uczyć,lära
1171,unterrichten::V,nauczać,undervisa
1172,aufziehen::V,wychować,uppfostra
1173,leiten::V,kierować,leda
1174,antreiben::V,popędzić,driva på
1175,lassen::V,zostawić,få att
1176,einladen::V,zaprosić,bjuda
1177,einladen::V,zaprosić,inbjuda
1178,vereinigen::V,zjednoczyć,förena
1179,besuchen::V,odwiedzić,besöka
1180,treffen::V,trafić,möta
1181,treffen::V,trafić,träffa
1182,treffen::V,spotkać,möta
1183,treffen::V,spotkać,träffa
1184,sich versammeln::V,zebrać się,församla sig
1185,sich versammeln::V,zgromadzić się,församla sig
1186,spielen::V,grać,leka
1187,spielen::V,grać,spela
1188,spielen::V,bawić się,leka
1189,spielen::V,bawić się,spela
1190,singen::V,śpiewać,sjunga
1191,tanzen::V,pląsać,dansa
1192,tanzen::V,tańczyć,dansa
1193,sich trennen::V,rozstać się,skiljas
1194,verlassen::V,opuścić,lämna
1195,verlassen::V,opuścić,överge
1196,retten::V,ocalić,rädda
1197,retten::V,uratować,rädda
1198,bewachen::V,pilnować,bevaka
1199,schützen::V,ochronić,skydda
1200,schützen::V,ochronić,beskydda
1201,verteidigen::V,bronić,försvara
1202,sich schlagen::V,pobić się,slåss
1203,schießen::V,strzelać,skjuta
1204,siegen::V,zwycziężyć,segra
1205,ärgern::V,gniewać,förarga
1206,schlagen::V,bić,slå
1207,schlagen::V,uderzyć,slå
1208,treten::V,kopnąć,sparka
1209,stechen::V,ukłuć,sticka
1210,stoßen::V,popchnąć,stöta
1211,stehlen::V,ukraść,stjäla
1212,stören::V,zakłócić,störa
1213,stören::V,przeszkodzić,störa
1214,belästigen::V,dokuczać,genera
1215,belästigen::V,dokuczać,besvära
1216,verbergen::V,ukryć,dölja
1217,täuschen::V,łudzić,vilseleda
1218,betrügen::V,oszukać,bedra
1219,töten::V,zabić,döda
1220,wohnen::V,mieszkać,bo
1221,arbeiten::V,pracować,arbeta
1222,sammeln::V,zebrać,samla
1223,pflücken::V,zerwać,plocka
1224,jagen::V,polować,jaga
1225,fischen::V,łowić ryby,fiska
1226,fassen::V,złapać,fånga
1227,hüten::V,paść,vakta
1228,treiben::V,pędzić,driva
1229,anbinden::V,przywiązać,binda fast
1230,füttern::V,karmić,fodra
1231,melken::V,doić,mjölka
1232,hacken::V,rąbać,hacka
1233,gießen::V,lać,hälla
1234,gießen::V,lać,vattna
1235,gießen::V,podlać,hälla
1236,gießen::V,podlać,vattna
1237,reifen::V,dojrzeć,mogna
1238,zubereiten::V,przyrządzić,tillaga
1239,zubereiten::V,przyrządzić,tillreda
1240,kochen::V,gotować,koka
1241,backen::V,piec,baka
1242,braten::V,piec,steka
1243,braten::V,smażyć,steka
1244,umrühren::V,przemieszać,röra om
1245,stricken::V,dziać,sticka
1246,nähen::V,szyć,sy
1247,färben::V,pofarbować,färga
1248,reinigen::V,oczyścić,rensa
1249,reinigen::V,oczyścić,rengöra
1250,waschen::V,prać,tvätta
1251,abwischen::V,obetrzeć,torka av
1252,spülen::V,płukać,spola
1253,spülen::V,płukać,skölja
1254,fegen::V,zamiatać,feja
1255,kehren::V,zamieść,sopa
1256,baden::V,kąpać się,bada
1257,sich waschen::V,myć się,tvätta sig
1258,ausziehen::V,zdjąć,ta av
1259,anziehen::V,włożyć,ta på
1260,sich anziehen::V,ubrać się,klä på sig
1261,kämmen::V,uczesać,kamma
1262,schmücken::V,ozdabiać,pynta
1263,schmücken::V,ozdabiać,smycka
1264,sagen::V,powiedzieć,säga
1265,sprechen::V,mówić,tala
1266,reden::V,mówić,tala
1267,reden::V,mówić,prata
1268,sich unterhalten::V,rozmawiać,prata
1269,fragen::V,zapytać,fråga
1270,fragen::V,zapytać,spörja
1271,bitten::V,prosić,be
1272,erzählen::V,opowiedzieć,berätta
1273,mitteilen::V,zawiadomić o,meddela
1274,nennen::V,nazwać,kalla
1275,rufen::V,wołać,ropa
1276,prahlen::V,chełpić się,pråla
1277,prahlen::V,chełpić się,skryta
1278,übersetzen::V,tłumaczyć,tolka
1279,übersetzen::V,tłumaczyć,översätta
1280,denken::V,myśleć,tänka
1281,glauben::V,sądzić,tro
1282,glauben::V,wierzyć,tro
1283,bemerken::V,zauważyć,uppmärksamma
1284,bemerken::V,zauważyć,lägga märke till
1285,erkennen::V,poznać,känna igen
1286,begreifen::V,zrozumieć,begripa
1287,verstehen::V,rozumieć,förstå
1288,verstehen::V,dosłyszeć,förstå
1289,lernen::V,uczyć się,lära sig
1290,wissen::V,wiedzieć,veta
1291,sich erinnern an::V,przypomnieć sobie,minnas
1292,sich erinnern an::V,przypomnieć sobie,komma ihåg
1293,vergessen::V,zapomnieć,glömma
1294,messen::V,mierzyć,mäta
1295,zählen::V,liczyć,räkna
1296,rechnen::V,rachować,räkna
1297,lesen::V,czytać,läsa
1298,malen::V,malować,måla
1299,zeichnen::V,rysować,teckna
1300,schreiben::V,pisać,skriva
1301,besitzen::V,posiadać,äga
1302,besitzen::V,posiadać,besitta
1303,kaufen::V,kupić,köpa
1304,verkaufen::V,sprzedać,sälja
1305,bezahlen::V,zapłacić,betala
1306,zahlen::V,płacić,betala
1307,beherrschen::V,opanować,behärska
1308,ertragen::V,znieść,tåla
1309,ertragen::V,znieść,uthärda
