,Concept_ID,ga,cy
65,Traum::N,taibhreamh,breuddwyd
66,Himmel::N,spéir,awyr
67,Sonne::N,grian,haul
68,Mond::N,ré,lleuad
69,Mond::N,gealach,lleuad
70,Stern::N,rinn,seren
71,Stern::N,réalta,seren
72,Luft::N,aer,awyr
73,Wind::N,gaoth,gwynt
74,Welle::N,tonn,ton
75,Wasser::N,uisce,dŵr
76,Stein::N,cloch,carreg
77,Boden::N,talamh,llawr
78,Erde::N,cré,pridd
79,Erde::N,ithir,pridd
80,Staub::N,dusta,llwch
81,Staub::N,deannach,llwch
82,Rauch::N,toit,mwg
83,Rauch::N,deatach,mwg
84,Funke::N,drithle,gwreichioni
85,Feuer::N,tine,tân
86,Licht::N,solas,golau
87,Schatten::N,scáth,cysgod
88,Wetter::N,aimsir,tywydd
89,Nebel::N,ceo,niwl
90,Wolke::N,néal,cwmwl
91,Wolke::N,scamall,cwmwl
92,Regen::N,báisteach,glaw
93,Regen::N,fearthainn,glaw
94,Schnee::N,sneachta,ôd
95,Schnee::N,sneachta,eira
96,Eis::N,oighear,iâ
97,Frost::N,sioc,rhew
98,Kälte::N,fuacht,oerni
99,Kälte::N,fuacht,annwyd
100,Hitze::N,teas,gwres
101,Hitze::N,teocht,gwres
102,Raureif::N,sioc bán,barrug
103,Regenbogen::N,stua ceatha,enfys
104,Regenbogen::N,bogha báistí,enfys
105,Donner::N,toirneach,tyrfau
106,Strömung::N,sruth,cerrynt
107,Tropfen::N,deoir,dafn
108,Tropfen::N,deoir,diferyn
109,Schaum::N,cúr,ewyn
110,Schmutz::N,salachar,baw
111,Schmutz::N,salachar,budreddi
112,See::N,loch,llyn
113,Sumpf::N,portach,cors
114,Moor::N,caorán,rhos
115,Moor::N,móinteán,rhos
116,Wiese::N,cluain,dôl
117,Wiese::N,móinéar,dôl
118,Wald::N,coill,coedwig
119,Wald::N,foraois,coedwig
120,Hügel::N,ard,bryn
121,Anhöhe::N,ard,bryn
122,Anhöhe::N,ardán,bryn
123,Berg::N,sliabh,mynydd
124,Gipfel::N,barr,copa
125,Gipfel::N,mullach,copa
126,Höhle::N,uaimh,ogof
127,Höhle::N,pluais,ogof
128,Abhang::N,fána,llethr
129,Quelle::N,foinse,tarddiad
130,Quelle::N,foinse,ffynhonnell
131,Bach::N,sruthán,nant
132,Bach::N,sruthán,afonig
133,Bach::N,sruthán,cornant
134,Fluss::N,abhainn,afon
135,Ufer::N,bruach,glan
136,Küste::N,cósta,traeth
137,Küste::N,cósta,arfordir
138,Küste::N,cladach,traeth
139,Küste::N,cladach,arfordir
140,Festland::N,míntír,tir
141,Meer::N,muir,môr
142,Meer::N,farraige,môr
143,Bucht::N,bá,bae
144,Bucht::N,cuan,bae
145,Insel::N,inis,ynys
146,Insel::N,oileán,ynys
147,Blume::N,bláth,blodyn
148,Gras::N,féar,glaswellt
149,Wurzel::N,rúta,gwreiddyn
150,Wurzel::N,fréamh,gwreiddyn
151,Baum::N,crann,coeden
152,Stamm::N,stoc,colfen
153,Stamm::N,stoc,boncyff
154,Stamm::N,tamhan,colfen
155,Stamm::N,tamhan,boncyff
156,Rinde::N,coirt,rhisgl
157,Rinde::N,craiceann,rhisgl
158,Ast::N,géag,cangen
159,Zweig::N,géag,cainc
160,Zweig::N,géag,cangen
161,Zweig::N,craobh,cainc
162,Zweig::N,craobh,cangen
163,Blatt::N,duille,deilen
164,Blatt::N,duilleog,deilen
165,Birke::N,beith,bedwen
166,Birke::N,crann beithe,bedwen
167,Kiefer[Baum]::N,péine,pinwydden
168,Weide[Baum]::N,saileach,helygen
169,Tanne::N,giúis,ffynidwydden
170,Horn::N,adharc,corn
171,Feder::N,cleite,plufyn
172,Fell::N,clúmh,ffwr
173,Flügel::N,eite,adain
174,Flügel::N,sciathán,adain
175,Klaue::N,crúb,crafanc
176,Klaue::N,crobh,crafanc
177,Kralle::N,crobh,ewin
178,Schwanz::N,eireaball,cwt
179,Schwanz::N,eireaball,cynffon
180,Ei::N,ubh,wy
181,Nest::N,nead,nyth
182,Bau::N,brocais,ffau
183,Tier::N,ainmhí,anifail
184,Tier::N,beithíoch,anifail
185,Herde::N,tréad,praidd
186,Herde::N,tréad,diadell
187,Kuh::N,bó,buwch
188,Bulle::N,tarbh,tarw
189,Pferd::N,each,ceffyl
190,Pferd::N,capall,ceffyl
191,Schaf::N,caora,dafad
192,Schwein::N,muc,mochyn
193,Hund::N,madra,ci
194,Katze::N,cat,cath
195,Bär::N,béar,arth
196,Eichhörnchen::N,iora,gwiwer
197,Elch::N,eilc,elc
198,Fuchs::N,sionnach,cadno
199,Fuchs::N,madra rua,cadno
200,Hase::N,giorria,ysgyfarnog
201,Maus::N,luch,llygoden
202,Wolf::N,mac tíre,blaidd
203,Vogel::N,éan,aderyn
204,Schwarm::N,saithe,haid
205,Huhn::N,cearc,cyw
206,Hahn::N,coileach,ceiliog
207,Gans::N,gé,gŵydd
208,Adler::N,iolar,eryr
209,Ente::N,lacha,hwyad
210,Eule::N,ulchabhán,tylluan
211,Kranich::N,grús,garan
212,Kranich::N,grús,crychydd
213,Krähe::N,caróg,brân
214,Krähe::N,préachán,brân
215,Kuckuck::N,cuach,cog
216,Kuckuck::N,cuach,cwcw
217,Schwan::N,eala,alarch
218,Fisch::N,iasc,pysgod
219,Barsch::N,péirse,draenog
220,Hecht::N,liús,penhwyad
221,Schlange[Tier]::N,nathair,neidr
222,Wurm::N,péist,abwydyn
223,Wurm::N,péist,pryf genwair
224,Spinne::N,damhán alla,cor
225,Spinne::N,damhán alla,pryf copyn
226,Ameise::N,seangán,morgrugyn
227,Laus::N,míol,lleuen
228,Mücke::N,muiscít,gwybedyn
229,Mücke::N,corrmhíol,gwybedyn
230,Fliege::N,cuil,cleren
231,Fliege::N,cuileog,cleren
232,Schmetterling::N,féileacán,glöyn byw
233,Schmetterling::N,féileacán,iâr fach yr haf
234,Beere::N,caor,aeronen
235,Apfel::N,úll,afal
236,Pilz::N,beacán,madarch
237,Pilz::N,muisiriún,madarch
238,Zwiebel::N,oinniún,nionyn
239,Zwiebel::N,oinniún,winwnsyn
240,Saat::N,síol,had
241,Korn::N,gráinne,grawn
242,Heu::N,féar,gwair
243,Schale::N,scaimh,croen
244,Schale::N,scaimh,plisgyn
245,Grube::N,poll,pwll
246,Grube::N,poll,pydew
247,Falle::N,gaiste,magl
248,Schlinge::N,sealán,cwlwm rhedeg
249,Spur::N,rian,ôl
250,Asche::N,luaith,lludw
251,Dreck::N,salachar,baw
252,Dreck::N,salachar,budreddi
253,Eisen::N,iarann,haearn
254,Gold::N,ór,aur
255,Silber::N,airgead,arian
256,Kohle::N,gual,glo
257,Glas::N,gloine,gwydr
258,Lehm::N,cré,clai
259,Sand::N,gaineamh,tywod
260,Mensch::N,duine,dyn
261,Mann::N,fear,dyn
262,Frau::N,bean,merch
263,Frau::N,bean,gwraig
264,Kind::N,gasúr,plentyn
265,Kind::N,páiste,plentyn
266,Junge::N,buachaill,hogyn
267,Junge::N,buachaill,bachgen
268,Mädchen::N,cailín,merch
269,Mädchen::N,cailín,geneth
270,Familie::N,teaghlach,teulu
271,Familie::N,teaghlach,tylwyth
272,Familie::N,comhluadar,teulu
273,Familie::N,comhluadar,tylwyth
274,Großvater::N,seanathair,taid
275,Großvater::N,seanathair,tad-cu
276,Großmutter::N,seanmháthair,nain
277,Großmutter::N,seanmháthair,mam-gu
278,Eltern::N,tuismitheoirí,rhieni
279,Vater::N,athair,tad
280,Mutter::N,máthair,mam
281,Sohn::N,mac,mab
282,Tochter::N,iníon,merch
283,Bruder::N,deartháir,brawd
284,Schwester::N,deirfiúr,chwaer
285,Onkel::N,uncail,ewythr
286,Tante::N,aintín,modryb
287,Ehemann::N,fear céile,gŵr
288,Ehefrau::N,bean chéile,gwraig
289,Freude::N,áthas,gorfoledd
290,Gelächter::N,gáire,chwerthin
291,Glück::N,séan,hapusrwydd
292,Glück::N,sonas,hapusrwydd
293,Kummer::N,brón,galar
294,Kummer::N,buairt,galar
295,Wunsch::N,guí,dymuniad
296,Wunsch::N,achainí,dymuniad
297,Lust::N,fonn,chwant
298,Geist::N,meon,ysbryd
299,Geist::N,spiorad,ysbryd
300,Gedanke::N,smaoineamh,meddwl
301,Gedächtnis::N,cuimhne,cof
302,Verstand::N,ciall,meddwl
303,Verstand::N,intinn,meddwl
304,Sinn::N,brí,ystyr
305,Sinn::N,ciall,ystyr
306,Grund::N,fáth,achos
307,Grund::N,fáth,rheswm
308,Wahrheit::N,fírinne,gwir
309,Wahrheit::N,fírinne,gwirionedd
310,Gespräch::N,comhrá,sgwrs
311,Märchen::N,scéal,chwedl werin
312,Erzählung::N,scéal,stori
313,Nachricht::N,teachtaireacht,neges
314,Neuigkeit::N,scéala,newydd
315,Name::N,ainm,enw
316,Rätsel::N,tomhas,pos
317,Rede::N,óráid,araith
318,Rede::N,aitheasc,araith
319,Sprache::N,teanga,iaith
320,Stimme::N,guth,llais
321,Wort::N,focal,gair
322,Zeichen::N,comhartha,arwydd
323,Ruf::N,glaoch,galwad
324,Lärm::N,torann,trwst
325,Laut::N,fuaim,sain
326,Ton::N,ton,tôn
327,Lied::N,amhrán,cân
328,Ruhe::N,suaimhneas,tawelwch
329,Leute::N,muintir,pobl
330,Volk::N,pobal,pobl
331,Arbeit::N,obair,gwaith
332,Gast::N,aoi,gwestai
333,Geschenk::N,féirín,rhodd
334,Geschenk::N,féirín,anrheg
335,Geschenk::N,bronntanas,rhodd
336,Geschenk::N,bronntanas,anrheg
337,Spiel::N,cluiche,chwarae
338,Gesellschaft::N,comhluadar,cwmni
339,Hilfe::N,cúnamh,cymorth
340,Hilfe::N,cabhair,cymorth
341,Freund::N,cara,cyfaill
342,Kamerad::N,comrádaí,cydymaith
343,Angelegenheit::N,ábhar,pwnc
344,Anzahl::N,líon,cyfrif
345,Art::N,sórt,bath
346,Art::N,saghas,bath
347,Stück::N,píosa,darn
348,Teil::N,cuid,rhan
349,Teil::N,páirt,rhan
350,Hälfte::N,leath,hanner
351,Kreis::N,ciorcal,cylch
352,Kreuz::N,cros,croes
353,Linie::N,líne,llinell
354,Strich::N,stríoc,strôc
355,Strich::N,stríoc,trawiad
356,Abstand::N,achar,bwlch
357,Abstand::N,achar,pellter
358,Entfernung::N,fad,pellter
359,Gegend::N,ceantar,cylch
360,Platz::N,áit,lle
361,Platz::N,spás,lle
362,Ort::N,áit,lle
363,Seite::N,taobh,ochr
364,Mitte::N,lár,canol
365,Gegenstand::N,ball,eitem
366,Gegenstand::N,ábhar,eitem
367,Sache::N,ní,peth
368,Sache::N,rud,peth
369,Rand::N,imeall,cwr
370,Rand::N,imeall,ymyl
371,Rand::N,ciumhais,cwr
372,Rand::N,ciumhais,ymyl
373,Kante::N,corr,min
374,Kante::N,corr,ymyl
375,Kante::N,colbha,min
376,Kante::N,colbha,ymyl
377,Ecke::N,coirnéal,cornel
378,Spitze::N,gob,blaen
379,Spitze::N,barr,blaen
380,Ende::N,ceann,pen
381,Ende::N,foirceann,pen
382,Loch::N,poll,twll
383,Winkel::N,cúinne,congl
384,Winkel::N,uillinn,congl
385,Muster::N,patrún,patrwm
386,Größe::N,méid,maint
387,Größe::N,méid,maintioli
388,Größe::N,toise,maint
389,Größe::N,toise,maintioli
390,Länge::N,fad,hyd
391,Höhe::N,airde,uchder
392,Gewicht::N,meáchan,pwysau
393,Menge::N,méid,swm
394,Menge::N,méid,maint
395,Haufen::N,cnap,pentwr
396,Reihe::N,líne,rhes
397,Reihe::N,sraith,rhes
398,Boot::N,bád,cwch
399,Ruder::N,rámh,rhwyf
400,Ruder::N,maide rámha,rhwyf
401,Schlitten::N,carr sleamhnáin,sled
402,Schlitten::N,carr sleamhnáin,car llusg
403,Ski::N,scí,sgi
404,Lagerfeuer::N,tine champa,coelcerth
405,Last::N,ualach,llwyth
406,Gang::N,siúlóid,tro
407,Schritt::N,céim,cam
408,Schritt::N,coiscéim,cam
409,Norden::N,tuaisceart,gogledd
410,Süden::N,deisceart,de
411,Westen::N,iarthar,gorllewin
412,Osten::N,oirthear,dwyrain
413,Holz::N,adhmad,pren
414,Brett::N,clár,bwrdd
415,Brett::N,clár,astell
416,Platte::N,leac,llech
417,Stütze::N,taca,ateg
418,Stütze::N,taca,cynhalydd
419,Stange::N,polla,polyn
420,Stange::N,cuaille,polyn
421,Stock::N,bata,ffon
422,Stock::N,bata,brigyn
423,Stock::N,maide,ffon
424,Stock::N,maide,brigyn
425,Stab::N,maide,ffon
426,Stab::N,bachall,ffon
427,Rohr::N,píopa,pibell
428,Haus::N,teach,tŷ
429,Heim::N,baile,cartref
430,Ofen::N,sornóg,stof
431,Fußboden::N,urlár,llawr
432,Tisch::N,bord,bwrdd
433,Tisch::N,tábla,bwrdd
434,Stuhl::N,cathaoir,cadair
435,Wiege::N,cliabhán,crud
436,Bett::N,leaba,gwely
437,Regal::N,seilf,silff
438,Kiste::N,bosca,bocs
439,Kiste::N,bosca,blwch
440,Fenster::N,fuinneoig,ffenestr
441,Tür::N,doras,drws
442,Tor::N,geata,porth
443,Zaun::N,fál,ffens
444,Zaun::N,claí,ffens
445,Dach::N,díon,to
446,Leiter::N,dréimire,ysgol
447,Besen::N,scuab,ysgub
448,Spaten::N,spád,rhaw
449,Spaten::N,rámhainn,rhaw
450,Schaufel::N,sluasaid,rhaw
451,Gabel::N,forc,fforc
452,Gabel::N,gabhlóg,fforc
453,Löffel::N,spúnóg,llwy
454,Messer::N,scian,cyllell
455,Nagel::N,tairne,hoel
456,Netz::N,líon,gwe
457,Netz::N,líon,rhwyd
458,Netz::N,eangach,gwe
459,Netz::N,eangach,rhwyd
460,Haken::N,croch,bach
461,Griff::N,cos,carn
462,Griff::N,hanla,carn
463,Schloss::N,glas,clo
464,Bild::N,pictiúr,llun
465,Bild::N,pictiúr,pictiwr
466,Figur::N,fíor,ffigur
467,Puppe::N,bábóg,dol
468,Beutel::N,mála,cwd
469,Beutel::N,mealbhóg,cwd
470,Bündel::N,beart,bwndel
471,Bündel::N,beart,coflaid
472,Tasche::N,mála,cod
473,Eimer::N,buicéad,bwced
474,Eimer::N,buicéad,cunnog
475,Deckel::N,clár,caead
476,Deckel::N,claibín,caead
477,Geschirr::N,soithí,llestri
478,Geschirr::N,gréithe,llestri
479,Sack::N,sac,sach
480,Sack::N,mála,sach
481,Tasse::N,cupán,cwpan
482,Topf::N,pota,pot
483,Topf::N,pota,crochan
484,Kessel::N,citeal,tegell
485,Essen::N,béile,pryd o fwyd
486,Nahrung::N,bia,bwyd
487,Speise::N,mias,saig
488,Fleisch::N,feoil,cig
489,Getreide::N,grán,ŷd
490,Getreide::N,grán,llafur
491,Getreide::N,arbhar,ŷd
492,Getreide::N,arbhar,llafur
493,Brei::N,brúitín,uwd
494,Brot::N,arán,bara
495,Scheibe::N,píosa,tafell
496,Scheibe::N,slisne,tafell
497,Fett::N,saill,saim
498,Fett::N,saill,braster
499,Fett::N,méathras,saim
500,Fett::N,méathras,braster
501,Butter::N,im,ymenyn
502,Öl::N,ola,olew
503,Salz::N,salann,halen
504,Suppe::N,sú,cawl
505,Suppe::N,anraith,cawl
506,Honig::N,mil,mêl
507,Milch::N,bainne,llaeth
508,Milch::N,bainne,llefrith
509,Tee::N,tae,te
510,Leder::N,leathar,lledr
511,Wolle::N,olann,gwlân
512,Stoff::N,éadach,lliain
513,Stoff::N,éadach,brethyn
514,Nadel::N,snáthaid,nodwydd
515,Faden::N,snáth,edau
516,Faden::N,snáth,edefyn
517,Knopf::N,cnaipe,botwm
518,Knoten::N,snaidhm,cwlwm
519,Farbe::N,péint,paent
520,Kleidung::N,éadaí,dillad
521,Kleidung::N,éadaí,gwisgoedd
522,Hemd::N,léine,crys
523,Kragen::N,bóna,coler
524,Ärmel::N,muinchille,llawes
525,Hose::N,bríste,trowsus
526,Hose::N,treabhsar,trowsus
527,Gürtel::N,crios,gwregys
528,Mütze::N,caipín,cap
529,Schuh::N,bróg,esgid
530,Stiefel::N,buatais,botasen
531,Ring::N,fáinne,modrwy
532,Band::N,ribín,rhuban
533,Kamm::N,cíor,crib
534,Spiegel::N,scáthán,drych
535,Riemen::N,iall,strap
536,Riemen::N,strapa,strap
537,Schnur::N,téad,llinyn
538,Schnur::N,sreangán,llinyn
539,Leine::N,iall,tennyn
540,Decke::N,pluid,blanced
541,Decke::N,pluid,gwrthban
542,Decke::N,blaincéad,blanced
543,Decke::N,blaincéad,gwrthban
544,Kissen::N,piliúr,clustog
545,Kissen::N,piliúr,gobennydd
546,Kissen::N,adhartán,clustog
547,Kissen::N,adhartán,gobennydd
548,Tuch::N,scaif,sgarff
549,Handtuch::N,tuáille,tywel
550,Handtuch::N,tuáille,lliain sychu
551,Kraft::N,fórsa,grym
552,Stärke::N,neart,nerth
553,Stärke::N,neart,cryfder
554,Gesundheit::N,sláinte,iechyd
555,Krankheit::N,tinneas,afiechyd
556,Krankheit::N,tinneas,anhwylder
557,Krankheit::N,breoiteacht,afiechyd
558,Krankheit::N,breoiteacht,anhwylder
559,Schmerz::N,pian,poen
560,Schmerz::N,pian,gwayw
561,Wunde::N,goin,clwyf
562,Fieber::N,fiabhras,twymyn
563,Arznei::N,cógas,meddyginiaeth
564,Brücke::N,droichead,pont
565,Brunnen::N,tobar,ffynnon
566,Weide::N,féarach,porfa
567,Pfad::N,cosán,llwybr
568,Pfad::N,conair,llwybr
569,Weg::N,slí,ffordd
570,Weg::N,bealach,ffordd
571,Straße::N,bóthar,heol
572,Straße::N,bóthar,ffordd
573,Dorf::N,sráidbhaile,pentref
574,Stadt::N,baile,tref
575,Stadt::N,cathair,tref
576,Brief::N,litir,llythyr
577,Buch::N,cín,llyfr
578,Buch::N,leabhar,llyfr
579,Buchstabe::N,litir,llythyren
580,Zeitung::N,nuachtán,papur newydd
581,Leben::N,saol,bywyd
582,Leben::N,beatha,bywyd
583,Tod::N,bás,marwolaeth
584,Grab::N,uaigh,bedd
585,Kirche::N,eaglais,eglwys
586,Sünde::N,peaca,pechod
587,Gott::N,dia,duw
588,Arbeiter::N,oibrí,gweithiwr
589,Chef::N,saoiste,pennaeth
590,Chef::N,ceannasaí,pennaeth
591,Meister::N,máistir,meistr
592,Arzt::N,lia,meddyg
593,Arzt::N,dochtúir,meddyg
594,Lehrer::N,oide,athro
595,Lehrer::N,múinteoir,athro
596,Geld::N,airgead,pres
597,Geld::N,airgead,arian
598,Geschäft::N,gnó,busnes
599,Laden::N,siopa,siop
600,Preis::N,praghas,pris
601,Ware::N,earra,nwydd
602,Nutzen::N,tairbhe,elw
603,Nutzen::N,tairbhe,budd
604,Reichtum::N,rachmas,cyfoeth
605,Reichtum::N,saibhreas,cyfoeth
606,Welt::N,domhan,byd
607,Land::N,tír,gwlad
608,Staat::N,stát,gwladwriaeth
609,König::N,rí,brenin
610,Macht::N,cumhacht,grym
611,Macht::N,cumhacht,awdurdod
612,Grenze::N,críoch,ffin
613,Grenze::N,críoch,goror
614,Grenze::N,teorainn,ffin
615,Grenze::N,teorainn,goror
616,Krieg::N,cogadh,rhyfel
617,Feind::N,namhaid,gelyn
618,Gewalt::N,foréigean,ffyrnigrwydd
619,Kampf::N,troid,brwydr
620,Bogen[Waffe]::N,bogha,bwa
621,Pfeil::N,saighead,saeth
622,Gewehr::N,gunna,dryll
623,Fehler::N,botún,gwall
624,Fehler::N,botún,camgymeriad
625,Fehler::N,meancóg,gwall
626,Fehler::N,meancóg,camgymeriad
627,Lüge::N,bréag,celwydd
628,Lüge::N,bréag,anwiredd
629,Lüge::N,éitheach,celwydd
630,Lüge::N,éitheach,anwiredd
631,Schaden::N,dochar,niwed
632,Schaden::N,dochar,difrod
633,Schaden::N,damáiste,niwed
634,Schaden::N,damáiste,difrod
635,Unglück::N,drochrath,anffawd
636,Schuld::N,locht,bai
637,Schuld::N,milleán,bai
638,Alter::N,aois,oed
639,Schluss::N,deireadh,diwedd
640,Zeit::N,am,amser
641,Zeit::N,aimsir,amser
642,Tag::N,lá,dydd
643,Tag::N,lá,diwrnod
644,Morgen::N,maidin,bore
645,Mittag::N,nóin,nawn
646,Abend::N,tráthnóna,noswaith
647,Nacht::N,oíche,nos
648,Woche::N,seachtain,wythnos
649,Monat::N,mí,mis
650,Jahr::N,bliain,blwyddyn
651,Frühling::N,earrach,gwanwyn
652,Sommer::N,samhradh,haf
653,Herbst::N,fómhar,hydref
654,Winter::N,geimhreadh,gaeaf
655,Januar::N,Eanáir,Ionawr
656,Februar::N,Feabhra,Chwefror
657,März::N,Márta,Mawrth
658,April::N,Aibreán,Ebrill
659,Mai::N,Bealtaine,Mai
660,Juni::N,Meitheamh,Mehefin
661,Juli::N,Iúil,Gorffennaf
662,August::N,Lúnasa,Awst
663,September::N,Meán Fómhair,Medi
664,Oktober::N,Deireadh Fómhair,Hydref
665,November::N,Samhain,Tachwedd
666,November::N,Mí na Samhna,Tachwedd
667,Dezember::N,Mí na Nollag,Rhagfyr
668,Montag::N,Luan,dydd Llun
669,Montag::N,Dé Luain,dydd Llun
670,Dienstag::N,Máirt,dydd Mawrth
671,Dienstag::N,Dé Máirt,dydd Mawrth
672,Mittwoch::N,Céadaoin,dydd Mercher
673,Mittwoch::N,Dé Céadaoin,dydd Mercher
674,Donnerstag::N,Déardaoin,dydd Iau
675,Freitag::N,Aoine,dydd Gwener
676,Freitag::N,Dé hAoine,dydd Gwener
677,Samstag::N,Satharn,dydd Sadwrn
678,Samstag::N,Dé Sathairn,dydd Sadwrn
679,Sonntag::N,Domhnach,dydd Sul
680,Sonntag::N,Dé Domhnaigh,dydd Sul
681,groß::A,mór,mawr
682,klein::A,beag,bach
683,lang::A,fada,hir
684,kurz::A,gearr,byr
685,kurz::A,gearr,cwta
686,kurz::A,gairid,byr
687,kurz::A,gairid,cwta
688,breit::A,leathan,llydan
689,breit::A,fairsing,llydan
690,schmal::A,cúng,cul
691,dicht::A,dlúth,dwys
692,dick[Gegenstand]::A,tiubh,trwchus
693,dünn::A,caol,tenau
694,dünn::A,tanaí,tenau
695,fein::A,scáinte,main
696,fein::A,fíneálta,main
697,fest::A,daingean,cadarn
698,flach::A,cothrom,gwastad
699,glatt::A,mín,llyfn
700,glatt::A,sleamhain,llyfn
701,hart::A,crua,caled
702,weich::A,bog,meddal
703,rund::A,cruinn,crwn
704,spitz::A,gobach,pigfain
705,spitz::A,biorach,pigfain
706,scharf::A,géar,miniog
707,scharf::A,faobhrach,miniog
708,stumpf::A,maol,pŵl
709,schwer::A,trom,trwm
710,schön::A,álainn,teg
711,schön::A,álainn,hardd
712,schön::A,álainn,prydferth
713,heiß::A,te,poeth
714,warm::A,te,twym
715,warm::A,te,cynnes
716,kalt::A,fuar,oer
717,kühl::A,fionnuar,oeraidd
718,frisch::A,úr,iach
719,frisch::A,friseáilte,iach
720,feucht::A,tais,llaith
721,nass::A,fliuch,gwlyb
722,trocken::A,tirim,sych
723,voll::A,lán,llawn
724,leer::A,folamh,gwag
725,offen::A,oscailte,agored
726,geschlossen::A,dúnta,caead
727,geschlossen::A,dúnta,caeëdig
728,geschlossen::A,druidte,caead
729,geschlossen::A,druidte,caeëdig
730,sauber::A,glan,glân
731,schmutzig::A,salach,budr
732,schmutzig::A,salach,brwnt
733,roh::A,amh,amrwd
734,reif::A,aibí,aeddfed
735,lecker::A,blasta,blasus
736,lecker::A,blasta,danteithiol
737,süß::A,milis,melys
738,bitter::A,searbh,chwerw
739,sauer::A,géar,sur
740,sauer::A,searbh,sur
741,hell::A,geal,disglair
742,hell::A,soilseach,disglair
743,dunkel::A,dorcha,tywyll
744,schwarz::A,dubh,du
745,weiß::A,bán,gwyn
746,rot::A,dearg,coch
747,gelb::A,buí,melyn
748,blau::A,gorm,glas
749,grün::A,glas,gwyrdd
750,grün::A,uaine,gwyrdd
751,grau::A,liath,llwyd
752,bunt::A,ildathach,lliwgar
753,bunt::A,dathannach,lliwgar
754,billig::A,saor,rhad
755,teuer::A,daor,drud
756,teuer::A,costasach,drud
757,wertvoll::A,luachmhar,gwerthfawr
758,blind::A,dall,dall
759,blind::A,caoch,dall
760,taub::A,bodhar,byddar
761,kräftig::A,cumhachtach,nerthol
762,kräftig::A,cumhachtach,grymus
763,stark::A,tréan,cryf
764,stark::A,tréan,cadarn
765,stark::A,láidir,cryf
766,stark::A,láidir,cadarn
767,schwach::A,lag,gwan
768,schwach::A,fann,gwan
769,fett::A,ramhar,tew
770,schlank::A,caol,main
771,schlank::A,seang,main
772,hübsch::A,álainn,tlws
773,hübsch::A,dathúil,tlws
774,böse::A,olc,drwg
775,dumm::A,dúr,twp
776,dumm::A,amaideach,twp
777,faul::A,falsa,diog
778,faul::A,leisciúil,diog
779,fleißig::A,dícheallach,dyfal
780,geizig::A,barainneach,crintach
781,geizig::A,barainneach,cybyddlyd
782,geizig::A,sprionlaithe,crintach
783,geizig::A,sprionlaithe,cybyddlyd
784,klug::A,cliste,deallus
785,geschickt::A,oilte,medrus
786,geschickt::A,oilte,deheuig
787,geschickt::A,ealaíonta,medrus
788,geschickt::A,ealaíonta,deheuig
789,lieb::A,dil,hoff
790,lieb::A,dil,annwyl
791,lieb::A,dílis,hoff
792,lieb::A,dílis,annwyl
793,lustig::A,aerach,llon
794,lustig::A,meidhreach,llon
795,sanft::A,bog,mwyn
796,sanft::A,séimh,mwyn
797,hungrig::A,ocrach,newynog
798,krank::A,tinn,sâl
799,krank::A,tinn,gwael
800,krank::A,breoite,sâl
801,krank::A,breoite,gwael
802,nackt::A,nocht,noeth
803,traurig::A,brónach,trist
