,Concept_ID,,ca
127,Rinde::N,,escorça
128,Ast::N,,branca
129,Zweig::N,,ram
130,Blatt::N,,fulla
131,Birke::N,,bedoll
132,Kiefer[Baum]::N,,pi
133,Weide[Baum]::N,,salze
134,Tanne::N,,avet
135,Horn::N,,corn
136,Horn::N,,banya
137,Feder::N,,ploma
138,Fell::N,,pell
139,Flügel::N,,ala
140,Klaue::N,,urpa
141,Kralle::N,,grapa
142,Schwanz::N,,cua
143,Ei::N,,ou
144,Nest::N,,niu
145,Bau::N,,cau
146,Tier::N,,animāl
147,Herde::N,,ramat
148,Kuh::N,,vaca
149,Bulle::N,,toro
150,Pferd::N,,cavāll
151,Schaf::N,,be
152,Schaf::N,,ovella
153,Schwein::N,,bacó
154,Hund::N,,ca
155,Hund::N,,gos
156,Katze::N,,gat
157,Bär::N,,ós
158,Eichhörnchen::N,,esquirol
159,Elch::N,,ant
160,Fuchs::N,,guilla
161,Hase::N,,llebre
162,Maus::N,,ratolí
163,Wolf::N,,llop
164,Vogel::N,,au
165,Vogel::N,,ocēll
166,Schwarm::N,,bandada
167,Huhn::N,,gallina
168,Hahn::N,,gall
169,Gans::N,,oca
170,Adler::N,,àguila
171,Ente::N,,ànec
172,Eule::N,,òliba
173,Eule::N,,mussol
174,Kranich::N,,grua
175,Krähe::N,,cornella
176,Kuckuck::N,,cucut
177,Schwan::N,,cigne
178,Fisch::N,,peix
179,Barsch::N,,perca
180,Hecht::N,,lluç
181,Schlange[Tier]::N,,serp
182,Wurm::N,,cuc
183,Spinne::N,,aranya
184,Ameise::N,,formiga
185,Laus::N,,poll
186,Mücke::N,,mosquit
187,Fliege::N,,mosca
188,Schmetterling::N,,papallona
189,Beere::N,,baia
190,Apfel::N,,poma
191,Pilz::N,,bolet
192,Zwiebel::N,,ceba
193,Saat::N,,sembra
194,Korn::N,,gra
195,Heu::N,,fenc
196,Schale::N,,closca
197,Grube::N,,sot
198,Grube::N,,clot
199,Falle::N,,trampa
200,Schlinge::N,,baga
201,Spur::N,,traça
202,Asche::N,,cendra
203,Dreck::N,,llot
204,Eisen::N,,ferro
205,Gold::N,,or
206,Silber::N,,plata
207,Kohle::N,,carbó
208,Glas::N,,vidre
209,Lehm::N,,fang
210,Lehm::N,,argila
211,Sand::N,,arena
212,Mensch::N,,humà
213,Mensch::N,,persona
214,Mann::N,,home
215,Frau::N,,dona
216,Kind::N,,nen
217,Junge::N,,noi
218,Mädchen::N,,noia
219,Familie::N,,família
220,Großvater::N,,avi
221,Großmutter::N,,àvia
222,Eltern::N,,pares
223,Vater::N,,pare
224,Mutter::N,,mare
225,Sohn::N,,fill
226,Tochter::N,,filla
227,Bruder::N,,germà
228,Schwester::N,,germana
229,Onkel::N,,oncle
230,Tante::N,,tia
231,Ehemann::N,,espòs
232,Ehefrau::N,,muller
233,Freude::N,,goig
234,Freude::N,,alegria
235,Gelächter::N,,riallada
236,Glück::N,,felicitat
237,Kummer::N,,pena
238,Wunsch::N,,desig
239,Lust::N,,ganes
240,Geist::N,,ment
241,Geist::N,,esperit
242,Gedanke::N,,pensament
243,Gedächtnis::N,,memòria
244,Verstand::N,,raó
245,Verstand::N,,seny
246,Sinn::N,,solta
247,Sinn::N,,sentit
248,Grund::N,,raó
249,Grund::N,,causa
250,Wahrheit::N,,veritāt
251,Gespräch::N,,conversa
252,Märchen::N,,conte
253,Erzählung::N,,narració
254,Nachricht::N,,missatge
255,Neuigkeit::N,,novetat
256,Name::N,,nom
257,Rätsel::N,,endevinalla
258,Rede::N,,discurs
259,Sprache::N,,llēngua
260,Stimme::N,,veu
261,Wort::N,,mot
262,Wort::N,,paraula
263,Zeichen::N,,signe
264,Zeichen::N,,senyal
265,Ruf::N,,crida
266,Lärm::N,,sorōll
267,Laut::N,,so
268,Ton::N,,to
269,Lied::N,,cançó
270,Ruhe::N,,calma
271,Ruhe::N,,silenci
272,Leute::N,,gent
273,Volk::N,,poble
274,Arbeit::N,,labor
275,Arbeit::N,,treball
276,Gast::N,,hoste
277,Geschenk::N,,regal
278,Geschenk::N,,obsequi
279,Spiel::N,,joc
280,Gesellschaft::N,,companyia
281,Hilfe::N,,ajut
282,Freund::N,,amīc
283,Kamerad::N,,company
284,Kamerad::N,,camarada
285,Angelegenheit::N,,afer
286,Angelegenheit::N,,assumpte
287,Anzahl::N,,nombre
288,Anzahl::N,,quantitat
289,Art::N,,tipus
290,Art::N,,classe
291,Stück::N,,peça
292,Teil::N,,part
293,Hälfte::N,,meitat
294,Kreis::N,,cercle
295,Kreuz::N,,creu
296,Linie::N,,línia
297,Strich::N,,traç
298,Strich::N,,ratlla
299,Abstand::N,,distància
300,Entfernung::N,,distància
301,Gegend::N,,regió
302,Gegend::N,,contrada
303,Platz::N,,cabuda
304,Ort::N,,lloc
305,Seite::N,,banda
306,Seite::N,,costāt
307,Mitte::N,,mig
308,Mitte::N,,centre
309,Gegenstand::N,,objecte
310,Sache::N,,cosa
311,Rand::N,,vora
312,Rand::N,,marge
313,Kante::N,,caire
314,Kante::N,,cantell
315,Ecke::N,,cantonada
316,Spitze::N,,punta
317,Ende::N,,cap
318,Loch::N,,forāt
319,Winkel::N,,racó
320,Muster::N,,dibuix
321,Muster::N,,disseny
322,Größe::N,,grandària
323,Länge::N,,longitud
324,Höhe::N,,altura
325,Höhe::N,,altitud
326,Gewicht::N,,pes
327,Menge::N,,quantitat
328,Haufen::N,,pila
329,Reihe::N,,fila
330,Boot::N,,bot
331,Boot::N,,barca
332,Ruder::N,,rem
333,Schlitten::N,,trineu
334,Ski::N,,esquí
335,Lagerfeuer::N,,foc de campament
336,Last::N,,càrrega
337,Gang::N,,marxa
338,Schritt::N,,pas
339,Norden::N,,nord
340,Süden::N,,sud
341,Westen::N,,oest
342,Westen::N,,occident
343,Osten::N,,est
344,Osten::N,,orient
345,Holz::N,,fusta
346,Brett::N,,taula
347,Platte::N,,placa
348,Stütze::N,,suport
349,Stange::N,,vara
350,Stock::N,,pal
351,Stab::N,,bastó
352,Rohr::N,,tub
353,Haus::N,,casa
354,Heim::N,,llar
355,Ofen::N,,estufa
356,Fußboden::N,,terra
357,Tisch::N,,taula
358,Stuhl::N,,cadira
359,Wiege::N,,bressol
360,Bett::N,,llit
361,Regal::N,,prestatgeria
362,Kiste::N,,caixa
363,Fenster::N,,finestra
364,Tür::N,,porta
365,Tor::N,,portal
366,Zaun::N,,tanca
367,Dach::N,,teulada
368,Leiter::N,,escala
369,Leiter::N,,escala de mà
370,Besen::N,,escombra
371,Spaten::N,,pala
372,Schaufel::N,,pala
373,Gabel::N,,forquilla
374,Löffel::N,,cullera
375,Messer::N,,coltell
376,Nagel::N,,clau
377,Netz::N,,filat
378,Haken::N,,ganxo
379,Griff::N,,puny
380,Griff::N,,mànec
381,Schloss::N,,pany
382,Bild::N,,imatge
383,Figur::N,,figura
384,Puppe::N,,nina
385,Beutel::N,,bossa
386,Bündel::N,,feix
387,Bündel::N,,paquet
388,Tasche::N,,bossa
389,Eimer::N,,galleda
390,Deckel::N,,tapa
391,Deckel::N,,tapadora
392,Geschirr::N,,vaixella
393,Sack::N,,sac
394,Sack::N,,saca
395,Tasse::N,,tassa
396,Topf::N,,pot
397,Topf::N,,olla
398,Kessel::N,,caldera
399,Essen::N,,àpat
400,Essen::N,,menjada
401,Nahrung::N,,aliment
402,Speise::N,,plat
403,Fleisch::N,,carn
404,Getreide::N,,cereals
405,Brei::N,,puré
406,Brot::N,,pa
407,Scheibe::N,,tall
408,Scheibe::N,,llesca
409,Fett::N,,greix
410,Butter::N,,mantega
411,Öl::N,,oli
412,Salz::N,,sal
413,Suppe::N,,sopa
414,Honig::N,,mel
415,Milch::N,,llet
416,Tee::N,,te
417,Leder::N,,cuir
418,Wolle::N,,llana
419,Stoff::N,,tela
420,Nadel::N,,agulla
421,Faden::N,,fil
422,Knopf::N,,botó
423,Knoten::N,,nus
424,Farbe::N,,pintura
425,Kleidung::N,,roba
426,Kleidung::N,,vestits
427,Hemd::N,,camisa
428,Kragen::N,,coll
429,Ärmel::N,,màniga
430,Hose::N,,pantalōns
431,Gürtel::N,,cinturó
432,Mütze::N,,gorra
433,Schuh::N,,sabata
434,Stiefel::N,,bota
435,Ring::N,,anell
436,Band::N,,veta
437,Band::N,,cinta
438,Kamm::N,,pinta
439,Spiegel::N,,mirāll
440,Riemen::N,,corretja
441,Schnur::N,,corda
442,Leine::N,,corretja
443,Decke::N,,manta
444,Decke::N,,flassada
445,Kissen::N,,coixí
446,Tuch::N,,mocador
447,Handtuch::N,,tovallola
448,Kraft::N,,força
449,Stärke::N,,vigor
450,Gesundheit::N,,salut
451,Krankheit::N,,malaltia
452,Schmerz::N,,dolor
453,Wunde::N,,ferida
454,Fieber::N,,febre
455,Arznei::N,,medicament
456,Brücke::N,,pont
457,Brunnen::N,,pou
458,Weide::N,,pastura
459,Pfad::N,,senda
460,Pfad::N,,sender
461,Weg::N,,camí
462,Straße::N,,carretera
463,Dorf::N,,poble
464,Stadt::N,,ciutāt
465,Brief::N,,carta
466,Buch::N,,llibre
467,Buchstabe::N,,lletra
468,Zeitung::N,,diāri
469,Leben::N,,vida
470,Tod::N,,mort
471,Grab::N,,tomba
472,Kirche::N,,església
473,Sünde::N,,pecat
474,Gott::N,,déu
475,Arbeiter::N,,obrer
476,Chef::N,,cap
477,Meister::N,,mestre
478,Arzt::N,,metge
479,Lehrer::N,,mestre
480,Geld::N,,dinērs
481,Geschäft::N,,negoci
482,Laden::N,,tenda
483,Laden::N,,botiga
484,Preis::N,,preu
485,Ware::N,,mercaderia
486,Nutzen::N,,profit
487,Reichtum::N,,riquesa
488,Welt::N,,món
489,Land::N,,país
490,Staat::N,,estat
491,König::N,,rei
492,Macht::N,,poder
493,Macht::N,,potència
494,Grenze::N,,frontera
495,Krieg::N,,guerra
496,Feind::N,,enemic
497,Gewalt::N,,violència
498,Kampf::N,,lluita
499,Bogen[Waffe]::N,,arc
500,Pfeil::N,,fletxa
501,Gewehr::N,,fusell
502,Gewehr::N,,escopeta
503,Fehler::N,,falta
504,Lüge::N,,mentida
505,Schaden::N,,dany
506,Unglück::N,,desgràcia
507,Schuld::N,,culpa
508,Alter::N,,edat
509,Schluss::N,,fi
510,Schluss::N,,final
511,Zeit::N,,temps
512,Tag::N,,dia
513,Morgen::N,,matí
514,Mittag::N,,migdia
515,Abend::N,,vespre
516,Nacht::N,,nit
517,Woche::N,,setmana
518,Monat::N,,mes
519,Jahr::N,,any
520,Frühling::N,,primavera
521,Sommer::N,,estīu
522,Herbst::N,,tardor
523,Winter::N,,hivērn
524,Januar::N,,gener
525,Februar::N,,febrer
526,März::N,,març
527,April::N,,abril
528,Mai::N,,maig
529,Juni::N,,juny
530,Juli::N,,juliol
531,August::N,,agost
532,September::N,,setembre
533,Oktober::N,,octubre
534,November::N,,novembre
535,Dezember::N,,desembre
536,Montag::N,,dilluns
537,Dienstag::N,,dimarts
538,Mittwoch::N,,dimecres
539,Donnerstag::N,,dijous
540,Freitag::N,,divendres
541,Samstag::N,,dissabte
542,Sonntag::N,,diumenge
543,groß::A,,gros
544,klein::A,,petīt
545,lang::A,,llarg
546,kurz::A,,curt
547,breit::A,,ample
548,schmal::A,,estret
549,dicht::A,,dens
550,dick[Gegenstand]::A,,gruixūt
551,dünn::A,,prim
552,fein::A,,fi
553,fest::A,,ferm
554,fest::A,,sòlid
555,flach::A,,pla
556,glatt::A,,llis
557,hart::A,,dur
558,weich::A,,tou
559,rund::A,,rodó
560,spitz::A,,punxegut
561,scharf::A,,agut
562,stumpf::A,,rom
563,stumpf::A,,esmussat
564,schwer::A,,pesāt
565,schön::A,,bonīc
566,heiß::A,,calēnt
567,warm::A,,càlid
568,kalt::A,,fred
569,kühl::A,,fresc
570,frisch::A,,fresc
571,feucht::A,,humit
572,nass::A,,mullat
573,trocken::A,,sec
574,voll::A,,ple
575,leer::A,,buit
576,offen::A,,obert
577,geschlossen::A,,tancat
578,sauber::A,,net
579,schmutzig::A,,brut
580,roh::A,,cru
581,reif::A,,madur
582,lecker::A,,deliciós
583,süß::A,,dolç
584,bitter::A,,amarg
585,sauer::A,,agre
586,hell::A,,clar
587,dunkel::A,,fosc
588,schwarz::A,,negre
589,weiß::A,,blanc
590,rot::A,,vermēll
591,gelb::A,,groc
592,blau::A,,blau
593,grün::A,,verd
594,grau::A,,gris
595,bunt::A,,multicolor
596,billig::A,,barat
597,teuer::A,,car
598,wertvoll::A,,preciós
599,blind::A,,cec
600,taub::A,,sord
601,kräftig::A,,fort
602,kräftig::A,,vigorós
603,stark::A,,fort
604,schwach::A,,feble
605,fett::A,,gras
606,schlank::A,,esvelt
607,hübsch::A,,maco
608,böse::A,,dolent
609,dumm::A,,ximple
610,dumm::A,,estúpid
611,faul::A,,gandūl
612,faul::A,,mandrós
613,fleißig::A,,diligēnt
614,geizig::A,,avar
615,klug::A,,intel·ligent
616,geschickt::A,,hàbil
617,lieb::A,,amat
618,lieb::A,,estimat
619,lustig::A,,alegre
620,sanft::A,,suau
621,hungrig::A,,afamat
622,krank::A,,malālt
623,nackt::A,,nu
624,traurig::A,,trist
625,lebendig::A,,viu
626,gut::A,,bo
627,schlecht::A,,dolēnt
628,richtig::A,,just
629,richtig::A,,correcte
630,schlimm::A,,greu
631,wahr::A,,vertader
632,wahr::A,,veritable
633,alt::A,,vell
634,neu::A,,nou
635,ehemalig::A,,antic
636,alt[Lebewesen]::A,,vell
637,jung::A,,jove
638,arm::A,,pobre
639,reich::A,,ric
640,bekannt::A,,conegut
641,berühmt::A,,famós
642,fremd::A,,estrany
643,verschieden::A,,diferent
644,nah::A,,pròxim
645,fern::A,,llunyà
646,fern::A,,distant
647,linker::A,,esquerre
648,rechter::A,,dret
649,anderer::A,,altre
650,erster::A,,primer
651,zweiter::A,,segon
652,dritter::A,,tercer
653,letzter::A,,últim
654,allein::ADV,,sol
655,auf einmal::ADV,,d'una vegada
656,zusammen::ADV,,junt
657,lange::ADV,,molt de temps
658,plötzlich::ADV,,de cop
659,plötzlich::ADV,,de sobte
660,sofort::ADV,,de seguida
661,später::ADV,,més tard
662,jetzt::ADV,,ara
663,heute::ADV,,avūi
664,morgen::ADV,,demà
665,bald::ADV,,aviāt
666,dann::ADV,,després
667,gestern::ADV,,ahir
668,einst::ADV,,anteriorment
669,damals::ADV,,llavōrs
670,damals::ADV,,aleshores
671,danach::ADV,,després
672,vorher::ADV,,abāns
673,zuerst::ADV,,primer
674,einmal::ADV,,una vegada
675,manchmal::ADV,,de vegades
676,oft::ADV,,sovint
677,immer::ADV,,sempre
678,niemals::ADV,,no ... mai
679,hier::ADV,,aquí
680,hierhin::ADV,,per aquí
681,von hier::ADV,,des d'aquí
682,dort::ADV,,allí
683,dorthin::ADV,,hi
684,geradeaus::ADV,,tot dret
685,vorwärts::ADV,,endavānt
686,rückwärts::ADV,,endarrera
687,zurück::ADV,,darrere
688,unten::ADV,,a baix
689,hinab::ADV,,cap avall
690,oben::ADV,,dalt
691,hinauf::ADV,,cap amunt
692,überall::ADV,,pertot
693,überall::ADV,,per tot arreu
694,nicht::ADV,,no
695,ein wenig::ADV,,una mica
696,kaum::ADV,,a penes
697,sehr::ADV,,molt
698,so::ADV,,així
699,noch::ADV,,encara
700,nur::ADV,,només
701,schon::ADV,,ja
702,wieder::ADV,,de nou
703,vergebens::ADV,,en va
704,vor::PRP,,davānt
705,vor::PRP,,enfront de
706,hinter::PRP,,darrera
707,unter::PRP,,sota
708,durch::PRP,,per
709,neben::PRP,,al costāt de
710,zwischen::PRP,,entre
711,wegen::PRP,,a causa de
712,dies::PRN,,aquest
713,das::PRN,,això
714,alles::PRN,,tot
715,ich::PRN,,jo
716,du::PRN,,tu
717,er::PRN,,ell
718,wir::PRN,,nosaltres
719,ihr::PRN,,vosaltres
720,sie::PRN,,ells
721,sie::PRN,,elles
722,was::FPRN,,què
723,wer::FPRN,,qui
724,wo::FADV,,on
725,wohin::FADV,,cap a on
726,wie::FADV,,com
727,warum::FADV,,per què
728,wieviel::FNUM,,quant
729,eins::NUM,,u
730,zwei::NUM,,dos
731,drei::NUM,,tres
732,vier::NUM,,quatre
733,fünf::NUM,,cinc
734,sechs::NUM,,sis
735,sieben::NUM,,set
736,acht::NUM,,vuit
737,neun::NUM,,nou
738,zehn::NUM,,deu
739,elf::NUM,,onze
740,zwölf::NUM,,dotze
741,zwanzig::NUM,,vint
742,dreißig::NUM,,trenta
743,vierzig::NUM,,quaranta
744,fünfzig::NUM,,cinquanta
745,sechzig::NUM,,seixanta
746,siebzig::NUM,,setanta
747,achtzig::NUM,,vuitanta
748,neunzig::NUM,,noranta
749,hundert::NUM,,cent
750,tausend::NUM,,mil
751,und::CNJ,,i
752,oder::CNJ,,o
753,stehen::V,,estar de peu
754,sitzen::V,,seure
755,liegen::V,,jeure
756,hängen::V,,penjar
757,werden::V,,fer-se
758,werden::V,,posar-se
759,passieren::V,,succeir
760,beginnen::V,,iniciar-se
761,enden::V,,acabar-se
762,enden::V,,terminar-se
763,wechseln::V,,canviar
764,aufgehen[Sonne]::V,,sortir
765,untergehen[Sonne]::V,,posar-se
766,scheinen[Sonne]::V,,brillar
767,donnern::V,,tronar
768,wehen::V,,bufar
769,strömen::V,,afluir
770,fließen::V,,fluir
771,sich drehen::V,,girar
772,schwanken::V,,vacil·lar
773,schwingen::V,,oscil·lar
774,fallen::V,,caure
775,fallen::V,,tombar
776,brennen::V,,cremar
777,rauchen::V,,fumejar
778,regnen::V,,ploure
779,gefrieren::V,,gelar-se
780,tauen::V,,fondre's
781,schmelzen::V,,fondre's
782,trocknen::V,,assecar-se
783,sieden::V,,bullir
784,faulen::V,,podrir-se
785,verfaulen::V,,podrir-se
786,reißen::V,,trencar-se
787,versinken::V,,enfonsar-se
788,vergehen::V,,passar
789,erscheinen::V,,aparèixer
790,verschwinden::V,,desaparèixer
791,sinken::V,,baixar
792,sinken::V,,descendir
793,abnehmen::V,,decréixer
794,zunehmen::V,,augmentar
795,steigen::V,,pujar
796,wachsen::V,,créixer
797,glänzen::V,,brillar
798,glänzen::V,,resplendir
799,funkeln::V,,espurnejar
800,lärmen::V,,fer soroll
801,läuten::V,,sonar
802,klingeln::V,,trucar
803,klirren::V,,dringar
804,brausen::V,,rugir
805,rauschen::V,,murmurar
806,klingen::V,,sonar
807,bellen::V,,lladrar
808,heulen::V,,udolar
809,blasen::V,,bufar
810,pfeifen::V,,xiular
811,schreien::V,,cridar
812,stöhnen::V,,gemegar
813,zittern::V,,tremolar
814,leben::V,,vīure
815,geboren werden::V,,néixer
816,atmen::V,,respirar
817,trinken::V,,beure
818,essen::V,,menjar
819,schlucken::V,,empassar-se
820,müde werden::V,,cansar-se
821,einschlafen::V,,adormir-se
822,schlafen::V,,dormir
823,aufwachen::V,,despertar-se
824,aufstehen::V,,llevar-se
825,sich erholen::V,,descansar
826,krank werden::V,,posar-se malalt
827,krank sein::V,,estar malalt
828,schmerzen::V,,doldre
829,husten::V,,tossir
830,genesen::V,,recuperar-se
831,sterben::V,,morir
832,umkommen::V,,perir
833,sich bewegen::V,,moure's
834,sich rühren::V,,moure's
835,sich erheben::V,,aixecar-se
836,sich setzen::V,,asseure's
837,hinfallen::V,,caure's
838,laufen::V,,caminar
839,schreiten::V,,procedir
840,spazierengehen::V,,passejar
841,eilen::V,,anar corrent
842,sich beeilen::V,,afanyar-se
843,sausen::V,,córrer
844,rennen::V,,córrer
845,springen::V,,saltar
846,klettern::V,,escalar
847,schaukeln::V,,gronxar-se
848,schaukeln::V,,balancejar-se
849,kriechen::V,,reptar
850,kriechen::V,,arrossegar-se
851,schwimmen::V,,nadar
852,tauchen::V,,bussejar
853,tauchen::V,,submergir-se
854,rudern::V,,remar
855,fahren::V,,anar
856,fliegen::V,,volar
857,gehen::V,,caminar
858,weggehen::V,,anar-se'n
859,abfahren::V,,partir
860,anhalten::V,,aturar-se
861,hineingehen::V,,entrar
862,eintreten::V,,entrar
863,kommen::V,,venir
864,ankommen::V,,arribar
865,zurückkommen::V,,tornar
866,bleiben::V,,quedar-se
867,warten::V,,esperar
868,erwarten::V,,esperar
869,suchen::V,,buscar
870,finden::V,,trobar
871,versuchen::V,,intentar
872,vorbereiten::V,,preparar
873,lieben::V,,estimar
874,mögen::V,,agradar a
875,lachen::V,,riure
876,rühren::V,,commoure
877,rühren::V,,emocionar
878,weinen::V,,plorar
879,schimpfen::V,,renyar
880,sich ärgern::V,,enfadar-se
881,sich fürchten::V,,tenir por
882,fürchten::V,,témer
883,fliehen::V,,fugir
884,flüchten::V,,refugiar-se
885,sehen::V,,veure
886,anschauen::V,,mirar
887,ansehen::V,,mirar
888,hören::V,,oir
889,zuhören::V,,escoltar
890,probieren::V,,provar
891,riechen::V,,olorar
892,fühlen::V,,sentīr
893,scheinen::V,,semblar
894,zu sehen sein::V,,poder-se veure
895,vernehmen::V,,percebre
896,frieren::V,,tenir fred
897,tun::V,,fer
898,können::V,,poder
899,wollen::V,,voler
900,anfangen::V,,iniciar
901,beenden::V,,acabar
902,aufhören::V,,deixar
903,gelingen::V,,sortir bé
904,geraten::V,,sortir
905,öffnen::V,,obrir
906,schließen::V,,tancar
907,stellen::V,,posar
908,stellen::V,,col·locar
909,setzen::V,,assentar
910,legen::V,,posar
911,berühren::V,,tocar
912,verbinden::V,,unir
913,verbinden::V,,connectar
914,bedecken::V,,tapar
915,bedecken::V,,cobrir
916,aufhängen::V,,penjar
917,anzünden::V,,encendre
918,aufheben::V,,aixecar
919,zurücklassen::V,,deixar
920,verlieren::V,,pērdre
921,fallen lassen::V,,deixar caure
922,machen::V,,fer
923,herstellen::V,,producir
924,bauen::V,,construir
925,reparieren::V,,reparar
926,verbessern::V,,millorar
927,ändern::V,,canviar
928,graben::V,,cavar
929,beugen::V,,doblegar
930,biegen::V,,corbar
931,biegen::V,,arquejar
932,drehen::V,,girar
933,wenden::V,,girar
934,umdrehen::V,,voltar
935,heben::V,,pujar
936,heben::V,,aixecar
937,hochheben::V,,aixecar
938,ergreifen::V,,agafar
939,halten::V,,mantenir
940,drücken::V,,prémer
941,drücken::V,,estrènyer
942,schieben::V,,empènyer
943,kratzen::V,,raspar
944,lecken::V,,llepar
945,beißen::V,,mossegar
946,abreißen::V,,arrencar
947,abschneiden::V,,tallar
948,binden::V,,lligar
949,stecken::V,,ficar
950,brechen::V,,trencar
951,klopfen::V,,trucar
952,hauen::V,,picar
953,hauen::V,,colpejar
954,kleben::V,,enganxar
955,reiben::V,,fregar
956,streichen::V,,untar
957,schleifen::V,,afilar
958,schleifen::V,,esmolar
959,schneiden::V,,tallar
960,rütteln::V,,sacsejar
961,schütteln::V,,agitar
962,schütteln::V,,sacsejar
963,schwenken::V,,agitar
964,schütten::V,,abocar
965,füllen::V,,omplir
966,einwickeln::V,,embolicar
967,tragen::V,,dur
968,tragen::V,,portar
969,schleppen::V,,arrossegar
970,ziehen::V,,tirar
971,ziehen::V,,estirar
972,aufbewahren::V,,conservar
973,werfen::V,,llançar
974,fangen::V,,agafar
975,fangen::V,,atrapar
976,packen::V,,engrapar
977,verstecken::V,,amagar
978,teilen::V,,dividir
979,schicken::V,,enviar
980,bringen::V,,portar
981,hinzufügen::V,,afegir
982,bekommen::V,,obtenir
983,erhalten::V,,rebre
984,nehmen::V,,prendre
985,wählen::V,,triar
986,wählen::V,,elegir
987,auswählen::V,,escollir
988,auswählen::V,,seleccionar
989,bewahren::V,,conservar
990,behindern::V,,impedir
991,behindern::V,,obstaculitzar
992,verderben::V,,espatllar
993,beschädigen::V,,danyar
994,beschädigen::V,,destrossar
995,zerbrechen::V,,trencar
996,zerreißen::V,,estripar
997,zerstören::V,,destruir
998,verbrennen::V,,cremar
999,geben::V,,donar
1000,reichen::V,,passar
1001,schenken::V,,regalar
1002,versprechen::V,,prometre
1003,wünschen::V,,desitjar
1004,loben::V,,elogiar
1005,küssen::V,,fer un petó a
1006,wiegen::V,,bressolar
1007,zudecken::V,,tapar
1008,zudecken::V,,cobrir
1009,wecken::V,,despertar
1010,zeigen::V,,mostrar
1011,zeigen::V,,ensenyar
1012,führen::V,,guiar
1013,führen::V,,conduir
1014,lehren::V,,ensenyar
1015,unterrichten::V,,ensenyar
1016,aufziehen::V,,criar
1017,leiten::V,,dirigir
1018,antreiben::V,,impel·lir
1019,lassen::V,,fer
1020,einladen::V,,invitar
