,Concept_ID,sv,kn
582,bitter::A,besk,ಕಹಿ
583,bitter::A,bitter,ಕಹಿ
584,sauer::A,sur,ಹುಳಿಯಾದ
585,hell::A,ljus,ಹೊಳೆಯುವ
586,dunkel::A,mörk,ಮಬ್ಬಾದ
587,schwarz::A,svart,ಕಪ್ಪು
588,weiß::A,vit,ಬಿಳಿಯ
589,rot::A,röd,ಕೆಂಪು
590,gelb::A,gul,ಹಳದಯ
591,blau::A,blå,ನೀಲ
592,grün::A,grön,ಕಾಯಾದ
593,grau::A,grå,ಬೂದುಬಣ್ಣದ
594,bunt::A,brokig,ವರ್ಣರಂಜಿತ
595,billig::A,billig,ಅಗ್ಗ
596,teuer::A,dyr,ದುಬಾರಿಯಾದ
597,wertvoll::A,värdefull,ಅಮೂಲ್ಯ
598,blind::A,blind,ಅಂಧ
599,taub::A,döv,ಕಿವುಡಾದ
600,kräftig::A,kraftig,ಪ್ರಬಲ
601,stark::A,stark,ಶಕ್ತಿವಂತ
602,schwach::A,svag,ದುರ್ಬಲ
603,fett::A,fet,ಕೊಬ್ಬಿದ
604,schlank::A,slank,ತೆಳ್ಳಗಿನ
605,hübsch::A,snygg,ಅಂದವಾದ
606,hübsch::A,vacker,ಅಂದವಾದ
607,böse::A,ond,ಕೆಟ್ಟ
608,böse::A,elak,ಕೆಟ್ಟ
609,dumm::A,dum,ಮಂದ
610,faul::A,lat,ಆಲಸ
611,fleißig::A,flitig,ಕಡಗುವ
612,geizig::A,snål,ಜುಗ್ಗ
613,geizig::A,girig,ಜುಗ್ಗ
614,klug::A,klok,ಚತುರ
615,geschickt::A,händig,ದಕ್ಷ
616,geschickt::A,skicklig,ದಕ್ಷ
617,lieb::A,kär,ಪ್ರಿಯ
618,lieb::A,snäll,ಪ್ರಿಯ
619,lustig::A,rolig,ಖುಷಿಯಾದ
620,lustig::A,lustig,ಖುಷಿಯಾದ
621,sanft::A,mild,ಸೌಮ್ಯ
622,hungrig::A,hungrig,ಹಸಿದ
623,krank::A,sjuk,ಅಸ್ವಸ್ಥ
624,nackt::A,naken,ನಗ್ನ
625,traurig::A,ledsen,ದುಃಖಿತ
626,traurig::A,sorgsen,ದುಃಖಿತ
627,lebendig::A,levande,ಜೀವಂತ
628,gut::A,bra,ಒಳ್ಳೆಯ
629,schlecht::A,dålig,ದುಷ್ಟ
630,richtig::A,riktig,ಸರಿ
631,schlimm::A,illa,ಅಸಹ್ಯ
632,wahr::A,sann,ನಿಜ
633,alt::A,gammal,ಮುದಿ
634,neu::A,ny,ಹೊಸ
635,ehemalig::A,forn,ಮಾಜೀ
636,ehemalig::A,tidigare,ಮಾಜೀ
637,alt[Lebewesen]::A,gammal,ವೃದ್ಧ
638,jung::A,ung,ಎಳ
639,arm::A,fattig,ಬಡ
640,reich::A,rik,ಶ್ರೀಮಂತ
641,bekannt::A,känd,ಅಪ್ತ
642,berühmt::A,berömd,ಪ್ರಸಿದ್ಧ
643,fremd::A,främmande,ಪರಕೀಯ
644,verschieden::A,åtskillig,ಬೇರೆ
645,nah::A,nära,ಹತ್ತಿರವಾದ
646,fern::A,fjärran,ದೂರದ
647,linker::A,vänster,ಎಡ
648,rechter::A,höger,ಬಲ
649,anderer::A,annan,ಇತರ
650,erster::A,första,ಪ್ರಥಮ
651,zweiter::A,andra,ದ್ವಿತೀಯ
652,dritter::A,tredje,ಮೂರನೆಯಜಗತ್ತು
653,letzter::A,sist,ಅಂತ್ಯ
654,allein::ADV,allena,ಒಬ್ಬನೇ
655,auf einmal::ADV,på en gång,ಒಡನೆ
656,zusammen::ADV,tillsammans,ಒಟ್ಟಿಗೆ
657,lange::ADV,länge,ದೀರ್ಘ
658,plötzlich::ADV,plötsligt,ಅನಾಮತ್ತು
659,sofort::ADV,strax,ಜಾಗ್ರತೆ
660,sofort::ADV,genast,ಜಾಗ್ರತೆ
661,später::ADV,senare,ತರುವಾಯ
662,jetzt::ADV,nu,ಈಗ
663,heute::ADV,i dag,ಇಂದು
664,morgen::ADV,i morgon,ನಾಳೆ
665,bald::ADV,snart,ಬೇಗ
666,dann::ADV,då,ಆಗ
667,gestern::ADV,i går,ನಿನ್ನೆ
668,einst::ADV,en gång,ಪೂರ್ವದಲ್ಲಿ
669,damals::ADV,då,ಆಗ
670,damals::ADV,den gången,ಆಗ
671,danach::ADV,därefter,ಆಮೇಲೆ
672,vorher::ADV,före,ಮುಂಚೆ
673,vorher::ADV,förut,ಮುಂಚೆ
674,zuerst::ADV,först,ಮೊದಲಿಗೆ
675,einmal::ADV,en gång,ಒಮ್ಮೆ
676,manchmal::ADV,ibland,ಆಗಾಗ
677,oft::ADV,ofta,ಅನೇಕಸಲ
678,immer::ADV,alltid,ಯಾವಾಗಲೂ
679,niemals::ADV,aldrig,ಯಾವಾಗಲೂ ಇಲ್ಲ
680,hier::ADV,här,ಇಲ್ಲಿ
681,hierhin::ADV,hit,ಇತ್ತ
682,von hier::ADV,härifrån,ಇಲ್ಲಿಂದ
683,dort::ADV,där,ಅಲ್ಲಿ
684,dorthin::ADV,dit,ಅಲ್ಲಿಗೆ
685,geradeaus::ADV,rätt fram,ಸೀದಾ
686,vorwärts::ADV,fram,ಮುನ್ನೆಡೆವ
687,vorwärts::ADV,framåt,ಮುನ್ನೆಡೆವ
688,rückwärts::ADV,baklänges,ಹಿಂದುಗಡೆಗೆ
689,zurück::ADV,tillbaka,ಹಿಂದಕ್ಕೆ
690,unten::ADV,nere,ಕೆಳಗೆ
691,unten::ADV,nedanför,ಕೆಳಗೆ
692,hinab::ADV,ned,ಕೆಳಕ್ಕೆ
693,hinab::ADV,nedåt,ಕೆಳಕ್ಕೆ
694,oben::ADV,ovan,ಮೇಲೆ
695,oben::ADV,ovanpå,ಮೇಲೆ
696,hinauf::ADV,upp,ಮೇಲಕ್ಕೆ
697,hinauf::ADV,uppåt,ಮೇಲಕ್ಕೆ
698,überall::ADV,överallt,ಎಲ್ಲಸ್ಥಳಗಳು
699,nicht::ADV,ej,ಇಲ್ಲ
700,nicht::ADV,ej,ಅಲ್ಲ
701,nicht::ADV,inte,ಇಲ್ಲ
702,nicht::ADV,inte,ಅಲ್ಲ
703,ein wenig::ADV,litet,ತುಸು
704,kaum::ADV,knappt,ಕಠಿನವಾಗಿ
705,kaum::ADV,knappast,ಕಠಿನವಾಗಿ
706,sehr::ADV,mycket,ಬಹು
707,so::ADV,så,ಅಷ್ಟು
708,noch::ADV,än,ಇನ್ನು
709,noch::ADV,ännu,ಇನ್ನು
710,nur::ADV,bara,ಕೇವಲ
711,nur::ADV,endast,ಕೇವಲ
712,schon::ADV,redan,ಆಗಲೇ
713,wieder::ADV,åter,ಪುನಃ
714,vergebens::ADV,förgäves,ನಿಷ್ಫಲವಾಗಿ
715,vor::PRP,utanför,ಮುಂದೆ
716,hinter::PRP,bakom,ಹಿಂದ
717,unter::PRP,under,ಕೆಳ
718,durch::PRP,genom,ನೇರವಾಗಿ
719,durch::PRP,igenom,ನೇರವಾಗಿ
720,neben::PRP,bredvid,ಅಧರ ಬಲಿಕ
721,neben::PRP,vid sidan av,ಅಧರ ಬಲಿಕ
722,zwischen::PRP,mellan,ನಡುವೆ
723,wegen::PRP,på grund av,ಅಧಕ್ಕಗಿ
724,dies::PRN,detta,ಈ
725,das::PRN,det,ಅದು
726,alles::PRN,allt,ಎಲ್ಲ
727,ich::PRN,jag,ನಾನು
728,du::PRN,du,ನೀನು
729,er::PRN,han,ಅವನು
730,er::PRN,han,ಇವನು
731,wir::PRN,vi,ನಾವು
732,ihr::PRN,ni,ನೀವು
733,sie::PRN,de,ಅವರು
734,was::FPRN,vad,ಏನು
735,wer::FPRN,vem,ಯಾರಿಗೆ
736,wo::FADV,var,ಎಲ್ಲಿ
737,wohin::FADV,vart,ಎಲ್ಲಿಗೆ
738,wie::FADV,hur,ಹೇಗೆ
739,warum::FADV,varför,ಏಕೆ
740,wieviel::FNUM,hur mycket,ಎಷ್ಟು
741,eins::NUM,en,ಒಂದು
742,eins::NUM,ett,ಒಂದು
743,zwei::NUM,två,ಎರಡು
744,drei::NUM,tre,ಮೂರು
745,vier::NUM,fyra,ನಾಲ್ಕು
746,fünf::NUM,fem,ಅಯ್ದು
747,sechs::NUM,sex,ಆರು
748,sieben::NUM,sju,ಏಳು
749,acht::NUM,åtta,ಎಂಟು
750,neun::NUM,nio,ಒಂಭಬತ್ತು
751,zehn::NUM,tio,ಹತ್ತು
752,elf::NUM,elva,ಹನ್ನೊಂದು
753,zwölf::NUM,tolv,ಹನ್ನೆರಡು
754,zwanzig::NUM,tjugo,ಇಪ್ಪತ್ತು
755,dreißig::NUM,trettio,ಮೂವತ್ತು
756,vierzig::NUM,fyrtio,ನಲವತ್ತು
757,fünfzig::NUM,femtio,ಐವತ್ತು
758,sechzig::NUM,sextio,ಅರುವತ್ತು
759,siebzig::NUM,sjuttio,ಎಪ್ಪತ್ತು
760,achtzig::NUM,åttio,ಎಂಬತ್ತು
761,neunzig::NUM,nittio,ತೊಂಬತ್ತು
762,hundert::NUM,hundra,ನೂರು
763,tausend::NUM,tusen,ಸಾವಿರ
764,und::CNJ,och,ಮತ್ತು
765,oder::CNJ,eller,ಅಥವಾ
766,stehen::V,stå,ನಿಲ್ಲು
767,sitzen::V,sitta,ಕುಳ್ಳಿರು
768,liegen::V,ligga,ಮಲಗಿಕೊ
769,hängen::V,hänga,ಇಳಿಯಬಿಡು
770,werden::V,bli,ಆಗು
771,passieren::V,ske,ಆಗು
772,passieren::V,hända,ಆಗು
773,beginnen::V,börja,ಆರಂಭಿಸು
774,enden::V,ända,ಕೊನೆಗಾಣು
775,wechseln::V,växla,ಮಾರ್ಪಡಿಸು
776,aufgehen[Sonne]::V,gå upp,ಮೂಡು
777,untergehen[Sonne]::V,gå ned,ಮುಳುಗು
778,scheinen[Sonne]::V,skina,ಹೊಳೆ
779,donnern::V,dundra,ಗುಡುಗಾಗು
780,wehen::V,blåsa,ತೀಡು
781,strömen::V,forsa,ಹರಿ
782,strömen::V,strömma,ಹರಿ
783,fließen::V,flyta,ಹರಿ
784,sich drehen::V,snurra,ಸುತ್ತು
785,schwanken::V,vackla,ಓಲಾಡು
786,schwingen::V,svinga,ತೂಗು
787,fallen::V,falla,ಉದುರು
788,brennen::V,brinna,ಉರಿ
789,rauchen::V,ryka,ಹೊಗೆಬಿಡು
790,regnen::V,regna,ಸುರಿ
791,gefrieren::V,frysa,ಹೆಪ್ಪುಗಟ್ಟು
792,tauen::V,töa,ಬೆಚ್ಚಗಾಗು
793,schmelzen::V,smälta,ಕರಗು
794,trocknen::V,torka,ಒಣಗು
795,sieden::V,koka,ಕುದಿ
796,sieden::V,sjuda,ಕುದಿ
797,faulen::V,ruttna,ಕೊಳೆ
798,verfaulen::V,ruttna,ನಶಿಸು
799,reißen::V,brista,ಒಡೆ
800,versinken::V,sjunka,ಮುಳುಗು
801,vergehen::V,förgå,ಸಾಗು
802,erscheinen::V,synas,ತೋರು
803,erscheinen::V,visa sig,ತೋರು
804,verschwinden::V,försvinna,ಮಾಯವಾಗು
805,sinken::V,sjunka,ಕುಸಿ
806,abnehmen::V,avta,ತಗ್ಗು
807,abnehmen::V,minskas,ತಗ್ಗು
808,zunehmen::V,tilltaga,ಬೆಳೆ
809,steigen::V,stiga,ಉಬ್ಬು
810,wachsen::V,växa,ಬೆಳೆ
811,glänzen::V,glimma,ಮಿರುಗು
812,funkeln::V,tindra,ಮಿನುಗು
813,funkeln::V,gnistra,ಮಿನುಗು
814,lärmen::V,bråka,ಶಬ್ದ ಮಾಡಲು
815,lärmen::V,väsnas,ಶಬ್ದ ಮಾಡಲು
816,läuten::V,ringa,ಬಾರಿಸು
817,klingeln::V,ringa,ಅನುರಣಿಸು
818,klirren::V,klirra,ಕಿಣಿಕಿಣಿಸು
819,brausen::V,brusa,ಅಬ್ಬರಿಸು
820,rauschen::V,susa,ಮರ್ಮರಗುಟ್ಟಿಸು
821,klingen::V,låta,ಉಸಿರು
822,klingen::V,klinga,ಉಸಿರು
823,bellen::V,skälla,ಬಗುಳು
824,heulen::V,yla,ಅರಚು
825,heulen::V,tjuta,ಅರಚು
826,blasen::V,blåsa,ಗಾಳಿ ಊದು
827,pfeifen::V,vissla,ಸಿಳ್ಳೆಯೂದು
828,schreien::V,skrika,ಕರೆ
829,stöhnen::V,stöna,ನರಳು
830,zittern::V,darra,ನಡುಗು
831,zittern::V,skälva,ನಡುಗು
832,leben::V,leva,ಇರು
833,geboren werden::V,födas,ಉಂಟಾಗು
834,atmen::V,andas,ಉಸಿರು
835,trinken::V,dricka,ಕುಡಿ
836,essen::V,äta,ತಿನ್ನು
837,schlucken::V,svälja,ನುಂಗು
838,müde werden::V,tröttna,ಬಳಲು
839,einschlafen::V,somna,ನಿದ್ಧೆಹೋಗು
840,schlafen::V,sova,ನಿದ್ರಿಸು
841,aufwachen::V,vakna,ಏಳು
842,aufstehen::V,stiga upp,ಏಳು
843,sich erholen::V,repa sig,ಸುಧಾರಿಸು
844,sich erholen::V,hämta sig,ಸುಧಾರಿಸು
845,krank werden::V,insjukna,ಬೇನೆಬೀಳು
846,krank sein::V,vara sjuk,ಕೆಟ್ಟ ಎಂದು
847,schmerzen::V,smärta,ಕಚ್ಚು
848,schmerzen::V,göra ont,ಕಚ್ಚು
849,husten::V,hosta,ಕೆಮ್ಮು
850,genesen::V,tillfriskna,ಮತ್ತೆಹೊದಿಸು
851,sterben::V,dö,ಮೃತಪಡು
852,umkommen::V,omkomma,ಹಾಳಾಗು
853,sich bewegen::V,röra sig,ಚಲಿಸು
854,sich rühren::V,röra på sig,ಕದಲು
855,sich erheben::V,resa sig,ಏಳು
856,sich setzen::V,sätta sig,ಕೂರು
857,hinfallen::V,falla omkull,ಬೀಳು
858,laufen::V,löpa,ನಡೆ
859,schreiten::V,skrida,ಮೆಲ್ಲಗೆ ನಡೆ
860,spazierengehen::V,promenera,ವಿಹರಿಸು
861,eilen::V,ila,ಮುನ್ನುಗ್ಗು
862,sich beeilen::V,skynda sig,ಆತುರಪಡು
863,sausen::V,susa,ಒಗೆ
864,rennen::V,löpa,ಓಡು
865,rennen::V,springa,ಓಡು
866,springen::V,hoppa,ಜಿಗಿ
867,klettern::V,klättra,ಏರು
868,schaukeln::V,gunga,ತೂಗು
869,kriechen::V,kräla,ತೆವಳು
870,schwimmen::V,simma,ಈಜು
871,tauchen::V,dyka,ಕೆಳಗಿಳಿ
872,rudern::V,ro,ಸಾಗಿಸು
873,fahren::V,köra,ನಡೆಸು
874,fliegen::V,flyga,ಹಾರು
875,gehen::V,gå,ಹೋಗು
876,weggehen::V,gå bort,ಹೊರಡು
877,abfahren::V,resa,ತೆರಳು
878,abfahren::V,avresa,ತೆರಳು
879,anhalten::V,stanna,ನಿಲ್ಲು
880,hineingehen::V,gå in,ಒಳಹೊಗು
881,eintreten::V,träda in,ಒಳಹೊಗು
882,kommen::V,komma,ಬರು
883,ankommen::V,ankomma,ಬರು
884,zurückkommen::V,återkomma,ಹಿಂದಿರುಗು
885,bleiben::V,bli,ಇರು
886,bleiben::V,förbli,ಇರು
887,warten::V,vänta,ಇರು
888,erwarten::V,vänta,ನಿರೀಕ್ಷಿಸು
889,suchen::V,leta,ಹುಡುಕು
890,finden::V,finna,ಕಂಡುಕೊ
891,versuchen::V,försöka,ಪ್ರಯತ್ನಿಸು
892,vorbereiten::V,förbereda,ಸಿದ್ಧವಾಗು
893,lieben::V,älska,ಪ್ರೀತಿಸು
894,mögen::V,tycka om,ಇಷ್ಟಪಡು
895,lachen::V,skratta,ನಗು
896,rühren::V,röra,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
897,weinen::V,gråta,ಅಳು
898,schimpfen::V,skälla,ಗೊಣಗು
899,sich ärgern::V,förargas,ಗಣಗಾಡು
900,sich fürchten::V,vara rädd,ನಡುಗು
901,fürchten::V,frukta,ಹೆದರು
902,fliehen::V,fly,ಓಡಿಹೋಗು
903,fliehen::V,rymma,ಓಡಿಹೋಗು
904,flüchten::V,fly,ಪಾರಾಗು
905,sehen::V,se,ಕಾಣು
906,anschauen::V,se på,ನೋಡು
907,anschauen::V,betrakta,ನೋಡು
908,ansehen::V,åse,ನಿರೀಕ್ಷಿಸು
909,hören::V,höra,ಕೇಳು
910,zuhören::V,höra på,ಆಲಿಸು
911,zuhören::V,lyssna till,ಆಲಿಸು
912,probieren::V,smaka,ರುಚಿ ನೋಡು
913,probieren::V,smaka på,ರುಚಿ ನೋಡು
914,riechen::V,lukta,ಮೂಸು
915,fühlen::V,känna,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
916,scheinen::V,verka,ತೋರು
917,scheinen::V,tyckas,ತೋರು
918,zu sehen sein::V,synas,ಕಾಣಿಸು
919,zu sehen sein::V,kunna ses,ಕಾಣಿಸು
920,vernehmen::V,få veta,ಕೇಳು
921,vernehmen::V,förnimma,ಕೇಳು
922,frieren::V,frysa,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
923,tun::V,göra,ಮಾಡು
924,können::V,kunna,ಮಾಡಬಲ್ಲ
925,wollen::V,vilja,ಬಯಸು
926,anfangen::V,börja,ಪ್ರಾರಂಭಿಸು
927,beenden::V,avsluta,ನಿಲ್ಲಿಸು
928,aufhören::V,sluta,ಮುಗಿಸು
929,aufhören::V,upphöra,ಮುಗಿಸು
930,gelingen::V,lyckas,ಯಶಸ್ವಿಯಾಗು
931,geraten::V,bli,ಉತ್ಪತ್ತಿಮಾಡು
932,öffnen::V,öppna,ತೆರೆ
933,schließen::V,låsa,ಮುಚ್ಚು
934,schließen::V,stänga,ಮುಚ್ಚು
935,stellen::V,ställa,ಇಕ್ಕು
936,setzen::V,sätta,ಇಡು
937,legen::V,lägga,ಇಡು
938,berühren::V,beröra,ತಾಕು
939,verbinden::V,förbinda,ಕೂಡಿಸು
940,bedecken::V,täcka,ಮುಚ್ಚು
941,bedecken::V,betäcka,ಮುಚ್ಚು
942,aufhängen::V,hänga,ತೂಗುಹಾಕು
943,aufhängen::V,hänga upp,ತೂಗುಹಾಕು
944,anzünden::V,tända,ಹತ್ತಿಸು
945,anzünden::V,antända,ಹತ್ತಿಸು
946,anzünden::V,tända på,ಹತ್ತಿಸು
947,aufheben::V,lyfta,ಆಯಿ
948,zurücklassen::V,lämna,ಬಿಡು
949,zurücklassen::V,efterlämna,ಬಿಡು
950,verlieren::V,mista,ಕಳೆ
951,verlieren::V,förlora,ಕಳೆ
952,fallen lassen::V,tappa,ಬೀಳಿಸು
953,fallen lassen::V,släppa,ಬೀಳಿಸು
954,machen::V,göra,ಮಾಡು
955,herstellen::V,tillverka,ತಯಾರಿಸು
956,herstellen::V,framställa,ತಯಾರಿಸು
957,bauen::V,bygga,ಕಟ್ಟು
958,reparieren::V,reparera,ಸರಿಪಡಿಸು
959,verbessern::V,rätta,ತಿದ್ದು
960,verbessern::V,förbättra,ತಿದ್ದು
961,ändern::V,ändra,ಬದಲಾಯಿಸು
962,ändern::V,förändra,ಬದಲಾಯಿಸು
963,graben::V,gräva,ಅಗೆ
964,beugen::V,böja,ಬಗ್ಗಿಸು
965,biegen::V,böja,ಬಗ್ಗಿಸು
966,biegen::V,kröka,ಬಗ್ಗಿಸು
967,drehen::V,vrida,ತಿರುಗು
968,wenden::V,vända,ತಿರುಗು
969,umdrehen::V,vrida om,ತಿರುಗಿಸು
970,heben::V,häva,ಎತ್ತು
971,hochheben::V,lyfta,ಎತ್ತು
972,ergreifen::V,gripa,ಆಕ್ರಮಿಸು
973,halten::V,hålla,ಹಿಡಿ
974,drücken::V,trycka,ಒತ್ತು
975,schieben::V,skjuta,ನೂಕು
976,kratzen::V,riva,ತರಚಿಕೊಳ್ಳು
977,kratzen::V,skrapa,ತರಚಿಕೊಳ್ಳು
978,lecken::V,slicka,ನೆಕ್ಕು
979,beißen::V,bita,ಕಚ್ಚು
980,abreißen::V,slita_av,ಹರಿ
981,abreißen::V,riva_av,ಹರಿ
982,abschneiden::V,skära av,ಕತ್ತರಿಸು
983,binden::V,binda,ಕಟ್ಟು
984,stecken::V,sticka,ಸಿಕ್ಕಿಸು
985,brechen::V,bryta,ಮುರಿ
986,brechen::V,brista,ಮುರಿ
987,klopfen::V,banka,ತಟ್ಟು
988,klopfen::V,klappa,ತಟ್ಟು
989,hauen::V,hugga,ಹೊಡೆ
990,kleben::V,klistra,ಅಂಟಿಸು
991,reiben::V,gnida,ಉಜ್ಜು
992,streichen::V,smörja,ಹರಡು
993,schleifen::V,slipa,ಮಸೆ
994,schneiden::V,skära,ಕತ್ತರಿಸು
995,schneiden::V,klippa,ಕತ್ತರಿಸು
996,rütteln::V,skaka,ಕುಲುಕಿಸು
997,schütteln::V,rista,ಅಲುಗಿಸು
998,schwenken::V,svänga,ತೂಗಾಡು
999,schütten::V,hälla,ಎರೆ
1000,füllen::V,fylla,ತುಂಬಿಸು
1001,einwickeln::V,slå in,ಹೊದಿಸು
1002,einwickeln::V,veckla in,ಹೊದಿಸು
1003,tragen::V,bära,ಹೊರು
1004,schleppen::V,släpa,ಜಗ್ಗು
1005,ziehen::V,dra,ಎಳೆ
1006,aufbewahren::V,förvara,ಇಟ್ಟುಕೊ
1007,aufbewahren::V,ta vara på,ಇಟ್ಟುಕೊ
1008,werfen::V,kasta,ಎಸೆ
1009,fangen::V,fånga,ಹಿಡಿ
1010,packen::V,gripa,ಸೆಳೆ
1011,packen::V,gripa tag,ಸೆಳೆ
1012,verstecken::V,gömma,ಮುಚ್ಚಿಡು
1013,teilen::V,dela,ವಿಭಜಿಸು
1014,schicken::V,skicka,ಕಳುಹಿಸು
1015,bringen::V,bringa,ತರು
1016,hinzufügen::V,tillägga,ಕೂಡಿಸು
1017,bekommen::V,få,ಸಂಪಾದಿಸು
1018,bekommen::V,erhålla,ಸಂಪಾದಿಸು
1019,erhalten::V,få,ಪಡೆ
1020,erhalten::V,erhålla,ಪಡೆ
1021,nehmen::V,ta,ಹಿಡಿ
1022,nehmen::V,taga,ಹಿಡಿ
1023,wählen::V,välja,ಆರಿಸು
1024,auswählen::V,utvälja,ಆಯಿ
1025,bewahren::V,bevara,ರಕ್ಷಿಸಿಡು
1026,behindern::V,hindra,ಅಡ್ಡಿಮಾಡು
1027,behindern::V,förhindra,ಅಡ್ಡಿಮಾಡು
1028,verderben::V,förstöra,ಕೆಡಿಸು
1029,beschädigen::V,skada,ಹಾಳುಮಾಡು
1030,zerbrechen::V,bryta isär,ಮುರಿ
1031,zerbrechen::V,bryta sönder,ಮುರಿ
1032,zerreißen::V,riva sönder,ಸೀಳು
1033,zerreißen::V,slita sönder,ಸೀಳು
1034,zerstören::V,förstöra,ಅಳಿಸು
1035,verbrennen::V,bränna,ಸುಡು
1036,verbrennen::V,bränna upp,ಸುಡು
1037,geben::V,ge,ಕೊಡು
1038,reichen::V,räcka,ಕೊಡು
1039,schenken::V,skänka,ಅರ್ಪಿಸು
1040,versprechen::V,lova,ವಾಗ್ದಾನಮಾಡು
1041,wünschen::V,önska,ಬಯಸು
1042,loben::V,lova,ಹೊಗಳು
1043,loben::V,beröma,ಹೊಗಳು
1044,küssen::V,pussa,ಚುಂಬಿಸು
1045,wiegen::V,vagga,ತೂಗು
1046,zudecken::V,täcka,ಹಾಸು
1047,wecken::V,väcka,ಎಬ್ಬಿಸು
1048,zeigen::V,visa,ತೋರಿಸು
1049,führen::V,föra,ದಾರಿತೋರಿಸು
1050,lehren::V,lära,ಕಲಿಸು
1051,unterrichten::V,undervisa,ಬೋಧಿಸು
1052,aufziehen::V,uppfostra,ಸಲಹು
1053,leiten::V,leda,ಮುಂದಾಳಾಗಿರು 
1054,antreiben::V,driva på,ಓಡಿಸು
1055,lassen::V,få att,ಮಾಡಲುಬಿಡು
1056,einladen::V,bjuda,ಆಹ್ವಾನಿಸು
1057,einladen::V,inbjuda,ಆಹ್ವಾನಿಸು
1058,vereinigen::V,förena,ಒಂದಾಗು
1059,besuchen::V,besöka,ಭೇಟಿಯಾಗು
1060,treffen::V,möta,ಸಂಧಿಸು
1061,treffen::V,träffa,ಸಂಧಿಸು
1062,sich versammeln::V,församla sig,ನೆರೆ
1063,spielen::V,leka,ಆಡು
1064,spielen::V,spela,ಆಡು
1065,singen::V,sjunga,ಹಾಡು
1066,tanzen::V,dansa,ಕುಣಿ
1067,sich trennen::V,skiljas,ಪ್ರತ್ಯೇಮಾಡು
1068,verlassen::V,lämna,ಕಳೆ
1069,verlassen::V,överge,ಕಳೆ
1070,retten::V,rädda,ರಕ್ಷಿಸು
1071,bewachen::V,bevaka,ಕಾಪಾಡು
1072,schützen::V,skydda,ಸಂರಕ್ಷಿಸು
1073,schützen::V,beskydda,ಸಂರಕ್ಷಿಸು
1074,verteidigen::V,försvara,ಕಾಪಿಡು
1075,sich schlagen::V,slåss,ಕಿತ್ತಾಟ
1076,schießen::V,skjuta,ಎಸೆ
1077,siegen::V,segra,ಗೆಲ್ಲು
1078,ärgern::V,förarga,ರೇಗಿಸು
1079,schlagen::V,slå,ಹೊಡೆ
1080,treten::V,sparka,ಒದೆ
1081,stechen::V,sticka,ಚುಚ್ಚು
1082,stoßen::V,stöta,ತಳ್ಳು
1083,stehlen::V,stjäla,ಕದಿ
1084,stören::V,störa,ಕತಕು
1085,belästigen::V,genera,ತೊಂದರೆ
1086,belästigen::V,besvära,ತೊಂದರೆ
1087,verbergen::V,dölja,ಮರೆಮಾಜು
1088,täuschen::V,vilseleda,ಠಕ್ಕಿಸು
1089,betrügen::V,bedra,ವಂಚಿಸು
1090,töten::V,döda,ಕೊಲ್ಲು
1091,wohnen::V,bo,ವಾಸಿಸು
1092,arbeiten::V,arbeta,ಕೆಲಸ ಮಾಡು
1093,sammeln::V,samla,ಸಂಚಯಿಸು
1094,pflücken::V,plocka,ಬಿಡಿಸು
1095,jagen::V,jaga,ಬೇಟೆಯಾಡು
1096,fischen::V,fiska,ಮೀನು ಹಿಡಿ
1097,fassen::V,fånga,ಹಿಡಿ
1098,hüten::V,vakta,ಗುಂಪುಸೇರಿಸು
1099,treiben::V,driva,ದಬ್ಬು
1100,anbinden::V,binda fast,ಬಿಗಿ
1101,füttern::V,fodra,ಮೇಯಿಸು
1102,melken::V,mjölka,ಹಾಲು ಕರೆ
1103,hacken::V,hacka,ತುಂಡರಿಸು
1104,gießen::V,hälla,ನೀರುಹಾಕು
1105,gießen::V,vattna,ನೀರುಹಾಕು
1106,reifen::V,mogna,ಕಳಿ
1107,zubereiten::V,tillaga,ಅಡಿಗೆಮಾಡು
1108,zubereiten::V,tillreda,ಅಡಿಗೆಮಾಡು
1109,kochen::V,koka,ಅಡು
1110,backen::V,baka,ಬೇಯಿಸು
1111,braten::V,steka,ಕರಿ
1112,umrühren::V,röra om,ಕಲಕು
1113,stricken::V,sticka,ಹೆಣೆ
1114,nähen::V,sy,ಹೊಲಿ
1115,färben::V,färga,ಬಣ್ಣ ಹತ್ತು
1116,reinigen::V,rensa,ಸ್ವಚ್ಛಮಾಡು
1117,reinigen::V,rengöra,ಸ್ವಚ್ಛಮಾಡು
1118,waschen::V,tvätta,ತೊಳೆ
1119,abwischen::V,torka av,ಒರಸು
1120,spülen::V,spola,ಗಲಬರಿಸು
1121,spülen::V,skölja,ಗಲಬರಿಸು
1122,fegen::V,feja,ಗುಡಿಸು
1123,kehren::V,sopa,ಗುಡಿಸು
1124,baden::V,bada,ಸ್ನಾನಮಾಡು
1125,sich waschen::V,tvätta sig,ತೊಳೆ
1126,ausziehen::V,ta av,ಬಿಚ್ಚು
1127,anziehen::V,ta på,ಹಾಕು
1128,sich anziehen::V,klä på sig,ಹಾಕು
1129,kämmen::V,kamma,ಬಾಚು
1130,schmücken::V,pynta,ಅಲಂಕರಿಸು
