,Concept_ID,de,ab
721,wo::FADV,wo,ахь-
722,wohin::FADV,wohin,иабыкуу
723,wohin::FADV,wohin,аба-
724,wohin::FADV,wohin,ахь-
725,wie::FADV,wie,-шҕа
726,warum::FADV,warum,избан
727,wieviel::FNUM,wieviel,заҟа
728,eins::NUM,eins,акы
729,eins::NUM,eins,аӡәы
730,zwei::NUM,zwei,ҩба
731,drei::NUM,drei,хҕа
732,vier::NUM,vier,ҕшьба
733,fünf::NUM,fünf,хəба
734,sechs::NUM,sechs,фба
735,sieben::NUM,sieben,Бжьба
736,acht::NUM,acht,ааба
737,neun::NUM,neun,жәба
738,zehn::NUM,zehn,жәаба
739,elf::NUM,elf,жәеизатәи
740,zwölf::NUM,zwölf,жәаҩа
741,zwanzig::NUM,zwanzig,ҩажәа
742,dreißig::NUM,dreißig,ҩажәижәабатәи
743,vierzig::NUM,vierzig,ҩынҩажәа
744,fünfzig::NUM,fünfzig,ҩынҩажәеижәаба
745,sechzig::NUM,sechzig,хынҩажәа
746,siebzig::NUM,siebzig,хынҩажәижәаба
747,achtzig::NUM,achtzig,ҕшьынҩажәа
748,neunzig::NUM,neunzig,ҕшьынҩажәижәаба
749,hundert::NUM,hundert,шәкы
750,tausend::NUM,tausend,зқьы
751,und::CNJ,und,-и
752,oder::CNJ,oder,ма
753,stehen::V,stehen,агылазаара
754,sitzen::V,sitzen,атəара
755,sitzen::V,sitzen,атəа(заа)ра
756,liegen::V,liegen,аиара
757,hängen::V,hängen,акнаҳара
758,werden::V,werden,аҟалара
759,passieren::V,passieren,аҟалара
760,beginnen::V,beginnen,алагара
761,enden::V,enden,алгара
762,wechseln::V,wechseln,аҽыҧсахра
763,aufgehen[Sonne]::V,aufgehen,агылара
764,aufgehen[Sonne]::V,aufgehen,ахашлара
765,aufgehen[Sonne]::V,aufgehen,аҩаҵхахара
766,untergehen[Sonne]::V,untergehen,аҭашəара
767,scheinen[Sonne]::V,scheinen,акаҧхара
768,donnern::V,donnern,адыдра
769,wehen::V,wehen,асра
770,strömen::V,strömen,акаҭəара
771,fließen::V,fließen,ацара
772,sich drehen::V,sich drehen,ахагьежьра
773,schwanken::V,schwanken,аҵысра
774,schwingen::V,schwingen,ахызазара
775,schwingen::V,schwingen,акьаандара
776,fallen::V,fallen,акаҳара
777,brennen::V,brennen,абылра
778,rauchen::V,rauchen,ахылҵра
779,regnen::V,regnen,аура
780,gefrieren::V,gefrieren,аҵаара
781,tauen::V,tauen,аӡҭра
782,schmelzen::V,schmelzen,ақəӡыҭра
783,schmelzen::V,schmelzen,аҭəара
784,trocknen::V,trocknen,абара
785,sieden::V,sieden,ашра
786,faulen::V,faulen,абаара
787,verfaulen::V,verfaulen,абаара
788,verfaulen::V,verfaulen,аилашра
789,reißen::V,reißen,аҧжəара
790,versinken::V,versinken,аӡааҟəрылара
791,vergehen::V,vergehen,ацара
792,erscheinen::V,erscheinen,ацəырҵра
793,verschwinden::V,verschwinden,аҵашəкəара
794,sinken::V,sinken,атəара
795,sinken::V,sinken,алаҟəра
796,abnehmen::V,abnehmen,ацӡаара
797,abnehmen::V,abnehmen,аиҵалара
798,zunehmen::V,zunehmen,аҽырҭбаара
799,zunehmen::V,zunehmen,аиҵыҵра
800,zunehmen::V,zunehmen,арацəахара
801,steigen::V,steigen,азҳара
802,steigen::V,steigen,ашьҭыҵра
803,steigen::V,steigen,адухара
804,steigen::V,steigen,ацлара
805,wachsen::V,wachsen,азҳара
806,glänzen::V,glänzen,ацыр-цырра
807,glänzen::V,glänzen,ацыҩ-цыҩра
808,glänzen::V,glänzen,аказказра
809,funkeln::V,funkeln,ашап-шапра
810,funkeln::V,funkeln,ацым-цымра
811,lärmen::V,lärmen,ашьҭыбжьгара
812,lärmen::V,lärmen,аҕьҕьаҳәа аилалара
813,läuten::V,läuten,аҵəҵəасра
814,klingeln::V,klingeln,аҵəҵəасра
815,klirren::V,klirren,ахьархьарра
816,klirren::V,klirren,архьархьарра
817,brausen::V,brausen,аилаҽҽара
818,brausen::V,brausen,еилашуера
819,rauschen::V,rauschen,
820,klingen::V,klingen,агара
821,klingen::V,klingen,ашьҭыбжь гара
822,bellen::V,bellen,ашра
823,heulen::V,heulen,ауура
824,blasen::V,blasen,аҭəҳəара
825,pfeifen::V,pfeifen,ашəшəра
826,schreien::V,schreien,аҳəҳəара
827,schreien::V,schreien,ахəаара
828,schreien::V,schreien,аҟаара
829,stöhnen::V,stöhnen,ақьра
830,zittern::V,zittern,аҵыс-ҵысра
831,leben::V,leben,аҟазаара
832,geboren werden::V,geboren werden,Аира
833,atmen::V,atmen,аҕсыҕ лагаҩагара
834,trinken::V,trinken,ажəра
835,essen::V,essen,акрыфара
836,schlucken::V,schlucken,албаадара
837,müde werden::V,müde werden,ааҕсара
838,einschlafen::V,einschlafen,ацəара
839,schlafen::V,schlafen,ацəазаара
840,aufwachen::V,aufwachen,аҿыхара
841,aufstehen::V,aufstehen,Агəылҵра
842,sich erholen::V,sich erholen,аҧсшьара
843,krank werden::V,krank werden,ачмазаҩхара
844,krank sein::V,krank sein,аҳəарҧсарра
845,schmerzen::V,schmerzen,ахьра
846,husten::V,husten,аимҳәара
847,genesen::V,genesen,абзиахара
848,genesen::V,genesen,аӷəӷəахара
849,sterben::V,sterben,аҧсра
850,umkommen::V,umkommen,аҭахара
851,sich bewegen::V,sich bewegen,аиҭаҵра
852,sich rühren::V,sich rühren,ақəацара
853,sich erheben::V,sich erheben,аҩагылара
854,sich setzen::V,sich setzen,атəара
855,hinfallen::V,hinfallen,акаҳара
856,laufen::V,laufen,аныҟəара
857,schreiten::V,schreiten,ашьаҿа еихгара
858,spazierengehen::V,spazierengehen,анеи-ааира
859,eilen::V,eilen,аццакра
860,sich beeilen::V,sich beeilen,аццакра
861,sausen::V,sausen,аҧырра
862,sausen::V,sausen,иҭрысны
863,sausen::V,sausen,ишьҭҟьаны ацара
864,rennen::V,rennen,аҩра
865,springen::V,springen,аҧара
866,klettern::V,klettern,ақəлара
867,schaukeln::V,schaukeln,аҟəараҟəанҽара
868,kriechen::V,kriechen,аҳəазара
869,schwimmen::V,schwimmen,аӡсара
870,tauchen::V,tauchen,ахəӡааҵəира
871,rudern::V,rudern,аҵшьра
872,fahren::V,fahren,акала
873,fliegen::V,fliegen,аҧырра
874,gehen::V,gehen,аиҭаҵра
875,weggehen::V,weggehen,ацара
876,abfahren::V,abfahren,адəықəлара
877,abfahren::V,abfahren,ацара
878,anhalten::V,anhalten,ааныргылара
879,hineingehen::V,hineingehen,аҭалара
880,eintreten::V,eintreten,аҩналара
881,kommen::V,kommen,аара
882,kommen::V,kommen,ааира
883,ankommen::V,ankommen,ааира
884,ankommen::V,ankommen,аара
885,ankommen::V,ankommen,анеира
886,zurückkommen::V,zurückkommen,азыхынҳəра
887,bleiben::V,bleiben,аанхара
888,bleiben::V,bleiben,анхара
889,bleiben::V,bleiben,аангылара
890,warten::V,warten,азҧшзаара
891,erwarten::V,erwarten,азҧшра
892,suchen::V,suchen,ашьҭазаара
893,finden::V,finden,аҧшаара
894,versuchen::V,versuchen,аҽазкра
895,vorbereiten::V,vorbereiten,армазеира
896,lieben::V,lieben,абзиабара
897,mögen::V,mögen,агəаҧхара
898,lachen::V,lachen,аччара
899,rühren::V,rühren,арҵəуара
900,weinen::V,weinen,аҵəуара
901,schimpfen::V,schimpfen,ацəҳара
902,sich ärgern::V,sich ärgern,агəаара
903,sich fürchten::V,sich fürchten,аӡыӡара
904,fürchten::V,fürchten,ацəшəара
905,fliehen::V,fliehen,абналара
906,fliehen::V,fliehen,ацəцара
907,flüchten::V,flüchten,абналара
908,flüchten::V,flüchten,ацəцара
909,sehen::V,sehen,абара
910,anschauen::V,anschauen,ахəаҧшра
911,ansehen::V,ansehen,ахəаҧшра
912,hören::V,hören,аҳара
913,zuhören::V,zuhören,азыӡырҩра
914,probieren::V,probieren,аҧышəара
915,riechen::V,riechen,афыҩра
916,fühlen::V,fühlen,анырра
917,fühlen::V,fühlen,ацәакырра
918,scheinen::V,scheinen,шәа
919,scheinen::V,scheinen,аацәырҵа
920,zu sehen sein::V,zu sehen sein,
921,vernehmen::V,vernehmen,аҳара
922,frieren::V,frieren,ашəра
923,frieren::V,frieren,аҵаара
924,tun::V,tun,аҟаҵара
925,können::V,können,алшара
926,wollen::V,wollen,аҭахра
927,anfangen::V,anfangen,алагара
928,beenden::V,beenden,алгара
929,aufhören::V,aufhören,аҟəыҵра
930,gelingen::V,gelingen,аура
931,gelingen::V,gelingen,аманшəалахара
932,gelingen::V,gelingen,алҵра
933,geraten::V,geraten,нзаарын
934,öffnen::V,öffnen,аартра
935,schließen::V,schließen,аркра
936,stellen::V,stellen,аргылара
937,setzen::V,setzen,артəара
938,legen::V,legen,ақəҵара
939,berühren::V,berühren,акьысра
940,berühren::V,berühren,алакьысра
941,verbinden::V,verbinden,аҿаҳəара
942,bedecken::V,bedecken,ақəршəра
943,aufhängen::V,aufhängen,акнаҳара
944,anzünden::V,anzünden,аркра
945,aufheben::V,aufheben,ашьҭыхра
946,zurücklassen::V,zurücklassen,аныжьра
947,verlieren::V,verlieren,ацəыӡра
948,fallen lassen::V,fallen lassen,ацəкаҳара
949,machen::V,machen,ачаҧара
950,herstellen::V,herstellen,аиҵдара
951,bauen::V,bauen,аргылара
952,reparieren::V,reparieren,арҽеира
953,verbessern::V,verbessern,аиҕьтəра
954,ändern::V,ändern,аҧсахра
955,graben::V,graben,ажра
956,beugen::V,beugen,арҟəра
957,beugen::V,beugen,архəара
958,biegen::V,biegen,арҟəра
959,biegen::V,biegen,архəара
960,drehen::V,drehen,аргьежьра
961,wenden::V,wenden,
962,umdrehen::V,umdrehen,аарҳәра
963,heben::V,heben,аҩахара
964,heben::V,heben,араҳара
965,hochheben::V,hochheben,ахагалара
966,hochheben::V,hochheben,ашьҭҳəара
967,ergreifen::V,ergreifen,
968,halten::V,halten,акра
969,drücken::V,drücken,ақəрӷəӷəара
970,schieben::V,schieben,аҵгəара
971,schieben::V,schieben,агəара
972,kratzen::V,kratzen,ацəҟьара
973,lecken::V,lecken,арбзара
974,beißen::V,beißen,ацҳара
975,abreißen::V,abreißen,амжəара
976,abschneiden::V,abschneiden,ахҵəара
977,abschneiden::V,abschneiden,аҿахҵəара
978,binden::V,binden,аҿаҳəара
979,stecken::V,stecken,алаҵара
980,brechen::V,brechen,аҧҵəара
981,klopfen::V,klopfen,асра
982,hauen::V,hauen,ақəкшара
983,kleben::V,kleben,аҷабра
984,reiben::V,reiben,арҟəыҷра
985,streichen::V,streichen,ахьшьра
986,schleifen::V,schleifen,ахра
987,schneiden::V,schneiden,аҧҟара
988,rütteln::V,rütteln,арҵысра
989,schütteln::V,schütteln,аршəшəара
990,schwenken::V,schwenken,аҟьара
991,schütten::V,schütten,аҭаҭəара
992,füllen::V,füllen,арҭəра
993,einwickeln::V,einwickeln,алаҳəара
994,tragen::V,tragen,аҩагара
995,schleppen::V,schleppen,арҳəазара
996,ziehen::V,ziehen,ахара
997,aufbewahren::V,aufbewahren,аҵəахра
998,werfen::V,werfen,аршəра
999,fangen::V,fangen,акра
1000,packen::V,packen,анкра
1001,packen::V,packen,аҵкаара
1002,verstecken::V,verstecken,аҵəахра
1003,teilen::V,teilen,ашара
1004,schicken::V,schicken,ашьҭра
1005,bringen::V,bringen,аагара
1006,hinzufügen::V,hinzufügen,ацҵара
1007,bekommen::V,bekommen,аҧшаара
1008,bekommen::V,bekommen,архиара
1009,bekommen::V,bekommen,аура
1010,erhalten::V,erhalten,аиура
1011,nehmen::V,nehmen,агара
1012,wählen::V,wählen,алҧшаара
1013,auswählen::V,auswählen,алхра
1014,bewahren::V,bewahren,
1015,behindern::V,behindern,аҧырхагахара
1016,verderben::V,verderben,алгара
1017,verderben::V,verderben,абжьыхра
1018,verderben::V,verderben,аҧхасҭатəра
1019,beschädigen::V,beschädigen,аҧхасҭатəра
1020,zerbrechen::V,zerbrechen,аҧҽра
1021,zerreißen::V,zerreißen,аҧжəара
1022,zerstören::V,zerstören,аилаҧыххаара
1023,verbrennen::V,verbrennen,абылра
1024,geben::V,geben,аҭара
1025,reichen::V,reichen,аҭара
1026,schenken::V,schenken,аҩгара
1027,versprechen::V,versprechen,ақəргəыӷра
1028,wünschen::V,wünschen,
1029,loben::V,loben,арҽхəара
1030,küssen::V,küssen,агəӡра
1031,wiegen::V,wiegen,
1032,zudecken::V,zudecken,аҵахҩара
1033,zudecken::V,zudecken,ақəршəра
1034,wecken::V,wecken,арҿыхара
1035,zeigen::V,zeigen,арбара
1036,führen::V,führen,аныҟəгара
1037,lehren::V,lehren,арҵара
1038,unterrichten::V,unterrichten,арҧхьара
1039,aufziehen::V,aufziehen,ааӡара
1040,leiten::V,leiten,ахагылазаара
1041,antreiben::V,antreiben,арццакра
1042,lassen::V,lassen,арҟаҵара
1043,einladen::V,einladen,ааҕхьара
1044,einladen::V,einladen,анаҧхьара
1045,vereinigen::V,vereinigen,аилаҵара
1046,besuchen::V,besuchen,абара
1047,treffen::V,treffen,аҧылара
1048,sich versammeln::V,sich versammeln,аизара
1049,spielen::V,spielen,ахəмарра
1050,singen::V,singen,ашəаҳəара
1051,tanzen::V,tanzen,акəашара
1052,sich trennen::V,sich trennen,аилыҵра
1053,verlassen::V,verlassen,акажьра
1054,retten::V,retten,Аиқəрхара
1055,bewachen::V,bewachen,ахьчара
1056,schützen::V,schützen,ацəыхьчара
1057,verteidigen::V,verteidigen,ахьчара
1058,sich schlagen::V,sich schlagen,аисра
1059,schießen::V,schießen,ахысра
1060,siegen::V,siegen,аиааира
1061,ärgern::V,ärgern,аргəаара
1062,schlagen::V,schlagen,асра
1063,schlagen::V,schlagen,аҭасра
1064,treten::V,treten,
1065,stechen::V,stechen,алакшара
1066,stoßen::V,stoßen,агəҭасра
1067,stehlen::V,stehlen,аӡара
1068,stören::V,stören,аҧырхагахара
1069,belästigen::V,belästigen,аргəамҵра
1070,verbergen::V,verbergen,аӡара
1071,täuschen::V,täuschen,ажьара
1072,betrügen::V,betrügen,ажьара
1073,töten::V,töten,ашьра
1074,wohnen::V,wohnen,анхара
1075,arbeiten::V,arbeiten,аусура
1076,sammeln::V,sammeln,аҟəшəара
1077,pflücken::V,pflücken,аҿыршəара
1078,pflücken::V,pflücken,аҿыхра
1079,jagen::V,jagen,ашəарыцара
1080,fischen::V,fischen,аҧсыӡ икуеит
1081,fassen::V,fassen,акра
1082,hüten::V,hüten,арҳəра
1083,hüten::V,hüten,ахьчара
1084,treiben::V,treiben,акацара
1085,anbinden::V,anbinden,адҳəалара
1086,füttern::V,füttern,акырҿаҵара
1087,melken::V,melken,ахьара
1088,hacken::V,hacken,аҟəаҟəара
1089,gießen::V,gießen,аҵаҭəара
1090,reifen::V,reifen,ашəра
1091,reifen::V,reifen,аҟалара
1092,zubereiten::V,zubereiten,ацура
1093,kochen::V,kochen,ажəра
1094,backen::V,backen,аӡра
1095,braten::V,braten,аӡра
1096,umrühren::V,umrühren,аилрыхра
1097,stricken::V,stricken,аҧара
1098,nähen::V,nähen,аӡахра
1099,färben::V,färben,ашəра
1100,reinigen::V,reinigen,арыцқьара
1101,waschen::V,waschen,аӡәӡәара
1102,abwischen::V,abwischen,арбара
1103,spülen::V,spülen,аҭыршара
1104,fegen::V,fegen,аҧссара
1105,kehren::V,kehren,
1106,baden::V,baden,аҽыкəабара
1107,sich waschen::V,sich waschen,аҽыӡəӡəара
1108,ausziehen::V,ausziehen,ашəыхра
1109,anziehen::V,anziehen,ашəҵара
1110,sich anziehen::V,sich anziehen,аҽеилаҳəара
1111,kämmen::V,kämmen,аҳəара
1112,schmücken::V,schmücken,арҧшӡара
1113,sagen::V,sagen,аҳəара
1114,sprechen::V,sprechen,ацəажəара
1115,reden::V,reden,ацəажəара
1116,reden::V,reden,аицәажәара
1117,sich unterhalten::V,sich unterhalten,аицәажәара
1118,fragen::V,fragen,азҵаара
1119,bitten::V,bitten,аҳəара
1120,erzählen::V,erzählen,аҳəара
1121,mitteilen::V,mitteilen,азыцҳара
1122,nennen::V,nennen,ахьӡҵара
1123,rufen::V,rufen,азҿыҭра
1124,prahlen::V,prahlen,аҽхəара
1125,übersetzen::V,übersetzen,аиҭагара
1126,denken::V,denken,азхəыцра
1127,glauben::V,glauben,ахаҵара
1128,bemerken::V,bemerken,агəаҭара
1129,erkennen::V,erkennen,адырра
1130,begreifen::V,begreifen,аилкаара
1131,verstehen::V,verstehen,аҳара
1132,lernen::V,lernen,аҵара
1133,wissen::V,wissen,адырра
1134,sich erinnern an::V,sich erinnern an,агəаларшəара
1135,vergessen::V,vergessen,ахашҭра
1136,messen::V,messen,ашəара
1137,zählen::V,zählen,аҧхьаӡара
1138,rechnen::V,rechnen,аҳасабра
1139,lesen::V,lesen,аҧхьара
1140,malen::V,malen,
1141,zeichnen::V,zeichnen,
1142,schreiben::V,schreiben,
1143,besitzen::V,besitzen,амазаара
1144,kaufen::V,kaufen,Аахəара
1145,verkaufen::V,verkaufen,аҭира
1146,bezahlen::V,bezahlen,ахҭынҵара
1147,bezahlen::V,bezahlen,ашəара
1148,zahlen::V,zahlen,ашəара
1149,beherrschen::V,beherrschen,
1150,ertragen::V,ertragen,ачҳара
