,Concept_ID,ko,nl
851,wachsen::V,생기하다,groeien
852,glänzen::V,뛰오나다,glanzen
853,glänzen::V,뛰오나다,schitteren
854,funkeln::V,불티가잍어나다,fonkelen
855,lärmen::V,떠들다,lawaai maken
856,läuten::V,울시다,luiden
857,klingeln::V,초닌총을울리다,bellen
858,klirren::V,탁탁울리다,rinkelen
859,brausen::V,쏴쏴소리내다,bruisen
860,rauschen::V,솨솨,ruisen
861,klingen::V,반향하다,klinken
862,bellen::V,짖다,blaffen
863,heulen::V,포효하다,huilen
864,blasen::V,불다,blazen
865,pfeifen::V,피리를불다,fluiten
866,schreien::V,절규하다,gillen
867,schreien::V,절규하다,schreeuwen
868,stöhnen::V,신음하다,steunen
869,zittern::V,저뉼하다,beven
870,zittern::V,저뉼하다,sidderen
871,leben::V,살다,leven
872,geboren werden::V,태어난,geboren worden
873,atmen::V,숨쉬다,ademen
874,trinken::V,마시다,drinken
875,essen::V,먹다,eten
876,schlucken::V,들이켜다,slikken
877,einschlafen::V,잠들다,inslapen
878,schlafen::V,자다,slapen
879,aufwachen::V,눈트다,ontwaken
880,aufwachen::V,눈트다,wakker worden
881,aufstehen::V,서다,opstaan
882,sich erholen::V,회복하다,zich ontspannen
883,schmerzen::V,아프다,pijn doen
884,husten::V,잔기침하다,hoesten
885,genesen::V,낫다,genezen
886,sterben::V,죽다,sterven
887,sterben::V,죽다,overlijden
888,umkommen::V,못쓰게되다,omkomen
889,sich bewegen::V,움직이다,zich bewegen
890,sich rühren::V,움직이다,zich verroeren
891,sich erheben::V,이러서다,oprijzen
892,sich erheben::V,이러서다,verrijzen
893,sich setzen::V,앉히다,gaan zitten
894,hinfallen::V,넘어지다,vallen
895,hinfallen::V,넘어지다,neervallen
896,laufen::V,걷다,lopen
897,schreiten::V,보행하다,stappen
898,schreiten::V,보행하다,schrijden
899,spazierengehen::V,산보하다,gaan wandelen
900,eilen::V,서둘다,ijlen
901,eilen::V,서둘다,haasten
902,sich beeilen::V,서둘게하다,zich haasten
903,sausen::V,서들러 떠나다,stuiven
904,rennen::V,달리다,rennen
905,springen::V,도약하다,springen
906,klettern::V,갑겨오르다,klimmen
907,klettern::V,갑겨오르다,klauteren
908,schaukeln::V,흔들리게하다,schommelen
909,kriechen::V,기다,kruipen
910,schwimmen::V,헤엄치다,zwemmen
911,tauchen::V,잠기다,duiken
912,rudern::V,물을헤치다,roeien
913,fahren::V,가다,rijden
914,fahren::V,나르다,rijden
915,fliegen::V,날다,vliegen
916,gehen::V,가다,gaan
917,weggehen::V,팔리다,weggaan
918,abfahren::V,출발하다,vertrekken
919,anhalten::V,멈추다,stoppen
920,anhalten::V,멈추다,stilhouden
921,hineingehen::V,(그리로)가다,ingaan
922,hineingehen::V,(그리로)가다,binnengaan
923,eintreten::V,들러가다,binnenkomen
924,kommen::V,오다,komen
925,ankommen::V,고챀하다,aankomen
926,zurückkommen::V,보기,terugkomen
927,bleiben::V,체류,blijven
928,warten::V,기다리다,wachten
929,erwarten::V,기대하다,verwachten
930,suchen::V,찾다,zoeken
931,suchen::V,구하다,zoeken
932,finden::V,찾아내다,vinden
933,versuchen::V,시험하다,proberen
934,versuchen::V,시험하다,beproeven
935,vorbereiten::V,재비하다,voorbereiden
936,lieben::V,사랑하다,houden van
937,mögen::V,줗아하다,lusten
938,mögen::V,줗아하다,houden van
939,lachen::V,웃다,lachen
940,rühren::V,건드리다,roeren
941,weinen::V,울다,huilen
942,weinen::V,울다,schreien
943,schimpfen::V,꾸짖다,kijven
944,schimpfen::V,꾸짖다,schelden
945,sich ärgern::V,화를내게 하다,zich ergeren
946,sich fürchten::V,두려원하다,bang zijn
947,fürchten::V,두려원하다,vrezen
948,fliehen::V,도망치다,vluchten
949,flüchten::V,도주하다,ontsnappen
950,flüchten::V,도주하다,ontkomen
951,sehen::V,보다,zien
952,anschauen::V,바라보다,aankijken
953,ansehen::V,바라보다,aanzien
954,ansehen::V,바라보다,bekijken
955,hören::V,듣다,horen
956,zuhören::V,듣다,luisteren
957,probieren::V,시식하다,proeven
958,riechen::V,내새를맡다,ruiken
959,fühlen::V,느끼다,voelen
960,scheinen::V,...것같다,lijken
961,zu sehen sein::V,보이는,te zien zijn
962,vernehmen::V,듣다,vernemen
963,vernehmen::V,들어서일다,vernemen
964,frieren::V,춥다,het koud hebben
965,tun::V,하다,doen
966,können::V,할주릴다,kunnen
967,wollen::V,바라다,willen
968,anfangen::V,시작하다,beginnen
969,anfangen::V,시작하다,aanvangen
970,beenden::V,다하다,beëindigen
971,aufhören::V,그만두다,ophouden
972,gelingen::V,성국하다,lukken
973,gelingen::V,성국하다,gelukken
974,geraten::V,잘되어가다,uitvallen
975,öffnen::V,열다,openen
976,öffnen::V,열다,opendoen
977,schließen::V,추측하다,sluiten
978,schließen::V,추측하다,dichtdoen
979,stellen::V,세우다,stellen
980,stellen::V,세우다,plaatsen
981,setzen::V,놓다,zetten
982,setzen::V,놓다,plaatsen
983,legen::V,눕히다,leggen
984,berühren::V,대다,aanraken
985,verbinden::V,옝열하다,verbinden
986,bedecken::V,덮다,bedekken
987,aufhängen::V,매달다,ophangen
988,anzünden::V,점화하다,aansteken
989,aufheben::V,위로올리다,oprapen
990,zurücklassen::V,튀에남기다,achterlaten
991,verlieren::V,잃다,verliezen
992,fallen lassen::V,떨어뜨리다,laten vallen
993,machen::V,하다,maken
994,herstellen::V,제조하다,produceren
995,herstellen::V,제조하다,voortbrengen
996,bauen::V,짓다,bouwen
997,reparieren::V,수셩자다,repareren
998,reparieren::V,수셩자다,herstellen
999,verbessern::V,정정하다,verbeteren
1000,ändern::V,바꾸다,wijzigen
1001,ändern::V,바꾸다,veranderen
1002,graben::V,파다,graven
1003,beugen::V,구부리다,buigen
1004,biegen::V,굽히다,buigen
1005,drehen::V,회전,draaien
1006,wenden::V,회전시키다,keren
1007,wenden::V,회전시키다,wenden
1008,umdrehen::V,회전시키다,omdraaien
1009,heben::V,일으아키다,heffen
1010,heben::V,일으아키다,optillen
1011,hochheben::V,틀어올리다,tillen
1012,ergreifen::V,잡다,pakken
1013,ergreifen::V,잡다,grijpen
1014,halten::V,잡다,houden
1015,drücken::V,누르다,drukken
1016,schieben::V,밀다,duwen
1017,schieben::V,밀다,schuiven
1018,kratzen::V,긁다,krassen
1019,lecken::V,핥다,likken
1020,beißen::V,물다,bijten
1021,abschneiden::V,귾어내다,afsnijden
1022,binden::V,매다,binden
1023,stecken::V,찌르다,steken
1024,brechen::V,금,breken
1025,klopfen::V,치다,kloppen
1026,hauen::V,때리다,houwen
1027,kleben::V,들러붙다,plakken
1028,reiben::V,문지르다,wrijven
1029,streichen::V,쓰다듬다,smeren
1030,schleifen::V,갈다,slijpen
1031,schneiden::V,베다,snijden
1032,rütteln::V,흔들다,schudden
1033,schütteln::V,흔들다,schudden
1034,schwenken::V,흔들다,wuiven
1035,schwenken::V,흔들다,zwaaien
1036,schütten::V,따르다,gieten
1037,schütten::V,따르다,storten
1038,füllen::V,담다,vullen
1039,einwickeln::V,싸다,inwikkelen
1040,tragen::V,지우다,dragen
1041,schleppen::V,끌다,slepen
1042,ziehen::V,당기다,trekken
1043,aufbewahren::V,간직하다,bewaren
1044,werfen::V,던지다,gooien
1045,fangen::V,밥다,vangen
1046,packen::V,쥐다,pakken
1047,packen::V,쥐다,vastpakken
1048,verstecken::V,숨기다,verstoppen
1049,teilen::V,나누다,delen
1050,schicken::V,보내다,sturen
1051,bringen::V,가겨,brengen
1052,hinzufügen::V,부가하다,toevoegen
1053,bekommen::V,얻다,verkrijgen
1054,erhalten::V,지니다,krijgen
1055,nehmen::V,잡다,nemen
1056,wählen::V,선거하다,kiezen
1057,wählen::V,선거하다,verkiezen
1058,auswählen::V,선출하다,uitkiezen
1059,bewahren::V,저장보종,bewaren
1060,behindern::V,훼방하다,hinderen
1061,verderben::V,못쓰게 되다,bederven
1062,beschädigen::V,상하게하다,beschadigen
1063,zerbrechen::V,깨뜨리다,breken
1064,zerbrechen::V,깨뜨리다,stukbreken
1065,zerreißen::V,잡아쫓다,scheuren
1066,zerreißen::V,잡아쫓다,verscheuren
1067,zerstören::V,파괴하다,vernielen
1068,verbrennen::V,소실하다,branden
1069,verbrennen::V,소실하다,verbranden
1070,geben::V,주다,geven
1071,reichen::V,내일다,reiken
1072,reichen::V,내일다,aanreiken
1073,schenken::V,주다,schenken
1074,versprechen::V,약속하다,beloven
1075,wünschen::V,바라다,wensen
1076,loben::V,칭찬하다,loven
1077,loben::V,칭찬하다,prijzen
1078,küssen::V,키스하다,kussen
1079,wiegen::V,어르다,wiegen
1080,zudecken::V,뚜꺼을하다,toedekken
1081,wecken::V,깨우다,wekken
1082,zeigen::V,보이다,tonen
1083,zeigen::V,보이다,wijzen
1084,führen::V,가게하다,voeren
1085,lehren::V,가르치다,leren
1086,unterrichten::V,가르지다,onderwijzen
1087,aufziehen::V,사육하다,grootbrengen
1088,leiten::V,이끌다,leiden
1089,antreiben::V,몰다,aandrijven
1090,lassen::V,내버려두다,laten
1091,einladen::V,초청하다,uitnodigen
1092,vereinigen::V,하나로하다,verenigen
1093,besuchen::V,방문하다,bezoeken
1094,treffen::V,만나다,treffen
1095,treffen::V,만나다,ontmoeten
1096,sich versammeln::V,조립하다,zich verzamelen
1097,spielen::V,눌다,spelen
1098,singen::V,노래하다,zingen
1099,tanzen::V,춤추하다,dansen
1100,sich trennen::V,가르다,van elkaar gaan
1101,verlassen::V,버림받은,verlaten
1102,retten::V,구조하다,redden
1103,bewachen::V,치키다,bewaken
1104,schützen::V,보호하다,beschermen
1105,verteidigen::V,막다,verdedigen
1106,sich schlagen::V,치다,knokken
1107,schießen::V,쏘다,schieten
1108,siegen::V,이기다,overwinnen
1109,ärgern::V,성을내게하다,ergeren
1110,schlagen::V,치다,slaan
1111,treten::V,디디다,trappen
1112,treten::V,디디다,schoppen
1113,stechen::V,찌르다,steken
1114,stechen::V,찌르다,prikken
1115,stoßen::V,찌르다,stoten
1116,stehlen::V,훔치다,stelen
1117,stören::V,움직이다,storen
1118,stören::V,움직이다,verstoren
1119,belästigen::V,괴롭히다,lastig vallen
1120,verbergen::V,숨기다,verbergen
1121,täuschen::V,속이다,misleiden
1122,betrügen::V,속이다,bedriegen
1123,töten::V,죽이다,doden
1124,wohnen::V,실다,wonen
1125,arbeiten::V,일하다,werken
1126,sammeln::V,모으다,inzamelen
1127,sammeln::V,모으다,verzamelen
1128,pflücken::V,꿔다,plukken
1129,jagen::V,사냥하다,jagen
1130,fischen::V,고기를잡다,vissen
1131,fassen::V,움켜쥐다,vangen
1132,hüten::V,망보다,hoeden
1133,treiben::V,몰아세우다,drijven
1134,anbinden::V,묶다,vastbinden
1135,füttern::V,사료를주다,voeren
1136,melken::V,젖을짜다,melken
1137,hacken::V,자르다,hakken
1138,gießen::V,물을대다,gieten
1139,reifen::V,성숙하다,rijpen
1140,zubereiten::V,조제하다,klaarmaken
1141,zubereiten::V,조제하다,toebereiden
1142,kochen::V,요리하다,koken
1143,backen::V,쿱다,bakken
1144,braten::V,굽다,braden
1145,umrühren::V,교반하다,omroeren
1146,stricken::V,뜨개질하다,breien
1147,nähen::V,꿰매다,naaien
1148,färben::V,채색하다,verven
1149,färben::V,채색하다,kleuren
1150,reinigen::V,청소하다,reinigen
1151,waschen::V,씻다,wassen
1152,abwischen::V,닦다,afvegen
1153,spülen::V,씻다,spoelen
1154,spülen::V,씻다,afwassen
1155,fegen::V,소체하다,vegen
1156,kehren::V,청소하다,vegen
1157,baden::V,감다,baden
1158,sich waschen::V,모믈 씻다,zich wassen
1159,ausziehen::V,벗다,uittrekken
1160,anziehen::V,끌어움직이다,aantrekken
1161,kämmen::V,빗다,kammen
1162,schmücken::V,치레하다,tooien
1163,sagen::V,말하다,zeggen
1164,sprechen::V,말하다,spreken
1165,reden::V,이야기하다,praten
1166,fragen::V,질문하다,vragen
1167,bitten::V,원하다,vragen
1168,bitten::V,원하다,verzoeken
1169,erzählen::V,이야기하다,vertellen
1170,mitteilen::V,이야기하다,meedelen
1171,nennen::V,부르다,noemen
1172,rufen::V,불러내다,roepen
1173,prahlen::V,자랑하다,pralen
1174,übersetzen::V,번역하다,vertalen
1175,denken::V,생각하다,denken
1176,glauben::V,믿다,geloven
1177,bemerken::V,인자하다,bemerken
1178,erkennen::V,인식하다,herkennen
1179,begreifen::V,파악하다,begrijpen
1180,verstehen::V,이해하다,verstaan
1181,lernen::V,배우다,leren
1182,wissen::V,알다,weten
1183,sich erinnern an::V,상기하다,zich herinneren aan
1184,vergessen::V,잊다,vergeten
1185,messen::V,측정하다,meten
1186,zählen::V,세다,tellen
1187,rechnen::V,게산하다,rekenen
1188,lesen::V,읽다,lezen
1189,malen::V,그리다,schilderen
1190,zeichnen::V,소묘하다,tekenen
1191,schreiben::V,쓰다,schrijven
1192,besitzen::V,소유하다,bezitten
1193,kaufen::V,사다,kopen
1194,verkaufen::V,팔다,verkopen
1195,bezahlen::V,지불하다,betalen
1196,zahlen::V,치르다,betalen
1197,beherrschen::V,지배하다,beheersen
1198,ertragen::V,참다,verdragen
1199,Raureif::N,,rijp
1200,Grube::N,,kuil
1201,Lust::N,,zin
1202,Lust::N,,lust
1203,Nachricht::N,,tijding
1204,klug::A,,slim
1205,klug::A,,schrander
1206,klug::A,,verstandig
1207,von hier::ADV,,van hier
1208,von hier::ADV,,hiervandaan
1209,müde werden::V,,moe worden
1210,krank werden::V,,ziek worden
1211,krank sein::V,,ziek zijn
1212,abreißen::V,,afrukken
1213,abreißen::V,,afscheuren
1214,sich anziehen::V,,zich aankleden
1215,sich unterhalten::V,,zich onderhouden
