,Concept_ID,is,hu
126,Quelle::N,uppspretta,forrás
127,Bach::N,lækur,patak
128,Fluss::N,á,folyó
129,Fluss::N,fljót,folyó
130,Ufer::N,árbakki,part
131,Ufer::N,sjávarbakki,part
132,Küste::N,strönd,tengerpart
133,Festland::N,meginland,szárazföld
134,Meer::N,haf,tenger
135,Meer::N,sjór,tenger
136,Bucht::N,vík,öböl
137,Insel::N,eyja,sziget
138,Blume::N,blóm,virág
139,Gras::N,gras,fű
140,Wurzel::N,rót,gyökér
141,Baum::N,tré,fa
142,Stamm::N,stofn,tő
143,Stamm::N,stofn,törzs
144,Rinde::N,börkur,kéreg
145,Ast::N,grein,ág
146,Zweig::N,angi,gally
147,Zweig::N,kvistur,gally
148,Blatt::N,blað,levél
149,Birke::N,birki,nyír
150,Kiefer[Baum]::N,fura,fenyő
151,Weide[Baum]::N,víðir,fűz
152,Tanne::N,greni,fenyő
153,Horn::N,horn,szarv
154,Feder::N,fjöður,toll
155,Fell::N,skinn,szőr
156,Fell::N,skinn,bunda
157,Flügel::N,vængur,szárny
158,Klaue::N,kló,köröm
159,Kralle::N,kló,karom
160,Schwanz::N,rófa,farok
161,Schwanz::N,skott,farok
162,Ei::N,egg,tojás
163,Nest::N,hreiður,fészek
164,Bau::N,greni,odú
165,Bau::N,bæli,odú
166,Tier::N,dýr,állat
167,Herde::N,hjörð,nyáj
168,Herde::N,hjörð,csorda
169,Kuh::N,kýr,tehén
170,Bulle::N,boli,bika
171,Pferd::N,hestur,ló
172,Schaf::N,kind,juh
173,Schaf::N,kind,birka
174,Schwein::N,svín,sertés
175,Hund::N,hundur,eb
176,Hund::N,hundur,kutya
177,Katze::N,köttur,macska
178,Bär::N,björn,medve
179,Eichhörnchen::N,íkorni,mókus
180,Elch::N,elgur,jávorszarvas
181,Fuchs::N,refur,róka
182,Hase::N,héri,nyúl
183,Maus::N,mús,egér
184,Wolf::N,úlfur,farkas
185,Vogel::N,fugl,madár
186,Schwarm::N,sægur,raj
187,Huhn::N,hæna,tyúk
188,Hahn::N,hani,kakas
189,Gans::N,gæs,lúd
190,Gans::N,gæs,liba
191,Adler::N,örn,sas
192,Ente::N,önd,kacsa
193,Eule::N,uggla,bagoly
194,Kranich::N,trana,daru
195,Krähe::N,kráka,varjú
196,Kuckuck::N,gaukur,kakukk
197,Schwan::N,svanur,hattyú
198,Fisch::N,fiskur,hal
199,Barsch::N,aborri,sügér
200,Hecht::N,gedda,csuka
201,Schlange[Tier]::N,naðra,kígyó
202,Wurm::N,ormur,kukac
203,Spinne::N,kónguló,pók
204,Ameise::N,maur,hangya
205,Laus::N,lús,tetű
206,Mücke::N,mý,szúnyog
207,Mücke::N,mýfluga,szúnyog
208,Fliege::N,fluga,légy
209,Schmetterling::N,fiðrildi,lepke
210,Schmetterling::N,fiðrildi,pillangó
211,Beere::N,ber,bogyó
212,Apfel::N,epli,alma
213,Pilz::N,sveppur,gomba
214,Zwiebel::N,laukur,hagyma
215,Saat::N,fræ,vetőmag
216,Saat::N,útsæði,vetőmag
217,Korn::N,korn,mag
218,Korn::N,korn,szem
219,Heu::N,hey,széna
220,Schale::N,hýði,héj
221,Grube::N,gryfja,verem
222,Falle::N,gildra,csapda
223,Schlinge::N,snara,tőr
224,Spur::N,spor,nyom
225,Asche::N,aska,hamu
226,Dreck::N,óþverri,sár
227,Dreck::N,óþverri,piszok
228,Eisen::N,járn,vas
229,Gold::N,gull,arany
230,Silber::N,silfur,ezüst
231,Kohle::N,kol,szén
232,Glas::N,gler,üveg
233,Lehm::N,leir,agyag
234,Lehm::N,leir,vályog
235,Sand::N,sandur,homok
236,Mensch::N,maður,ember
237,Mensch::N,manneskja,ember
238,Mann::N,maður,úr
239,Mann::N,maður,férfi
240,Mann::N,karlmaður,úr
241,Mann::N,karlmaður,férfi
242,Frau::N,kona,nő
243,Frau::N,kona,asszony
244,Kind::N,barn,gyerek
245,Kind::N,barn,gyermek
246,Kind::N,krakki,gyerek
247,Kind::N,krakki,gyermek
248,Junge::N,drengur,fiú
249,Mädchen::N,stelpa,lány
250,Familie::N,fjölskylda,család
251,Großvater::N,afi,nagyapa
252,Großmutter::N,amma,nagyanya
253,Eltern::N,foreldrar,szülők
254,Vater::N,faðir,apa
255,Vater::N,faðir,atya
256,Mutter::N,móðir,anya
257,Sohn::N,sonur,fiú
258,Tochter::N,dóttir,lány
259,Bruder::N,bróðir,fivér
260,Bruder::N,bróðir,testvér
261,Schwester::N,systir,nővér
262,Schwester::N,systir,lánytestvér
263,Onkel::N,föðurbróðir,nagybácsi
264,Tante::N,frænka,nagynéni
265,Tante::N,móðursystir,nagynéni
266,Ehemann::N,eiginmaður,férj
267,Ehefrau::N,eiginkona,feleség
268,Freude::N,gleði,öröm
269,Gelächter::N,hlátur,nevetés
270,Gelächter::N,hlátur,hahotázás
271,Glück::N,gæfa,boldogság
272,Kummer::N,sorg,bánat
273,Wunsch::N,ósk,óhaj
274,Lust::N,fýsn,kedv
275,Lust::N,löngun,kedv
276,Geist::N,andi,elme
277,Geist::N,andi,szellem
278,Gedanke::N,hugsun,gondolat
279,Gedächtnis::N,minni,emlékezet
280,Verstand::N,vit,ész
281,Verstand::N,vit,értelem
282,Sinn::N,merking,értelem
283,Grund::N,ástæða,ok
284,Grund::N,ástæða,alap
285,Wahrheit::N,sannleikur,igaz
286,Wahrheit::N,sannleikur,igazság
287,Gespräch::N,samtal,beszélgetés
288,Märchen::N,ævintýri,mese
289,Erzählung::N,saga,elbeszélés
290,Nachricht::N,frétt,hír
291,Nachricht::N,frétt,híradás
292,Neuigkeit::N,frétt,újság
293,Name::N,nafn,név
294,Rätsel::N,gáta,rejtvény
295,Rede::N,ræða,beszéd
296,Rede::N,ræða,szónoklat
297,Sprache::N,mál,nyelv
298,Sprache::N,tungumál,nyelv
299,Stimme::N,rödd,hang
300,Wort::N,orð,szó
301,Zeichen::N,tákn,jel
302,Zeichen::N,merki,jel
303,Ruf::N,kall,kiáltás
304,Lärm::N,hávaði,zaj
305,Laut::N,hljóð,hang
306,Ton::N,tónn,hang
307,Lied::N,ljóð,dal
308,Lied::N,ljóð,ének
309,Lied::N,söngur,dal
310,Lied::N,söngur,ének
311,Ruhe::N,ró,csend
312,Ruhe::N,ró,nyugalom
313,Ruhe::N,kyrrð,csend
314,Ruhe::N,kyrrð,nyugalom
315,Leute::N,fólk,emberek
316,Volk::N,þjóð,nép
317,Arbeit::N,vinna,dolog
318,Gast::N,gestur,vendég
319,Geschenk::N,gjöf,ajándék
320,Spiel::N,leikur,játék
321,Gesellschaft::N,selskapur,társaság
322,Hilfe::N,hjálp,segítség
323,Freund::N,vinur,barát
324,Kamerad::N,félagi,társ
325,Angelegenheit::N,mál,ügy
326,Angelegenheit::N,málefni,ügy
327,Anzahl::N,tala,szám
328,Anzahl::N,fjöldi,szám
329,Art::N,tegund,faj
330,Art::N,tegund,fajta
331,Stück::N,biti,darab
332,Stück::N,stykki,darab
333,Teil::N,hluti,rész
334,Teil::N,partur,rész
335,Hälfte::N,helmingur,fél
336,Kreis::N,hringur,kör
337,Kreuz::N,kross,kereszt
338,Kreuz::N,krossmark,kereszt
339,Linie::N,lína,vonal
340,Strich::N,strik,vonás
341,Abstand::N,millibil,köz
342,Entfernung::N,fjarlægð,távolság
343,Gegend::N,hérað,táj
344,Gegend::N,hérað,vidék
345,Platz::N,pláss,hely
346,Ort::N,staður,hely
347,Seite::N,hlið,fél
348,Seite::N,hlið,oldal
349,Mitte::N,miðja,közép
350,Gegenstand::N,hlutur,tárgy
351,Sache::N,mál,dolog
352,Rand::N,brún,szél
353,Rand::N,brún,perem
354,Rand::N,brún,szegély
355,Kante::N,rönd,él
356,Ecke::N,horn,sarok
357,Ecke::N,horn,szöglet
358,Spitze::N,oddur,csúcs
359,Ende::N,endi,vég
360,Loch::N,gat,lyuk
361,Loch::N,hola,lyuk
362,Winkel::N,skot,szög
363,Winkel::N,krókur,szög
364,Muster::N,munstur,minta
365,Größe::N,stærð,nagyság
366,Länge::N,lengd,hossz
367,Länge::N,lengd,hosszúság
368,Höhe::N,hæð,magasság
369,Gewicht::N,vigt,súly
370,Gewicht::N,þyngd,súly
371,Menge::N,magn,sokaság
372,Menge::N,magn,mennyiség
373,Haufen::N,hrúga,halom
374,Haufen::N,haugur,halom
375,Reihe::N,röð,sor
376,Boot::N,bátur,csónak
377,Ruder::N,ár,evező
378,Schlitten::N,sleði,szánkó
379,Ski::N,skíði,sí
380,Lagerfeuer::N,varðeldur,tábortűz
381,Last::N,byrði,teher
382,Last::N,farmur,teher
383,Gang::N,ganga,járás
384,Schritt::N,skref,lépés
385,Norden::N,norður,észak
386,Süden::N,suður,dél
387,Westen::N,vestur,nyugat
388,Osten::N,austur,kelet
389,Holz::N,viður,fa
390,Brett::N,fjöl,deszka
391,Platte::N,flötur,lap
392,Platte::N,flötur,lemez
393,Stütze::N,stoð,támasz
394,Stütze::N,stoð,támaszték
395,Stange::N,stöng,rúd
396,Stange::N,stöng,pózna
397,Stock::N,prik,pálca
398,Stock::N,stafur,pálca
399,Stab::N,prik,bot
400,Stab::N,stafur,bot
401,Rohr::N,rör,cső
402,Rohr::N,pípa,cső
403,Haus::N,hús,ház
404,Heim::N,heimili,otthon
405,Ofen::N,ofn,kályha
406,Fußboden::N,gólf,padló
407,Tisch::N,borð,asztal
408,Stuhl::N,stóll,szék
409,Wiege::N,vagga,bölcső
410,Bett::N,rúm,ágy
411,Bett::N,hvíla,ágy
412,Regal::N,hilla,polc
413,Regal::N,hilla,állvány
414,Kiste::N,kassi,láda
415,Fenster::N,gluggi,ablak
416,Tür::N,dyr,ajtó
417,Tür::N,hurð,ajtó
418,Tor::N,hlið,kapu
419,Zaun::N,girðing,kerítés
420,Zaun::N,limgarður,kerítés
421,Dach::N,þak,tető
422,Leiter::N,stigi,létra
423,Besen::N,sópur,seprű
424,Spaten::N,spaði,ásó
425,Schaufel::N,skófla,lapát
426,Gabel::N,gaffall,villa
427,Löffel::N,skeið,kanál
428,Messer::N,hnífur,kés
429,Nagel::N,nögl,szeg
430,Netz::N,net,háló
431,Haken::N,krókur,kampó
432,Griff::N,tak,nyél
433,Griff::N,tak,fogantyú
434,Schloss::N,lás,zár
435,Bild::N,mynd,kép
436,Figur::N,stytta,alak
437,Puppe::N,brúða,bábu
438,Beutel::N,poki,zacskó
439,Beutel::N,baggi,zacskó
440,Bündel::N,böggull,köteg
441,Tasche::N,veski,táska
442,Eimer::N,fata,vödör
443,Deckel::N,lok,fedő
444,Deckel::N,lok,fedél
445,Geschirr::N,leirtau,edény
446,Sack::N,sekkur,zsák
447,Tasse::N,bolli,csésze
448,Topf::N,pottur,fazék
449,Kessel::N,ketill,üst
450,Kessel::N,ketill,bogrács
451,Essen::N,matur,evés
452,Essen::N,matur,étkezés
453,Nahrung::N,fæða,ennivaló
454,Speise::N,réttur,étel
455,Speise::N,matarréttur,étel
456,Fleisch::N,kjöt,hús
457,Getreide::N,korn,gabona
458,Brei::N,grautur,pép
459,Brei::N,grautur,kása
460,Brot::N,brauð,kenyér
461,Scheibe::N,sneið,szelet
462,Fett::N,fita,háj
463,Fett::N,fita,zsír
464,Butter::N,smjör,vaj
465,Öl::N,olía,olaj
466,Salz::N,salt,só
467,Suppe::N,súpa,leves
468,Honig::N,hunang,méz
469,Milch::N,mjólk,tej
470,Tee::N,te,tea
471,Leder::N,skinn,bőr
472,Wolle::N,ull,gyapjú
473,Stoff::N,dúkur,szövet
474,Nadel::N,nál,tű
475,Faden::N,þráður,fonál
476,Knopf::N,tala,gomb
477,Knopf::N,hnappur,gomb
478,Knoten::N,hnútur,csomó
479,Farbe::N,málning,szín
480,Farbe::N,málning,festék
481,Kleidung::N,búningur,ruha
482,Kleidung::N,búningur,ruházat
483,Kleidung::N,klæðnaður,ruha
484,Kleidung::N,klæðnaður,ruházat
485,Hemd::N,skyrta,ing
486,Kragen::N,kragi,gallér
487,Kragen::N,flibbi,gallér
488,Ärmel::N,ermi,ujj
489,Hose::N,buxur,gatya
490,Hose::N,buxur,nadrág
491,Gürtel::N,belti,öv
492,Mütze::N,húfa,sapka
493,Schuh::N,skór,cipő
494,Stiefel::N,stígvél,csizma
495,Ring::N,hringur,gyűrű
496,Band::N,band,szalag
497,Kamm::N,greiða,fésű
498,Spiegel::N,spegill,tükör
499,Riemen::N,ól,szíj
500,Riemen::N,reim,szíj
501,Schnur::N,snúra,zsinór
502,Leine::N,band,póráz
503,Decke::N,teppi,takaró
504,Kissen::N,koddi,párna
505,Tuch::N,klútur,kendő
506,Handtuch::N,þurrka,törülköző
507,Handtuch::N,handklæði,törülköző
508,Kraft::N,afl,erő
509,Kraft::N,kraftur,erő
510,Stärke::N,styrkur,erő
511,Stärke::N,styrkur,erősség
512,Gesundheit::N,heilsa,egészség
513,Gesundheit::N,heilbrigði,egészség
514,Krankheit::N,sjúkdómur,kór
515,Krankheit::N,sjúkdómur,betegség
516,Schmerz::N,sársauki,fájdalom
517,Wunde::N,sár,seb
518,Fieber::N,hitasótt,láz
519,Arznei::N,lyf,orvosság
520,Arznei::N,lyf,gyógyszer
521,Brücke::N,brú,híd
522,Brunnen::N,brunnur,kút
523,Weide::N,hagi,legelő
524,Pfad::N,stígur,ösvény
525,Weg::N,vegur,út
526,Straße::N,gata,út
527,Straße::N,stræti,út
528,Dorf::N,þorp,falu
529,Stadt::N,borg,város
530,Brief::N,bréf,levél
531,Buch::N,bók,könyv
532,Buchstabe::N,bókstafur,betű
533,Zeitung::N,dagblað,újság
534,Zeitung::N,dagblað,hírlap
535,Leben::N,líf,élet
536,Tod::N,dauði,halál
537,Grab::N,gröf,sír
538,Kirche::N,kirkja,templom
539,Sünde::N,synd,bűn
540,Sünde::N,synd,vétek
541,Gott::N,guð,isten
542,Arbeiter::N,verkamaður,munkás
543,Chef::N,yfirmaður,főnök
544,Meister::N,meistari,mester
545,Arzt::N,læknir,orvos
546,Lehrer::N,kennari,tanár
547,Lehrer::N,kennari,tanító
548,Geld::N,peningar,pénz
549,Geschäft::N,viðskipti,üzlet
550,Laden::N,búð,bolt
551,Laden::N,verslun,bolt
552,Preis::N,verð,ár
553,Ware::N,vara,áru
554,Nutzen::N,gagn,haszon
555,Reichtum::N,auður,gazdagság
556,Welt::N,veröld,világ
557,Land::N,land,ország
558,Staat::N,ríki,állam
559,König::N,konungur,király
560,Macht::N,vald,hatalom
561,Grenze::N,landamæri,határ
562,Krieg::N,stríð,háború
563,Feind::N,fjandmaður,ellenség
564,Gewalt::N,ofbeldi,erőszak
565,Kampf::N,bardagi,harc
566,Bogen[Waffe]::N,bogi,íj
567,Pfeil::N,ör,nyíl
568,Gewehr::N,byssa,puska
569,Gewehr::N,byssa,fegyver
570,Fehler::N,villa,hiba
571,Lüge::N,lygi,hazugság
572,Schaden::N,skemmd,kár
573,Unglück::N,óhamingja,csapás
574,Unglück::N,óhamingja,balszerencse
575,Schuld::N,sök,bűn
576,Alter::N,aldur,kor
577,Schluss::N,lok,vég
578,Schluss::N,lok,befejezés
579,Schluss::N,endir,vég
580,Schluss::N,endir,befejezés
581,Zeit::N,tími,idő
582,Tag::N,dagur,nap
583,Morgen::N,morgunn,reggel
584,Mittag::N,hádegi,dél
585,Abend::N,kvöld,este
586,Nacht::N,nótt,éj
587,Nacht::N,nótt,éjszaka
588,Woche::N,vika,hét
589,Monat::N,mánuður,hó
590,Monat::N,mánuður,hónap
591,Jahr::N,ár,év
592,Frühling::N,vor,tavasz
593,Sommer::N,sumar,nyár
594,Herbst::N,haust,ősz
595,Winter::N,vetur,tél
596,Januar::N,janúar,január
597,Februar::N,február,február
598,März::N,mars,március
599,April::N,apríl,április
600,Mai::N,maí,május
601,Juni::N,júní,június
602,Juli::N,júlí,július
603,August::N,ágúst,augusztus
604,September::N,september,szeptember
605,Oktober::N,október,október
606,November::N,nóvember,november
607,Dezember::N,desember,december
608,Montag::N,mánudagur,hétfő
609,Dienstag::N,þriðjudagur,kedd
610,Mittwoch::N,miðvikudagur,szerda
611,Donnerstag::N,fimmtudagur,csütörtök
612,Freitag::N,föstudagur,péntek
613,Samstag::N,laugardagur,szombat
614,Sonntag::N,sunnudagur,vasárnap
615,groß::A,stór,nagy
616,klein::A,lítill,pici
617,klein::A,lítill,kicsi
618,lang::A,langur,hosszú
619,kurz::A,stuttur,rövid
620,breit::A,breiður,széles
621,schmal::A,mjór,keskeny
622,dicht::A,þéttur,sűrű
623,dick[Gegenstand]::A,þykkur,vastag
624,dünn::A,þunnur,vékony
625,fein::A,fíngerður,vékony
626,fest::A,fastur,szilárd
627,flach::A,flatur,sík
628,flach::A,flatur,lapos
629,glatt::A,háll,sima
630,glatt::A,sléttur,sima
631,hart::A,harður,kemény
632,weich::A,mjúkur,puha
633,rund::A,kringlóttur,kerek
634,spitz::A,oddhvass,hegyes
635,scharf::A,beittur,éles
636,stumpf::A,bitlaus,tompa
637,stumpf::A,bitlaus,életlen
638,schwer::A,þungur,nehéz
639,schwer::A,þungur,súlyos
640,schön::A,fagur,szép
641,schön::A,fallegur,szép
642,heiß::A,heitur,forró
643,warm::A,hlýr,meleg
644,warm::A,heitur,meleg
645,kalt::A,kaldur,hideg
646,kühl::A,svalur,hűs
647,kühl::A,svalur,hűvös
648,frisch::A,frískur,üde
649,frisch::A,frískur,friss
650,feucht::A,rakur,nedves
651,feucht::A,þvalur,nedves
652,nass::A,votur,vizes
653,nass::A,blautur,vizes
654,trocken::A,þurr,száraz
655,voll::A,fullur,telt
656,leer::A,tómur,üres
657,offen::A,opinn,nyílt
658,offen::A,opinn,nyitott
659,geschlossen::A,lokaður,zárt
660,geschlossen::A,lokaður,csukott
661,sauber::A,þrifinn,tiszta
662,schmutzig::A,óhreinn,piszkos
663,schmutzig::A,óhreinn,szennyes
664,schmutzig::A,sóðalegur,piszkos
665,schmutzig::A,sóðalegur,szennyes
666,roh::A,hrár,nyers
667,reif::A,þroskaður,érett
668,lecker::A,ljúffengur,finom
669,süß::A,sætur,édes
670,bitter::A,beiskur,keserű
671,sauer::A,súr,savanyú
672,hell::A,bjartur,világos
673,dunkel::A,dimmur,sötét
674,schwarz::A,svartur,fekete
675,weiß::A,hvítur,fehér
676,rot::A,rauður,vörös
677,gelb::A,gulur,sárga
678,blau::A,blár,kék
679,grün::A,grænn,zöld
680,grau::A,grár,ősz
681,grau::A,grár,szürke
682,bunt::A,marglitur,tarka
683,bunt::A,marglitur,színes
684,billig::A,ódýr,olcsó
685,teuer::A,dýr,drága
686,wertvoll::A,verðmætur,értékes
687,blind::A,blindur,vak
688,taub::A,heyrnarlaus,süket
689,kräftig::A,öflugur,erős
690,stark::A,sterkur,erős
691,schwach::A,veill,gyenge
692,schwach::A,veill,erőtlen
693,fett::A,feitur,hájas
694,schlank::A,grannur,karcsú
695,schlank::A,spengilegur,karcsú
696,hübsch::A,snotur,csinos
697,hübsch::A,laglegur,csinos
698,böse::A,illur,rossz
699,böse::A,illur,gonosz
700,böse::A,vondur,rossz
701,böse::A,vondur,gonosz
702,dumm::A,heimskur,buta
703,dumm::A,heimskur,ostoba
704,faul::A,latur,lusta
705,fleißig::A,iðinn,szorgalmas
706,geizig::A,nískur,fukar
707,geizig::A,nískur,fösvény
708,klug::A,hygginn,okos
709,klug::A,hygginn,eszes
710,geschickt::A,fimur,ügyes
711,geschickt::A,laginn,ügyes
712,lieb::A,kær,drága
713,lieb::A,kær,kedves
714,lieb::A,ljúfur,drága
715,lieb::A,ljúfur,kedves
716,lustig::A,kátur,víg
717,lustig::A,kátur,vidám
718,sanft::A,blíður,enyhe
719,hungrig::A,soltinn,éhes
720,hungrig::A,hungraður,éhes
721,krank::A,sjúkur,beteg
722,nackt::A,nakinn,csupasz
723,nackt::A,nakinn,meztelen
724,traurig::A,dapur,bús
725,traurig::A,dapur,szomorú
726,traurig::A,hryggur,bús
727,traurig::A,hryggur,szomorú
728,lebendig::A,lifandi,élő
729,gut::A,góður,jó
730,schlecht::A,slæmur,rossz
731,schlecht::A,lélegur,rossz
732,richtig::A,réttur,helyes
733,schlimm::A,slæmur,rossz
734,wahr::A,sannur,igaz
735,alt::A,gamall,ó
736,alt::A,gamall,régi
737,neu::A,nýr,új
738,ehemalig::A,fyrrverandi,volt
739,ehemalig::A,fyrrverandi,egykori
740,alt[Lebewesen]::A,gamall,öreg
741,jung::A,ungur,fiatal
742,arm::A,vesall,szegény
743,arm::A,fátækur,szegény
744,reich::A,ríkur,gazdag
745,reich::A,auðugur,gazdag
746,bekannt::A,kunnugur,ismert
747,bekannt::A,kunnugur,ismeretes
748,berühmt::A,frægur,híres
749,fremd::A,framandi,idegen
750,fremd::A,ókunnugur,idegen
751,verschieden::A,ýmis,különböző
752,nah::A,nálægur,közeli
753,fern::A,fjarri,távoli
754,fern::A,fjarlægur,távoli
755,linker::A,vinstri,bal
756,rechter::A,hægri,jobb
757,anderer::A,annar,más
758,anderer::A,annar,másik
759,erster::A,fyrsti,első
760,zweiter::A,annar,második
761,dritter::A,þriðji,harmadik
762,letzter::A,síðasti,utolsó
763,allein::ADV,einn,egyedül
764,allein::ADV,aleinn,egyedül
765,auf einmal::ADV,allt í einu,egyszerre
766,zusammen::ADV,saman,együtt
767,zusammen::ADV,saman,összesen
768,lange::ADV,lengi,sokáig
769,lange::ADV,lengi,hosszan
770,plötzlich::ADV,skyndilega,hirtelen
771,plötzlich::ADV,skyndilega,egyszerre
772,sofort::ADV,strax,rögtön
773,sofort::ADV,strax,tüstént
774,sofort::ADV,þegar í stað,rögtön
775,sofort::ADV,þegar í stað,tüstént
776,später::ADV,seinna,későn
777,jetzt::ADV,nú,most
778,jetzt::ADV,núna,most
779,heute::ADV,í dag,ma
780,morgen::ADV,á morgun,holnap
781,bald::ADV,brátt,majd
782,bald::ADV,brátt,nemsokára
783,bald::ADV,bráðum,majd
784,bald::ADV,bráðum,nemsokára
785,dann::ADV,svo,akkor
786,dann::ADV,síðan,akkor
787,gestern::ADV,í gær,tegnap
788,einst::ADV,forðum,hajdan
789,damals::ADV,þá,akkor
790,damals::ADV,þá,akkoriban
791,damals::ADV,á þeim tímum,akkor
792,damals::ADV,á þeim tímum,akkoriban
793,danach::ADV,á eftir því,azután
794,vorher::ADV,áður,előbb
795,zuerst::ADV,fyrst,először
796,einmal::ADV,einu sinni,egyszer
797,manchmal::ADV,stundum,néha
798,manchmal::ADV,stundum,olykor
799,oft::ADV,oft,sokszor
800,immer::ADV,alltaf,mindig
801,immer::ADV,sífellt,mindig
802,niemals::ADV,aldrei,sohasem
803,hier::ADV,hér,itt
804,hierhin::ADV,hingað,erre
805,von hier::ADV,héðan,innen
806,dort::ADV,þar,ott
807,dort::ADV,þarna,ott
808,dorthin::ADV,þangað,oda
809,geradeaus::ADV,beint áfram,egyenesen
810,vorwärts::ADV,áfram,előre
811,rückwärts::ADV,aftur á bak,hátrafelé
812,zurück::ADV,aftur,hátra
813,zurück::ADV,aftur,vissza
814,zurück::ADV,til baka,hátra
815,zurück::ADV,til baka,vissza
816,unten::ADV,niðri,alul
817,unten::ADV,fyrir neðan,alul
818,hinab::ADV,niður,le
819,hinab::ADV,niður,lefelé
820,hinab::ADV,niður eftir,le
821,hinab::ADV,niður eftir,lefelé
822,oben::ADV,uppi,fenn
823,oben::ADV,uppi,felül
824,hinauf::ADV,upp,fel
825,hinauf::ADV,upp,felfelé
826,hinauf::ADV,upp eftir,fel
827,hinauf::ADV,upp eftir,felfelé
828,überall::ADV,alls staðar,mindenütt
829,nicht::ADV,ekki,nem
830,ein wenig::ADV,dálítið,egy kicsit
