,Concept_ID,en,sl
858,tauchen::V,dive,potápljati se
859,rudern::V,row,vesláti
860,fahren::V,drive,vozíti se
861,fahren::V,drive,peljáti se
862,fliegen::V,fly,létati
863,gehen::V,go,íti
864,weggehen::V,go away,odíti
865,abfahren::V,depart,odpeljáti se
866,anhalten::V,stop,ustáviti se
867,hineingehen::V,go in,íti nóter
868,eintreten::V,enter,vstopíti
869,kommen::V,come,príti
870,ankommen::V,arrive,prispéti
871,ankommen::V,arrive,prihájati
872,zurückkommen::V,come back,vrníti se
873,bleiben::V,stay,ostáti
874,warten::V,wait,čákati
875,erwarten::V,wait for,pričakováti
876,suchen::V,seek,iskáti
877,suchen::V,look for,iskáti
878,finden::V,find,nájti
879,versuchen::V,try,poskúšati
880,vorbereiten::V,prepare,pripráviti
881,lieben::V,love,ljubíti
882,mögen::V,like,márati
883,lachen::V,laugh,smejáti se
884,rühren::V,move,ganíti
885,weinen::V,weep,jókati
886,weinen::V,weep,plákati
887,schimpfen::V,grumble,psováti
888,schimpfen::V,grumble,zmérjati
889,sich ärgern::V,be annoyed,jezíti se
890,sich fürchten::V,be afraid,báti se
891,fürchten::V,be afraid of,báti se
892,fliehen::V,flee,bežáti
893,flüchten::V,escape,pobégniti
894,sehen::V,see,vídeti
895,anschauen::V,look at,oglédati
896,ansehen::V,watch,glédati
897,hören::V,hear,slíšati
898,zuhören::V,listen,poslúšati
899,probieren::V,taste,poskúšati
900,riechen::V,smell,dúhati
901,fühlen::V,feel,čutíti
902,scheinen::V,seem,zdéti se
903,zu sehen sein::V,show,vídeti se
904,vernehmen::V,hear,čúti
905,frieren::V,be cold,zébsti
906,tun::V,do,délati
907,können::V,can,môči
908,wollen::V,want,hotéti
909,anfangen::V,start,začéti
910,beenden::V,finish,dokončáti
911,aufhören::V,stop,prenéhati
912,gelingen::V,succeed,uspéti
913,gelingen::V,succeed,posréčiti se
914,geraten::V,turn out,obnêsti se
915,öffnen::V,open,odpréti
916,schließen::V,close,zapréti
917,stellen::V,put,postáviti
918,setzen::V,place,posadíti
919,legen::V,lay,položíti
920,berühren::V,touch,dotíkati se
921,verbinden::V,connect,obvézati
922,bedecken::V,cover,pokríti
923,aufhängen::V,hang up,obésiti
924,anzünden::V,light,zažgáti
925,aufheben::V,pick up,vzdígniti
926,zurücklassen::V,leave,zapustíti
927,verlieren::V,lose,izgubíti
928,fallen lassen::V,drop,navréči
929,machen::V,make,naredíti
930,machen::V,make,napráviti
931,herstellen::V,produce,izdélati
932,bauen::V,build,gradíti
933,reparieren::V,mend,popráviti
934,verbessern::V,improve,izbóljšati
935,ändern::V,alter,spremeníti
936,graben::V,dig,kopáti
937,graben::V,dig,grêbsti
938,beugen::V,bow,upogníti
939,biegen::V,bend,zavíjati
940,drehen::V,spin,vrtéti
941,wenden::V,turn,obrníti
942,umdrehen::V,turn around,zasúkati
943,heben::V,raise,dvígati
944,hochheben::V,lift,privzdígniti
945,ergreifen::V,seize,zgrábiti
946,halten::V,hold,držáti
947,drücken::V,press,tiščáti
948,schieben::V,push,ríniti
949,kratzen::V,scrape,práskati
950,lecken::V,lick,lízati
951,beißen::V,bite,grísti
952,abreißen::V,tear off,odtŕgati
953,abschneiden::V,cut off,odrézati
954,binden::V,tie,vézati
955,stecken::V,stick,vtakníti
956,brechen::V,break,lomíti
957,klopfen::V,knock,tólči
958,hauen::V,hit,séči
959,kleben::V,glue,lépiti
960,reiben::V,rub,tréti
961,reiben::V,rub,dŕgniti
962,streichen::V,spread,namázati
963,schleifen::V,grind,brúsiti
964,schneiden::V,cut,rézati
965,rütteln::V,jolt,strésti
966,schütteln::V,shake,majáti
967,schwenken::V,swing,obrníti
968,schütten::V,pour,sípati
969,füllen::V,fill,napolníti
970,einwickeln::V,wrap,zavíti
971,tragen::V,carry,nêsti
972,schleppen::V,drag,vláčiti
973,ziehen::V,pull,vléči
974,aufbewahren::V,keep,shranjeváti
975,werfen::V,throw,lúčati
976,fangen::V,catch,ujéti
977,packen::V,grab,prijéti
978,verstecken::V,hide,skríti
979,teilen::V,divide,razdelíti
980,schicken::V,send,pošíljati
981,bringen::V,bring,prinêsti
982,hinzufügen::V,add,pristáviti
983,bekommen::V,get,dobíti
984,erhalten::V,receive,prejéti
985,nehmen::V,take,vzéti
986,wählen::V,choose,izbírati
987,auswählen::V,select,izbráti
988,bewahren::V,preserve,ohraníti
989,behindern::V,hinder,ovírati
990,verderben::V,spoil,pokváriti
991,beschädigen::V,damage,poškodováti
992,zerbrechen::V,break,razlomíti
993,zerreißen::V,tear,raztŕgati
994,zerstören::V,destroy,razrúšiti
995,verbrennen::V,burn,sežgáti
996,geben::V,give,dáti
997,reichen::V,hand,séči
998,reichen::V,hand,molíti
999,schenken::V,give,podáriti
1000,versprechen::V,promise,obljubíti
1001,wünschen::V,wish,vóščiti
1002,loben::V,praise,hváliti
1003,küssen::V,kiss,poljubováti
1004,wiegen::V,rock,zíbati
1005,zudecken::V,cover,pokríti
1006,wecken::V,wake,zbudíti
1007,zeigen::V,show,pokázati
1008,führen::V,guide,vêsti
1009,lehren::V,teach,učíti
1010,unterrichten::V,instruct,poučeváti
1011,aufziehen::V,bring up,vzgojíti
1012,leiten::V,lead,uprávljati
1013,antreiben::V,urge,goníti
1014,lassen::V,let,povzročíti
1015,einladen::V,invite,povábiti
1016,vereinigen::V,unite,zdrúžiti
1017,besuchen::V,visit,obiskáti
1018,treffen::V,meet,pogodíti
1019,sich versammeln::V,assemble,zbráti se
1020,spielen::V,play,igráti se
1021,singen::V,sing,péti
1022,tanzen::V,dance,plésati
1023,sich trennen::V,separate,ločíti se
1024,verlassen::V,leave,zapustíti
1025,retten::V,rescue,réšiti
1026,bewachen::V,guard,strážiti
1027,schützen::V,protect,sčítiti
1028,verteidigen::V,defend,braníti
1029,sich schlagen::V,brawl,têpsti se
1030,schießen::V,shoot,stréljati
1031,siegen::V,win,zmágati
1032,ärgern::V,annoy,jezíti
1033,ärgern::V,annoy,razbúriti
1034,schlagen::V,beat,têpsti
1035,schlagen::V,beat,udáriti
1036,treten::V,kick,teptáti
1037,stechen::V,sting,ubôsti
1038,stoßen::V,shove,peháti
1039,stoßen::V,shove,drégniti
1040,stehlen::V,steal,ukrásti
1041,stehlen::V,steal,pokrásti
1042,stören::V,disturb,motíti
1043,belästigen::V,bother,nadlegováti
1044,verbergen::V,conceal,skríti
1045,täuschen::V,deceive,slepíti
1046,betrügen::V,cheat,várati
1047,betrügen::V,cheat,ogoljufáti
1048,töten::V,kill,ubíti
1049,wohnen::V,dwell,prebívati
1050,arbeiten::V,work,délati
1051,sammeln::V,gather,zbráti
1052,pflücken::V,pick,obráti
1053,jagen::V,hunt,lovíti
1054,fischen::V,fish,ribáriti
1055,fassen::V,catch,zajéti
1056,hüten::V,herd,pásti
1057,treiben::V,drive,pogánjati
1058,anbinden::V,tie up,privézati
1059,füttern::V,feed,kŕmiti
1060,melken::V,milk,mólsti
1061,hacken::V,chop,sékati
1062,gießen::V,water,ulíti
1063,reifen::V,ripen,zoréti
1064,zubereiten::V,cook,pripráviti
1065,kochen::V,boil,kúhati
1066,backen::V,bake,cvréti
1067,braten::V,fry,pêči
1068,umrühren::V,stir,preméšati
1069,stricken::V,knit,plêsti
1070,nähen::V,sew,šívati
1071,färben::V,dye,bárvati
1072,reinigen::V,clean,očístiti
1073,waschen::V,wash,opráti
1074,abwischen::V,wipe,obrísati
1075,spülen::V,rinse,splakováti
1076,fegen::V,sweep,pométati
1077,kehren::V,sweep,mésti
1078,baden::V,bath,kópati se
1079,sich waschen::V,wash,umíti se
1080,ausziehen::V,take off,izvléči
1081,anziehen::V,put on,obléči
1082,sich anziehen::V,get dressed,obléči se
1083,kämmen::V,comb,česáti
1084,schmücken::V,decorate,okrasíti
1085,sagen::V,say,dejáti
1086,sprechen::V,speak,govoríti
1087,reden::V,talk,rêči
1088,sich unterhalten::V,chat,razgovárjati se
1089,fragen::V,ask,vprášati
1090,bitten::V,request,prosíti
1091,erzählen::V,tell,práviti
1092,mitteilen::V,convey,naznániti
1093,nennen::V,name,imenováti
1094,rufen::V,call,klícati
1095,prahlen::V,brag,baháti se
1096,übersetzen::V,translate,prevêsti
1097,denken::V,think,mísliti
1098,glauben::V,believe,verjéti
1099,bemerken::V,notice,opáziti
1100,erkennen::V,recognize,spoznáti
1101,begreifen::V,grasp,pôjmiti
1102,verstehen::V,understand,razuméti
1103,lernen::V,learn,učíti se
1104,wissen::V,know,znáti
1105,wissen::V,know,védeti
1106,sich erinnern an::V,remember,spómniti se
1107,vergessen::V,forget,pozábiti
1108,messen::V,measure,mériti
1109,zählen::V,count,štéti
1110,rechnen::V,calculate,račúnati
1111,lesen::V,read,bráti
1112,lesen::V,read,čítati
1113,malen::V,paint,slíkati
1114,zeichnen::V,draw,rísati
1115,schreiben::V,write,písati
1116,besitzen::V,own,iméti
1117,kaufen::V,buy,kupíti
1118,verkaufen::V,sell,prodáti
1119,bezahlen::V,pay for,pláčati
1120,zahlen::V,pay,plačeváti
1121,beherrschen::V,rule,obvládati
1122,ertragen::V,endure,prenêsti
