,Concept_ID,ar,lbe
733,rechter::A,يمين,урчӏахсса
734,anderer::A,آخر,цамур
735,erster::A,أول,цалчинмур
736,erster::A,أول,цалчиннсса
737,zweiter::A,ثان,кӏилчиимур
738,dritter::A,ثالث,шамулчинмур
739,letzter::A,أخير,махъва-махъмур
740,allein::ADV,وحده,ялгъузну
741,auf einmal::ADV,بالمرة,
742,zusammen::ADV,معا,цачӏу
743,zusammen::ADV,معا,архӏал
744,lange::ADV,مدة طويلة,батӏи къабуклай
745,lange::ADV,مدة طويلة,хъунмасса хӏаллай
746,plötzlich::ADV,فجأة,цакуну
747,sofort::ADV,حالا,мугьлат бакъа
748,sofort::ADV,فورا,мугьлат бакъа
749,später::ADV,فيما بعد,махъ
750,jetzt::ADV,الآن,утти
751,jetzt::ADV,الآن,цӏана
752,jetzt::ADV,حاليا,утти
753,jetzt::ADV,حاليا,цӏана
754,heute::ADV,اليوم,хӏакьину
755,morgen::ADV,غدا,гьуит
756,morgen::ADV,غدا,гьунттий
757,bald::ADV,قريبا,
758,dann::ADV,ثم,яла
759,gestern::ADV,أمس,лахьхьу
760,gestern::ADV,البارحة,лахьхьу
761,einst::ADV,قديما,
762,damals::ADV,حينئذ,та чӏумал
763,danach::ADV,ثم,яла
764,danach::ADV,بعد ذلك,яла
765,vorher::ADV,من قبل,хьхьнчӏ
766,vorher::ADV,من قبل,хьхьичӏва
767,vorher::ADV,قبل ذلك,хьхьнчӏ
768,vorher::ADV,قبل ذلك,хьхьичӏва
769,zuerst::ADV,أولا,бакӏрай
770,zuerst::ADV,أولا,цӏу бутӏуй
771,einmal::ADV,مرة,цал
772,manchmal::ADV,أحيانا,ваксса-таксса
773,oft::ADV,كثيرا,чӏявуну
774,immer::ADV,دائما,мудан
775,immer::ADV,دائما,даиман
776,niemals::ADV,لا أبدا,тачӏав
777,hier::ADV,هنا,шикку
778,hierhin::ADV,إلى هنا,шиккун
779,von hier::ADV,من هنا,шичча
780,dort::ADV,هناك,гикку
781,dorthin::ADV,إلى هناك,тиккун
782,geradeaus::ADV,إلى الأمام,тӏайланм
783,vorwärts::ADV,إلى الأمام,хьхьичӏунмай
784,rückwärts::ADV,إلى الوراء,махъа-хьхьичӏунмай
785,zurück::ADV,عودا,махъунмай
786,zurück::ADV,إلى الخلف,махъунмай
787,unten::ADV,تحت,лув
788,unten::ADV,في الأسفل,лув
789,hinab::ADV,إلى تحت,бакӏ-ялавай
790,hinab::ADV,إلى تحت,бакӏъялавай
791,oben::ADV,فوق,ялув
792,oben::ADV,في الأعلى,ялув
793,hinauf::ADV,إلى فوق,лавай
794,hinauf::ADV,إلى الأعلى,лавай
795,überall::ADV,في كل مكان,гьариий
796,überall::ADV,في كل مكان,хьу-хьуний
797,überall::ADV,في كل مكان,гьарца кӏанай
798,nicht::ADV,لا,къа-
799,nicht::ADV,لم,къа-
800,ein wenig::ADV,قليلا,чанни
801,ein wenig::ADV,قليلا,ца чансса
802,kaum::ADV,كاد لا,дахьа
803,sehr::ADV,جدا,оьну
804,sehr::ADV,جدا,гужну
805,sehr::ADV,جدا,хъинну
806,sehr::ADV,كثيرا,оьну
807,sehr::ADV,كثيرا,гужну
808,sehr::ADV,كثيرا,хъинну
809,so::ADV,كذا,укукн
810,so::ADV,كذلك,укукн
811,noch::ADV,ما زال,гьала
812,noch::ADV,ما زال,уттигу
813,noch::ADV,ما زال,цакьинва
814,noch::ADV,ما زال,ттигу-шилагу
815,nur::ADV,فقط,анжагь
816,schon::ADV,قد,
817,wieder::ADV,من جديد,цӏуницӏа
818,wieder::ADV,مرة أخرى,цӏуницӏа
819,vergebens::ADV,عبثا,аьдада
820,vergebens::ADV,عبثا,нахӏакь
821,vor::PRP,أمام,хьхьичӏ
822,hinter::PRP,خلف,махъ
823,hinter::PRP,وراء,махъ
824,unter::PRP,تحت,лув
825,durch::PRP,عبر,-х
826,durch::PRP,خلال,-х
827,neben::PRP,جنب,чӏарав
828,neben::PRP,بجانب,чӏарав
829,zwischen::PRP,بين,дянив
830,wegen::PRP,بسبب,цӏаний
831,dies::PRN,هذا,ва
832,das::PRN,ذلك,та
833,das::PRN,ذلك,кӏа
834,das::PRN,ذلك,га
835,alles::PRN,الكل,щала
836,ich::PRN,أنا,на
837,du::PRN,أنت,ина
838,er::PRN,هو,му
839,wir::PRN,نحن,жу
840,ihr::PRN,أنتم,зу
841,ihr::PRN,أنتن,зу
842,sie::PRN,هم,
843,sie::PRN,هن,
844,was::FPRN,ما,ци
845,wer::FPRN,من,цу
846,wo::FADV,أين,чув
847,wohin::FADV,إلى أين,чун
848,wie::FADV,كيف,цукун
849,warum::FADV,لماذا,цан
850,wieviel::FNUM,كم,циксса
851,eins::NUM,واحد,ца
852,zwei::NUM,اثنين,кӏива
853,drei::NUM,ثلاثة,шамма
854,vier::NUM,أربعة,мукьа
855,vier::NUM,أربعة,мукьва
856,fünf::NUM,خمسة,ххюва
857,sechs::NUM,ستة,ряхва
858,sieben::NUM,سبعة,арула
859,acht::NUM,ثمانية,мяйва
860,neun::NUM,تسعة,урчӏва
861,zehn::NUM,عشرة,ацӏва
862,elf::NUM,أحد عشر,ацӏния цава
863,zwölf::NUM,اثنا عشر,ацӏиия кӏива
864,zwanzig::NUM,عشرون,кьува
865,dreißig::NUM,ثلاثون,зувира
866,vierzig::NUM,أربعون,мукьцӏала
867,fünfzig::NUM,خمسون,ххюцӏала
868,sechzig::NUM,ستون,ряхцӏала
869,siebzig::NUM,سبعون,
870,achtzig::NUM,ثمانون,мяйцӏала
871,neunzig::NUM,تسعون,урчӏцӏала
872,hundert::NUM,مئة,ттурш
873,hundert::NUM,مئة,ттуршва
874,tausend::NUM,ألف,азарва
875,und::CNJ,و,-гу
876,oder::CNJ,أو,я
877,oder::CNJ,أو,ягу
878,stehen::V,وقف,ацӏан
879,sitzen::V,جلس,щяивкӏун икӏан
880,liegen::V,رقد,утту нвхьуну икӏан
881,hängen::V,تعلق,зурчӏай тӏун
882,werden::V,صار,хьун
883,werden::V,أصبح,хьун
884,passieren::V,حدث,хьун
885,beginnen::V,ابتدأ,дайдишин
886,beginnen::V,ابتدأ,дайдирхьуну дикӏан
887,enden::V,انتهى,къуртал дан
888,wechseln::V,تغير,даххана хьун
889,wechseln::V,تغير,даххана дуллан
890,aufgehen[Sonne]::V,شرق,буклай бур
891,untergehen[Sonne]::V,غرب,лаглай бур
892,scheinen[Sonne]::V,أضاء,битан
893,scheinen[Sonne]::V,أضاء,чани буллан
894,donnern::V,رعد,тӏий бур
895,wehen::V,هب,бишлай бур
896,strömen::V,جرى,экьинан
897,fließen::V,سال,экьинан
898,sich drehen::V,دار,гьанан
899,schwanken::V,ترنح,хъюлчу тӏун
900,schwanken::V,ترنح,хӏуркку тӏун
901,schwingen::V,ترجح,хъюлчай тӏун
902,schwingen::V,ترجح,хъюлчу тӏун
903,fallen::V,سقط,багьлан
904,brennen::V,احترق,ччучлан
905,rauchen::V,دخن,пуркӏу тӏун
906,regnen::V,أمطر,лачӏун
907,regnen::V,أمطر,лачIлай дур
908,gefrieren::V,تجمد,микӏ лачӏун
909,tauen::V,ذاب,баслан
910,schmelzen::V,ذاب,баслан
911,trocknen::V,نشف,кьакьан
912,sieden::V,غلى,щаран
913,faulen::V,فسد,аьллан
914,verfaulen::V,تعفن,аьллан
915,verfaulen::V,تعفن,аьян
916,reißen::V,انقطع,ххя дукан
917,versinken::V,غرق,оькьлан
918,versinken::V,غرق,оькьан
919,vergehen::V,مضى,лялиян
920,erscheinen::V,لاح,буккан
921,erscheinen::V,لاح,загьир хьун
922,erscheinen::V,ظهر,буккан
923,erscheinen::V,ظهر,загьир хьун
924,verschwinden::V,غاب,бат хьун
925,verschwinden::V,غاب,акъа хьун
926,sinken::V,هبط,чахь учин
927,abnehmen::V,نقص,чан хьун
928,abnehmen::V,نقص,ссуссукьу хьун
929,zunehmen::V,ازداد,гьарза хьун
930,steigen::V,صعد,гьаз хьун
931,steigen::V,ارتفع,гьаз хьун
932,wachsen::V,نما,ххяххан
933,wachsen::V,نبت,ххяххан
934,glänzen::V,لمع,цӏай буккан
935,funkeln::V,تلألأ,цӏай-цӏай тӏун
936,lärmen::V,ضج,чӏу буллан
937,lärmen::V,ضج,аьлагъужа буллан
938,lärmen::V,صخب,чӏу буллан
939,lärmen::V,صخب,аьлагъужа буллан
940,läuten::V,قرع,занг ришлан
941,läuten::V,قرع,занг дуллан
942,klingeln::V,دق,занг ришлан
943,klingeln::V,دق,занг дуллан
944,klirren::V,قعقع,
945,brausen::V,عج,никъащилан
946,rauschen::V,حف,щурщур тӏун
947,klingen::V,رن,чӏу буклан
948,bellen::V,نبح,хӏап тӏун
949,heulen::V,عوى,
950,blasen::V,نفخ,уф тӏун
951,pfeifen::V,صفر,щютӏа тӏун
952,schreien::V,صرخ,чӏу бан
953,stöhnen::V,أن,угь-къак тӏун
954,zittern::V,ارتعش,зурзу чин
955,zittern::V,ارتعش,зурзу тӏун
956,leben::V,عاش,ялапар хъанан
957,geboren werden::V,ولد,ан
958,atmen::V,تنفس,ссихӏ ласлан
959,atmen::V,تنفس,ссихӏ бигьлан
960,trinken::V,شرب,хӏачӏан
961,trinken::V,شرب,хӏачӏлан
962,essen::V,أكل,канан
963,schlucken::V,جرع,кьюлтӏа тӏун
964,müde werden::V,تعب,аьхчӏин
965,einschlafen::V,نام,шанан икӏан
966,schlafen::V,نام,шанан
967,aufwachen::V,استيقظ,чантӏ учин
968,aufstehen::V,قام,бизан
969,sich erholen::V,استجم,бигьалаган
970,krank werden::V,مرض,къашай хьун
971,krank sein::V,مرض,къашай хъанан
972,krank sein::V,مرض,къашавай икӏан
973,schmerzen::V,آلم,цӏун
974,husten::V,كح,хъугьу чин
975,husten::V,كح,хъугьу тӏун
976,husten::V,سعل,хъугьу чин
977,husten::V,سعل,хъугьу тӏун
978,genesen::V,نقه,хъин хьун
979,genesen::V,نقه,сагъ лаган
980,sterben::V,مات,ивчӏан
981,umkommen::V,هلك,лиллан
982,umkommen::V,هلك,литӏлан
983,umkommen::V,هلك,ажал биян
984,umkommen::V,هلك,личӏи хьун
985,umkommen::V,هلك,иакьлу хьун
986,umkommen::V,هلك,ахир жан хъанан
987,umkommen::V,هلك,рухӏирачӏа икӏан
988,sich bewegen::V,تحرك,сукку хьун
989,sich rühren::V,تحرك,сукку хьун
990,sich erheben::V,قام,бизан
991,sich setzen::V,جلس,щяикӏан
992,sich setzen::V,جلس,щябикӏан
993,hinfallen::V,وقع,багьан
994,laufen::V,مشى,занан
995,schreiten::V,خطا,ша ласлан
996,spazierengehen::V,تنزه,сайр буллан
997,eilen::V,عجل,анавар буккан
998,sich beeilen::V,استعجل,анавар буккан
999,sausen::V,أسرع,никъа щилан
1000,sausen::V,أسرع,никъа щун
1001,rennen::V,عدا,лечлан
1002,rennen::V,ركض,лечлан
1003,springen::V,قفز,тӏанкӏ дан
1004,klettern::V,تسلق,лахълан
1005,schaukeln::V,تأرجح,гьайжак бигьлан
1006,kriechen::V,دب,ххярк тӏун
1007,kriechen::V,زحف,ххярк тӏун
1008,schwimmen::V,سبح,гьузун
1009,tauchen::V,غطس,лултту уккан
1010,rudern::V,جذف,бяхлан
1011,rudern::V,جذف,батӏлан
1012,rudern::V,جذف,ххялаххи дуклан
1013,fahren::V,ركب,гьан
1014,fahren::V,سافر,гьан
1015,fliegen::V,طار,лехлан
1016,gehen::V,سار,нан
1017,gehen::V,ذهب,нан
1018,weggehen::V,ذهب,ялагьан
1019,weggehen::V,انصرف,ялагьан
1020,abfahren::V,رحل,гьан
1021,anhalten::V,توقف,бацӏан
1022,hineingehen::V,دخل,буххан
1023,eintreten::V,دخل,буххан
1024,kommen::V,أتى,учӏан
1025,kommen::V,جاء,учӏан
1026,ankommen::V,وصل,биян
1027,ankommen::V,وصل,бучӏан
1028,zurückkommen::V,عاد,зана хъун
1029,zurückkommen::V,عاد,зана бикӏан
1030,zurückkommen::V,رجع,зана хъун
1031,zurückkommen::V,رجع,зана бикӏан
1032,bleiben::V,مكث,личӏан
1033,warten::V,انتظر,ялугьлан
1034,erwarten::V,ترقب,ялугьлан
1035,erwarten::V,انتظر,ялугьлан
1036,suchen::V,بحث,луглан
1037,finden::V,وجد,лякъин
1038,versuchen::V,حاول,ххал буллан
1039,vorbereiten::V,أعد,хӏадур бан
1040,vorbereiten::V,حضر,хӏадур бан
1041,lieben::V,أحب,эшкьи хьуиу бикӏан
1042,mögen::V,أحب,ххиран бикӏан
1043,lachen::V,ضحك,хъян
1044,rühren::V,أثر,
1045,weinen::V,بكى,аьтӏун
1046,schimpfen::V,سب,дяъван
1047,schimpfen::V,سب,ссугайи агьан
1048,schimpfen::V,شتم,дяъван
1049,schimpfen::V,شتم,ссугайи агьан
1050,sich ärgern::V,زعل,ссибизлан
1051,sich fürchten::V,هاب,ингъауслан
1052,fürchten::V,خاف,хӏучӏ тӏун
1053,fürchten::V,خشي,хӏучӏ тӏун
1054,fliehen::V,هرب,ака бан
1055,flüchten::V,فر,лихъан
1056,sehen::V,رأى,чӏалан
1057,anschauen::V,نظر,урган
1058,ansehen::V,نظر,буруглан
1059,hören::V,سمع,баллан
1060,zuhören::V,أصغى,вичӏи дихьлан
1061,probieren::V,ذاق,тӏин ххал буллан
1062,riechen::V,شم,ссунтӏа тӏун
1063,riechen::V,استنشق,ссунтӏа тӏун
1064,fühlen::V,شعر,дакӏнил буслан
1065,scheinen::V,ظهر,ххан
1066,scheinen::V,ظهر,бизан
1067,scheinen::V,ظهر,ххан бикӏлай бикӏан
1068,zu sehen sein::V,ظهر,
1069,vernehmen::V,سمع,баян
1070,frieren::V,بردان,лигьулул хъанан
1071,tun::V,فعل,бан
1072,können::V,قدر,хьун
1073,können::V,استطاع,хьун
1074,wollen::V,شاء,
1075,wollen::V,أراد,
1076,anfangen::V,بدأ,дайдишин
1077,beenden::V,أنهى,къуртал бан
1078,aufhören::V,توقف,кьабагьан
1079,aufhören::V,انقطع,кьабагьан
1080,gelingen::V,نجح,бюхъан
1081,geraten::V,طلع,
1082,öffnen::V,فتح,тӏитӏин
1083,schließen::V,أغلق,лакьин
1084,stellen::V,وضع,дацӏан дан
1085,stellen::V,وضع,бишин
1086,stellen::V,أقام,дацӏан дан
1087,stellen::V,أقام,бишин
1088,setzen::V,أجلس,щяитан
1089,legen::V,وضع,бишин
1090,berühren::V,مس,ка щун
1091,berühren::V,لمس,ка щун
1092,verbinden::V,ربط,бахӏин
1093,verbinden::V,ربط,дахӏин
1094,verbinden::V,وصل,бахӏин
1095,verbinden::V,وصل,дахӏин
1096,bedecken::V,غطى,ялтту бущин
1097,bedecken::V,غطى,ялтту бакьин
1098,aufhängen::V,علق,лахъан
1099,anzünden::V,أوقد,лахъан
1100,aufheben::V,لقط,гьаз бан
1101,zurücklassen::V,ترك,кьаитан
1102,zurücklassen::V,ترك,битан
1103,verlieren::V,فقد,дакъа дан
1104,fallen lassen::V,أسقط,рутан
1105,machen::V,فعل,дан
1106,herstellen::V,صنع,яраг ишла бувиу бан
1107,herstellen::V,أنتج,яраг ишла бувиу бан
1108,bauen::V,بنى,дан
1109,bauen::V,شيد,дан
1110,reparieren::V,صلح,дакьин дан
1111,verbessern::V,صحح,ххуй дан
1112,ändern::V,غير,баххана бан
1113,graben::V,حفر,дуклан
1114,beugen::V,ثنى,лахӏан бан
1115,beugen::V,ثنى,кьус бикӏан
1116,beugen::V,أحنى,лахӏан бан
1117,beugen::V,أحنى,кьус бикӏан
1118,biegen::V,لوى,баччин
1119,biegen::V,لوى,лахӏан бан
1120,drehen::V,أدار,гьанан
1121,drehen::V,دور,гьанан
1122,wenden::V,قلب,кӏура баен бан
1123,umdrehen::V,قلب,кӏура баен бан
1124,heben::V,رفع,гьаз бан
1125,hochheben::V,رفع,гьаз бан
1126,ergreifen::V,مسك,хъап дан
1127,ergreifen::V,مسك,хъап увиу угьан
1128,halten::V,مسك,бугьлан
1129,drücken::V,ضغط,кьюч бигьлан
1130,schieben::V,حرك,щун
1131,kratzen::V,خدش,
1132,lecken::V,لعق,ланцӏа тӏун
1133,beißen::V,عض,хъапа тӏун
1134,beißen::V,عض,кьацӏа тӏун
1135,abreißen::V,قلع,буцан
1136,abschneiden::V,قطع,бухъан
1137,abschneiden::V,قطع,кьукьин
1138,binden::V,ربط,бахӏин
1139,binden::V,ربط,дахӏин
1140,stecken::V,دس,
1141,brechen::V,كسر,гъагъан
1142,klopfen::V,طرق,кьутӏа тӏун
1143,hauen::V,ضرب,рищун
1144,kleben::V,ألصق,лачӏун буллан
1145,reiben::V,حك,ссуку буллан
1146,streichen::V,نشر,дугъан
1147,streichen::V,نشر,аьгъу дан
1148,schleifen::V,سن,
1149,schneiden::V,قطع,духълан
1150,schneiden::V,قطع,кьукьлан
1151,rütteln::V,رج,
1152,schütteln::V,هز,хъюлчу буллан
1153,schwenken::V,لوح,палцӏ дуллан
1154,schütten::V,صب,рутӏин
1155,füllen::V,ملأ,буцӏин бан
1156,einwickeln::V,لف,кай-кай бан
1157,tragen::V,حمل,ларсун занан
1158,tragen::V,حمل,ларсун ачин
1159,schleppen::V,سحب,ххилан
1160,ziehen::V,سحب,
1161,aufbewahren::V,حفظ,ядан
1162,aufbewahren::V,حفظ,ядуллан
1163,werfen::V,رمى,личин
1164,werfen::V,ألقى,личин
1165,fangen::V,التقط,бугьан
1166,fangen::V,التقط,бугьлан
1167,packen::V,مسك,
1168,verstecken::V,خبأ,ладитан
1169,verstecken::V,خبأ,кьюлтӏ дан
1170,verstecken::V,خبأ,дахьлаган дан
1171,teilen::V,قسم,бачӏин
1172,teilen::V,قسم,бутӏа бан
1173,schicken::V,بعث,тӏайла буккан
1174,schicken::V,أرسل,тӏайла буккан
1175,bringen::V,جلب,диян дан
1176,hinzufügen::V,أضاف,ххи бан
1177,bekommen::V,حصل,ласун
1178,erhalten::V,استلم,ласун
1179,nehmen::V,أخذ,ласун
1180,wählen::V,اختار,бувчӏин
1181,auswählen::V,انتقى,бувчӏин
1182,auswählen::V,انتقى,язи бугьан
1183,bewahren::V,حافظ,ядан
1184,behindern::V,عاق,дайщишруду дуллан
1185,verderben::V,أفسد,зия дан
1186,beschädigen::V,أضر,зарал буллан
1187,zerbrechen::V,كسر,гьагъан
1188,zerbrechen::V,كسر,гьагъан бан
1189,zerreißen::V,مزق,ххяхха дуккан
1190,zerstören::V,دمر,лекьан дан
1191,verbrennen::V,حرق,ччуччин
1192,geben::V,أعطى,дулун
1193,reichen::V,ناول,дулун
1194,schenken::V,وهب,пишкаш дан
1195,schenken::V,وهب,багъишла дан
1196,schenken::V,وهب,ихӏсандалун дуллун
1197,versprechen::V,وعد,банна чин
1198,wünschen::V,تمنى,
1199,loben::V,مدح,цӏа дан
1200,küssen::V,قبل,ппай тӏун
1201,wiegen::V,هدهد,гьуркку тӏун
1202,wiegen::V,هدهد,гьуркку буллан
1203,wiegen::V,هدهد,гьуркку бан
1204,zudecken::V,غطى,
1205,wecken::V,أيقظ,чантӏ учин ан
1206,zeigen::V,أرى,ккаккан бан
1207,führen::V,دل,буцин
1208,lehren::V,علم,лахьхьин бан
1209,lehren::V,علم,лахьхьин буллан
1210,unterrichten::V,علم,дарс дишаван
1211,aufziehen::V,ربى,хъуна ан
1212,aufziehen::V,ربى,тарбия ан
1213,leiten::V,دل,каялувшиву дан
1214,leiten::V,أدار,каялувшиву дан
1215,antreiben::V,حث,
1216,lassen::V,حدا,
1217,einladen::V,دعا,хъамалу оьвчин
1218,vereinigen::V,وحد,ца бан
1219,besuchen::V,زار,ялун уххан
1220,treffen::V,قابل,хьуна бакьин
1221,sich versammeln::V,اجتمع,батӏин
1222,spielen::V,لعب,тӏуркӏу тӏун
1223,singen::V,غنى,балай тӏун
1224,tanzen::V,رقص,къавтӏун
1225,sich trennen::V,افترق,ппив хьун
1226,verlassen::V,ترك,увккун гьан
1227,retten::V,نجى,ххассал бан
1228,retten::V,أنقذ,ххассал бан
1229,bewachen::V,حرس,къарал бан
1230,schützen::V,حمى,ябан
1231,verteidigen::V,دافع,буруччин
1232,sich schlagen::V,تضارب,биян
1233,schießen::V,أطلق,битлан
1234,siegen::V,انتصر,ххув хьун
1235,siegen::V,انتصر,ххувшаву ласун
1236,ärgern::V,أزعل,ссибизан уллан
1237,schlagen::V,ضرب,рищун
1238,treten::V,رفس,
1239,stechen::V,شك,кьутӏин
1240,stoßen::V,دفع,щун
1241,stehlen::V,سرق,дацин
1242,stören::V,ضايق,кьючин
1243,belästigen::V,أزعج,бизар уллан
1244,verbergen::V,كتم,лабитан
1245,verbergen::V,كتم,кӏучӏ бан
1246,täuschen::V,خدع,хъяврин ан
1247,betrügen::V,غش,аьикьин ан
1248,töten::V,قتل,ивчӏан
1249,wohnen::V,سكن,оьрму бутлан
1250,arbeiten::V,عمل,зун
1251,arbeiten::V,اشتغل,зун
1252,sammeln::V,جمع,ттихӏин
1253,sammeln::V,جمع,вив дишин
1254,pflücken::V,جنى,риттун
1255,pflücken::V,قطف,риттун
1256,jagen::V,صاد,авли занан
1257,fischen::V,اصطاد,чавахъру бугьлан
1258,fassen::V,قبض,бугьан
1259,hüten::V,رعى,урттуйн бакьлан
1260,treiben::V,ساق,дачин дуллан
1261,treiben::V,ساق,лихъан буллан
1262,anbinden::V,ربط,бахӏин
1263,füttern::V,علف,канаки буллан
1264,melken::V,حلب,ттизин
1265,hacken::V,فرم,мюрш буллан
1266,hacken::V,فرم,мюрш бан
1267,gießen::V,سقى,щин дишин
1268,reifen::V,نضج,диян
1269,zubereiten::V,حضر,хӏадур дан
1270,zubereiten::V,حضر,хӏадур бан
1271,kochen::V,طبخ,шашан
1272,kochen::V,طبخ,шашан дуллан
1273,backen::V,خبز,бишлан
1274,backen::V,خبز,шахьлан
1275,braten::V,قلى,цӏарайх дуллан
1276,braten::V,حمر,цӏарайх дуллан
1277,umrühren::V,قلب,хӏала бан
1278,stricken::V,حاك,щащлан
1279,stricken::V,حاك,щащан
1280,nähen::V,خاط,дуруххан
1281,färben::V,صبغ,ранг щун
1282,färben::V,لون,ранг щун
1283,reinigen::V,نظف,марцӏ бан
1284,waschen::V,غسل,шюшин
1285,abwischen::V,مسح,лишин
1286,spülen::V,شطف,вилаган
1287,fegen::V,كنس,башин
1288,kehren::V,كنس,бахьлан
1289,baden::V,استحم,щинавун учӏлан
1290,sich waschen::V,اغتسل,диссун
1291,sich waschen::V,اغتسل,лажин диссун
1292,sich waschen::V,اغتسل,лажин дислан
1293,sich waschen::V,اغتسل,биссун
1294,sich waschen::V,اغتسل,чурх бислан
1295,ausziehen::V,خلع,ликкан
1296,anziehen::V,لبس,лаххан
1297,sich anziehen::V,اكتسى,янна лаххан
1298,kämmen::V,مشط,ттарал дуккан
1299,schmücken::V,زين,чӏюлу бан
1300,sagen::V,قال,учин
1301,sprechen::V,تكلم,гъалгъа тӏун
1302,reden::V,تكلم,гъалгъа тӏун
1303,sich unterhalten::V,تحادث,гъалгъа тӏун
1304,fragen::V,سأل,цӏуххин
1305,bitten::V,رجا,тавакъю буллан
1306,erzählen::V,حكي,хавар бусан
1307,mitteilen::V,بلغ,баян бан
1308,mitteilen::V,بلغ,хавар бан
1309,nennen::V,سمى,цӏа дизан
1310,rufen::V,نادى,оьвтӏун
1311,prahlen::V,فشر,цӏа дуллан
1312,prahlen::V,تفاخر,цӏа дуллан
1313,übersetzen::V,ترجم,таржума бан
1314,denken::V,فكر,пикри буллан
1315,glauben::V,اعتقد,вих хьун
1316,bemerken::V,لاحظ,хӏисав хъун
1317,erkennen::V,عرف,увчӏин
1318,begreifen::V,فهم,бувчӏин
1319,begreifen::V,أدرك,бувчӏин
1320,verstehen::V,فهم,
1321,lernen::V,درس,лахьлан
1322,lernen::V,درس,лахьхьин
1323,wissen::V,علم,кӏулну бикӏан
1324,wissen::V,علم,хавар бикӏан
1325,sich erinnern an::V,تذكر,дакӏнин бутан
1326,vergessen::V,نسي,хъама битан
1327,messen::V,قاس,дуцин дуллан
1328,messen::V,قاس,дуцин дан
1329,zählen::V,عد,дуккин
1330,zählen::V,أحصى,дуккин
1331,rechnen::V,حسب,хӏисав дан
1332,lesen::V,قرأ,ккалан
1333,malen::V,صور,сурат дуллан
1334,zeichnen::V,رسم,сурат дуллан
1335,schreiben::V,كتب,чичин
1336,schreiben::V,كتب,чичлан
1337,besitzen::V,حاز,дуну икӏан
1338,besitzen::V,حاز,дуну дикӏан
1339,besitzen::V,حاز,заллуну икӏан
1340,besitzen::V,ملك,дуну икӏан
1341,besitzen::V,ملك,дуну дикӏан
1342,besitzen::V,ملك,заллуну икӏан
1343,kaufen::V,اشترى,машан ласун
1344,verkaufen::V,باع,баххан
1345,bezahlen::V,دفع,арцу дулун
1346,bezahlen::V,دفع,багьа булун
1347,zahlen::V,سدد,арцу дулун
1348,zahlen::V,سدد,багьа булун
1349,beherrschen::V,حكم,дуну икӏан
1350,beherrschen::V,حكم,заллуну икӏан
1351,ertragen::V,أطاق,бухӏан
1352,ertragen::V,تحمل,бухӏан
