,Concept_ID,ba,ady
655,fern::A,йыраҡ,чыжьэ
656,linker::A,һул,сэмэ́гу
657,rechter::A,уң,джабгъу
658,anderer::A,бутән,нэмы́кӏ
659,erster::A,тәүге,апэр
660,zweiter::A,икенсе,я́тӏонэр
661,dritter::A,өсөнсө,ящэнэр
662,letzter::A,һуңғы,аужыр
663,allein::ADV,бер үҙе,зы
664,allein::ADV,яңғыҙ,зы
665,auf einmal::ADV,бер юлы,ардэдэм
666,auf einmal::ADV,бер юлы,асыхьатым
667,zusammen::ADV,бергә,зэгъусэхэ́у
668,lange::ADV,оҙаҡ,бэрэ́
669,plötzlich::ADV,ҡапыл,зэкӏэм
670,sofort::ADV,шунда уҡ,ардэдэм
671,sofort::ADV,шунда уҡ,асыхьатым
672,später::ADV,һуңыраҡ,нэужым
673,jetzt::ADV,хәҙер,джы
674,heute::ADV,бөгөн,непэ́
675,morgen::ADV,иртәгә,неу́щы
676,bald::ADV,тиҙҙән,псынкӏэу
677,dann::ADV,һуңынан,нэужым
678,gestern::ADV,кисә,тыгъуа́с
679,einst::ADV,ҡасандыр,зэгорэ́м
680,einst::ADV,бер баҡыт,зэгорэ́м
681,damals::ADV,ул саҡта,армэ
682,damals::ADV,ул саҡта,ащыгъум
683,danach::ADV,һуңынан,нэужым
684,vorher::ADV,элек,нахьыпэм
685,zuerst::ADV,башта,
686,einmal::ADV,бер,зэ
687,manchmal::ADV,ҡайһы берҙә,
688,oft::ADV,йыш,бэрэ
689,immer::ADV,һәр ҡасан,ренэ́у
690,niemals::ADV,бер ҡасан да,
691,niemals::ADV,бер ваҡытта ла,
692,hier::ADV,бында,
693,hierhin::ADV,бында,
694,von hier::ADV,бынан,
695,von hier::ADV,ошонан,
696,dort::ADV,шунда,модэ
697,dort::ADV,тегендә,модэ
698,dorthin::ADV,шунда,модэ́
699,dorthin::ADV,тегеләй,модэ́
700,geradeaus::ADV,тура,занкӏэу
701,vorwärts::ADV,алға,ыпэкӏэ
702,rückwärts::ADV,кирегә,ыужыкӏэ́
703,zurück::ADV,кирегә,ыужыкӏэ́
704,unten::ADV,түбәндә,ычӏэкӏэ́
705,hinab::ADV,түбәнгә,ычӏэгъы́
706,hinab::ADV,түбәнгә,ычӏэкӏэ́
707,oben::ADV,юғарыла,ышъхьагъы
708,hinauf::ADV,юғарыға,ышъхьагъыкӏэ
709,überall::ADV,бөтә урында,тыди́
710,überall::ADV,бөтә урында,тыдэкӏи́
711,nicht::ADV,тугел,-п
712,nicht::ADV,тугел,мы-
713,ein wenig::ADV,аҙ,тӏэкӏу
714,kaum::ADV,көскә,къоды́й
715,kaum::ADV,саҡ-саҡ,къоды́й
716,sehr::ADV,ифат,дэд
717,so::ADV,шулай,ащ фэд
718,so::ADV,шулай,мыщ фэд
719,so::ADV,шулай,джащ фэд
720,noch::ADV,йәнә,джыри
721,nur::ADV,бары,ныӏэ́п
722,schon::ADV,инде,
723,wieder::ADV,тағы,джыри
724,vergebens::ADV,бушҡа,пкӏэнчъэ́у
725,vor::PRP,алдында,пашъхьэ́
726,hinter::PRP,артында,кӏы́б
727,unter::PRP,аҫтында,чӏэ-
728,durch::PRP,үтә,пхыры-
729,neben::PRP,эргәһендә,дэжь
730,zwischen::PRP,араһында,азыфа́гу
731,wegen::PRP,өсөн,къы-
732,wegen::PRP,сәбәпле,къы-
733,dies::PRN,был,ар
734,dies::PRN,ошо,ар
735,das::PRN,ул,а
736,das::PRN,ул,мо
737,alles::PRN,бөтә,зэкӏэ́
738,ich::PRN,мин,сэ
739,du::PRN,һин,о
740,er::PRN,ул,ар
741,wir::PRN,беҙ,тэ
742,ihr::PRN,һеҙ,шъо
743,sie::PRN,улар,ахэр
744,was::FPRN,ә,сыд
745,was::FPRN,ни,сыд
746,was::FPRN,нәмә,сыд
747,wer::FPRN,ҡем,хэт
748,wo::FADV,ҡайҙа,тыдэ́
749,wohin::FADV,ҡайҙа,тыдэ́
750,wie::FADV,инидәй,сыдэущтэ́у
751,warum::FADV,ин өсөн,сыд пае́
752,wieviel::FNUM,күпме,тхьапш
753,wieviel::FNUM,күпме,сыд фэди́з
754,eins::NUM,бер,зы
755,zwei::NUM,ике,тӏу
756,zwei::NUM,икәү,тӏу
757,drei::NUM,өс,щы
758,vier::NUM,дүрт,плӏы
759,fünf::NUM,биш,тфы
760,sechs::NUM,алты,хы
761,sieben::NUM,ете,блы
762,acht::NUM,һигеҙ,и
763,neun::NUM,туғыҙ,бгъу
764,zehn::NUM,ун,пшӏы
765,elf::NUM,ун бер,пшӏыкӏузы́
766,zwölf::NUM,ун ике,пшӏыкӏутӏу
767,zwanzig::NUM,егерме,тӏокӏы́
768,dreißig::NUM,утыҙ,щэкӏы
769,vierzig::NUM,ҡырҡ,тӏокӏи́тӏу
770,fünfzig::NUM,илле,шъэны́ыкъу
771,sechzig::NUM,алтмыш,тӏокӏи́щ
772,siebzig::NUM,етмеш,тӏокӏищырэ́ пшӏырэ́
773,achtzig::NUM,һикһән,тӏокӏи́пӏ
774,neunzig::NUM,туҡһан,тӏокӏиилӏырэ́ пшӏырэ́
775,hundert::NUM,йөҙ,шъэ
776,tausend::NUM,мең,мин
777,und::CNJ,да,ыкӏи
778,oder::CNJ,йәки,е
779,stehen::V,тороу,ущытын
780,stehen::V,тороу,умыхъыен
781,sitzen::V,ултырыу,уисын
782,sitzen::V,ултырыу,утесын
783,liegen::V,ятыу,телъы́н
784,hängen::V,аҫылынып тороу,къыщылэлын
785,hängen::V,аҫылынып тороу,къыщылэлын щыгъын быхъур
786,werden::V,булыу,хъун
787,passieren::V,булыу,къэхъун
788,beginnen::V,башлау,къежьэн
789,beginnen::V,башлау,къыублэн
790,enden::V,бөтөү,ухы́н
791,enden::V,тамамланыү,ухы́н
792,wechseln::V,үҙгәреү,зэхъожьы́н
793,aufgehen[Sonne]::V,ҡалҡыу,къыкъокӏы́н
794,untergehen[Sonne]::V,байыу,къохьан
795,scheinen[Sonne]::V,яҡтыртып тороу,къепсыи
796,donnern::V,күкрәү,гъогъон
797,wehen::V,иҫеү,епщэ́н
798,strömen::V,ташыу,чъэн
799,fließen::V,ағыу,чъэн
800,sich drehen::V,әйләнеү,зыгъэчэрэгъу́н
801,schwanken::V,тирбәлеү,хъые́н
802,schwingen::V,бәүетеү,зыгъэхъые́н
803,fallen::V,йығылыу,къефэхы́н
804,brennen::V,яныу,стын
805,rauchen::V,төтәү,ӏугъо къикӏын
806,regnen::V,ямғыр яуа,къещхы́н
807,gefrieren::V,туңыү,дыкъын
808,tauen::V,иреү,жъун
809,schmelzen::V,иреү,ткӏун
810,trocknen::V,кибеү,гъушъы́н
811,trocknen::V,кибеү,чъэпхъу́н
812,sieden::V,ҡайнау,жъон
813,faulen::V,сереу,шъун
814,verfaulen::V,сереу,шъун
815,reißen::V,өҙөү,зэӏэтхъы́н
816,reißen::V,йыртылыу,зэӏэтхъы́н
817,versinken::V,батыу,чӏихьан
818,vergehen::V,үтеү,блэкӏы́н
819,erscheinen::V,килеп сығыу,къэлъэгъон
820,verschwinden::V,юғалыу,кӏодыжьы́н
821,sinken::V,түбәнәйеү,
822,abnehmen::V,кәметеү,къыкӏичын
823,zunehmen::V,артыу,хэхъо́н
824,steigen::V,күтәрелеү,къежьэн
825,wachsen::V,үҫеү,хэхъо́н
826,wachsen::V,үҫеү,къэкӏы́н
827,glänzen::V,ялтырау,цӏыу́н
828,funkeln::V,баҙлау,жъыу́н
829,lärmen::V,шаулау,бырсыры́н
830,läuten::V,ҡағыу,теон
831,klingeln::V,ҡағыу,теон
832,klingeln::V,шылтыратыу,теон
833,klirren::V,шылтыратыу,
834,brausen::V,ҡотороноу,шъуин
835,rauschen::V,шыптырлау,макъэ гъэӏун
836,klingen::V,яңғырау,къыхэӏукӏын
837,bellen::V,өрөү,хьакъу́н
838,heulen::V,олоу,быун
839,blasen::V,өрөү,епщэ́н
840,pfeifen::V,һызғырып ебәреү,шъуин
841,schreien::V,ҡысҡырыу,куо́н
842,schreien::V,ҡысҡырыу,кӏыи́н
843,stöhnen::V,уңғырашыу,щэӏун
844,zittern::V,ҡалтырау,кӏэзэзын
845,leben::V,йәшәү,псэу́н
846,geboren werden::V,тыуыу,къэхъун
847,atmen::V,тын алыү,жьы къэщэ́н
848,trinken::V,эсеү,ешъо́н
849,essen::V,ашау,шхын
850,schlucken::V,йотоу,бдырыин
851,müde werden::V,арыу,пшъын
852,einschlafen::V,йоҡлап китеү,хэчъыен
853,schlafen::V,йоҡлау,чъые́н
854,aufwachen::V,уяныу,къэущы́н
855,aufstehen::V,тороу,уцу́н
856,sich erholen::V,ял итеү,зыгъэпсэфын
857,krank werden::V,сирләү,сымаджэ́ хъун
858,krank sein::V,сирләү,сымэджэ́н
859,schmerzen::V,ауыртыу,сымэджэ́н
860,husten::V,йүтәлләү,пскэ́н
861,genesen::V,һауығыу,хъужьын
862,sterben::V,үлеү,лӏэн
863,umkommen::V,һәләк булыу,хэкӏодэн
864,sich bewegen::V,хәрәкәт итеү,хъые́н
865,sich rühren::V,ҡуҙғалыу,хъые́н
866,sich erheben::V,тороу,къэтэджын
867,sich setzen::V,ултырыу,тӏысы́н
868,hinfallen::V,ҡолау,ебэджы́н
869,laufen::V,йөрөү,кӏон
870,schreiten::V,атлау,кӏон
871,spazierengehen::V,ял итеп йороү,къэкӏухьэн
872,eilen::V,ашығыу,гузэжъон
873,eilen::V,ҡабаланыу,гузэжъон
874,sich beeilen::V,ашығыу,гуӏэ́н
875,sich beeilen::V,ҡабаланыу,гуӏэ́н
876,sausen::V,елеү,псынкӏэ́у чъэн
877,rennen::V,йүгеп йөрөү,чъэн
878,springen::V,һикереү,пкӏэн
879,klettern::V,үрмәләү,дэцохъоен
880,klettern::V,үрмәләп менеү,дэцохъоен
881,schaukeln::V,сайҡалыу,уешӏэн
882,kriechen::V,шыуышыу,цохъо́н
883,schwimmen::V,йоҙөү,есы́н
884,tauchen::V,сумыу,зычӏэгъэо́н
885,rudern::V,ишеү,къошъо бэщкӏэ фын
886,fahren::V,йөрөү,кӏон
887,fliegen::V,осоу,быбы́н
888,gehen::V,барыу,кӏон
889,weggehen::V,китеү,ӏукӏын
890,abfahren::V,сығыу,ежьэн
891,anhalten::V,тукталыу,къэуцу́н
892,hineingehen::V,инеү,ихьан
893,eintreten::V,инеү,чӏэхьан
894,kommen::V,килеү,къэкӏо́н
895,ankommen::V,килеү,къэсы́н
896,zurückkommen::V,ҡайтыу,гъэзэжьын
897,bleiben::V,ҡалыу,къэнэ́н
898,warten::V,көтөп тороу,пэплъэ́н
899,erwarten::V,көтөү,ежэн
900,suchen::V,эҙләү,лъыхъу́н
901,finden::V,табыу,къэгъоты́н
902,finden::V,табыу,къыхэгъэщы́н
903,versuchen::V,тырышып ҡарау,пылъы́н
904,vorbereiten::V,әҙерләү,гъэхьазыры́н
905,lieben::V,яратыу,шӏу плъэгъу́н
906,mögen::V,һөйөү,шӏу плъэгъу́н
907,mögen::V,яратыу,шӏу плъэгъу́н
908,lachen::V,көлөү,щхын
909,rühren::V,ҡағылыу,гур гъэузын
910,weinen::V,илау,гъын
911,schimpfen::V,һүгенеү,хъонэн
912,schimpfen::V,тиргәнеү,хъонэн
913,schimpfen::V,һуҡраныу,хъонэн
914,sich ärgern::V,асыуланыу,губжы́н
915,sich fürchten::V,ҡурҡыу,щынэ́н
916,fürchten::V,ҡурҡыу,щынэ́н
917,fliehen::V,ҡасыу,
918,flüchten::V,ҡасыу,
919,sehen::V,күреү,льэгъу́н
920,anschauen::V,ҡарау,плъэн
921,anschauen::V,ҡарау,еплъы́н
922,ansehen::V,ҡарау,плъэн
923,ansehen::V,тикшереү,плъэн
924,hören::V,ишетеү,зэхэхын
925,zuhören::V,тыңлау,дэӏо́н
926,probieren::V,татыу,хэӏэн
927,riechen::V,еҫкәү,пэмэ́н
928,fühlen::V,тойоу,зэхэпшӏэн
929,scheinen::V,кеүек күренеү,уащыхъу́н
930,scheinen::V,кеүек күренеү,уашӏошӏы́н
931,scheinen::V,тойолоу,уащыхъу́н
932,scheinen::V,тойолоу,уашӏошӏы́н
933,zu sehen sein::V,күренеү,зэрэлъэгъу́н
934,vernehmen::V,ишетеү,зэхэхын
935,frieren::V,туңыү,дыкъын
936,frieren::V,туңыү,пӏыкӏэн
937,frieren::V,туңыү,чъыӏэ́ лӏэн
938,tun::V,яһау,шӏын
939,tun::V,әшләү,шӏын
940,können::V,алыу,лъэкӏы́н
941,können::V,мөмкин булыу,лъэкӏы́н
942,wollen::V,теләү,фэе́н
943,anfangen::V,башлау,ублэн
944,beenden::V,бөтөрөү,ухы́н
945,beenden::V,тамамлау,ухы́н
946,aufhören::V,туктау,щыгъэтын
947,gelingen::V,уңышлы булыу,хъун
948,geraten::V,булып сығыу,
949,öffnen::V,асыу,ӏухы́н
950,schließen::V,йомоу,игъэсэн
951,stellen::V,ҡуйыу,бгъэуцун
952,setzen::V,урынлаштырыу,гъэтӏысы́н
953,legen::V,һалыу,хэлъхьа́н
954,berühren::V,тейеү,эӏэн
955,berühren::V,тейеү,нэсын
956,berühren::V,ҡағылыу,эӏэн
957,berühren::V,ҡағылыу,нэсын
958,verbinden::V,ҡушыу,зэхэпхэ́н
959,verbinden::V,ҡушыу,пхын
960,verbinden::V,бәйләү,зэхэпхэ́н
961,verbinden::V,бәйләү,пхын
962,bedecken::V,ҡаплау,техъо́н
963,aufhängen::V,элеү,пылъэ́н
964,anzünden::V,тоҡандырыу,хэгъэнэ́н
965,aufheben::V,мендереү,
966,zurücklassen::V,ҡалдырыу,къэгъэнэ́н
967,verlieren::V,юғалтыу,чӏэ́нэн
968,verlieren::V,юғалтыу,шӏокӏоды́н
969,fallen lassen::V,төшөрөп ебәреү,чӏэунэн
970,fallen lassen::V,төшөрөп ебәреү,пӏэпызын
971,machen::V,яһау,шӏын
972,machen::V,эшләү,шӏын
973,herstellen::V,эшләп сығарыу,шӏы́н
974,bauen::V,төҙөү,шӏы́н
975,reparieren::V,төҙәтеү,дыжьы́н
976,verbessern::V,яҡшыртыу,нахьышӏу пшӏын
977,verbessern::V,яҡшыртыу,нахь дэгъу пшӏын
978,ändern::V,үҙгәртеү,зэблэхъу́н
979,graben::V,ҡаҙыу,тӏын
980,beugen::V,бөгөү,
981,biegen::V,бөгөү,уфэн
982,drehen::V,өйрөлтөү,гъэчэрегъу́
983,drehen::V,әйләндереү,гъэчэрегъу́
984,wenden::V,әйләндереү,пӏонтӏэн
985,wenden::V,әйләндереү,бгъэзэн
986,wenden::V,әйләндереү,уӏубын
987,umdrehen::V,түңкәреү,
988,heben::V,күтәреү,ӏэты́н
989,heben::V,мендереү,ӏэты́н
990,hochheben::V,күтәреү,ӏэты́н
991,ergreifen::V,тотоп алыу,къэубыты́н
992,halten::V,тотоу,ӏыгъы́н
993,drücken::V,ҡыҫыу,тэӏункӏэн
994,schieben::V,этеү,уеӏункӏын
995,schieben::V,этеү,уетӏыргун
996,schieben::V,төртөү,уеӏункӏын
997,schieben::V,төртөү,уетӏыргун
998,kratzen::V,ҡырыу,цӏэнтхъун
999,lecken::V,ялау,бзэи́н
1000,beißen::V,тешләү,ецэкъэ́н
1001,abreißen::V,өҙөү,къичын
1002,abreißen::V,өҙөү,пытхъын
1003,abschneiden::V,ҡырҡыу,пыупкӏын
1004,abschneiden::V,ҡырҡыу,гобзыкӏын
1005,binden::V,бәйләү,епхын
1006,stecken::V,ҡаҙау,хэсэн
1007,brechen::V,боҙоу,зэпыпкӏын
1008,klopfen::V,шаҡылдау,теон
1009,hauen::V,туҡмау,теон
1010,kleben::V,йәбештереү,щхэн
1011,reiben::V,ыуыу,пӏотын
1012,reiben::V,ышҡыу,пӏотын
1013,streichen::V,яғыу,щыфэн
1014,schleifen::V,үткерләү,гъэчаны́н
1015,schleifen::V,үткерләү,кӏэлыкӏы́н
1016,schneiden::V,ҡырҡыу,бзын
1017,rütteln::V,һелкетеү,гъэсысын
1018,schütteln::V,һелкетеү,гъэсысын
1019,schwenken::V,болғау,ӏэ шӏын
1020,schütten::V,ҡойоу,икӏэ́н
1021,füllen::V,тултырыу,из шӏын
1022,einwickeln::V,төрөү,кӏоцӏыщыхьа́н
1023,tragen::V,алып барыу,хьын
1024,schleppen::V,һөйрәү,пхьын
1025,schleppen::V,һөйрәү,плъэшъун
1026,ziehen::V,тартыу,пкъудыин
1027,ziehen::V,тартыу,пщэн
1028,ziehen::V,тартыу,плъэшъун
1029,aufbewahren::V,һаҡлау,пӏыгъын
1030,aufbewahren::V,һаҡлау,уухъумэн
1031,werfen::V,ырғытыу,дзын
1032,fangen::V,тотоу,къэубыты́н
1033,packen::V,етеү,къэубыты́н
1034,packen::V,тотоп алыу,къэубыты́н
1035,verstecken::V,йәшереү,бгъэбылъын
1036,teilen::V,бүлеү,гощы́н
1037,schicken::V,ебәреү,гъахьы́н
1038,bringen::V,килтереү,къэхьы́н
1039,hinzufügen::V,өтәү,хэгъэхъо́н
1040,bekommen::V,алыу,
1041,erhalten::V,алыу,
1042,nehmen::V,алыу,къытехы́н
1043,wählen::V,һайлаү,къыхэхы́н
1044,auswählen::V,һайлап алыу,къыхэхы́н
1045,bewahren::V,һаҡлау,къэухъумэн
1046,behindern::V,тотҡарлыҡ яһау,пэрыохъу хъун
1047,verderben::V,боҙоу,къутэн
1048,beschädigen::V,боҙоу,къутэн
1049,zerbrechen::V,ҡыйратыу,къутэн
1050,zerreißen::V,йыртыу,зэӏэтхъы́н
1051,zerstören::V,емереү,къутэ́н
1052,verbrennen::V,үртәү,гъэсты́н
1053,geben::V,биреү,еты́н
1054,reichen::V,биреү,еты́н
1055,schenken::V,бүләк итеү,еты́н
1056,versprechen::V,вәғәҙә биреү,гъэгугъэ́н
1057,wünschen::V,теләу,шӏоигъо́н
1058,loben::V,маҡтау,щытхъун
1059,küssen::V,үбеү,ебэу́н
1060,wiegen::V,бәүетеү,гъэхъыен
1061,wiegen::V,тирбәтеү,гъэхъыен
1062,zudecken::V,ҡаплау,техъо́н
1063,wecken::V,уятыу,къэгъэущы́н
1064,zeigen::V,күрһәтеү,гъэлъэгъо́н
1065,führen::V,етәкләү,щэн
1066,lehren::V,уҡытыу,егъэджэ́н
1067,lehren::V,уҡытыу,егъэшӏэн
1068,lehren::V,өйрәтеү,егъэджэ́н
1069,lehren::V,өйрәтеү,егъэшӏэн
1070,unterrichten::V,уҡытыу,егъэджэ́н
1071,aufziehen::V,тәрбиәле,пӏун
1072,leiten::V,етәкләү,гъэзекӏон
1073,leiten::V,етәкселек итеү,гъэзекӏон
1074,antreiben::V,ашыҡтырыу,къепфылӏэн
1075,lassen::V,мәжбүр итеү,еты́н
1076,einladen::V,саҡырыу,къегъэблэгъэн
1077,vereinigen::V,берләштереү,зэгогъэхьан
1078,besuchen::V,килеп сығыу,щыӏэ́н
1079,treffen::V,тойоү,ӏукӏэ́н
1080,treffen::V,тойоү,пэгъокӏы́н
1081,treffen::V,осратыу,ӏукӏэ́н
1082,treffen::V,осратыу,пэгъокӏы́н
1083,treffen::V,ҡаршылау,ӏукӏэ́н
1084,treffen::V,ҡаршылау,пэгъокӏы́н
1085,sich versammeln::V,йыйылыу,зэхэхьан
1086,spielen::V,тартыу,джэгу́н
1087,singen::V,йырлау,орэ́д къэӏо́н
1088,tanzen::V,бейеү,къэшъо́н
1089,sich trennen::V,айырылышыу,зэгокӏыжьы́ных
1090,verlassen::V,ташлау,бгынэн
1091,verlassen::V,ташлау,хэкӏыжьын
1092,verlassen::V,ташлап китеү,бгынэн
1093,verlassen::V,ташлап китеү,хэкӏыжьын
1094,retten::V,ҡотҡарыу,къыхэпхыжьын
1095,retten::V,ҡотҡарыу,къэбгъэнэжьын
1096,bewachen::V,һаҡлау,къэгъэгъунэн
1097,schützen::V,һаҡлау,ухъумэ́н
1098,verteidigen::V,яҡлау,къэухъумэн
1099,sich schlagen::V,һуғышыу,эзэон
1100,schießen::V,атыу,он
1101,siegen::V,еңеү,текӏо́н
1102,ärgern::V,асыуландырыу,бгъэгубжын
1103,schlagen::V,бәреү,ео́н
1104,schlagen::V,туҡмау,ео́н
1105,treten::V,тибеү,
1106,treten::V,типкеләү,
1107,stechen::V,сәнсеү,хэӏун
1108,stoßen::V,этеү,тӏыро́н
1109,stoßen::V,этеү,уеӏункӏын
1110,stoßen::V,төртөү,тӏыро́н
1111,stoßen::V,төртөү,уеӏункӏын
1112,stehlen::V,урлау,тыгъу́н
1113,stören::V,ҡамасаулау,бгъэгумэкӏын
1114,belästigen::V,бимазалау,бгъэгумэкӏын
1115,belästigen::V,ҡамасаулау,бгъэгумэкӏын
1116,verbergen::V,йәшереү,ушъэфын
1117,täuschen::V,ултыртыу,гъэпцӏэ́н
1118,betrügen::V,алдау,гъэпцӏэ́н
1119,töten::V,үлтереү,уикӏын
1120,wohnen::V,йәшәү,дэсын
1121,arbeiten::V,эшләү,лэжьэ́н
1122,sammeln::V,йыйыу,угъои́н
1123,pflücken::V,өҙөү,къыпычы́н
1124,jagen::V,аулау,шэкӏон
1125,jagen::V,аулау,ешэкӏон
1126,fischen::V,аулау,пцэжъые уешэн
1127,fassen::V,тотоу,къэубыты́н
1128,hüten::V,көтөү,хэхъо́н
1129,treiben::V,ҡыуыу,пфын
1130,anbinden::V,бәйләү,епхын
1131,füttern::V,ашатыу,гъэшхэ́н
1132,melken::V,һауыү,щын
1133,hacken::V,турау,упкӏэтэн
1134,hacken::V,тапау,упкӏэтэн
1135,gießen::V,ҡойоу,тепкӏэн
1136,reifen::V,өлғөрөү,игъо хъун
1137,zubereiten::V,бешереү,бгъэхьазырын
1138,kochen::V,бешереү,шӏы́н
1139,backen::V,бешереү,гъэжъэ́н
1140,braten::V,ҡурыу,гъэжъэ́н
1141,umrühren::V,ҡатнаштырыу,зэхэгъэкӏухьан
1142,stricken::V,бәйләү,хъын
1143,nähen::V,тегеү,дэн
1144,färben::V,буяу,бгъэлэн
1145,reinigen::V,таҙартыу,укъэбзы́н
1146,waschen::V,йыуыу,бгыкӏын
1147,abwischen::V,һөртөү,лъэкӏы́н
1148,spülen::V,сайҡау,дэгъэчъыхьан
1149,fegen::V,һепереү,пхъэнкӏы́н
1150,kehren::V,һепереү,пхъэнкӏы́н
1151,baden::V,һыу инеү,зыгъэпскӏын
1152,sich waschen::V,йыуыныу,зытхьакӏы́н
1153,ausziehen::V,сисеү,къытехы́н
1154,anziehen::V,кейеү,щылъэ́н
1155,sich anziehen::V,кейенеү,зыфэпэн
1156,kämmen::V,тарау,жьын
1157,schmücken::V,биҙәү,гъэдэхэ́н
1158,sagen::V,әйтеү,къэӏон
1159,sprechen::V,әйтеү,псэлъэ́н
1160,sprechen::V,һөйләшеү,псэлъэ́н
1161,reden::V,һөйләшеү,гущыӏэ́н
1162,sich unterhalten::V,әңгәмәләшеү,зэдэгущыӏэн
1163,fragen::V,һорау,упчӏэ́н
1164,bitten::V,үтенеү,лъэӏо́н
1165,erzählen::V,һөйләү,къэпӏотэ́н
1166,mitteilen::V,әйтеү,макъэ егъэӏун
1167,nennen::V,атау,цӏэ фэусы́н
1168,nennen::V,исемләү,цӏэ фэусы́н
1169,rufen::V,саҡырыу,джэн
1170,prahlen::V,маҡтаныу,узыщытхъужьы́н
1171,prahlen::V,шапырыныу,узыщытхъужьы́н
1172,übersetzen::V,тәржемә итеү,бгъэкӏотэн
1173,denken::V,уйлау,егупшысэ́н
1174,glauben::V,ышаныу,уивыхъэ́ телъы́н
1175,bemerken::V,күреү,гу лъыптэ́н
1176,erkennen::V,таныу,зэхэпхын
1177,erkennen::V,таныу,зэбгъэшӏэн
1178,begreifen::V,аңлау,гурыӏо́н
1179,verstehen::V,аңлау,зэхэхын
1180,lernen::V,өйрәнеү,еджэ́н
1181,wissen::V,белеү,шӏэн
1182,sich erinnern an::V,хәтергә алыу,къэшӏэжьын
1183,vergessen::V,онотоу,пщыгъупшэжьы́н
1184,messen::V,үлсәү,шын
1185,zählen::V,һанау,плъытэ́н
1186,rechnen::V,һанау,плъытэ́н
1187,rechnen::V,һанау,угугъэ́н
1188,lesen::V,уҡыу,еджэ́н
1189,malen::V,һүрәт яһау,шӏын
1190,malen::V,рәсем төшөрөү,шӏын
1191,zeichnen::V,һүрәт яһау,шӏын
1192,zeichnen::V,рәсем төшөрөү,шӏын
1193,schreiben::V,яҙыу,тхын
1194,besitzen::V,биләү,иӏэн
1195,kaufen::V,һатып алыу,щэфы́н
1196,verkaufen::V,һатыу,щэн
1197,bezahlen::V,түләү,птын
1198,bezahlen::V,түләү,лъыптын
1199,bezahlen::V,түләү,птыжьы́н
1200,zahlen::V,түләү,птын
1201,zahlen::V,түләү,лъыптын
1202,beherrschen::V,биләү,иунаеу иӏэн
1203,ertragen::V,түҙеү,щэчы́н
