,Concept_ID,ps,ko
81,Wetter::N,هوا,기상
82,Nebel::N,لړه,안개
83,Wolke::N,ورېځ,구름
84,Regen::N,وریا,비
85,Regen::N,باران,비
86,Schnee::N,واوره,눈
87,Eis::N,یخ,얼음
88,Eis::N,کنګل,얼음
89,Frost::N,یخ,혹한
90,Kälte::N,ساړه,추위
91,Kälte::N,ساړه,차가움
92,Hitze::N,تودوخي,고온
93,Hitze::N,تودوخي,더위
94,Raureif::N,سپینه پرخه,
95,Regenbogen::N,بوډۍ ټال,무지개
96,Regenbogen::N,سره زرغونه,무지개
97,Donner::N,تالنده,뇌명
98,Strömung::N,بهېدنه,유동
99,Tropfen::N,قطره,물방울
100,Tropfen::N,څاڅکی,물방울
101,Schaum::N,ځګ,포말
102,Schmutz::N,ناپاکي,때
103,See::N,جهیل,호수
104,Sumpf::N,جبه,습지
105,Moor::N,جبه,저습지
106,Wiese::N,چمن,목초지
107,Wiese::N,شنېلی,목초지
108,Wald::N,ځنګل,숲
109,Hügel::N,تپه,언덕
110,Anhöhe::N,غونډۍ,언덕
111,Berg::N,غ‍‍‍‍‍ر,산
112,Gipfel::N,څوکه,졀졍
113,Höhle::N,کاز,공동
114,Abhang::N,لمن,몰매
115,Quelle::N,چینه,근원
116,Bach::N,واله,내
117,Fluss::N,سیند,강
118,Ufer::N,غاړه,강변
119,Ufer::N,غاړه,바닷가
120,Küste::N,ساحل,해변
121,Küste::N,ساحل,해변가
122,Festland::N,وچه,본토
123,Meer::N,بحر,바다
124,Meer::N,سمندر,바다
125,Bucht::N,کارۍ,협만
126,Insel::N,ټاپو,섬
127,Insel::N,جزيره,섬
128,Blume::N,ګل,꽃
129,Gras::N,واښه,풀
130,Wurzel::N,ریښه,뿌리
131,Baum::N,ونه,나무
132,Stamm::N,ډډ,대
133,Rinde::N,پوستکی,나무껍질
134,Ast::N,ښاخ,가지
135,Zweig::N,څانګه,가지
136,Blatt::N,پاڼه,잎
137,Birke::N,توس,자작나무
138,Kiefer[Baum]::N,نښتر,소나무
139,Weide[Baum]::N,وله,쉬양버들
140,Tanne::N,ناجو,전나무
141,Horn::N,ښکر,뿔
142,Feder::N,بڼکه,깃털
143,Fell::N,پوستکی,피혁모피
144,Flügel::N,وزر,날개
145,Klaue::N,پنجه,갈고리 발톺
146,Klaue::N,منګول,갈고리 발톺
147,Kralle::N,پنجه,발툭
148,Kralle::N,منګول,발툭
149,Schwanz::N,لکۍ,꼬리
150,Ei::N,وۍ,알
151,Ei::N,هګۍ,알
152,Nest::N,جاله,보금자리
153,Bau::N,کاز,굴
154,Tier::N,ژوی,짐승
155,Tier::N,حیوان,짐승
156,Herde::N,رمه,가축의떼
157,Herde::N,غېله,가축의떼
158,Kuh::N,غوا,암소
159,Bulle::N,غوئی,황소
160,Pferd::N,آس,말
161,Schaf::N,پسه,양
162,Schwein::N,سرکوزی,돼지
163,Hund::N,سپی,개
164,Katze::N,پشه,고양이
165,Bär::N,خرس,콤
166,Eichhörnchen::N,خړ لمی,다람쥐
167,Elch::N,ګوزن,고라니
168,Fuchs::N,سپلم,여우
169,Hase::N,سوی,토끼
170,Maus::N,مږک,쥐
171,Wolf::N,لېوه,늑대
172,Vogel::N,مرغه,새
173,Schwarm::N,سېل,뗴
174,Huhn::N,چرګه,암탉
175,Hahn::N,چرګ,수탉
176,Gans::N,بته,거위
177,Adler::N,عقاب,수리
178,Ente::N,ایلۍ,오리
179,Eule::N,ګونګی,부엉이
180,Kranich::N,کلنګ,두루미
181,Krähe::N,کارغه,까마귀
182,Kuckuck::N,فاخته,뻐꾸기
183,Schwan::N,قو,배조
184,Fisch::N,کب,물고기
185,Fisch::N,ماهی,물고기
186,Schlange[Tier]::N,مار,뱀
187,Wurm::N,چینجی,벌레
188,Spinne::N,غڼه,거미
189,Spinne::N,تارکښ,거미
190,Ameise::N,مېږی,개미
191,Laus::N,سپږه,이
192,Mücke::N,ماشی,모기
193,Fliege::N,مچ,날기
194,Schmetterling::N,پتنګ,나비
195,Beere::N,مېوۍ,장과
196,Apfel::N,مڼه,사과
197,Pilz::N,خرېړی,고방이
198,Zwiebel::N,پیاز,양파
199,Saat::N,تخم,씨
200,Korn::N,تخم,알맹이
201,Korn::N,دانه,알맹이
202,Heu::N,بوس,건초
203,Heu::N,پروړه,건초
204,Schale::N,پوستکی,피상
205,Grube::N,کنده,
206,Falle::N,دام,함정
207,Falle::N,لومه,함정
208,Schlinge::N,کړۍ,올가미
209,Schlinge::N,کړۍ,멜빵붕대
210,Spur::N,نښه,발지국
211,Asche::N,آس,재
212,Asche::N,ایره,재
213,Dreck::N,ناپاکي,똥
214,Dreck::N,ناپاکي,오물
215,Eisen::N,اوسپنه,쇠
216,Eisen::N,اوسپنه,철
217,Gold::N,سره زر,항금
218,Silber::N,نقره,은
219,Silber::N,سپین زر,은
220,Kohle::N,سکور,슻
221,Kohle::N,سکاره,슻
222,Glas::N,ښيښه,유리
223,Lehm::N,خټه,찰흙
224,Sand::N,شګه,모래
225,Mensch::N,انسان,사람
226,Mann::N,سړی,남자
227,Mann::N,نارینه,남자
228,Frau::N,ښځه,여자
229,Kind::N,بچی,아이
230,Kind::N,ماشوم,아이
231,Junge::N,هلک,소녁
232,Mädchen::N,نجلۍ,소녀
233,Familie::N,کورنۍ,가족
234,Großvater::N,بابا,할아버지
235,Großmutter::N,انا,할머니
236,Eltern::N,مور او پلار,어버오
237,Vater::N,پلار,아버지
238,Mutter::N,مور,어머니
239,Sohn::N,زوی,아들
240,Tochter::N,لور,딸기
241,Bruder::N,ورور,형제
242,Schwester::N,خور,누이
243,Onkel::N,تره,백부
244,Onkel::N,ماما,백부
245,Tante::N,خاله,아주머니
246,Ehemann::N,مېړه,남편
247,Ehefrau::N,مېرمن,아내
248,Freude::N,خوشحالي,기쁨
249,Gelächter::N,خندا,웃음
250,Glück::N,بخت,즐거움
251,Kummer::N,غم,슬픔
252,Wunsch::N,هيله,소망
253,Wunsch::N,غوښتنه,소망
254,Lust::N,شوق,
255,Lust::N,مینه,
256,Geist::N,روح,할기
257,Gedanke::N,فکر,상념
258,Gedächtnis::N,یاد,기억
259,Gedächtnis::N,حافظه,기억
260,Verstand::N,عقل,분별
261,Verstand::N,عقل,지능
262,Verstand::N,شعور,분별
263,Verstand::N,شعور,지능
264,Sinn::N,معنی,센스
265,Grund::N,علت,까닭
266,Grund::N,اساس,까닭
267,Wahrheit::N,حقیقت,참
268,Wahrheit::N,حقیقت,진실
269,Gespräch::N,مرکه,대화
270,Gespräch::N,خبرې اترې,대화
271,Märchen::N,افسانه,동화
272,Erzählung::N,قصه,이야기
273,Erzählung::N,کیسه,이야기
274,Nachricht::N,خبر,
275,Neuigkeit::N,نوی خبر,뉴스
276,Name::N,نوم,이름
277,Rätsel::N,کیسۍ,수수께끼
278,Rätsel::N,چیستان,수수께끼
279,Rede::N,وینا,연설
280,Sprache::N,ژبه,말
281,Stimme::N,غږ,목소리
282,Stimme::N,اواز,목소리
283,Wort::N,لغت,낱말
284,Wort::N,کلمه,낱말
285,Zeichen::N,نښه,신호
286,Zeichen::N,اشاره,신호
287,Ruf::N,ږغ,부름
288,Ruf::N,بلنه,부름
289,Lärm::N,غالمغال,소동
290,Laut::N,ږغ,음성
291,Ton::N,اواز,목소리
292,Lied::N,غزله,노래
293,Lied::N,سندره,노래
294,Ruhe::N,ارامي,쉼
295,Leute::N,خلک,사람들
296,Volk::N,ولس,국중
297,Arbeit::N,کار,근로
298,Arbeit::N,کار,너무
299,Gast::N,مېلمه,손님
300,Geschenk::N,تحفه,행하
301,Geschenk::N,سوغات,행하
302,Spiel::N,لوبه,무리
303,Gesellschaft::N,ډله,교제
304,Hilfe::N,کومک,거들음
305,Hilfe::N,کومک,보좌
306,Hilfe::N,مرسته,거들음
307,Hilfe::N,مرسته,보좌
308,Freund::N,ملګری,친구
309,Kamerad::N,انډيوال,동실자
310,Angelegenheit::N,موضوع,용무
311,Anzahl::N,شمېر,어떤
312,Anzahl::N,شمېر,수
313,Anzahl::N,تعداد,어떤
314,Anzahl::N,تعداد,수
315,Art::N,ډول,정류
316,Stück::N,ټوټه,일부분
317,Teil::N,برخه,몱
318,Teil::N,برخه,구훠
319,Hälfte::N,نیم,2분의
320,Kreis::N,دایره,고리
321,Kreuz::N,صلیب,열십자
322,Linie::N,خط,선
323,Linie::N,لیکه,선
324,Strich::N,کرښه,스침
325,Abstand::N,فاصله,거리
326,Entfernung::N,واټن,거리
327,Gegend::N,سیمه,곳
328,Gegend::N,سیمه,부금
329,Gegend::N,منطقه,곳
330,Gegend::N,منطقه,부금
331,Platz::N,ځای,장소
332,Ort::N,ځای,장소
333,Seite::N,مخ,옆면
334,Seite::N,اړخ,옆면
335,Mitte::N,وسط,궁간
336,Mitte::N,مینځ,궁간
337,Gegenstand::N,شی,항목
338,Sache::N,شی,뭉에
339,Sache::N,څيز,뭉에
340,Rand::N,څنډه,가
341,Rand::N,کناره,가
342,Kante::N,اړخ,귀퉁
343,Ecke::N,ګوټ,구석
344,Spitze::N,څوکه,끝
345,Spitze::N,څوکه,참단
346,Ende::N,څوکه,말당
347,Loch::N,سوری,빙옷
348,Winkel::N,کنج,각도
349,Winkel::N,کوتی,각도
350,Muster::N,نمونه,본
351,Muster::N,نمونه,견복
352,Größe::N,قد,신장
353,Größe::N,لويوالی,신장
354,Länge::N,طول,길이긺
355,Länge::N,اوږد والی,길이긺
356,Höhe::N,جګوالی,높이
357,Gewicht::N,وزن,추
358,Menge::N,اندازه,수양
359,Haufen::N,کوټه,퇴적
360,Reihe::N,صف,열
361,Reihe::N,کتار,열
362,Boot::N,قايق,보트
363,Ruder::N,چپه,노
364,Schlitten::N,ښویېدونی,썰매
365,Ski::N,سکي,스키
366,Lagerfeuer::N,اور,캠프의 모닥불
367,Last::N,بار,무거운짐
368,Last::N,پېټی,무거운짐
369,Gang::N,تګ,걸음
370,Schritt::N,ګام,보조
371,Norden::N,شمال,북쪽 
372,Süden::N,سوېل,남쪽
373,Westen::N,لوېدېځ,서쪽
374,Osten::N,شرق,동쪽
375,Osten::N,ختیځ,동쪽
376,Holz::N,لرګی,목재
377,Brett::N,تخته,마루널
378,Platte::N,تخته,탤
379,Platte::N,تخته,금속판
380,Stütze::N,تکیوان,버팀목
381,Stange::N,ډاګه,장대
382,Stock::N,لرګی,막대기
383,Stab::N,چيخله,작대기
384,Rohr::N,نل,갈대
385,Haus::N,کور,집
386,Heim::N,کور,집
387,Ofen::N,تودنۍ,아궁이
388,Fußboden::N,غولی,마루
389,Tisch::N,مېز,탁자
390,Stuhl::N,چوکۍ,의자
391,Wiege::N,زانګو,발상지
392,Bett::N,کټ,침대
393,Bett::N,چپرکټ,침대
394,Regal::N,تاخچۍ,서가
395,Kiste::N,صندوق,짐궤
396,Fenster::N,کړکۍ,눔
397,Tür::N,دروازه,문
398,Tor::N,دروازه,대문
399,Zaun::N,کټاره,담장
400,Dach::N,بام,지붕
401,Leiter::N,زينه,사닥다리
402,Besen::N,جارو,비
403,Spaten::N,یوم,가래
404,Schaufel::N,بېلچه,삽
405,Gabel::N,پنجه,갈래
406,Löffel::N,کاشوغه,숟가락
407,Messer::N,چاقو,나이프
408,Nagel::N,ميخ,발툽
409,Netz::N,جال,그물
410,Haken::N,څنګک,갈고리
411,Griff::N,لاستی,움켜쥠
412,Schloss::N,کلپ,자물쇠
413,Bild::N,رسم,그림
414,Figur::N,قدوقامت,몸메
415,Puppe::N,ګوډۍ,인형
416,Beutel::N,کڅوړه,클
417,Bündel::N,دسته,자근다발
418,Tasche::N,بکس,가방
419,Tasche::N,توبره,가방
420,Eimer::N,سطل,동이
421,Deckel::N,سرپوښ,뚜껑
422,Geschirr::N,لوښی,식시
423,Sack::N,جوال,조갑
424,Tasse::N,پیاله,차잔
425,Topf::N,دېګی,단지
426,Kessel::N,دېګ,주전자
427,Essen::N,خوراک,먹기
428,Nahrung::N,خوراک,식료
429,Speise::N,خواړه,음식물
430,Fleisch::N,غوښه,고기
431,Getreide::N,غله,곡물
432,Brei::N,اوګره,젤리
433,Brot::N,ډوډۍ,빵
434,Scheibe::N,مړۍ,원반
435,Fett::N,غوړي,기름
436,Butter::N,کوچ,버터
437,Öl::N,تېل,올리브유
438,Salz::N,مالګه,소금
439,Suppe::N,شوربا,국
440,Suppe::N,شوربا,수프
441,Honig::N,شات,감미
442,Milch::N,شوده,유즙
443,Tee::N,چای,차
444,Leder::N,څرمن,가죽
445,Wolle::N,پشم,양털
446,Stoff::N,ټوټه,패료
447,Nadel::N,ستن,바늘
448,Faden::N,تار,콘실
449,Knopf::N,تڼۍ,단추
450,Knopf::N,تکمه,단추
451,Knoten::N,غوټه,곁절
452,Farbe::N,رنګ,색
453,Kleidung::N,کالي,옷입기
454,Hemd::N,کميس,속옷
455,Kragen::N,غاړه,깃
456,Ärmel::N,لستوڼی,소매
457,Hose::N,پطلون,바지
458,Gürtel::N,کمربند,밴드
459,Mütze::N,خولۍ,모자
460,Schuh::N,بوټ,구두
461,Stiefel::N,موزه,장화
462,Ring::N,ګوته,고리
463,Band::N,فيته,리본
464,Kamm::N,ګمنځ,빗
465,Spiegel::N,ایینه,거울
466,Spiegel::N,هنداره,거울
467,Riemen::N,تسمه,가죽끈
468,Schnur::N,مزی,밧줄
469,Leine::N,رسۍ,고삐줄
470,Decke::N,بړستن,이부자리
471,Kissen::N,بالښت,깔개
472,Tuch::N,ټیکری,천
473,Handtuch::N,دسمال,수건
474,Kraft::N,زور,세력
475,Kraft::N,توان,세력
476,Stärke::N,قوت,힘
477,Gesundheit::N,صحت,위생
478,Gesundheit::N,روغتیا,위생
479,Krankheit::N,مرض,병
480,Krankheit::N,ناروغي,병
481,Schmerz::N,درد,아픔고통
482,Wunde::N,ټپ,상처
483,Wunde::N,زخم,상처
484,Fieber::N,تبه,열별
485,Arznei::N,دوا,약
486,Arznei::N,دارو,약
487,Brücke::N,پول,교량
488,Brunnen::N,څاه,원천
489,Brunnen::N,کوهی,원천
490,Weide::N,وله,목장
491,Pfad::N,تړه,좁은길
492,Weg::N,لیار,길
493,Straße::N,سړک,길
494,Dorf::N,کلی,촌
495,Dorf::N,کلی,촌락
496,Stadt::N,ښار,도시
497,Brief::N,لیک,서한
498,Brief::N,مکتوب,서한
499,Buch::N,کتاب,책
500,Buchstabe::N,حرف,문자
501,Buchstabe::N,توری,문자
502,Zeitung::N,اخبار,신문
503,Leben::N,ژوند,삶
504,Tod::N,مرګ,죽음
505,Tod::N,مړینه,죽음
506,Grab::N,قبر,무덤
507,Grab::N,ډورۍ,무덤
508,Kirche::N,کلیسا,교회
509,Sünde::N,ګناه,부정
510,Gott::N,خدای,하느님
511,Arbeiter::N,کاریګر,일하는사람
512,Chef::N,آمر,사장
513,Meister::N,استاد,명인
514,Meister::N,استاد,대가
515,Arzt::N,طبیب,의사
516,Arzt::N,ډاکټر,의사
517,Lehrer::N,معلم,교사
518,Lehrer::N,ښوونکی,교사
519,Geld::N,پیسې,돈
520,Geschäft::N,سوداګري,일
521,Laden::N,دکان,가게
522,Laden::N,مغازه,가게
523,Preis::N,بیه,가격
524,Ware::N,مال,상품
525,Nutzen::N,ګټه,이익
526,Reichtum::N,شتمني,많음
527,Welt::N,نړۍ,세상
528,Welt::N,دنیا,세상
529,Land::N,هېواد,지방
530,Staat::N,دولت,국가
531,König::N,باچا,국왕
532,König::N,پادشاه,국왕
533,Macht::N,قدرت,힘
534,Grenze::N,حد,국경
535,Grenze::N,سرحد,국경
536,Krieg::N,جګړه,전쟁
537,Feind::N,دښمن,적
538,Gewalt::N,زور,권력
539,Gewalt::N,تشدد,권력
540,Kampf::N,جنګ,전투
541,Kampf::N,مبارزه,전투
542,Bogen[Waffe]::N,لیندۍ,활
543,Pfeil::N,غشی,화살
544,Gewehr::N,ټوپک,무기
545,Fehler::N,خطا,오류
546,Fehler::N,غلطي,오류
547,Lüge::N,دروغ,거짓말
548,Schaden::N,زیان,손상
549,Schaden::N,تاوان,손상
550,Unglück::N,بدبختي,불행
551,Schuld::N,ګناه,부채
552,Alter::N,منګ,연령
553,Schluss::N,اخر,마감
554,Zeit::N,وخت,때
555,Zeit::N,وخت,시간
556,Tag::N,ورځ,하루
557,Morgen::N,سبا,이침
558,Morgen::N,سهار,이침
559,Mittag::N,غرمه,대낮
560,Abend::N,ماښام,저녁
561,Nacht::N,شپه,밤
562,Woche::N,اونۍ,근무일
563,Monat::N,مياشت,달
564,Jahr::N,کال,해
565,Frühling::N,پسرلی,봄
566,Sommer::N,دوبی,여름
567,Herbst::N,منی,가을
568,Herbst::N,خزان,가을
569,Winter::N,ژمی,겨울
570,Januar::N,جنوري,일월
571,Februar::N,فبروري,이월
572,März::N,مارچ,삼월
573,April::N,اپریل,사월
574,Mai::N,مې,오월
575,Juni::N,جون,유월
576,Juli::N,جولای,칠월
577,August::N,اګست,팔월
578,September::N,سپټامبر,구월
579,Oktober::N,اکتوبر,시월
580,November::N,نومبر,십일월
581,Dezember::N,دسمبر,십이월
582,Montag::N,دوشنبه,월요일
583,Dienstag::N,سه شنبه,화요일
584,Mittwoch::N,چارشنبه,수요일
585,Donnerstag::N,پنجشنبه,모교일
586,Freitag::N,جمعه,그묘일
587,Samstag::N,خالي,토요일
588,Sonntag::N,یکشنبه,일요일
589,groß::A,لوی,큰
590,klein::A,وړوکی,자근
591,lang::A,اوړد,긴
592,kurz::A,لنډ,짧은
593,breit::A,پراخه,넓은
594,schmal::A,تنګ,좁은
595,dicht::A,ګڼ,농밀한
596,dick[Gegenstand]::A,پنډ,두꺼운
597,dünn::A,نری,얇은
598,fein::A,نازک,미세한
599,fest::A,کلک,굳은
600,fest::A,ټینګ,굳은
601,flach::A,هوار,얕은
602,glatt::A,ښوی,반들반들한
603,hart::A,کلک,굳은
604,weich::A,نرم,연한
605,weich::A,پوست,연한
606,rund::A,ګرد,둥근
607,spitz::A,تېره,뾰족한
608,scharf::A,تېز,날카로운
609,scharf::A,تېره,날카로운
610,stumpf::A,پڅ,무딘
611,schwer::A,دروند,무거운
612,schön::A,ښکلی,멋진
613,heiß::A,تود,뜨거운
614,warm::A,تود,따뜻한
615,kalt::A,ېخ,찬
616,kalt::A,سوړ,찬
617,kühl::A,ېخ,서늘한
618,kühl::A,سوړ,서늘한
619,frisch::A,تازه,신선한
620,feucht::A,مرطوب,축축한
621,nass::A,لوند,젖은
622,trocken::A,وچ,마른
623,voll::A,ډک,완전한
624,leer::A,خالی,빈
625,offen::A,خلاص,열린
626,offen::A,پرانیستی,열린
627,geschlossen::A,تړلی,닫힌
628,sauber::A,پاک,깨끗한
629,schmutzig::A,چټل,더러운
630,roh::A,خام,날게잇의
631,reif::A,پوخ,이근
632,reif::A,رسېدلی,이근
633,lecker::A,خوندور,맛있는
634,lecker::A,مزه دار,맛있는
635,süß::A,خوږ,단
636,süß::A,شیرین,단
637,bitter::A,تریخ,찌르는듯한
638,sauer::A,ټاک,산성의
639,sauer::A,تريو,산성의
640,hell::A,روڼ,밝은
641,hell::A,روښان,밝은
642,dunkel::A,تیاره,어두운
643,schwarz::A,تور,검은
644,weiß::A,سپين,하얀
645,rot::A,سور,붉은
646,gelb::A,زېړ,황색
647,blau::A,شین,푸른
648,blau::A,اسماني رنګه,푸른
649,grün::A,زرغون,녹색의
650,grau::A,خړ,회색의
651,bunt::A,رنګارنګ,알록달록한
652,billig::A,ارزان,싼
653,teuer::A,ګران,값비산
654,wertvoll::A,قیمتي,가치가많은
655,blind::A,ړوند,눈먼
656,taub::A,کوڼ,무감간한
657,kräftig::A,قوی,강장한
658,stark::A,قوی,강한
659,stark::A,تکړه,강한
660,schwach::A,ضعیف,약한
661,schwach::A,کمزوری,약한
662,fett::A,چاغ,실찐
663,schlank::A,خوش اندام,호리호리한
664,hübsch::A,ښکلی,예쁜
665,hübsch::A,ښایسته,예쁜
666,böse::A,شریر,나쁜
667,böse::A,قهرناک,나쁜
668,dumm::A,احمق,어리석은
669,faul::A,لټ,너덜너덜한
670,faul::A,تنبل,너덜너덜한
671,fleißig::A,زحمت کښ,근면한
672,geizig::A,بخیل,인색한
673,klug::A,عاقل,
674,klug::A,هوښیار,
675,geschickt::A,ماهر,교묘한
676,lieb::A,عزیز,친애하는
677,lieb::A,محبوب,친애하는
678,lustig::A,خوشحال,유쾌한
679,sanft::A,پوست,온화한
680,sanft::A,ملایم,온화한
681,hungrig::A,وږی,배고픈
682,krank::A,مريض,병든
683,krank::A,ناروغ,병든
684,nackt::A,لوڅ,벌거벗은
685,traurig::A,غمجن,슬픈
686,lebendig::A,ژوندی,살아있는
687,gut::A,ښه,좋은
688,schlecht::A,بد,나쁜
689,schlecht::A,خراب,나쁜
690,richtig::A,سم,바른
691,richtig::A,صحیح,바른
692,schlimm::A,بد,못된
693,schlimm::A,مخوف,못된
694,wahr::A,واقعي,참된
695,alt::A,زوړ,늙은
696,neu::A,نوی,새
697,ehemalig::A,پخوانی,전의
698,alt[Lebewesen]::A,زوړ,낡은
699,jung::A,ځوان,젊은
700,arm::A,غریب,가난한
701,arm::A,بې وزله,가난한
702,reich::A,شتمن,풍부한
703,reich::A,دولتمند,풍부한
704,bekannt::A,اشنا,저명한
705,berühmt::A,مشهور,유명한
706,fremd::A,پردی,타처이
707,fremd::A,بېګانه,타처이
708,verschieden::A,مختلف,따른
709,nah::A,نژدې,가까운
710,fern::A,لیری,먼
711,linker::A,چپ,왼쭉의
712,linker::A,کیڼ,왼쭉의
713,rechter::A,ښی,오른쪽의
714,anderer::A,بل,다른
715,erster::A,لومړی,첫째
716,zweiter::A,دوهم,둘째
717,dritter::A,درېم,셋째
718,letzter::A,آخرنی,의후자의
719,letzter::A,وروستی,의후자의
720,allein::ADV,یوازې,훌로
721,auf einmal::ADV,په یوه وخت کی,갑자기
722,zusammen::ADV,یو ځای,모아서
723,lange::ADV,ډېر وخت,오래
724,lange::ADV,ډېره موده,오래
725,plötzlich::ADV,ناببره,둘연한
726,plötzlich::ADV,یوناڅاپه,둘연한
727,sofort::ADV,فوراً,즉시
728,sofort::ADV,سمدلاسه,즉시
729,später::ADV,وروسته,보다늦은
730,jetzt::ADV,اوس,목하
731,heute::ADV,نن,오늘
732,morgen::ADV,سبا,내일
733,bald::ADV,ژر,곱
734,dann::ADV,پس,그경우에
735,dann::ADV,وروسته,그경우에
736,gestern::ADV,پرون,어제
737,einst::ADV,پخوا,옛날에
738,damals::ADV,هغه وخت,그때에
739,danach::ADV,بیا,그 뒤에
740,vorher::ADV,دمخه,미리
741,zuerst::ADV,لومړی,최초로
742,einmal::ADV,یو ځل,한번
743,manchmal::ADV,ګاهی ګاهی,땓대로
744,oft::ADV,ډېر ځله,땓대로
745,immer::ADV,تل,늘
746,immer::ADV,همېشه,늘
747,niemals::ADV,هیڅکله نه,결코...(하지)않다
748,hier::ADV,دلته,여기
749,hierhin::ADV,دلته,여기로
750,hierhin::ADV,دې ځای ته,여기로
751,von hier::ADV,د دې ځای نه,
752,dort::ADV,هلته,거기
753,dorthin::ADV,هلته,저기예
754,dorthin::ADV,هغه ځای ته,저기예
755,geradeaus::ADV,مخامخ,곧장
756,vorwärts::ADV,مخ پهٔ وړاندې,앞으로
757,rückwärts::ADV,بېرته,뒤로
758,zurück::ADV,بېرته,제자리로
759,unten::ADV,لاندي,아래에
760,hinab::ADV,ښکته,아래쪽으로
761,oben::ADV,پورته,위에
762,hinauf::ADV,پاس,위쪽으로
763,überall::ADV,هره خوا,도처에
764,nicht::ADV,نه,안
765,ein wenig::ADV,یو څه,적음
766,kaum::ADV,ایله,가의
767,sehr::ADV,ډېر,자주
768,sehr::ADV,زيات,자주
769,so::ADV,داسې,그와같이
770,so::ADV,دومره,그와같이
771,noch::ADV,نور,아직
772,nur::ADV,تش,다만
773,nur::ADV,صرف,다만
774,schon::ADV,دمخه,이미
775,wieder::ADV,بیا,다시
776,vergebens::ADV,عبث,헛되이
777,vor::PRP,دمخه,앞에
778,hinter::PRP,شاته,뒤에
779,unter::PRP,لاندي,잍에
780,durch::PRP,د مینځ نه,통고하여
781,neben::PRP,نژدې,와나란히
782,zwischen::PRP,ترمینځ,의사이로
783,wegen::PRP,د ... له لاسه,때문에
784,dies::PRN,دا,이
785,das::PRN,دا,저
786,alles::PRN,هرڅهٔ,모든것
787,ich::PRN,زه,나
788,du::PRN,ته,너
789,er::PRN,دی,그
790,wir::PRN,مونږ,우리
791,ihr::PRN,تاسې,너희들
792,sie::PRN,هغوی,그들
793,was::FPRN,څهٔ,뭣
794,wer::FPRN,چا,누구
795,wer::FPRN,څوک,누구
796,wo::FADV,چيری,어디
797,wo::FADV,چېرته,어디
798,wohin::FADV,چېرته,어디로
799,wie::FADV,څنګه,어떻게
800,warum::FADV,ولې,왜
801,wieviel::FNUM,څو,얼마만큰
802,wieviel::FNUM,څومره,얼마만큰
803,eins::NUM,یو,하나
804,zwei::NUM,دوه,둘
805,drei::NUM,درې,셋
806,vier::NUM,څلور,넷
807,fünf::NUM,پنځه,다섯
