,Concept_ID,he,sq
795,wegen::PRP,בשל,për
796,wegen::PRP,בגלל,për
797,dies::PRN,זה,ky
798,das::PRN,זה,ky
799,alles::PRN,הכל,gjithçka
800,ich::PRN,אני,unë
801,du::PRN,את,ti
802,du::PRN,אתה,ti
803,er::PRN,הוא,ai
804,wir::PRN,אנחנו,ne
805,ihr::PRN,לה,ju
806,sie::PRN,הם,ata
807,was::FPRN,מה,ç'
808,was::FPRN,מה,çfarë
809,wer::FPRN,מי,kush
810,wo::FADV,איפה,ku
811,wohin::FADV,לאן,për ku
812,wie::FADV,איך,si
813,warum::FADV,למה,pse
814,warum::FADV,למה,përse
815,wieviel::FNUM,כמה,sa
816,eins::NUM,אחד,një
817,zwei::NUM,שתים,dy
818,drei::NUM,שלושה,tre
819,vier::NUM,ארבעה,katër
820,fünf::NUM,חמשה,pesë
821,sechs::NUM,ששה,gjashtë
822,sieben::NUM,שבעה,shtatë
823,acht::NUM,שמונה,tetë
824,neun::NUM,תשעה,nëntë
825,zehn::NUM,עשרה,dhjetë
826,elf::NUM,אחת עשרה,njëmbëdhjetë
827,zwölf::NUM,שתים עשרה,dymbëdhjetë
828,zwanzig::NUM,עשרים,njëzet
829,dreißig::NUM,שלושים,tridhjetë
830,vierzig::NUM,ארבעים,dyzet
831,fünfzig::NUM,חמשים,pesëdhjetë
832,sechzig::NUM,ששים,gjashtëdhjetë
833,siebzig::NUM,שבעים,shtatëdhjetë
834,achtzig::NUM,שמונים,tetëdhjetë
835,neunzig::NUM,תשעים,nëntëdhjetë
836,hundert::NUM,מאה,qind
837,tausend::NUM,אלף,mijë
838,und::CNJ,ו,e
839,und::CNJ,ו,dhe
840,oder::CNJ,או,a
841,oder::CNJ,או,apo
842,stehen::V,עמד,rri
843,sitzen::V,ישב,rri
844,liegen::V,שכב,rri shtrirë
845,hängen::V,היה תלוי,varem
846,werden::V,הפך ל,bëhem
847,passieren::V,קרה,ndodh
848,beginnen::V,התחיל,filloj
849,enden::V,הסתים,përfundoj
850,wechseln::V,השתנה,ndërroj
851,aufgehen[Sonne]::V,זרח,hapem
852,untergehen[Sonne]::V,שקע,hyj
853,untergehen[Sonne]::V,שקע,perëndoj
854,scheinen[Sonne]::V,בהק,ndriçoj
855,donnern::V,רעם,gjëmoj
856,donnern::V,רעם,bubulloj
857,wehen::V,נשב,fryj
858,strömen::V,זרם,derdh
859,fließen::V,זרם,rrjedh
860,sich drehen::V,הסתובב,rrotullohem
861,schwanken::V,התנודד,dyzoj
862,schwingen::V,התנענע,dridhem
863,fallen::V,נפל,bie
864,brennen::V,בער,digjem
865,rauchen::V,עשן,nxjerr tym
866,regnen::V,ירד גשם,bie shi
867,gefrieren::V,קפא,ngrij
868,tauen::V,נמס,shkrij
869,schmelzen::V,התיך,shkrij
870,trocknen::V,התיבש,thaj
871,sieden::V,רתח,ziej
872,faulen::V,רקב,kalbem
873,faulen::V,רקב,prishem
874,verfaulen::V,רקב,kalbem
875,reißen::V,נקרע,grisem
876,reißen::V,נקרע,shqyhem
877,versinken::V,טבע,humboj
878,vergehen::V,עבר,kaloj
879,erscheinen::V,נגלה,dukem
880,erscheinen::V,הופיע,dukem
881,verschwinden::V,נעלם,zhdukem
882,sinken::V,ירד,ulem
883,abnehmen::V,הפחית,pakësohem
884,abnehmen::V,הפחית,zvogëlohem
885,zunehmen::V,רבה,shtohem
886,steigen::V,עלה,rritem
887,wachsen::V,גדל,rritem
888,glänzen::V,נצץ,vezulloj
889,glänzen::V,בהק,vezulloj
890,funkeln::V,נצנץ,xixoj
891,funkeln::V,נצנץ,xixëlloj
892,lärmen::V,רעש,oshtij
893,lärmen::V,רעש,zhurmoj
894,läuten::V,צלצל,bie
895,klingeln::V,צלצל,i bie ziles
896,klirren::V,קרקש,kërcëlloj
897,brausen::V,געש,gjëmoj
898,rauschen::V,רשרש,fëshfërij
899,klingen::V,נשמע,tingëlloj
900,bellen::V,נבח,leh
901,heulen::V,ילל,ulërij
902,blasen::V,נשף,fryj
903,pfeifen::V,שרק,fishkëllej
904,schreien::V,צעק,bërtas
905,stöhnen::V,נאנק,rënkoj
906,zittern::V,רעד,trembem
907,leben::V,חי,rroj
908,leben::V,חי,jetoj
909,geboren werden::V,נולד,lind
910,atmen::V,נשם,marr frymë
911,trinken::V,שתה,pi
912,essen::V,אכל,ha
913,schlucken::V,בלע,gëlltis
914,schlucken::V,בלע,kapërdij
915,müde werden::V,התעיף,lodhem
916,einschlafen::V,נרדם,bie të fle
917,schlafen::V,ישן,fle
918,aufwachen::V,התעורר,zgjohem
919,aufstehen::V,קם,çohem
920,aufstehen::V,קם,ngrihem
921,sich erholen::V,נפש,qetësohem
922,sich erholen::V,נפש,shtendosem
923,krank werden::V,חלה,bie i sëmurë
924,krank sein::V,היה חולה,jam i sëmurë
925,schmerzen::V,כאב,dhemb
926,husten::V,השתעל,kollitem
927,genesen::V,הבריא,shërohem
928,sterben::V,מת,vdes
929,umkommen::V,נספה,vdes
930,umkommen::V,נספה,mbaroj
931,sich bewegen::V,נע,shkundem
932,sich rühren::V,זז,lëviz
933,sich erheben::V,קם,ngrihem
934,sich setzen::V,התישב,ulem
935,hinfallen::V,נפל,gremisem
936,laufen::V,הלך ברגל,eci
937,schreiten::V,פסע,çapem
938,spazierengehen::V,טיל,shëtis
939,eilen::V,אץ,ngas
940,eilen::V,מהר,ngas
941,sich beeilen::V,מהר,nxitoj
942,sausen::V,אץ,eci shpejt
943,rennen::V,רץ,vrapoj
944,springen::V,קפץ,kërcej
945,klettern::V,טפס,hipi
946,schaukeln::V,התנדנד,kolovitem
947,kriechen::V,זחל,zvarritem
948,schwimmen::V,שחה,notoj
949,tauchen::V,צלל,zhytem
950,rudern::V,חתר,vozis
951,fahren::V,נסע,shkoj
952,fliegen::V,עף,fluturoj
953,gehen::V,הלך,eci
954,gehen::V,הלך,shkoj
955,weggehen::V,עזב,vete
956,abfahren::V,יצא,nisem
957,anhalten::V,עצר,ndalem
958,hineingehen::V,נכנס,futem
959,eintreten::V,נכנס,hyj
960,kommen::V,בא,vij
961,ankommen::V,הגיע,arrij
962,ankommen::V,הגיע,mbërrij
963,zurückkommen::V,שב,kthehem
964,zurückkommen::V,חזר,kthehem
965,bleiben::V,נשאר,mbetem
966,bleiben::V,נשאר,qëndroj
967,warten::V,חכה,pres
968,warten::V,המתין,pres
969,erwarten::V,צפה,pres
970,suchen::V,חפש,kërkoj
971,finden::V,מצא,gjej
972,versuchen::V,נסה,mundohem
973,vorbereiten::V,הכין,përgatis
974,lieben::V,אהב,dashuroj
975,mögen::V,אהב,dua
976,lachen::V,צחק,qesh
977,rühren::V,נגע ללב,mallëngjej
978,weinen::V,בכה,qaj
979,schimpfen::V,גער,shaj
980,sich ärgern::V,זעם,bëhem verem
981,sich ärgern::V,כעס,bëhem verem
982,sich fürchten::V,פחד,kam frikë
983,sich fürchten::V,פחד,frikësohem
984,sich fürchten::V,חשש,kam frikë
985,sich fürchten::V,חשש,frikësohem
986,fürchten::V,פחד מ,kam frikë nga
987,fürchten::V,חשש מ,kam frikë nga
988,fliehen::V,ברח,arratisem
989,flüchten::V,נמלט,iki
990,sehen::V,ראה,shoh
991,anschauen::V,הביט,shikoj
992,ansehen::V,התבונן,shikoj
993,hören::V,שמע,dëgjoj
994,zuhören::V,הקשיב,veshtoj
995,probieren::V,נסה,provoj
996,riechen::V,הריח,nuhas
997,fühlen::V,חש,ndiej
998,scheinen::V,נדמה,ndriçoj
999,zu sehen sein::V,נראה,dukem
1000,vernehmen::V,נודע ל,dëgjoj
1001,frieren::V,קר ל,mërdhij
1002,tun::V,פעל,bëj
1003,können::V,יכל,mund
1004,wollen::V,רצה,dua
1005,wollen::V,רצה,dëshiroj
1006,anfangen::V,התחיל,filloj
1007,beenden::V,גמר,kryej
1008,beenden::V,גמר,mbaroj
1009,aufhören::V,סים,pushoj
1010,gelingen::V,הצליח,më shkon mbarë
1011,geraten::V,עלה,del
1012,öffnen::V,פתח,hap
1013,schließen::V,סגר,mbyll
1014,stellen::V,העמיד,vë
1015,setzen::V,הושיב,vë
1016,legen::V,שם,vë
1017,berühren::V,נגע,rrok
1018,verbinden::V,קשר,bashkoj
1019,bedecken::V,כסה,mbuloj
1020,aufhängen::V,תלה,var
1021,anzünden::V,הצית,ndez
1022,aufheben::V,אסף,ngre
1023,zurücklassen::V,השאיר,lë pas
1024,verlieren::V,אבד,humb
1025,fallen lassen::V,שמט,lëshoj
1026,fallen lassen::V,הפיל,lëshoj
1027,machen::V,עשה,bëj
1028,herstellen::V,יצר,prodhoj
1029,bauen::V,בנה,ndërtoj
1030,reparieren::V,תקן,ndreq
1031,reparieren::V,תקן,meremetoj
1032,verbessern::V,שפר,përmirësoj
1033,ändern::V,שנה,ndërroj
1034,graben::V,חפר,gërmoj
1035,beugen::V,כפף,kërrus
1036,biegen::V,כופף,përkul
1037,drehen::V,סובב,dredh
1038,drehen::V,סובב,rrotulloj
1039,wenden::V,הפך,kthej
1040,umdrehen::V,סובב,kthej
1041,heben::V,הרים,ngre
1042,hochheben::V,הרים,ngre
1043,ergreifen::V,אחז,rrëmbej
1044,halten::V,החזיק,mbaj
1045,drücken::V,לחץ,shtyp
1046,schieben::V,הזיז,shtyj
1047,kratzen::V,שרט,kruaj
1048,kratzen::V,שרט,gërvisht
1049,kratzen::V,שפשף,kruaj
1050,kratzen::V,שפשף,gërvisht
1051,lecken::V,לקק,lëpij
1052,beißen::V,נשך,kafshoj
1053,abreißen::V,קרע,shkëpus
1054,abschneiden::V,חתך,cungoj
1055,binden::V,קשר,lidh
1056,stecken::V,תקע,fus
1057,stecken::V,תקע,ngul
1058,brechen::V,שבר,thyej
1059,klopfen::V,נקש,trokas
1060,hauen::V,הכה,godas
1061,kleben::V,הדביק,ngjis
1062,reiben::V,שפשף,fërkoj
1063,streichen::V,מרח,lyej
1064,schleifen::V,השחיז,mpreh
1065,schneiden::V,גזר,pres
1066,rütteln::V,נענע,shkund
1067,schütteln::V,נער,lëkund
1068,schwenken::V,נופף,valëvit
1069,schwenken::V,טלטל,valëvit
1070,schütten::V,שפך,mbush
1071,füllen::V,מלא,mbush
1072,einwickeln::V,עטף,mbështjell
1073,tragen::V,נשא,mbaj
1074,tragen::V,נשא,mbart
1075,schleppen::V,סחב,heq
1076,schleppen::V,סחב,zhgërryej
1077,ziehen::V,משך,tërheq
1078,aufbewahren::V,שמר,ruaj
1079,werfen::V,זרק,hedh
1080,fangen::V,תפס,kap
1081,packen::V,אחז,rrëmbej
1082,verstecken::V,החביא,fsheh
1083,teilen::V,חלק,ndaj
1084,schicken::V,שלח,dërgoj
1085,bringen::V,הביא,sjell
1086,hinzufügen::V,הוסיף,shtoj
1087,bekommen::V,תפס,kap
1088,erhalten::V,קבל,marr
1089,nehmen::V,אחז,marr
1090,wählen::V,בחר,zgjedh
1091,auswählen::V,בחר ב,përzgjedh
1092,bewahren::V,קים,ruaj
1093,behindern::V,מנע,pengoj
1094,verderben::V,מנע,prish
1095,beschädigen::V,הזיק,dëmtoj
1096,zerbrechen::V,נשבר,thyej
1097,zerreißen::V,קרע,çjerr
1098,zerreißen::V,קרע,zheloj
1099,zerstören::V,הרס,prish
1100,zerstören::V,הרס,shkatërroj
1101,zerstören::V,השמיד,prish
1102,zerstören::V,השמיד,shkatërroj
1103,verbrennen::V,שרף,djeg
1104,geben::V,נתן,jap
1105,reichen::V,העביר,jap
1106,schenken::V,נתן במתנה,fal
1107,schenken::V,נתן במתנה,dhuroj
1108,versprechen::V,הבטיח,premtoj
1109,wünschen::V,אחל,uroj
1110,loben::V,שבח,lëvdoj
1111,loben::V,שבח,lavdëroj
1112,küssen::V,נשק,puth
1113,wiegen::V,נדנד,tund
1114,zudecken::V,כסה,mbuloj
1115,wecken::V,עורר,zgjoj
1116,zeigen::V,הראה,dëftej
1117,führen::V,הביא,çoj
1118,führen::V,הוביל,çoj
1119,lehren::V,למד,arsej
1120,unterrichten::V,למד,arsimoj
1121,aufziehen::V,רומם,rris
1122,leiten::V,נהל,udhëheq
1123,antreiben::V,המרץ,nxis
1124,lassen::V,נתן,detyroj
1125,einladen::V,הזמין,ftoj
1126,vereinigen::V,אחד,bashkoj
1127,vereinigen::V,לכד,bashkoj
1128,besuchen::V,בקר,vizitoj
1129,treffen::V,פגש,ndesh
1130,sich versammeln::V,התאסף,tubohem
1131,spielen::V,שחק,loz
1132,spielen::V,שחק,luaj
1133,singen::V,שר,këndoj
1134,tanzen::V,רקד,kërcej
1135,tanzen::V,רקד,vallëzoj
1136,sich trennen::V,נפרד,ndahem
1137,verlassen::V,עזב,braktis
1138,retten::V,הציל,shpëtoj
1139,bewachen::V,שמר,ruaj
1140,schützen::V,אבטח,ruaj
1141,schützen::V,אבטח,mbroj
1142,verteidigen::V,הגן,mbroj
1143,sich schlagen::V,התכתש,zihem
1144,schießen::V,ירה,shtie
1145,siegen::V,גבר,fitoj
1146,siegen::V,גבר,ngadhënjej
1147,siegen::V,נצח,fitoj
1148,siegen::V,נצח,ngadhënjej
1149,ärgern::V,עצבן,zemëroj
1150,schlagen::V,הכה,rrah
1151,schlagen::V,הכה,godas
1152,schlagen::V,הלקה,rrah
1153,schlagen::V,הלקה,godas
1154,treten::V,בעט,shtyj
1155,treten::V,בעט,shtyj më këmbë
1156,stechen::V,דקר,ther
1157,stechen::V,דקר,shpoj
1158,stoßen::V,דחק,shtyj
1159,stehlen::V,גנב,vjedh
1160,stören::V,קטע,pengoj
1161,stören::V,הפריע,pengoj
1162,belästigen::V,הציק,bezdis
1163,belästigen::V,הטריד,bezdis
1164,verbergen::V,הצניע,fsheh
1165,täuschen::V,שגע,mashtroj
1166,betrügen::V,הונה,kobis
1167,töten::V,הרג,vras
1168,wohnen::V,גר,banoj
1169,arbeiten::V,עבד,punoj
1170,arbeiten::V,עבד,vardoj
1171,sammeln::V,אסף,mbledh
1172,sammeln::V,אסף,grumbulloj
1173,pflücken::V,קטף,vjel
1174,pflücken::V,קטף,mbledh
1175,jagen::V,צד,gjuaj
1176,fischen::V,דג,peshkoj
1177,fischen::V,דג,gjuaj peshk
1178,fassen::V,תפס,zë
1179,hüten::V,רעה,kullos
1180,treiben::V,הוציא,vë përpara
1181,anbinden::V,קשר,lidh
1182,füttern::V,הלעיט,grazhdoj
1183,melken::V,חלב,mjel
1184,hacken::V,קצץ,grij
1185,gießen::V,השקה,ujis
1186,reifen::V,בשל,piqem
1187,zubereiten::V,הכין,gatuaj
1188,kochen::V,בשל,ziej
1189,backen::V,אפה,pjek
1190,backen::V,אפה,furroj
1191,braten::V,צלה,fërgoj
1192,braten::V,צלה,tiganis
1193,braten::V,טגן,fërgoj
1194,braten::V,טגן,tiganis
1195,umrühren::V,ערבב,trazoj
1196,stricken::V,סרג,thur
1197,nähen::V,תפר,qep
1198,färben::V,צבע,ngjyej
1199,färben::V,צבע,bojatis
1200,reinigen::V,נקה,qëroj
1201,reinigen::V,נקה,pastroj
1202,waschen::V,רחץ,laj
1203,waschen::V,רחץ,finjos
1204,waschen::V,כבס,laj
1205,waschen::V,כבס,finjos
1206,abwischen::V,נגב,fshij
1207,spülen::V,שטף,kulloj
1208,fegen::V,טאטא,fshij
1209,kehren::V,טאטא,fshij
1210,baden::V,טבל,lahem
1211,baden::V,שחה,lahem
1212,sich waschen::V,התרחץ,lahem
1213,ausziehen::V,הוריד,heq
1214,ausziehen::V,הוריד,zbath
1215,anziehen::V,לבש,vesh
1216,anziehen::V,לבש,mbath
1217,sich anziehen::V,התלבש,vishem
1218,kämmen::V,סרק,kreh
1219,schmücken::V,קשט,hijeshoj
1220,sagen::V,אמר,them
1221,sprechen::V,דבר,flas
1222,reden::V,דבר,fjalos
1223,reden::V,דבר,fjalëtoj
1224,sich unterhalten::V,שוחח,bisedoj
1225,fragen::V,שאל,pyes
1226,bitten::V,בקש,lus
1227,bitten::V,בקש,lutem
1228,erzählen::V,ספר,rrëfej
1229,mitteilen::V,מסר,kumtoj
1230,mitteilen::V,הודיע,kumtoj
1231,nennen::V,קרא בשם,quaj
1232,rufen::V,גיס,thërras
1233,rufen::V,הזמין לבוא,thërras
1234,prahlen::V,התרברב,mburrem
1235,prahlen::V,התרברב,kapardisem
1236,übersetzen::V,תרגם,përkthej
1237,denken::V,חשב,mendoj
1238,glauben::V,האמין,besoj
1239,bemerken::V,הבחין,vërej
1240,erkennen::V,זהה,njoh
1241,erkennen::V,זהה,shquaj
1242,begreifen::V,קלט,marr vesh
1243,begreifen::V,הבין,marr vesh
1244,verstehen::V,הבין,marr vesh
1245,lernen::V,למד,mësoj
1246,wissen::V,ידע,di
1247,sich erinnern an::V,זכר,kujtoj
1248,vergessen::V,שכח,harroj
1249,messen::V,מדד,mas
1250,zählen::V,ספר,njeh
1251,rechnen::V,חשב,llogaris
1252,lesen::V,קרא,lexoj
1253,lesen::V,קרא,këndoj
1254,malen::V,ציר,lyej
1255,zeichnen::V,שרטט,vizatoj
1256,schreiben::V,כתב,shkruaj
1257,besitzen::V,היה בעל של,kam
1258,kaufen::V,קנה,blej
1259,kaufen::V,רכש,blej
1260,verkaufen::V,מכר,shes
1261,bezahlen::V,שלם,paguaj
1262,zahlen::V,שלם,paguaj
1263,beherrschen::V,שלט,zotëroj
1264,ertragen::V,סבל,duroj
